"subject","course_code","course_name","description","credits"
"HIM - Health Information Management","HIM 6628","Health Data Visualization","The course is designed to enable students acquire both the technical and theoretical skills to practice data visualization techniques on healthcare data. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6629","Applied Healthcare Analytics","This course provides an in depth examination of advanced level regression models applied in healthcare data. Topics include mixed models, propensity scores, instrumental variables, and time-to-event analysis. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6655","Healthcare Data Mining and Predictive Analytics","The course is designed to introduce students to various data mining concepts and algorithms. It emphasizes on classifiers, clustering, and association analysis applicable to the distinct nature of healthcare data. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6664","Healthcare Project Management","Healthcare Project Management is designed to provide a discussion of the various facets of initiating, planning, executing, monitoring, closing, and controlling projects in healthcare environments. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6667","Foundation in Management Information Systems","This course is designed to provide a discussion of the various facets of MIS including acquiring, storing and interpreting information of interest to the informaticist and healthcare professional. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6671","Advanced Healthcare Analytics Applications","This is a project-oriented course in analytics. It emphasizes techniques necessary for prediction of health outcomes. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6686","Healthcare Decision Support","This course presents in detail all steps involved in medical decision making. It discusses both normative and descriptive theories and uncovers the link between medical decision making, healthcare analytics and improvement of health outcomes. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6840","Case Studies in Health Information Management","This course provides an in-depth discussion of selected case studies in health informatics management and is designed to assist integration of the study of the basic principles and applications of health informatics. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6844","Health Outcomes Research","This course is designed to examine the fundamentals of health outcome and clinical trials research. It explores principles and methods to obtain quantitative evidence on the effects of interventions on the diagnosis, etiology and prognosis of disease. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","3"
"HIM - Health Information Management","HIM 6908","Health Informatics Independent Study","Develop, in conjunction with a faculty advisor, an individual project with the goal of completing an in-depth study of a topic directly relevant to the student’s program of study in health informatics. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","1-3"
"HIM - Health Information Management","HIM 6930","Selected Topics in Health Informatics","Topics for this course will be varied and based upon student and faculty interests and programmatic requirements. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","1-3"
"HIM - Health Information Management","HIM 6943","Health Informatics Internship","The course involves the successful completion of an internship experience in an institution that provides insight into one or more aspects of health informatics. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Morsani College of Medicine | Department of Medical Sciences","1-3"
"HIS - General History and Historiography","HIS 5114","Spanish Paleography I","The purpose of this course is to introduce students to the forms of writing used in early modern Spanish documents, and to introduce students to the sources, tools, and interpretative strategies used by historians who examine these records Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 5116","Spanish Paleography II","This course provides advanced instruction in deciphering and comprehending the writing used in early-modern Spanish documents, and emphasizes the sources, tools, and interpretative strategies used by historians who examine these records. Prerequisite(s):with a minimum grade of C Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6067","Public History","An examination of public history broadly defined, from park statues, memorials and museums, to film, politics, and art, as well as literature, poetry, and traditional music. Considers some of the most significant places where public history occurs. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6075","Historical Research and Publication","This required master’s core course is intended for students in the final term of their master’s degree. It aims at giving students the opportunity to prepare and edit one of their graduate papers or projects for peer-reviewed publication. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6112","Analysis of Historical Knowledge","A study of history as a form of knowledge with emphasis on explanatory models and the relationships of social science theory to the problems of historical analysis. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6163","Beyond the Book: Telling Local Histories through New Media","Students learn the skills needed to gather, select, and curate historical materials into a digital format that is meaningful and informative to non-specialist audiences. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6168","Issues in Digital Humanities and Public History","This seminar will address issues in the fields of digital humanities and public history. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6908","Independent Study","Independent study in which students must have a contract with an instructor. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","1-19"
"HIS - General History and Historiography","HIS 6914","Directed Research","Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","1-19"
"HIS - General History and Historiography","HIS 6917","Readings in the History of the Americas","This course is designed to introduce graduate students to the history and historiography of the Americas. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6925","Colloquium in History","Readings and discussions organized around an in-depth examination of selected topics within the fields. Emphasis of the course is on the review of historiographical, methodological, and interpretative advances as they affect the topics under study. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6932","Seminar in Digital Humanities and Public History","This topical seminar will address themes and issues in digital humanities and public history. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6933","Seminar in the History of the Americas","This topical seminar will address themes and issues in the history of the Americas. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6935","Graduate Reading Seminar in History","Introduce Graduate Students to a wide body of scholarship surrounding the topic of the course. Course topics and titles will vary. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6936","Graduate Writing Seminar in History","Designed for Master’s level students in their final year who are planning to write a Thesis or preparing a writing sample for their Ph.D. applications, and will train students in historical research practices. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","2-4"
"HIS - General History and Historiography","HIS 6939","Seminar in History","Research in selected topics within the fields selected by the instructor. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6945","Graduate Internship","History Internship provides field experience in museums, historical centers, archives, digital humanities labs, and more, supported by faculty-led readings, discussion, and research projects. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 6971","Thesis: Master’s","Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","2-19"
"HIS - General History and Historiography","HIS 7937","Interdisciplinary Ph.D. Pro-Seminar","Varying topics in an interdisciplinary manner to introduce incoming Ph.D. students from the joint programs of History, Political Science, and Sociology to the relationships of research between disciplines. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 7938","Ph.D. Capstone Seminar","Synthesize the training that students have received as Historians and gain a better understanding of the research process as they compose a dissertation prospectus and prepare to write the dissertation. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 7939","Selected Topics for Doctoral Students","Research in selected topics within the fields selected by the instructor. Restricted to Ph.D. students, instructor’s approval required. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","3"
"HIS - General History and Historiography","HIS 7980","Ph.D. Dissertation","Dissertation writing hours for advanced Ph.D. students in the final year of the program. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of History","2-19"
"HMG - Hospitality Management Graduate","HMG 6246","Organizational Effectiveness","Examine organizational effectiveness methodologies including Continuous Quality Improvement, Six Sigma, Geri, Hospitality Leadership and Sustainability as they relate to human resources leadership and effectiveness in the hospitality industry. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6257","Graduate Seminar in Hospitality Management","Examine the technical & managerial aspects in hospitality mgmt. Review & examine business departments of enterprises in assessing mgmt’s goal of effective & efficient control. Discussions include energy conservation, waste mgmt & pollution control. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6259","Hospitality Operations Management","This course examines research, critical issues, trends in the hospitality operations management from a strategic perspective. This course is the application of research to practical and theoretical issues in the hospitality industry. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6267","Restaurant and Foodservice Management","This course allows students to apply the principles of management, analysis, and planning that they have learned in their prior required coursework to issues in multi-unit restaurant and foodservice operations. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6296","Strategic Management and Competitive Strategy for Hospitality and Tourism","The course is designed to provide students with an opportunity to develop and hone their analytical and interpretive skills using strategic management principles and practices in a hospitality and tourism business setting. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6335","Graduate Seminar in Club Management","This seminar course allows students to apply the principles of management, analysis, and planning that they have learned in their prior required coursework to issues in club operations. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6446","Hospitality Information Systems","The course focuses on managing information systems as a strategic asset to mold competitive strategies and change organizational management processes. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6467","Managerial Accounting and Finance for the Hospitality Industry","Managerial accounting & financial management as practiced in the hospitality industry is covered. It applies principles of finance & accounting to decision-making that can be applied to the hospitality industry. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6477","Financial Management for the Hospitality Industry","Managerial accounting and financial management as practiced in the hospitality industry is covered. It applies principles of finance and accounting to decision-making that can be applied to the hospitality industry. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6507","Hospitality and Tourism Technology and Analytics","Integrating technology systems into hospitality and tourism organizations’ operation, marketing, and management efforts is essential to success. This integration requires that technology and the overall organizational mission/goals are coordinated to achieve the desired effectiveness. This course is designed to cover topics related to information system applications in the hospitality industry. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6555","Electronic Marketing for Hospitality & Tourism","Focusing on advanced electronic marketing theory, strategy, & techniques for the hospitality industry. Highlighting critical issues facing e-marketers in the industry, legal/ethical implications, database, consumer information & corporate e-responsibility. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6586","Hospitality Research and Statistics","The objective of this course is to learn development of hospitality research projects and application of statistical data analysis tools. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6596","Hospitality and Tourism Marketing and Analytics","Advanced marketing strategies and tactics known to be effective in the hospitality and tourism industry for developing sustainable competitive advantage such as strategic pricing, revenue management, customer loyalty programs, proven communication mixes. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6606","Hospitality Law and Hotel Management Contracts","Functions of the law, legal environment, legal reasoning, and contract negotiation at a high level will be presented. Students will represent Owners or Operators in teams of two and conduct mock hotel management contract negotiations. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","3"
"HMG - Hospitality Management Graduate","HMG 6908","Independent Study","The Independent Study course in the School of Hotel & Restaurant Management permits a graduate student to enrich his/her interest in a particular area of specialized hospitality knowledge, research, and/or practice. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","1-6"
"HMG - Hospitality Management Graduate","HMG 6938","Special Topics in Hospitality","This is a graduate level Special Topics course. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","1-6"
"HMG - Hospitality Management Graduate","HMG 6946","Graduate Internship","Coordinated hospitality training combines practical experience with integrated academic analysis of principles, theory, and standard practices applied to operational situations. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","1-6"
"HMG - Hospitality Management Graduate","HMG 6972","Masters Thesis","Independent Study under the direction of the thesis advisor. Individual discussion format & Comprehensive review of the thought process, hypothesis, development, research methodology, data collection, data analysis, etc.&nbsp; Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Muma College of Business | School of Hospitality and Tourism Management","1-6"
"HSC - Health Sciences","HSC 5036","Professional Foundations of Health Education","The study of the practice of health education in various settings, and selected historical, cultural, philosophical, professional, and ethical issues in the practice of education. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","1"
"HSC - Health Sciences","HSC 6055","Survival Analysis","A study of statistical methods for analyzing censored life time data with applications in health sciences. Prerequisite(s):, Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","3"
"HSC - Health Sciences","HSC 6261","Teaching Essentials","Focuses on the fundamental concepts of teaching and learning within a Health Professions Education context. It seeks to provide students research-based models of teaching in an environment designed to allow practice, feedback, and achievement. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Taneja College of Pharmacy | Department of Pharmacy","2"
"HSC - Health Sciences","HSC 6261L","Teaching Essentials Lab","An exploratory lab that focuses on the execution of fundamental concepts of teaching and learning within a Health Professions Education context. Students will receive guidance and mentorship while they develop educational seminars. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):with a minimum grade of C USF Taneja College of Pharmacy | Department of Pharmacy","1"
"HSC - Health Sciences","HSC 6556","Pathobiology of Disease I","A basic study of broad pathobiological areas of biological injury, genetic and inborn errors of metabolism, and host-parasite relationships. In addition, the pathobiology of human disease is closely related to general biology in order to provide a strong foundation for the public health student. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","3"
"HSC - Health Sciences","HSC 7268","Professional Foundations III: Joining the Academy","Prepares the public health doctoral candidate with tools for career building. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","2"
"HUM - Humanities","HUM 6475","Studies in Contemporary Arts and Letters","Concentration on major artists and recent trends. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6494","Studies in Medieval Arts and Letters","Studies in medieval philosophies, visual arts, music, literature, and architecture and their interrelationships. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6583","Global Cinema and New Media to 1960","Offers an advanced introduction to the first 65 years of international film history. This course explores aesthetic and narrative practices in various film genres, movements, and national cinemas. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6584","Global Cinema and New Media since 1960","Offers an advanced introduction to international film history after 1960. This course explores aesthetic and narrative practices in various film genres, movements, and national cinemas. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6586","Film Theory","This course emphasizes methodological issues in the analysis of films as cultural texts. Theoretical approaches include formalism, structuralism, genre theory, feminist theory, psychoanalysis, Marxism, and queer theory. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6587","National Cinemas","Course will explore key films, filmmakers, and cinematic techniques and approaches of selected national cinema styles from around the globe. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6588","Themes and Genres in Film and New Media","Courses in “Themes and Genres” will focus on specific film styles, genres, and approaches such as horror, avant-garde cinema, and documentary. Students will explore the complex relationships between the formal properties of specific cinematic genres/style. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6801","Theories and Methods of Cultural Studies","This course examines the relationship between the arts and society by introducing various approaches to the study of literature, art, and culture that are of contemporary relevance to graduate students in the liberal arts and humanities. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6814","Introduction to Graduate Study","An introduction to graduate study in humanities and cultural studies. This course introduces incoming graduate students to the research interests of the departmental faculty and the program emphases, including textual analysis and analytical writing. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6815","Research Seminar","A course emphasizing the practical aspects of research in the liberal arts including analyzing primary sources, assembling a bibliography, synthesizing secondary sources, and defining an argument. Topic varies. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","3"
"HUM - Humanities","HUM 6909","Independent Study","Independent study in which student must have a contract with an instructor. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","1-19"
"HUM - Humanities","HUM 6915","Directed Research","Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","1-19"
"HUM - Humanities","HUM 6939","Selected Topics in Humanities","Each topic is a course of study in a subject not covered by a regular course. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","1-3"
"HUM - Humanities","HUM 6940","Internship in Humanities","A structured, out-of-class learning experience providing firs-hand, practical training in Humanities-related professional careers in the community. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","1-3"
"HUM - Humanities","HUM 6971","Thesis: Masters","In consultation with an advisor, the student plans, organizes, and writes a thesis on a topic in interdisciplinary arts and ideas. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Department of Humanities and Cultural Studies","2-19"
"HUN - Human Nutrition","HUN 5265","Methods of Nutritional Assessment","Methodology, skills and tools in measurement of the nutritional status of healthy individuals in community and patients in hospitals. The objectives of nutritional assessment is to prevent malnutrition and promote nutritional health. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","1"
"HUN - Human Nutrition","HUN 6232","Food as Medicine","The course explores the role of food in disease prevention and treatment, examines the role of food in community nutrition assistance programs, and applies evidence-based food and nutrition recommendations to wellness and community interventions. Prerequisite(s):PHC 6521 Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","3"
"HUN - Human Nutrition","HUN 6408","Nutrition Through the Lifecycle","Nutrition through the Life Span involves the study of special nutritional needs, physiology, and health concerns of pregnant and lactating women, infants, children, adolescents, and older adults. Prerequisite(s):none Corequisite(s):none Co-Prerequisite(s):none USF College of Public Health | Department of Public Health","3"
"HUN - Human Nutrition","HUN 6612","Nutrition Education and Counseling","This course describes learning theories applicable to nutrition education, plan nutrition education sessions, develop nutrition education materials, and work with instructional media in preparation for group and individual nutrition education. Prerequisite(s):PHC 6521 Corequisite(s):none Co-Prerequisite(s):none USF College of Public Health | Department of Public Health","3"
"HUN - Human Nutrition","HUN 6804","Nutrition and Dietetics Research","This course teaches the investigative and analytical methods used in nutrition and dietetics related research. The course reviews research design, sampling techniques, data collection and processing, and interpretation of the results and ethics. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Public Health | Department of Public Health","3"
"IDS - Interdisciplinary Studies","IDS 5921","Teaching Assistant Training","Instruction in course design, including delivery, methodology, policies, and teaching strategies and methods. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Graduate Studies | Dean’s Office (GS)","0"
"IDS - Interdisciplinary Studies","IDS 5922","Preparing for College Teaching","The focus is on teaching college classes, and doing it well. Best practices in a number of topics related to course design and delivery will be examined. The goal is to prepare you for college teaching. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Graduate Studies | Dean’s Office (GS)","0"
"IDS - Interdisciplinary Studies","IDS 6163","Environment, Social and Governance for Business Sustainability","Overview of an ESG framework and how it supports a company’s overall risk management. Examines a variety of components and provides insight into how they converge to impact a company and stakeholders. Look at key considerations from company and investor perspectives, before applying theory to practice. Prerequisite(s):None required Corequisite(s):None required Co-Prerequisite(s):None required USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6206","Energy and Resources: Policy, Society and Innovation","Provides a broad overview of the global energy landscape - acquainting students with the current state of energy crisis: Limited supply of resources; growing energy demand; impact on society, climate, economic development, sustainability and technology innovation. Various non-renewable and renewable energy options and their (un)intended environmental and geopolitical consequences are discussed. Prerequisite(s):NA Corequisite(s):NA Co-Prerequisite(s):NA USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6207","Renewable Transportation Fuels","The course will analyze the market status and prospects, the production technologies, the economics and finance, and the regulatory and environmental aspects of renewable transportation fuels with a focus on sustainable fuels from biomass and algae. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6208","Renewable Power Portfolio","The course will analyze the market status and growth potential of the portfolio of renewable power sources, the production technologies, the economics/financing, infrastructure integration and smart grid issues, and regulatory and environmental aspects. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6210","Bioresources for a Sustainable Future","Agricultural and biological resources (bioresources) for producing food, bio-based products, and renewable energy are presented and discussed along with their environmental and climate change impact using an integrated food-energy-water nexus approach. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6216","Implementing the United Nations Sustainable Development Goals","This course provides an understanding of the challenges and pathways to sustainable development. From the framework of the science of planetary boundaries, we will addresses challenges and solutions to achieve sustainable development in the 21st century. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6233","Concepts and Principles of Sustainability","This course discusses basic concepts and principles of sustainable development. It discusses systems thinking and different sustainability perspectives such as local/global and historical/future. Best practices will be analyzed through case studies. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6234","Systems Thinking: The Key to Sustainability","The course develops the critical system thinking skills to solve sustainability challenges. It covers quantitative system analysis techniques including environmental impact assessment, life-cycle assessment, cost-benefit analysis and decision analysis. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6235","Economics and Finance for Sustainability","The course provides sustainability practitioners an overview of how economics and finance enhance sustainability. The emphasis is on environmental economics and innovative finance; students learn how scarce natural resources can be optimally allocated. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6236","Sustainable Tourism Development: Principles & Practices","Focuses on environmentally and socially responsible tourism strategies and innovations. Emphasizes establishing policies and management plans to identify and reduce the environmental impact created by tourism facilities and services. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6237","Ecotourism and Sustainable Tourism Management for Coastal Habitat and Marine Protection","Introduction to environmental management from technical and non-technical perspectives. The major topics covered will be water and air quality, environmental sustainability, collaboration, and building consensus. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6239","Principles of Six Sigma for Sustainability","Application of the principles of Six Sigma and the tools of continuous improvement in developing and implementing sustainability projects and initiatives. Course includes case studies that used Six Sigma and Lean methodologies in the sustainability field. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6244","Waste Not, Want Not: Reconsidering Waste, Repurposing Wasted Resources","This course is designed to help us deal with and eliminate waste. The course explores all kinds of wasted resources and opportunities with particular focus on organic and inorganic “production and consumption residuals” and wasted energy. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6245","Sustainable Water Resource Management: Doing More with Less","This course provides an overview of the challenges and strategies for sustainable water resource management for coordinated planning, development and management of water resources. It will discuss technical, legal and institutional frameworks. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6246","Water Sensitive Urban Design for Sustainable Communities","Comprehensive introduction to Water Sensitive Urban Design an interdisciplinary approach that encompasses urban water management, management of ecosystem services and urban/landscape design. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
