course_code,course_name,credits,description
HIST 3420,Historical Aspects of Public Health and Medicine,3.0,"DESCRIPTION This course will cover the major discoveries, developments, and advances in the field of medicine and public health. It will examine the intellectual and technological processes that produce advancements, and critically examine the public and professional debates about the application of such changes in society at large. Global Scholars course."
HIST 3500,The Ancient Mediterranean,4.0,"DESCRIPTION (Same as MES 3110.) Political, cultural, religious, economic, and social developments of the Ancient Near East, Greece, and Rome and their influence on Western Civilization. Global Scholars course."
HIST 3505,Classical and Early Modern Western Political Thought,3.0,"DESCRIPTION A survey of the historical writings in political thought from Plato to Machiavelli. Special emphasis on the contributions these thinkers made to Western conceptions of democracy, equality, human nature, citizenship, etc., as well as the continuing relevance of the texts for explaining contemporary political phenomena. (Same as PHIL 3855 and POLS 3530.) Global Scholars course."
HIST 3510,Medieval Mediterranean/Islamic World,4.0,"DESCRIPTION Overview of the history of the Medieval Mediterranean World, from the fall of the Roman Empire to the rise of the Atlantic World (500-1500). Topics will include the origins and spread of Islam, cross-cultural contacts around the Mediterranean, the Crusades, and the other examples of Islamic/Christian/Jewish interaction. (Same as GLOS 3510.) Global Scholars course."
HIST 3515,North Africa and the World to 1800,4.0,"Political, economic, cultural and social history of North Africa and its interactions with the Mediterranean world, Sub-Saharan Africa and the broader world system. Examines the history of the Berbers alongside the history of Arab and European influences in the region from Roman times to 1800. Global Scholars course. 1.059"
HIST 3520,"Early Modern Europe, 1500-1789",4.0,"DESCRIPTION Transition from medieval to modern Europe; special attention to the Northern Renaissance, the Protestant and Catholic Reformations; the emergence of a competitive state system; the evolution of nation states; gender roles and the pre- industrial economy; and the conceptual revolution in science and philosophy. Global Scholars course."
HIST 3525,Modern Western Political Thought,3.0,"DESCRIPTION A survey of the historical writings in political thought from Hobbes to Marx. Special emphasis on the contributions these thinkers made to Western conceptions of democracy, equality, human nature, citizenship, etc., as well as the continuing relevance of the texts for explaining contemporary political phenomena.(Same as PHIL 3540 and PHIL 3855.) Global Scholars course."
HIST 3530,Europe Since 1789,4.0,"DESCRIPTION Society and politics since the age of enlightenment; special attention to revolution, reaction and reform; class, gender and industrial capitalism; imperialism and nationalism; democracy, fascism, and communism; economic integration: citizenship, immigration, and new social movements. Global Scholars course."
HIST 3540,Film and the Holocaust,4.0,"DESCRIPTION Explores the history of intersections among feature and documentary films and the Holocaust, with an emphasis on the ways filmmakers have interpreted and represented the causes, events, consequences, and recollections of the mass murder of European Jews and other groups during World War II. (Same as GLOS 3540.) Global Scholars course."
HIST 3615,The Indian Ocean World,4.0,"DESCRIPTION The Indian Ocean world is a geographical zone running from East Africa to China and has been a highway of commercial and cultural exchanges since ancient times. This course introduces students to the empires, trade, and cultures in monsoons Asia and their role in the world economy from non- Western and non-Eurocentric perspectives. (Same as GLOS 3615.) Global Scholars course."
HIST 3620,"The Atlantic World: Encounters, Empires, Diasporas, Revolutions",4.0,"DESCRIPTION The Atlantic World as a space of cross- cultural contact, empire and nation- building, diasporas, and revolutions since the fifteenth century; transatlantic encounters in Africa, Europe, and the Americas; conquest, colonialism, and creolization; slavery, emancipation, and capitalism; indigenous survival, subaltern resistance, and popular religion; Atlantic world legacies in cultural and political identities. Global Scholars course."
HIST 3625,War in Europe and America Since 1500,4.0,"Warfare and military institutions as they relate to social, economic, political, and technological developments. 1.060"
HIST 3630,Empires in the Modern World,3.0,"DESCRIPTION This course explores the interactive history of empires, both horizontally among great powers and vertically between rulers and subjects, since the sixteenth century. These interactions shaped, restructured, and dissolved supposedly monolithic empires. We will interrogate the cross-cultural encounters of imperial expansion; the raced and gendered nature of imperial hierarchies, identities, and imaginaries; the lived experience of colonial rule; the interplay of world economy, world war, and anticolonial projects for reform, revival, and revolution in the âdecline and fallâ of empire; and the uneven and contradictory transition from an âimperialâ to an âinternationalâ world order."
HIST 3635,"Media, Technology, and Popular Culture",4.0,"DESCRIPTION Examines evolution of communication technologies from the rise of printing in early modern Europe through the foundation of American media, and the globalization of mass media in the twentieth century. Topics include nationalism and the public sphere; media constructions of race, gender, and sexuality; legal and regulatory issues; and the changing aesthetics of print, film, television, and new media. Global Scholars course."
HIST 3640,Piracy from Ancient to Modern Times,4.0,"DESCRIPTION This course examines the history of piracy from the ancient Egyptians to present-day piracy off Somalia and the Straits of Malacca. Particular attention to the ?Golden Age of Piracy. in the West from 1640 to 1730 is complemented by the study of piracy in a range of times and places. This comparative approach presents piracy as a series of complex social, political, and economic interactions, asking how transformations in piracy reveal larger patterns of change and continuity in world history. The course also examines how the study of pirates and piracy as a contemporary cultural phenomenon in films and other media can help us to understand how modern and contemporary culture claims and re-presents history. Global Scholars course."
HIST 3645,Contemporary Africa,3.0,"The major historical, political, cultural and economic developments, which have shaped conditions in Africa since the Second World War. Topics vary but include liberation movements, the Ebola Crisis, and the War on Terror in Africa; historical developments that continue to impact the continentâs current and future prospects. (Same as GLOS 3645.) Global Scholars course. 1.061"
HIST 3650,Africa and the world,4.0,"DESCRIPTION This interdisciplinary course explores the long and extensive international history of Africa, focusing on its relations with other civilizations and regions of the world, from medieval times to the present. The weekly inter-related and inter-woven topics will include Medieval African Kingdoms and the Trans- Saharan Trade; the Indian Ocean Trade; European colonialism; Africa, the World Wars and the Cold War; African relations with the US, Western Europe and the former USSR; China and India in Africa; the UN and other global IGOs/NGOs in Africa; Africa and the global economy; globalization and Africa; and Africa and the African Diaspora in the Americas. Global Scholars course."
HIST 3660,20th Century World,3.0,DESCRIPTION This course explores the history of the âlongâ twentieth century from the 1890s to the 2000s. We will track the emergence of antagonisms in an imperial world that culminated in the First World War; the effort to construct political and social alternatives through the Second World War; the interplay of the âthree worldsâ during the Cold War; and the unfolding of global turbulence in a neoliberal world. We will highlight the ongoing challenges of social movements as well as contested visions of global order across this long century. Global Scholars course.
HIST 3665,History of Ideas about Race,4.0,"DESCRIPTION An interdisciplinary, comparative history of ideas about race, ethnicity, and human variation from the 17th century to the present, with emphasis on the social interactions, historical contexts, and social conflicts that produced those ideas. ""Race"" is primarily a Western historical construction, but the course also compares race with other systems for defining ânaturalâ or âin- bornâ differences, such as ethnicity, religion, caste, or class. It also provides an insight into how the subjects of racial regimes viewed or challenged them from the inside. Global Scholars course."
HIST 3675,Teaching Difficult Topics in United States History,3.0,"DESCRIPTION This course will introduce students to the pedagogy of U.S. history, following the Georgia performance standards and the AP U.S. History curriculum framework. Topics will challenge the master narrative of American history, such as colonization, slavery, racial violence, and class conflict. Through readings, discussion, document analyses and classroom observations, students will explore a variety of teaching methods designed to develop historical thinking skills and maximize student engagement."
HIST 3690,Honors Readings,1.0,PREREQUISITES Good standing with the Honors College and consent of instructor DESCRIPTION
HIST 3700,China and Japan to 1600,4.0,"Origins and development of two ancient civilizations, with emphasis upon traditional thought, cultures, institutions, and change. Global Scholars course. 1.062"
HIST 3710,China and Japan since 1600,4.0,"DESCRIPTION East Asia in modern transformation from 1600 to the present, emphasizing pre- nineteenth century prosperity, nineteenth-century crises, and twentieth- century change. Global Scholars course."
HIST 3715,Modern Japan,4.0,"DESCRIPTION This course explores the history of Japan during the modern period, from late 1500s through the present. Special attention will be paid to the development of Japanese national identity in local, regional and global contexts. Primary and secondary sources, including writing and other media, will allow students to understand and appreciate Japanâs transformation from relative isolation to a major regional and global power in the twentieth century. Global Scholars course."
HIST 3720,Colonial Latin America,4.0,DESCRIPTION Spain's and Portugal's conquests and settlements in the Western hemisphere; the organization and collapse of their colonial systems. Global Scholars course.
HIST 3730,Latin America since 1810,4.0,"DESCRIPTION Political, economic, and social developments of the major countries, such as Mexico, Argentina, Brazil, and Chile. Global Scholars course."
HIST 3740,Mexico,4.0,"DESCRIPTION This course explores the history of Mexico and its people from the time before the Spanish arrived to the present day. Focusing on culture, everyday life, and the borderlands, it gives a thorough introduction to the United Statesâ closest Latin American neighbor. The class is designed to work for students from a wide variety of majors for whom an understanding of Mexico would be useful. Global Scholars course."
HIST 3780,Middle East 600-1800,4.0,"DESCRIPTION (Same as MES 4110.) Political, cultural, social, and economic developments in the lands from Spain to Central Asia since the rise of Islam. Global Scholars course."
HIST 3790,The Middle East since 1800,4.0,"(Same as MES 4120.) Political, cultural, social, and economic developments from Morocco to Iran, including imperialism, nationalism, independence, and religious revival. Global Scholars course. 1.063"
HIST 3800,History of India from the Indus Civilization to the Present,3.0,"DESCRIPTION (Same as GLOS 3800) This course provides a broad overview of the political, economic, social, and cultural processes in Indian history from the Indus Civilization (c. 2500 BCE) to the present. Students will learn about major developments in the long historical trajectory that have shaped the societies, cultures, polities, and economies of the subcontinent and continue to influence the present-day life. A critical evaluation of Indiaâs historical processes during the four and a half millennia will help students understand the contemporary political, social, and economic dynamics of the region. Students will discuss a variety of issues and their historical context, such as caste and social hierarchy, Buddhist-Hindu-Muslim relations, religious radicalism and ethnic violence, economic growth, and Indiaâs position in the modern world economy. Through a combination of reading and analysis of literature and primary sources, watching movies/documentaries, and in-class discussions students will learn about major historical developments and their implications for the peoples, societies, economies, and cultures of the region."
HIST 3850,"China, India, and the Modern World Economy",3.0,"DESCRIPTION (Same as GLOS 3850) How to define and understand the modern world economy. What place did China and India have in it. This comparative global history course addresses these questions. It familiarizes students with the main characteristics of the world economy and the place and role of China and India in it. Prior to 1800, China and India were at the forefront of the world economy and since the early 19th century, Europe and North America have held a dominant position in it. Rapid economic growth in China and India since the early 1990s is indicative of a major reconfiguration in the world economy. This course offers historical and contemporary perspectives on the modern world economy and a comparative analysis of the role of states, markets, trade networks, economic institutions, commodity production, consumption, and socio-cultural values in the economies of China, India, and Europe/North America. Global Scholars course."
HIST 3900,Human Rights in Historical Perspective,3.0,"Exploration of the historical development of human rights as contested ideal, movement, and institution. Topics may include premodern origins of human rights, modern struggles for the recognition of human rights, and historic and recent controversies around the legitimacy of human rights. May be repeated if topic varies. Global Perspectives Course. 1.064"
HIST 4100,Philosophy of History,3.0,DESCRIPTION What is âhistoryâ. How do we understand and represent the past. How does historical inquiry relate to a given society and culture. Western thinkers have asked these questions time and again since the Enlightenment; this course will examine the most important arguments and issues in the philosophy of history. Key topics will include: the validity of grand historical narratives of history; the rise of scientific history and historical positivism; historicism and its critique; and postmodern reflections on history.
HIST 4190,American Culture and Ideas I,4.0,"DESCRIPTION This course will explore the history of American culture and ideas from the colonial era to the Civil War through books, essays, films, novels, and more."
HIST 4200,American Culture and Ideas II,4.0,"DESCRIPTION This course will explore the history of American culture and ideas from the Civil War to the twenty-first century through books, essays, films, novels, and more."
HIST 4220,The American City,4.0,"DESCRIPTION Origins and growth of American cities from the colonial period to the present; economic, political, and cultural developments; the process of urbanization; and the influence of urbanism on the American experience. City Scholars course."
HIST 4225,Immigrants in America,4.0,"DESCRIPTION History of immigration and the creation of ""ethnic"" identity in the United States from European contact to the present. (Same as GLOS 4225.) Global Scholars course. City Scholars Course."
HIST 4230,Foreign Relations of the United States,4.0,"DESCRIPTION Legacy of the colonial era, problems of a new nation, expansion and evolution of America as a great power, New Deal diplomacy, the United States in World War II, the ""Cold War,"" and the ""American Empire."" Global Scholars course."
HIST 4245,The United States in the 1960s,4.0,"DESCRIPTION A social and cultural history of the U.S. in the 1960s, with special attention to the civil rights, peace, and women's movements; the counterculture; race, gender, and electoral politics; the New Left and radical politics; the lasting influence of the 1960s on late 20th- century U.S. politics and culture."
HIST 4255,U.S. Civil War and Reconstruction,4.0,"Survey of the American Civil War era, including causes of the war, the war itself, Reconstruction, and the war's commemoration from the 1860s to the present. 1.065"
HIST 4260,African-American Women,4.0,"DESCRIPTION (Same as AAS 4660.) Examination of the varied history of African-American women. Centered in the tradition of race and gender protest; how women have generationally developed agendas and forums around social justice reform; exploration of themes, individuals, and collective action, revealing the impact of race, class, and gender on the lives of African-American women."
HIST 4270,Topics in African American History,4.0,DESCRIPTION Advanced studies in African American history; topics vary according to instructor. May be repeated if the topic differs.
HIST 4280,Enslavement and Resistance in North America,3.0,"DESCRIPTION (Same as AAS 4600.) Examines the character of chattel slavery and racial oppression in Colonial America and in the United States and insurgent responses to it by the captive and ""free"" population of African descent in North America. Global Scholars course."
HIST 4290,Enslavement in the Americas,3.0,DESCRIPTION (Same as AAS 4620.) Comparative examination of systems of captivity and forced labor in the western hemisphere and the social development and popular responses of captive Africans to these systems. Emphasis on the continuities of African culture and the unique adaptation of culture and social organization in each country. The nature of resistance and the process of eliminating the system of captivity. Global Scholars course.
HIST 4300,The American South,4.0,"DESCRIPTION History of the South from the early nineteenth century to the present, emphasizing the changes in the region and important issues such as the growth of southern sectionalism in the 1820s and the impact of urbanization and civil rights in the twentieth century. This course may include a Signature Experience component."
HIST 4310,Georgia,4.0,"DESCRIPTION History of Georgia from pre-colonial times to the present, including Native American cultures and strategies; colonization; Georgia in the new republic; slavery and antebellum development; Civil War and Reconstruction; the New South era; the civil rights movement; the emergence of modern Georgia. Of particular significance to teachers and prospective teachers in elementary and secondary education."
HIST 4315,Civil Rights Memory in the United States and South Africa,3.0,"DESCRIPTION This course examines the comparative histories of civil rights and human rights movements in the United States and South Africa, paying particular attention to the way these movements have been memorialized. Students will explore the ways in which movements for social change in both countries have been documented and remembered, looking at memoirs, novels, museum exhibitions, public art and film."
HIST 4320,Metropolitan Atlanta,3.0,"(Same as GEOG 4768 and SOCI 4279.) Interdisciplinary perspective focusing on social, historical, and geographic processes which have shaped the Atlanta region. City Scholars course. 1.066"
HIST 4325,Introduction to Public History and Historic Preservation,3.0,"DESCRIPTION This course is designed to provide the student with an understanding of the theory and practice of Public History and Historic Preservation. The course will cover a variety of topics including museum studies, material culture, the application of National Register criteria, historic interpretation, oral history, local history and preservation at the local, state and federal levels. The class will include field trips to areas sites, local museums and historic neighborhoods. Citis Perspective Course. This course may include a Signature Experience component."
HIST 4330,Oral History,4.0,"DESCRIPTION Comprehensive introduction to oral history, its evolution, methodological and theoretical concerns, interviewing techniques, and applications."
HIST 4340,Administration and Use of Historical Archives,3.0,"DESCRIPTION Creation, preservation, and use of historical records which includes the study of archival principles and techniques; practical experience in the university and local, federal, and state archival depositories. This course may include a Signature Experience component."
HIST 4345,Case Study in International Preservation,repeated for credit if topics vary. Global,"DESCRIPTION The study of preservation and conservation programs and processes in foreign countries, through lectures, readings, and site visits. Comparison of preservation and public history as it is practiced in foreign programs with the approaches taken in the United States. Field trips abroad are required. May be Scholars course. City Scholars course."
HIST 4350,Film and History,4.0,"DESCRIPTION (Same as Film 4350.) Explores multiple interactions between cinema and the past, how film produces history, and how history can be examined through film."
HIST 4430,American Jewish History,4.0,"This course surveys the Jewish experience in the United States, examining the religious, cultural, political, and economic activities of American Jews from the colonial period to the present. Students will explore the ways Jewish tradition has been adapted in America, what the relationship of American Jews has been to other Americans, and how American Jewish identities have been created from modern Jews' dual impulses for integration and distinctiveness. The course will include a significant examination of issues of regional identity, with particular focus upon the Southern Jewish experience. We will explore Jewish relationships with black and white gentile southerners, as well as southern Jews' embrace of southern culture and southern identity. This course will also familiarize students with the excellent resources on Atlanta Jewish history available at local archives. 1.067"
HIST 4450,History of Crime in America,4.0,"DESCRIPTION An examination of crime from the colonial period to the present. Specific topics include piracy in the eighteenth- century Atlantic world, outlaws in the U.S. West after the Civil War, the Mafia during the twentieth century. Emphasis on the relation between crime, capitalism, the state, and race."
HIST 4460,Bills of Rights,4.0,"DESCRIPTION The Bill of Rights is central to the American constitutional experience. This course examines the historical origins of rights claims in Anglo-American law and the intellectual problem of how best to balance authority and liberty that accompanied revolutionary thinking. It also appraises the development of rights consciousness and the Bill of Rights throughout American history, from the anti-slavery movement to the Civil Rights struggle to the War on Terror."
HIST 4470,The Founders’ Constitution,4.0,"DESCRIPTION The Founders' world was one vastly different from our own, but they produced a Constitution revered as timeless and immutable. This course examines the political and social world of George Washington, Alexander Hamilton, James Madison and other Founders. We will also critically examine the intellectual, political, and cultural origins of the Constitution, the Founders' intentions, and the process of Ratification. The Course will examine the Founders' Constitution in its operation up through the constitutional crisis precipitated by secession and the Civil War."
HIST 4480,"Special Topics in History, Northumbria",3.0,DESCRIPTION Advanced studies in history at University of Northumbria in Newcastle; topics vary according to instructor. May be repeated if topic differs. Restricted to students in the GSU-Northumbria Exchange Program in British and American Cultural Studies.
HIST 4490,Topics in American History,3.0,DESCRIPTION Advanced studies in American history; topics vary according to instructor. May be repeated if topic differs.
HIST 4532,"Crime, Law and Society in Early Modern Europe",4.0,"DESCRIPTION Social and cultural history of crime in early modern Europe. Topics include witchcraft and heresy, the criminalization of sexuality and sexual taboos, poverty and vagrancy, the construction and subversion of social and gender norms, political rebellion, court procedures, torture and methods of punishment. Global Scholars course."
HIST 4540,"Britain and the World, 1500-1700",4.0,"The history of the early modern British Isles and their interaction with the wider world. Special attention to the Reformation; changes in governance; civil war; society, gender, and the preindustrial economy. Also includes emphasis on interactions between the different countries of the British Isles, and to contact between Britain and the wider world though imperialism, trade, and travel. Global Scholars course. 1.068"
HIST 4550,Britain and the World since 1700,3.0,"DESCRIPTION Exploration of the interconnected histories of the British isles, the British empire, and the wider world since the eighteenth century; rise of British economic, political, and cultural power on a world scale; politics of class, gender, race, and nation in metropole, colonies, and diasporas; vicissitudes of global hegemony and imperial rivalry; decline, decolonization, and globalization. Global Scholars course."
HIST 4570,France Since 1715,4.0,"DESCRIPTION Considers major themes in French History since the eighteenth century. Topics include old regime society and politics; the Enlightenment; Revolution and Napoleon; class and gender in bourgeois society; nationalism, imperialism, fascism, and the world wars; decolonization; the European Union, new social movements, and immigration. Global Scholars course."
HIST 4575,German History to 1900,4.0,"DESCRIPTION Considers major themes in German history to 1900. Topics include the Reformation, state formation, Baroque statecraft and the Thirty Years War, the mechanics of the Holy roman Empire, the German enlightenment of Romanticism, the consequences of the Napoleonic wars, the 1848 revolutions, national unification, industrialization, and German imperialism. Global Scholars course."
HIST 4580,German History since 1900,4.0,"DESCRIPTION Intellectual, social, economic, cultural, and political history of Germany since 1900. Special attention to nationalism, effects of WWI, Nazism, WWII, and reunification. Themes include consumerism, the mass media, and relationships between state, society, and the individual. (Same as GLOS 4580.) Global Scholars course."
HIST 4600,Russia and the Soviet Union Since 1861,4.0,"DESCRIPTION The challenge of the West and governmental and social reform; populism, socialism, and peasant tradition; the 1917 and ""Stalin"" Revolutions; emergence of the Soviet Union as a world power and the challenge to the West; de-Stalinization, ""Stagnation,"" and Perestroika; Post- Soviet society. Global Scholars course."
HIST 4615,Scientific Revolutions,4.0,"DESCRIPTION Examination of the histories of different scientific disciplines, their methodologies, practices, forms of knowledge and interrelations, integrating transformations in the sciences with broader historical changes. Topics include the histories of scientific revolutions, the relationship between science and technology, the social and political uses of science, and criticisms of science. Global Scholars course."
HIST 4620,Europe: Culture and Ideas,4.0,Selected themes in European cultural and intellectual history; themes vary according to instructor. Global Scholars course. 1.069
HIST 4630,European Intellectual History I: From Medieval to Marx,4.0,"DESCRIPTION Considers major themes in European intellectual history from the late medieval to the mid-19th century. Special focus on important thinkers, methods of intellectual history, and significant trends and movements. Global Scholars course."
HIST 4635,European Intellectual History II: From Marx to Postmodernism,4.0,"DESCRIPTION Explores the social-cultural history of European thought from the late nineteenth century to the 1980s. Topics may include Marx and Marxism, Nietzsche, the avant-garde, Freud and Psychoanalysis, Modernism, Existentialism, Fascism, Second Wave Feminism, the counterculture, and postmodernism. (Same as GLOS 4635.) Global Scholars course."
HIST 4640,The Holocaust,3.0,"DESCRIPTION Historical and social analysis of the mass deprivation and murder of Jews and other people under the policies and auspices of National Socialist Germany, 1933-1945. (Same as SOCI 3228 and GLOS 4640.) Global Scholars course."
HIST 4650,Gender and Sexuality in European History,4.0,"DESCRIPTION (Same as WGSS 4650.) Explores changing views of men's and women's roles in society, politics, and the economy. Topics include changing ideas about masculinity and femininity; the evolution in ideas about sex and sexuality; the invention of homosexuality; and the ""sexual revolution"" of the twentieth century. Global Scholars course."
HIST 4690,Topics in European History,3.0,DESCRIPTION Advanced studies in European history; topics vary according to instructor. May be repeated if the topic differs. Global Scholars course.
HIST 4730,History of Haiti,4.0,"DESCRIPTION This course studies the history of Haiti, both before and after independence, and highlights the key themes and events in the countryâs history. We will study the faltering beginnings of the colony under Spanish and then French control; the development of a lucrative economy based on slave labor and the export of agricultural commodities; the socio-racial hierarchy that this system produced; the worldâs only successful slave revolution; the development of the second independent country in the Americas; the development of Haitian Voodoo and the Creole language; the invasion of Haiti by the American Marines in the twentieth century; the rise of the Duvalier dictatorships; the rise of poverty and foreign aid; and the devastating earthquake in 2010. Global Scholars course."
HIST 4740,Latin American Revolutions,4.0,Socio-political and economic revolutions in Latin America with comparisons to other twentieth-century revolutions. (Same as GLOS 4740.) Global Scholars course. 1.070
HIST 4750,Eastern Africa and the Horn of Africa,4.0,"DESCRIPTION (Same as AAS 4765.) Social, political, cultural, and economic history of the region from the origins of the human race to the present, including ancient civilizations; Judaism, Christianity, and Islam; international trade; European colonialism; and independence. Global Scholars course."
HIST 4772,Women in Africa,3.0,"DESCRIPTION An examination of African women's roles in domestic production, their relationship to the state, and the effect of social change on women from the pre- colonial period to the contemporary era. (Same as AAS 4772.) Global Scholars course."
HIST 4870,Honors Thesis I,1.0,PREREQUISITES Good standing with the Honors College and consent of instructor DESCRIPTION Readings or research preparatory to honors thesis or project. Signature Experience course.
HIST 4880,Honors Thesis II,1.0,PREREQUISITES Good standing with the Honors College and consent of instructor DESCRIPTION Writing or production of honors thesis or project. Signature Experience course.
HIST 4885,Special Topics in Heritage Preservation,3.0,"DESCRIPTION Analysis of selected topics in public history or historic preservation such as cultural resource management historic site management, museum management or curatorial studies. May be repeated if topics differ."
HIST 4890,Topics in World History,3.0,"DESCRIPTION Advanced studies in the history of Africa, Asia, Latin America, or the Middle East; topics vary according to instructor. May be repeated if the topic differs. Global Scholars course."
HIST 4960,British American Culture Seminar I,3.0,"PREREQUISITES British and American Cultures Program concentration, or permission of English or History program advisor DESCRIPTION (Same as ENGL 3265.) Analyzes literary and historical themes from the perspectives of American and British authors, historical figures, and literatures. Offered by the English and History departments."
HIST 4961,British American Cultural Seminar II,3.0,"PREREQUISITES British and American Cultures Program concentration, or permission of English or History program advisor DESCRIPTION (Same as ENGL 3266.) Analyzes literary and historical themes from the perspectives of American and British authors, historical figures, and literatures. Offered by the English and History departments. Global Scholars course."
HIST 4970,Independent Study,course work. No more than four credit,HIST 3000 with grade of C or higher and at least five upper-division history courses  Consent of the department is required for non majors. By invitation only. For history majors with a grade point average of 3.5 or better in major courses and all hours may be applied toward the major. 1.071
HIST 4975,Study Abroad,May be repeated for credit if topics vary.,"PREREQUISITES Consent of the department and the faculty leading the study abroad trip DESCRIPTION Through international travel, students are given an opportunity to participate in on-site study of the historical, intellectual and cultural past of various societies. This course may include a Signature Experience component."
HIST 4980,Internship,1.0,"PREREQUISITES consent of department DESCRIPTION Through a prescribed field experience, students are given the opportunity to apply knowledge, theory, and understanding gained from courses. This course may include a Signature Experience component."
HIST 4990,Historical Research-CTW,4.0,"PREREQUISITES HIST 3000 with grade of C or higher and at least four upper-division history courses, including at least two at the 4000-level DESCRIPTION Varies in topic and theme. A specialist guides students in the design of individual research topics, the collection and analysis of evidence from primary sources, and composition of a coherent research paper with depth. Serves as one of the two Critical Thinking Through Writing (CTW) courses required of all History majors. This course may include a Signature Experience component."
HIST 4995,Directed Readings B.I.S.-CTW,3.0,Directed Readings designed for Bachelor of Interdisciplinary Studies students. This course may satisfy the junior and/or senior-level Critical Thinking Through Writing requirements. This course may include a Signature Experience component. 1.072
HON 1000,Honors Seminar,1.0,PREREQUISITES Good standing with the Honors College DESCRIPTION An introduction to seminar style learning. Exploration of a special topic related to instructor's area of expertise.
HON 2000,Introduction to Lead with Honors,1.0,"DESCRIPTION Seminar for students accepted into the Lead with Honors program. Readings and assignments will explore leadership styles and develop studentsâ leadership skills and capacity. Local, national, and international leaders across public and private sectors will attend classes to share their leadership values and experiences."
HON 2260,Honors Colloquium,1.0,"PREREQUISITES Good standing with the Honors College DESCRIPTION Presentation of various interdisciplinary topics in the humanities, the social sciences, the natural sciences, and business. May be repeated as readings vary."
HON 2500,"Leadership & Group Dynamics, 3",3.0,"of the knowledge, skills, and values relevant to leadership and membership in groups DESCRIPTION It explores group processes and group functioning and applies this knowledge to the development of the cohort for leadership roles at the university and in the community. Prerequisite HON 2000: Introduction to LEAD with Honors."
HON 3000,Honors Lead Seminar,3.0,DESCRIPTION Prequisite: HON 2000. Seminar open to students participating in Lead with Honors Program. Readings and discussion will explore leadership theories and facilitate the transition to students' internships in public and private organizations.
HON 3260,Honors Topics Interdisciplinary Seminar,1.0,"PREREQUISITES Permission of Honors College DESCRIPTION Advanced seminar on special topics taught with interdisciplinary perspective. Emphasis on classroom discussion, writing, and research. Topics are variable and related to faculty research interests. Often team taught by faculty from different departments and colleges."
HON 3280,Honors Service Learning,1.0,"DESCRIPTION Students learn by serving a community or organization, such as the underrepresented and underserved, non- profit organizations, or government agencies."
HON 3500,Honors LEAD Internship,3.0,Permission of Honors College  Internship open to students participating in Lead with Honors Program. Students will be matched to internship sites that correspond to their professional interests and that offer exposure to leadership experiences within an organization. 1.073
HON 3750,Honors Forum,1.0,"PREREQUISITES Good standing with the Honors College DESCRIPTION Readings from classics in the liberal arts supplemented by attendance at concerts, art museums and galleries, or theatrical performances. May be repeated as readings vary."
HON 4000,Honors Studies in Multicultural Diversity,1.0,PREREQUISITES Good standing with the Honors College and consent of instructor DESCRIPTION On-site study of intellectual and cultural products of various societies. May be repeated as readings vary.
HON 4200,Honors Internship,1.0,"PREREQUISITES Permission of Honors College DESCRIPTION Placement in domestic or international internships offered through the Honors College. Includes internships in the Atlanta Metropolitan area, the Georgia delegation of senators and representatives in Washington DC, and in various settings in London."
HON 4300,Honors LEAD Senior Practicum,3.0,DESCRIPTION The course focuses on demonstrating the competencies of leadership through campus and field experiences. Students must select five of the ten competencies of the certificate program to document and reflect upon in a portfolio of work that summarizes their experiences and learning in the LEAD program.
HON 4500,Enduring Question seminars explore answers to questions facing humanity through the ages,3.0,"DESCRIPTION Faculty and students will grapple with fundamental questions by reading and discussing past and present influential thinkers, and interrogate the topic from a 21st century lens. Examples of questions include: What is justice. What is freedom. What is love. What is art. What is death. Does society need religion to be moral?."
HON 4870,Honors Thesis: Research,1.0,PREREQUISITES Good standing with the Honors College and consent of instructor DESCRIPTION Readings or research preparatory to honors thesis or project.
HON 4880,Honors Thesis: Writing,1.0,HON 4870  Good standing with the Honors College and consent of instructor. Writing or production of honors thesis or project. 1.074
HADM 3010,Perspectives in the Hospitality Industry,3.0,"PREREQUISITES None REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course provides an overview of the historical evolution and development of the modern lodging, food service, travel and tourism, and other hospitality- related industries. Current situation and future trends of the hospitality enterprise system are examined in relation to career opportunities."
HADM 3310,Hotel Management,3.0,PREREQUISITES None REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This course is designed to present an overview of the basic components of hotel operations; a historical view of the development of the hotel industry; and understanding of the functions of front and back of the house hotel operations; classifications of hotel products/services; and future trends in hotel development and operations.
HADM 3350,Meeting and Trade Show Management,3.0,"PREREQUISITES None REQUIREMENTS Must meet RCB upper division course requirements and 45 semester hours DESCRIPTION This is a survey course in meetings and trade show management which provides students with a broad overview of the basic structure of large meetings and trade show management. Subject matter includes the role of the corporate, association, and independent meeting planner. The course also includes an examination of trade show purposes, types of facilities, budgeting, contracting, scheduling, and organization structures. Industry trends, issues, and employment opportunities within the disciplines of meetings and trade shows are also covered."
HADM 3403,Business Analytics for Restaurant Management,3.0,"Must meet RCB upper division course requirements and 45 semester hours  This course focuses on the analysis of each phase of restaurant operations and management decisions that impact profitability, short-term and long-term success factors and corresponding metrics. Specific areas include menu planning, food sourcing, purchasing, receiving, storing, preparation and service systems for multi-unit restaurants, corporate enterprises or entrepreneurial start-ups. 1.075"
