"code","level","title","credits","description"
"COMMS 307","","Fund. of Communications Action",3.0,"Foundational skills necessary to function in a mass communications environment."
"CFM 105","","Fundamentals of CFM",3.0,"Fundamentals of construction and facilities management including BIM, estimating, scheduling, and construction calculation methods."
"EC EN 220","No","Fund of Digital Systems",3.0,"Digital logic: theory, design, and implementation of combinational and sequential logic. Laboratory experience in construction of digital logic circuits."
"EC EN 320","No","Digital Systems",4.0,"Digital logic: theory, design, and implementation of combinational and sequential logic. Laboratory experience in construction of digital logic circuits.
"
"CFM 110","","Fundamentals of FPM",3.0,"Overview of the profession of facility and property managaement, including space regulations, finance, project management, and other current practices."
"C S 453","No","Fund of Information Retrieval",3.0,"Concepts and terminology of information retrieval (IR) systems.  Design methodologies and issues.  Fundamental IR models examined:  Boolean, Vector Space, Probabilistic models, and evaluation strategies."
"LAW 680","","Fund. of Legal Analysis",2.0,"This course is a continuation of legal analysis skills learned in the first year, with emphasis on legal analysis applied to realistic fact situations to increase students' ability to perform in multiple settings including on law school exams, the bar exam, and client matters.  \nIn this class, students will have the opportunity to practice written legal analysis and receive intensive, individualized feedback in a small section setting.  Students will also learn how to improve their ability to perform efficient legal analysis and manage multiple legal matters simultaneously, both of which are fundamental skills for legal practice. "
"MATH 290","No","Fundamentals of Mathematics",3.0,"Achieving maturity in mathematical communication. Introduction to mathematical proof; methods of proof; analysis of proof; induction; logical reasoning."
"EC EN 595","","Patent & IP Law Fundamentals",1.0,"Exploration of the basics of patent law and other areas of intellectual property, including trademarks, trade secrets and copyrights. The fundamentals of protecting and formalizing rights to inventions and other intellectual property, both in the United States and internationally. How to operate in an environment composed of your competitors' intellectual property."
"REL E 635","","Fund of Religious Studies",3.0,"Exploring ideas about the divine; ways in which religious concepts are expressed in writings, rituals, and belief systems across time and among various cultures from the past to the present."
"CHEM 569","Yes","Fundamentals of Spectroscopy",3.0,"Atomic and molecular spectroscopy and application of group theoretical concepts. Types of experiments and interpretation of data."
"ENT 300","","Starting a Business",3.0,"Practical aspects of business formation and growth; create and launch a business and generate revenue under the guidance of course faculty."
"ACC 405","No","Fundamentals of Taxation",3.0,"Tax principles applicable to business entities and individuals; tax compliance issues; tax planning as part of overall strategic planning process for businesses and individuals."
"MPA 656","Yes","Fundraising for Nonprofits",3.0,"An advanced course on fundraising for nonprofit organizations. Learn basic principles of fundraising and the most common practices. Be prepared to seek out a fundraising position in a nonprofit organization."
"MPA 653","","Fundraising Tools",3.0,"A survey of fundraising tools used by nonprofit resource development officers. The course introduces students to these tools, strategies for their use, and measures of their effectiveness."
"BIO 494R","","Fungal Biology",6.0,"Independent student research under faculty supervision."
"TES 400","","Furniture Design",3.0,"Designing several projects and building a significant piece of furniture.  Topics include:  current and past designers; surface decoration through coloring, texturing, pyrography; models, mock-ups, working drawings; bending, turning, advanced machining."
"TMA 411","","Future Performance",1.0,"A senior-level course for Theatre Arts Studies majors that prepares students to enter into the world as innovative scholar artists. \n"
"G E 150","","G E Chemistry",3.0,"Not a valid course. Only to be used to apply credits to General Education requirements."
"PHIL 350R","No","Gadamer",3.0,""
"PHSCS 627","Yes","Galactic Astrophysics 1",3.0,"Astrophysics of the interstellar medium and galactic structure."
"PHSCS 628","Yes","Galactic Astrophyics 2",3.0,"Astrophysics of the interstellar medium and galactic structure."
"PHSCS 428","No","Galaxies and Cosmology",3.0,"The study of the formation, nature, and evolution of galaxies together with the study of the universe as a whole using Big Bang cosmology."
"ECON 478","No","Game Theory & Economics",3.0,"Application of game theory to study strategic interaction between individuals and organizations. Applications include imperfect competition, insurance markets, and bargaining."
"POLI 304","","Game Theory in Pol Sci",3.0,"Introduction to game theory, concentrating on applications in politics."
"ME EN 426","","Gas Turbine &Jet Engine Design",3.0,"Design and synthesis of land-based and aircraft gas turbines utilizing fluid flow and thermodynamic fundamentals. Extensive discussion of turbojet, turbofan, and turboprop engines."
"G E 121","","GE Arts",3.0,"Not a valid course. Only to be used to apply credits to General Education requirements."
"G E 140","","GE Global & Cultural Awareness",3.0,"Not a valid course. Only to be used to apply credits to General Education requirements."
"G E 122","","GE Letters",3.0,"Not a valid course. Only to be used to apply credits to General Education requirements."
"G E 130","","GE Natural Science",3.0,"Not a valid course. Only to be used to apply credits to General Education requirements."
"G E 110","","GE Social Science",3.0,"Not a valid course. Only to be used to apply credits to General Education requirements."
"HIST 358","","Gender & History in Latin Amer",3.0,"How gender roles have been defined legally, socially, and culturally in Latin America from the colonial period to the present, emphasizing the nineteenth and twentieth centuries. "
"POLI 342","No","Gender and Politics",3.0,"Theories of representation; gender and citizenship; gender and political candidacy; gender and leadership; gendered political issues."
"COMMS 481","","Gender, Race, & Class in Media",3.0,"Applying critical theory to the interaction between media and underrepresented groups in society. Approaches may include stereotypes and portrayals, access to media, participation, and media ownership. "
"MMBIO 512","Yes","Gene Regulation",2.0,"How cells respond to developmental, physiological, and environmental stimuli through molecular mechanisms that modulate DNA structure, DNA transcription, RNA translation, and macromolecular degradation."
"MMBIO 122","","Gen Biol:  Health/Disease Lab",1.0,"Laboratory exercises using both prokaryotic and eukaryotic organisms to demonstrate the scientific process and to examine microbial growth, control of microbial growth, metabolism, genetics, evolution, disease transmission, infection, and immunology."
"MMBIO 121","","Gen Biology: Health & Disease",3.0,"An overview of the living world and how it functions and adapts in the context of human health and disease."
"CHEM 105","No","Gen College Chem 1+Lab Integr",4.0,"Atomic and molecular structure including bonding and periodic properties of the elements; reaction energetics, electrochemistry, acids and bases, inorganic and organic chemistry. Includes an exploratory laboratory component."
"CHEM 106","No","General College Chemistry 2",3.0,"Continuation of Chem 105 but covering most of the topics in a more quantitative way. Detailed treatment of thermodynamics and equilibria."
"CHEM 107","No","Gen Coll Chem Lab",1.0,"Chemical properties, chemical reactions, collection and interpretation of data, preparation of reports."
"G E 123","No","General Education: Bio Sci",3.0,""
"G E 119","No","General Education: Civ 1",3.0,""
"G E 120","No","General Education: Civ 2",3.0,""
"G E 124","No","General Education: Phys Sci",3.0,""
"MMBIO 221","No","General  Microbiology",3.0,"Microbial world, emphasizing communicable diseases, their causes and control. "
"MMBIO 222","No","Gen Micro Lab",1.0,""
"PHSCS 105","No","General Physics 1",3.0,"Applied physics course not requiring calculus. Mechanics, heat, wave motion, and sound."
"PHSCS 106","No","General Physics 2",3.0," Continuation of Phscs 105. Electricity and magnetism, modern physics, and optics"
"PHSCS 107","No","General Physics Lab 1",1.0,"Lab experiments in mechanics and thermodynamics. Measuring and analyzing data."
"PHSCS 108","No","General Physics Lab 2",1.0,"Lab experiments in electricity, magnetism, optics, and modern physics. Measuring and analyzing data."
"CHEM 594R","Yes","General Seminar",0.5,"Research topics presented by faculty and visiting scientists."
"STAT 637","Yes","Generalized Linear Models",3.0,"Generalized linear models framework, binary data, polytomous data, log-linear models."
"MMBIO 350","","Genetic Counseling",3.0,"Preparing students to make critical decisions in the field of human genetics, especially those preparing for a career in genetic counseling. Discussion of the principles of genetics, molecular mechanisms of heredity, how genes affect traits and development, genetic diseases, and technologies used to gather genetic information. The use of genetic information (basic probability, test reliability and sensitivity, and how to evaluate genetic risks). Effective communication of genetic information to others, with an emphasis on empathy and communication in difficult circumstances. The risks and benefits to genetic tests, and the implications of release of genetic information. Evaluation of the moral and ethical implications of human genetic knowledge."
"HIST 388","","Genetic Genealogy",3.0,"This class teaches the methodologies to effectively use DNA evidence in genealogical and family research."
"CHEM 689R","Yes","Genetic Modeling Human Disease",3.0,""
"PWS 340","No","Genetics",3.0,"Genetic mechanisms, their fundamental nature, interactions, and applications to human affairs.  Genetics in quantitative terms.  Extensive practice in problem solving."
"PWS 275","","Genetics & Reproduction",3.0,"Principles of inheritance."
"BIO 463","","Genetics of Human Disease",3.0,"Examining the application of genetics to understanding and treatment of human disease.  Functional consequences of mutations; use of model organisms; linkage and association analysis of complex traits; pharmacogenetics; ethical considerations."
"BIO 589R","","Genetics Science",5.0,"In-service course for science teachers."
"MMBIO 665","","Genomics",3.0,"Strategies and methods for genomic studies, emphasizing experimental design and computational and statistical approaches for analyzing data."
"ELING 410R","No","Genre & Substantive Editing",3.0,"Exploring a different genre of publishing each semester; instruction in substantive editing."
"CE 540","Yes","Geo-Environmental Engineering",3.0,"Hazardous waste statutes and regulations; introduction to hazardous waste treatment, storage, disposal, and monitoring techniques. Geotechnical aspects of environmental engineering. Topics include municipal and hazardous solid waste landfill design and characterization and remediation techniques for contaminated soil and groundwater. "
"GEOL 445","No","Geochemistry",3.0,"Applying elementary chemical principles to understand geologic processes and materials."
"GEOG 489","No","Geog of Contemporary Issues",3.0,"Application of geographic approaches to analyze and address current global issues. "
"GEOG 415R","","Field Methods",3.0,"Learning different methods used by geographers in the field through hands-on involvement in real faculty research."
"GEOG 521R","","GIS Practicum",3.0,"Integration of various geographic technologies to solve a practical problem.  Advanced topics in GIS, remote sensing, cartography, and programming as needed."
"GEOG 503","","Geographic Info Systems",4.0,"Using geographic information for solving advanced spatial problems. Introduction to using and producing maps and computer-based geographic information systems (GIS) as geographic tools. Hands-on research applications in the students' disciplines."
"GEOG 120","","Geography & World Affairs",3.0,"Survey of the world, stressing geography of major political regions."
"GEOG 304","","Geog of Climates",3.0,"Elements, controls, distribution, and classification of the earth's climates."
"GEOG 305","","Geography of Landforms",3.0,"Elements of landforms:  distributions and cultural significance."
"GEOG 347","No","Geography of Tourism",3.0,"Introduction to tourism as a field of study and the four elements of tourism: dynamic, service, functional, and consequential."
"GEOG 245","","Geography of Utah",3.0,"Exploring geography of Utah.  Topics include land forms, climate, agricultural and recreational economics, historical migration, Mormon cultural landscape, ethnic patterns, and rural-urban contrasts."
"GEOL 500","Yes","Business Career Essentials",1.5,"Introduction for science, math, and statistics majors to careers in industry. Project planning, oral and written business presentations, business accounting, and technology readiness. "
"GEOL 422","No","Geologic Writing",2.0,"Preparation of professional geologic reports and illustrations using digital tools."
"GEOL 420","No","Geological Field Methods",2.0,"Introduction to methods used to collect and interpret field data in a variety of geologic and environmental investigations.  Extensive hiking requires students to be physically fit."
"GEOL 102","No","Geological Field Studies",3.0,"Outdoor examination of geological processes via afternoon canyon hikes and other hands-on activities."
"GEOL 421","No","Geological Mapping",2.0,"Application of field procedures and mapping techniques to a variety of geologic problems.  Synthesis of geologic principles leading to the construction and interpretation of geologic maps."
"GEOL 497R","No","Geological Research",4.0,"Conducting original research under faculty supervision.  Project must be approved before registration or starting project."
"GEOL 110","No","Geological Science Lab",1.0,"Minerals, rocks, and landforms; the use of topographic and geologic maps; the interpretation of aerial photos."
"GEOL 109","No","Geology of Planets",3.0,"Origins and distinctive histories of the planets in our solar system as revealed by study of their surface features."
"GEOL 491R","No","Geology Seminar",0.5,"Seminar on various geologic topics by guest speakers."
"CCE 114","No","Geomatics",2.0,"“Use of surveying and GPS measurements, earth observations, and online databases within geographic information system (GIS) software to organize, visualize, and analyze geospatial data used in civil, environmental, and construction engineering problems and projects.”"
"CE 461","","Geometric Design of Highways",3.0,"Designing visual aspects of highways: highway classification, design controls and criteria, design elements, vertical and horizontal alignment, cross section, intersections, interchanges, capacity analysis."
"GEOL 411","No","Geomorphology",3.0,"Interpretive analysis of landforms and their geologic significance. Use of aerial/satellite images of Earth and other planets, topographic/bathymetric maps, multi-wavelength image data.  Field trips."
"GEOL 576","","Geophys Proc-Mod Subsurf Imag",3.0,"Introduction to seismic and ground-penetrating radar data processing and modeling for subsurface imaging.  Includes use of state-of-the-art industrial software, relevant to petroleum exploration and environmental assessment (e.g., geological hazards)."
"GEOL 561","Yes","Geophysical Field Methods",3.0,"Geophysical data acquisition processing and computer-assisted interpretation, emphasizing field deployment techniques, use of commercial data processing, and visualization software. "
"GEOL 531","Yes","Geoscience Data Analysis",3.0,"Basic scientific computing skills in Python, and application of statistical and numerical modeling techniques to geoscientific problems."
"CE 514","","Geospatial Software Dev",3.0,"Modern software development techniques for civil and environmental engineering. Topics include: design and development of component-based software for desktop and web-based applications; data structures and algorithms for modeling, analysis, and visualization; basic problem-solving techniques; web services; and the management and maintenance of software using code versioning systems. Application areas are focused on civil and environmental engineering problems."
"CE 545","Yes","Geotech Analysis of Earthquake",3.0,"Earthquake magnitude and intensity; design ground motions, elementary dynamics of structures; response spectra; building code provisions; liquefaction and ground failure."
"GERM 217","No","German & Scandinavian Cinema",3.0,"Background for understanding and appreciating the best of motion picture art in Germany and Scandinavia."
"GERM 301","No","German Cultural History",3.0,"Introduction to cultural and political history of German-speaking countries from origins through 1918. Grammar and writing instruction integrated into this course. Taught in German."
"HIST 284","","German Family History",3.0,"Records, geographical-historical background, paleography, and methodologies for reconstruction of individual families and development of family history studies in Germanic areas of Europe."
"GERM 595R","","German for Reading",3.0,"Developing reading skills for scholarship written in German."
"PHIL 340R","No","German Idealism",3.0,""
"HIST 351","","German Language Paleography",3.0,"Reading and interpretation of post-1500 handwriting within historical contexts, in vernacular scripts used in German-speaking world, in sources useful in family, local, and social history research."
"GERM 410R","","German Proficiency Workshop 1",3.0,"A proficiency-based language course in which fourth-year students at the intermediate level of German can improve speaking, listening, reading, and writing skills building to the advanced level."
"GERM 412R","","German Proficiency Workshop 2",3.0,"A proficiency-based language course in which fourth-year students at the advanced level can improve speaking, listening, reading, and writing skills building to the superior level."
"GERM 302","No","Germany 20th Century",3.0,"Introduction to cultural and political history of German-speaking countries from the Weimar Republic to the fall of the Berlin Wall. Grammar and writing instruction integrated into this course. Taught in German."
"GERM 303","No","Germany Today",3.0,"Introduction to cultural and political history of German-speaking countries from reunification to the present, with special focus on Germany's current political system and current events. Grammar and writing instruction integrated into this course. Taught in German."
"GERO 399R","No","Gerontology Internship",3.0,"Internship experience that involves interaction with adults age 50 and older"
"DESAN 250R","No","Gesture Drawing",3.0,"Drawing human and animal forms in motion."
"CPSE 589R","","Gifted & Talented Practicum",3.0,""
"CPSE 589R","","G & T: Creative Thnkng Strateg",3.0,""
"CPSE 589R","","G&T: Social & Emotional Needs",3.0,"Social and emotional issues facing gifted and talented individuals.  Current research, basic counseling techniques, and affective classroom strategies.  Topics include perfectionism, motivation, underachievement, self-esteem, depression, stress management, and over-excitability."
"GEOG 349","","Global Adventure Travel",3.0,"Historical and emerging trends in global adventure travel and tourism.  Detailed case studies selected from across world regions."
"NURS 403","No","Global and Population Hlth Nsg",3.0,"3-credit, blended course with in-person small group activities taught winter semesters and focused on population-based nursing care knowledge from local to global health nursing contexts."
"FNART 270R","","Global Arts",6.0,"Undertaken as part of on-site international study programs. Explores the art, design, music, theatre, and other arts of host countries and other global cultures."
"GSCM 411","","Global Business Negotiations",3.0,"Developing an effective negotiation framework for cross-national/cultural negotiation techniques relative to business and other life situations."
"MBA 661","","Global Business Negotiations",3.0,"Cross cultural/national negotiations, increasingly important in today's global marketplace, are unique-- beyond language and geographic distance.  This course teaches a framework of how bargainer characteristics and situational factors influence negotiation processes, which impact negotiation outcomes."
"IT&C 495R","","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"TES 495R","","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"CFM 495R","No","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"INDES 495R","No","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"TECH 495R","","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"CE 495R","No","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"CH EN 495R","No","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"ME EN 494R","No","Global Projects",3.0,"Humanitarian-based engineering and technology project development involving multi-disciplinary teams."
"GEOG 101","","Global Environment",3.0,"Physical environment, distribution and interrelationships of climates, landforms, ecosystems and their human significance."
"GES 490","No","Global Enviro Studies Capstone",3.0,"This course catalyzes learning about complex environmental challenges through research and service. As the capstone experience for the GES program, students will produce a research project and portfolio demonstrating mastery of the quantitative and aesthetic components of science and communication. The course consists of two major projects: 1) Assembling a portfolio of previous work demonstrating mastery of the GES program outcomes. 2) Identifying and carrying out a meaningful environmental research and service project addressing a pressing issue. Depending on the selected issue, this project may result in a peer-reviewed publication, a collaborative service project, or another outcome appropriate to the project. \n"
"GEOL 504R","","Global Geology Field Studies",3.0,"In-depth study of classic geologic localities, such as Hawaii, the Bahamas, and the Appalachians, preliminary to on-site field study."
"HLTH 199R","No","Global Health Experiences",0.5,"An applied global health experience including domestic and international agency work or shadowing. Does NOT included mentored research."
"CH EN 191","No","Global Impact of Chem Engnrs",0.5,"Chemical engineers use their skills to understand the physical world, solve problems, and meet societal needs in a variety of areas. These include developing sustainable sources of energy, fuels, food, water, and chemicals, while pioneering improved medicines, medical diagnostics, advanced materials, electronic devices, and chemical processes. In this course, faculty and visiting experts will share their problem-solving experiences and provide career guidance, helping students find areas of chemical engineering most interesting to them."
"SOC W 585","","Global Issues - Chldrn at Risk",3.0,"Analyzing major challenges facing children and their families globally, including poverty, malnutrition, poor health care, gender-based discrimination, child labor and sexual exploitation, AIDS orphans, child soldiers, and refugees."
"ME EN 423","No","Global Perspectives on Energy",3.0,"This course helps students appreciate the interconnection between energy and the environment and develops understanding of renewable energy technologies being deployed world-wide. The course includes course work at BYU, visits to energy sites in Utah, and travel and site visits in Europe. The travel study gives students experience with global renewable energy companies."
"POLI 492R","No","Global Politics Lab",1.0,"Discuss and critique emerging research. Propose, execute, present, and critique undergraduate research projects relevant to global politics."
"ME EN 579","","Global Product Development",3.0,"Preparing students to be leaders in globally-influenced product development organizations.  Includes visits to U.S. and overseas companies and universities."
"GSCM 431","","Global Supply Chain",3.0,"The emerging rules of a global marketplace and their influence on key supply chain activities and processes."
"MBA 637A","","GSCM Consulting 1",3.0,"The emerging rules of a global marketplace and their influence on key supply chain activities and processes. Preparing students for supply chain leadership and for engaging in a Cougar global supply chain consulting experience."
"MBA 637B","","GSCM Consulting 2",3.0,"The emerging rules of a global marketplace and their influence on key supply chain activities and processes. Preparing students for supply chain leadership and for engaging in a Cougar global supply chain consulting experience."
"GSCM 380","","GSCM Lecture Series",1.0,"Global supply chain executives from various industries will visit and discuss their professional and life experiences. Executives will present students with common ethical dilemmas, work situations, and professional advice common to the GSCM career field. "
"GSCM 301","No","Global Supply Chain Mgt",1.5,"Introduction to global supply chain management: how firms work with other suppliers, often foreign firms, to manufacture and deliver products to customers. Topics include supply chain strategy, sourcing, supplier management, logistics, and quality management."
"MBA 633","","Global Supply Chain Strategy",3.0,"How companies win fiercely competitive battles for customer loyalty by bringing together the complementary competencies residing up and down the supply chain to create unique value in a rapidly changing global environment."
"GSCM 429","","Global Supply Chain Strategy",3.0,"Integrative and creative problem solving in designing and managing cohesive value-added conversion/transformation systems in a global environment."
"IS 596R","","Global Technologies",6.0,"Discover how technology can lead to opportunities and disruptions for business in a global market. Explore the different ways technologies impact innovation globally and locally. Examine the technology aspects of interacting with other cultures. Practical exercises in observation, documentation, and research.\n\n"
"MBA 521","","Global Treasury Management",3.0,"Prepare students to work as treasurer or CFO by helping them understand banking relations, cash management, short-term investing and borrowing, liquidity management, and receivables and payables management in an era of electronic commerce."
"GWS 492","","GWS Capstone",2.0,"Mentored research related to women or gender and leading to a senior capstone project and presentation."
"GWS 392R","No","GWS Colloquium",1.0,"Scholarly findings presented by researchers on topics relating to the effect of gender norms on the ways we live, the impact of social issues and power structures on women's lives, and the contributions of women throughout history and around the world."
"GWS 399R","No","GWS Internship",3.0,"Credit for work relating to issues affecting women's lives at an international, national, or local non-profit organization, business, or institution. Students will submit a written report of their internship experience."
"GWS 395R","No","GWS Mentored Study Experience",3.0,"Readings, research, and writing about women's lived experiences and contributions mentored by a faculty advisor. Intended for students enrolled in a study abroad program or a travel experience off campus, or for a student involved in a mentored research project with a faculty advisor."
"GWS 390R","No","Special Topics",3.0,"Subjects related to women's studies and gender issues from a variety of disciplines."
"GWS 422","No","Global Women's Studies Theory",3.0,"International historical and contemporary theories and analysis of gender inequality from a variety of fields, including anthropology, sociology, communication, psychology, philosophy, literature, and education."
"GWS 397R","No","GWS Editing for Publication",3.0,"Students will gain experience copy editing by working on AWE: A Woman's Experience, the student journal for the Global Women's Studies program. Students will work as a team and with a faculty mentor to publicize, edit, design, and publish the latest issue of the journal.  "
"ENG T 480","","Globalization",3.0,"Definition of globalization and the driving forces.  How globalization is changing the practice of engineering and the development of technology.  Study through classroom and industrial site visits."
"SPAN 443R","","Golden Age Lit",3.0,"Sixteenth- and seventeenth-century Spanish literature."
"SPAN 643R","","Golden Age Literature",3.0,"Sixteenth- and seventeenth-century Spanish literature."
"CL CV 245","","Golden Age of Greece",3.0,"History of Civilization, culture, and daily life of Greece as indicated through its literature, art, history, and archaeology."
"CL CV 246","","Golden Age of Rome",3.0,"History of Civilization, culture, and daily life of Rome as indicated through its literature, art, history, and archaeology."
"SWELL 131","No","Golf, Beginning",0.5,"Beginning skills, rules strategies and scoring of golf. Rules/definitions, grip, stance/posture, aiming/alignment, chipping, ptiching, putting, full swing, sand play, playing the course."
"SWELL 132","No","Golf, Intermediate",0.5,"Previous experience with and understanding of technical aspects of golf beyond occasional recreational playing with family or friends (e.g. playing on a high school or community golf team)."
"MSB 475R","","GoodMeasure",3.0,"GoodMeasure is a learn-do-become initiative that focuses on the practice of social impact measurement. Students will be equipped to strategically use data to manage, evaluate, and achieve the desired outcomes of their programs. This is accomplished through faculty-supported semi-professional consultancies with government, business, and nonprofit community partner organizations, wherein student teams contribute to the design, gathering, and analysis of social impact data. "
"LAW 786","","Gov. and Leg. Rep",3.0,"Students participate in simulated exercises to review and draft legislation, to prepare legislative findings and &#8220;records&#8221; to support draft legislation and to prepare oral presentations of their work."
"MPA 604","","Government & Nonprofit Acctg",1.5,"An introduction to basic fund accounting, statement analysis, and financial reporting practices for governmental and nonprofit organizations."
"POLI 348","","Government & Politics of Asia",3.0,"Comparative analysis of political developments of the major countries of Asia not covered in other country-specific classes."
"POLI 336","","Government and Religion",3.0,"Christian-Hebraic concepts of state. American experience with church-state relations (First Amendment problems). Policy issues of concern to contemporary religions."
"MPA 622","","Government Finance",1.5,"Forecasting of financial resources that are acquired through the taxation of income, consumption, and property."
"EL ED 440","","Grades 3-6 Practicum Seminar",1.0,"Prepare for and reflect on the 3-6 practicum experience."
"ECE 425R","","Grades K-3 Student Teaching",12.0,"Student teaching experience in the primary grades."
"EXSC 602","","Graduate AT 1",2.0,"Review of the practice of athletic training, from professional organizations, legal and ethical foundations, care of injury ranging from emergencies to orthopedic evaluation and systemic pathology. "
"EXSC 603","","Graduate AT 2",2.0,"The practice of athletic training from professional and legal behavior to care of injury ranging from policies and procedures to orthopedic evaluation."
"ART 640","","Graduate Business Practices",2.0,"Business practices and theories associated with managing a career in art."
"MUSIC 650","","Graduate Composition Recital",1.0,"Required recital for MM in Composition."
"POLI 599R","Yes","Graduate Internship",9.0,""
"MATH 691R","Yes","Graduate Math Colloquium",1.0,"A diverse set of talks at the graduate level.  Students will broaden their knowledge of recent and current research in mathematics.  Speakers will be faculty, visitors, and students reporting on thesis work."
"NURS 599R","Yes","Graduate Nursing Internship",4.0,"Internship experiences provide international students opportunities to reinforce principles learned during their graduate coursework and practice skills acquired during undergraduate education. Internship students are primarily responsible for how much they learn. Students will engage in the work of a registered nursing in Utah and reflect on the differences and similarities between practice as a registered nurse and their future practice as a family nurse practitioner."
"LATIN 690R","","Graduate Prose Composition",3.0,""
"GREEK 690R","","Graduate Prose Composition",3.0,""
"HLTH 698R","","Public Health Project",3.0,"Applied community-based project in public health demonstrating acquired skills and knowledge and partially completing the MPH capstone experience."
"CHEM 697R","Yes","Graduate Research",6.0,""
"NDFS 650","","Graduate Research and Writing",2.0,"Lectures and assignments will prepare students for each of the stages of graduate research and writing and will cover all aspects of manuscript preparation and submission, as well as proper maintenance of research notebooks, and data collection and compilation and review during the research process.\n"
"SOC 600","","Graduate Research Methods",3.0,"Introduction to philosophy of science, emphasizing research design and development of thesis prospectus, including strengths, limitations, and constraints of various methodologies. "
"MFHD 691","","Graduate Research Methods",3.0,"Building on introductory knowledge, learning and exploring the quantitative research designs most commonly used in marriage, family, and human development studies."
"RECM 613","","Graduate Research Seminar",3.0,"Research methods and current issues regarding research methodology. Preparing students to write and defend research proposals."
"STDEV 318","","Graduate School Preparation",2.0,"Preparing students to craft competitive graduate school application documents. Pragmatic strategies to facilitate preparation and understanding of references, graduate program research, personal statements, scholarships and financial aid, entrance exams, resumes and interviewing."
"NDFS 691R","","Graduate Seminar",0.5,"Reports and discussion on research and current literature."
"MMBIO 691R","","Graduate Seminar",1.0,""
"P POL 615","","Graduate Seminar",3.0,"Continuation of field experience project; preparation and presentation of final report."
"PHIL 501R","","Graduate Seminar",5.0,"Selected topic, figure, or movement in philosophy, as announced in current class schedule."
"BIO 691R","","Graduate Seminar",0.5,""
"CELL 696R","","Graduate Seminar",0.5,"Seminar series organized and run by the Department of Cell Biology and Physiology. Speakers are enlisted from both inside and outside the university."
"REL E 645","","Christian Theological Thought",3.0,"Doctrines about God, Christ, the Trinity, salvation, human beings, sin, grace, the Church, sacraments, and Christian hope in comparison with the restored gospel."
"REL E 603","Yes","Healthcare Ministry",3.0,"Exploration of healthcare ministry in hospital and hospice settings. Examines standards of ministry care, theological grounding for the same, and core and developing skills in healthcare ministry. Examination of the infrastructure of care settings in hospital and hospice environs. Exploration of spiritual and pastoral care with special populations (i.e. native traditions, Asian, Middle Eastern, and Indian)."
"HIST 690R","","Grad Sem in History",3.0,""
"STAT 591R","Yes","Grad Seminar in Statistics","",""
"REL E 621","","B of M Graduate Seminar",3.0,"Topics in the Book of Mormon focusing on doctrine and the historical background of the text."
"REL E 611","","N T Grad Seminar",3.0,"Topics in the New Testament emphasizing doctrinal, historical, and cultural background."
"REL E 610","","O T Grad Seminar",3.0,"Topics in the Old Testament emphasizing doctrinal, historical, and cultural background."
"REL E 609","","P of G Grad Seminar",1.0,"Topics in the Pearl of Great Price focusing on doctrines, themes, and the historical background of the text.  "
"C S 697R","Yes","Graduate Special Projects",3.0,"Graduate-level special projects and mentored learning experiences."
"MTHED 611R","Yes","Graduate Student Seminar",1.0,"Reading, discussing, and writing about relevant public discourse, policies, and issues in the broad arena of mathematics education. "
"PHSCS 699R","Yes","Graduate Thesis/Dissertation",9.0,""
"ME EN 699R","","Graduate Thesis/Dissertation",18.0,"\nUnder the guidance of a faculty mentor, students will carry out research that helps them progress toward the completion of a Masters or Doctoral degree.\n\n\n\n"
"CHEM 699R","Yes","Graduate Thesis/Dissertation",9.0,""
"C S 601R","Yes","Graduate Topics in C S",3.0,"Graduate-level subjects and new graduate courses as announced before each semester."
"LING 631","","Grammar Theory & Pedagogy",3.0,"Examining English grammar and usage as they reflect different theories about language description and applying this knowledge in the ESL/EFL classroom."
"TEE 675","","Grant Writing & Publishing",3.0,"Grant writing and publishing as it applies to education - specifically K-12 environments and technology and engineering education."
"MPA 659R","","Grantwell",1.5,"Project-based course exploring real-world issues in philanthropy.  Understanding resource development, strategic funding priorities, applicant assessment, grant evaluation, and grant management through projects with large individual and institutional donors."
"MATH 355","No","Graph Theory",3.0,"Maps, graphs and digraphs, coloring problems, applications."
"DESGD 411R","","Graphic Design Field Study",3.0,"On-location study of graphic design."
"INDES 440","","Graphics Studies for InDes 2",3.0,"Practical application of the skills necessary to put both 2d and 3d graphics into motion, to visually communicate product features/benefits to the end consumer. Fundamentals of Adobe After Effects/Cinema 4D Lite (motion graphics) and Adobe XD (user interface design/clickable prototypes). Enhancement of student portfolios by the addition of project examples that go beyond static 2d renders."
"DES 340","No","Graphics: Brand & Type",3.0,"Introduction to graphic skills such as corporate identity, packaging design, logo design, and web/interface design elements."
"PWS 319","","Grasses in Urban & Natural Env",3.0,"Design, installation, and management of agricultural and urban grass systems. Physiological and soil interaction principles of grass management."
