"department","description","course_code","course_name","credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:Letter Grade","ITA 4911","Undergraduate Research in Language or History/Culture in Italian","0-3 Credits"
"Languages, Literatures, and Cultures","Study of modern Italian narrative and its adaptation to film by major Italian directors. Grading Scheme:Letter Grade","ITT 2530","Italian Literature and Film","3 Credits"
"Languages, Literatures, and Cultures","Through lectures, readings, and discussions, considers the continuing presence of Rome and other Italian cities as metaphors and focal points of Italian artistic and literary sensibilities. Taught in English. Grading Scheme:Letter Grade","ITT 3431","Italy and Pilgrimages","3 Credits"
"Languages, Literatures, and Cultures","Critical and historical study of Italian film and directors. Topics may vary. Grading Scheme:Letter Grade","ITT 3521","Italian Cinema","4 Credits"
"Languages, Literatures, and Cultures","Explores Italian crime fiction and film. Analysis considers specificity of Italian tradition while placing texts and films in a broader cultural and historical context, enabling critically and politically informed reading of the many applications and subversions of the generic formula. Taught in English. Grading Scheme:Letter Grade","ITT 3540","Murder Italian Style: Crime Fiction and Film in Italy","3 Credits"
"Languages, Literatures, and Cultures","Examines Italian cinematic representations of organized criminality, in particular Sicilian Cosa Nostra and Neapolitan Camorra. Analysis considers specificity of Italian tradition while placing films in a broader history of the gangster genre to allow for a critically and politically informed reading of Italian generic subversions. Taught in English. Grading Scheme:Letter Grade","ITT 3541","Gangsters and Godfathers: Italian Mafia Movies","3 Credits"
"Languages, Literatures, and Cultures","Explores a sampling of Italy's texts on the Jewish Holocaust, centering on the work of survivor and theorist of the camps, Primo Levi. Material also encompasses the history of the Italian-Jewish community, as well as a selection of Italian films dealing with the realities and ethical implications of the camps. Grading Scheme:Letter Grade","ITT 3700","The Demolition of Man: Italian Perspectives on the Jewish Holocaust","3 Credits"
"Languages, Literatures, and Cultures","Selected topics in Italian literature, civilization and culture, including crossover influence of media. Can focus on one epoch's influence on another. Grading Scheme:Letter Grade","ITT 3930","Special Topics in Italian Literature and Culture","3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:Letter Grade","ITT 4911","Undergraduate Research in Italian in English Translation","0-3 Credits"
"Languages, Literatures, and Cultures","Provides a mechanism by which coursework taken as part of an approved study abroad program can be recorded on the UF transcript and counted toward graduation. Grading Scheme:Letter Grade","ITT 4956","Overseas Studies","1-18 Credits"
"Languages, Literatures, and Cultures","The origins of early Italian literature, its central themes, and the cultural factors that influenced its development. Develops an ability to read critically in Italian. Grading Scheme:Letter Grade","ITW 3100","Introduction to Italian Literature 1","3 Credits"
"Languages, Literatures, and Cultures","The major Italian authors from the Renaissance through the 20th century. Grading Scheme:Letter Grade","ITW 3101","Introduction to Italian Literature 2","3-9 Credits"
"Languages, Literatures, and Cultures","Italian Play Grading Scheme:Letter Grade","ITW 3310","Italian Play","3 Credits"
"Languages, Literatures, and Cultures","Analysis of Giovanni Boccaccio’s canonical Decameron with a focus on the literary Dimension of Text as well as the political, historical, and religious context in which the work was written. Grading Scheme:Letter Grade","ITW 3500","Boccaccio's Decameron","3 Credits"
"Languages, Literatures, and Cultures","Examines texts and films that address the so-called Southern Question; namely, the socioeconomic and cultural disparities between northern and southern Italy. Explores or contests topics and concepts including southern exclusion from official history, southern fusion of religion and superstition, resistance to modernity and mafia-related political corruption. Taught in Italian. Grading Scheme:Letter Grade","ITW 4026C","Representing the Humble Italy: Literature and Cinema of the Italian South","3 Credits"
"Languages, Literatures, and Cultures","Explores a sampling of Italian crime fiction and film through the lens of a range of conceptual categories, including British intellectual model vs. American noir; rational inquiry vs. uncertainties of sensory perception; canon vs. popular; cosmopolitan vs. provincial; order vs. chaos; political conservatism vs. social critique. Taught in Italian. Grading Scheme:Letter Grade","ITW 4253","Delitto all'italiana: Crime Fiction and Film in Italy","3 Credits"
"Languages, Literatures, and Cultures","Critical exploration of the modern Italian novel, focusing on representative texts of the long 20th century. Development of Italian novel is analyzed in context of technological modernity, war, fascism, economic boom. Issues of literary technique and formal innovation also considered. Novels may vary from semester to semester. Grading Scheme:Letter Grade","ITW 4484","Modern Italian Novel","3 Credits"
"Languages, Literatures, and Cultures","Overview and analysis of evolution of Italian theater, with focus on a selection of specific examples drawn from Italian theater from the Renaissance to the early modern era. Taught in Italian. Grading Scheme:Letter Grade","ITW 4491","Italian Theater from the Renaissance to the Early Modern Era","3 Credits"
"Languages, Literatures, and Cultures","Exploration of a sampling of modern Italian literary manifestations of a love that strays beyond the conventional. Language skills addressed through discussion, oral presentations, creative writing assignments, and short papers. Grading Scheme:Letter Grade","ITW 4526","Mad Love in Modern Italian Literature","3 Credits"
"Languages, Literatures, and Cultures","Presentation and exploration of the figure of the nonhuman animal in the work of several modern Italian authors and poets. Analysis addresses the literary dimension of the selected animal portraits as well as any philosophical and ethical questions raised by these literary animals. Taught in Italian. Grading Scheme:Letter Grade","ITW 4580","Animals and Animality in Italian Culture","3 Credits"
"Languages, Literatures, and Cultures","Semester-long, in-depth examination of Dante Alighieri's text, Inferno, with the support of a variety of visual materials and digital resources devoted to Dante and his world. Special attention paid to the political, historical, and religious context in which Dante wrote. Taught in Italian. Grading Scheme:Letter Grade","ITW 4600","Dante's Inferno","3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research in Literature in Italian. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Literature in Italian. Grading Scheme:Letter Grade","ITW 4911","Undergraduate Research in Literature in Italian","0-3 Credits"
"Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading, and writing. Grading Scheme:Letter Grade","JPN 1130","Beginning Japanese 1","5 Credits"
"Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","JPN 1131","Beginning Japanese 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","JPN 2230","Intermediate Japanese 1","5 Credits"
"Languages, Literatures, and Cultures","Continuation of intermediate study. Grading Scheme:Letter Grade","JPN 2231","Intermediate Japanese 2","5 Credits"
"Languages, Literatures, and Cultures","Advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","JPN 3410","Advanced Japanese 1","3 Credits"
"Languages, Literatures, and Cultures","Continuation of advanced study in Japanese. Grading Scheme:Letter Grade","JPN 3411","Advanced Japanese 2","3 Credits"
"Languages, Literatures, and Cultures","Provides grammatical structures and essential business vocabulary, develops conversation strategies and presentation skills, and raises awareness of the customs and cultural differences in Japanese business interactions. Grading Scheme:Letter Grade","JPN 3440","Business Japanese","3 Credits"
"Languages, Literatures, and Cultures","Analysis of variation in regional dialects: gender-based differences, pragmatics of interpersonal communication, language acquisition, and discourse structure. Grading Scheme:Letter Grade","JPN 3730","Language in Japanese Society","3 Credits"
"Languages, Literatures, and Cultures","Key concepts and approaches of translation studies applied to the translation of Japanese to English, and English to Japanese, in a variety of media, genre, and text types. Grading Scheme:Letter Grade","JPN 4415","Japanese Translation: Theory and Practice","3 Credits"
"Languages, Literatures, and Cultures","Linguistic analysis of modern standard Japanese. Topics include phonology, morphology, syntax, semantics and writing. Readings and discussions in English. (N) Grading Scheme:Letter Grade","JPN 4850","Structure of Japanese","3 Credits"
"Languages, Literatures, and Cultures","For those who seek independent work not offered in another course. Available only by special arrangement. Grading Scheme:Letter Grade","JPN 4905","Individual Study","1-5 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research in Language or Linguistics. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Language or Linguistics. Grading Scheme:S/U","JPN 4911","Undergraduate Research in Language or Linguistics","0-3 Credits"
"Languages, Literatures, and Cultures","Variable topics dealing with specific issues in and in-depth study of special topics in Japanese studies. Grading Scheme:Letter Grade","JPN 4930","Special Topics in Japanese Studies","3 Credits"
"Languages, Literatures, and Cultures","Select a Japanese faculty member to act as director for an independent research project that culminates in an honors thesis. Grading Scheme:Letter Grade","JPN 4935","Senior Honors Thesis","3 Credits"
"Languages, Literatures, and Cultures","Faculty (or delegated authority) supervised internship. Requires a written post-internship report. Grading Scheme:Letter Grade","JPN 4940","Internship","0-6 Credits"
"Languages, Literatures, and Cultures","Provides a mechanism by which coursework taken as part of an approved study abroad program can be recorded on the UF transcript and counted toward graduation. Grading Scheme:Letter Grade","JPN 4956","Overseas Studies 1","1-15 Credits"
"Languages, Literatures, and Cultures","Revolving topics provide a mechanism for coursework taken at a foreign university as part of an approved study abroad program to be transferred to UF. Credits taken will be entered in the student's transcript and may or may not count toward graduation, at the discretion of major's advisors. Grading Scheme:Letter Grade","JPN 4957","Overseas Studies 2","1-15 Credits"
"Languages, Literatures, and Cultures","An investigation of literary texts from the 8th through the 17th centuries presented within the framework of Western literary and feminist criticism. Grading Scheme:Letter Grade","JPT 3100","Tales of Kyoto","3 Credits"
"Languages, Literatures, and Cultures","Critical examination of stories, autobiographies, and secondary criticism from the 19th century to the present. Become familiar with the forms and topics of criticism through Japanese and Western sources. Grading Scheme:Letter Grade","JPT 3120","Modern Japanese Fiction in Translation","3 Credits"
"Languages, Literatures, and Cultures","Companion to JPT 3120 that reflects the increasing clarity with which contemporary Japanese literature (1945 to present) is emerging as a separate field with its own set of issues, major texts and significance for the American student of Japan. Writers range from Dazai and Oe Kenzaburo to Murakami Haruki, and issues range from subjectivity to cybernetics. Grading Scheme:Letter Grade","JPT 3121","Contemporary Japanese Literature: Postwar to Postmodern","3 Credits"
"Languages, Literatures, and Cultures","Examination of narratives written by women who published during the Taisho (1912-25), Showa (1925-89) and Heisei (1989 to present) periods. Grading Scheme:Letter Grade","JPT 3140","Modern Women Writers","3 Credits"
"Languages, Literatures, and Cultures","Historical survey of traditional Japanese poetry (waka) from the 8th to the 16th century. Grading Scheme:Letter Grade","JPT 3150","Classical Japanese Poetry","3 Credits"
"Languages, Literatures, and Cultures","Explores the historical and cultural stimuli that led to war, recorded later as war narratives. Supported by images of architecture, narrative picture scrolls, and extant military accoutrements. (N) Grading Scheme:Letter Grade","JPT 3300","Samurai War Tales","3 Credits"
"Languages, Literatures, and Cultures","Surveys Japanese literature of the Early Modern period (also called the Edo period), 1600-1868. Introduces and analyzes historically significant, foundational works of Early Modern Japanese literature and theater. Explores the history of the period and the development of print technologies and new genres, and introduces critical aesthetic and cultural concepts. Grading Scheme:Letter Grade","JPT 3330","Early Modern Japanese Literature","3 Credits"
"Languages, Literatures, and Cultures","Introduces the formal and historical features of Japanese film that have given it a unique position in film history. Emphasizes formal and critical analysis as well as the intellectual stakes of studying non-western film. Grading Scheme:Letter Grade","JPT 3391","Introduction to Japanese Film","4 Credits"
"Languages, Literatures, and Cultures","Introduction to Japanese culture with emphasis on tracing the origin and development of important aspects of Japanese literature, art, religion, and society. All readings in English. Grading Scheme:Letter Grade","JPT 3500","Japanese Culture","3 Credits"
"Languages, Literatures, and Cultures","Explores issues within Japanese visual culture, and uses visual-cultural products to explore Japanese political, cultural, social, and historical issues. Introduces and analyzes historically significant, foundational works of Japanese visual culture, unpacks genre and genre tropes in contemporary works, and analyzes several visual-cultural works that tackle significant social issues. Grading Scheme:Letter Grade","JPT 3702","Japanese Visual Culture","3 Credits"
"Languages, Literatures, and Cultures","Investigation of the 11th-century masterpiece and its pervasive influence on Japanese literature, past and present. Grading Scheme:Letter Grade","JPT 4130","The Tale of Genji","3 Credits"
"Languages, Literatures, and Cultures","Study of native belief systems and the supernatural as reflected in the folk practice of ritual observance and in tales, myths, songs, and proverbs. Grading Scheme:Letter Grade","JPT 4502","Japanese Folklore","3 Credits"
"Languages, Literatures, and Cultures","Examines a variety of literary, historical, anthropological, and theoretical texts to explore racial and social issues related to Japan's imperial past. (N) Grading Scheme:Letter Grade","JPT 4510","Representations of Japan's Modern Empire","3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:S/U","JPT 4911","Undergraduate Research in English Translation","0-3 Credits"
"Languages, Literatures, and Cultures","Provides a mechanism by which coursework taken as part of an approved study abroad program can be recorded on the UF transcript and counted toward graduation. Grading Scheme:Letter Grade","JPT 4956","Overseas Studies 1","1-15 Credits"
"Languages, Literatures, and Cultures","Revolving topics provide a mechanism for coursework taken at a foreign university as part of an approved study abroad program to be transferred to UF. Credits taken will be entered in the student's transcript and may or may not count toward graduation, at the discretion of major's advisors. Grading Scheme:Letter Grade","JPT 4957","Overseas Studies 2","1-15 Credits"
"Languages, Literatures, and Cultures","Introduction to classical Japanese texts with emphasis on reading comprehension, grammar analysis and translation. Grading Scheme:Letter Grade","JPW 3143","Classical Japanese 1","3 Credits"
"Languages, Literatures, and Cultures","Complex texts in classical Japanese with focus on comprehension, grammar, literature and culture. Grading Scheme:Letter Grade","JPW 3144","Classical Japanese 2","3 Credits"
"Languages, Literatures, and Cultures","A fourth-year language course based on literary texts, incorporating advanced reading skills and the analysis of literature in the original. (N) Grading Scheme:Letter Grade","JPW 4130","Readings in Japanese Literature","3 Credits"
"Languages, Literatures, and Cultures","Complements JPW 4130, Readings in Japanese Literature, and focuses on contemporary issues as encountered in a variety of Japanese media. Grading Scheme:Letter Grade","JPW 4131","Japanese Texts and Contexts","3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research in Target Language. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Target Language. Grading Scheme:S/U","JPW 4911","Undergraduate Research in Target Language","0-3 Credits"
"Languages, Literatures, and Cultures","Beginning study covering speaking, listening, reading, writing, and cultural interaction. Grading Scheme:Letter Grade","KOR 1130","Beginning Korean 1","5 Credits"
"Languages, Literatures, and Cultures","Continued study of speaking, listening, reading, writing and cultural interaction. Grading Scheme:Letter Grade","KOR 1131","Beginning Korean 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","KOR 2230","Intermediate Korean 1","5 Credits"
"Languages, Literatures, and Cultures","Continuation of intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","KOR 2231","Intermediate Korean 2","5 Credits"
"Languages, Literatures, and Cultures","Variable topics in Polish literature, culture and society. Taught in English. Grading Scheme:Letter Grade","PLT 3930","Special Topics in Polish Studies","3 Credits"
"Languages, Literatures, and Cultures","A two-semester Polish language sequence that introduces the basics of Polish language and culture. Grading Scheme:Letter Grade","POL 1130","Introduction to Polish Language and Culture 1","5 Credits"
"Languages, Literatures, and Cultures","Second in the two-semester sequence. Helps to expand vocabulary, command of Polish grammar, and the ability to speak Polish. Grading Scheme:Letter Grade","POL 1131","Introduction to Polish Language and Culture 2","5 Credits"
"Languages, Literatures, and Cultures","Improve speaking, reading, writing, and listening comprehension skills by reviewing and expanding the language principles introduced in POL 1130 and POL 1131. Grading Scheme:Letter Grade","POL 2220","Intermediate Polish 1","4 Credits"
"Languages, Literatures, and Cultures","Improve speaking, reading, writing, and listening comprehension skills by reviewing and building upon the language principles introduced in POL 2220. Grading Scheme:Letter Grade","POL 2221","Intermediate Polish 2","4 Credits"
"Languages, Literatures, and Cultures","RUS 1130 and its sequel, RUS 1131, offer a comprehensive introduction to Russian, using interactive methods to develop competence in speaking, listening, reading, writing and cultural interaction. Grading Scheme:Letter Grade","RUS 1130","Introduction to Russian Language and Culture 1","5 Credits"
"Languages, Literatures, and Cultures","Continuation of introductory language and cultural study. Grading Scheme:Letter Grade","RUS 1131","Introduction to Russian Language and Culture 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study with exercises in sentence patterns, vocabulary building and oral and written discourse in Russian. Grading Scheme:Letter Grade","RUS 2220","Intermediate Russian 1","4 Credits"
"Languages, Literatures, and Cultures","A practical overview of Russian grammar and writing for those with significant bilingual speaking and listening backgrounds. Devotes special attention to reading, writing and vocabulary development. Grading Scheme:Letter Grade","RUS 2340","Russian for Heritage Learners","3 Credits"
"Languages, Literatures, and Cultures","Development of advanced speaking and listening skills in conversational Russian. Grading Scheme:Letter Grade","RUS 3240","Oral Practice in Russian","3 Credits"
"Languages, Literatures, and Cultures","Continued study with exercises in sentence patterns, vocabulary building and sustained oral and written discourse. Grading Scheme:Letter Grade","RUS 3400","Intermediate Russian 2","4 Credits"
"Languages, Literatures, and Cultures","Advanced study of the four skills (speaking, listening, reading, and writing) with attention to more complex structures. Grading Scheme:Letter Grade","RUS 4000","Advanced Russian 1","3 Credits"
"Languages, Literatures, and Cultures","Advanced study of the four skills (speaking, listening, reading, and writing) with attention to more complex structures. Grading Scheme:Letter Grade","RUS 4001","Advanced Russian 2","3 Credits"
"Languages, Literatures, and Cultures","Study of advanced grammar and composition in Russian. Grading Scheme:Letter Grade","RUS 4300","Advanced Grammar and Composition","3 Credits"
"Languages, Literatures, and Cultures","Continued development of advanced speaking and listening skills based on authentic written, audio and video texts from contemporary Russian culture. Grading Scheme:Letter Grade","RUS 4411","Advanced Oral Practice","3 Credits"
"Languages, Literatures, and Cultures","Introduces significant trends and ideas in Russian literary, cultural, historical, and critical studies. Develop the ability to understand and produce critical scholarly argument in a variety of formats, including class discussion, formal presentation, and a written research project. Grading Scheme:Letter Grade","RUS 4501","Russian Studies Research Seminar","3 Credits"
"Languages, Literatures, and Cultures","Combines advanced language training, a practical introduction to the language and culture of the contemporary Russian business world, and extensive practice translating and interpreting texts used in business settings. Focuses on issues such as starting companies and joint ventures, advertising, and setting up and conducting official meetings and telephone calls. Basic Russian business ethics are also studied. Grading Scheme:Letter Grade","RUS 4502","Language and Culture of the Russian Business World","3 Credits"
"Languages, Literatures, and Cultures","First part of a two-part translation series focusing on the theory and practice of conveying word semantics in Russian-English and English-Russian translation. Grading Scheme:Letter Grade","RUS 4503","Theory and Practice of Russian-English Translation 1","3 Credits"
"Languages, Literatures, and Cultures","Second part of the translation series focusing on the theory and practice of conveying sentence and paragraph semantics in Russian-English and English-Russian translation. Grading Scheme:Letter Grade","RUS 4504","Theory and Practice of Russian-English Translation 2","3 Credits"
"Languages, Literatures, and Cultures","Introduction to the phonology, morphology and syntax of contemporary standard Russian from a formal and semantic standpoint. Also includes the development of Russian word stress and a survey of the development of Russian verb tense, aspect and mood. Grading Scheme:Letter Grade","RUS 4700","Structure of the Russian Language","3 Credits"
"Languages, Literatures, and Cultures","Develops advanced-level phonetic and intonational skills via a variety of genres of authentic texts from Russian culture. Grading Scheme:Letter Grade","RUS 4780","Corrective Phonetics and Intonation","3 Credits"
"Languages, Literatures, and Cultures","For those who seek independent work not offered in another course. Available only by special arrangement. Grading Scheme:Letter Grade","RUS 4905","Individual Work in Russian","1-3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research in Russian Language. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Russian Language. Grading Scheme:Letter Grade","RUS 4911","Undergraduate Research in Russian Language","0-3 Credits"
"Languages, Literatures, and Cultures","Variable topics dealing with specific issues in Russian studies. New, experimental, or one-time offerings. Grading Scheme:Letter Grade","RUS 4930","Special Topics in Russian","3-9 Credits"
"Languages, Literatures, and Cultures","Provides a mechanism by which coursework taken as part of an approved study abroad program can be recorded on the UF transcript and counted toward graduation. Grading Scheme:Letter Grade","RUS 4956","Overseas Studies","1-15 Credits"
"Languages, Literatures, and Cultures","Introduces the Russian literature of the 19th-21st centuries. Read some of the most influential works by Pushkin, Gogol, Tolstoy, Dostoevsky, Chekhov, Nabokov, Pasternak and Sorokin, thereby gaining essential knowledge of Russian history, culture and the authors personal lives. Readings and discussions in English. (N) Grading Scheme:Letter Grade","RUT 3101","Russian Masterpieces","3 Credits"
"Languages, Literatures, and Cultures","Introduction to the major 19th century Russian novelists and their contemporaries. Readings and discussions in English. Grading Scheme:Letter Grade","RUT 3441","Tolstoy and Dostoevsky","3 Credits"
"Languages, Literatures, and Cultures","Examines Russian everyday life and institutions of the 19th and 20th centuries through the media of literature and film. Grading Scheme:Letter Grade","RUT 3442","Themes from Russian Literature","3 Credits"
"Languages, Literatures, and Cultures","Offers a close reading of Tolstoys epic novel War and Peace. Examines the literary and historical origins of the novel, its reflection of Tolstoy's obsession with history, and the emerging picture it presents of Russian identity. Taught in English. Grading Scheme:Letter Grade","RUT 3443","War and Peace","3 Credits"
"Languages, Literatures, and Cultures","Authors, movements, and genres in Russian literature from the Revolution of 1917 to the present. Readings and discussions in English. Grading Scheme:Letter Grade","RUT 3452","Russian Literature of the Twentieth Century","3 Credits"
"Languages, Literatures, and Cultures","Introduces the culture of pre-revolutionary Russia. Philosophical, religious, artistic, and literary currents in relation to Western civilization. Readings and discussions in English. Grading Scheme:Letter Grade","RUT 3500","Russian Cultural Heritage","3 Credits"
"Languages, Literatures, and Cultures","Patterns of continuity and change in the philosophical and cultural values of Russian society as they explain the Soviet Union and contemporary Russia. Readings and discussions in English. Grading Scheme:Letter Grade","RUT 3501","Contemporary Russian Culture and Society","3 Credits"
"Languages, Literatures, and Cultures","Examines the impact of violence and terror on the human condition as reflected and expressed in well-known works of Russian literature (fiction and historical narratives), art and film. Taught in English. No knowledge of other languages required. Grading Scheme:Letter Grade","RUT 3503","Violence and Terror in the Russian Experience","3 Credits"
"Languages, Literatures, and Cultures","Patterns of continuity and change in the philosophical and cultural values of Russian society as they explain the Soviet Union and contemporary Russia. Readings and discussions in English. Grading Scheme:Letter Grade","RUT 3504","Russia Today","3 Credits"
"Languages, Literatures, and Cultures","Explores Russian visions of creativity and creative people in Russian culture by placing them in dialogue with broader European and American models and considerations of creativity. Grading Scheme:Letter Grade","RUT 3506","Creative Lives: Writers, Artists, and Extraordinary People","3 Credits"
"Languages, Literatures, and Cultures","Critical introduction to Russian fairy tales and folklore and an examination of the aesthetic, social, cultural, and psychological values they reflect. Grading Scheme:Letter Grade","RUT 3514","Russian Fairy Tales","3 Credits"
"Languages, Literatures, and Cultures","Examines Russian life, institutions, and the arts against the background of period-defining historical, political, and cultural events from the early twentieth century to the present day as reflected and refracted in some emblematic feature films, documentaries, and animated cartoon films produced in the Soviet Union and post-Soviet Russia. Grading Scheme:Letter Grade","RUT 3524","Russia through Film","3 Credits"
"Languages, Literatures, and Cultures","Explores competing concepts of nature in modern Russian culture through works of Russian fiction and non-fiction in translation. Emphasis falls on environmental problems in Russia and the former Soviet Union (desiccation of the Aral Sea, pollution of Lake Baikal, the Chernobyl nuclear accident etc.) and their impact on Russian thought. Grading Scheme:Letter Grade","RUT 3530","Russia's Struggle with Nature: Legacies of Destruction and Preservation","3 Credits"
"Languages, Literatures, and Cultures","Introduces the literature, film, and culture of 20th century Eastern and Central Europe. Grading Scheme:Letter Grade","RUT 3600","The Twentieth Century through Slavic Eyes","3 Credits"
"Languages, Literatures, and Cultures","Variable topics in Russian studies, taught in English translation. Grading Scheme:Letter Grade","RUT 3930","Variable Topics in Russian Studies","1-9 Credits"
"Languages, Literatures, and Cultures","Major works of Russian literature written in the first half of the 19th century. Readings and discussions in English. Grading Scheme:Letter Grade","RUT 4440","Pushkin and Gogol","3 Credits"
"Languages, Literatures, and Cultures","Introduces the major artistic contributions of Russian modernism in the context of the political, social, and cultural upheavals of late Imperial to Stalinist Russia (1890 - 1939). Grading Scheme:Letter Grade","RUT 4450","Russian Modernism","3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:Letter Grade","RUT 4911","Undergraduate Research in Russian Studies, English Translation","0-3 Credits"
"Languages, Literatures, and Cultures","Variable topics dealing with specific issues in Russian studies, taught in English translation. Grading Scheme:Letter Grade","RUT 4930","Variable Topics in Russian Studies","1-9 Credits"
"Languages, Literatures, and Cultures","In-depth study of the vocabulary, structures, reading strategies and cultural background needed for understanding and interpreting a broad range of Russian prose fiction. Grading Scheme:Letter Grade","RUW 3101","Reading Russian Literature","3 Credits"
"Languages, Literatures, and Cultures","Study of plays and poems by major Russian writers from the 19th and 20th centuries. Readings in Russian. Grading Scheme:Letter Grade","RUW 4301","Russian Drama and Poetry","3-6 Credits"
"Languages, Literatures, and Cultures","In-depth study of the history and recent trends in the Russian mass media and web-based technology and their impact on culture and society. Grading Scheme:Letter Grade","RUW 4341","Russian Media Culture","3 Credits"
"Languages, Literatures, and Cultures","Critical study of selected Russian short stories. Readings in Russian. Grading Scheme:Letter Grade","RUW 4370","Russian Short Prose","3 Credits"
"Languages, Literatures, and Cultures","An in-depth study of one of Russia's most revered literary works, combining close readings of Pushkin's original with analyses of operatic, artistic and cinematic adaptations by Chaikovsky, Nabokov and others. Readings and discussions primarily in Russian. Grading Scheme:Letter Grade","RUW 4630","Reading Eugene Onegin: Pushkin and Nabokov","3 Credits"
"Languages, Literatures, and Cultures","Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:Letter Grade","RUW 4911","Undergraduate Research in Russian Studies, Target Language","0-3 Credits"
"Languages, Literatures, and Cultures","Special topic, author, genre, or movement in Russian literature. Grading Scheme:Letter Grade","RUW 4932","Selected Readings in Russian","1-3 Credits"
"Languages, Literatures, and Cultures","Introduces various genres of Swahili oral literatures and shows their importance, relevance, and function within Swahili culture. Grading Scheme:Letter Grade","SSW 3303","Swahili Oral Literature","3 Credits"
"Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading and writing. Grading Scheme:Letter Grade","SWA 1130","Beginning Swahili 1","5 Credits"
"Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","SWA 1131","Beginning Swahili 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","SWA 2200","Intermediate Swahili 1","3 Credits"
"Languages, Literatures, and Cultures","Continuation of intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","SWA 2201","Intermediate Swahili 2","3 Credits"
"Languages, Literatures, and Cultures","Advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","SWA 3410","Advanced Swahili 1","3 Credits"
"Languages, Literatures, and Cultures","Continuation of advanced study of the four skills with attention to more complex structures. Grading Scheme:Letter Grade","SWA 3411","Advanced Swahili 2","3 Credits"
"Languages, Literatures, and Cultures","For those who seek independent work not offered in another course. Grading Scheme:Letter Grade","SWA 4905","Individual Study","1-5 Credits"
"Languages, Literatures, and Cultures","Readings in Swahili Grading Scheme:Letter Grade","SWW 4100","Readings in Swahili","3 Credits"
"Languages, Literatures, and Cultures","Beginning study covering four skills: listening, speaking, reading and writing. Grading Scheme:Letter Grade","VTN 1130","Beginning Vietnamese 1","5 Credits"
"Languages, Literatures, and Cultures","Continued study of the four skills with additional vocabulary and grammar. Grading Scheme:Letter Grade","VTN 1131","Beginning Vietnamese 2","5 Credits"
"Languages, Literatures, and Cultures","Intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","VTN 2220","Intermediate Vietnamese 1","4 Credits"
"Languages, Literatures, and Cultures","Continuation of intermediate study of the four skills with new vocabulary and grammar. Grading Scheme:Letter Grade","VTN 2221","Intermediate Vietnamese 2","4 Credits"
"Languages, Literatures, and Cultures","For those with significant speaking and listening skills, but limited reading and writing skills. Emphasis on developing latter two skills. Grading Scheme:Letter Grade","VTN 2340","Vietnamese for Heritage Learners 1","4 Credits"
"Languages, Literatures, and Cultures","For independent work not offered in another course. Available only by special arrangement. Grading Scheme:Letter Grade","VTN 4905","Individual Study","1-5 Credits"
"Languages, Literatures, and Cultures","Variable topics dealing with specific issues in Vietnamese studies. Available only by special arrangement. Grading Scheme:Letter Grade","VTN 4930","Special Topics in Vietnamese Studies","3 Credits"
