"department","code","title","description","credits"
"German (GER)","GER 596","Individual Studies","Creative projects including nonthesis research, supervised on an individual basis and which fall outside the scope of formal courses.","1-9 Credits/Maximum of 9"
"German (GER)","GER 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently; several different topics may be taught in one year or term.","1-9 Credits/Maximum of 9"
"German (GER)","GER 600","Thesis Research","No description.","1-15 Credits/Maximum of 999"
"German (GER)","GER 601","Ph.D. Dissertation Full-Time","No description.","0 Credits/Maximum of 999"
"German (GER)","GER 602","Supervised Experience in College Teaching","Instruction of lower division German courses with observation by the supervisor and attendance at regular meetings to discuss classroom techniques.","1-3 Credits/Maximum of 6"
"German (GER)","GER 603","Foreign Academic Experience","Foreign study and/or research constituting progress toward the degree at a foreign university.","1-12 Credits/Maximum of 12"
"German (GER)","GER 610","Thesis Research Off Campus","No description.","1-15 Credits/Maximum of 999"
"Greek (GREEK)","GREEK 510","Greek Seminar","This seminar is a graduate-level reading course in Ancient Greek. The primary aim of the course will be to hone students' ability to read and appreciate selections of Greek poetry and prose. In addition, students will read and evaluate secondary scholarship in preparation for a final research project. Possible authors include but are not limited to: Homer, Hesiod, Sappho & the Lyric poets, Herodotus, Aeschylus, Sophocles, Euripides, Thucydides, Plato, Aristotle, Callimachus, Apollonius of Rhodes, the New Testament, Josephus, Plutarch, and Lucian.","3-12 Credits/Maximum of 12"
"Greek (GREEK)","GREEK 520","Greek Mythography","This graduate seminar focuses on ancient Greek mythographic authors from the beginnings of the genre (6th C.B.C.E.) to the Roman period.GREEK 520Greek Mythography (3) This graduate seminar focuses on the ancient Greek mythographic authors from the beginnings of the genre in the sixth century B.C.E. to the Roman period. We shall define ""mythography"" simply as the prose exposition of mythic narratives (the most well-known Greek mythographer is Apollodorus, whose first-century C.E. ""Bibliotheca"" is consulted regularly by students of myth; some of the earlier practitioners include Hellanicus and Pherecydes). The seminar will consider selected readings in the theory of myth, alongside which we will examine in detail and evaluate the content of sources of the mythographers' writings. Some of these provide quite outlandish variants on known myths or bizarre stories otherwise unknown. Through a series of case studies of particular mythic stories, we shall place these texts in literary and cultural relief by seeking to understand how they interact with the more well-known mythic genres of Greece such as epic, lyric, and tragedy. We will also probe the borders of what we call ""mythography"" by examining other prose texts not normally associated with the genre, such as Herodotus' Histories or even philosophical texts such as Plato or Aristotle. In addition, since much of the material we will treat is in a fragmentary state, we will try our hands at reconstructing both texts and myths that survive in only incomplete form. Some attention will also be given to the Latin mythographic tradition (e.g. Hyginus and others) which is mostly, or perhaps wholly, dependent upon earlier or contemporary Greek mythography.","3 Credits"
"Greek (GREEK)","GREEK 596","Individual Studies","Creative projects, including nonthesis research, that are supervised on an individual basis and which fall outside the scope of formal courses.","1-9 Credits/Maximum of 9"
"Health Administration (HADM)","HADM 506","Management Information Systems for Public and Health Administration","The design, implementation, and purpose of computerized management information systems in health and non-profit organizations.","3 Credits"
"Health Administration (HADM)","HADM 510","Organization Behavior","Examines the concepts of human behavior in formal organizations, systems analysis, conceptual models, and decision processes.","3 Credits"
"Health Administration (HADM)","HADM 539","Health Systems Organization","Health care delivery presented as a socio-technical systems focusing upon resources, policy issues, institutions, technology, and innovations.","3 Credits"
"Health Administration (HADM)","HADM 540","Health Administrative Policy Formulation","Analysis of administrative problems from a total organization viewpoint. Case studies of actual organizations are used for analysis.","3 Credits"
"Health Administration (HADM)","HADM 541","Health Economics and Policy","Public policy issues, health system components from economic perspective. Economic analysis of health sector, medical markets, health care regulation.","3 Credits"
"Health Administration (HADM)","HADM 542","Health Care Politics and Policy","This course reviews political considerations and the policy process as they pertain to health care in the United States.","3 Credits"
"Health Administration (HADM)","HADM 543","Long-Term Care Administration and Policy","This course reviews theory and practice related to long-term care administration and policy.","3 Credits"
"Health Administration (HADM)","HADM 545","Health Financial Management","Theory and techniques of financial management applied to health organizations; forecasting, control systems, working capital, capital budgeting, and institutional financing.","3 Credits"
"Health Administration (HADM)","HADM 546","Health Planning for Public Administration","Comprehensive planning and program planning for health services, facilities, and manpower; social, economic, and political considerations; methodological problems.","3 Credits"
"Health Administration (HADM)","HADM 548","Health Care Quality Assurance","This course reviews theory, methods, outcomes, and management of quality assurance in health care organizations.","3 Credits"
"Health Administration (HADM)","HADM 551","Health Care Law","Course on health law for administrators with coverage including hospital governance, taxation, licensure, liability, malpractice, patients' rights, anti-trust.","3 Credits"
"Health Administration (HADM)","HADM 552","Health Delivery Systems","This course discusses design and implementation of health care delivery systems and the pressure and stakeholders which impact those systems.  H ADM 552 Health Delivery Systems (3) This course covers the design and implementation of health care delivery systems. Beginning with policy and environmental pressures, the course considers the interests of diverse stakeholders such as regulators, purchasers, providers and consumers. The content of the course is organized in four areas: (1) traditional delivery systems; (2) managed care concepts and practices; (3) healthy communities approaches; and (4) reform and futures issues.The objective of the course is to increase students' knowledge of the evolving health care delivery systems. This course functions as an elective course in the MHA program. It builds on core courses that have presented the basics of health systems. Students will be required to take a mid-term and final exam and write a term paper (grade 1/3 each). The course will be offered every third semester with an expected enrollment of 20 students.","3 Credits"
"Health Administration (HADM)","HADM 594","Research Topics","Supervised student activities on research projects identified on an individual or small-group basis.","1-15 Credits"
"Health Administration (HADM)","HADM 595","Internship","Supervised research-oriented off-campus, nongroup instruction, including field experiences, practicums, or internships. Written and oral critique of activity required.","1-9 Credits/Maximum of 9"
"Health Administration (HADM)","HADM 596","Individual Studies","Creative projects, including nonthesis research, that are supervised on an individual basis and which fall outside the scope of formal courses.","1-9 Credits"
"Health Administration (HADM)","HADM 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently; several different topics may be taught in one year or semester.","1-9 Credits"
"Health Administration (HADM)","HADM 803","Research Design","This course will identify research methodologies relevant to administration, planning, and public policy. The students will distinguish and demonstrate qualitative and quantitative research approaches, demonstrate and employ various research designs and research methods, demonstrate the process of ""doing research,"" ""writing research,"" and ""presenting research"", and demonstrate an awareness of ethical issues in conducting research. This course is intended for health professionals.","3 Credits"
"Health Administration (HADM)","HADM 897","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently.","1-9 Credits/Maximum of 9"
"Health and Human Development (HHD)","HHD 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently.","1-9 Credits/Maximum of 9"
"Health Education (HLHED)","HLHED 501","World Health Promotion","Analysis of the various health problems that affect humans throughout the world; emphasis will be placed on personal health issues.","3 Credits"
"Health Education (HLHED)","HLHED 530","Research Techniques in Health Education","Research techniques, including methods, research design, techniques for data collection, as applied to relevant problems in the health education field.","3 Credits"
"Health Education (HLHED)","HLHED 552","Current Health Education Issues","Analysis of scientific and political foundations of current issues within health education tasks, with emphasis on research and action implications.","3 Credits"
"Health Education (HLHED)","HLHED 553","Multicultural Health Issues","This course is designed to explore cultural factors influencing the health status among racial/ethnic groups in the United States.HLHED 553Multicultural Health Issues (3) This course is designed to explore ethnic and cultural factors influencing the health status among racial/ethnic groups in the U.S. Through lecture, discussion, simulations, and case studies, the students will be able to develop an appreciation for the cultural traditions and practices of different groups. The importance and implications of these traditions on health outcomes and health status will be examined. The students will also learn skills of cultural competence that are essential for public health practitioners.","3 Credits"
"Health Education (HLHED)","HLHED 582","Spirituality and Culture in Health and Education Professions","This course focuses on the cultural aspects of spirituality and its place in the health and education professions.  EDUC (HLHED) 582 Spirituality and Culture in Health and Education Professions (3)This course will focus on the examination of the place of the cultural aspects of spirituality and its place in the education and health professions and its implications for culturally responsive education and/or health care in a multicultural society. In particular the goals of the course are as follows: 1) To clarify the difference between spirituality and religion and to understand how spirituality is currently being examined in the fields of adult education, medical education and the health professions. 2) To examine how culture informs spirituality generally, and more specifically, to examine how culture relates to one's own spiritual development and overall health in the world. 3) To develop a sense of how people construct knowledge through image and symbol, which for many people, maps to their spirituality and culture, as they make new and deeper meaning of their own lives. 4) To begin to consider WHEN and HOW one might appropriately draw on one's own spirituality and that of participants in adult and higher educational practices and health care settings to increase cultural understanding and/or responsiveness to patient needs and when such discussion might seem to impose a spiritual or religious agenda. 5) To examine the connections among spirituality, culture, some complementary and alternative medicine modalities and overall holistic health and education.","3 Credits"
"Health Education (HLHED)","HLHED 590","Colloquium","Continuing seminars that consist of a series of individual lectures by faculty, students, or outside speakers.","1-3 Credits/Maximum of 3"
"Health Education (HLHED)","HLHED 591","Capstone Seminar in Health Education","Culminating or capstone experience for students in the M. Ed. program in Health Education.","3 Credits"
"Health Education (HLHED)","HLHED 596","Individual Studies","Creative projects, including nonthesis research, that are supervised on an individual basis and which fall outside the scope of formal courses.","1-9 Credits/Maximum of 9"
"Health Education (HLHED)","HLHED 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently; several different topics may be taught in one year or semester.","1-9 Credits/Maximum of 9"
"Health Policy and Administration (HPA)","HPA 503","Health Services Organizational Behavior","A systematic application of the principles of organizational behavior to understanding professional roles in health services organizations.","3 Credits"
"Health Policy and Administration (HPA)","HPA 506","Design and Evaluation of Prevention and Health Promotion Programs Across   the Life Span","Addresses theory and application of program evaluation, emphasizing process and outcome evaluation strategies for programs involving individuals, organizations and populations. HDFS (HPA) 506 Design and Evaluation of Prevention and Health Promotion Programs Across the Life Span (3) This course is designed for graduate students interested in the design and evaluation of programs in a wide range of human services (e.g., health care, social services, education). The course provides a foundation in the theory and application of program evaluation, with focused attention to the details of how such work can be proposed and conducted. The majority of the semester will focus on issues related to developing scientifically sound and viable studies of interventions in line with students' interests. The goals for this course are to help students build the knowledge and confidence to evaluate human service programs and/or policies that are implemented in research settings (academic or government) and communities or community settings (e.g., schools, health care facilities, community agencies).","3 Credits"
"Health Policy and Administration (HPA)","HPA 510","Health Services Financing and Policy","Introduction to health policy focusing on health services financing, insurance and other current health policy topics.HPA 510Health Services Financing and Policy (3) The second in a two-course sequence that introduces graduate students to the organization, financing, and delivery of health services in the US. This course focuses on health services financing and policy. This course will cover policy issues in the federal Medicare program, state Medicaid programs and private health insurance markets, and other important current health care policy issues. The course will also introduce students to the discipline of policy analysis, primarily the economic perspective, but will also include discussions on the political perspective and the policy-making process. The objectives of this course are to help students: 1) Understand the mechanisms by which Americans pay for their health care and become familiar with current health policy issues. The topics covered in this course will serve as a context for key policy issues that will be intensively discussed in a paired research seminar course; 2) Appreciate the policy-making process and the role of political perspectives in the formation and implementation of policy proposals; 3) Understand approaches of policy analysis, which will provide them with an analytic framework for critiquing health policy issues as well as health services research; 4) Develop policy analysis skills.","3 Credits"
"Health Policy and Administration (HPA)","HPA 511","Research Seminar on Health Services Financing and Policy","An examination of seminal and current research on health services financing, insurance and health policy.HPA 511Research Seminar on Health Services Financing and Policy is one of two seminars designed to complement introductory courses in the graduate H P A curriculum. This course allows graduate students seeking careers in health services research to engage in deeper study and discussion of the classic and current research on the issues of payment, insurance, regulation and policy related to health care delivery in the U.S. health care system and to begin to explore their research interests for a thesis.The primary objectives of the course are: (a) to help students become familiar with a selection of ""classic"" and ""cutting edge"" papers in the field of health services research (b) to develop students' ability to critically read and analyze the health services research literature with an emphasis on the conceptual and methodological approaches used by researchers (c) to assist students in developing their ability to organize, synthesize and integrate research drawn from a variety of disciplinary approaches into a coherent foundation for further study in health services research (d) to improve students' oral and written communication skills, emphasizing organization, clarity, and the ability to give and respond to constructive professional criticism The readings for this class are all drawn from important journals in the field of health services research. Class will generally include 2 or 3 different activities designed to meet the objectives above. During each class, we will spend some time discussing the assigned articles to review the key points, analyze strengths and weaknesses of the research design, and consider how they provide a framework for studying the issues. In some classes, students will be asked to provide a short oral presentation of a topic, complemented by a written summary of the presentation topic. The class will discuss the paper and presentation, giving students constructive critical feedback on the presentation and paper. Finally, in some classes, the entire class will collaborate in developing a research question into a basic research proposal.Students will be responsible for writing papers, giving presentations, preparing written critiques of articles as a seminar class, the full participation of every student is necessary. Students must not only come prepared to class, they must be active participants in all aspects of the class each week. Grades in the class are based on oral presentations, written papers, article critiques and student participation.","3 Credits"
"Health Policy and Administration (HPA)","HPA 518","Basic Analytic Methods for Health Services Research","This course provides an overview of basic methods for undertaking research pertaining to health services organizations and systems. In addition to basic methods, the course also provides ""the current state of the art"" in health services research. Students will gain an understanding of research design, statistics, and methodology while developing critical thinking and analytical skills to examine the health services research literature. Students will also develop and demonstrate effective presentation skills and engage in detailed discussions about current and emerging areas of health services research. This course is recommended for students who do not have an extensive background or training in statistical methods but who will be carrying out policy research, social science research, or program impact evaluation. It is also relevant to those who will apply the results of Health Services Research (HSR) done by others.","3 Credits"
"Health Policy and Administration (HPA)","HPA 520","Introduction to Health Services Organizations and Delivery","Introduction to health systems, health services organization and health care delivery focused on trends, problems and issues.","3 Credits"
"Health Policy and Administration (HPA)","HPA 521","Research Seminar on Health Services Organization and Delivery","An examination of seminal and current research on health services organization and delivery, emphasizing costs, access and quality.HPA 521Research Seminar on Health Services Organization and Delivery (3)HPA 521is one of two seminars designed to complement introductory courses in the graduate H P A curriculum. This course allows graduate students seeking careers in health services research to engage in deeper study and discussion of the classic and current research on the issues of health services organization and delivery in the U.S. health care system and to begin to explore their research interests for a thesis. The primary objectives of the course are: (a) to help students become familiar with a selection of ""classic"" and ""cutting edge"" papers in the field of health services research (b) to develop students' ability to critically read and analyze the health services research literature with an emphasis on the conceptual and methodological approaches used by researchers (c) to assist students in developing their ability to organize, synthesize and integrate research drawn from a variety of disciplinary approaches into a coherent foundation for further study in health services research (d) to improve students' oral and written communication skills, emphasizing organization, clarity, and the ability to give and respond to constructive professional criticism The readings for this class are all drawn from important journals in the field of health services research. Class will generally include 2 or 3 different activities designed to meet the objectives above. During each class, we will spend some time discussing the assigned articles to review the key points, analyze strengths and weaknesses of the research design, and consider how they provide a framework for studying the issues. In some classes, students will be asked to provide a short oral presentation of a topic, complemented by a written summary of the presentation topic. The class will discuss the paper and presentation, giving students constructive critical feedback on the presentation and paper. Finally, in some classes, the entire class will collaborate in developing a research question into a basic research proposal. Students will be responsible for writing papers, giving presentations, preparing written critiques of articles as a seminar class, the full participation of every student is necessary. Students must not only come prepared to class, they must be active participants in all aspects of the class each week. Grades in the class are based on oral presentations written papers, article critiques and student participation.","3 Credits"
"Health Policy and Administration (HPA)","HPA 523","Managerial Epidemiology","Introduction to the principles and methods of managerial epidemiology and its application to health care.HPA 523Managerial Epidemiology (3) This course is intended to familiarize students with the methods and principles of managerial epidemiology. Changes in the structure of the health delivery and financing systems are making managers more responsible for the health of enrolled and constituent populations. The tools of epidemiology are important for purposes of planning, monitoring, and evaluation of population health. Managing the health of populations requires both an understanding of the factors that influence population health and how those factors can be influenced by health care organizations and systems. In addition to the management of population health, the methods of managerial epidemiology can be applied to organizational evaluation and clinical practice improvement. Epidemiology, interaction between health behavior and health management, health interventions, quality improvement, outcomes management, and program implementation and evaluation methods are examined. Particular emphasis is given to health management applications aimed at vulnerable populations, such as racial/ethnic minorities and the elderly.","3 Credits"
"Health Policy and Administration (HPA)","HPA 524","Management of Health Services Organizations","A systematic study of the roles of health services managers and the organizational and environmental context within which they work.","3 Credits"
"Health Policy and Administration (HPA)","HPA 525","Health and Health Services Across the Life Course","Explores health and health services across the life course using a population health approach.","3 Credits"
"Health Policy and Administration (HPA)","HPA 526","Health Disparities","This course provides an overview of social factors that lead to demographic disparities in health.  H P A(SOC) 526 Health Disparities (3) This course provides a broad exploration of U.S. health disparities. In particular, it examines several types of U.S. health disparities that emerge as a result of individuals' race/ethnicity, socioeconomic status, nativity status and gender. The course focuses on theoretical and methodological strategies for studying health disparities as well as empirical evidence supporting the existence of different health disparities and explanations for understanding and ameliorating them. Students will summarize and discuss weekly readings and apply course materials to understand the state of the field and to carry out an original research project on a particular health disparity that interests them. This course fulfills basic seminar requirements in the Sociology graduate curriculum and serves as a process course for the interdisciplinary Demography dual-title graduate curriculum.","3 Credits"
"Health Policy and Administration (HPA)","HPA 527","Managing Healthcare Operations","This course is focused on understanding and overcoming the challenges associated with nurturing and managing effective health care operations.  H P A 527 Managing Healthcare Operations (3) This course is focused on understanding and overcoming the challenges associated with nurturing and managing efficient and effective health care operations. It exposes students to the frameworks, theory, and skills commonly employed by managers in an effort to deliver excellence in health care services. The course begins by considering process management and improvement, including the fundamentals of process analysis, queuing theory and staffing applications. The course concludes by taking a step back from specific processes to consider operating systems as a whole. Specifically, the concluding module of the course focuses on how the design of an operating system can impede or enhance the effectiveness of the organization's processes, including the role of complexity and tradeoffs healthcare organizations face between focus and flexibility.","3 Credits"
"Health Policy and Administration (HPA)","HPA 528","Health Data Analysis for Research","Introduction to data sources and use of software for data management and analysis in health services research.  H P A 528 Health Data Analysis for Research (3)The statistical analysis of quantitative data is a major tool for health services researchers. This course provides students with an overview of practical, concrete information about identifying, acquiring, processing, and analyzing data in typical health service research settings. The course covers three main content areas: Data issues in health services research, including legal and ethical information on human subjects and private health information; manipulating primary and secondary health services research data to create files amenable to research analysis; and basics of descriptive and exploratory analysis of health services research data. The objectives of the course are: (1) to give students a solid foundation of knowledge about health services data issues for their thesis and related research projects in the future; (2) to give them practical experience manipulating commonly used data sets in health services research; and, (3) to allow them to begin to explore potential research hypotheses for thesis and other research. Its primary role is to guide students in the master's of science and doctoral programs in Health Policy and Administration as they begin to explore research. It is also appropriate for other graduate students who intend to do research in or related to health services research.","3 Credits"
"Health Policy and Administration (HPA)","HPA 540","Epidemiological Applications in Health Services Research","The course emphasizes theoretical as well as practical issues relating to applying advanced methods of epidemiology in health services research.  H P A 540 Epidemiological Applications in Health Services Research (3) Advanced methods of epidemiology are presented with examples and exercises. The course emphasizes theoretical as well as practical issues. Students will identify opportunities for implementing the epidemiological principles in health services research. Students will also have the chance to explore the existing secondary data resources and/or to collect primary data and prepare them for epidemiological analysis. The course examines various applications of epidemiological methods in health services research. It focuses on the design and implementation of research projects utilizing epidemiological techniques to study the health of an identified population (Pennsylvanians), using data that is part of a national program, Behavioral Risk Factors Surveillance System (BRFSS) run by the Centers for Disease Control and Prevention in all states.","3 Credits"
"Health Policy and Administration (HPA)","HPA 541","Poverty, Race, Ethnicity and Child Health","Seminar focusing on disparities in infant, child, and adolescent health, and policies and programs impacting these disparities.HPA 541Poverty, Race, Ethnicity and Child Health (3) This course is designed to 1) strengthen students' understanding of the multidimensional nature of health and well-being at each stage of childhood and adolescence, and the magnitude of health disparities that exist among children of differing socioeconomic position and race/ethnicity; 2) encourage critical evaluation of existing governmental policies and programs impacting children's health and health disparities, and exploration of other potentially effective approaches; and 3) enhance students' expertise in the synthesis, critical analysis, and presentation of material in class and in written form. The content of this course is relevant not only to students in the Health Policy and Administration program, but also for students in other disciplines including but not limited to Demography, Human Development and Family Studies, Biobehavioral Health, Nutrition, and Nursing who are interested in learning about children's health and health disparities. Students are expected to participate actively in all class discussions and homework assignments, lead the class in the discussion of a specific government program impacting children's health, write a short reaction paper on the class text, write a final term paper on socioeconomic and racial/ethnic disparities in an aspect of children's physical or mental health including evaluation of current and potential policy approaches for addressing these disparities, and present the major points made in the term paper to the class for discussion. This course will be offered once a year, with enrollment limited to 20 students.","3 Credits"
"Health Policy and Administration (HPA)","HPA 545","Introduction to Health Economics","Survey of the application of economics to the roles of markets and government in health care.","3 Credits"
"Health Policy and Administration (HPA)","HPA 546","Assessing the Value of Health Interventions","This course prepares students to evaluate and conduct basic and applied research using cost-effectiveness analysis and other value assessment frameworks to shape evidence-based policy on the use, coverage and pricing of pharmaceuticals and other health interventions. The course uses recent literature to emphasize the connection between methodology and the evolving health technology assessment policy landscape in the US and around the world. Students will gain understanding of methodological, empirical, ethical and political challenges in assessing the value of health interventions (and in using those assessments to affect access, use and payment for health interventions) from the perspective of patients, health systems and society.","3 Credits"
"Health Policy and Administration (HPA)","HPA 551","Quality Improvement in Healthcare","Examination of major approaches to performance improvement in contemporary healthcare systems.  H P A 551 Quality Improvement in Healthcare (3)The goal of this course is to provide students with requisite knowledge and skills for managing quality improvement and patient safety efforts in health care organizations. The various perspectives on the challenges of providing safe and reliable health services are covered. Operational approaches to quality improvement adapted from industry are examined and practiced in cases and exercises. Students learn to identify key aspects of systems and work flows. They employ currently used analytic tools to analyze quality-related systems problems and identify potential solutions. Finally, the course will assist students in improving management skills in the affective realm. Specifically, excellent performance in this competency realm will be demonstrated through: (a) persuasive written and verbal communication skills; (b) the ability to facilitate group problem solving in a situation that includes conflict; and (c) the ability to effectively navigate difficult conversations. The teaching and learning methods used in the course will include lectures by the instructor (usually brief), briefings by students, discussion, role play and other structured active learning exercises. Weekly class process reflections will be used fro improvement purposes. The class serves as part of the culmination of the professional master's degree program. It is also appropriate as an elective course for students in master's and doctoral programs who are interested in research and applications in quality improvement in health care.","3 Credits"
"Health Policy and Administration (HPA)","HPA 556","Strategy Development in Health Services Organization","Integration of prior course work in the program to develop a strategic plan for a health services organization.","3 Credits"
"Health Policy and Administration (HPA)","HPA 561","Introduction to Research Design in Health Services Research","Review and critical analysis of state-of-the-art health services research methods.","3 Credits"
"Health Policy and Administration (HPA)","HPA 562","Economics Applications in Health Services Research","Application of theoretical and empirical tools of microeconomics to issues in health services utilization and delivery.","3 Credits"
"Health Policy and Administration (HPA)","HPA 563","Organizational Studies in Health Services Research","Applications of theoretical and empirical tools of organizational studies in the delivery of health care.","3 Credits"
"Health Policy and Administration (HPA)","HPA 564","Research Methods in Health Services Research","Introduction to regression models in health services research, including violations and tests of model assumptions and solutions for those violations.HPA 564Research Methods in Health Services Research (3)This course is the initial course on health services research methods for master's of science and doctoral students in the Department of Health Policy and Administration. In the context of the typical types of data used by health services researchers, students are introduced to the basic linear regression models that are fundamental for understanding more complex modeling of health care data. The course also reviews common data problems in health services research, including heteroskedasticity, serial and auto-correlation, and limited dependent variables. The objectives of the course are:to help students understand the theoretical and practical aspects of applying linear regression models to health care data;to help students understand the typical ways in which health care data often lead to violations of the assumptions of linear regression to develop students' knowledge and skills in being able to use statistical models to test for and correct health data for heteroskedasticity, serial and autocorrelationto introduce students to binary response models that are ubiquitous in health services research.","3 Credits"
"Health Policy and Administration (HPA)","HPA 566","Advanced Methods in Health Services Research I","Advanced topics course focusing on extensions of the ordinary least squares regression model and nonlinear methods in health services research.  H P A 566 Advanced Methods in Health Services Research IThe objectives of this course are to help students identify problems that may arise in health services research data, understand methods designed to address such problems, and apply those methods to problems that they encounter in their empirical work. This course is part of the methods core in the HPA doctoral curriculum, and builds from students' introduction to research methods which is a pre-requisite course. Students should have a strong foundation in statistical and research methods prior to taking H P A 566. After completing the course, students should be prepared for the beginning stages of data analysis for a thesis and for further advanced level study in health services research methods. Evaluation is based on homework and examinations.","3 Credits"
"Health Policy and Administration (HPA)","HPA 567","Advanced Methods in Health Services Research II","Application of advanced methods to health services research topics focused on empirical approaches to causal inference in nonexperimental data.HPA 567Advanced Methods in Health Services Research II (3) The main theme of the course will be estimating causal effects using non-experimental data in health services research. These general topics, and the associated estimation methods, often go by other names; in economics they are referred to as ""identification strategies,"" while in other disciplines they are sometimes labeled ""quasi-experimental research designs."" Causal inference is one of the main issues to confront in conducting health services research. Devising empirical strategies that increase the likelihood that estimates have a causal interpretation is one of the primary objectives of health services researchers. The course will have a distinctively applied bent. The goal will be to survey as many estimation strategies as possible, with particular emphasis placed on those most commonly used by empirical researchers. The objectives will be to understand the strengths and weaknesses of the various approaches, the assumptions they require, and how they have been used in practice.","3 Credits"
"Health Policy and Administration (HPA)","HPA 580","Seminar in Innovation and Research Formulation","The goal of this course is for students to gain experience in the process of innovation and research formulation that is necessary for successful completion of the doctoral dissertation and for future research in the fields of health economics, health services research, population health, and health policy. Students will learn how to critically assess emerging research in these fields and define their own research questions by focusing on study significance, innovation, research design, impact, and limitations. An emphasis will be placed on identifying promising lines of research, as opposed to individual projects, and on determining strategies for optimizing research output and impact.","3 Credits"
"Health Policy and Administration (HPA)","HPA 590","Colloquium","Introduction to the field of health services research.","1-3 Credits/Maximum of 3"
"Health Policy and Administration (HPA)","HPA 595","Internship","Supervised off-campus, nongroup instruction, including field experiences, practicums, or internships.  Written and oral critique of activity required.","1-18 Credits/Maximum of 18"
"Health Policy and Administration (HPA)","HPA 596","Individual Studies","Creative projects, including nonthesis research, which are supervised on an individual basis and which fall outside the scope of formal courses.","1-9 Credits/Maximum of 9"
"Health Policy and Administration (HPA)","HPA 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently.","1-9 Credits/Maximum of 9"
"Health Policy and Administration (HPA)","HPA 600","Thesis Research","NO DESCRIPTION.","1-15 Credits/Maximum of 999"
"Health Policy and Administration (HPA)","HPA 601","Ph.D. Dissertation Full-Time","NO DESCRIPTION.","0 Credits/Maximum of 999"
"Health Policy and Administration (HPA)","HPA 602","Supervised Experience in College Teaching","Supervised and graded teaching experience in selected undergraduate Health Policy and Administration courses.","1-3 Credits/Maximum of 3"
"Health Policy and Administration (HPA)","HPA 610","Thesis Research Off-Campus","NO DESCRIPTION.","1-15 Credits/Maximum of 999"
"Health Policy and Administration (HPA)","HPA 611","Ph.D. Dissertation Part-Time","NO DESCRIPTION.","0 Credits/Maximum of 999"
"Health Policy and Administration (HPA)","HPA 800","Ethics in Health Services Organizations","This course is designed to examine the theories and frameworks that underlie the influence of values and ethics (personal, professional, organizational, and social) on leadership practices in healthcare organizations, and to challenge students to examine their own ethical assumptions. The primary emphasis of this course is on the values held by individuals and their impact on the administrative problem-solving processes. Values conflicts will be explored in the context of individual values clashes with the broader organizational and social values held by healthcare organizations. Students will be exposed to a broad range of theoretical literature on values and ethics, but the primary focus of this course is on the development of practical leadership knowledge and skill that will lead to more reflective, intelligent, and principled practices. The primary course goal is to provide students with the tools to be more effective when confronting issues that have ethical implications in their own organizations. Using case studies and interactive discussions, this course will examine the ethical decision-making process and confront the ethical challenges that healthcare leaders will face.","3 Credits"
"Health Policy and Administration (HPA)","HPA 805","Change Leadership in Health Services Organizations","Exploration of diagnostic and intervention strategies employed in planned change in health services organizations and programs.","3 Credits"
"Health Policy and Administration (HPA)","HPA 806","Project Management in Health Services Organizations","The project management framework of this course will allow students to enhance previously attained competencies and acquire advanced skills while addressing ever-evolving project management challenges specific to the health care services organizations. The assignments will focus on enterprise-wide thinking while engaging in cross-functional relationships as they work to meet project goals. Students will continue to layer and build previously developed competencies in finance, operations, leadership, human resources, law, marketing, and organization behavior specific to the health care services industry. In order to explore multiple perspectives, students will rotate into various executive roles as well as project manager and receive feedback on their performance. The course structure will give each student an opportunity to reflect on choices, assess progress to goals, and evaluate successes and failures in a supportive environment while striving for continual performance improvement within the project.","3 Credits"
"Health Policy and Administration (HPA)","HPA 807","Quality and Safety in Health Services Organizations","This course is designed to provide students with the requisite knowledge and skills for leading quality improvement and population health management efforts in health services organizations. The various perspectives on the challenges of providing safe and reliable health services are covered. Population health will focus on the identification and stratification of populations at risk; evidence-based care, care coordination, patient and community engagement and data analytics and reporting of outcomes. Operational approaches to quality improvement adapted from within health care and other industries are examined and applied. Students will employ currently used analytic tools to investigate systems problems and to identify potential solutions.","3 Credits"
