"course_code","course_name","course_level","course_hours","course_description"
"HIST 525","History of Modern China","Graduate","3 Hours","Provides an overview of Chinese history with an emphasis on major events since the mid-19th century, placed in a broad context of the important political, economic, social, and diplomatic events in China's historic past."
"HIST 526","History of Modern Japan","Graduate","3 Hours","Provides an overview of Japanese history with an emphasis on major events since the mid-19th century, placed in a broad context of the important political, economic, social, and diplomatic events in Japan's historic past."
"HIST 558","United States Cultural History 1819-1893","Graduate","3 Hours","Examines the cultural panics about identity and sensibility produced by capitalism, slavery, and war in the nineteenth-century United States."
"HIST 575","Hollywood and History","Graduate","3 Hours","Examines twentieth century American culture, politics and society through film. It explores the relationship between film and history, using films as primary sources for understanding the past and it examines how film is used in teaching history."
"HIST 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HIST 600","Cultural Resource Management","Graduate","3 Hours","PR: Consent. Explores principles and practices of managing cultural and material historic resources, with an overview of best practices, federal requirements, and fundamental skills expected of the practitioner."
"HIST 605","Historical Administration and Governance","Graduate","3 Hours","Exploration of professional standards, governance, grant writing, and financial sustainability for leadership roles in historical societies, archives, museums, and other cultural agencies that collect and preserve historical material. Through examination of institutional histories, students will compare models for shaping institutional policy, procedures, planning, and visioning."
"HIST 609","Field Methods in Historic Preservation","Graduate","3 Hours","Outlines professional historic preservation fundamentals associated with inquiry, documentation and analysis. A variety of research approaches expose students to both primary and secondary sources that are typically utilized when conducting reconnaissance or intensive level historic surveys or in preparing HABS/HAER or NRHP documentation."
"HIST 610","Historic Site Interpretation","Graduate","3 Hours","Introduction to the craft of historic site interpretation. Readings, lectures, and field trips will explore current issues, approaches to developing meaningful experiences for visitors, and the transmission of culture through historic places."
"HIST 611","Archival Management","Graduate","3 Hours","PR:HIST 412. Principles and practices of archival work within a laboratory context. Includes lectures and selected readings illustrated by holdings and policies of West Virginia and Regional History Collection of the WVU Library."
"HIST 613","Local History Research Methodology","Graduate","3 Hours","Emphasis on research methods applicable to any locality; includes legal records, oral records, secondary sources, photographs, maps, and government documents."
"HIST 614","Internship in Public History","Graduate","1-6 Hours","PR: Consent. A professional internship at a historical agency. Supervision is exercised by history department faculty and the host agency. Written and oral research report required. (Grading may be  P/F.)."
"HIST 615","Museum Studies","Graduate","3 Hours","Introduction to museum management and curation of collections of historic or archaeological significance. Students will learn the basic skills necessary to work with and use museum collections."
"HIST 620","Practicum in Cultural Resource Management","Graduate","3 Hours","Professional placement or scholarly research project designed to be the capstone experience for students in the CRM graduate certificate program. Placement is tailored to the area of student interest."
"HIST 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"HIST 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HIST 697","Research","Graduate","1-9 Hours","PR: Consent. Research activities leading to a thesis, problem report, research paper, or equivalent scholarly project, or dissertation. (Grading may be S/U.)."
"HIST 700","Historiography","Graduate","3 Hours","Core course for entering graduate students: critical survey of important contemporary approaches to history writing, methodological practices, and current issues in the field."
"HIST 701","Readings in Medieval History","Graduate","3-6 Hours","Examination of the literature, bibliography, sources, and research methods on selected problems in medieval history, using discussion and written reports on assigned readings. (May be repeated for a maximum of 6 hours.)."
"HIST 702","Seminar in Medieval History","Graduate","3 Hours","PR:HIST 701; (Reading knowledge of Latin and a modern European language strongly recommended.)  Directed examination of bibliographic sources and historiographical issues on selected aspects of the Middle Ages, leading to preparation of a research paper based on primary sources."
"HIST 705","Readings in Early Modern History 3 Hr","Graduate","3 Hours","Directed readings on selected major historiographical themes in European history relating to the period from the Renaissance to the French Revolution."
"HIST 706","Seminar in Early Modern History","Graduate","3 Hours","Research and writing of an article-length paper based on extensive and/or in-depth analysis of early modern primary sources.  Class presentations and discussions of colleagues' work."
"HIST 707","War and Society in a Transnational Context","Graduate","3 Hours","The course examines the broad theme of War and Society in a transnational context from the late 1600s to Cold War. The course is designed to help graduate students establish a foundation for further research, to provide opportunities to strengthen their command of European history as a teaching field and to enhance their ability to think comparatively about historical topics."
"HIST 717","Readings In Modern European History","Graduate","3 Hours","The object of this course is to familiarize graduate students with the main themes and approaches in the historiography of Modern Europe from the Enlightenment to the end of the twentieth century. (May be repeated once.)."
"HIST 718","Seminar in Modern European History","Graduate","3 Hours","A research seminar in selected topics in modern European history. One major paper and extensive reading based on available source material is required. A reading knowledge of the appropriate language is required, if applicable."
"HIST 721","Readings in Asian History","Graduate","3 Hours","Intensive readings in the history of East Asia (especially China and Japan) since the nineteenth century; students should normally have had HIST 425 and 426, or their equivalents; reviews, as well as bibliographical and historiographical essays, required. (May be repeated once.)."
"HIST 725","Readings in African History","Graduate","3 Hours","This course will normally focus on readings and discussion on problems in the history of pre-colonial Africa, the major works in African history, and recent interpretations in the field. (May be repeated once.)."
"HIST 726","Seminar in African History","Graduate","3 Hours","The seminar will normally focus on eastern Africa in the colonial period. Location and use of source materials will be emphasized as well as economic and political developments. Students will spend considerable time in research and writing on selected aspects of eastern African history. (May be repeated once.)."
"HIST 729","Readings in Latin American History","Graduate","3 Hours","Critical examination of selected sources and topics for understanding and interpreting Latin American history. (May be repeated once.)."
"HIST 731","Readings In American History: 1585-1763","Graduate","3 Hours","Supervised readings and reports designed to prepare students for intensive study in a seminar or for field examinations in colonial American history. (May be repeated once.)."
"HIST 732","Seminar in American History: 1585-1763","Graduate","3 Hours","PR:HIST 331or consent.  Directed research on colonial American history, using original and secondary materials. (May be repeated once.)."
"HIST 750","Public History Methods","Graduate","3 Hours","This course provides the foundations of public history as students examine approaches to historical interpretation for public audiences. Topics will include client-driven research, commemoration, and cultural heritage tourism."
"HIST 757","Readings in United States History: 1787-1850","Graduate","3 Hours","Critical examination of major works and themes on the political, economic, social, and legal formation of the nation. (May be repeated once.) (Alternate years.)."
"HIST 758","Seminar in United States History: 1787-1850","Graduate","3 Hours","Directed research in early United States history. Research will include primary and secondary sources. (May be repeated once.)  (Alternate years.)."
"HIST 759","Readings in United States History: 1840-1898","Graduate","3 Hours","Survey of interpretative literature on Sectionalism, Civil War, Reconstruction and Gilded Age. Assignments are both oral and written reports on assigned readings and a critical essay on some aspect of American historiography for this period."
"HIST 760","Seminar in United States History: 1850-1898","Graduate","3 Hours","Directed research in mid-and late 19th century American history, including guidance in methods of research and manuscript preparation. (May be repeated once.)."
"HIST 763","Readings in United States History: 1898-Present","Graduate","3 Hours","Readings and class-led discussion of one paperback book per week, and preparation of a paper based on these books and the class discussion of them. (Course may be repeated for credit.)."
"HIST 764","Seminar in United States History: 1898-Present","Graduate","3 Hours","Directed research in recent American history including guidance in methods of research and manuscript preparation. May be repeated once."
"HIST 765","Readings in United States Diplomatic History","Graduate","3 Hours","Readings in U.S. Diplomatic History with an emphasis on the 20th century."
"HIST 766","Seminar in United States Diplomatic History","Graduate","3 Hours","Directed research in the history of U.S. foreign policy with emphasis on 20th century including guidance in methods of research and manuscript preparation."
"HIST 773","Readings in Appalachian Regional History","Graduate","3 Hours","A course for graduate students and seniors in the history of West Virginia and neighboring states, which form what is known as the Trans-Allegheny or Upper Ohio region. (May be repeated once.)."
"HIST 774","Seminar in Appalachian Regional History","Graduate","3 Hours","A seminar for graduate students in the history of West Virginia and neighboring states, which form what is known as the Trans-Allegheny or Upper Ohio region. (May be repeated once.)."
"HIST 782","Readings in United States Social History","Graduate","3 Hours","The objective of the course is to establish for graduate students usable frames of reference for selected topics in social history by examining the ways in which historians have written about these topics. (Course may be repeated for credit.)."
"HIST 785","Readings in Environmental History","Graduate","3 Hours","Examines broad themes including settlement patterns, attitudes toward nature, the rise of ecological science, and agricultural and industrial practices. Explores historiographical and methodological issues. (May be repeated once.) (Alternate years.)."
"HIST 786","Seminar in Environmental History","Graduate","3 Hours","Directed research involving primary and secondary sources. Will focus on regional case studies and examination of broad intellectual and policy themes. (May be repeated once.) (Alternate years.)."
"HIST 787","Readings in World History","Graduate","3 Hours","Core course for teaching concentration in world history;  review of selected exemplary and recent readings in world history; evaluation of textbooks and teaching materials; composition of syllabi, lectures, and assignments."
"HIST 789","Teaching History Online","Graduate","3 Hours","Designed to provide graduate students with the training to create an online course in History and prepare them to deliver it. Through class discussions and meetings with the instructor, students will be exposed to software tools to implement sound pedagogical practice online, different approaches to online instruction, and standards guiding online teaching in Higher Education. (Grading will be P/F)."
"HIST 790","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practices in college teaching of history. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibilities. It will also present a mechanism for students not on assistantships to gain teaching experience. (Grading will be P/F.)."
"HIST 791","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"HIST 792","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"HIST 793","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HIST 795","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"HIST 796","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"HIST 797","Research","Graduate","1-9 Hours","PR: Consent.  Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or dissertation. (Grading may be S/U.)."
"HIST 900","Professional Development","Graduate","1-6 Hours","Professional development courses provide skill renewal or enhancement in a professional field or content area (e.g., education, community health, geology). The continuing education courses are graded on a pass/fail grading scale and do not apply as graduate credit toward a degree program."
"HIST 930","Professional Development","Graduate","1-6 Hours","Professional development courses provide skill renewal or enhancement in a professional field or content area (e.g., education, community health, geology). These tuition-waived continuing education courses are graded on pass/fail grading scale and do not apply as graduate credit toward a degree program."
"HMBA 600","Healthcare Business Essentials","Graduate","3 Hours","The Healthcare MBA Essentials course introduces students to the functional areas of business delivered with a healthcare lens. Students will be exposed to cases, assignments and real-world applications of the business of healthcare."
"HMBA 611","Healthcare: Management Information Systems","Graduate","3 Hours","PR: Admission to HMBA program or instructor approval. This course will cover three critical areas of the Healthcare Information Systems: fundamental technologies, management strategies related to economic drivers and legal themes, and current and new issues of healthcare information technology (HIT)."
"HMBA 612","Healthcare - Managerial and Team Skills","Graduate","3 Hours","This course introduces, develops and enhances managerial skills for complex health care organizations. The class will explore managerial philosophies, one's own managerial style, and the dynamics of working in groups and teams in health care settings."
"HMBA 621","Healthcare Analytics","Graduate","3 Hours","PR: Admission into Healthcare MBA or instructor permission. This course develops student skills in data-driven, fact-based decision-making to support critical evaluation of business reports, research proposals, and other studies relying on business research. The course provides a basic understanding of reading and conducting empirical research in a healthcare setting."
"HMBA 622","Healthcare Finance- Reporting and Analysis","Graduate","3 Hours","PR: Admission to HMBA program or instructor permission. Course includes: Development and preparation of financial statements- balance sheet, income statement and statement of cash flows. Investigation of the underlying conceptual/theoretical foundation of accounting information. Analysis of business transactions and their effect on financial statements. Analysis of financial statements as a basis for decision making. Analysis of the association between accounting information and company valuation."
"HMBA 626","Health Economics","Graduate","3 Hours","PR: Recommended familiarity with Microeconomics and Statistics/Econometrics. Analyzes and evaluates critical questions in health, health care, and health care policy using economic theory and tools. Topics covered include: the demand for health and health care; economic approaches to studying healthy and risky behaviors; the economic causes and correlates of risky health behaviors and health disparities; the design and incentive structures of health care policy."
"HMBA 633","Healthcare Leadership & Cultural Competency","Graduate","3 Hours","PR: Must be enrolled in Healthcare MBA. This course is designed to develop cultural competencies in leaders to drive diversity as a core component of excellence in Healthcare. Diversity, equity, and inclusion in healthcare settings, especially in leadership roles, is emphasized. The course also focuses on the personal development of students as future healthcare leaders and managers."
"HMBA 634","Healthcare Services Marketing","Graduate","3 Hours","This course will focus on delivering value to patients and providing excellent quality and services in terms of both healthcare outcomes and patient/customer experience."
"HMBA 638","Healthcare Supply Chain Management","Graduate","3 Hours","The purpose of this course is to provide a solid foundation of key topics and tools of supply chain operations and on how they relate to business success. We will discuss analytical tools, major concepts, and contemporary techniques necessary to solve or be conversant about supply chain issues at the strategic and tactical levels."
"HMBA 656","Law and Medicine","Graduate","3 Hours","An introduction to the American legal system and theories that apply to the American healthcare system and the practice of medicine."
"HMBA 661","Healthcare Innovation and Commercialization","Graduate","3 Hours","PR:HMBA 622. This course will dive into the world of entrepreneurship, specifically focusing on healthcare and life science-based companies. We will spend a majority of the course walking through the business model canvas and learning the lean launch methodology approach to entrepreneurship. These processes and tools are well tested and have demonstrated success."
"HMBA 693","Special Topics","Graduate","1-6 Hours","PR: Consent. Study of advanced topics that are not covered in regularly scheduled courses."
"HN&F 505","Dietetic Supervised Practice 1","Graduate","1-3 Hours","PR: Instructor approval and acceptance into the Dietetic Internship is required. This course provides an introduction to supervised practice recognized by the Accreditation Council on Education for Nutrition & Dietetics (ACEND) at WVU. Practicum preceptors, sites and intern obligations will be reviewed. Interns will be required to develop social media portfolio to document their supervised practice experience."
"HN&F 512","Maternal and Child Nutrition","Graduate","3 Hours","PR: Consent. Physiological changes and nutritional requirements during pregnancy and lactation. Effects of growth and development on nutritional requirements during infancy, childhood and adolescence."
"HN&F 548","Science of Food Preparation","Graduate","3 Hours","PR: Corequisite of HN&F 548L. This graduate level course aims to develop in students an appreciation of food systems as complex biological and chemical materials by integrating biochemical principles into scientific theories and concepts related to food preparation. This course will challenge their understanding of ingredients and cooking methods and how these impact the nutritional and sensory properties of food."
"HN&F 548L","Science of Food Preparation Laboratory","Graduate","0 Hours","PR: Corequisite of HN&F 548. This graduate level course aims to develop in students an appreciation of food systems as complex biological and chemical materials by integrating biochemical principles into scientific theories and concepts related to food preparation. This course will challenge their understanding of ingredients and cooking methods and how these impact the nutritional and sensory properties of food."
"HN&F 590","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of human nutrition and foods. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain teaching experience. (Grading will be S/U.)."
"HN&F 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"HN&F 592","Directed Study","Graduate","1-6 Hours","Directed study, reading and/or research."
"HN&F 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HN&F 610","Nutrition and Fitness","Graduate","3 Hours","PR: HN&F 171 or equivalent.  Upon completion of this course the student will understand the physiological and metabolic changes that occur during physical activity and the ways in which those changes alter nutritional requirements."
"HN&F 614","Nutrition/Disease Prevention","Graduate","3 Hours","This graduate level course covers the role of nutrition in the pathophysiology of chronic diseases, critical analysis, and translation of research into dietary recommendations for the prevention/treatment of chronic diseases."
"HN&F 670","Human Nutrition Concepts and Application","Graduate","3 Hours","PR: HN&F 460 or equivalent, and consent.  Critical study of the nutrient evaluation methods and the nutrient requirements of the human in health and disease, and scope of its application."
"HN&F 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"HN&F 692","Directed Study","Graduate","1-6 Hours","Directed study, reading, and/or research."
"HN&F 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HN&F 695","Independent Study","Graduate","1-9 Hours","Faculty supervised study of topics not available through regular course offerings."
"HN&F 696","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"HN&F 697","Research","Graduate","1-9 Hours","PR: Consent.  Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"HN&F 699","Graduate Colloquium","Graduate","1-6 Hours","PR: Consent. For graduate students not seeking coursework credit but who wish to meet residency requirements, use the University's facilities, and participate in its academic and cultural programs. NOTE: Graduate students who are not actively involved in coursework or research are entitled, through enrollment in their department's 699/799 Graduate Colloquium, to consult with graduate faculty, participate in both formal and informal academic activities sponsored by their program, and retain all of the rights and privileges of duly enrolled students. Grading is P/F; colloquium credit may not be counted against credit requirements for masters programs. Registration for one credit of 699/799 graduate colloquium satisfies the University requirement of registration in the semester in which graduation occurs."
"HN&F 900","Professional Development","Graduate","1-6 Hours","Professional development courses provide skill renewal or enhancement in a professional field or content area (e.g. education, community health, geology). These continuing education courses are graded on a pass/fail grading scale and do not apply as graduate credit toward a degree program."
"HN&F 930","Professional Development","Graduate","1-6 Hours","Professional development courses provide skill renewal or enhancement in a professional field or content area (e.g. education, community health, geology).  These tuition-waived continuing education courses are graded on a pass/fail grading scale and do not apply as graduate credit toward a degree program."
"HORT 590","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of Horticulture. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It will also present a mechanism for students not on assistantships to gain teaching experience.  (Grading will be S/U.)."
"HORT 692","Directed Study","Graduate","1-6 Hours",""
"HORT 791","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"HORT 793","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HORT 796","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"HORT 797","Research","Graduate","1-9 Hours","PR: Consent.  Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading may be S/U.)."
"HPML 502","U","Graduate","S Healthcare Organization and Delivery  3 Hours","This course introduces graduate students to critical concepts in the organization and delivery of healthcare services in the United States."
"HPML 510","Health Economics","Graduate","3 Hours","This course focuses on how various incentives impact individual and organizations’ health-related behaviors and decisions. It covers topics relevant for health services administration students through the lens of a microeconomic perspective, supply and demand of health care services, and health insurance."
"HPML 520","Health Administration and Operations Management","Graduate","3 Hours","Introduction to elements of organizational planning, management, and structure which create a resilient, learning public health organization. Effective public health organizational leaders understand how to provide trade-offs between efficiency, security, and equity, in a manner to optimize organizational value. This course provides an overview of human resources management, strategic planning, and operations planning to develop responsive and yet robust organizations."
"HPML 522","Introduction to Data Analytics for Health Administrators","Graduate","3 Hours","This course provides an overview of health information systems -e.g., electronic health records-, health data, and analytical tools used to inform decision making in health services management. The focus is on (i) the use of Epic, Excel and Tableau to conduct analyses needed by health administrators and (ii) interpret data from descriptive and inferential statistics to answer managerial questions."
"HPML 523","Healthcare Finance","Graduate","3 Hours","This course provides an overview of the financial management of healthcare organizations."
"HPML 555","Health Services Project Management","Graduate","3 Hours","Introduces the fundamentals of project management with an emphasis on the healthcare environment. Common project management tools and techniques that can be used throughout the project lifecycle to promote projects that are finished on time, within budget, and within scope are introduced. The critical importance of stakeholder management and tailoring leadership styles to project characteristics are discussed at length."
"HPML 556","Managerial Epidemiology & Strategy","Graduate","3 Hours","Introduction to the principles and tools of epidemiology as applied in the field of health care administration. Specific emphasis on strategic planning and management of health service organizations."
"HPML 575","Health Insurance & Revenue Cycle","Graduate","3 Hours","This course explores health insurance reimbursement, with a focus on value-based payments, and revenue cycle in the health sector. It provides an overview of health insurance, prospective payment models, managed care, and how claims are managed. With this course, students gain an appreciation for the complexity of the health services reimbursement processes and their impact on patients and providers."
"HPML 582","Managing Quality Improvement in Healthcare","Graduate","3 Hours","Introduces students to the latest healthcare quality and patient safety improvement thinking through didactic sessions, interactive exercises and case studies with direct relevance for public health practitioners, healthcare administrators or clinicians. Examines healthcare quality and patient safety from a strategic viewpoint to make healthcare administrators effective decision makers. Provides students necessary theoretical knowledge to obtain a Six Sigma green belt."
"HPML 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HPML 596","Graduate Seminar","Graduate","1-3 Hours","PR: Consent.   Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"HPML 601","Health Policy, Law, and Ethics","Graduate","3 Hours","This course delves into health policy, law, and ethics within the US health services system. It provides an examination of the formulation, implementation, and assessment of health policy, elucidating the relationship between policy, public health, and health services delivery. The course examines the legal frameworks underpinning health services administration while exploring ethical dimensions that govern decision-making and address disparities."
"HPML 622","Analytic Methods for Health Policy, Management, and Leadership","Graduate","3 Hours","Students acquire a foundation in essential evaluation approaches and methods needed as professionals in health policy, management, and leadership including policy analysis, health services research, program evaluation, and decision analysis."
"HPML 624","Advanced Issue Analysis for Health Policy","Graduate","3 Hours","PR:HPML 601. Advanced study of the policy making process, breaking down essential components in the agenda-setting phase including problematization, claims making, policy framing theories, and media analysis. Students gain knowledge and experience in planning, executing and evaluating an agenda-setting campaign including media and policymaking components related to the social determinants of health."
"HPML 626","Internship","Graduate","1 Hour","The internship provides students the opportunity to develop their practical skills and  professional competencies by applying the knowledge and techniques gained from their MHA courses in a health organization or similar."
"HPML 629","Tools for Health Policy and Management Communication","Graduate","2 Hours","PR:HPML 601. Students are provided with a set of tools utilized to analyze, predict, and communicate a variety of policy and management related tasks."
"HPML 650","Professional Issues in Health Administration: Health Policy","Graduate","1 Hour","This survey course examines foundational factors that influence and drive US public health policies. Further, this course will review the formation, implementation, and evaluation stages of policy from the past two decades."
"HPML 652","Professional Issues in Health Administration: Law and Ethics","Graduate","1 Hour","This survey course examines modern legal and ethical issues in public health. This course also examines the foundational public health practices as it relates to US law, ethics, healthcare systems, and patients."
"HPML 653","Professional Issues in Health Administration: Talent and Culture","Graduate","1 Hour","PR: Students must have completed all required core courses to fulfill the MHA degree requirements or consent. This course provides an overview of the current professional issues in management, strategic planning, and operations planning to develop responsive and robust organizations."
"HPML 654","Professional Issues in Health Administration: Health Information and Management Systems","Graduate","1 Hour","PR: Students must have completed all required core courses to fulfill the MHA degree requirements or consent. This course examines key contemporary issues and innovations in US health information and management systems to provide students with practical knowledge about the technological tools that healthcare leaders need to make informed decisions about the improvement the quality, cost, and health outcomes."
"HPML 659","Comprehensive Experience in Healthcare Management","Graduate","3 Hours","PR: Students must have completed all required core courses to fulfill the MHA degree requirements or consent. This course provides students the opportunity to demonstrate their command of the Master of Health Administration’s core competencies through a culminating project. Additionally, this course requires students to independently synthesize and apply methods, concepts, skills and knowledge gained in previous coursework to develop, prepare, and present a substantive SWOT analysis."
"HPML 660","Methods for Health Services Research 1","Graduate","3 Hours","PR: BIOS 601 andHPML 622.  Students acquire proficiency in health services research methodologies used to assess how health care services are organized, financed, assessed and delivered, and how these arrangements affect health care quality and outcomes, and population health."
"HPML 661","Health Services Research Informatics","Graduate","3 Hours","This course provides students with the applied practical understanding of and skills needed to access and use health care information systems used in performing health services research analysis."
"HPML 670","Policy Analysis for Population Health 1","Graduate","3 Hours","PR: BIOS 601 andHPML 601andHPML 622.  This course provides students an intermediate understanding of policy analysis approaches during the formation, implementation, and outcome stages of a policy's lifespan. A wide variety of healthcare and public health policies will be analyzed."
"HPML 671","Population Health Policy Analysis Informatics 1","Graduate","3 Hours","PR: BIOS 601 andHPML 601andHPML 622.  This course provides students with the applied practical understanding of and skills needed to access and use public health and policy information systems used in performing health policy analysis."
"HPML 672","Global Health Policy","Graduate","3 Hours","Using a health equity and social justice perspective, students will examine the major health issues facing the global health community, including health disparities, and the international institutions and policies developed to address these global health challenges."
"HPML 675","Healthcare and Insurance Policy: Medicaid, Medicare, and the Affordable Care Act","Graduate","3 Hours","Students will attain a thorough understanding of Medicaid, Medicare, and other healthcare delivery systems in the United States, with special attention paid to issues of Federalism, financing, and the political nature of health insurance delivery systems. The massive Patient Protection and Affordable Care Act legislation and its effect on the healthcare system in the United States will also be examined."
"HPML 680","Performance and Economic Evaluation for Public Health","Graduate","3 Hours","This course presents methods to demonstrate the business merit and worth of public health programs or policies.  These commonly used techniques include measuring business performance, developing business case arguments, and performing economic evaluations."
"HPML 681","Applied Health Care Leadership","Graduate","3 Hours","An exploration of topics related to the theory and practice of leadership and activities designed to develop effective leadership skills that can be applied in both the healthcare management profession and society in general."
"HPML 683","Ethical Leadership in Public Health","Graduate","3 Hours","Students will explore contemporary theory on both leadership and ethics and apply these to Public Health service."
"HPML 684","Foundations of Healthcare Leadership","Graduate","3 Hours","PR: Instructor permission and open only to approved clinicians. Designed specifically for physician leaders, this course addresses foundational principles of healthcare leadership and management. The course introduces core concepts and competencies critical to successfully advancing organizational mission and goals and being an effective leader."
"HPML 690","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of health policy, management, and leadership. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It also provides a mechanism for students not on assistantships to gain teaching experience. (Grading will be S/U.)."
"HPML 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent.   Investigation in advanced topics that are not covered in regularly scheduled courses."
"HPML 693","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"HPML 695","Independent Study","Graduate","1-9 Hours","Faculty-supervised study of topics not available through regular course offerings."
"HPML 696","Graduate Seminar","Graduate","1-3 Hours","PR: Consent.   Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her program."
"HPML 697","Research","Graduate","1-9 Hours","HPML 697. Research. 1-15 hr. PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading is S/U.)."
"HPML 790","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of health policy, management, and leadership. Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility. It also provides a mechanism for students not on assistantships to gain teaching experience. (Grading will be S/U.)."
"HPML 797","Research","Graduate","1-9 Hours","HPML 797. Research. 1-15 hr. PR: Consent. Research activities leading to thesis, problem report, research paper or equivalent scholarly project, or a dissertation. (Grading is S/U.)."
"HRL 503","Performance Management Systems & Strategies","Graduate","3 Hours","This course presents a broad overview of theories, research, and practices as they relate to the development of individual employees within organizations. Drawing upon research in management and organizational psychology, this course provides students with the knowledge to strategically create and manage a performance management system."
"HRL 510","Recruitment, Assessment, and Selection","Graduate","3 Hours","This course focuses on theoretical, practical, and legal issues involved in talent acquisitions in organizations. Topics covered include legal compliance, sourcing, selection processes, selection measures, job analysis, and manpower planning."
"HRL 551","Human Resource Development","Graduate","3 Hours","The purpose of this course is to understand and apply, through theory and practice, an organization’s training and organization development functions and processes. In short, this course well-covers the theory and scholarship surrounding the learning-teaching experience, as well as the “how-to” aspect of serving as a strategic leader and partner in organizational development and training within an organization."
"HRL 593","Special Topics","Graduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"HRL 595","Independent Study","Graduate","1-9 Hours","Faculty-supervised study, reading, or research."
"HRMG 505","Labor and Employment Law","Graduate","3 Hours","This course will provide a basic overview of employment law as it relates to day-to-day hiring and firing practices. You will be guided through the entire employer-employee relationship—from the initial decision to fill a position to the ultimate decision to terminate the employer-employee relationship."
"HRMG 506","Performance Management","Graduate","3 Hours","Development of individual employees in an organization; performance evaluation, discipline of problem employees, identifying training needs, and design and delivery of training programs."
"HRMG 507","Negotiation and Conflict Resolution","Graduate","3 Hours","This course is designed to build your understanding, skill, and confidence so that you achieve better outcomes for your negotiations and conflicts at work, large and small."
"HRMG 508","Organizational Change and Renewal","Graduate","3 Hours","Organizational evolution as a result of multiple change process, including employee involvement, empowerment, high performance organizations, process consulting, and goal setting. Emphasis on organizational and union relationships."
"HRMG 509","Talent Acquisition","Graduate","3 Hours","This course focuses on the management of employee staffing and selection. Topics covered include legal compliance, sourcing, selection processes, selection measures, job analysis for manpower planning selection criteria, and management of the workforce flow."
"HRMG 515","Business and Human Resource Integration","Graduate","3 Hours","PR: Enrollment in the MSHRM program or permission of the instructor. Bridges the gap for the Human Resource (HR) Professional between functional HR knowledge and other key general management skills such as financial, accounting, and operations functions of an organization."
"HRMG 522","International Industrial Relations","Graduate","3 Hours","Analyzes the human resource and labor relations practices of firms and economies as they relate to the global market; basis of international business, legal/governmental environmental, labor movements, and industrial relations practices."
