"department","code","title","description","credits"
"FINC - Finance (FINC)","FINC 342","Introductory Finance for the Petroleum Ventures Program","Credits 3. 
3 Lecture Hours.Basic principles of corporate finance, investments, financial institutions, and international finance; the Federal Reserve System; interest rates; time value of money; characteristics and valuation of stocks and bonds; securities markets; business organization; capital budgeting analysis. Only one of the following will satisfy the requirements for a degree:FINC 341orFINC 342.Prerequisites:Admission to Petroleum Ventures Program and approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 345","Success Factors in Corporate Finance","Credit 1. 
1 Lecture Hour.Overview of tools and analytical techniques used in corporate finance functions, including analysis and presentation of financial information; one-week immersive experience.Prerequisites:Grade of C or better inFINC 341; admission to corporate finance certificate program or approval of instructor.","Credit 1. 
1 Lecture Hour."
"FINC - Finance (FINC)","FINC 350","Ethics in Financial Decision-Making","Credit 1. 
1 Lecture Hour.Recognition and avoidance of breaches of fiduciary duty in the financial workplace; integration of classical ethical codes of conduct into professional decision-making; analysis and application of practitioner standards of conduct.Prerequisites:Admission to upper division in Mays Business School; FINC majors only.","Credit 1. 
1 Lecture Hour."
"FINC - Finance (FINC)","FINC 351","Investment Analysis","Credits 3. 
3 Lecture Hours.Operation and functions of the organized security exchanges, fundamental security analysis and technical market analysis.Prerequisites:ACCT 327or concurrent enrollment;FINC 210or concurrent enrollment;FINC 341with a grade of C or better;BUSN 203or concurrent enrollment, or APSTAT 301or APSTAT 302or APSTAT 303.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 361","Managerial Finance I","Credits 3. 
3 Lecture Hours.Managerial problems of financial managers; financial analysis, current asset management, capital budgeting and capital structure.Prerequisites:ACCT 327or concurrent enrollment;FINC 210or concurrent enrollment;FINC 341with a grade of C or better;BUSN 203or concurrent enrollment, or APSTAT 301or APSTAT 302or APSTAT 303.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 368","Trade Floor Dynamics","Credits 3. 
3 Lecture Hours.Analysis of trade floor activities and behaviors; organizational and process structure of trade floors; characteristics of trade floors that vary by type of asset traded, trading objectives and contract structure; analysis of operational issues including credit constraints, trade strategies, and regulatory compliance.Prerequisites:FINC 341or concurrent enrollment; admission to Trading, Risk and Investment Program (TRIP).","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 371","Real Estate Decision-Making","Credits 3. 
3 Lecture Hours.Legal, physical and economic characteristics of real estate; overview of real estate market analysis, real estate valuation procedures and real estate production, marketing and financing methods.Prerequisite:FINC 341or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 381","Money and Capital Markets","Credits 3. 
3 Lecture Hours.Role of finance and financial institutions in the money and capital markets in the U.S. including supply of and demand for funds, interest rates and flow of funds analysis.Prerequisite:FINC 341with a grade of C or better.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 409","Survey of Finance Principles","Credits 3. 
3 Lecture Hours.Finance survey for non-business majors; financial markets, the investment banking process, interest rates, financial intermediaries and the banking system, financial instruments, time value of money concepts, security valuation and selection, and international finance. May not be used to satisfy degree requirements for majors in business or agribusiness.Prerequisites:Junior or senior classification; for students other than business and agribusiness.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 422","Applied Investment Analysis","Credits 3. 
3 Lecture Hours.Theoretical and analytical developments in security selection and portfolio management; includes macroeconomic analysis, portfolio theory, and portfolio performance evaluation; concepts applied to the allocation of investments in a student-managed equity portfolio.Prerequisites:Approval of instructor;FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 423","Options and Financial Futures","Credits 3. 
3 Lecture Hours.Valuation of options and financial futures; risk management and hedging applications using options and financial futures; primary focus on stock options, index options, stock index futures, interest rate futures, foreign exchange futures and futures options.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 424","Trading Risk Management","Credits 3. 
3 Lecture Hours.Mid-office risk management strategies using the energy markets as a focus; develops understanding of commodity market behavior, use of forwards and options for risk management, risk management reporting, Greeks and simulation-based VaR analysis.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 425","Active Portfolio Management","Credits 3. 
3 Lecture Hours.Analysis of investment tactics designed to earn abnormal returns; identification and evaluation of active strategies that exploit capital market anomalies and market inefficiencies; portfolio structuring, stock and sector selection, performance measurement, attribution analysis and benchmarks in inefficient markets.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 426","Trading Markets","Credits 3. 
3 Lecture Hours.Issues related to securities trading and securities markets; why and how people trade; the operation, structure and regulation of securities markets; focus on equity markets; comparisons to the markets for derivatives and other securities.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 427","Titans of Investing","Credits 3. 
3 Lecture Hours.Readings from the most influential theorists and practitioners of 20th and 21st century investing; case studies and portfolio sector exercises in an institutional context, based on detailed assessment of global investment risks.Prerequisites:FINC 341orFINC 409, or concurrent enrollment in either course; approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 428","Fixed Income Analysis","Credits 3. 
3 Lecture Hours.Characteristics of fixed income securities including Treasury issues, federal agency issues, corporate and municipal bonds, mortgage-backed and asset-backed securities; institutional features fixed income markets; risks of bond investing; fixed income valuation; term structure; trade strategies; modeling and assessing credit risks; hedging with fixed income derivatives.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 430","Venture Capital Investing","Credits 3. 
3 Lecture Hours.Identification of a venture fund; development of an investment portfolio; development and analysis of venture investments; presentation of investment findings; negotiation and closing of investment deals.Prerequisites:Admission to upper division in Mays Business School and approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 435","Managerial Finance II","Credits 3. 
3 Lecture Hours.Case studies in the administration of the financial affairs of business enterprises; working capital management, capital budgeting, capital structure, and mergers and acquisitions.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 436","Corporate Finance Capstone","Credits 3. 
3 Lecture Hours.Application of interdisciplinary techniques to identify and solve multi-faceted corporate finance problems through use of case studies.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment; admission to corporate finance certificate program or approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 437","Systematic Trading Strategies","Credits 3. 
3 Lecture Hours.Overview of quantitative investing using algorithmic trading for investment management; topics include exploration of collecting and preparing financial trading data, time series analysis, trend systems, momentum and mean reversal, arbitrage, backtesting, order execution, and reporting of risk and performance measures; tools, methods, and trading techniques are taught using the R programming language and using R Studio.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 440","Macro Finance","Credits 3. 
3 Lecture Hours.Recent developments in the nature and causes of financial crises; the role of money; financial liquidity; financial leverage; financial stability regulation; unconventional monetary policy and macroprudential policy.Prerequisites:FINC 351andFINC 361;FINC 381or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 441","Private Equity - Insights, Industry Dynamics and Deal Making","Credits 3. 
3 Lecture Hours.Roles of and interactions between private equity’s main participants, the limited partners (LPs) and the general partners (GPs); history and growth of the private equity (PE) industry; business models of PE firms; performance metrics used by PE professionals; investment strategies of PE firms; study of deal-making, with special focus on leveraged buyout and venture capital funds.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 443","Valuation","Credits 3. 
3 Lecture Hours.Theory and application of various approaches to corporate valuation; measuring and managing the value of companies; principles of value creation; fundamental valuation methodology; application of value creation principles to managerial problems; special cases and complex valuation issues.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 445/IBUS 446","International Finance","Credits 3. 
3 Lecture Hours.International business transactions, balance of payments and exchange rate systems, exchange rate risk and hedging techniques, sources of funding, relation to international financial institutions and capital instruments; foreign direct investment; international asset and liability management.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.Cross Listing:IBUS 446/FINC 445.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 446","Technical Analysis of Financial Markets","Credits 3. 
3 Lecture Hours.Use of price, volume and other non-fundamental, market and behavioral data to analyze and predict security prices; emphasis on pattern recognition and correlation analysis over theory and casual analysis; application of technical analysis as an investment discipline for institutional portfolio management; principles, terminology, techniques and emerging theories of technical analysis.Prerequisites:FINC 351andFINC 361.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 447/ACCT 447","Financial Statement Analysis","Credits 3. 
3 Lecture Hours.Development of an analytical approach to financial statements, integrating relevant finance and accounting concepts and principles; current topics in financial analysis.Prerequisites:Grade of C or better inACCT 327andFINC 341.Cross Listing:ACCT 447/FINC 447.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 448","Advanced Investments","Credits 3. 
3 Lecture Hours.Application of finance theory to complex investment problems; implementation of asset pricing models, portfolio theory and arbitrage strategies; implication of principles of market efficiency and behavioral finance for selection of individual securities and portfolios.Prerequisites:FINC 351andFINC 361.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 449","Financial Modeling","Credits 3. 
3 Lecture Hours.Application of fundamental finance concepts to practical valuation problems and investment decisions; construction of Excel-based financial models in the context of specific situations such as company valuations, leveraged buyout (LBO) investments and mergers and acquisitions (M&As).Prerequisite:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 462","Commercial Bank Management","Credits 3. 
3 Lecture Hours.Problems confronting commercial banks such as development and application of credit standards, decisions on loan applications, liquidity management and profit sensitivity to varying levels of interest rates.Prerequisite:FINC 381or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 463","Seminar in Commercial Banking","Credits 3. 
3 Lecture Hours.Cases and problems on contemporary management challenges and problem-solving techniques in commercial banks.Prerequisite:Junior or senior classification and approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 464","Commercial Credit Analysis","Credits 3. 
3 Lecture Hours.Recognized techniques for assessing the ability and willingness of business firms to service debts as originally agreed; regulatory and ethical requirements for structuring and documenting commercial bank loans to protect interests of shareholders, depositors, and deposit insurers.Prerequisites:Junior or senior classification and approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 465","Seminar in Investment Banking","Credits 3. 
3 Lecture Hours.Cases and problems on fundamentals of valuing publicly and privately held firms, underwriting public and private offerings of debt and equity securities, managing capital market risks, complying with SEC and NASD regulations and managing other financial services commonly offered by investment banks.Prerequisite:Junior or senior classification and approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 466","Wall Street, Investment Banking and the Financial Markets","Credits 3. 
3 Lecture Hours.Experience, first-hand, the major financial markets of the United States; visits to major Wall Street firms, security and commodity exchanges, and other financial institutions.Prerequisites:FINC 351andFINC 361and approval of instructor.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 468","Entrepreneurial Finance","Credits 3. 
3 Lecture Hours.Analysis of financing for start-up or high-growth businesses; funding sources for early operations, including angel capital, private venture capital, corporate venture capital, strategic alliances and crowdfunding; exit strategies, including initial public offerings (IPO) and mergers and acquisition (M&A).Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 472","Real Estate Finance","Credits 3. 
3 Lecture Hours.Real estate financing instruments, institutions and techniques; trust deed financing, mortgage underwriting and risk analysis, primary and secondary mortgage markets and institutions.Prerequisites:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 475","Real Estate Investment Analysis","Credits 3. 
3 Lecture Hours.Real estate market analysis, equity investor decision criteria, institutional investment constraints and investment valuation; case analysis of specific real estate investment decisions.Prerequisite:FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"FINC - Finance (FINC)","FINC 484","Professional Internship","Credits 1 to 6. 


1 to 6 Other Hours.Professional internship with practicing professionals under the direction of a faculty member. Available for free elective only and must be taken on a satisfactory/unsatisfactory basis.Prerequisites:Finance major and approval of instructor and department head.","Credits 1 to 6. 


1 to 6 Other Hours."
"FINC - Finance (FINC)","FINC 485","Directed Studies","Credits 0 to 6. 


0 to 6 Other Hours.Directed study on selected problems in the area of finance not covered in other courses.Prerequisites:Approval of department head;FINC 351andFINC 361;ACCT 328or concurrent enrollment.","Credits 0 to 6. 


0 to 6 Other Hours."
"FINC - Finance (FINC)","FINC 489","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours.Selected area in finance. May include attention to aspects of real estate finance, corporate financial management, investments, or financial institutions and markets.Prerequisites:Admission to upper division in Mays Business School and approval of instructor.","Credits 1 to 4. 
1 to 4 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 101","Introduction to Personal Finance","Credits 3. 
3 Lecture Hours.Introduction to the Personal Financial Planning profession; overview of the process of financial planning; focus on using tools such as the financial calculator and Excel in the study of time value of money and household financial planning issues; overview of terminology and broad understanding of the practice of financial planning.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 201","Professional Development in Financial Planning","Credit 1. 
1 Lecture Hour.Introduction to the professional aspects of working in the financial planning industry to prepare for a successful internship and professional career.","Credit 1. 
1 Lecture Hour."
"FINP - Financial Planning (FINP)","FINP 235","Foundations of Money Education","Credits 3. 
3 Lecture Hours.Preparation for a financially challenging world and introduction to concepts and methods of personal financial planning; financial planning process, time value of money, taxation, credit, housing, insurance, employee benefits, family economics and building a personal financial plan.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 335","Financial Readiness","Credits 3. 
3 Lecture Hours.Personal financial planning for those planning on joining the military; preparation for a financially challenging world and introduction to the concepts and methods of personal financial literacy, budgeting, cash management, debt, credit, deployment finances, insurance, retirement planning, investing, estate planning and taxation.Prerequisites:Junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 435","Financial Planning for Professionals","Credits 3. 
3 Lecture Hours.Financial planning from a professional perspective; applying basic financial, economic and institutional concepts to advise individuals, families and small businesses in achieving their financial goals; tools and topics include financial analysis, budgeting, credit management, time value of money, investment strategies, income taxes, risk management, and retirement and estate planning.Prerequisites:AGEC 330,FINC 409orFINC 341; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 436","Insurance Planning","Credits 3. 
3 Lecture Hours.Insurance planning for individuals, families and small businesses; applies risk management principles to evaluate various insurance products, including life, disability, long-term care, health, homeowners, auto and liability.Prerequisites:Grade of C or better inFINP 435; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 437","Tax Planning","Credits 3. 
3 Lecture Hours.Applies the principles of income, gift and estate tax planning to enhance household income after taxes; understanding tax laws, reporting requirements and opportunities for planning; identify and implement useful tax planning strategies; focus on practical application for financial planning.Prerequisites:Grade of C or better inFINP 435; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 438","Investment Planning","Credits 3. 
3 Lecture Hours.Applying investment principles considering families’ goals, time horizons, risk tolerance and tax implications to build investment portfolios; attributes of various asset classes; asset allocation, selecting securities and portfolio management; developing successful investment programs for personal investors and financial planners.Prerequisites:Grade of C or better inFINP 435or concurrent enrollment; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 439","Retirement Planning","Credits 3. 
3 Lecture Hours.Retirement planning basics, qualified and nonqualified retirement plans, Social Security provisions and government healthcare plans along with the basics of employee benefits; focus on both quantitative (i.e., calculating retirement needs and plan limits) and qualitative (i.e., retirement age decisions, retirement income management) aspects of retirement.Prerequisites:Grade of C or better inFINP 435,AGEC 330,FINC 409, orFINC 341; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 441","Financial Planning Capstone","Credits 3. 
3 Lecture Hours.Financial planning process, data gathering, approaches to financial planning, analysis of financial statements and client presentation; case analysis, ethics and professional conduct, use of financial planning software, advanced financial calculator usage, and Microsoft Excel applications.Prerequisites:Grade of C or better inFINP 435,FINP 436,FINP 437,FINP 438, andFINP 439; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 442","Estate Planning","Credits 3. 
3 Lecture Hours.Application and creation of complex estate planning methodologies and policies within financial planning; emphasis on both development of estate strategy and coordination of estate management with legal professionals required of a financial planner in advising clients.Prerequisites:Grade of C or better inFINP 435.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 443","Technology Applications in Financial Planning","Credits 3. 
3 Lecture Hours.Preparation of students for the financial planning capstone course through development of proficiency in professional software packages and completion of mini financial planning cases.Prerequisites:Grade of C or better inFINP 435orFINP 438.","Credits 3. 
3 Lecture Hours."
"FINP - Financial Planning (FINP)","FINP 489","Special Topics in...","Credits 1 to 4. 


1 to 4 Other Hours.Selected topics in an identified area of financial planning. May be repeated for credit.Prerequisites:Junior or senior classification.","Credits 1 to 4. 


1 to 4 Other Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 101","Introduction to Academic Success in Forensic and Investigative Sciences","Credit 1. 
1 Lecture Hour.Orientation to academic success within higher education and specifically the Bachelor of Science degree in forensic and investigative sciences; awareness of academic and campus support services available for student success; development of goals for academic and career planning, including creation and utilization of degree planner; awareness of personal self-management strategies, including learning styles, time management, goal setting, stress management and development of personal strategies for implementation of personal self-management into practice.","Credit 1. 
1 Lecture Hour."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 102","Continuing Academic Success in Forensic and Investigative Sciences","Credit 1. 
1 Lecture Hour. 
0 Lab Hours. 
0 Other Hours.Continued exploration to academic success within higher education and specifically the Bachelor of Science degree in Forensic and Investigative Sciences; increase awareness of academic and campus support services available for student success; develop goals for academic and career planning, including creation and utilization of degree planner; awareness of personal self-management strategies, including learning styles, time management, goal setting, stress management, and development of personal strategies for implementation of personal self-management into practice. Must be taken on a satisfactory/unsatisfactory basis.Prerequisite:Grade of C or better inFIVS 101.","Credit 1. 
1 Lecture Hour. 
0 Lab Hours. 
0 Other Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 123","Forensic Investigations","Credits 3. 
3 Lecture Hours.Overview of forensics from incident scene to court room verdict; principles, concepts, tools and methodologies used in the science and practice of forensics; examination of various forensic fields; evidence recognition, analysis, interpretation and presentation to diverse audiences.","Credits 3. 
3 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 205","Introduction to Forensic and Investigative Sciences","Credits 3. 
3 Lecture Hours.Overview of principles, procedures, and concepts of forensic and investigative sciences; instruction in the definitions, scope, and use of tools, techniques and protocols in forensic applications used to resolve social, regulatory, and legal disputes.Prerequisite:Freshman or sophomore classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 210","Forensic Photography","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Identification and application of techniques of the practice of photography as applied to forensics.Prerequisite:Grade of C or better inFIVS 205; FIVL or FIVS major.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 215","Forensic Microscopy","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Identification and application of techniques of the practice of microscopy as applied to forensics.Prerequisite:Grade of C or better inFIVS 205; FIVL or FIVS major.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 220","Impression Evidence","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Individual and class characteristics of footwear, tire track, impression evidence documentation, collection, test impression techniques, shoe and tire tread designs, sizing, manufacturing, wear characteristics, comparison techniques, courtroom preparation and testimony.Prerequisites:Grade of C or better inFIVS 210or concurrent enrollment; FIVL or FIVS majors.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 282","Occupational and Professional Development","Credits 2. 
2 Lecture Hours.Organized instruction in written and oral communication; acquaint students with private and public-sector companies and agencies as well as leading professionals from these firms to reinforce academic instruction and prepare students for the transition to employment, graduate and professional schools.Prerequisites:Grade of C or better inFIVS 205; FIVS majors only.","Credits 2. 
2 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 285","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed individual study in forensic and investigative sciences. May be repeated for credit.Prerequisites:Freshman or sophomore classification; approval of instructor and department head.","Credits 0 to 4. 


0 to 4 Other Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 289","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified area of forensic and investigative sciences. May be repeated for credit.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 291","Research","Credits 0 to 4. 

0 to 12 Lab Hours.Research conducted under the direction of a faculty member in forensic and investigative sciences. May be repeated for credit.Prerequisite:Freshman or sophomore classification.","Credits 0 to 4. 

0 to 12 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 308","Forensic Implications of Inheritance","Credits 4. 
3 Lecture Hours. 
3 Lab Hours.Forensic genetics with an emphasis on human molecular genetics, population genetics, and genetic application in the forensic sciences.Prerequisites:Grade of C or better inBIOL 112; FIVS-SCE and FIVS-LWE majors; junior or senior classification.","Credits 4. 
3 Lecture Hours. 
3 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 316","Biotechnology and Forensics","Credits 4. 
3 Lecture Hours. 
3 Lab Hours.Illustration of the use of a variety of biotechnology methods for forensic applications; appreciation and understanding of the underlying molecular biology techniques that are used in a diverse array of settings including blood analysis, blood typing, DNA fingerprinting and genetic testing; potential future use of advanced sequencing technologies for forensic applications; consideration of social, ethical and legal implications of these procedures and applications.Prerequisites:Grade of C or better inFIVS 308; FIVS-LWE or FIVS-SCE majors.","Credits 4. 
3 Lecture Hours. 
3 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 401/SCSC 401","Forensic Soil Science","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Examination of soils biology, chemistry and physical attributes to solve crimes; soil and geologic characteristics associated with crime scene examination; physical, biological and chemical characteristics and use of trace evidence.Prerequisite:Grade of C or better inFIVS 282.Cross Listing:SCSC 401/FIVS 401.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 405/CYBR 405","Applied Digital Forensics and Incident Response","Credits 3. 
3 Lecture Hours.Collection of digital evidence; digital evidence analytics; analysis of log data; malware triage; recover damaged digital evidence; write technical reports on malware and incidents; legal and ethical components of digital forensic science.Prerequisites:Junior or senior classification.Cross Listing:CYBR 405.","Credits 3. 
3 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 415","Practice and Principles of Science and Law","Credits 3. 
3 Lecture Hours.Introduction to series of practitioners of forensic science and the justice system; receive instruction on principles, procedures, and practices used in solving legal and societal issues; examine scientific method and scientific knowledge as applied through expert testimony; enhance critical thinking and reasoning skills in studying and debating different positions of current issues of science and law.Prerequisites:Grade of C or better inFIVS 205andFIVS 481; grade of C or better inFIVS 316andFIVS 435, or concurrent enrollment; FIVS-LWE and FIVS-SCE majors.","Credits 3. 
3 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 420","Controlled Substances","Credits 2. 
2 Lecture Hours.Classification of effects of controlled substances in impaired individuals, sampling procedures and presumptive testing; history of the controlled substances act of 1970, federal drug scheduling, penalty groups in Texas, legislative complexity and challenges with new psychoactive substances, physiological, sociological, legal and societal aspects of controlled substance abuse.Prerequisites:Grade of C or better inFIVS 308; FIVS-LWE and FIVS-SCE majors.","Credits 2. 
2 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 422","Crime Scene Investigation","Credits 3. 
2 Lecture Hours. 
3 Lab Hours.Principles, procedures, processes and hands-on experience for conducting investigations ranging from general crime scene to death investigations.Prerequisites:Grade of C or better inFIVS 205or concurrent enrollment; FIVS-LWE and FIVS-SCE majors.","Credits 3. 
2 Lecture Hours. 
3 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 431/ENTO 431","The Science of Forensic Entomology","Credits 3. 
3 Lecture Hours.Explores the science, methodology and technology employed to gather, preserve and present information about insects and other arthropods in such a manner that this information can be used in courts of law as evidence and testimony to help resolve issues of a criminal or civil nature.Prerequisites:Junior or senior classification or approval of instructor.Cross Listing:ENTO 431/FIVS 431.","Credits 3. 
3 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 432/ENTO 432","Applied Forensic Entomology","Credit 1. 

3 Lab Hours.Laboratory-based offering practical experience using scientific information, methodology, technology, and legal procedures inherent to the field of forensic entomology; emphasis on collecting, preserving, and identifying information as evidence and expert witness testimony in courts of law.Prerequisites:Junior or senior classification or approval of instructor.Cross Listing:ENTO 432/FIVS 432.","Credit 1. 

3 Lab Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 435","Case Studies in Problem Solving","Credits 3. 
3 Lecture Hours.Development of reasoning strategies by examining a variety of case studies; science and scientific method solving real-world problems as part of an investigative team.Prerequisites:Grade of C or better inFIVS 316andFIVS 481; grade of C or better inFIVS 415or concurrent enrollment; FIVS-LWE and FIVS-SCE majors or approval of instructor.","Credits 3. 
3 Lecture Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 440","Forensic Communications","Credit 1. 
1 Lecture Hour.Scientific writing and communication, critical thinking, reading, research, writing and oral skills.Prerequisite:Grade of C or better inFIVS 308.","Credit 1. 
1 Lecture Hour."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 481","Seminar","Credit 1. 


1 Other Hour.Analysis of research topics related to the fields of forensic science and law. May be taken 4 times for credit.Prerequisites:Grade of C or better inFIVS 282; FIVS-LWE and FIVS-SCE majors.","Credit 1. 


1 Other Hour."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 484","Internship","Credits 0 to 4. 


0 to 4 Other Hours.Independent study and supervised field experience related to a professional area or interest in forensic science. May be repeated for credit.Prerequisite:Junior or senior classification and approval of instructor.","Credits 0 to 4. 


0 to 4 Other Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 485","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Directed individual study in forensic and investigative sciences. May be repeated for credit.Prerequisites:Junior or senior classification; upper-division FIVS only; approval of instructor and department head.","Credits 0 to 4. 


0 to 4 Other Hours."
"FIVS - Forensic & Inv Science (FIVS)","FIVS 489","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified area of forensic and investigative sciences. May be repeated for credit.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
