"subject","course_code","course_name","credits","description"
"Speech, Language, and Hearing Sciences","SLHS 793","Seminar in Disorders of Language and Cognition/Children","3","Language impairment in children, including primary versus secondary language impairment, modular versus processing explanations, relationships between language and cognition, as well as disassociations of development across different populations."
"Speech, Language, and Hearing Sciences","SLHS 794","Seminar in Language Disorders in Multilingual Populations","3","Language disorders in linguistically diverse populations. Disorders of phonological, morphological, syntactic, and semantic aspects of target languages and their clinical implications."
"Speech, Language, and Hearing Sciences","SLHS 795","Advanced Research Practicum","3","Participation in a specific research activity under faculty supervision"
"Speech, Language, and Hearing Sciences","SLHS 797","Research","1-3","Research in speech-language pathology, deaf education or audiology."
"Speech, Language, and Hearing Sciences","SLHS 798","Special Study","1-3","Individual study."
"Speech, Language, and Hearing Sciences","SLHS 799A","Thesis or Project","3","Preparation of a project or thesis for the master’s degree."
"Speech, Language, and Hearing Sciences","SLHS 799B","Thesis or Project Extension","0","Registration required in any semester or term following assignment of RP in Course 799A in which the student expects to use the facilities and resources of the university; also student must be registered in the course when the completed thesis or project is granted final approval."
"Speech, Language, and Hearing Sciences","SLHS 799C","Comprehensive Examination Extension","0","Registration required of students whose only requirement is completion of the comprehensive examination for the master’s degree Registration in 799C limited to two semesters."
"Speech, Language, and Hearing Sciences","SLHS 897","Doctoral Research","1-15","Individual investigation to the general field of the dissertation."
"Speech, Language, and Hearing Sciences","SLHS 898","Doctoral Special Study","1-8","Individual study in the field of specialization."
"Speech, Language, and Hearing Sciences","SLHS 899","Doctoral Dissertation","1-15","Preparation of the dissertation for the doctoral degree. Enrollment is required during the term in which the dissertation is approved."
"Speech, Language, and Hearing Sciences","SLHS 933","Clinical Practice in Public Schools","1-4","Clinical practice in elementary or secondary schools or community colleges in speech-language pathology. Applies only toward Clinical-Rehabilitative Services Credential (C-RS) or Certificate of Clinical Competency in Speech-Language Pathology (ASHA)."
"Statistics","STAT 119","Elementary Statistics for Business","3","Measures of central tendency and variability, frequency distributions; probability, Bayes theorem, probability distributions (including binomial, hypergeometric, and normal), sampling distributions, confidence intervals, significance testing, regression and correlation. STAT 119A is designed to be taken concurrently for students who may need additional review. Not open to students with credit in STAT 250 . Students with credit or concurrent registration in the following lower division statistics courses other than STAT 250 will be awarded a total of four units for the two (or more) courses: Statistics 119; BIOL 215 ; CIV E 160 ; ECON 201 ; LING 270 ; POL S 201 ; PSY 280 ; SOC 201 ."
"Statistics","STAT 119A","Recitation for Elementary Business Statistics","1","Additional problem solving, data analyses, statistical concept discussions, and applications."
"Statistics","STAT 119X","Elementary Statistics Support","1","Required support course for STAT 119 . Credit in this course satisfies the SDSU Mathematics/Quantitative Reasoning Assessment requirement."
"Statistics","STAT 200","Introduction to Data Science with R","3","Basic data analysis with R. Summarizing and visualizing data. Sampling and distribution. Analysis tools to include clustering, confidence intervals, regression, and sampling."
"Statistics","STAT 250","Statistical Principles and Practices","3","Descriptive statistics, data displays, measures of central tendency and variability, random variables, sampling distribution. Estimation and hypothesis tests for means and proportions, linear regression and correlation. Not open to students with credit in STAT 119 . Students with credit or concurrent registration in the following lower division statistics courses other than STAT 119 will be awarded a total of four units for the two (or more) courses: Statistics 250; BIOL 215 ; CIV E 160 ; ECON 201 ; LING 270 ; POL S 201 ; PSY 280 ; SOC 201 ."
"Statistics","STAT 296","Experimental Topics","1-4","Selected topics."
"Statistics","STAT 299","Special Study","1-3","Individual study."
"Statistics","STAT 325","SAS Programming and Data Management","3","Entry, management, and summary of statistical data using SAS programming language. Data structures and manipulation, screen editing, visual displays, macros, related topics."
"Statistics","STAT 350A","Statistical Methods","3","One- and two-sample hypothesis tests, paired difference tests, tests for variances, analysis of variance. Linear regression and correlation. Chi-square tests. Simple nonparametric tests. Power of hypothesis tests."
"Statistics","STAT 350B","Statistical Methods","3","Multiple regression, factorial models and nonparametric methods, all with emphasis on applications."
"Statistics","STAT 410","Statistical Programming in Data Science","3","Numerical and simulation methods, statistical graphics, and statistical procedures for analyzing data. Logistic regression, multiple linear regression, and one- and two-way ANOVA models. Matrix formulations of regression models."
"Statistics","STAT 420","Data curation and management","3","Data visualization, database management, data analytic skill trainings, data manipulation"
"Statistics","STAT 496","Experimental Topics","1-4","Selected topics."
"Statistics","STAT 499","Special Study","1-3","Individual study."
"Statistics","STAT 520","Applied Multivariate Analysis","3","Multivariate normal distribution, multivariate analysis of variance, principal components, factor analysis, discriminant function analysis, classification, and clustering. Statistical software packages will be used for data analysis."
"Statistics","STAT 550","Applied Probability","3","Computation of probabilities via enumeration and simulation, discrete and continuous distributions, moments of random variables. Markov chains, counting and queuing processes, and selected topics."
"Statistics","STAT 551A","Probability and Mathematical Statistics","3","Discrete and continuous random variables, probability mass functions and density functions, conditional probability and Bayes’ theorem, moments, properties of expectation and variance, joint and marginal distributions, functions of random variables, moment generating functions. Special distributions and sampling distributions."
"Statistics","STAT 551B","Probability and Mathematical Statistics","3","Point and interval estimation and hypothesis testing in statistical models with applications to problems in various fields."
"Statistics","STAT 560","Sample Surveys","3","Methods for design and analysis of sample surveys with applications to social and biological sciences. Simple random sampling, stratification and clustering, ratio and regression estimators, subsampling, selected topics in survey methodology."
"Statistics","STAT 575","Actuarial Modeling","3","Actuarial models and applications of probability and statistics to insurance and other financial risks. Utility theory; risk models, compound processes; survival distributions and life tables; life insurance, annuities and benefits."
"Statistics","STAT 580","Statistical Computing","3","Machine computation in development, application, and evaluation of advanced statistical techniques. Floating arithmetic and algorithm stability; numerical methods for parameter estimation (including maximum likelihood) and multivariate probability integration; simulation and other computer-intensive statistical techniques."
"Statistics","STAT 585","Statistical Machine Learning","3","Supervised learning regression and classification models, model shrinkage and regularization methods, unsupervised learning models, text mining, data and model visualization with R or Python. Topics of current interest."
"Statistics","STAT 596","Advanced Topics in Statistics","1-4","Selected topics in statistics."
"Statistics","STAT 610","Linear Regression Models","3","Methods for diagnostic tools, matrix forms for multiple regression, model fitting and validation, simple and multiple regression models, and variable selection. Applications of methods with R, SAS, and SPSS software."
"Statistics","STAT 670A","Advanced Mathematical Statistics","3","Distribution of random variables, characteristic functions, limiting distributions, sampling distributions, hypothesis testing and estimation, optimality considerations, applications of the linear hypothesis, invariance and unbiasedness to analysis of variance and regression problems, sequential techniques, decision theory."
"Statistics","STAT 670B","Advanced Mathematical Statistics","3","Distribution of random variables, characteristic functions, limiting distributions, sampling distributions, hypothesis testing and estimation, optimality considerations, applications of the linear hypothesis, invariance and unbiasedness to analysis of variance and regression problems, sequential techniques, decision theory."
"Statistics","STAT 672","Nonparametric Statistics","3","Theory and application of commonly used distribution-free test statistics, including sign and Wilcoxon tests, and corresponding nonparametric point and interval estimators. Kruskal-Wallis and Friedman tests for analysis of variance, nonparametric regression methods, and other selected topics."
"Statistics","STAT 673","Time Series Analysis","3","Box-Jenkins (ARIMA) methodology for analysis of time series data with statistical software applications. Autocorrection functions, stationary and nonstationary time series, autoregressive and moving average processes, seasonality. Methods for model-based estimation, diagnostics, and forecasting."
"Statistics","STAT 676","Bayesian Statistics","3","Bayes’ theorem; conjugate priors; likelihood principle; posterior probability intervals; Bayes factors; prior elicitation; reference priors; computational techniques; hierarchical models; empirical and approximate Bayesian inference; posterior sensitivity analysis; decision theory."
"Statistics","STAT 677","Design of Experiments","3","Methods for design and analysis of experiments with applications to industry, agriculture, and medicine. Concepts of randomization, blocking, and replication. Incomplete block designs, fractional factorial experiments, response surface methods, selected topics."
"Statistics","STAT 678","Survival Analysis","3","Survival distributions; inference in parametric survival models; life tables; proportional hazards model; time-dependent covariates; accelerated time model and inference based on ranks; multivariate time data and competing risks."
"Statistics","STAT 680A","Advanced Biostatistical Methods","3","Design, conduct, and analysis of experimental and observational studies including cohort, survival, case-control studies. Multifactor screening. Biological assays."
"Statistics","STAT 680B","Advanced Biostatistical Methods","3","Design, conduct, and analysis of experimental and observational studies including cohort, survival, case-control studies. Multifactor screening. Biological assays."
"Statistics","STAT 696","Selected Topics in Statistics","3","Intensive study in specific areas of statistics."
"Statistics","STAT 700","Data Analysis Methods","3","Computationally intensive data analysis techniques including random and mixed effects models, repeated measures and longitudinal data analysis, generalized linear models, nonlinear models, and multilevel models."
"Statistics","STAT 701","Monte Carlo Statistical Methods","3","Monte Carlo and simulation intensive methods for development and application of statistical methods such as Monte Carlo and Markov chain Monte Carlo algorithms and inferential procedures; stochastic optimization, EM algorithm, and variants for parameter estimation, importance sampling, variance reduction techniques."
"Statistics","STAT 702","Data Mining Statistical Methods","3","Concepts and algorithms of data mining techniques such as decision trees and rules for classification and regression, clustering, and association analysis."
"Statistics","STAT 703","Deep Neural Networks for Statisticians","3","Fully-connected networks for regression and classification, convolutional neural networks, recurrent neural networks for data with spatial or sequence structure, neural networks for dimension reduction and latent space exploration, and gradient descent optimization. Training and evaluation of deep neural networks using Python and Tensorflow-Keras."
"Statistics","STAT 720","Seminar","1-3","An intensive study in advanced statistics."
"Statistics","STAT 794","Statistical Communication in Data Science","3","Communicate statistical results to a scientific audience through written reports and oral presentations. Identify appropriate analysis tools for data science problem solving. Best practices in scientific writing and statistical graphics."
"Statistics","STAT 795","Practicum in Statistical Consulting","3","Statistical communication and problem solving. Short-term consulting to campus clients in design and analysis of experiments, surveys, and observational studies. Heuristics for effective problem identification, client interactions, oral and written presentations."
"Statistics","STAT 797","Research","1-3","Research in one of the fields of statistics."
"Statistics","STAT 798","Special Study","1-3","Individual study."
"Statistics","STAT 799A","Thesis or Project","3","Preparation of a project or thesis for the master’s degree."
"Statistics","STAT 799B","Thesis Extension","0","Registration required in any semester or term following assignment of RP in Course 799A in which the student expects to use the facilities and resources of the university; also student must be registered in the course when the completed thesis is granted final approval."
"Statistics","STAT 799C","Comprehensive Examination Extension","0","Registration required of students whose only requirement is completion of the comprehensive examination for the master’s degree. Registration in 799C limited to two semesters."
"Sustainability","SUSTN 100","Environmental Sciences","3","The earth as an ecosystem composed of biological, chemical, and physical systems and how these systems interact with one another and the human population."
"Sustainability","SUSTN 296","Experimental Topics","1-4","Selected topics."
"Sustainability","SUSTN 299","Special Study","1-3","Individual Study."
"Sustainability","SUSTN 332","Environmental Ethics","3","Development of traditional values concerning the natural environment. Reasons for altering values in light of modern changes in relationship of human beings to the environment. Application of ethical principles to actions affecting the environment."
"Sustainability","SUSTN 334","Politics of the Environment","3","Environmental politics and policy in historical and comparative non-dominant perspective. Alternative environmental world views, cases/materials on sustainability, climate change, social and racial justice, globalization and developing nations."
"Sustainability","SUSTN 353","Sustainability and Culture","3","Examination of efforts of anthropology to understand sustainability and provide solutions to human-environmental problems. Compares and explores sustainability in a variety of contexts and scales, from San Diego region to diverse communities around the world."
"Sustainability","SUSTN 495","Internship in Sustainability","3","Supervised internship in campus, community, or international organizations, government agencies, or businesses where concepts and principles of sustainability can be learned experientially and put into practice."
"Sustainability","SUSTN 496","Experimental Topics","1-4","Selected topics."
"Sustainability","SUSTN 499","Special Study","1-6","Individual study."
"Teacher Education","TE 170","Child and Adolescent Development from a Cultural Perspective","3","Theories of child and adolescent development using a cultural and contextual approach with emphasis on self-reflection and lifelong learning. Liberal studies premajors and majors and students seeking teaching credentials will complete Teacher Education 170; all others will complete CFD 170 ."
"Teacher Education","TE 211A","Field Experience in Mathematics","1","Guided classroom observations for prospective middle and high school mathematics teachers. Mathematics education and strategies that promote professional development. Teaching in culturally and linguistically diverse school settings."
"Teacher Education","TE 211B","Field Experience in Science","1","Guided classroom observations for prospective middle and high school science teachers. Science education and strategies that promote professional development. Teaching in culturally and linguistically diverse school settings."
"Teacher Education","TE 211C","Field Experience in Social Science","1","Guided classroom observations for prospective middle and high school social science teachers. Social science education and strategies that promote professional development. Teaching in culturally and linguistically diverse school settings."
"Teacher Education","TE 280","Health Education for Teachers","1","Topics designated in health framework for California; infusing health topics in the K-12 general curriculum. For multiple or single subject candidates."
"Teacher Education","TE 296","Experimental Topics","1-4","Selected topics."
"Teacher Education","TE 303","The Teaching Profession: First Clinical Experience","3-4","Social science concepts and theories for the teaching profession; guided student observation and participation in public school classrooms."
"Teacher Education","TE 350","Universal Design For Learning","3","Introduction to methods and theories of digital teaching and learning through demonstration, simulation, facilitation and performances that integrate the tools of technological knowledge with content and pedagogical knowledge. Hyflex mode of delivery. Support for service-learning tutoring."
"Teacher Education","TE 362","Fieldwork in Community Settings","1-4","Tutoring process and teaching strategies for the content being tutored."
"Teacher Education","TE 402","Foundations of Education","3","Combines disciplines of anthropology, economics, history, philosophy, political science, psychology, and sociology to introduce student to concepts and generalizations informing the teaching and learning process in modern classrooms."
"Teacher Education","TE 405W","Writing in Educational Settings","3","Composition of texts for K-12 educational situations and audiences. Critical reading and writing skills to support K-12 students learning."
"Teacher Education","TE 462","Science Fieldwork in Community Settings","3","Science teaching and learning to include supervised fieldwork in local science classrooms."
"Teacher Education","TE 472","Ethnic Identity Development in Education","3","Ethnic and racial identity exploration and development through curriculum for improving academic achievement of students in K-12 schools. Ethnic and racial socialization of children and identity exploration of American ethnic groups."
"Teacher Education","TE 496","Experimental Topics","1-4","Selected topics."
"Teacher Education","TE 499","Special Study","1-3","Individual study."
"Teacher Education","TE 511","Assessment in Mathematics Education","3","Techniques to assess and develop students’ mathematical understanding. For use by elementary and secondary classroom teachers and mathematics education specialists."
"Teacher Education","TE 530","Children’s/Adolescents’ Literature","3","Survey of children’s/adolescents’ literature and its incorporation into the classroom curriculum."
"Teacher Education","TE 579","Comics for K-12 Educators","3","Examination and analysis of comic texts for K-12 classroom purposes; to include history of censorship and socio-political significance of comic texts; emphasizes development of K-12 students’ literacy and critical thinking skills."
"Teacher Education","TE 596","Topics in Teacher Education","1-3","Designed to meet the needs of individuals or groups of teachers who wish to develop or continue the study of some problem."
"Teacher Education","TE 600","Curriculum Development in Education","3","Advanced study of the research in curriculum development, construction and evaluation."
"Teacher Education","TE 605","Innovations in Instruction","1-3","Exploration of innovative instructional practice in the public and private schools, with emphasis on innovative teaching strategies. An evaluation of the motivational effect and structural validity of promising instructional practices."
"Teacher Education","TE 610C","Seminar in Science in Elementary Education","3","Advanced study of the problems of teaching science in the elementary school with emphasis on the literature of science education."
"Teacher Education","TE 615","Teaching Critical Thinking Using Technology","3","Critical thinking and educational technology. Educating diverse learners."
"Teacher Education","TE 620","Teaching Online: K-12 Curriculum and Instruction","3","Skills and knowledge for the development and implementation of K-12 curriculum using evidence and research supported pedagogy toward producing high-quality online instruction. To include related research, history, philosophy, controversy, and innovative technologies."
"Teacher Education","TE 625","Technology Equity in K-12 Learning Communities","3","An examination of pedagogies and practices of equity and access in 21st Century K-12 learning communities."
"Teacher Education","TE 631","Seminar in Language Arts","3","Advanced study of problems in teaching language arts. The study of the scientific research and application in the field."
"Teacher Education","TE 633","Leadership in Literacy Education","3","Planning, presenting, and evaluating professional development activities in literacy education for teachers at the K-12 level."
"Teacher Education","TE 635","Assessment of Reading and Language Arts","3","Theoretical knowledge and practical skill in assessing reading and language arts using both formal and informal measures."
"Teacher Education","TE 637","Instructional Strategies for Reading and Language Arts","4","Supervised teaching experience utilizing instructional activities in individual and small group settings."
"Teacher Education","TE 638","Topics in Reading Education","1-6","A variety of instructional sequences (mini-courses), each focusing on a single topic or competency dealing with reading instruction."
"Teacher Education","TE 639","Literacy and Language","3","Theories of literacy and methods for developing literacy in language, reading and writing. Instructional methods and assessment techniques for children and adults."
"Teacher Education","TE 640","Planning for Teaching and Assessment in Writing","3","Comprehensive writing instruction in context of the interactive language arts. Development of plans for curriculum and instruction in diverse classrooms. Examination of multiple assessments and how they inform instruction in K-12 classrooms."
"Teacher Education","TE 651","History of Social Studies Reform","3","History and current status of social studies curricula in American schools, K-12. Emphasis on issues, controversies, competing philosophies, historical trends, and applications."
"Teacher Education","TE 655","Sociocultural Foundations of American Education","2 or 3","Historical and philosophical nature of American schools as it relates to equity, pedagogy, and curriculum. Issues of equity, race, culture, gender, ethnicity, sexual preference, and social issues as they impact the classroom."
"Teacher Education","TE 677","Research-Based Pedagogy for Diverse Learners","3","Research-based pedagogy for diverse learners. Instructional strategies applicable across disciplines."
"Teacher Education","TE 680","Advanced Secondary Science Teaching Methods","3","Advanced instructional methods for teaching secondary science to foster scientific thinking and practices with a focus on research-based principles of effective and inclusive instruction."
"Teacher Education","TE 681","Advanced Secondary Mathematics Teaching Methods","3","Advanced instructional methods for teaching secondary mathematics to foster conceptual understanding and problem-solving with a focus on research-based principles of effective and inclusive instruction."
"Teacher Education","TE 693","Measuring and Assessing Student Achievement in Schools","3","Development of assessments and tests common in instructional and research contexts. Uses and interpretation of assessment data in given differential social/political contexts. Implications for research and instruction."
"Teacher Education","TE 696","Selected Topics in Teacher Education","1-3","Intensive study in specific areas of teacher education."
"Teacher Education","TE 709","Inclusive Education","3","Research, theory, and practice of inclusive education to include examination of the politics of disability in the public schools and American society."
"Teacher Education","TE 779","Action Research in Learning Environments","3","Capstone course for Master of Arts in Teaching degree. Action research conducted in students’ own teaching environments."
"Teacher Education","TE 790","Seminar in Teacher Education","3-6","Intensive consideration of selected topics of current importance in teacher education."
"Teacher Education","TE 798","Special Study","1-6","May involve fieldwork. Individual study."
"Teacher Education","TE 901","Classroom Environment","2","Develop a classroom plan encompassing different aspects of teaching and learning that work together in promoting and maintaining a positive climate for learning and for the social-emotional development of all students."
"Teacher Education","TE 902","Classroom Management Skills","1-2","Skills in interpreting the legal aspects of education, identifying various kinds of school and classroom organization, and using instructional media and verbal stimuli to facilitate learning."
"Teacher Education","TE 903","Secondary School Student Teaching Seminar","1-2","To plan and organize instruction in relation to all competencies acquired and to be implemented in an on-site, full-time student teaching assignment."
"Teacher Education","TE 910A","Teaching Mathematics in the Elementary School","1-3","Instructional methods for development of children’s conceptual understanding, computational, and problem-solving skills in mathematics, including use and development of materials and programs."
"Teacher Education","TE 910B","Teaching Social Studies in the Elementary School","1-3","Developing curriculum, principles and materials of instruction, including instructional media and participation in elementary social studies education."
"Teacher Education","TE 910C","Teaching Science in the Elementary School","1-3","Developing research-based science curriculum, principles and materials of instruction, including instructional media and participation in elementary science education."
"Teacher Education","TE 914A","Instructional Methods for Mathematics","3","Teaching strategies and assessment in mathematics. To be taken concurrently with student teaching."
"Teacher Education","TE 914B","Instructional Methods for History and Social Sciences","3","Teaching strategies and assessment in history and social sciences. To be taken concurrently with student teaching."
"Teacher Education","TE 914C","Instructional Methods for Science","3","Teaching strategies and assessment in sciences. To be taken concurrently with student teaching."
"Teacher Education","TE 914D","Instructional Methods for English Language Arts","3","Teaching strategies and assessment in English Language Arts (ELA). To be taken concurrently with student teaching."
"Teacher Education","TE 914E","Instructional Methods for Physical Education","3","Teaching strategies and assessment in physical education. To be taken concurrently with student teaching."
"Teacher Education","TE 914F","Instructional Methods for Music","3","Teaching strategies and assessment in music. To be taken concurrently with student teaching."
"Teacher Education","TE 914G","Instructional Methods for Teaching Theatre","3","Explores drama and theatre in educational settings to facilitate engaging experiences for theatre learners. Teacher candidates participate in lesson design for theatre and drama and reflect on instruction, pedagogy, and theories of drama in theatre arts."
"Teacher Education","TE 914H","Interdisciplinary Single-Subject Methods","3","Teaching concerns, instructional planning and materials, classroom management, measurement and evaluation, effective discipline, curriculum, computer literacy, special problems encountered in teaching, career planning, and school-community communication processes."
"Teacher Education","TE 922","Behavioral and Psychological Aspects of Teaching","1-4","Teacher competencies as they relate to learning theories, adolescent growth, self-assessment, measurement and evaluation."
"Teacher Education","TE 923","Psychological Foundations of Education","1-3","Implementing learning process through interactive skills, using instructional principles to facilitate learning and changes in behavior and techniques used in assessing instruction and pupil growth."
"Teacher Education","TE 924A","Advanced Methods in Teaching Mathematics","2-4","Best practices, evaluation of student work, learning assessments, and pedagogy in secondary mathematics instruction."
"Teacher Education","TE 924B","Advanced Methods in Teaching History/Social Science","2-4","Best practices, evaluation of student work, learning assessments, and pedagogy in secondary history/social science instruction."
"Teacher Education","TE 924C","Advanced Methods in Teaching Science","2-4","Best practices, evaluation of student work, learning assessments, and pedagogy in secondary science instruction."
"Teacher Education","TE 924D","Advanced Methods in Teaching English Language Arts","2-4","Best practices, evaluation of student work, learning assessments, and pedagogy in secondary English language arts instruction."
"Teacher Education","TE 924E","Advanced Methods in Teaching Physical Education and Dance","2-4","Best practices, evaluation of student work, learning assessments, and pedagogy in secondary physical education and dance instruction."
"Teacher Education","TE 924F","Advanced Methods in Teaching Music","2-4","Best practices, evaluation of student work, learning assessments, and pedagogy in secondary music instruction."
"Teacher Education","TE 924G","Advanced Methods in Teaching Theatre","2-4","Instructional Methods for Theatre explores drama and theatre in educational settings to facilitate engaging experiences for theatre learners. Teacher Candidates participate in lesson design for theatre and drama and reflect on instruction, pedagogy, and theories of drama in theatre arts."
"Teacher Education","TE 930","Teaching Reading and Language Arts in the Elementary School","1-6","Selecting, designing, and evaluating appropriate learning experiences to assure children’s growth in reading and language arts. Includes nature of reading and language arts as a human behavior, various approaches, materials, and techniques used in teaching reading and language arts."
"Teacher Education","TE 933","Teaching of Literacies in the Secondary School","3","Teacher competencies and skills to include reading/writing and diagnosing literacy needs in content areas. For students completing a credential at SDSU, this course must be taken concurrently with enrollment in first or second semester single subject credential program."
"Teacher Education","TE 954","Humanistic and Social Aspects of Teaching","2-4","Teacher competencies as they relate to values, awareness, self-concept, rights and responsibilities."
"Teacher Education","TE 960","Basic Student Teaching Seminar","1-2","Discussion of immediate problems in student teaching with emphasis on children’s growth and development."
"Teacher Education","TE 961","Advanced Student Teaching Seminar","1-2","Discussion of immediate problems in student teaching with emphasis on the influence of philosophical, social and cultural factors on learning."
"Teacher Education","TE 963","Secondary School Student Teaching I","1-12","On-site, part-time experience to implement teacher competencies developed in TE 170 [or CFD 170 ] or TE 922 and TE 954 . Student must provide own transportation to student teaching site."
"Teacher Education","TE 964","Secondary School Student Teaching (Advanced)","1-15","On-site, full-day experience to implement teacher competencies as developed from the total professional sequence. Student must provide own transportation to student teaching site."
"Teacher Education","TE 965","Basic Student Teaching in Elementary Schools","1-12","Day-to-day teaching experiences including selected instructional activities for which a teacher in a classroom is normally responsible."
"Teacher Education","TE 966","Advanced Student Teaching in Elementary Schools","1-15","Teaching experiences including all the instructional activities for which a teacher in a classroom is normally responsible."
"Teacher Education","TE 967","Elementary School Student Teaching","15","On-site, full-day teaching experiences. Two consecutive eight week assignments at two different broad levels of schooling. Each eight week assignment will provide typical responsibilities of teachers through a graduated series of experiences, such as class preparation, instruction of students, maintaining accurate student records, attending faculty meetings and parent conferences."
"Teacher Education","TE 968","Secondary School Student Teaching","15","On-site, full-day teaching experiences. Two consecutive eight week assignments in single subject content area; one in junior high school and one in senior high school. Each eight week assignment will provide typical responsibilities of teachers through a graduated series of experiences, such as class preparation, instruction of students, maintaining accurate student records, attending faculty meetings and parent conferences."
"Television, Film and New Media","TFM 110","Writing for Television and Film","3","Theory and practice in writing for electronic and film media. Introduction to techniques of narrative and documentary writing and scripting."
"Television, Film and New Media","TFM 160","Cinema as Art","3","Cinema in its diverse forms. Historical and stylistic influences on aesthetic values and social implications of cinema."
"Television, Film and New Media","TFM 235","The Art of Creating Emotion in Movies","3","Film production for non-majors. Ways filmmakers deploy formal elements of cinema to generate a genre-related emotion such as fear in the horror genre; love in the romance genre."
"Television, Film and New Media","TFM 265","Cinema in Africa","3","Filmmaking in sub-Saharan Africa after colonization."
"Television, Film and New Media","TFM 267","Independent Cinema","3","Filmmaking that has declared independence from mainstream aesthetics, industrial conventions, and the political status quo."
"Television, Film and New Media","TFM 270","Introduction to Filmmaking","3","An introduction to the roles, techniques, and concepts of film production, including producing, directing, cinematography, sound, and post-production. Course includes hands-on learning designed for students of all skill levels."
"Television, Film and New Media","TFM 310","Film, Television, and New Media Criticism","3","Critical approaches to study of film, television, and new media. Analyses of media perspectives, to include ideology, semiotics, genre, gender, and spectatorship."
"Television, Film and New Media","TFM 314","Film and Video Production","3","Aesthetics and practice of film and video production techniques. Instruction in equipment use combined with consideration of aesthetics, visual storytelling, and craft. Attention to development of creative voice and original work."
"Television, Film and New Media","TFM 321","Sound Design for Video and Film","3","Digital audio post-production for video, TV, and film. Includes field acquisition, Foley, editing, and assembling."
"Television, Film and New Media","TFM 322","Cinematography for Television and Film","3","Basic cinematography to include introduction to filmmaking activities, lighting techniques for film and television, specialized studio and location equipment. Exhibitions to include broadcasts, film festivals, and special screenings."
"Television, Film and New Media","TFM 327","Film and Video Editing","3","Theory and practice of film and video editing."
"Television, Film and New Media","TFM 330","Cultural Aspects of Media","3","Cultural dimensions of media. Media structures, uses, and effects at national and international levels in a context of humanities and conceptual arts."
"Television, Film and New Media","TFM 340","Intermediate Documentary","3","This intermediate documentary film production workshop will provide an introduction to the building blocks of nonfiction filmmaking. The workshop combines theory, history and practice. You will gain production experience working individually and in groups."
"Television, Film and New Media","TFM 350","Staging and Art for Television and Film","3","Aesthetic considerations and technical practices in staging, lighting, and graphics for television and film. Practical experience in university sponsored productions."
"Television, Film and New Media","TFM 361","Studio Production","3","Multi-camera television production techniques for studio, sound stage, and remote multi-camera production. Responsibilities of producer, director, and production staff."
"Television, Film and New Media","TFM 362","Intermediate Filmmaking","3","Single camera techniques in production of narrative fiction. Crew-based location and studio production. Responsibilities of producer, director, and key creative production positions."
"Television, Film and New Media","TFM 363","International Cinema","3","Construction of foreign film to history and practice of cinema as an art. Film as an expression of national culture."
"Television, Film and New Media","TFM 364A","History of Film Classics: Early Developments Through the 1950s","3","Viewing and analysis of American and foreign theatrical films which represent milestones in development of cinema."
"Television, Film and New Media","TFM 364B","History of Film Classics: 1960s Through Today’s Cinema","3","Viewing and analysis of American and foreign theatrical films which represent milestones in development of cinema."
"Television, Film and New Media","TFM 401","Business Aspects of Television and Film Production","3","Financing, preproduction planning, postproduction, and distribution of television and film."
"Television, Film and New Media","TFM 430","History of Television","3","Critical survey of television history, from its origins in radio and film, to its contemporary convergence with digital media and the internet. Topics include regulation, media ownership, technology, aesthetics, genre, authorship, advertising, and audiences, with a focus on sociocultural issues."
"Television, Film and New Media","TFM 465","Compositing and Visual Effects","3","Computer-generated visual effects to include rendering and compositing techniques used in film, new media, and television."
"Television, Film and New Media","TFM 470","Critical Studies of Gender/Sexuality/Media","3","Critical approaches to representation, production, and reception of gender and sexuality in film, television and new media, including video games and the Internet."
"Television, Film and New Media","TFM 490","Internship","1-3","Work with approved agencies off-campus under the combined supervision of agency personnel and instructor."
"Television, Film and New Media","TFM 496","Experimental Topics","1-3","Experimental topics."
"Television, Film and New Media","TFM 499","Special Study","1-3","Individual study or project, normally in a research area selected by the student."
"Television, Film and New Media","TFM 506","Advanced Film Distribution and Marketing","3","Exposure to the inner workings of industry standard film distribution and marketing strategies, processes, and techniques; advanced knowledge and skills to tactically release indie films to audiences worldwide."
"Television, Film and New Media","TFM 510","Advanced Script Writing for Television and Film","3","Scripting of dramatic original and adaptation forms, and documentary."
"Television, Film and New Media","TFM 515","Television Writing and the Dynamics of the Writers’ Room","3","Scripting of spec and original material for television. Attention to learning fundamentals of managing and running the television writers’ room."
"Television, Film and New Media","TFM 521","Advanced Sound Design for Film and Interactive Media","3","Aesthetics and advanced techniques for designing sounds for moving image and interactive media. Through laboratories and projects, students will learn auralization, composition, design, and synthesis using contemporary tools: audio programming languages, digital audio workstations, and nonlinear editors."
"Television, Film and New Media","TFM 522","Advanced Film and Television Cinematography","3","Art, craft, and industry of cinematography. Telling visual stories with video and film. Attributes and optics of lenses. Qualities and aesthetics of lighting."
"Television, Film and New Media","TFM 530","Selected Topics in Genre Studies for Television and Film","3","Film and television genres (noir, western, comedy, musical, science fiction, soap opera, etc.) including key media texts, aesthetics, themes, history, and social context."
"Television, Film and New Media","TFM 540","Documentary Production","3","Hands-on field experiences in documentary production to include research and writing techniques, investigative procedures, interviewing, shooting and editing. Analyze significant documentaries."
