"course_code","course_name","course_credits"
"GEO 414","GEO 414 - Advanced Petrology","3 credits"
"GEO 415","GEO 415 - Invertebrate Paleontology","3 credits"
"GEO 420","GEO 420 - Glacial and Quaternary Geology","4 credits"
"GEO 425","GEO 425 - GIS Applications in Geology","3 credits"
"GEO 430","GEO 430 - Oceanography","3 credits"
"GEO 440","GEO 440 - Geohydrology","3 credits"
"GEO 445","GEO 445 - Introduction to Geochemistry","3 credits"
"GEO 470","GEO 470 - Geophysics","4 credits"
"GEO 480","GEO 480 - Special Topics in the Geological Sciences","1 to 4 credits"
"GEO 485","GEO 485 - Geology Research and Writing Seminar","1 credits"
"GEO 486","GEO 486 - Geology Reading Seminar","1 credits"
"GEO 490","GEO 490 - Geology Internship","1 to 10 credits"
"GEO 493","GEO 493 - Applied Field Geology","1 to 8 credits"
"GEO 499","GEO 499 - Independent Study or Research in Geology","1 to 4 credits"
"GEO 580","GEO 580 - Special Topics in the Geological Sciences","1 to 4 credits"
"GEO 697","GEO 697 - Professional Learning","1 to 3 credits"
"GER 101","GER 101 - Beginning German I: Language and Culture","4 credits"
"GER 102","GER 102 - Beginning German II: Language and Culture","4 credits"
"GER 180","GER 180 - Special Topics in German","1 to 4 credits"
"GER 201","GER 201 - Intermediate German I: Language and Culture","4 credits"
"GER 202","GER 202 - Intermediate German II: Language and Culture","4 credits"
"GER 280","GER 280 - Special Topics in German","1 to 4 credits"
"GER 301","GER 301 - German Composition","3 credits"
"GER 302","GER 302 - German Conversation","3 credits"
"GER 303","GER 303 - Introduction to German Literature I","3 credits"
"GER 304","GER 304 - Introduction to German Literature II","3 credits"
"GER 311","GER 311 - The Long 19th Century","3 credits"
"GER 312","GER 312 - Contemporary German Culture","3 credits"
"GER 314","GER 314 - Foreign Language Acquisition and Pedagogy","3 credits"
"GER 315","GER 315 - German Cinema","3 credits"
"GER 321","GER 321 - Improving German Pronunciation","3 credits"
"GER 322","GER 322 - Introduction to German Linguistics","3 credits"
"GER 331","GER 331 - Business German","3 credits"
"GER 341","GER 341 - Advanced German Grammar","3 credits"
"GER 342","GER 342 - Advanced Speaking Strategies and Skills","3 credits"
"GER 380","GER 380 - Special Topics in German","1 to 9 credits"
"GER 385","GER 385 - German Language","3 credits"
"GER 386","GER 386 - German Culture and Society","3 credits"
"GER 399","GER 399 - Independent Reading","1 to 4 credits"
"GER 401","GER 401 - Modern German Literature","3 credits"
"GER 402","GER 402 - German Authors","3 credits"
"GER 421","GER 421 - History of the German Language","3 credits"
"GER 480","GER 480 - Special Topics in German","1 to 4 credits"
"GER 495","GER 495 - Advanced Topics in German","3 credits"
"GER 499","GER 499 - Independent Study and Research","1 to 4 credits"
"GPY 100","GPY 100 - Physical and Environmental Geography","3 credits"
"GPY 101","GPY 101 - Sustainability and Place","1 credits"
"GPY 111","GPY 111 - Cities, Towns, and Villages","3 credits"
"GPY 112","GPY 112 - Global Climate Crisis","1 credits"
"GPY 200","GPY 200 - Computer Cartography","3 credits"
"GPY 209","GPY 209 - Introduction to Urban and Regional Planning","3 credits"
"GPY 220","GPY 220 - Cultural Geography","3 credits"
"GPY 235","GPY 235 - Geography for a Changing World","3 credits"
"GPY 307","GPY 307 - Introduction to Geographic Information Systems","3 credits"
"GPY 312","GPY 312 - Urban and Regional Environmental Planning","3 credits"
"GPY 314","GPY 314 - Land Use and Planning Law","3 credits"
"GPY 316","GPY 316 - Introduction to Transportation Planning","3 credits"
"GPY 324","GPY 324 - Urbanization","3 credits"
"GPY 327","GPY 327 - Place, Race and Ethnicity","3 credits"
"GPY 335","GPY 335 - Globalization and Development","3 credits"
"GPY 345","GPY 345 - The Geography and Land Use Management of Michigan and the Great Lakes Area","3 credits"
"GPY 350","GPY 350 - Geopolitics, Energy and Environment of Russia and Central Eurasia","3 credits"
"GPY 351","GPY 351 - Geography of Africa","3 credits"
"GPY 352","GPY 352 - Geography of Latin America","3 credits"
"GPY 353","GPY 353 - Geography of the United States and Canada","3 credits"
"GPY 354","GPY 354 - Geography and Globalization of Asia","3 credits"
"GPY 356","GPY 356 - The Geography, Culture and Land Use Management of Europe","3 credits"
"GPY 361","GPY 361 - People, Environment, and Development in the Amazon","3 credits"
"GPY 362","GPY 362 - Farmers, Crops, and Our Challenging Agricultural World","3 credits"
"GPY 363","GPY 363 - World Forests and Their Use","3 credits"
"GPY 365","GPY 365 - GIS for Economic and Business Decision-Making","3 credits"
"GPY 370","GPY 370 - Introduction to Remote Sensing","3 credits"
"GPY 380","GPY 380 - Special Topics in Geography","3 credits"
"GPY 381","GPY 381 - Study Abroad I","3 to 9 credits"
"GPY 385","GPY 385 - GIS in Urban and Regional Analysis","3 credits"
"GPY 399","GPY 399 - Independent Readings","1 to 3 credits"
"GPY 407","GPY 407 - Advanced GIS","4 credits"
"GPY 410","GPY 410 - Landscape Analysis and Green Infrastructure","3 credits"
"GPY 412","GPY 412 - Global Climate and Environmental Change","3 credits"
"GPY 414","GPY 414 - Land Use Planning","3 credits"
"GPY 470","GPY 470 - Digital Image Processing","3 credits"
"GPY 490","GPY 490 - Internship","1 to 9 credits"
"GPY 495","GPY 495 - Senior Thesis","3 credits"
"GPY 496","GPY 496 - Field Research Project","3 credits"
"GPY 499","GPY 499 - Independent Research","1 to 3 credits"
"GRK 101","GRK 101 - Elementary Ancient Greek I","4 credits"
"GRK 102","GRK 102 - Elementary Ancient Greek II","4 credits"
"GRK 201","GRK 201 - Intermediate Ancient Greek I","4 credits"
"GRK 202","GRK 202 - Intermediate Ancient Greek II","3 credits"
"GRK 285","GRK 285 - Study Abroad: Intermediate Ancient Greek","1 to 6 credits"
"GRK 350","GRK 350 - Greek Prose","3 credits"
"GRK 351","GRK 351 - Greek Poetry","3 credits"
"GRK 385","GRK 385 - Study Abroad: Advanced Ancient Greek","1 to 6 credits"
"GRK 399","GRK 399 - Independent Reading","1 to 3 credits"
"GRK 400","GRK 400 - Advanced Greek Prose","3 credits"
"GRK 401","GRK 401 - Advanced Greek Poetry","3 credits"
"GSI 201","GSI 201 - (Dis)Order and (In)Justice: An Introduction to Global Studies","3 credits"
"GSI 202","GSI 202 - History of Global Change and Social Transformation","3 credits"
"GSI 215","GSI 215 - Global Migration","3 credits"
"GSI 290","GSI 290 - Changemakers! Introduction to Social Impact","3 credits"
"GSI 365","GSI 365 - Global Climate Justice","3 credits"
"GSI 399","GSI 399 - Independent Reading","1 to 3 credits"
"GSI 490","GSI 490 - Global Studies Internship","1 to 3 credits"
"GSI 495","GSI 495 - Global Studies and Social Impact","3 credits"
"HIM 301","HIM 301 - Introduction to Health Information Management","3 credits"
"HIM 302","HIM 302 - Health Care Law","3 credits"
"HIM 304","HIM 304 - Advanced Med Terms of Disease","3 credits"
"HIM 310","HIM 310 - Functional and Administrative Practices in Health Information Management","3 credits"
"HIM 311","HIM 311 - CPT/HCPCS Coding","3 credits"
"HIM 320","HIM 320 - Applications of Organizational Planning for Health Information Management","3 credits"
"HIM 345","HIM 345 - Orientation to Health Information Management Practicum","1 credits"
"HIM 361","HIM 361 - Disease Classification System I","3 credits"
"HIM 362","HIM 362 - Disease Classification System II","3 credits"
"HIM 364","HIM 364 - Financial Reimbursement","3 credits"
"HIM 365","HIM 365 - Quality Management in Health Care","3 credits"
"HIM 366","HIM 366 - Health Information Data Systems and Statistics","3 credits"
"HIM 402","HIM 402 - Health Information Management Review","1 credits"
"HIM 470","HIM 470 - Field Practicum in Health Information Management","11 credits"
"HNR 151","HNR 151 - First Year Interdisciplinary Sequence 1","3 credits"
"HNR 152","HNR 152 - First Year Interdisciplinary Sequence 2","3 credits"
"HNR 153","HNR 153 - First Year Interdisciplinary Sequence 3","3 credits"
"HNR 154","HNR 154 - First-Year Interdisciplinary Sequence 4","3 credits"
"HNR 200","HNR 200 - Campus/Community Engagement","3 credits"
"HNR 201","HNR 201 - Live. Learn. Lead.","3 credits"
"HNR 219","HNR 219 - The Middle East Beyond the Headlines 3","3 credits"
"HNR 220","HNR 220 - The Middle East Beyond the Headlines 4","3 credits"
"HNR 221","HNR 221 - The Worlds of Greece and Rome 3","3 credits"
"HNR 222","HNR 222 - The Worlds of Greece and Rome 4","3 credits"
"HNR 223","HNR 223 - American Civilization 3","3 credits"
"HNR 224","HNR 224 - American Civilization 4","3 credits"
"HNR 225","HNR 225 - Europe: The Center and the Margins 3","3 credits"
"HNR 226","HNR 226 - Europe: The Center and the Margins 4","3 credits"
"HNR 236","HNR 236 - Modern Art and Modernity","3 credits"
"HNR 241","HNR 241 - The Earth, A Global View","4 credits"
"HNR 244","HNR 244 - The Human Body in Motion II","3 credits"
"HNR 245","HNR 245 - Microbes and Society","3 credits"
"HNR 247","HNR 247 - Molecules of Life in Perspective","3 credits"
"HNR 250","HNR 250 - Project-Based Learning","3 credits"
"HNR 251","HNR 251 - Project-Based Learning/QL","3 credits"
"HNR 261","HNR 261 - Alliance and Conflict: World Construction in Religion and Society","3 credits"
"HNR 262","HNR 262 - Alliance and Conflict: World Construction in Religion and Society","3 credits"
"HNR 264","HNR 264 - Theory and Practice of Rights 2","3 credits"
"HNR 265","HNR 265 - Theory and Practice of Rights 3","3 credits"
"HNR 274","HNR 274 - Africa Seen Through African Eyes 3","3 credits"
"HNR 275","HNR 275 - Africa Seen Through African Eyes 4","3 credits"
"HNR 276","HNR 276 - East Asia and the World: Ideas, Inventions, and Power 3","3 credits"
"HNR 277","HNR 277 - East Asia and the World: Ideas, Inventions, and Power 4","3 credits"
"HNR 280","HNR 280 - Honors Special Topics","1 to 3 credits"
"HNR 311","HNR 311 - Honors Junior Seminar","3 credits"
"HNR 312","HNR 312 - Honors Junior Seminar","3 credits"
"HNR 313","HNR 313 - Honors Junior Seminar","3 credits"
"HNR 350","HNR 350 - Integrative Seminar","3 credits"
"HNR 351","HNR 351 - Honors Integrative Seminar/QL","3 credits"
"HNR 380","HNR 380 - Honors Advanced Special Topics","1 to 4 credits"
"HNR 399","HNR 399 - Independent Study","1 to 4 credits"
"HNR 401","HNR 401 - Senior Project Proposal","1 credits"
"HNR 499","HNR 499 - Honors Senior Project","1 to 4 credits"
"HPE 195","HPE 195 - Introduction to Teaching Health and Physical Education","3 credits"
"HPE 200","HPE 200 - Methods of Teaching Dance","2 credits"
"HPE 207","HPE 207 - Personal Health and Wellness","3 credits"
"HPE 220","HPE 220 - Methods of Teaching Net/Wall/Target Activities","2 credits"
"HPE 230","HPE 230 - Methods of Teaching Invasive Games","2 credits"
"HPE 240","HPE 240 - Methods for Teaching Health Related Fitness","3 credits"
"HPE 260","HPE 260 - Methods of Teaching Outdoor Pursuits","3 credits"
"HPE 264","HPE 264 - Methods of Teaching Early Childhood Movement and Health","2 credits"
"HPE 267","HPE 267 - Health and Movement Education for Elementary Teachers","3 credits"
"HPE 270","HPE 270 - Methods of Teaching Skills-Based Health Education","3 credits"
"HPE 272","HPE 272 - Methods of Teaching Reproductive Health","2 credits"
"HPE 301","HPE 301 - Methods of Teaching Secondary Health Education","3 credits"
"HPE 302","HPE 302 - Methods of Teaching Adapted Physical Education","3 credits"
"HPE 306","HPE 306 - Methods of Teaching Elementary Physical Education","3 credits"
"HPE 307","HPE 307 - Methods of Teaching Secondary Physical Education","3 credits"
"HPE 309","HPE 309 - Assessment in Health and Physical Education","3 credits"
"HPE 401","HPE 401 - Professionalism in Health and Physical Education (Capstone)","3 credits"
"HRG 501","HRG 501 - Anatomy and Physiology of Hearing and Balance","3 credits"
"HRG 504","HRG 504 - Instrumentation and Hearing Science","3 credits"
"HRG 508","HRG 508 - Psychoacoustics","2 credits"
"HRG 521","HRG 521 - Audiologic Assessment","3 credits"
"HRG 525","HRG 525 - Neurophysiologic Measures I","3 credits"
"HRG 526","HRG 526 - Neurophysiologic Measures II","3 credits"
"HRG 527","HRG 527 - Vestibular Assessment and Rehabilitation","3 credits"
"HRG 541","HRG 541 - Amplification I","3 credits"
"HRG 542","HRG 542 - Amplification II","3 credits"
"HRG 545","HRG 545 - Auditory Habilitation and Rehabilitation","3 credits"
"HRG 562","HRG 562 - Professional Issues in Audiology","1 credits"
"HRG 566","HRG 566 - Evidence-Based Practice in Audiology","1 credits"
"HRG 570","HRG 570 - Audiology Fieldwork","1 credits"
"HRG 606","HRG 606 - Auditory Pathophysiology and Heredity","2 credits"
"HRG 607","HRG 607 - Radiographic Imaging and Pharmacology for Audiology","2 credits"
"HRG 623","HRG 623 - Hearing Across the Lifespan","3 credits"
"HRG 629","HRG 629 - Clinical Decision-making in Audiology","2 credits"
"HRG 642","HRG 642 - Educational Audiology and Auditory Processing Disorders","2 credits"
"HRG 645","HRG 645 - Cochlear Implants and Tinnitus","3 credits"
"HRG 648","HRG 648 - Mentoring and Counseling in Audiology","2 credits"
"HRG 661","HRG 661 - Hearing Conservation","2 credits"
"HRG 664","HRG 664 - Audiology Practice Management","2 credits"
"HRG 670","HRG 670 - Audiology Practicum","2 credits"
"HRG 690","HRG 690 - Research Preparation in Audiology","3 credits"
"HRG 697","HRG 697 - Professional Learning","1 to 3 credits"
"HRG 760","HRG 760 - Special Topics in Audiology","1 credits"
"HRG 770","HRG 770 - Audiology Internship","6 credits"
"HRG 797","HRG 797 - Professional Learning","1 to 3 credits"
"HRG 799","HRG 799 - Independent Study in Audiology","1 to 6 credits"
"HRT 105","HRT 105 - Introduction to Human Rights","3 credits"
"HRT 316","HRT 316 - Human Rights in International Politics","3 credits"
"HRT 319","HRT 319 - Human Traffic and Trafficking","3 credits"
"HRT 320","HRT 320 - Voices of the Civil Rights Movement in the United States","3 credits"
"HRT 335","HRT 335 - Theory of Human Rights","3 credits"
"HRT 389","HRT 389 - Study Abroad in Human Rights","3 credits"
"HRT 399","HRT 399 - Independent Studies in HRT","1 to 3 credits"
"HRT 450","HRT 450 - Reflection on Human Rights","1 credits"
"HRT 490","HRT 490 - Internship in Human Rights","3 credits"
"HRT 499","HRT 499 - Independent Study in HRT","1 to 3 credits"
"HSC 201","HSC 201 - The Scientific Revolution","3 credits"
"HSC 202","HSC 202 - The Technological Revolution","3 credits"
"HSC 399","HSC 399 - Readings in the History of Science","1 to 3 credits"
"HST 101","HST 101 - Introduction to World Civilizations","3 credits"
"HST 102","HST 102 - Introduction to European Civilizations","3 credits"
"HST 103","HST 103 - Introduction to American Civilizations","3 credits"
"HST 180","HST 180 - Special Topics in History","3 credits"
"HST 200","HST 200 - Introduction to the Study of History","3 credits"
"HST 202","HST 202 - History of Global Change and Social Transformation","3 credits"
"HST 203","HST 203 - World History to 1500 A.D.","3 credits"
"HST 204","HST 204 - World History since 1500","3 credits"
"HST 205","HST 205 - American History to 1877","3 credits"
"HST 206","HST 206 - American History since 1877","3 credits"
"HST 207","HST 207 - European Civilization to the Later Middle Ages","3 credits"
"HST 208","HST 208 - European Civilization since the Later Middle Ages","3 credits"
"HST 209","HST 209 - History and Social Studies for Elementary Teachers","3 credits"
"HST 211","HST 211 - History of Islamic Civilization","3 credits"
"HST 212","HST 212 - India: History and Civilization","3 credits"
"HST 230","HST 230 - Latin America in World History","3 credits"
"HST 240","HST 240 - A History of East Asia to 1800","3 credits"
"HST 241","HST 241 - A History of East Asia since 1800","3 credits"
"HST 290","HST 290 - The Historian's Craft: What Historians Know and How They Know It","3 credits"
"HST 301","HST 301 - Colonial America","3 credits"
"HST 302","HST 302 - Revolutionary America","3 credits"
"HST 303","HST 303 - Era of Sectional Conflict, Civil War, and Reconstruction","3 credits"
"HST 305","HST 305 - America Confronts Modernity","3 credits"
"HST 306","HST 306 - The 'American Century': From the Great Depression to Vietnam","3 credits"
"HST 307","HST 307 - United States since 1970","3 credits"
"HST 308","HST 308 - Cultural and Social Topics in U.S. History","3 credits"
"HST 309","HST 309 - Cultural and Social Topics in European History","3 credits"
"HST 310","HST 310 - Cultural and Social Topics in Nonwestern History","3 credits"
"HST 311","HST 311 - History of Religion in the United States","3 credits"
"HST 312","HST 312 - History of American Women","3 credits"
"HST 314","HST 314 - African American History","3 credits"
"HST 315","HST 315 - Latinos: The Forging of Ethnic Identities","3 credits"
"HST 316","HST 316 - U.S. Civil Rights Movement History","3 credits"
"HST 317","HST 317 - History of American Foreign Relations","3 credits"
"HST 318","HST 318 - History of Democracy in America","3 credits"
"HST 319","HST 319 - Human Traffic and Trafficking","3 credits"
"HST 320","HST 320 - American Indians","3 credits"
"HST 322","HST 322 - American Identity and Sports","3 credits"
"HST 323","HST 323 - Michigan History","3 credits"
"HST 325","HST 325 - Topics in the History of Sport","3 credits"
"HST 327","HST 327 - History of United States Urban Society","3 credits"
"HST 328","HST 328 - U.S. Constitutional and Legal History","3 credits"
"HST 329","HST 329 - U.S. Intellectual History","3 credits"
"HST 330","HST 330 - Colonial Latin America","3 credits"
"HST 331","HST 331 - Modern Latin America","3 credits"
"HST 332","HST 332 - Emergence of Modern India and South Asia","3 credits"
"HST 333","HST 333 - Modern China","3 credits"
"HST 334","HST 334 - The Making of the Caribbean","3 credits"
"HST 335","HST 335 - Africa Before 1870","3 credits"
"HST 336","HST 336 - Africa After 1870","3 credits"
"HST 337","HST 337 - The Age of Islamic Empire","3 credits"
"HST 338","HST 338 - Modern Middle East","3 credits"
"HST 339","HST 339 - Modern Iran","3 credits"
"HST 342","HST 342 - History of Buddhism and East Asian Religions","3 credits"
"HST 343","HST 343 - History of South Africa","3 credits"
"HST 350","HST 350 - Ancient Greece","3 credits"
"HST 351","HST 351 - Ancient Rome","3 credits"
"HST 355","HST 355 - Medieval Europe","3 credits"
"HST 357","HST 357 - The Black Athlete in History","3 credits"
"HST 360","HST 360 - Tudor and Stuart England","3 credits"
"HST 361","HST 361 - Modern Britain","3 credits"
"HST 364","HST 364 - Renaissance and Reformation Europe","3 credits"
"HST 370","HST 370 - History of Medicine and Health","3 credits"
"HST 371","HST 371 - Historical Perspectives on Gender and Sexualities","3 credits"
"HST 372","HST 372 - From Slavery to Freedom","3 credits"
"HST 374","HST 374 - Revolution in the Americas","3 credits"
"HST 375","HST 375 - History of Mexico","3 credits"
"HST 376","HST 376 - History of Witch Hunts","3 credits"
"HST 377","HST 377 - History of Warfare","3 credits"
"HST 378","HST 378 - Contesting Human Rights","3 credits"
"HST 380","HST 380 - Special Topics in History","1 to 4 credits"
"HST 386","HST 386 - 20th Century Europe","3 credits"
"HST 387","HST 387 - Modern Germany","3 credits"
"HST 389","HST 389 - Russian History","3 credits"
"HST 390","HST 390 - Soviet History","3 credits"
"HST 399","HST 399 - Independent Study","1 to 3 credits"
"HST 400","HST 400 - Junior Seminar in History","3 credits"
"HST 405","HST 405 - Local and Community History","3 credits"
"HST 410","HST 410 - History Journal","3 credits"
"HST 415","HST 415 - Museum Studies","3 credits"
"HST 420","HST 420 - Public History","3 credits"
"HST 490","HST 490 - History Internship","1 to 3 credits"
"HST 495","HST 495 - Varieties of History (Capstone)","3 credits"
"HST 498","HST 498 - Senior Thesis","3 credits"
"HST 680","HST 680 - Special Topics in History","1 to 3 credits"
"HST 697","HST 697 - Professional Learning","1 to 3 credits"
"HTM 100","HTM 100 - Career Readiness for the Business World","1 credits"
"HTM 101","HTM 101 - Introduction to Hospitality and Tourism","3 credits"
"HTM 117","HTM 117 - Customer Satisfaction in the Hospitality Industry","1 credits"
"HTM 175","HTM 175 - International Food and Culture","3 credits"
"HTM 180","HTM 180 - Special Topics in Hospitality and Tourism Management","1 to 4 credits"
"HTM 190","HTM 190 - Field Preparation","1 credits"
"HTM 201","HTM 201 - Good Food Gone Bad: Food Safety for Everyone","3 credits"
"HTM 202","HTM 202 - International Tourism","3 credits"
"HTM 213","HTM 213 - Introduction to Food and Beverage Management","3 credits"
"HTM 217","HTM 217 - Cannabis and Culture","3 credits"
"HTM 222","HTM 222 - Introduction to Lodging Management","3 credits"
"HTM 235","HTM 235 - Tourism and Recreation Management","3 credits"
"HTM 240","HTM 240 - Introduction to Meeting and Event Management","3 credits"
"HTM 242","HTM 242 - Cannabis Regulations and Tourism","3 credits"
"HTM 250","HTM 250 - Food Production and Kitchen Management","4 credits"
"HTM 253","HTM 253 - Convention Sales and Service","3 credits"
"HTM 268","HTM 268 - Adventure Tourism","3 credits"
"HTM 273","HTM 273 - Hospitality and Tourism Financial Decision-making","3 credits"
"HTM 275","HTM 275 - Culinary Tourism","3 credits"
"HTM 280","HTM 280 - Special Topics in Hospitality and Tourism Management","1 to 4 credits"
"HTM 281","HTM 281 - Disney College Program I","2 credits"
"HTM 282","HTM 282 - Disney College Program II","2 credits"
"HTM 283","HTM 283 - International Internship Experience Seminar","1 credits"
"HTM 290","HTM 290 - HTM Field Experience I","2 credits"
"HTM 313","HTM 313 - Farm to Fork - Sustainability in Food Service Cuisine","3 credits"
"HTM 317","HTM 317 - Responsible Cannabis Operations","3 credits"
"HTM 318","HTM 318 - Responsible Beverage Management","3 credits"
"HTM 323","HTM 323 - Festival and Special Event Management","3 credits"
"HTM 330","HTM 330 - International Event Management","3 credits"
"HTM 333","HTM 333 - Hospitality Facilities Management","3 credits"
"HTM 340","HTM 340 - Event Sustainability","3 credits"
"HTM 343","HTM 343 - Human Resource Management","4 credits"
"HTM 350","HTM 350 - Banquet and Catering Management","3 credits"
"HTM 360","HTM 360 - Corporate Social Responsibility in the Tourism Industry","3 credits"
"HTM 361","HTM 361 - Hospitality Law and Legislation","3 credits"
"HTM 368","HTM 368 - Geotourism","3 credits"
"HTM 373","HTM 373 - Hospitality Information Analysis","4 credits"
"HTM 375","HTM 375 - Hospitality and Tourism Research","3 credits"
"HTM 380","HTM 380 - Special Topics in Hospitality and Tourism Management","1 to 4 credits"
"HTM 390","HTM 390 - HTM Field Experience II","2 credits"
"HTM 399","HTM 399 - Independent Study","1 to 4 credits"
"HTM 402","HTM 402 - Tourism Policy Issues","3 credits"
"HTM 413","HTM 413 - Advanced Food and Beverage Management","3 credits"
"HTM 422","HTM 422 - Advanced Lodging Management","3 credits"
"HTM 440","HTM 440 - Advanced Meeting and Event Management","3 credits"
"HTM 452","HTM 452 - Hospitality and Tourism Marketing","3 credits"
"HTM 480","HTM 480 - Special Topics in Hospitality and Tourism Management","3 credits"
"HTM 490","HTM 490 - HTM Senior Internship","2 credits"
"HTM 495","HTM 495 - Hospitality Management (Capstone)","3 credits"
"HTM 499","HTM 499 - Independent Research","1 to 4 credits"
"IDS 105","IDS 105 - Mindfulness as a College-Success Tool","1 credits"
"IDS 110","IDS 110 - Research Hacks for New Students","1 credits"
"IDS 150","IDS 150 - Dialogue Across Difference","1 credits"
"IDS 180","IDS 180 - Interdisciplinary Studies Special Topics","1 to 3 credits"
"IDS 181","IDS 181 - Intercultural Competence Through Study Abroad","1 credits"
"IDS 182","IDS 182 - Community Reading Project","1 credits"
"IDS 205","IDS 205 - Leadership and Character","1 credits"
"IDS 325","IDS 325 - Learning from Detroit: Education and Community Revitalization","3 credits"
"IDS 350","IDS 350 - Building Bridges Through Conversation","3 credits"
"IDS 352","IDS 352 - Global Journalism and Misinformation","3 credits"
"IDS 380","IDS 380 - Special Topics in Interdisciplinary Studies","1 to 12 credits"
"IDS 399","IDS 399 - Independent Readings","1 to 3 credits"
"INT 100","INT 100 - Reflect, Connect, Engage","3 credits"
"INT 180","INT 180 - Special Topics in Liberal Studies","1 to 6 credits"
"INT 201","INT 201 - Diversity in the United States","3 credits"
"INT 301","INT 301 - Interdisciplinary Research Methods","3 credits"
"INT 310","INT 310 - Creativity and Innovative Problem-Solving","3 credits"
"INT 311","INT 311 - Meaning: Ideas and Words","3 credits"
"INT 312","INT 312 - Collaborative Communication","3 credits"
"INT 314","INT 314 - Life Journeys","3 credits"
"INT 319","INT 319 - Human Traffic and Trafficking","3 credits"
"INT 320","INT 320 - Voices of the Civil Rights Movement in the United States","3 credits"
"INT 322","INT 322 - Wicked Problems of Sustainability","3 credits"
"INT 323","INT 323 - Design Thinking to Meet Real-World Needs","3 credits"
"INT 325","INT 325 - LGBTQ Identities","3 credits"
"INT 326","INT 326 - Sexuality, Justice, and Advocacy","3 credits"
"INT 330","INT 330 - The Idea of Nature","3 credits"
"INT 331","INT 331 - Person and Profession in a Global Environment","3 credits"
"INT 341","INT 341 - Leadership for Social Change","3 credits"
"INT 342","INT 342 - Food Matters","3 credits"
"INT 350","INT 350 - The Immigrant Experience in the U.S.","3 credits"
"INT 366","INT 366 - American Society and Media","3 credits"
"INT 370","INT 370 - Anishinaabeg Lifeways: Past, Present, and Future","3 credits"
"INT 380","INT 380 - Special Topics in Liberal Studies","3 credits"
"INT 382","INT 382 - LEADS Portfolio Development","1 credits"
"INT 399","INT 399 - Independent Reading","1 to 6 credits"
"INT 400","INT 400 - Global Visionary Leadership","3 credits"
"INT 401","INT 401 - American Visionary Leadership","3 credits"
"INT 402","INT 402 - Feminist Visionary Thinkers","3 credits"
"INT 480","INT 480 - Special Topics in Liberal Studies","1 credits"
"INT 490","INT 490 - Internship","1 to 6 credits"
"INT 491","INT 491 - Practicum","1 to 6 credits"
"INT 495","INT 495 - Senior Seminar (Capstone)","3 credits"
"INT 499","INT 499 - Independent Research","1 to 6 credits"
"IPE 407","IPE 407 - Integrated Team Health Care","2 credits"
"IPE 507","IPE 507 - Integrated Team Health Care","2 credits"
"IPE 697","IPE 697 - Professional Learning","1 to 3 credits"
"IR 380","IR 380 - Special Topics in International Relations","1 to 3 credits"
"IR 399","IR 399 - Independent Readings","1 to 3 credits"
"IR 490","IR 490 - International Relations Internship","2 to 6 credits"
"IR 495","IR 495 - Seminar in International Relations (Capstone)","3 credits"
"IR 499","IR 499 - Independent Research","1 to 3 credits"
"ITA 101","ITA 101 - Beginning Italian I: Language and Culture","4 credits"
"ITA 102","ITA 102 - Beginning Italian II: Language and Culture","4 credits"
"ITA 201","ITA 201 - Intermediate Italian I: Language and Culture","4 credits"
"ITA 202","ITA 202 - Intermediate Italian II: Language and Culture","4 credits"
"ITA 280","ITA 280 - Special Topics in Italian","1 to 4 credits"
"ITA 299","ITA 299 - Independent Study","1 to 4 credits"
"ITA 380","ITA 380 - Special Topics in Italian","1 to 9 credits"
"ITC 100","ITC 100 - Introduction to Intercultural Competence","3 credits"
"ITC 480","ITC 480 - Special Topics in ITC","1 to 3 credits"
"ITC 490","ITC 490 - Practicum: Intercultural Learning Experience","1 to 6 credits"
"JBM 184","JBM 184 - Introduction to Broadcasting","3 credits"
"JBM 236","JBM 236 - News in Society","3 credits"
"JBM 240","JBM 240 - Sports Media","3 credits"
"JBM 256","JBM 256 - News Reporting","3 credits"
"JBM 260","JBM 260 - Digital Journalism Workshop","3 credits"
"JBM 265","JBM 265 - Introduction to Radio","3 credits"
"JBM 284","JBM 284 - Broadcast News","3 credits"
"JBM 290","JBM 290 - Media History","3 credits"
"JBM 310","JBM 310 - Advanced Reporting Techniques","3 credits"
"JBM 316","JBM 316 - News Design and Layout","3 credits"
"JBM 325","JBM 325 - Issues in Journalism","3 credits"
"JBM 366","JBM 366 - Arts and Entertainment Journalism","3 credits"
"JBM 380","JBM 380 - Special Topics in Journalism, Broadcast, and Media","1 to 9 credits"
"JBM 384","JBM 384 - Producing for Broadcasting","3 credits"
"JBM 385","JBM 385 - Advanced Radio","3 credits"
"JBM 390","JBM 390 - Technical Writing","3 credits"
"JBM 399","JBM 399 - Independent Study","1 to 6 credits"
"JBM 481","JBM 481 - Investigative Reporting","3 credits"
"JBM 484","JBM 484 - TV News Workshop","3 credits"
"JBM 490","JBM 490 - Internship","1 to 6 credits"
"JBM 495","JBM 495 - Journalism, Broadcasting, and Digital Media Capstone","3 credits"
"JPN 101","JPN 101 - Beginning Japanese I: Language and Culture","4 credits"
"JPN 102","JPN 102 - Beginning Japanese II: Language and Culture","4 credits"
"JPN 180","JPN 180 - Special Topics in Japanese","1 to 4 credits"
"JPN 201","JPN 201 - Intermediate Japanese I: Language and Culture","4 credits"
