"code","level","title","credits","subject","description"
"HIS323","Undergraduate","Greco-Roman Thought and Culture","3","History","This course will introduce students to selected aspects of the intellectual and cultural history of ancient Greece and Rome. It will closely examine key texts and artifacts from the classical heritage of both civilizations, including specific works of philosophy, literature, and art at the instructor’s discretion."
"HIS330","Undergraduate","Civil War and Reconstruction","3","History","This course examines various interpretations of Civil War causation; the major political, economic and military aspects of the war; and the rebuilding of Southern society after the war's end."
"HIS332","Undergraduate","Colonial New England","3","History","This course investigates the experiences and evolving institutions of the North Atlantic colonists, from the first landings to the making of the Constitution. Special emphasis will be placed upon the colonists' relationship with Native Americans and upon the origins, progress and character of the struggle against Great Britain."
"HIS338","Undergraduate","Young America","3","History","This course traces the growth of the United States from its beginnings as a fledgling republic to its expansion into a continental empire. Particular attention is given to the development of the first and second American party systems, the democratization of American politics, westward expansion, the market revolution, and the changing roles of women and African-Americans."
"HIS340","Undergraduate","Making History","3","History","This course is founded upon a fundamental yet complex question; what is history? The course investigates this question by examining the various kinds of history; witnessing the myriad ways of communicating historical stories and arguments  ranging from the scholarly monograph to the town square statue to the museum exhibit; and learning how historians of all types actually make history through close, rational analysis of historical sources. In the process students will learn that history is an ever-evolving craft, central to the life of every society."
"HIS357","Undergraduate","American Slavery","3","History","This course explores the colonial and national experience of Africans and African-Americans through 1865. Particular attention is given to a general understanding of African history, the trans-Atlantic slave trade, slave life in the Caribbean and the American South, the role of free blacks in both northern and southern colonies and states, antebellum abolitionist and proslavery arguments, and the consequences of emancipation. Also addressed will be the debate over whether Africans/African-Americans were active agents or passive participants in early American history."
"HIS371","Undergraduate","History of the Middle East I","3","History","This survey course introduces the student to the political and social history of the Middle East from the rise of Islam through World War I."
"HIS372","Undergraduate","History of the Middle East II","3","History","This survey course introduces the student to the political and social history of the Middle East from World War I until the present."
"HIS373","Undergraduate","Arab-Israeli Conflict","3","History","This course examines the development of the Arab-Israeli conflict as it emerged in the post-World War II era."
"HIS374","Undergraduate","The Renaissance and the Reformation","3","History","This course is an examination of some of the major themes of the Renaissance and Reformation in Europe. Through extensive readings in primary sources, the class will explore the major personalities of the period and their influence on changes in many aspects of life. The lectures will focus on a broader context and will raise historical questions concerning such topics as science and belief, voyages of discovery, rise of the nation/state, rise of capitalism, and the millennial view of history."
"HIS401","Undergraduate","Making History: Capstone","3","History","The capstone experience asks students to examine the fundamental elements of how history is created by historians.  It does this through critical examination of primary historical artifacts, popular and public historical interpretations, peer-reviewed analyses of historical phenomena, and scholarly narrative syntheses.  Through examination, analysis, and discourse, students will learn how historical perspectives are created and consumed as an ever-evolving craft central to the life of every society.  Students’ examination of the nature of history will culminate and an original piece of historical research based on primary and scholarly secondary sources.  "
"HIS460","Undergraduate","History Research Seminar (Capstone)","3","History","This capstone course requires each student to design and craft their own written research project. In close consultation with the instructor, each student will select a topic, discover relevant primary and secondary sources, evaluate and analyze those sources, and develop an argument-based paper as a result of that process."
"HIS490","Undergraduate","History Internship","3 - 12","History",""
"HIS501","Graduate","Historiography","3","History","This course provides a deep-level exploration into the study of history and historical writing, focusing on the craft and profession of history and its relationship to society. The course contends with the changing nature of historical interpretations and arguments, and the role of historical meta-narratives in shaping one's understanding and experience of history. Students are asked to position and evaluate their own thinking in relation to various historical analyses, defending a preferred approach to a relevant area of interest."
"HIS502","Graduate","Historical Methods","3","History","Historians use a wide variety of methods and approaches to the study, analysis, and evaluation of historical accounts and sources. This course offers students an opportunity to investigate various methodological approaches and the relationships between method, theory, and interpretation in historical research. Students will design an initial research proposal and articulate how a chosen methodology positions them appropriately to address the central issues and problems of their research."
"HIS510","Graduate","Comparative History and Research","3","History","Comparative research is a valuable tool for historians to be able to discover possible historical and social connections across separate historical settings. This course introduces students to best practices, issues, and challenges of comparative history approaches. Central to the course is the development of effective research practices in comparative history: identifying appropriate sources, articulating the context and focus of a research project, and making an informed and supported argument. This course will use the topic of democratic revolutions to model comparative research. "
"HIS520","Graduate","Historical Lenses and Scholarship","3","History","What does it mean to focus on the economic issues of a historical event? What considerations of race, gender, class, or other lenses of difference can be made to illuminate the social and cultural experiences of people throughout history? The central focus of this course is to provide students with an exploration into various lenses of historical research and analysis and how these lenses can structure the types of questions a historian asks. Students will integrate best practices for the production and writing of historical scholarship using a chosen lens (or lenses) of analysis."
"HIS600","Graduate","Early American Encounters","3","History","The modern nation of the United States of America was born out of European colonization and the early encounters between European colonists, Native Americans, and Africans and their descendants. The themes that arise from these early encounters as they created the New World continue to shape America's social, political, economic, and cultural landscape to this day. In this course, students investigate how historians understand the different facets of the creation of this New World, including armed conflict, cultural cooperation, gender roles, free and coerced labor, environmental issues, and the role of religion in conquest."
"HIS601","Graduate","New American Nation","3","History","America has held many titles as a result of its political inception, including ""the birthplace of democracy"" and ""the first nation based on an idea."" Does the historical evidence substantiate those claims Was the American Revolution truly ""revolutionary"" In this course, the separation of the American colonies from England and the political, cultural, social, and economic realities that resulted are critically examined. Students will challenge and refine previously held or popular notions of the period encompassing Revolutionary-era America through the early nineteenth century."
"HIS602","Graduate","Era of the Civil War","3","History","The era of the American Civil War is one of the most studied periods in American history. Despite the robust and well-established scholarship on the topic, vibrant debates and competing schools of thought still exist. In this course, students will add to this rich tradition with their own interpretations of the social, economic, cultural, and political roots of the conflict and its relevant impacts on the American narrative. Emphasis is placed on applying different methodologies and lenses to the vast historical body of knowledge surrounding the antebellum period through the Reconstruction era. Students evaluate the implications of methodology and lens on interpretations of the Civil War."
"HIS603","Graduate","The Gilded Age and Progressive Era","3","History","This course examines the period between Reconstruction and the first World War, paying particular attention to the emergence of industrial capitalism, the rise of the modern American city, the shifting nature of rural life in America and the rise of Populism, immigration, racial tensions, Progressivism, the conquest of the West, and the rise of the United States as a global power militarily, economically, and politically."
"HIS604","Graduate","America and the World Wars","3","History","As America emerged on the stage as a world power, it is not surprising that increased involvement in international affairs followed. America's participation in the world wars of the twentieth century brought about profound changes related to international diplomatic relations, the expanding role of the state in economic and military policy, cultural and ideological shifts domestically and globally, and technological innovations in weaponry, transportation, and manufacturing. While the consequences of warfare on the greater world stage are central to this course, students also will examine the myriad ways in which social, political, and cultural life transformed in the United States during this era. Students contend with how historians have, both implicitly and explicitly, inserted value judgments into their interpretations of the methods of war, political regimes, human rights issues, and geopolitical reorganizations of the era."
"HIS605","Graduate","Cold War and the American Empire","3","History","The Cold War period has been defined by America's ideological conflict and proxy warfare with the Soviet Union. The tremendous cultural, social, economic, and political turmoil that resulted from this era, including such events as the Vietnam War and the civil rights movement, can still be felt throughout the globe today. In this course, students draw connections among contemporary issues and their foundations in the period between the end of World War II and the fall of the Soviet Union. Students explore how the essential nature of this conflict compares and contrasts to traditional conceptions of ""war,"" examine to what extent the Cold War was representative of a paradigm shift in terms of foreign policy and military engagements, and investigate the general relationship between war and society in this period."
"HIS620","Graduate","History of Military Thought","3","History","This course examines the development of military theory and practice throughout history, exploring prominent military figures and major campaigns. This subject matter is global in scope, including topics from both the Eastern and Western worlds. Students will investigate how different societies influence and are influenced by military affairs, including war and social changes, diplomatic efforts, and cultural differences in military theory."
"HIS630","Graduate","The Russian Revolutions","3","History","The Russian revolutions of 1917 rank among the most monumental events of the modern era. The collapse of the tsarist regime and the triumph of communism placed Russia on a tumultuous and often painful path toward modernization and forever changed the course of world history. Beginning with the 1890s and continuing until the early 1920s, this course will analyze the background, the unfolding, and the aftermath of the twin upheavals of 1917: the February Revolution that destroyed the Russian monarchy and the October Revolution that brought the Soviet government to power. Students will investigate the political, socio-economic, cultural, and ideological factors that shaped this transformation, and will also explore the interactions among revolutionary processes and military events such as World War I and the Russian Civil War. They will utilize recent scholarship on these topics to develop their own understanding of the historiography of the subject."
"HIS640","Graduate","Chinese Imperialism","3","History","This course provides an overview of major military campaigns, strategies, and tactics in Chinese history. Students will explore the cultural aspects of military campaigns and warfare in China and be introduced to the latest scholarship on the topics explored. Students will also engage with the historiography of a topic of interest and define their own interpretations based on scholarly research."
"HIS660","Graduate","Introduction to Public History","3","History","Unlike many other areas of history, public history distinguishes itself in its application focus and community orientation. Public historians are charged with protecting our historically significant artifacts, cataloging our historical wisdom, and communicating our cultural narratives. In this course, the foundational principles and mission of public history are investigated and evaluated. Students assess the landscape of public history, including the major thinkers, controversies, emerging trends, and ethical demands. Finally, students must articulate a distinct identity for public history and situate themselves within that context."
"HIS661","Graduate","Public History Strategic Management","3","History","A public historian can expect to be responsible for a myriad of projects and tasks that require a marriage of historical knowledge and business acumen. In this course, students will augment their existing framework to include the skill sets of project management, budgeting and finance, legal competencies, and other pragmatic considerations that are essential for the public historian. Attention will be given to issues of intellectual property, fundraising and donations, interpersonal skills and people management, artifact care, and motivating volunteer organizations. "
"HIS662","Graduate","Digitization of History","3","History","The potential and possibilities for preserving historical artifacts have been fundamentally transformed by digitization. The ability to design, plan, execute, and maintain digitization projects and repositories has become essential for public historians. In this course, students apply information system theories and utilize relevant technologies and tools to engage in the digitization process. An emphasis is placed on the need for public historians to take an adaptive and open-minded approach to technology, due to its capabilities for furthering the missions of public history."
"HIS663","Graduate","Documentary Editing","3","History","This course is one of three specialized offerings in public history collections management. The focus of this course is documentary editing, or the assembling of comprehensive document collections. Documentary editors must scrutinize, verify, and organize the resources upon which historical scholarship rests. This includes making the difficult, and potentially controversial, decisions about what is included and what is not. In this course, students engage in research, evaluation, transcription, annotation, and compilation of historical artifacts. The implications of documentary editorial decisions on future understandings of the past are assessed."
"HIS664","Graduate","Archival Management","3","History","This course is one of three specialized offerings in public history collections management. The focus of this course is archives, or the accumulation of historical records that have been set aside for future reference. Archivists must store, catalog, preserve, and retrieve archival materials that are considered to be of significance to a group. In this course, students apply the major theories of archival science to determine the authenticity, reliability, integrity, and usability of various records. Best practices for developing and maintaining archives are investigated. Additionally, the ethical considerations surrounding the care of records of social value are evaluated."
"HIS665","Graduate","Museum Collection Management","3","History","This course is one of three specialized offerings in public history collections management; the focus is museum curation. Today's museums are being challenged to alter their approach and redefine the museum experience to meet the intellectual curiosity of 21st-century patrons who crave contribution and participation over passive observation. In this course, students will evaluate the impact of these social dynamics on the field of museum science. Additionally, students will propose creative solutions to address new expectations without sacrificing the enduring principles at the core of a museum's mission."
"HIS790","Graduate","Research Seminar for Historians (Capstone)","3","History","The capstone experience integrates knowledge and skills developed in previous coursework with a focus on developing scholarship in a student's chosen area of specialization. This course focuses on helping students propose a topic for research, conduct preliminary research on primary and secondary sources, and develop a capstone research proposal. This course prepares students for the formal capstone submission in the subsequent capstone course."
"HIS791","Graduate","Capstone for Research Historians","3","History","The capstone experience integrates knowledge and skills developed in previous coursework with a focus on developing scholarship in a student's chosen area of specialization. This course extends students' research proposals into a formal capstone project. Students will workshop and submit their final capstone projects in this course. "
"HIS792","Graduate","Capstone for Public Historians","3","History","The capstone experience integrates knowledge and skills developed in previous coursework with a focus on developing the final capstone deliverable. Public historians will demonstrate the skills they have learned in conceiving of, maintaining, and managing content for public history organizations. Students will workshop and submit their final versions of their capstone in this course."
"HON201","Undergraduate","Interdisciplinary Studies I","3","Honors","HON 201 Interdisciplinary Studies-Great Books I (3 credits) Required for Honors graduation. Students in this two semester seminar (must be taken with HON 202) are guided by the instructor in their readings, experiences and presentations to the class.  The course introduces students to some of the key texts of Classical Literature. This course has a year long two-course requirement. The Honors student must complete both semesters to receive credit in the Honors Program."
"HON202","Undergraduate","Interdisciplinary Studies II","3","Honors","This is the second half of the require two- semester course.  It emphasizes texts from the Enlightenment."
"HON301","Undergraduate","Issues/Values: Honors Seminar","3","Honors","The Honors Seminar, offered every year as an upper level course for honors students, is designed to involve the students in a deeper study of a particular topic of current research and interest. Students read and evaluate multiple works related to the seminar topic, write multiple short papers plus at least one longer analysis. Whenever possible, students may have the opportunity to meet and talk with some of the authors studied. Topics are announced on an annual basis and have included in the past such topics as ""Democracy in the Twenty-first Century,"" and ""The Politics of Food."" Honors students should include at least one HON-301 Seminar in their honors courses for graduation."
"HON314","Undergraduate","Seminar in Research Methods","3","Honors","This course builds on the assumption that research is an act of selecting and interpreting information.  The course provides students, who are interested in pursuing an undergraduate thesis/project, a review of theories, concepts, and methodologies in basic and applied research. Various approaches to research are evaluated. The guidelines for developing, conducting, and presenting cross-discipline research projects are reviewed and discussed. The course is designed to provide an environment in which students will explore and proceed in the development and formulation of their areas of research interests."
"HON401","Undergraduate","Independent Honors Thesis","1.5 - 3","Honors","Required for Honors graduation. In this yearlong individual research project, each student in the Honors Program has the opportunity to learn about a subject of his or her choice, pending approval of the Honors director. Under the guidance of a faculty mentor, the student drafts a proposal for study that may involve many kinds of learning experiences. The results are communicated both as a written project report and as a presentation before the Honors Colloquium during the spring semester."
"HOS203","Undergraduate","Farm to Fork","3","Hospitality Administration","A vision for the future is one of abundance, health, and justice, yet we're up against big odds. America's food system is in crisis. Industrial agriculture has caused environmental degradation on a massive scale, and corporations pushing processed foods have encouraged widespread sickness and obesity in children and adults. Society needs to transform our mainstream processes to grow a strong local food system that benefits us all.  FORK CHOICES will help you become knowledgeable of the impacts on our planet's natural resources generated by your daily eating choices.  Realizing Legal, Economic, Social and Environmental influences will help you make informed decisions whether you are eating out or purchasing groceries for home.  This course is open to all students on campus - all majors. Everyone eats and should understand how to become socially responsible citizens for our fork choices!"
"HOS220","Undergraduate","Geography of Global Cultures","3","Hospitality Administration","What is tourism in an age of globalization where culture is increasingly a commodity ? What is the experience of tourists and locals who daily enact rituals of encounter in today’s expanding circuits of travel? This course investigates the relationship between culture and tourism and answers these questions. Issues and trends in the management of tangible and intangible assets such as interpretation, globalization, cross cultural values, impacts of development, sustainable tourism, etc. are examined."
"HOS311","Undergraduate","Sustainable Tourism","3","Hospitality Administration","Supporting jobs and economies through travel and tourism, this in an experiential learning course with linkages to the United Nations World Tourism Organization. Students are primarily tasked to work directly with hospitality companies and/or destinations to solve sustainability-related issues in the marketplace. Projects are related to the greening of current operations, refurbishment of existing activities, and the establishment of new businesses. Students will understand the concept of sustainability through hands-on learning experiences. Field trips are required. Optional for this course are micro-certifications."
"HOS315","Undergraduate","Introduction to Sustainable Hotel Operations ","3","Hospitality Administration","This course takes a sustainable approach to the front office and housekeeping operations.  Students are provided the opportunity to apply classroom lessons to real-world situations through industry simulations, field workforce partnerships working directly with hotel companies, and executing training for the local immigrant community. The goal is to help students develop and refine the critical analysis and decision-making skills related to hotel management.  "
"HOS321","Undergraduate","Hospitality Sales Management","2 - 3","Hospitality Administration","Students will be exposed to the responsibilities of sales managers and the strategic role of sales within hospitality organizations.  The focus of the course is on the management of a sales program and salespeople, however personal selling will be introduced and integrated into the syllabus.  The course will extend student's understanding of the hospitality sales process, the relationship between sales and marketing, sales force structure, customer relationship management (CRM), use of technology to improve sales force effectiveness, and issues in recruiting, selecting, training, motivating, compensating and retaining salespeople."
"HOS322","Undergraduate","Beverage Management and Control","3","Hospitality Administration","This course covers the profitability and control aspects of beverage service for commercial food service operations. Methods of distilled spirit production and beer brewing are detailed to help students understand the varying qualities of beverages. Students will learn through a semester project of designing a beverage program that includes the layout and design of the facility, the equipment, control procedures, customer relations, staffing, marketing, sanitation procedures and regulations affecting operations. The Servsafe Alcohol exam sponsored by the National Restaurant Association and proctored by a Certified Instructor on responsible alcohol service is administered. This is a hybrid course that requires in-seat-time one class period (75 minutes) and non-seat-time (online) one class period (75 minutes) per week."
"HOS327","Undergraduate","Food and Beverage Operations Management","3","Hospitality Administration","This hybrid course is designed to provide instructions for managing a variety of food and beverage operations. Included are the history and development of restaurants; food production and menus; the size, scope and classification of restaurants; principles of service; principles of menu- making; layout and design of restaurants; marketing and sales promotion; management of personnel and human relations; and food and beverage control procedures. Students will apply the management theories learned in a simulation program. One class session per week and one hybrid session per week to apply service techniques in the Pizza 32 and or cafe operation on campus and complete the online restaurant simulation. "
"HOS340","Undergraduate","Special Events Management","3","Hospitality Administration","Special events management is the profession that plans and controls public and private assemblies gathered for the reasons of celebration, entertainment and education purposes. The course is designed to help students learn the leadership and management tools needed to design and execute special events.

The purpose is to acquire an in depth knowledge about the industry and become familiar with management techniques and strategies required for successful planning, promotion, implementation and evaluation of special events. The skills obtained include creating a vision and strategic plan, networking, developing publicity, coordinating teams, delegating tasks and managing group dynamics, budgeting, handling emergencies, designing and evaluating events."
"HOS341","Undergraduate","Meeting Planning","3","Hospitality Administration","This course has been designed to challenge students in the meeting planning process. The course utilizes the skills and common body of knowledge acquired in HOS 340 and introduces students to a more specialized area of study focusing on meeting planning.  Analysis of the tools and strategies adopted by the industry will enable students to effectively plan, implement and evaluate the products and services associated with meeting planning. The student will manage (plan, promote, budget and execute) a business meeting over the period of 1 or more days. "
"HOS415","Undergraduate","Hotel Business-Analytics Applications","3","Hospitality Administration","The course uses hotel industry analytical foundations and data matrices as basis to analyze individual hotel performances and facilitate effective decision making practices by students as potential managers. 

Students will learn by analyzing real hotel business problems individually and in teams while using hotel business intelligence and analytics. Using a hotel simulation software, students will work with data to evaluate and understand what has happened and is happening within their hotel and based on the analysis, make decisions that would ensure the success and competitiveness of their hotel. "
"HOS420","Undergraduate","Hospitality Revenue Management","3","Hospitality Administration","The primary goal of Revenue Management has been succinctly described as “selling the right product to the right customer at the right time for the right price”. The purpose of this course is to provide a core understanding of the fundamentals of revenue management, which ties into the larger picture of revenue strategy. Hospitality managers are charged with making strategic and proactive decisions to increase occupancy and total revenue. This course therefore provides a holistic view of the application of revenue management concepts and practices to the hospitality industry allowing for a more proactive approach to decision making."
"HOS428","Undergraduate","Resort Development and Management","3","Hospitality Administration","This course provides an overview of resort management and operations. The history and evolution of resorts, the principles of successful management and development and, the operations of modern day resorts will be discussed. Students will gain exposure to the wide range and high level of services and activities expected by resort guests and offered by today's resorts. A design project is required for successful completion of this course."
"HOS430","Undergraduate","Casino and Gaming Operations","3","Hospitality Administration","This course analyzes gaming as a discipline and introduces students to gaming as an integral part of the hospitality industry. Students will study gaming development, casino organization and operation, the mathematics of casino games, and the importance and integration of gaming in hospitality management.

"
"HOS432","Undergraduate","Hospitality Facilities and Operations Management ","3","Hospitality Administration","A comprehensive survey of operations and efficiency controls in hotels and restaurants. The course discusses and emphasizes the importance of sustainability and resource conservation in operations and provides students with the information to manage the entire operations with an emphasis on the physical plant especially in the areas of energy, water and waste as related to the hotel’s impact on the environment. Additionally, students learn the elements of sustainable building management. "
"HOS444","Undergraduate","Artisanal Craft Beer, Wine and Spirit Fundamentals","3","Hospitality Administration","Beverages are one of the essential components of profitability in the restaurant industry. Students will learn the various styles of beer, wine and spirits in order to understand how to recognize quality components of products available. Students will learn to create wine by the glass flights, pair food and beverages and understand the legal aspects of responsible service. "
"HOS491","Undergraduate","Hospitality Business Co-Op Education","0 - 12","Hospitality Administration","Students may use 0 (not for credit) to 12 credits hours for a guided internship work experience that integrates study and experience. Students are contracted to maintain employment at an approved hospitality/tourism location for a pre-determined length of time with specified start and end dates. One credit is given for a minimum of every 40 hours of work experience. Thus, two credits for 80 hours,  three credits are given for a minimum of 120 hours, six credits are given for 240 hours, nine credits for 360 hours, and 12 credits are given for 480 hours. Minimum hours are in addition to the 1,000-hour graduation requirement. 

Note: Students are required to earn 1,000 hours of hospitality and tourism industry experience with a minimum of 200 hours in customer contact services, in order to graduate. This course is offered to Hospitality Business Baccalaureate degree students only. 
"
"HOS492","Undergraduate","Experiential Learning",0,"Hospitality Administration","Students pursuing the Bachelor of Science degree in Hospitality are required to complete industry related experiential learning experiences as a requirement for graduation. Students are encouraged to pursue diverse experimental learning opportunities within hospitality businesses. This is a non-credit course. For fall graduates, the documentation portfolio highlighting the development and improvement of student learning via industry work experiences is due on/before December 1. For spring graduates, the documentation portfolio highlighting the development and improvement of student learning via industry work experiences is due on/before March 15. Credit will not be awarded for work experience prior to admission into the Hospitality Program. 

Students enrolled in the BS four (4) year traditional degree program must complete 1,000 hours of experiential learning in the hospitality and tourism industry with a minimum of 200 hours in guest/customer contact services. Students enrolled in the BS degree in three program complete 750 hours of experiential learning in the hospitality and tourism industry with a minimum of 150 hours in guest/customer contact services. Students transferred from other programs in the sophomore year and enrolled in the BS degree program complete 750 hours of experiential learning in the hospitality and tourism industry with a minimum of 150 hours in guest/customer contact services. Students transferred from other programs in the junior or senior year and enrolled in the BS degree program complete 500 hours of experiential learning in the hospitality and tourism industry with a minimum of 100 hours in guest/customer contact services. "
"HRM200","Undergraduate","Human Resource Functions","3","Human Resource Management","In this course, students will be introduced to the basic principles of human resource management. Students will explore the various functions of the role, including sourcing and managing talent, promoting an organizational culture and analyzing how human resources impact important organizational decisions. Students will also be introduced to total rewards and how it is used within an organization. Tools relevant to the profession and how they are used to inform various functions of the job will be addressed."
"HRM225","Undergraduate","Proactive Human Resource Strategies","3","Human Resource Management","This course will prepare students to take proactive approaches in addressing a variety of human resource challenges and situations. Students will explore laws, rules and regulations related to employment, learn strategies to identify and solve challenges before they happen, and how to communicate with stakeholders about compliance and noncompliance. Students will identify and interpret human resource data to make informed decisions and mitigate risk."
"HRM300","Undergraduate","Creating the Employee Experience","3","Human Resource Management","This course will provide students with an opportunity to explore how to effectively utilize employee engagement and needs assessment data to determine appropriate techniques and practices for recruitment and motivation. Student will have the opportunity to study and recommend various practices, policies, and strategies to recruit, retain, and motivate talent. An introduction to the employee life cycle and how human resources use it to support organizational needs will also be addressed."
"HRM310","Undergraduate","Employee and Labor Relations","3","Human Resource Management","In this course, students will analyze the role of employee and labor relations in supporting management in developing, maintaining and improving employee relationships. Students will explore strategies used to maintain relationships including performance management, processing grievances, and interpreting and conveying policies. The application of techniques used in interviewing, negotiations, and conflict management will be covered."
"HRM320","Undergraduate","Global Human Resource Management","3","Human Resource Management","This course will provide students with the opportunity to analyze the role of human resources in the global workforce. Students will reflect on the importance of cross-cultural awareness when working with a diverse workforce. Variances in the use of technology, compliance with law, policy, and regulations, and organizational structures will also be addressed."
"HRM340","Undergraduate","Talent Acquisition","3","Human Resource Management","Attracting and recruiting the right talent to an organization is one of the biggest challenges faced by human resource professionals. In this course, students will identify employment needs of an organization and apply recruitment strategies in order to address those needs. Students will also evaluate and recommend appropriate resources and technologies to support hiring decisions. Students will be provided with an opportunity to explore the many facets and impacts of building and managing a variety of different employees."
"HRM350","Undergraduate","Learning and Development","3","Human Resource Management","In this course, students will have the opportunity to practice developing human talent through proactive approaches that align with the needs of an organization. s will assess the development needs of an organization, identify a variety of technology supports, such as learning management systems, and determine how to overcome the various challenges of talent management."
"HRM360","Undergraduate","People Analytics","3","Human Resource Management","In this course, students will examine how data can be used by human resource professionals to grow employees and their workforce and drive various human resource and business decisions. Students will explore how to use data generated by people analytics tools in various functions of the profession and learn how to mindfully interpret, visualize, and present data findings to key decision makers."
"HRM370","Undergraduate","Talent Management","3","Human Resource Management","This course will challenge students to look deeper into the process of talent management. Students will explore techniques for fostering a culture that supports talent management efforts and improves performance. Students will have the opportunity to develop solutions to assist with addressing or mitigating talent management challenges."
"HRM400","Undergraduate","Change Management in Human Resources","3","Human Resource Management","In this course, students will examine the role of human resources in driving and facilitating change in an organization using change management best practices and tools. students will leverage data to assess an organization's readiness for change and the risks associated with the change. In addition, students will gain strategies for implementing and supporting change and communicating it out to various audiences."
"HRM425","Undergraduate","Employee Life Cycle Management","3","Human Resource Management","As the culminating experience in the Bachelor of Science in Human Resource Management degree program, students will leverage their prior knowledge about human resource functions, laws and practices to develop organizational strategies informing identified needs in the employee life cycle. Students will have the opportunity to present the strategies to earn stakeholder buy-in through justifying the value of the strategies and their ability to address organizational needs."
"HRM630","Graduate","Topics in Health Administration","3","Human Resource Management","This course focuses on developing organizational processes and structures utilizing the Total Quality Management approach to deliver health services which meet the needs of diverse clientele and a complex environment. Included are topical presentations by health care providers concentrating on the structure and delivery of quality health services."
"HSE101","Undergraduate","Introduction to Human Services","3","Human Services","This course provides an overview of the historical development of human services and an introduction to the many settings, roles, and functions of the human services professional. Students will gain an understanding of the knowledge and skills needed to help support others toward living a more fulfilling life with particular attention given to behavioral and social theories, common social problems, service delivery systems, ethical behavior, and personal values."
"HSE210","Undergraduate","Healthcare Systems","3","Human Services","This course gives students a basic understanding of service provision in the United States healthcare system. The history of the U.S. healthcare system and the various forces that have influenced its development will be examined. It will provide an overview of the role of human services practitioners in hospital, acute care, long-term care, home health, and hospice settings and the importance of contributing to the multi-disciplinary team providing patient care. Basic medical terminology and its use in patient care plans will be explored in addition to trends in evidence-based practice and outcomes measurement."
"HSE215","Undergraduate","Child Growth and Cognitive Development","3","Human Services","Human service professionals must be prepared to work with and provide proper support to children and adolescents. This course focuses on child development from birth through adolescence with an emphasis on the physical, cognitive, social, and emotional components of normal development. Additional attention will be given to those situations where normal development does not occur, factors which influence or impede development, and community and school-based resources available to assist families."
"HSE220","Undergraduate","Communication Skills for Human Service Professionals","3","Human Services","This course provides students with the knowledge and skills to effectively, efficiently, and compassionately communicate both orally and in writing. Emphasis will be given to the tools of communication as well as how to clearly articulate the issues, deal with conflict, and establish rapport. Human services professionals function in many settings requiring the ability to communicate the needs and issues of their clients, programs, and organizations to a broad variety of people."
"HSE310","Undergraduate","Family and Community Systems","3","Human Services","In this course, students will gain the knowledge and skills to help families negotiate the complex system of organizations in their communities that provide services. Programs and organizations that provide support to families will be profiled, including community medical and mental health providers, non-profit organizations, the Department of Human Services, and the Family Court. In addition, tools that are frequently used in understanding family systems are presented including Socio-grams, Eco-maps, and Genograms."
"HSE315","Undergraduate","Role and Impact of Trauma on Children and Families","3","Human Services","This course prepares students to provide services to children and families in highly emotionally charged and legally complicated situations. The short and long term influence of physical and psychological trauma on children and families are explored including domestic violence, substance abuse, neglect, sexual assault, and prenatal trauma. In addition, the course will explore the role of a human services professional and complying with legal responsibilities and limitations, safety, secondary trauma, and ethical considerations."
