"code","title","credits","department","campus"
"LSTU-L 293","THE FAMILY MEDICAL LEAVE ACT",1,"IU Columbus","Columbus"
"LSTU-L 293","THE FAMILY MEDICAL LEAVE ACT",1,"","East"
"LSTU-L 293","THE FAMILY MEDICAL LEAVE ACT",1,"School of Social Work","Indianapolis"
"LSTU-L 293","THE FAMILY MEDICAL LEAVE ACT",1,"School of Social Work","Kokomo"
"LSTU-L 293","THE FAMILY MEDICAL LEAVE ACT",1,"School of Social Work","Northwest"
"LSTU-L 293","THE FAMILY MEDICAL LEAVE ACT",1,"School of Social Work","South Bend"
"LSTU-L 294","STAFFING AS A SAFETY ISSUE",3,"School of Social Work","Bloomington"
"LSTU-L 294","STAFFING AS A SAFETY ISSUE",3,"IU Columbus","Columbus"
"LSTU-L 294","STAFFING AS A SAFETY ISSUE",3,"","East"
"LSTU-L 294","STAFFING AS A SAFETY ISSUE",3,"School of Social Work","Indianapolis"
"LSTU-L 294","STAFFING AS A SAFETY ISSUE",3,"School of Social Work","Northwest"
"LSTU-L 294","STAFFING AS A SAFETY ISSUE",3,"School of Social Work","South Bend"
"LSTU-L 295","CRISIS IN PUBLIC EDUCATION",1,"School of Social Work","Bloomington"
"LSTU-L 295","CRISIS IN PUBLIC EDUCATION",1,"IU Columbus","Columbus"
"LSTU-L 295","CRISIS IN PUBLIC EDUCATION",1,"","East"
"LSTU-L 295","CRISIS IN PUBLIC EDUCATION",1,"School of Social Work","Indianapolis"
"LSTU-L 295","CRISIS IN PUBLIC EDUCATION",1,"School of Social Work","Northwest"
"LSTU-L 295","CRISIS IN PUBLIC EDUCATION",1,"School of Social Work","South Bend"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"School of Social Work","Bloomington"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"IU Columbus","Columbus"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"","East"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"School of Social Work","Indianapolis"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"School of Social Work","Kokomo"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"School of Social Work","Northwest"
"LSTU-L 296","PREVENTING WORKFORCE VIOLENCE IN THE WORKPLACE",1,"School of Social Work","South Bend"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"School of Social Work","Bloomington"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"IU Columbus","Columbus"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"","East"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"School of Social Work","Indianapolis"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"School of Social Work","Kokomo"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"School of Social Work","Northwest"
"LSTU-L 297","STRIKE! LABOR REVOLT IN AMERICA",1,"School of Social Work","South Bend"
"LSTU-L 298","AMERICAN DREAM IN THE AGE OF DECLINE",3,"School of Social Work","Bloomington"
"LSTU-L 298","AMERICAN DREAM IN THE AGE OF DECLINE",3,"IU Columbus","Columbus"
"LSTU-L 298","AMERICAN DREAM IN THE AGE OF DECLINE",3,"","East"
"LSTU-L 298","AMERICAN DREAM IN THE AGE OF DECLINE",3,"School of Social Work","Indianapolis"
"LSTU-L 298","AMERICAN DREAM IN THE AGE OF DECLINE",3,"School of Social Work","Northwest"
"LSTU-L 298","AMERICAN DREAM IN THE AGE OF DECLINE",3,"School of Social Work","South Bend"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"School of Social Work","Bloomington"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"IU Columbus","Columbus"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"","East"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"School of Social Work","Indianapolis"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"School of Social Work","Kokomo"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"School of Social Work","Northwest"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"School of Social Work","South Bend"
"LSTU-L 314","ETHICAL DILEMMAS IN THE WORKPLACE",3,"","Southeast"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"School of Social Work","Bloomington"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"IU Columbus","Columbus"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"","East"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"School of Social Work","Indianapolis"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"School of Social Work","Kokomo"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"School of Social Work","Northwest"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"School of Social Work","South Bend"
"LSTU-L 315","THE ORGANIZATION OF WORK",3,"","Southeast"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"School of Social Work","Bloomington"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"IU Columbus","Columbus"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"","East"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"School of Social Work","Indianapolis"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"School of Social Work","Kokomo"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"School of Social Work","Northwest"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"School of Social Work","South Bend"
"LSTU-L 320","GRIEVANCE ARBITRATION",3,"","Southeast"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"School of Social Work","Bloomington"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"IU Columbus","Columbus"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"","East"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"School of Social Work","Indianapolis"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"School of Social Work","Kokomo"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"School of Social Work","Northwest"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"School of Social Work","South Bend"
"LSTU-L 331","GLOBAL PROBLEMS: LOCAL SOLUTIONS",3,"","Southeast"
"LSTU-L 370","LABOR AND RELIGION",3,"School of Social Work","Bloomington"
"LSTU-L 370","LABOR AND RELIGION",3,"IU Columbus","Columbus"
"LSTU-L 370","LABOR AND RELIGION",3,"","East"
"LSTU-L 370","LABOR AND RELIGION",3,"School of Social Work","Indianapolis"
"LSTU-L 370","LABOR AND RELIGION",3,"School of Social Work","Kokomo"
"LSTU-L 370","LABOR AND RELIGION",3,"School of Social Work","Northwest"
"LSTU-L 370","LABOR AND RELIGION",3,"School of Social Work","South Bend"
"LSTU-L 370","LABOR AND RELIGION",3,"","Southeast"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Bloomington"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"IU Columbus","Columbus"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"","East"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Indianapolis"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Kokomo"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Northwest"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","South Bend"
"LSTU-L 375","COMPARATIVE LABOR MOVEMENTS",3,"","Southeast"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"School of Social Work","Bloomington"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"IU Columbus","Columbus"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"","East"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"School of Social Work","Indianapolis"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"School of Social Work","Kokomo"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"School of Social Work","Northwest"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"School of Social Work","South Bend"
"LSTU-L 380","THEORIES OF THE LABOR MOVEMENT",3,"","Southeast"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"School of Social Work","Bloomington"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"IU Columbus","Columbus"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"","East"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"School of Social Work","Indianapolis"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"School of Social Work","Kokomo"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"School of Social Work","Northwest"
"LSTU-L 381","LATINOS, LABOR, AND MIGRATION IN THE US: CHALLENGING INVISIBILITY & DISTORTED IMAGES",3,"School of Social Work","South Bend"
"LSTU-L 384","DIVERSITY AND INEQUALITY IN AMERICA",3,"School of Social Work","Bloomington"
"LSTU-L 384","DIVERSITY AND INEQUALITY IN AMERICA",3,"IU Columbus","Columbus"
"LSTU-L 384","DIVERSITY AND INEQUALITY IN AMERICA",3,"","East"
"LSTU-L 384","DIVERSITY AND INEQUALITY IN AMERICA",3,"School of Social Work","Indianapolis"
"LSTU-L 384","DIVERSITY AND INEQUALITY IN AMERICA",3,"School of Social Work","Northwest"
"LSTU-L 384","DIVERSITY AND INEQUALITY IN AMERICA",3,"School of Social Work","South Bend"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"School of Social Work","Bloomington"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"IU Columbus","Columbus"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"","East"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"School of Social Work","Indianapolis"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"School of Social Work","Kokomo"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"School of Social Work","Northwest"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"School of Social Work","South Bend"
"LSTU-L 385","CLASS, RACE, GENDER AND WORK",3,"","Southeast"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Bloomington"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","IU Columbus","Columbus"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","","East"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Indianapolis"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Kokomo"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Northwest"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","South Bend"
"LSTU-L 390","TOPICS IN LABOR STUDIES","1 - 1","","Southeast"
"LSTU-L 399","PRIOR LEARNING ASSESSMENTS","1 - 1","School of Social Work","Bloomington"
"LSTU-L 399","PRIOR LEARNING ASSESSMENTS","1 - 1","School of Social Work","Indianapolis"
"LSTU-L 399","PRIOR LEARNING ASSESSMENTS","1 - 1","School of Social Work","Northwest"
"LSTU-L 399","PRIOR LEARNING ASSESSMENTS","1 - 1","School of Social Work","South Bend"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Bloomington"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"IU Columbus","Columbus"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"","East"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Indianapolis"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Kokomo"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","Northwest"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"School of Social Work","South Bend"
"LSTU-L 410","COMPARATIVE LABOR MOVEMENTS",3,"","Southeast"
"LSTU-L 420","LABOR STUDIES INTERNSHIP","1 - 1","School of Social Work","Bloomington"
"LSTU-L 420","LABOR STUDIES INTERNSHIP","1 - 1","School of Social Work","Indianapolis"
"LSTU-L 420","LABOR STUDIES INTERNSHIP","1 - 1","School of Social Work","Northwest"
"LSTU-L 420","LABOR STUDIES INTERNSHIP","1 - 1","School of Social Work","South Bend"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"School of Social Work","Bloomington"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"IU Columbus","Columbus"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"","East"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"School of Social Work","Indianapolis"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"School of Social Work","Kokomo"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"School of Social Work","Northwest"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"School of Social Work","South Bend"
"LSTU-L 430","LABOR RESEARCH METHODS",3,"","Southeast"
"LSTU-L 480","SENIOR SEMINAR OR READINGS",3,"School of Social Work","Bloomington"
"LSTU-L 480","SENIOR SEMINAR OR READINGS",3,"School of Social Work","Indianapolis"
"LSTU-L 480","SENIOR SEMINAR OR READINGS",3,"School of Social Work","Northwest"
"LSTU-L 480","SENIOR SEMINAR OR READINGS",3,"School of Social Work","South Bend"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Bloomington"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","IU Columbus","Columbus"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","","East"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Indianapolis"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Kokomo"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","Northwest"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","School of Social Work","South Bend"
"LSTU-L 490","TOPICS IN LABOR STUDIES","1 - 1","","Southeast"
"LSTU-L 495","DIRECTED LABOR STUDY","1 - 1","School of Social Work","Bloomington"
"LSTU-L 495","DIRECTED LABOR STUDY","1 - 1","School of Social Work","Indianapolis"
"LSTU-L 495","DIRECTED LABOR STUDY","1 - 1","School of Social Work","Northwest"
"LSTU-L 495","DIRECTED LABOR STUDY","1 - 1","School of Social Work","South Bend"
"LSTU-OS 100","UNDISTRIBUTED OVERSEAS STUDY","0 - 0","School of Social Work","Bloomington"
"LTAM-C 101","ELEMENTARY HAITIAN CREOLE I",4,"College of Arts and Sciences","Bloomington"
"LTAM-C 102","ELEMENTARY HAITIAN CREOLE II",4,"College of Arts and Sciences","Bloomington"
"LTAM-C 201","INTERMEDIATE HAITIAN CREOLE I",3,"College of Arts and Sciences","Bloomington"
"LTAM-C 202","INTERMEDIATE HAITIAN CREOLE II",3,"College of Arts and Sciences","Bloomington"
"LTAM-C 501","ELEMENTARY HAITIAN CREOLE I",3,"College of Arts and Sciences","Bloomington"
"LTAM-C 502","ELEMENTARY HAITIAN CREOLE II",3,"College of Arts and Sciences","Bloomington"
"LTAM-C 601","INTERMEDIATE HAITIAN CREOLE I",3,"College of Arts and Sciences","Bloomington"
"LTAM-C 602","INTERMEDIATE HAITIAN CREOLE II",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 205","HAITIAN CULTURE AND SOCIETY",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 210","LATIN AMERICA & CARIBBEAN: CULTURES, HISTORIES, AND POLITICS",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 211","CONTEMPORARY LATIN AMERICA AND THE CARIBBEAN",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 226","TOPICS IN LATIN AMERICAN STUDIES",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 230","MAYA CULTURES, RELIGION, COMMUNITIES & IDENTITY IN MEXICO AND GUATEMALA",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 275","ALTERED STATES: SPIRITUALITY, POWER, HEALING",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 326","TOPICS IN LATIN AMERICAN STUDIES",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 400","CONTEMPORARY MEXICO",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 403","CONTEMPORARY CENTRAL AMERICA",3,"College of Arts and Sciences","Bloomington"
"LTAM-L 425","LATIN AMERICAN AND CARIBBEAN LANGUAGES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-L 426","SPECIAL TOPICS IN LATIN AMERICAN AND CARIBBEAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-L 501","SEMINAR: CONTEMPORARY LATIN AMERICA","3 - 3","College of Arts and Sciences","Bloomington"
"LTAM-L 526","SPECIAL TOPICS IN LATIN AMERICAN AND CARIBBEAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-L 527","LATIN AMERICAN AND CARIBBEAN LANGUAGES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-L 727","LATIN AMERICAN AND CARIBBEAN LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"LTAM-M 101","ELEMENTARY MAYA I",4,"College of Arts and Sciences","Bloomington"
"LTAM-M 102","ELEMENTARY MAYA II",4,"College of Arts and Sciences","Bloomington"
"LTAM-M 201","INTERMEDIATE MAYA I",3,"College of Arts and Sciences","Bloomington"
"LTAM-M 202","INTERMEDIATE MAYA II",3,"College of Arts and Sciences","Bloomington"
"LTAM-M 501","ELEMENTARY MAYA I",3,"College of Arts and Sciences","Bloomington"
"LTAM-M 502","ELEMENTARY MAYA II",3,"College of Arts and Sciences","Bloomington"
"LTAM-M 601","INTERMEDIATE MAYA I",3,"College of Arts and Sciences","Bloomington"
"LTAM-M 602","INTERMEDIATE MAYA II",3,"College of Arts and Sciences","Bloomington"
"LTAM-OS 100","UNDISTRIBUTED OVERSEAS STUDY","0 - 0","College of Arts and Sciences","Bloomington"
"LTAM-Q 101","ELEMENTARY QUECHUA I",4,"College of Arts and Sciences","Bloomington"
"LTAM-Q 102","ELEMENTARY QUECHUA II","3 - 3","College of Arts and Sciences","Bloomington"
"LTAM-Q 201","INTERMEDIATE QUECHUA I",3,"College of Arts and Sciences","Bloomington"
"LTAM-Q 202","INTERMEDIATE QUECHUA II",3,"College of Arts and Sciences","Bloomington"
"LTAM-Q 501","QUECHUA I",3,"College of Arts and Sciences","Bloomington"
"LTAM-Q 502","ELEMENTARY QUECHUA II",3,"College of Arts and Sciences","Bloomington"
"LTAM-Q 601","INTERMEDIATE QUECHUA I",3,"College of Arts and Sciences","Bloomington"
"LTAM-Q 602","INTERMEDIATE QUECHUA II",3,"College of Arts and Sciences","Bloomington"
"LTAM-X 390","INDIVIDUAL STUDY OF A LATIN AMERICAN AND CARIBBEAN LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"LTAM-X 490","UNDERGRADUATE READINGS IN LATIN AMERICAN AND CARIBBEAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-X 800","INDIVIDUAL READINGS IN LATIN AMERICAN & CARIBBEAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-X 850","INDIVIDUAL RESEARCH IN LATIN AMERICAN & CARIBBEAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"LTAM-X 890","MA THESIS","1 - 1","College of Arts and Sciences","Bloomington"
"MATH-A 100","FUNDAMENTALS OF ALGEBRA",4,"School of Sciences","Kokomo"
"MATH-A 100","FUNDAMENTALS OF ALGEBRA",4,"College of Arts and Sciences","Northwest"
"MATH-A 100","FUNDAMENTALS OF ALGEBRA",4,"College of Arts and Sciences","South Bend"
"MATH-A 105","FUNDAMENTAL SKILLS FOR FINITE MATHEMATICS","2 - 2","School of Natural Sciences","Southeast"
"MATH-A 118","FINITE MATHEMATICS FOR THE SOCIAL AND BIOLOGICAL SCIENCES",3,"School of Natural Sciences","Southeast"
"MATH-A 605","FUNDAMENTALS OF LONG-TERM ACTUARIAL MATHEMATICS",3,"School of Natural Science and Mathematics","East"
"MATH-A 605","FUNDAMENTALS OF LONG-TERM ACTUARIAL MATHEMATICS",3,"School of Science","Indianapolis"
"MATH-A 605","FUNDAMENTALS OF LONG-TERM ACTUARIAL MATHEMATICS",3,"College of Arts and Sciences","Northwest"
"MATH-A 605","FUNDAMENTALS OF LONG-TERM ACTUARIAL MATHEMATICS",3,"College of Arts and Sciences","South Bend"
"MATH-A 641","ELLIPTIC DIFFERENTIAL EQUATIONS",3,"College of Arts and Sciences","Bloomington"
"MATH-A 642","EVOLUTION EQUATIONS",3,"College of Arts and Sciences","Bloomington"
"MATH-A 643","INTEGRAL EQUATIONS",3,"College of Arts and Sciences","Bloomington"
"MATH-B 110","MATHEMATICS FOR BUSINESS AND PUBLIC AFFAIRS",3,"College of Arts and Sciences","Bloomington"
"MATH-B 111","MATHEMATICS FOR BUSINESS AND SOCIAL SCIENCE",3,"School of Natural Science and Mathematics","East"
"MATH-B 111","MATHEMATICS FOR BUSINESS AND SOCIAL SCIENCE",3,"School of Sciences","Kokomo"
"MATH-B 111","MATHEMATICS FOR BUSINESS AND SOCIAL SCIENCE",3,"College of Arts and Sciences","Northwest"
"MATH-B 111","MATHEMATICS FOR BUSINESS AND SOCIAL SCIENCE",3,"College of Liberal Arts and Sciences","South Bend"
"MATH-B 111","MATHEMATICS FOR BUSINESS AND SOCIAL SCIENCE",3,"School of Natural Sciences","Southeast"
"MATH-BE 110","BE:MATH-M101/M110","4 - 4","School of Natural Sciences","Southeast"
"MATH-BE 118","BE:MATH-M 101/A118","4 - 4","School of Natural Sciences","Southeast"
"MATH-BE 122","MATH-BE 102/122","4 - 4","School of Natural Sciences","Southeast"
"MATH-BE 130","BE:MATH-M102/M125","4 - 4","School of Natural Sciences","Southeast"
"MATH-D 116","INTRODUCTION TO FINITE MATH I",2,"College of Arts and Sciences","Bloomington"
"MATH-D 117","INTRODUCTION TO FINITE MATH II",2,"College of Arts and Sciences","Bloomington"
"MATH-E 111","MATHEMATICS FOR ELEMENTARY EDUCATION",3,"School of Natural Science and Mathematics","East"
"MATH-E 201","LINEAR ALGEBRA FOR DATA SCIENCE",3,"College of Arts and Sciences","Bloomington"
"MATH-E 265","INTRODUCTION TO PROBABILITY AND STATISTICS FOR DATA SCIENCE",3,"College of Arts and Sciences","Bloomington"
"MATH-E 449","ADVANCED UNDERGRADUATE ENGINEERING MATHEMATICAL METHODS",3,"College of Arts and Sciences","Bloomington"
"MATH-E 549","MATHEMATICAL METHODS AND ENGINEERING APPLICATIONS",3,"College of Arts and Sciences","Bloomington"
"MATH-F 116","FIRST YEAR SEMINAR IN MATHEMATICS","3 - 3","College of Arts and Sciences","Northwest"
"MATH-G 901","ADVANCED RESEARCH",6,"College of Arts and Sciences","Bloomington"
"MATH-H 111","MATHEMATICS FOR THE HUMANITIES",3,"School of Natural Science and Mathematics","East"
"MATH-H 111","MATHEMATICS FOR THE HUMANITIES",3,"School of Natural Sciences","Southeast"
"MATH-I 1","INTRO TO ALGEBRA","4 - 4","IU Columbus","Columbus"
"MATH-I 110","FUNDAMENTALS OF ALGEBRA",4,"IU Columbus","Columbus"
"MATH-I 110","FUNDAMENTALS OF ALGEBRA",4,"School of Science","Indianapolis"
"MATH-I 111","ALGEBRA",4,"IU Columbus","Columbus"
"MATH-I 111","ALGEBRA",4,"School of Science","Indianapolis"
"MATH-I 130","MATHEMATICS FOR ELEMENTARY TEACHERS I",3,"IU Columbus","Columbus"
"MATH-I 130","MATHEMATICS FOR ELEMENTARY TEACHERS I",3,"School of Science","Indianapolis"
"MATH-I 131","MATHEMATICS FOR ELEMENTARY TEACHERS II",3,"School of Science","Indianapolis"
"MATH-I 132","MATHEMATICS FOR ELEMENTARY TEACHERS III",3,"IU Columbus","Columbus"
"MATH-I 132","MATHEMATICS FOR ELEMENTARY TEACHERS III",3,"School of Science","Indianapolis"
"MATH-I 136","MATH FOR ELEMENTARY TEACHERS",6,"School of Science","Indianapolis"
"MATH-I 153","COLLEGE ALGEBRA",3,"IU Columbus","Columbus"
"MATH-I 153","COLLEGE ALGEBRA",3,"School of Science","Indianapolis"
"MATH-I 154","TRIGONOMETRY",3,"IU Columbus","Columbus"
"MATH-I 154","TRIGONOMETRY",3,"School of Science","Indianapolis"
"MATH-I 159","PRECALCULUS",5,"School of Science","Indianapolis"
"MATH-I 165","ANALYTIC GEOMETRY AND CALCULUS I",4,"IU Columbus","Columbus"
"MATH-I 165","ANALYTIC GEOMETRY AND CALCULUS I",4,"School of Science","Indianapolis"
"MATH-I 166","ANALYTIC GEOMETRY AND CALCULUS II",4,"School of Science","Indianapolis"
"MATH-I 171","MULTIDIMENSIONAL MATHEMATICS",3,"School of Science","Indianapolis"
"MATH-I 190","TOPICS IN MATHEMATICS FOR FIRST YEAR STUDENTS","1 - 1","School of Science","Indianapolis"
"MATH-I 221","CALCULUS FOR TECH I",3,"School of Science","Indianapolis"
"MATH-I 222","CALCULUS FOR TECH 2",3,"School of Science","Indianapolis"
"MATH-I 231","CALCULUS FOR THE LIFE SCIENCES I",3,"School of Science","Indianapolis"
"MATH-I 232","CALCULUS FOR THE LIFE SCIENCES II",3,"School of Science","Indianapolis"
"MATH-I 241","CALCULUS FOR DATA SCIENCE I",3,"School of Science","Indianapolis"
"MATH-I 242","CALCULUS FOR DATA SCIENCE II",3,"School of Science","Indianapolis"
"MATH-I 243","LINEAR ALGEBRA FOR DATA SCIENCE",3,"School of Science","Indianapolis"
"MATH-I 261","MULTIVARIATE CALCULUS",4,"School of Science","Indianapolis"
"MATH-I 266","ORDINARY DIFFERENTIAL EQUATIONS",3,"School of Science","Indianapolis"
"MATH-I 276","DISCRETE MATHEMATICS",3,"School of Science","Indianapolis"
"MATH-I 290","TOPICS IN MATHEMATICS FOR SOPHOMORES","1 - 1","School of Science","Indianapolis"
"MATH-I 300","LOGIC AND THE FOUNDATIONS OF ALGEBRA",3,"School of Science","Indianapolis"
"MATH-I 321","ELEMENTARY TOPOLOGY",3,"School of Science","Indianapolis"
"MATH-I 351","ELEMENTARY LINEAR ALGEBRA",3,"School of Science","Indianapolis"
"MATH-I 354","LINEAR ALGEBRA II FOR DATA SCIENCE",3,"School of Science","Indianapolis"
"MATH-I 366","ORDINARY DIFFERENTIAL EQUATIONS",3,"School of Science","Indianapolis"
"MATH-I 373","FINANCIAL MATHEMATICS",3,"School of Science","Indianapolis"
"MATH-I 390","TOPICS IN MATHEMATICS FOR JUNIORS","1 - 1","School of Science","Indianapolis"
"MATH-I 398","INTERNSHIP IN PROFESSIONAL PRACTICE","0 - 0","School of Science","Indianapolis"
"MATH-I 414","NUMERICAL METHODS",3,"School of Science","Indianapolis"
"MATH-I 421","LINEAR PROGRAMMING AND OPTIMIZATION TECHNIQUES",3,"School of Science","Indianapolis"
