course_name,department,college,subject,description
Solid Mechanics,ENG-SCI 240,FAS,Engineering Sciences,"Foundations of solid mechanics, development of elasticity theory, and introduction to  linear visco-elasticity and plasticity. Basic elasticity solutions. Variational principles. Deformation of plates. Introduction to large deformation."
Information Theory,ENG-SCI 250,FAS,Engineering Sciences,"Fundamental concepts of information theory, Entropy, Kullback-Leibler divergence, Mutual information; typical sequences and their applications, Loss-less data compression, Huffman codes, Elias Codes, Arithmetic Codes, Discrete Memory-less Channels, Channel Coding and Capacity, Differential Entropy, Gaussian Channels, rate distortion theory, Multi-user Information Theory, Connections between information theory and statistics."
Mathematics of High-Dimensional Information Processing and Learning,ENG-SCI 254,FAS,Engineering Sciences,"This course introduces students to fundamental results and recently developed techniques in high-dimensional probability theory and statistical physics that have been successfully applied to the analysis of information processing and machine learning problems. Discussions will be focused on studying such problems in the high-dimensional limit, on analyzing the emergence of phase transitions, and on understanding the scaling limits of efficient algorithms. This course seeks to start from basics,"
Physics of Climate,ENG-SCI 268,FAS,Engineering Sciences,"Overview of the basic features of the climate system (global energy balance, atmospheric general circulation, ocean circulation, and climate variability) and the underlying physical processes."
Integrated Nonlinear Photonics,ENG-SCI 275,FAS,Engineering Sciences,"This course will discuss electro-optics and nonlinear physics in nanophotonic devices. Topics include key building blocks of integrated photonics such as interferometers, microresonators, Bragg gratings, and photonic crystals; device physics and design of silicon photonics-based electro-optic modulators; second-order nonlinear photonics including parametric oscillation/ amplification, electro-optic modulation/ combs, harmonic generation, quasi-phase matching, and frequency mixing; third-order no"
Introduction to Microelectromechanical Systems,ENG-SCI 276,FAS,Engineering Sciences,"The goal of this multidisciplinary course is to enable students to learn how to create miniaturized devices. In addition to the weekly lectures, hand-on activities will lead students to become capable of creating micro-nano devices. Students will understand the physics of sensors and actuators, become familiar with thin-film fabrication technologies, and understanding how these concepts were commercialized. Learning is in small teams – together, students design, simulate, build, edit, disc"
Designing Technology Ventures,ENG-SCI 280,FAS,Engineering Sciences,"This is a core course in the MS/MBA: Engineering Sciences Program. Launching a successful startup requires a business model that defines the venture's customer value proposition; plans for technology, operations, and marketing; and a formula for eventually earning profit. Students will learn how to design business models that address challenges that technology ventures frequently encounter as they grow and evolve. We will employ system dynamics modeling using simulation software to inform th"
Design Theory and Practice,ENG-SCI 285,FAS,Engineering Sciences,"Any organization, business or venture grounds its value on how ""meaningful"" are its products (functionally, symbolically and emotionally). Design Theory and Practice (DTP) empowers students to create products that are meaningful, to people who use them and to society at large. The course has three purposes:1. To inspire students about the power of design in new business creation. We will address questions such as: Why is design relevant in tech ventures? How does it create value? And,"
Cryo-Electron Microscopy for Biological and Soft Materials Lecture/Lab,ENG-SCI 293,FAS,Engineering Sciences,"This class covers the fundamental principles underlying cryo-electron microscopy applied to Biological and SoftMaterials starting with the basic anatomy of electron microscopes, an introduction to Fourier transforms, and the principles of image formation. Building upon that foundation, the class then covers the sample preparation issues, data collection strategies, and basic image processing workflows."
Professional Writing for Scientists and Engineers,ENG-SCI 297,FAS,Engineering Sciences,"This class leads students to develop their skills in the critical reading and writing of science and engineering. Genres will include research articles, grant proposals, school/fellowship/job applications, or lay abstracts & press releases for the non-scientific public. Crucially, students will be empowered not only to achieve their own writing goals, but also to break down these learned skills and impart them to others, as effective collaborators and mentors of younger students."
Special Topics in Engineering Sciences,ENG-SCI 299R,FAS,Engineering Sciences,"Experimental or theoretical research project on acceptable problems in engineering and applied science supervised by a SEAS faculty member, and/or supervised reading on topics not covered by regular courses of instruction. The project or reading must be arranged between the student and individual SEAS faculty supervisor prior to enrolling in the course."
Nanophotonics,ENG-SCI 302,FAS,Engineering Sciences,
Control Theory,ENG-SCI 306,FAS,Engineering Sciences,
"Design, Sensing, and Control",ENG-SCI 310,FAS,Engineering Sciences,
Information Theory and Applications,ENG-SCI 312,FAS,Engineering Sciences,
Image Processing and Computer Vision,ENG-SCI 314,FAS,Engineering Sciences,
Wireless Computing and Networking,ENG-SCI 316,FAS,Engineering Sciences,
"Structured Representations, Computing and Inference for Stochastic Systems",ENG-SCI 318,FAS,Engineering Sciences,
Computational Robotics,ENG-SCI 319,FAS,Engineering Sciences,
Microrobotics and Bio-inspired Autonomous Robotic Systems,ENG-SCI 320,FAS,Engineering Sciences,
Edge Computing,ENG-SCI 321,FAS,Engineering Sciences,
Heterogeneous Nanophotonic Devices and Bio-templated Electronic Materials,ENG-SCI 322,FAS,Engineering Sciences,
Advanced Energy and Power Systems,ENG-SCI 323,FAS,Engineering Sciences,
Materials Processing,ENG-SCI 324,FAS,Engineering Sciences,
Emerging Nano-Design,ENG-SCI 325,FAS,Engineering Sciences,
Mixed-Signal VLSI Design,ENG-SCI 326,FAS,Engineering Sciences,
Integrated Photonic Systems for Computing and Quantum Engineering,ENG-SCI 327,FAS,Engineering Sciences,
Readings in Dynamic Meteorology,ENG-SCI 329,FAS,Engineering Sciences,
Integrated Circuits and Electronics,ENG-SCI 332,FAS,Engineering Sciences,
Mechanics and Materials in Small Structures,ENG-SCI 334,FAS,Engineering Sciences,
Mechanics of Engineering Materials and Small Devices,ENG-SCI 336,FAS,Engineering Sciences,
Materials Physics and Engineering,ENG-SCI 340,FAS,Engineering Sciences,
Mechanics of Soft Materials,ENG-SCI 342,FAS,Engineering Sciences,
Neural Control of Movement,ENG-SCI 346,FAS,Engineering Sciences,
Neural Interfacing,ENG-SCI 347,FAS,Engineering Sciences,
"PhD Research Course: Biomechanics, Robotics, and Human-centered AI",ENG-SCI 348,FAS,Engineering Sciences,
Synthetic Biology,ENG-SCI 351,FAS,Engineering Sciences,
Engineering Mammalian Cell Phenotype,ENG-SCI 352,FAS,Engineering Sciences,
Cellular Biophysics,ENG-SCI 354,FAS,Engineering Sciences,
Bioelectronics,ENG-SCI 355,FAS,Engineering Sciences,
Bioinspired Engineering,ENG-SCI 356,FAS,Engineering Sciences,
Atmosphere-Biosphere Interactions,ENG-SCI 358,FAS,Engineering Sciences,
Stratospheric Chemistry and Transport,ENG-SCI 360,FAS,Engineering Sciences,
Atmospheric Chemistry,ENG-SCI 362,FAS,Engineering Sciences,
Polar Climate Systems and Dynamics,ENG-SCI 364,FAS,Engineering Sciences,
Topics in Atmospheric and Climate Dynamics,ENG-SCI 366,FAS,Engineering Sciences,
Climate Physics,ENG-SCI 367,FAS,Engineering Sciences,
Environmental Science,ENG-SCI 368,FAS,Engineering Sciences,
Atmospheric and Environmental Chemistry,ENG-SCI 372,FAS,Engineering Sciences,
Biologically Inspired Design and Control of Medical Devices and Robots,ENG-SCI 380,FAS,Engineering Sciences,
Drug Delivery Methodologies,ENG-SCI 386,FAS,Engineering Sciences,
Atomistic Computational Design of Functional Materials,ENG-SCI 389,FAS,Engineering Sciences,
Research in Environmental Science and Engineering,ENG-SCI 390,FAS,Engineering Sciences,
Environmental Chemistry,ENG-SCI 392,FAS,Engineering Sciences,
Microelectronics and VLSI Systems,ENG-SCI 394,FAS,Engineering Sciences,
"Nanoscale Optics, NEMS and Nanofabrication Technology",ENG-SCI 396,FAS,Engineering Sciences,
High-Dimensional Statistical Estimation and Learning,ENG-SCI 398,FAS,Engineering Sciences,
Academic-Related Work for SEAS Ph.D. Students,ENG-SCI 399-TIME,FAS,Engineering Sciences,"Enrollment in ES 399-TIME is open to any SEAS Ph.D student who holds a SEAS or FAS Teaching Fellow (TF) appointment and is engaged in teaching a course. Once the TF position is confirmed with the course instructor, the student must complete the online ""TF form"".SEAS Ph.D. students who are required to enroll in the Bok Center’s non-credit Communicating Science seminar in order to meet the GSAS English Language Proficiency requirement may also enroll in 4 units of ES 399-TIME."
Fiction Workshop: The Short Novel,ENGLISH CAKN,FAS,English,"This course is a workshop intended for students who are interested in exploring the form of the short novel, or the “novella.” The short novel is not simply a novel with fewer pages. The short novel understands and develops character and conflict, time and plot, and often setting and stage in ways unique to its particular scope, characters, and intent.  We will read seven short novels in this course: Joseph Conrad’s Heart of Darkness (to be read before the first meeting); Norman Maclean’s A"
Intermediate Poetry: Workshop,ENGLISH CBBR,FAS,English,"Initially, students can expect to read, discuss, and imitate the strategies of a wide range of poets writing in English; to investigate and reproduce prescribed forms and poetic structures; and to engage in writing exercises meant to expand the conception of what a poem is and can be. As the course progresses, reading assignments will be tailored on an individual basis, and an increasing amount of time will be spent in discussion of student work."
"Blood, Sweat, Tears: The Art and Craft of Horror Writing",ENGLISH CBST,FAS,English,"This is a fiction workshop for those who are interested in the art and craft of horror literature. In this class, we will learn how other writers have frightened readers with the demonically-willed word and use this knowledge to create our own tales of the macabre. We often create fantastical horrors to help us cope with the very real ones of our everyday lives. In that spirit, the kind of horror we will study and write in this workshop will not be interested in cheap thrills and schlocky gore a"
Fiction Workshop: Bending Worlds,ENGLISH CBW,FAS,English,"Julio Cortázar: “The fantastic breaks the crust of appearance … something grabs us by the shoulders to throw us outside ourselves.” This workshop will explore the art of writing literature that unsettles our understanding of reality, that splits open the world as we know it, allowing us to encounter new possibilities. The initial weeks will focus on exploratory exercises and the study of published short stories and craft essays. Later, student work will become the prima"
"Found Poems, Erasures and Other Adventures in Documentary Poetry",ENGLISH CCDP,FAS,English,"In their quest for clarity, revelation and consolation, poets engage with, reflect upon and speak back to the world in a range of ways. In pursuit of these very same aims, poets also listen closely to what has already been said by others at registers spanning intimate exchange, public discourse and sacred utterance. In this poetry workshop, we’ll engage in an exploration of found materials—letters, news articles, historical texts, police reports, instruction manuals and more—to see what new form"
Poetry Workshop: Form & Content,ENGLISH CCFC,FAS,English,"In this workshop, we’ll look closely at the craft-based choices poets make, and track the effects they have upon what we as readers are made to recognize, remember and feel. How can implementing similar strategies better prepare us to engage the questions making up our own poetic material?We’ll also talk about something that, surprisingly enough, doesn’t always get a lot of air-time in the workshop: content. What can poetry reveal about the ways our interior selves are shaped by public realities"
Flash Fiction: Writing and Workshopping the Very Short Story,ENGLISH CFLF,FAS,English,"How can we tell a compelling story in under three pages, or in one page, or perhaps in just a single sentence? In this workshop, we will explore the genre of flash fiction: stories that are small in size, but grand in ambition. This is a fiction workshop for those who are unabashed sentence-lovers. We will look closely at syntax, at word choice, and, yes, even at grammar and punctuation to uncover what pleasures and mysteries the well-crafted sentence can provide to our readers. We will also con"
Advanced Poetry: Workshop,ENGLISH CHCR,FAS,English,"By guided reading, classroom discussion, one on one conference, and formal and structural experimentation, members of the Advanced Poetry Workshop will look to hone, deepen, and challenge the development of their poetic inquiry and aesthetic. Students will be required to write and submit one new poem each week and to perform in-depth, weekly critiques of their colleagues' work."
Introduction to Playwriting: Workshop,ENGLISH CKR,FAS,English,"This workshop is an introduction to writing for the stage through intensive reading and in-depth written exercises. Each student will explore the fundamentals and possibilities of playwriting by generating short scripts and completing a one act play with an eye towards both experimental and traditional narrative styles. Readings will examine various ways of creating dramatic art and include work from contemporary playwrights such as Ayad Aktar, Clare Barron, Aleshea Harris, Young Jean Lee, Taylo"
Introduction to Screenwriting: Workshop,ENGLISH CLR,FAS,English,"The short film, with its relatively lower costs of production and expanded distribution opportunities, has become one of the most disruptive, innovative modes of storytelling--and is often an emerging filmmaker's first step into a career. This course will introduce students to the basics of short form screenwriting, including narrative theory/structure, character design, and dialogue/voice. In the first quarter of the semester, we will hone dramatic techniques through several craft exercise"
Creative Nonfiction Workshop: Comedy and Creative Nonfiction,ENGLISH CMCO,FAS,English,"In this workshop-based class, students will be asked to use humor as the bedrock of their creative nonfiction writing. Humor connects us as human beings and creates and sustains attention and trust from our readers. You will write three nonfiction essays in this class, and the topics that you touch on may well be dark or difficult; this is up to you. Humor is often a means to navigating, inverting, and confronting our sadder and most challenging life stories. As I see it, making people laugh is"
"Creative Nonfiction: Departure and Return: ""Home"" as Doorway to Difference and Identity",ENGLISH CMDR,FAS,English,"In this workshop-based class, students will be asked to investigate something that directly or indirectly connects everyone: what it means to leave a place, or one's home, or one's land, and to return to it, willingly or unwillingly. This idea is inherently open-ended because physical spaces are, of course, not our only means of departure and/or return-- but also our politics, our genders, our relationships with power, and our very bodies. Revolution, too, surrounds us, on both larger and privat"
The Writer Directs: A Script to Screen Workshop,ENGLISH CMWD,FAS,English,"Writing is directing and directing is writing. The best screenwriters don’t just write snappy dialogue or craft character arcs; they “speak” the primal, visual language of cinema. Working from pre-existing plays/screenplays, as well as from our own original written material, we will explore how to bring a scene on the page to life. Using script analysis and pre-visualization techniques, each student will produce several video exercises to experiment with how words on the page c"
Narrative Journalism,ENGLISH CNFJ,FAS,English,"In this hands-on writing workshop, we will study the art of narrative journalism in many different forms: Profile writing, investigative reportage, magazine features. How can a work of journalism be fashioned to tell a captivating story? How can the writer of nonfiction narratives employ the scene-by-scene construction usually found in fiction? How can facts become the building blocks of literature? Students will work on several short assignments to practice the nuts-and-bolts of reporting, then"
Creative Nonfiction: Workshop,ENGLISH CNFR,FAS,English,"Whether it takes the form of literary journalism, essay, memoir, or environmental writing, creative nonfiction is a powerful genre that allows writers to break free from the constraints commonly associated with nonfiction prose and reach for the breadth of thought and feeling usually accomplished only in fiction: the narration of a vivid story, the probing of a complex character, the argument of an idea, or the evocation of a place. Students will work on several short assignments to hone their m"
Writing for Television: Developing the Pilot: Workshop,ENGLISH CTV,FAS,English,"This workshop introduces the television pilot with a focus on prestige drama and serialized comedy.  Students will excavate their own voice and explore the structure and execution of pilot writing through a first draft of their own original script. With intensive reading and discussion of student work we will examine elements of TV writing, such as treatments and outlines as well as character, dialogue, tone, plot, and, most importantly, vision.  Over the semester, we’ll turn ide"
Literature Today,ENGLISH 10,FAS,English,"All literature was contemporary at some point, but the literature that is contemporary now provides special opportunities for enjoying, questioning, and understanding the world. Literature Today focuses on works written since 2000—since most of you were born. It explores how writers from around the world speak to and from their personal and cultural situations, addressing current problems of economic inequality, technological change, structural prejudice, and divisive p"
Literary Forms,ENGLISH 20,FAS,English,"This foundational course for English concentrators examines literary form and genre. We explore some of the many kinds of literature as they have changed over time, along with the shapes and forms that writers create, critics describe, and readers learn to recognize. The body of the course looks to the great literary types, or modes, such as epic, tragedy, and lyric, as well as to the workings of literary style in moments of historical change, producing the transformation, recycling, and sometim"
Asian American Theater and Performance,ENGLISH 90AH,FAS,English,"This seminar will explore Asian American theater and performance, including drama, musicals, and experimental performances. We will examine how Asian American artists have responded to popular images of Asian immigrants and cultures; how Asian American theater companies have cultivated and expanded our understanding of American theater and Asian American identity; and how artists and productions have engaged with historical events and contemporary issues. The class will include a visit to the Ha"
Shakespeare After Hamlet,ENGLISH 90AM,FAS,English,"How did Shakespeare’s art develop in the years following Hamlet (1600-1601), which ends with a roar of cannons, warning of great tragedies to come? The second half of Shakespeare’s career (1601-1611) includes such magnificent plays as Othello, King Lear, Macbeth, Antony and Cleopatra, Coriolanus, and The Tempest. His style becomes more gnarly and tough, more expressive and free. His view of human character becomes harsher, yet his vision of love grows deeper. The course ends with The Tempest, Sh"
Elizabeth Bishop and Others,ENGLISH 90EB,FAS,English,"This course introduces students to the poetry, literary prose, and artful correspondence of one of the major poets of the twentieth century, considering her innovations in all these genres. We will look at her writing alongside the mid-century shift from “closed” to “open” verse forms, and relate stylistic issues to the intellectual and social changes, and political and historical developments of the period. Bishop’s critique of received ideas about nationality, rac"
"Joyce, Proust, Woolf",ENGLISH 90JW,FAS,English,"An overview of the works of three major modernist authors, with a particular focus on temporality, interiority, and modern selfhood."
Consciousness in Fiction from Austen to Woolf,ENGLISH 90LV,FAS,English,"In this seminar, we look at the ways in which a range of writers represent the mind on the page: the mind at thought, in agitation, at rest, at prayer, in distress, in rebellion, and just doing nothing (or apparently nothing). This examination allows us to scrutinize just over a hundred years of novelistic development and experiment – from 1813 to 1927, from Jane Austen to Virginia Woolf – a period that might rightly be considered the high-point of the novel’s rise. We will discover that as the"
LGBTQ+ literature and its friends,ENGLISH 90QR,FAS,English,"Queer, trans, genderfluid, lesbian, gay, bi, pan and ace or aro authors and creators who made their gender and sexuality important to their writings, with a mix of the obviously influential (Wilde; Bechdel), the precursors (Katherine Philiips), and others worth hearing and re-reading (Danez Smith; David Bowie; Patrick White). We will read critics and theorists who can tell us about the history of sex and gender, but our focus will remain on the artists-- poets, novelists, memoirists, songwriters"
Supervised Reading and Research,ENGLISH 91R,FAS,English,"The Supervising Reading and Research tutorial is a type of student-driven independent study offering individual instruction in subjects of special interest that cannot be studied in regular courses. English 91r is supervised by a member of the English Department faculty.  It is a graded course and may not be taken more than twice, and only once for concentration credit. Students must submit a proposal and get approval from the faculty member with whom they wish to work. Proposed syllabi and"
Sophomore Tutorial: Literary Methods,ENGLISH 97,FAS,English,"This course, taught in small groups and required for concentrators, introduces theories, interpretive frameworks, and central questions about literature and literary media. What do we do when we read? What is an author? What do we mean by “literature” itself? How might we compare and evaluate interpretations? How do the historical, social, cultural, and legal frameworks around a text shape its meanings and its effects? Combining major critical and theoretical writings with primary wo"
Tutorial - Junior Year,ENGLISH 98R,FAS,English,Supervised small group junior tutorial in the study of literature in English.
Senior Tutorial,ENGLISH 99R,FAS,English,"Supervised individual tutorial in an independent scholarly, critical, or creative subject."
Chaucer: The Canterbury Tales,ENGLISH 115B,FAS,English,"What makes stories so pleasurable and revealing but also so enraging and dangerous? How are we to think about the strong emotions they evoke and learn to resist as well as appreciate their power? This course revisits Geoffrey Chaucer's classic fourteenth-century poem, The Canterbury Tales: the deepest and most caustically entertaining analysis of storytelling ever written. The Canterbury Tales consists of a series of tales told by members of a pilgrimage on their way from London to Canterbur"
Modern Monsters in Literature and Film,ENGLISH 148,FAS,English,"Why study monsters?  Though modern peoples don’t fear monsters and indeed don’t even believe in them (or so we tell ourselves), monsters have nonetheless done an awfully good job of colonizing twenty-first-century popular culture. At present marauding vampires and the walking dead are everywhere (and then, too, there are the internet trolls). Our world seems to dedicate a lot of energy to exactly the fears we thought we were supposed either to have exorcised by becoming modern and disenchan"
"Two Visionary Women: Julian of Norwich, Margery Kempe, and Company",ENGLISH 180VW,FAS,English,"Julian of Norwich (born 1343) and Margery Kempe of Lynn (born 1373) are the two earliest women writers in English whose names we know. They lived thirty years and thirty miles apart, met only once over a period of some days, and wrote long, completely different books, both inspired by what they understood as visionary encounters with the divine. Julian was a Christian intellectual, a brilliant writer, intensely visual but also abstract, who spent a lifetime writing and rewriting an intricate and"
Engineering Thermodynamics,ENG-SCI 181,FAS,Engineering Sciences,"Basic algorithm of thermodynamics. Entropy. Energy, space, matter. Free energy. Isolated, thermal, closed, open systems. Refrigerators and power cycles. Chemical Reactions. Phase and chemical equilibrium in multicomponent systems; chemical potential. Batteries, fuel cells. Laboratory included."
Advanced Engineering Quantum Mechanics,ENG-SCI 200,FAS,Engineering Sciences,"The focus of this course is on the basic principles involved in the control of quantum systems and assumes knowledge of undergraduate quantum mechanics. Schrödinger, Heisenberg and interaction representations.  Eigenvalue and time dependent problems, wave packets, coherent states. Harmonic oscillators. Quantization of the EM field. Tunneling; periodic potentials; Bloch’s theorem. Perturbation theory. WKB approximation. Transfer matrix methods. Variational methods. Rotation generators and an"
Physical and Economical Operations of Sustainable Energy Systems,ENG-SCI 215,FAS,Engineering Sciences,"This course introduces graduate students to operational issues in sustainable electric energy systems. The first part covers basic electrical engineering, optimization, and economic concepts. The second part examines the “modular” view of energy processing components (e.g., generators, transmission network, demands). The third part explores physical and market operations in the evolving electricity industry. Computer-based demos and homework will help students understand key concepts relevant to"
Drug Delivery,ENG-SCI 221,FAS,Engineering Sciences,Methods to deliver molecules to the human body. Physiological obstacles and engineering solutions. Characterization techniques for drug delivery synthesis and in vitro analysis. Case studies of current pharmaceutical products.
Advanced Cellular Engineering,ENG-SCI 222,FAS,Engineering Sciences,"This is a combined introductory graduate/upper-level undergraduate course that focuses on examining modern techniques for manipulating cellular behavior and the application of these techniques to problems in the biomedical and biotechnological arenas. Applications in drug discovery, regenerative medicine, and cellular agriculture will be discussed. Topics will include controlling behavior of cells through cell-matrix interactions, cytoskeletal architecture, and cell behavior in processes such as"
Neurophysiology and Neural Interfaces,ENG-SCI 223,FAS,Engineering Sciences,"This course covers fundamental neuroanatomy, physiology, and the principles that guide the development and implementation of peripheral neurotechnology. This course will provide an overview of the state of art in neuroprosthetics, functional electrical stimulation, and other relevant devices. Clinical case studies will be used to frame the lectures."
Advanced Biomechanics and Assistive Robotics,ENG-SCI 224,FAS,Engineering Sciences,"This course will study advanced topics of human movement, emphasizing applications in rehabilitation, athletics, and assistive devices. We will rapidly review biomechanical principles of movement, experimental data collection techniques, simulation with musculoskeletal modeling, and cutting-edge topics in assistive robotics. The course will focus on current cutting-edge research in the fields of biomechanics and assistive robotics. A semester-long project will enable students to apply these topi"
Neuroengineering,ENG-SCI 225,FAS,Engineering Sciences,"This course provides an introduction to biological neural systems, and current engineering efforts to understand, control, and enhance the function of neural systems. The focus is on the basic knowledge of molecular basis, anatomic structures, and electrical functions of central and peripheral nervous systems, and the most state-of-the-art genetic/genomic, optical, electrical, magnetic, and computational tools for nervous systems. Key themes throughout the course will include structures of centr"
Computational Solid and Structural Mechanics,ENG-SCI 228,FAS,Engineering Sciences,"Introduction to finite element methods for analysis of steady-state and transient problems in solid and structural mechanics. Implementation of simple MATLAB codes and use of existing general-purpose software (ABAQUS). Final project offers opportunities to extend focus to fluid mechanics and heat transfer and to explore additional software (e.g. COMSOL, FEniCS), if desired."
"Water, Weather and Climate",ENG-SCI 233,FAS,Engineering Sciences,"This course provides a graduate-level introduction to the global hydrologic cycle and relevant terrestrial and atmospheric processes. It covers the concepts of water and energy balance; atmospheric radiation, composition and circulation; precipitation formation; evaporation and vegetation transpiration; dynamics of the atmospheric boundary layer (ABL), and its coupling with the land surface; boundary layer clouds; atmospheric chemistry within the ABL; and groundwater flow and unsaturated zone pr"
Advanced Innovation in Science and Engineering: Conference Course,ENG-SCI 239,FAS,Engineering Sciences,"This class integrates perspectives from leading innovators with collaborative practice and theory of innovation to teach and inspire you to be more innovative in your life and career. Our approach is to engage with leaders and learn their perspectives and align this with innovation sprints where you learn the best tools, processes, and methods to innovate. You can see a course overview here https://youtu.be/CqfvXf33TCE.  Find out more information on Instagram @engsci139 or https://www.insta"
Solid Mechanics,ENG-SCI 240,FAS,Engineering Sciences,"Foundations of solid mechanics, development of elasticity theory, and introduction to  linear visco-elasticity and plasticity. Basic elasticity solutions. Variational principles. Deformation of plates. Introduction to large deformation."
Information Theory,ENG-SCI 250,FAS,Engineering Sciences,"Fundamental concepts of information theory, Entropy, Kullback-Leibler divergence, Mutual information; typical sequences and their applications, Loss-less data compression, Huffman codes, Elias Codes, Arithmetic Codes, Discrete Memory-less Channels, Channel Coding and Capacity, Differential Entropy, Gaussian Channels, rate distortion theory, Multi-user Information Theory, Connections between information theory and statistics."
Mathematics of High-Dimensional Information Processing and Learning,ENG-SCI 254,FAS,Engineering Sciences,"This course introduces students to fundamental results and recently developed techniques in high-dimensional probability theory and statistical physics that have been successfully applied to the analysis of information processing and machine learning problems. Discussions will be focused on studying such problems in the high-dimensional limit, on analyzing the emergence of phase transitions, and on understanding the scaling limits of efficient algorithms. This course seeks to start from basics,"
Physics of Climate,ENG-SCI 268,FAS,Engineering Sciences,"Overview of the basic features of the climate system (global energy balance, atmospheric general circulation, ocean circulation, and climate variability) and the underlying physical processes."
Integrated Nonlinear Photonics,ENG-SCI 275,FAS,Engineering Sciences,"This course will discuss electro-optics and nonlinear physics in nanophotonic devices. Topics include key building blocks of integrated photonics such as interferometers, microresonators, Bragg gratings, and photonic crystals; device physics and design of silicon photonics-based electro-optic modulators; second-order nonlinear photonics including parametric oscillation/ amplification, electro-optic modulation/ combs, harmonic generation, quasi-phase matching, and frequency mixing; third-order no"
Introduction to Microelectromechanical Systems,ENG-SCI 276,FAS,Engineering Sciences,"The goal of this multidisciplinary course is to enable students to learn how to create miniaturized devices. In addition to the weekly lectures, hand-on activities will lead students to become capable of creating micro-nano devices. Students will understand the physics of sensors and actuators, become familiar with thin-film fabrication technologies, and understanding how these concepts were commercialized. Learning is in small teams – together, students design, simulate, build, edit, disc"
Designing Technology Ventures,ENG-SCI 280,FAS,Engineering Sciences,"This is a core course in the MS/MBA: Engineering Sciences Program. Launching a successful startup requires a business model that defines the venture's customer value proposition; plans for technology, operations, and marketing; and a formula for eventually earning profit. Students will learn how to design business models that address challenges that technology ventures frequently encounter as they grow and evolve. We will employ system dynamics modeling using simulation software to inform th"
Design Theory and Practice,ENG-SCI 285,FAS,Engineering Sciences,"Any organization, business or venture grounds its value on how ""meaningful"" are its products (functionally, symbolically and emotionally). Design Theory and Practice (DTP) empowers students to create products that are meaningful, to people who use them and to society at large. The course has three purposes:1. To inspire students about the power of design in new business creation. We will address questions such as: Why is design relevant in tech ventures? How does it create value? And,"
Cryo-Electron Microscopy for Biological and Soft Materials Lecture/Lab,ENG-SCI 293,FAS,Engineering Sciences,"This class covers the fundamental principles underlying cryo-electron microscopy applied to Biological and SoftMaterials starting with the basic anatomy of electron microscopes, an introduction to Fourier transforms, and the principles of image formation. Building upon that foundation, the class then covers the sample preparation issues, data collection strategies, and basic image processing workflows."
Professional Writing for Scientists and Engineers,ENG-SCI 297,FAS,Engineering Sciences,"This class leads students to develop their skills in the critical reading and writing of science and engineering. Genres will include research articles, grant proposals, school/fellowship/job applications, or lay abstracts & press releases for the non-scientific public. Crucially, students will be empowered not only to achieve their own writing goals, but also to break down these learned skills and impart them to others, as effective collaborators and mentors of younger students."
Special Topics in Engineering Sciences,ENG-SCI 299R,FAS,Engineering Sciences,"Experimental or theoretical research project on acceptable problems in engineering and applied science supervised by a SEAS faculty member, and/or supervised reading on topics not covered by regular courses of instruction. The project or reading must be arranged between the student and individual SEAS faculty supervisor prior to enrolling in the course."
Nanophotonics,ENG-SCI 302,FAS,Engineering Sciences,
Control Theory,ENG-SCI 306,FAS,Engineering Sciences,
"Design, Sensing, and Control",ENG-SCI 310,FAS,Engineering Sciences,
Information Theory and Applications,ENG-SCI 312,FAS,Engineering Sciences,
Image Processing and Computer Vision,ENG-SCI 314,FAS,Engineering Sciences,
Wireless Computing and Networking,ENG-SCI 316,FAS,Engineering Sciences,
"Structured Representations, Computing and Inference for Stochastic Systems",ENG-SCI 318,FAS,Engineering Sciences,
Computational Robotics,ENG-SCI 319,FAS,Engineering Sciences,
Microrobotics and Bio-inspired Autonomous Robotic Systems,ENG-SCI 320,FAS,Engineering Sciences,
Edge Computing,ENG-SCI 321,FAS,Engineering Sciences,
Heterogeneous Nanophotonic Devices and Bio-templated Electronic Materials,ENG-SCI 322,FAS,Engineering Sciences,
Advanced Energy and Power Systems,ENG-SCI 323,FAS,Engineering Sciences,
Materials Processing,ENG-SCI 324,FAS,Engineering Sciences,
Emerging Nano-Design,ENG-SCI 325,FAS,Engineering Sciences,
Mixed-Signal VLSI Design,ENG-SCI 326,FAS,Engineering Sciences,
Integrated Photonic Systems for Computing and Quantum Engineering,ENG-SCI 327,FAS,Engineering Sciences,
Readings in Dynamic Meteorology,ENG-SCI 329,FAS,Engineering Sciences,
Integrated Circuits and Electronics,ENG-SCI 332,FAS,Engineering Sciences,
Mechanics and Materials in Small Structures,ENG-SCI 334,FAS,Engineering Sciences,
Mechanics of Engineering Materials and Small Devices,ENG-SCI 336,FAS,Engineering Sciences,
Materials Physics and Engineering,ENG-SCI 340,FAS,Engineering Sciences,
Mechanics of Soft Materials,ENG-SCI 342,FAS,Engineering Sciences,
Neural Control of Movement,ENG-SCI 346,FAS,Engineering Sciences,
Neural Interfacing,ENG-SCI 347,FAS,Engineering Sciences,
"PhD Research Course: Biomechanics, Robotics, and Human-centered AI",ENG-SCI 348,FAS,Engineering Sciences,
Synthetic Biology,ENG-SCI 351,FAS,Engineering Sciences,
Engineering Mammalian Cell Phenotype,ENG-SCI 352,FAS,Engineering Sciences,
Cellular Biophysics,ENG-SCI 354,FAS,Engineering Sciences,
Bioelectronics,ENG-SCI 355,FAS,Engineering Sciences,
