"department","description","course_code","course_name","credits"
"HACS - ACES-Cybersecurity","The Advanced Cybersecurity Experience for Students (ACES) program encourages its students to engage in research in order to gain greater insight into a specific area within cybersecurity, obtain an appreciation for the subtleties and difficulties associated with the production of knowledge and fundamental new applications, and to prepare for graduate school and the workforce. Restriction:Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program; and permission of UGST-HCOL-ACES Cybersecurity Program.","HACS479","Undergraduate Research in Cybersecurity","1-3 Credits"
"HACS - ACES-Cybersecurity","A semester-long, individualized academic research project. Students work with a faculty supervisor to design and research an original topic. Students engage in research to gain greater insight into a specific area within cybersecurity, obtain an appreciation for the subtleties and difficulties associated with the production of knowledge and fundamental new applications, and prepare for graduate school and/or the workforce. Restriction:Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program; and permission of UGST-HCOL-ACES Cybersecurity Program.","HACS487","Undergraduate Research in Cybersecurity","3 Credits"
"HACS - ACES-Cybersecurity","Cybersecurity experience is defined as an experiential learning activity either with a University of Maryland entity or with an external organization that will provide valuable, hands-on experience to supplement the knowledge learned in other ACES coursework. This course is intended to help students reflect on their cybersecurity experience and to learn from others' cybersecurity experiences. It is also intended to help students gain professional skills that will aid in their future career. Prerequisite:Students may enroll concurrently with or after completing a cybersecurity related internship experience of at least 135 hours.","HACS497","Cybersecurity Experience Reflection","3 Credits"
"HACS - ACES-Cybersecurity","The Advanced Cybersecurity Experience for Students (ACES) program encourages its students to engage in team problem solving activities in order to gain greater insight into a specific area within cybersecurity and to obtain an appreciation for the subtleties and difficulties associated with these activities in order to prepare students for graduate school and the workforce. Students engage in a semester long problem solving or development project under the mentorship of a industry specialist and with the guidance of university faculty. Through the exercise the students will develop teamwork experience and professional communication skills in addition to experience of the project itself. The project might be evaluation, creation, testing or analysis of some area of cybersecurity as needed by the mentor-sponsor. A contract of what will be accomplished is required must be agreed upon by the mentor, the student and the ACES leadership before the project can begin. Restriction:Must be a student in the ACES (Advanced Cybersecurity Experience for Students) Minor Program; and permission of UGST-HCOL-ACES Cybersecurity Program.","HACS498","Cybersecurity Group Problem Solving","3 Credits"
"HEBR - Hebrew","Critical investigation of Zionist and Israeli culture and politics through film. Cross-listed with:CINE430.","HEBR430","Critical Issues in Israeli Cinema","3 Credits"
"HEBR - Hebrew"," Repeatable to:6 credits if content differs.","HEBR498","Special Topics in Hebrew","3 Credits"
"HEBR - Hebrew","Independent study under faculty supervision. Prerequisite:Permission of instructor.","HEBR499","Independent Study in Hebrew","1-3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","The special topics and leadership course will address a single topic related to leadership through the semester. In-depth study and analysis on the topic will be the basis for the course. Topics include gender and leadership, ethics and leadership, and culture and leadership. Leadership will serve as the foundation in the course. Repeatable to:6 credits if content differs.","HESI418","Special Topics in Leadership","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Examines leadership from the perspective of the African American experience. Specifically, we will explore the concept and differing meanings of ""leader and leadership"" within the African-American community in the United States. Issues of leaders and leadership will be examined as influenced by political, cultural, and historic events. The course will place particular emphasis on colleges and universities as a microcosm of the larger society and as a cultural site for exploring and assessing issues of African American leadership. Credit Only Granted for:HESI418B orHESI421.","HESI421","Leadership and the Black Community","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","The primary goal of this course is for students to develop an understanding of women's leadership and women's ways of influencing organizations. The course will rely heavily on the idea that you must know yourself first before you explore how ""you"" fit into the organization and how that organization fits into a broader context such as nation, culture, or community. We will talk about the social constructs of leadership and gender, including systems and structures, and the role media, television, movies, and sports play in defining women and their leadership in a cultural context. The exploration of women leaders will be broad based including the role that gender identity and expression, race, sexual orientation, country of origin, and ethnicity/culture play in women's definition and the expression of their leadership. Credit Only Granted for:HESI418G orHESI422.","HESI422","Women and Leadership","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Examines the concept of leadership from the standpoint of race, ethnicity, and culture. Specifically, we will explore the concept and differing meanings of leader and leadership within racial/ethnic communities in the United States. Issues of leaders and leadership will be examined as influenced by political, cultural, and historic events. The course will place particular emphasis on colleges and universities as a microcosm of the larger society and as a cultural site for exploring and assessing issues of race, ethnicity, diversity and leadership. Credit Only Granted for:HESI418D orHESI423.","HESI423","Leadership and Ethnicity","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Offers students the opportunity to critically examine leadership and leadership identity development in relation to Jewish culture and identity. Explores how Jewish culture and ethnicity influence leadership styles and the role that leadership has played within Jewish history. Students will explore general leadership theories as well as personal leadership identity development in both an overall sense and as a member of the Jewish community. Examines leaders within the Jewish movement and how their leadership has influenced Jewish communities and explores issues facing the Jewish community both on college campuses and in the world and prepare student leaders to act as advocates for the Jewish community. Credit Only Granted for:HESI418F orHESI424.","HESI424","Leadership and the Jewish Community","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","A systematic analysis of research and theoretical literature on a variety of major problems in the organization and administration of student personnel services in higher education. Included will be discussion of such topics as the student personnel philosophy in education, counseling services, discipline, housing, student activities, financial aid, health, remedial services, etc. Restriction:Permission of EDUC-Counseling, Higher Education and Special Education department.","HESI470","Introduction to Student Personnel","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Planned field experience in education and community related activities. Credit not to be granted for experiences accrued prior to registration. Restriction:Permission of EDUC-Counseling, Higher Education and Special Education department.","HESI489","Field Experiences in Higher Education, Student Affairs, and International Education Poli","1-4 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Available only to HESI students who have formal plans for individual study of approved problems. Prerequisite:Available only to HISA, HIED, and HIEP students who have formal plans for individual study of approved problems.","HESI498","Special Problems in Higher Education, Student Affairs, and International Education Policy","1-3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","The following type of educational enterprise may be scheduled under this course heading: workshops conducted by the Higher Education, Student Affairs, and International Education Policy program (or developed cooperatively with other departments, colleges and universities) and not otherwise covered in the present course listings. Repeatable to:6 credits.","HESI499","Workshops, Clinics, Institutes","1-6 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Exploration of leadership and organizational change of student affairs programs in post-secondary education. Prerequisite:EDCP610; or permission of EDUC-Counseling, Higher Education and Special Education department.","HESI655","Organizational Dimensions of Student Affairs","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Developing knowledge and skills for facilitating intergroup dialogues. Using the principles and content of intergroup dialogues to create scenarios for the practice of listening, understanding, and taking action under theories of social justice. Prerequisite:EDCP616andHESI771; or permission of instructor.","HESI671","Intergroup Dialogue Facilitation Practicum","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","An examination of the scholarship and practice of assessment of college student learning and developmental outcomes as well as organizational practices that contribute to those outcomes. Credit Only Granted for:EDCP672orHESI672.","HESI672","Individual and Organizational Assessment in Student Affairs","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","An exploration of topics related to higher education, student affairs, & international education policy abroad. Participants engage in tenets associated with University of Maryland Education Abroad programs. Repeatable to:9 credits.","HESI739","Higher Education, Student Affairs, & International Education Policy Study Abroad","1-6 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","A demographic study of the characteristics of college students as well as a study of their aspirations, values, and purposes. Credit Only Granted for:EDCP771 orHESI771.","HESI771","The College Student","3 Credits"
"HESI - Higher Ed, Student Affairs, and International Ed Policy","Introduction to philosophical and epistemological foundations, methodologies and methods associated with qualitative research designs appropriate in student affairs and counseling contexts. Credit Only Granted for:EDCP773 orHESI773.","HESI773","Designing Qualitative Research in Counseling and Student Affairs Contexts","3 Credits"
"HESP - Hearing and Speech Sciences","Analysis of the normal processes of speech and language development in children. Prerequisite:Minimum grade of C- inHESP300; or permission of BSOS-Hearing & Speech Sciences department.","HESP400","Speech and Language Development in Children","3 Credits"
"HESP - Hearing and Speech Sciences","Etiology, assessment and treatment of language and phonological disorders in children. Prerequisite:Minimum grade of C- inHESP400; or permission of BSOS-Hearing & Speech Sciences department.","HESP402","Language and Phonological Disorders in Children","3 Credits"
"HESP - Hearing and Speech Sciences","An introduction to physiological, acoustic and perceptual phonetics; broad and narrow phonetic transcription; current models of speech production and perception. Prerequisite:Minimum grade of C- inHESP305; or permission of BSOS-Hearing & Speech Sciences department.","HESP403","Introduction to Phonetic Science","3 Credits"
"HESP - Hearing and Speech Sciences","Survey of the dysarthrias and aphasias in adults from an interdisciplinary point of view. Prerequisite:Minimum grade of C- inHESP300andHESP305; or permission of BSOS-Hearing & Speech Sciences department.","HESP406","Acquired Neurogenic Communication Disorders in Adults","3 Credits"
"HESP - Hearing and Speech Sciences","Fundamentals of hearing, including the physics of sound, anatomy and physiology of peripheral and central auditory nervous system, psychophysical procedures used in measurement of auditory sensation and perception, and topics in psychological acoustics. Prerequisite:Minimum grade of C- inHESP311; or permission of BSOS-Hearing & Speech Sciences department.","HESP407","Bases of Hearing Science","3 Credits"
"HESP - Hearing and Speech Sciences","An introduction to the field of audiology. Evaluation and remediation of hearing handicaps. Prerequisite:Minimum grade of C- inHESP311; or permission of BSOS-Hearing & Speech Sciences department.","HESP411","Introduction to Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","The fundamental aspects of aural rehabilitation therapy for both adults and children are introduced to students. Class time will consist of lectures, discussions, and hands-on activities. Prerequisite:HESP411.","HESP413","Aural Rehabilitation/Habilitation","3 Credits"
"HESP - Hearing and Speech Sciences","The principles and methods required to provide treatment of speech and language disorders to children and adults. Topics include writing goals and objectives, programming,teaching strategies,session design, data collection, behavior modification and counseling. Prerequisite:HESP400.","HESP415","Principles and Methods in Speech-Language Pathology","2 Credits"
"HESP - Hearing and Speech Sciences","Relate previous knowledge of anatomy/physiology and pathologies of the auditory system and integrate this information into clinical application. Prerequisite:Minimum grade of C- inHESP411.","HESP416","Principles and Methods in Audiology","2 Credits"
"HESP - Hearing and Speech Sciences","The principles underlying the treatment of speech, language and hearing disorders in children and adults. Prerequisite:HESP400andHESP411; or permission of BSOS-Hearing & Speech Sciences department.","HESP417","Principles and Methods in Speech-Language Pathology and Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Supervised observation with some direct participation in clinical methods for the treatment of disorders of articulation, fluency, child and adult language; evaluation and habilitation/rehabilitation of hearing impaired children and adults. Prerequisite:Minimum grade of C- inHESP417.","HESP418","Clinical Practice in Speech-Language Pathology and Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Studying Deaf Culture and American Sign Language is crucial in enhancing the culturally competent practice of allied health professionals. This course explores the politics of (dis)ability through the lens of the experience of d/Deafness and the emergence of the Deaf community as a linguistic and cultural group in the United States, as well as issues that impact the provision of services to this population. Prerequisite:HESP202.","HESP420","Deaf Culture and ASL for the CSD Professional","3 Credits"
"HESP - Hearing and Speech Sciences","Basic neurology as it pertains to anatomy and physiology substrates of speech and language. Prerequisite:HESP305; or permission of instructor.","HESP422","Neurological Bases of Human Communication","3 Credits"
"HESP - Hearing and Speech Sciences","Provides students with a supervised and multidisciplinary international service learning (ISL) opportunity for the reciprocal exchange of cultural perspectives, knowledge, and skills. Through interactions with Ghana health and educational professionals as well as patients/clients and their families, students will gain perspective on broader health issues such as determinants of health, health disparities, and the global burden of disease. Students will have learning opportunities in governmental and non-governmental organizations (NGOs) to gain knowledge of and experience with varied healthcare and educational systems in under-resourced communities. In addition to observing and working with Ghana Speech-Language Therapists (SLT) and other rehabilitative professionals, students will assist faculty in the provision of educational workshops for professionals and/or outreach activities for the community. Prerequisite:HESP202,HESP300,HESP311, andHESP400; and one course from (HESP406,HESP411, orHESP402).","HESP458","Global Perspectives in Communication Sciences and Disorders","3 Credits"
"HESP - Hearing and Speech Sciences","The purpose of this seminar is to complement your honors project with practical advice on how to navigate successful careers in research and academia. As you progress through your undergraduate years (especially if you work in a lab), you will likely make several unofficial observations about life as a graduate student, postdoc, or professor, and overhear conversations that include new terminology that may be confusing (e.g., research mentorship, grants, conference abstract, tenure). This can create a mysterious aura around what it is like to obtain your PhD and work in academia generally. In this class, we will cover tips and skills that are often passed along informally in the lab; but here, we will discuss these issues overtly from a range of perspectives, experiences, and best practices. Restriction:Must be in the Hearing and Speech Sciences Honors program; or permission of Hearing and Speech Sciences department.","HESP468","Professional Development in Research and Academia","1 Credit"
"HESP - Hearing and Speech Sciences","Student will develop thesis proposal, conduct research, analyze results, develop and defend final written document. Prerequisite:Permission of honors thesis advisor required.","HESP469","Honor Thesis Research","1-3 Credits"
"HESP - Hearing and Speech Sciences","Undergraduate research experience working under HESP faculty or outside affiliates. Prerequisite:HESP202.","HESP489","Undergraduate Research Experience","1-3 Credits"
"HESP - Hearing and Speech Sciences","Selected topics in human communication and its disorders. Restriction:Permission of BSOS-Hearing & Speech Sciences department.","HESP498","Seminar","3 Credits"
"HESP - Hearing and Speech Sciences","A directed study of selected topics pertaining to human communication and its disorders. Restriction:Permission of BSOS-Hearing & Speech Sciences department.","HESP499","Independent Study","1-3 Credits"
"HESP - Hearing and Speech Sciences","Types and principles of operation of electronic equipment used in the hearing and speech sciences. Restriction:Must be in Clinical Audiology: Au.D. or Ph.D. (Doctoral) program; and permission of BSOS-Hearing & Speech Sciences department. Or permission of instructor.","HESP600","Instrumentation in Hearing and Speech Sciences","3 Credits"
"HESP - Hearing and Speech Sciences","Overview of methods of empirical research used in Communication Sciences and Disorders. The course will focus on identifying, critically analyzing, and writing about empirical research. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; or permission of Instructor.","HESP601","Foundations of Scientific Inquiry","1 Credit"
"HESP - Hearing and Speech Sciences","An advanced discussion of the neural bases of human communication and its disorders, neuroimaging, neural plasticity and neurological evaluations, with emphasis on current developments and critical analysis. Prerequisite:An undergraduate course in human neuroanatomy.","HESP602","Advanced Seminar in Neurological Bases of Communication","2 Credits"
"HESP - Hearing and Speech Sciences","Overview of cultural and linguistic diversity (CLD) in general, and the impact of CLD on communication, communication disorders, and the professional practice of Speech-Language Pathology Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; or permission of Instructor.","HESP603","Seminar in Cultural and Linguistic Diversity in Communication Disorders","1 Credit"
"HESP - Hearing and Speech Sciences","Integrates foundational knowledge pertaining to bilingualism in speech-language pathology. This course provides students with a framework for working with individuals from culturally and linguistically diverse backgrounds. This course is designed to educate and train student clinicians to serve as bilingual speech-language pathologists. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program.","HESP605","Assessment & Intervention in Bilingual Populations","3 Credits"
"HESP - Hearing and Speech Sciences","Theoretical principles, methodology, and interpretation of routine audiometric tests, including pure tone, speech, and acoustic immittance measures. Modification of procedures for special populations. Equipment calibration and mass hearing screening programs. Prerequisite:HESP411; or students who have taken courses with comparable content may contact the department.","HESP606","Basic Hearing Measurements","3 Credits"
"HESP - Hearing and Speech Sciences","Etiology, diagnosis and management of language problems of adults associated with aging, brain injury and degenerative conditions. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; or permission of instructor.","HESP610","Language Disorders in Adults","2 Credits"
"HESP - Hearing and Speech Sciences","Etiology, diagnosis and management of cognitive problems of adults associated with aging, brain injury and degenerative conditions. Prerequisite:Must have completed or be concurrently enrolled inHESP610; and must have knowledge of basic human neuroanatomy.","HESP611","Cognitive Disorders in Adults","2 Credits"
"HESP - Hearing and Speech Sciences","The nature of fluency disorders. Principles, methods and procedures for the clinical management of fluency disorders in children and adults. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; and permission of BSOS-Hearing & Speech Sciences department. Or permission of instructor.","HESP612","Fluency Disorders","2 Credits"
"HESP - Hearing and Speech Sciences","Etiology, diagnosis and management of autism spectrum disorders. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; or permission of instructor.","HESP613","Autism Spectrum Disorders","2 Credits"
"HESP - Hearing and Speech Sciences","Introduction to the application of counseling principles and methodologies for working with individuals with communication disorders and their families. The role of the audiologist and speech language pathologist as counselors will be explored. Class content will focus on theoretical approaches and techniques to counseling from the fields of psychology, social work, and family the family therapy. The application of counseling in the diagnostic process as well as treatment of a wide variety of communication disorders will be highlighted throughout the course. Recommended:HESP400andHESP411.","HESP615","Counseling in Communicative Disorders","3 Credits"
"HESP - Hearing and Speech Sciences","Theoretical, empirical and clinical perspectives on language disorders in children from infancy through pre-school age. Prerequisite:HESP400; or students who have taken courses with comparable content may contact the department.","HESP616","Language Disorders in the Pre-school Age","2 Credits"
"HESP - Hearing and Speech Sciences","An exploration and discussion of cultural and linguistic diversity, its impact on communication and communication disorders, and strategies for assessment and intervention of culturally and linguistically diverse clients Recommended:HESP417or equivalent.","HESP617","Cultural and Linguistic Diversity in Communication and its Disorders","2 Credits"
"HESP - Hearing and Speech Sciences","Assessment and treatment of phonological, articulatory and resonance disorders arising from various etiologies including developmental conditions, structural abnormalities, and nervous system damage. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; or permission of instructor.","HESP620","Speech Production Disorders Across the Lifespan","3 Credits"
"HESP - Hearing and Speech Sciences","Provides an overview of topics related to bilingualism in both pediatric and adult populations, with an emphasis on application in the field of communication disorders. This course explores theories of bilingual language acquisition, typical and atypical bilingual development, cognition in bilinguals, and the neurological underpinnings of bilingualism. This course will provide practicing clinicians with foundational knowledge related to bilingualism in both pediatric and adult populations. Currently there are no existing courses that provide this content with a focus on communication disorders. ","HESP621","Bilingualism in Children and Adults","3 Credits"
"HESP - Hearing and Speech Sciences","Effects of neuropathology on speech production. Classification and assessment of the resultant disorders and their treatment. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; and permission of BSOS-Hearing & Speech Sciences department. Or permission of instructor.","HESP622","Neuromotor Disorders of Speech","3 Credits"
"HESP - Hearing and Speech Sciences","Bilingual education and associated policy issues in the US as they relate to the field of speech-language pathology. Topics include bilingual education models, disproportionality, and the legal framework related to bilingual service delivery in education settings. ","HESP623","Education, Policy & Advocacy in Bilingual Service Delivery","3 Credits"
"HESP - Hearing and Speech Sciences","Etiological characteristics, assessment and treatment of phonatory disorders in children and adults. Restriction:Permission of BSOS-Hearing & Speech Sciences department; or must be in Hearing and Speech Sciences: M.A. (Master's) program.","HESP624","Voice Disorders","2 Credits"
"HESP - Hearing and Speech Sciences","Nature and clinical management of dysphagia as it pertains to different clinical settings for adult and pediatric populations. Restriction:Permission of BSOS-Hearing & Speech Sciences department; or must be in Hearing and Speech Sciences: M.A. (Master's) program.","HESP625","Dysphagia","3 Credits"
"HESP - Hearing and Speech Sciences","Etiology, assessment and treatment of communication and learning problems in school age children and adolescents ","HESP626","Language disorders in school-aged children and adolescents","2 Credits"
"HESP - Hearing and Speech Sciences","Principles, methods, and procedures for categorizing, understanding, and developing augmentative and alternative communication. Recommended:Prior knowledge of Communication and its Disorders is required.","HESP627","Augmentative and Alternative Communication","2 Credits"
"HESP - Hearing and Speech Sciences","Principles and techniques of physiological and electrophysiological measures of the audio-vestibular mechanisms. Prerequisite:HESP606.","HESP630","Electrophysiological Measurements","3 Credits"
"HESP - Hearing and Speech Sciences","Overview of auditory pathologies, and their assessment and management in the medical setting. Prerequisite:HESP311.","HESP632","Medical Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Comprehensive examination of the anatomy and physiology of the peripheral as well as the central auditory and vestibular systems. Both afferent and efferent pathways will be considered. Applications of basic auditory neuroscience to contemporary clinical audiology practice will be highlighted. Prerequisite:Must have completed or be concurrently enrolled inHESP311,HESP407, andHESP411; or permission of instructor.","HESP634","Anatomy and Physiology of the Auditory and Vestibular Systems","3 Credits"
"HESP - Hearing and Speech Sciences","Principles, methods and procedures for aural rehabilitation/habilitation in children and adults. ","HESP635","Aural Rehabilitation/Habilitation","3 Credits"
"HESP - Hearing and Speech Sciences","Research findings are presented on the physical effects of aging on the auditory periphery and central nervous system, as well as the consequences of aging on behavioral and electrophysiologic measures of auditory function. Clinical implications in the effects of physiologic and cognitive aging on auditory performance will be discussed. Prerequisite:HESP606andHESP700.","HESP636","Geriatric Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Analysis, synthesis and integration of knowledge related to current research or clinical issues in human communication and its related disorders. Restriction:Permission of BSOS-Hearing & Speech Sciences department.","HESP638","Research Practicum","1-3 Credits"
"HESP - Hearing and Speech Sciences","Intensive coverage of selected topics of current interest. Restriction:Permission of BSOS-Hearing & Speech Sciences department.","HESP639","Special Topics in Hearing and Speech Sciences","1-3 Credits"
"HESP - Hearing and Speech Sciences","Evaluation and treatement of hearing-impaired children. Prerequisite:HESP606.","HESP645","Pediatric Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Examination of historical and current trends influencing educational programming for hearing-impaired children, communication options for severely and profound hearing-impaired children, and the role of the audiologist in the educational setting. Prerequisite:HESP606.","HESP646","Educational Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Supervised training in the application of clinical methods in the diagnosis and treatment of speech disorders. Restriction:Permission of instructor.","HESP648","Clinical Practice in Speech","1-3 Credits"
"HESP - Hearing and Speech Sciences","Supervised training in the application of clinical methods in the diagnosis of speech disorders. Restriction:Permission of instructor.","HESP648A","Clinical Practice in Speech: Diagnostic Procedures","1-3 Credits"
"HESP - Hearing and Speech Sciences","Supervised training in the application of clinical methods in the treatment of speech disorders. Prerequisite:HESP648A.","HESP648B","Clinical Practice in Speech: Therapeutic Procedures","1-3 Credits"
"HESP - Hearing and Speech Sciences","Supervised training in the application of clinical methods in the diagnosis and treatment of hearing disorders. Restriction:Permission of instructor.","HESP649","Clinical Practice in Audiology","1-3 Credits"
"HESP - Hearing and Speech Sciences","Supervised training in the application of clinical methods in the diagnosis of hearing disorders. Restriction:Permission of instructor.","HESP649A","Clinical Practice in Audiology: Diagnostic Procedures","1-3 Credits"
"HESP - Hearing and Speech Sciences","A clinical practicum course with individualized instruction, which focuses on the skills necessary to provide intervention and counseling for a wide range of disorders of the auditory system in patients of varying ages and cultural backgrounds. Each student will be various activities across three semesters (Spring YR2, Summer YR2, and Fall YR3). Students may work individually or in pairs to provide hearing loss intervention, auditory training, hearing loss prevention education, and communication strategy training. The student is expected to prepare for each session with a complete clinical plan, educational materials, and counseling strategies. Students must meet with the Audiologist prior to the aural rehabilitation (AR) session to discuss the plan of care. During the visit, the student will perform hearing loss handicap assessments, lead counseling sessions regarding rehabilitative options, make modifications to existing treatment plans/hearing aids, and educate the patient about their hearing. Following the visit, the student will document the encounter according to clinical protocol and ethical standards using the electronic medical records system. All patient-related information will be handled within a secure computer environment which meets HIPAA regulations for protected health information. Prerequisite:HESP649A.","HESP649B","Clinical Practice in Audiology - Aural Rehabilitation","1 Credit"
"HESP - Hearing and Speech Sciences","Comprehensive coverage of selected topics pertinent to clinical issues. Specific content varies each semester, and may include supervision, clinical ethics, etc. Restriction:Permission of BSOS-Hearing & Speech Sciences department.","HESP658","Special Clinical Topics in Hearing and Speech","1-3 Credits"
"HESP - Hearing and Speech Sciences","Provides students with a supervised and multidisciplinary international service learning (ISL) opportunity for the reciprocal exchange of cultural perspectives, knowledge, and skills. Through interactions with Ghana health and educational professionals as well as patients/clients and their families, students will gain perspective on broader health issues such as determinants of health, health disparities, and the global burden of disease. Students will have learning opportunities in governmental and non-governmental organizations (NGOs) to gain knowledge of and experience with varied healthcare and educational systems in under-resourced communities. In addition to observing and working with Ghana Speech-Language Therapists (SLT) and other rehabilitative professionals, students will assist faculty in the provision of educational workshops for professionals and/or outreach activities for the community. Recommended:HESP702, three semesters ofHESP648B, one semesterHESP648A.","HESP659","Global Perspectives in Communication Sciences and Disorders","3 Credits"
"HESP - Hearing and Speech Sciences","Principles, methods and procedures for selection, fitting, calibration and management of amplification systems for hearing-impaired children and adults. ","HESP700","Hearing Aids","3 Credits"
"HESP - Hearing and Speech Sciences","Advanced issues in amplification technology, prescriptive hearing aid selection, and management of amplification systems for special populations. Prerequisite:HESP700.","HESP701","Hearing Aids II","3 Credits"
"HESP - Hearing and Speech Sciences","Diagnostic tools and methods in the analysis of speech-language disorders in children and adults. Restriction:Must be in Hearing and Speech Sciences: M.A. (Master's) program; and permission of BSOS-Hearing & Speech Sciences department. Or permission of instructor.","HESP702","Diagnostic Procedures in Speech-Language Pathology","2 Credits"
"HESP - Hearing and Speech Sciences","Basics of clinical business management both in the context of private practice in Audiology and as a department in a healthcare corporation. Prerequisite:HESP606,HESP706,HESP700, andHESP701; or permission of instructor.","HESP704","Audiology Practice Management","3 Credits"
"HESP - Hearing and Speech Sciences","Advanced clinical and experimental methods of evaluating the peripheral and central auditory system using acoustic stimuli. Procedural considerations and interpretation of test results. Prerequisite:HESP606; or students who have taken courses with comparable content may contact the department.","HESP706","Advanced Clinical Audiology","3 Credits"
"HESP - Hearing and Speech Sciences","Individual research projects under guidance of a faculty member. Restriction:Permission of instructor.","HESP708","Independent Study","1-6 Credits"
"HESP - Hearing and Speech Sciences","Evaluation and control of noise hazards. Effects of noise on man. Medico-legal aspects of noise-induced hearing impairment. Restriction:Permission of instructor.","HESP710","Industrial and Environmental Noise Problems","3 Credits"
"HESP - Hearing and Speech Sciences","Comprehensive presentation of cochlear implant design and processing, medical/surgical aspects, evaluation, programming, outcomes in children and adults, and post stimulation care. The role of the audiologist as a member of the cochlear implant team will be emphasized. Current and emerging trends in other implantable technologies also will be covered. Prerequisite:Must have completed or be concurrently enrolled inHESP700,HESP701, andHESP722; or permission of instructor.","HESP712","Cochlear Implants and Other Implantable Technologies","3 Credits"
"HESP - Hearing and Speech Sciences","Auditory perception and auditory processing in normal and impaired hearing. ","HESP722","Psychoacoustics","3 Credits"
"HESP - Hearing and Speech Sciences","Evaluations of research designs, critique of published articles and student involvement in designing experiments on assigned topics. Prerequisite:Must have completed a course in basic statistics.","HESP724","Research Design","3 Credits"
"HESP - Hearing and Speech Sciences","Clinical internship in selected off-campus facilities. Prerequisite:HESP648.","HESP728","Advanced Clinical Practice in Speech","1-8 Credits"
"HESP - Hearing and Speech Sciences","Clinical internship in selected off-campus facilities. Prerequisite:HESP649.","HESP729","Advanced Clinical Practice in Audiology","1-8 Credits"
"HESP - Hearing and Speech Sciences","Advanced principles and methods of evaluating vestibular-ocular function using electrophysiologic measures. Includes rehabilitative issues pertaining to balance disorders and advanced electrophysiologic measures of auditory system function. Prerequisite:HESP630.","HESP730","Vestibular-ocular Assessment and Management (Electrophysiologic Measures II)","3 Credits"
"HESP - Hearing and Speech Sciences","Supervising students and employees can be a daunting task. Fostering the next generation of doctors of audiology and support staff requires a unique set of knowledge and skills. This course is designed to explore the theoretical concepts in the supervisory paradigm as well as real-world scenarios. Supervision is not a ""one-size fits-all"" process, therefore the intricacies and strategies of the supervisor-supervisee relationship must be carefully considered. Prerequisite:In at least the third year in AuD program.","HESP731","Seminar in Clinical Supervision","1 Credit"
"HESP - Hearing and Speech Sciences","Laboratory experience covering clinical procedures of concepts addressed in concurrent academic course, Hearing Aids 1 (HESP700). This laboratory is 1-credit and graded separately fromHESP700. Students will be given the opportunity for hands-on practice in the use of amplification devices for the treatment of hearing impairment. As the first lab in the course series, students will be able to describe and apply current best practices required for amplification-based aural (re)habilitation for patients across the lifespan including those that may differ from them in race, ethnicity, gender identity, sexual orientation, and socioeconomic background. Corequisite:HESP700.","HESP732","Hearing Aids Lab","1 Credit"
"HESP - Hearing and Speech Sciences","Supplemental lab experience that coincides withHESP606: Basic Hearing Measurement. Students will complete hands-on learning activities to reinforce theoretical concepts from the didactic learning inHESP606. The goal of this lab is to facilitate the transfer of learning from the classroom to clinical practicum. Prerequisite:HESP416.","HESP734","Basic Hearing Measurement Laboratory","1 Credit"
