"course_code","course_title","department","description","credits","level"
"ED PSY 743","Human Development: Study of Infancy and Early Childhood","Educational Psychology (ED PSY)","Study of physical, intellectual, social and emotional development from birth to six years. Prerequisites:grad st, Ed Psy 640(P) or cons instr. Last Taught:Fall 2012, Fall 2011, Fall 2010, Summer 2009. ","3"," Graduate"
"ED PSY 745","Human Development: Study of Middle Childhood","Educational Psychology (ED PSY)","Study of the physical, intellectual, social, and emotional development of children from 6-12 years of age. Prerequisites:grad st & Ed Psy 640(P) or equiv or cons instr. Last Taught:Fall 2000, Spring 1999, Fall 1997, Spring 1996. ","3"," Graduate"
"ED PSY 746","Human Development: Study of the Adolescent","Educational Psychology (ED PSY)","Study of physical, intellectual, social and emotional development during adolescents. Prerequisites:grad st; Ed Psy 640(P) or cons instr. Last Taught:Fall 2022, Spring 2020, Fall 2017, Spring 2014. ","3"," Graduate"
"ED PSY 747","Human Development: Study of the Adult","Educational Psychology (ED PSY)","Physical, social, affective and cognitive development which characterizes the period from young adulthood through aging. Prerequisites:grad st & Ed Psy 640(P) or equiv or cons instr. Last Taught:Spring 2024, Spring 2021, Spring 2015, Spring 2010. ","3"," Graduate"
"ED PSY 748","Oral Language, Cognition, and Literacy","Educational Psychology (ED PSY)","Psychological and linguistic bases of speaking, reading, and writing in children and adults from diverse populations. The importance of language and cognition for literacy development. Prerequisites:graduate standing and a college-level course in language acquisition or reading or child development or linguistics; or consent of instructor. Course Rules:ED PSY 748and LINGUIS 748 are jointly offered and count as repeats of one another. Last Taught:Spring 2012, Spring 2011. ","3"," Graduate"
"ED PSY 751","Professional and Historical Issues in School Psychology","Educational Psychology (ED PSY)","Introduction to the practice of psychology in the schools. This course includes the history and systems of psychology, and professional practice issues. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"ED PSY 752","Developmental Psychopathology","Educational Psychology (ED PSY)","Study of characteristics, definitions, developmental course, correlates, causes, contexts, and outcomes of psychopathology in children and adolescents. Explores interventions within a developmental systems perspective. Prerequisites:Ed Psy 755 or Couns 710 or equiv. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"ED PSY 755","Cognitive Assessment: School Age Children","Educational Psychology (ED PSY)","Introduction to school psychology practices in cognitive assessment for school age students. Includes didactic and clinical experiences. Prerequisites:graduate standing or consent of instructor. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","4"," Graduate"
"ED PSY 756","Assessment and Intervention: Early Childhood","Educational Psychology (ED PSY)","Introduction to school psychology practices in assessment and intervention for early childhood children and families. Didactic and clinical experiences are included. Prerequisites:grad st; Ed Psy 755; cons instr. Last Taught:Summer 2003, Summer 2002, Summer 2001, Fall 1998. ","3"," Graduate"
"ED PSY 760","Academic Intervention and Alternative Assessment","Educational Psychology (ED PSY)","Reviews and critiques major educational reforms in regular and exceptional education. Alternative assessment paradigms, context variables in classrooms, teacher-child interactions, and change strategies are examined. Prerequisites:grad st.; Ed Psy 755 (P) Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"ED PSY 779","Current Topics in Educational Psychology:","Educational Psychology (ED PSY)","Specific topic and any additional prerequisites announced in schedule of classes each time course is offered. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 790","Research or Thesis","Educational Psychology (ED PSY)","Master's level course. Prerequisites:grad st & cons instr. Last Taught:Summer 2024, Fall 2023, Summer 2023, Spring 2023. ","1-3"," Graduate"
"ED PSY 799","Independent Reading","Educational Psychology (ED PSY)","For benefit of superior graduate students unable to secure needed content in regular courses. Prerequisites:grad st; cons instr. Last Taught:Spring 2025, Summer 2024, Spring 2024, Fall 2023. ","1-3"," Graduate"
"ED PSY 801","Urban Education: Doctoral Seminar in Educational Psychology","Educational Psychology (ED PSY)","Overview of theory and research in educational psychology with emphasis on problems and issues in urban settings. Prerequisites:grad st admis to urban educ doctoral prog; Educ 701. Last Taught:Summer 2010, Summer 2009, Spring 2008, Summer 2007. ","3"," Graduate"
"ED PSY 814","Cognition and Emotion: The Affective Components of Human Thought","Educational Psychology (ED PSY)","Intersection of cognition and emotion with particular focus on affective processes. Prerequisites:grad st. Last Taught:Spring 2025, Spring 2023, Spring 2021, Spring 2019. ","3"," Graduate"
"ED PSY 820","Multiple Regression","Educational Psychology (ED PSY)","Basic and advanced topics in linear regression analysis, including prediction, mediation and moderation effects, curvilinear relationship, categorical predictors, and other general linear models like ANCOVA. Prerequisites:grad st; Ed Psy 724(P) or cons instr. Last Taught:Fall 2023, Fall 2021, Fall 2019, Fall 2017. ","3"," Graduate"
"ED PSY 821","Psychometric Theory and Scale Development","Educational Psychology (ED PSY)","Advanced topics in psychometrics, covering classical test theory, generalizability theory, and item response theory, test bias, item analysis, and test equating and linking. Prerequisites:graduate standing andED PSY 720(P) or equivalent; or consent of instructor. Last Taught:Fall 2022, Fall 2020, Fall 2018, Fall 2016. ","3"," Graduate"
"ED PSY 822","Item Response Theory","Educational Psychology (ED PSY)","A survey of IRT models and their applications in measurement issues, such as latent trait estimation, model fit, differential item functioning, and computerized adaptive testing. Prerequisites:graduate standing andED PSY 624(P) or equivalent; or consent of instructor. Last Taught:Spring 2019, Spring 2017, Spring 2015, Spring 2011. ","3"," Graduate"
"ED PSY 823","Structural Equation Modeling","Educational Psychology (ED PSY)","Study of applied structural equation modeling including path analysis, confirmatory factor analysis and other latent variable models; exposure to computer programs used for model analysis. Prerequisites:grad st; Ed Psy 825 (P) or 820 (P) or equiv; cons instr. Last Taught:Fall 2014, Spring 2012, Spring 2010, Spring 2008. ","3"," Graduate"
"ED PSY 824","Advanced Experimental Design and Analysis","Educational Psychology (ED PSY)","Advanced topics in the design and statistical analysis of experiments applied to educational research, including n-way analysis of variance and repeated measures analysis of variance. Prereq: grad st; Ed Psy 724(P) or equiv Last Taught:Spring 2025, Spring 2023, Spring 2021, Spring 2017. ","3"," Graduate"
"ED PSY 825","Multivariate Methods","Educational Psychology (ED PSY)","Multivariate analysis methods such as MANOVA, discriminant analysis, factor analysis, and principal components analysis, and their applications in the social sciences. Prerequisites:grad st; Ed Psy 724(P) or cons instr; Ed Psy 820(R). Last Taught:Spring 2022, Spring 2018, Fall 2015, Fall 2013. ","3"," Graduate"
"ED PSY 826","Analysis of Cross-Classified Categorical Data","Educational Psychology (ED PSY)","Use of methods that include chi-square, log linear, and logistic regression models to analyze cross-classified categorical data with applications in the social sciences. Prerequisites:grad st; Ed Psy 724(P). Last Taught:Fall 2024, Fall 2022, Fall 2020, Fall 2016. ","3"," Graduate"
"ED PSY 827","Survey Research Methods","Educational Psychology (ED PSY)","Advanced topics in survey design, administration, and analysis. Topics include sampling designs, data collection mode, measurement error, and small- and large-scale survey data analysis techniques. Prerequisites:graduate standing,ED PSY 624(P) or equivalent; or consent of instructor. Last Taught:Spring 2024, Spring 2022, Spring 2018, Spring 2016. ","3"," Graduate"
"ED PSY 828","Program Evaluation in Education","Educational Psychology (ED PSY)","An examination of the issues related to educational program evaluation; application of statistical and measurement methods to evaluation strategies and designs. Prerequisites:grad st; Ed Psy 724(P). Last Taught:Spring 1986, Spring 1985, Spring 1984. ","3"," Graduate"
"ED PSY 829","Instrument Development","Educational Psychology (ED PSY)","Students will develop an instrument to measure some psychological construct of research interest.  Topics include construct development, test and item specifications, item writing, conducting reliability and validity studies. Prerequisites:grad st; Ed Psy 724(P). Last Taught:Fall 2011, Fall 2009, Fall 2007, Fall 2005. ","3"," Graduate"
"ED PSY 831","Cognition: Theory and Research","Educational Psychology (ED PSY)","A detailed look at cognitive theory and research underlying learning and instruction. Aimed at students who expect to use some aspect of cognitive theory in their research. Prerequisites:grad st; Ed Psy 631(P), 731(P) or course in human verbal learning. Last Taught:Fall 2004, Fall 2002, Spring 2001, Fall 1999. ","3"," Graduate"
"ED PSY 832","Theory of Hierarchical Linear Modeling","Educational Psychology (ED PSY)","Theories and applications of the statistical techniques for analyzing multilevel data in which individuals are nested within clusters or repeated measures are nested within individuals. Prerequisites:grad st; Ed Psy 820(P) or cons instr. Last Taught:Spring 2024, Spring 2020, Spring 2015, Spring 2013. ","3"," Graduate"
"ED PSY 833","Social Psychology of Group Differences: Race and Ethnicity","Educational Psychology (ED PSY)","Social psychological research and theory concerning race, ethnicity and racial and ethnic relations in American society with applications to a variety of educational situations. Prerequisites:grad st. Last Taught:Spring 2025, Spring 2023, Spring 2022, Spring 2020. ","3"," Graduate"
"ED PSY 834","The Psychology of Achievement Motivation","Educational Psychology (ED PSY)","Review of research on personality factors that influence achievement motivation. Designed for those interested in incorporating aspects of motivation theory into their research. Prerequisites:grad st; Ed Psy 734(P) or cons instr. Last Taught:Spring 2008, Spring 2007, Spring 2005, Spring 1997. ","3"," Graduate"
"ED PSY 838","Research Practicum in Educational Psychology","Educational Psychology (ED PSY)","Supervised research practicum, strategies for dissertation writing process and presentation. Prerequisites:grad st. Course Rules:Retakable to 12 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Graduate"
"ED PSY 840","Theory and Issues in Human Development","Educational Psychology (ED PSY)","Study of theory, experimental design, and research in human development. Prerequisites:grad st; Ed Psy 640(P). Last Taught:Fall 2023, Spring 2019, Spring 2016, Spring 1993. ","3"," Graduate"
"ED PSY 844","The Multicultural Family","Educational Psychology (ED PSY)","Course examines theory and research for studying development in the family context as it applies to ethnic minority groups in the u.s. Prerequisites:grad st; Ed Psy 640(P). Last Taught:Fall 2024, Fall 2020, Fall 2018, Spring 2017. ","3"," Graduate"
"ED PSY 845","Immigrant Child in Developmental Perspective","Educational Psychology (ED PSY)","Examines immigrant children and families from a developmental perspective. Focus on current issues in theory and research on the study of immigrant children. Prerequisites:grad st; Ed Psy 640 (P) Last Taught:Fall 2021, Fall 2019, Fall 2016, Fall 2014. ","3"," Graduate"
"ED PSY 850","Objective Personality Assessment","Educational Psychology (ED PSY)","Objective diagnostic techniques used in the personality assessment of school-age populations. Prerequisites:grad st, Ed Psy 755 & 756. Course in behavior disorders of children or in abnormal psychology recom. ","3"," Graduate"
"ED PSY 851","Assessment and Interventions: Personality, Social and Emotional Functioning","Educational Psychology (ED PSY)","Introduction to school psychology practices of assessment and interventions for psychological, social, and emotional functioning of children and adolescents. Didactic and clinical experiences included. Prerequisites:ED PSY 742,ED PSY 752, and written consent of instructor. Last Taught:Summer 2024, Summer 2023, Summer 2022, Summer 2021. ","3"," Graduate"
"ED PSY 852","Social, Psychological, and Biological Basis of Learning Disorders","Educational Psychology (ED PSY)","Current assessment and intervention in the approaches to learning and emotional difficulties. Includes social, psychological, cultural, educational, and biological factors affecting children and adolescents. Prerequisites:grad st; Ed Psy 751 or Couns 710 or equiv. Last Taught:Fall 2021, Fall 2020, Fall 2019, Spring 2018. ","3"," Graduate"
"ED PSY 853","Biological Basis of Childhood Disorders","Educational Psychology (ED PSY)","Current theory, research, and clinical findings in the biological basis of childhood disorders. Neurodevelopmental assessment and implications for intervention with cognitive behavioral, and psychosocial disorders. Prerequisites:grad st; Ed Psy 755 or cons instr. Last Taught:Summer 2005, Summer 2002, Fall 1999, Summer 1997. ","3"," Graduate"
"ED PSY 879","Current Topics in Educational Psychology:","Educational Psychology (ED PSY)","Specific topic announced in schedule of classes each time course is offered; any additional prerequistites are included in announcement. Prerequisites:grad st. Last Taught:Fall 1991. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 880","Proseminar in Urban Education: Educational Psychology","Educational Psychology (ED PSY)","An examination of selected problems and issues in urban education. Prerequisites:grad st; admis to urban educ doctoral prog. Last Taught:Spring 1985, Fall 1984, Spring 1984. ","2"," Graduate"
"ED PSY 888","Candidate for Degree","Educational Psychology (ED PSY)","Available for graduate students who must meet minimum credit load requirement. Prerequisites:graduate standing. Course Rules:Fee for 1 cr assessed; unit does not count towards credit load for Fin Aid. Repeatable. Satisfactory/Unsatisfactory only. Last Taught:Summer 2022, Summer 2019, Spring 2018, Fall 2017. ","0"," Graduate"
"ED PSY 922","Seminar in Measurement and Evaluation:","Educational Psychology (ED PSY)","Specific topic and any additional prerequisites are announced in Timetable each time course is offered. Prerequisites:grad st & cons instr. Last Taught:Fall 2003, Fall 2001, Fall 1995, Fall 1992. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 929","Seminar in Statistics and Research Design","Educational Psychology (ED PSY)","Specific topic and any prerequisites announced in schedule of classes each time course is offered. Prerequisites:grad st; cons instr. Last Taught:Spring 2011, Spring 1996, Fall 1990, Spring 1990. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 939","Seminar in Human Learning","Educational Psychology (ED PSY)","Specific topic and any additional prerequisites announced in schedule of classes each time course is offered. Prerequisites:grad st; cons instr. Last Taught:Spring 1990. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 949","Seminar in Human Development:","Educational Psychology (ED PSY)","Specific topic and any additional prerequisites announced in schedule of classes each time course is offered. Prerequisites:grad st; cons instr. Last Taught:Spring 1999, Fall 1997, Spring 1996, Spring 1992. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 952","Pediatric Psychology in Urban Settings","Educational Psychology (ED PSY)","Theory, research and clinical practice addressing the mental health needs of children in urban settings. Risk and protective factors are explored within a resiliency framework. Prerequisites:Ed Psy 752(R), Ed Psy 755(R) or cons instr. Last Taught:Summer 2024, Summer 2023, Summer 2022, Summer 2021. ","3"," Graduate"
"ED PSY 955","Advanced Therapeutic Interventions","Educational Psychology (ED PSY)","Develop theoretical understanding and competencies related to advance-level prevention and intervention work, including group prevention and intervention and family intervention. Prerequisites:grad st, writ cons instr, Ed Psy 732 or equiv. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"ED PSY 959","Seminar in School Psychology:","Educational Psychology (ED PSY)","Specific topic and any additional prerequisites announced in schedule of classes each time course is offered. Prerequisites:graduate standing or consent of instructor. Last Taught:Summer 2024, Summer 2023, Summer 2022, Fall 2016. ","Course Rules:May be repeated with change in topic to max of 9",""
"ED PSY 960","Evidence-Based Practices in School Psychology: Prevention & Intervention","Educational Psychology (ED PSY)","Evidence-based practices for school psychologists and other professionals working in school and clinic settings. Prerequisites:grad st. Last Taught:Spring 2017, Spring 2013, Spring 2011, Fall 2008. ","3"," Graduate"
"ED PSY 974","Beginning Practicum in School Psychology","Educational Psychology (ED PSY)","Supervised practice in schools or institutions. Practical experience in assessment, intervention, consultation, and school-wide practices. Prerequisites:graduate standing, enrollment in the School Psychology program, and consent of instructor. Course Rules:Repeatable to 9 cr max. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","1-6"," Graduate"
"ED PSY 975","Advanced Practicum in School Psychology","Educational Psychology (ED PSY)","Advanced psycho-diagnostic practice in schools, clinics or institutions under supervision of a psychologist. Prerequisites:grad st; Ed Psy 974; writ cons instr. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3-9"," Graduate"
"ED PSY 976","MS Internship in School Psychology","Educational Psychology (ED PSY)","Provides opportunity for masters students to acquire advanced clinical skills in consultation, interventions, and psychological assessment. Supervised experiences in schools. Prerequisites:graduate standing; completion of all course requirements for School Psychology certification; written consent of instructor. Course Rules:Repeatable to 12 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","1-6"," Graduate"
"ED PSY 977","Advanced Practicum in Intervention","Educational Psychology (ED PSY)","Training in the design, implementation, and evaluation of therapeutic assessments and interventions. Prerequisites:grad st; Ed Psy 732 or equiv. Course Rules:Sat/Unsat grade only. Retakable to 6 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2023, Fall 2022. ","1-3"," Graduate"
"ED PSY 978","Advanced Practicum in Supervision","Educational Psychology (ED PSY)","Didactic and experiential training in supervision in school psychology. Prerequisites:grad st; Ed Psy 732 or equiv. Course Rules:Re-takeable up to 6 credits. Last Taught:Spring 2024, Fall 2023, Spring 2022, Spring 2020. ","1-3"," Graduate"
"ED PSY 986","Doctoral Internship in School Psychology","Educational Psychology (ED PSY)","Provides opportunity for doctoral students to acquire advanced clinical skills in consultation, intervention, and assessment practices. Supervised experiences in school, mental health, and medical setting. Prerequisites:grad st; writ cons instr; admis to Urban Educ doctoral prog & identification of specific specialization. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3-6"," Graduate"
"ED PSY 990","Research or Thesis","Educational Psychology (ED PSY)","Prerequisites:grad st; cons instr. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","1-3"," Graduate"
"ED PSY 999","Independent Reading","Educational Psychology (ED PSY)","For doctoral students unable to secure needed content in regular courses. Prerequisites:grad st; cons instr. Last Taught:Spring 2025, Fall 2024, Fall 2023, Spring 2022. ","1-3"," Graduate"
"ELECENG 101","Fundamentals of Electrical Engineering","Electrical Engineering (ELECENG)","Principles of electrical engineering including intro to fundamental electrical quantities and circuit analysis. Lab with reenforcing experiments, introduction to electrical test equipment, computer simulation techniques, and team project. Prerequisites:concurrent enrollment inMATH 105orMATH 108. Course Rules:Counts as repeat ofELECENG 299with same topic. Not open to students who have completedELECENG 301. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ELECENG 140","Intro to Embedded Computing I: Digital Logic and Microprocessors","Electrical Engineering (ELECENG)","Explores the foundations of computing and programming in terms of the bits and gates that carry out computations. A module on Matlab is included. Prerequisites:MATH 115(C). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ELECENG 150","Electronic Technology in the World Around Us","Electrical Engineering (ELECENG)","An introductory course that explains the modern technology affecting our everyday life. Topics include: digital communication, satellites, television, stereo system, computer, radar, microwaves, lasers. Prerequisites:none. General Education Requirements:NS Last Taught:Fall 2019, Spring 2019, Fall 2018, Spring 2018. ","3"," Undergraduate"
"ELECENG 201","Foundations of Electrical Engineering","Electrical Engineering (ELECENG)","Background of electrical engineering, basic electrical laws and quantities, experimental explorations, discussion of recent electrical devices and technologies. Prerequisites:MATH 115(C). ","3"," Undergraduate"
"ELECENG 234","Analytical Methods in Engineering","Electrical Engineering (ELECENG)","Mathematical techniques for linear systems. Solutions of ordinary differential equations by classical and transform techniques. Elementary aspects of linear algebra. Complex Numbers. Prerequisites:a grade of C or better inMATH 232(P). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","4"," Undergraduate"
"ELECENG 240","Intro to Embedded Computing II: C Programming for Embedded Applications","Electrical Engineering (ELECENG)","Introduction to C programming with a focus on how programming constructs of the C language are realized in a model computer. Student programming is done on an industrial development board. Prerequisites:ELECENG 140(P). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","4"," Undergraduate"
"ELECENG 299","Topics in Electrical Engineering:","Electrical Engineering (ELECENG)","Work on new material in electrical engineering. Section title and credits announced whenever course is offered. Prerequisites:specific courses dependent on topic. Course Rules:May be retaken with change in topic to max of 6 cr max. Last Taught:Fall 2011, Fall 2010, Fall 2005, Fall 1998. ","1-3"," Undergraduate"
"ELECENG 301","Electrical Circuits and Electronics I","Electrical Engineering (ELECENG)","Circuit laws and analysis, resistive circuits, inductors and capacitor circuits, AC circuits and ideal Op-Amp circuits, basic diode and transistor devices and circuits. Prerequisites:ELECENG 101(P) orELECENG 201(P) orPHYSICS 210(C) or PHYSCS 220(C) andMATH 231(C). Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ELECENG 305","Electrical Circuits II","Electrical Engineering (ELECENG)","Transformers, transient response, network functions, s-domain, response, filters, fourier analysis, two-ports. Prerequisites:ELECENG 234(P) andELECENG 301(P). Course Rules:3 hr lec/2 hr lab. Last Taught:Spring 2025, Fall 2024, Fall 2023, Spring 2023. ","4"," Undergraduate"
"ELECENG 306","Introduction to Electrical Engineering","Electrical Engineering (ELECENG)","An introduction to electrical circuits with laboratory. Topics include dc and ac circuits, signal transients, motors, transformers and operational amplifiers. Prerequisites:PHYSICS 210(P);ELECENG 234(P). Last Taught:Spring 2016, Fall 2015, Spring 2015, Fall 2014. ","4"," Undergraduate"
"ELECENG 310","Signals and Systems","Electrical Engineering (ELECENG)","Analysis techniques for signals and systems in both continuous and discrete time. Signal representation, including fourier and laplace transforms; system definitions and properties. Prerequisites:ELECENG 234(P) andELECENG 301(P); or graduate standing; or special student. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","3"," Undergraduate"
"ELECENG 330","Electrical Circuits and Electronics II","Electrical Engineering (ELECENG)","Phasor analysis, Transformer, Filter, Resonance, Non-ideal Op-amps, BJT, and MOSFET-based amplifiers. Prerequisites:ELECENG 301(P). Course Rules:Counts as repeat of ELECENG 331. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","4"," Undergraduate"
"ELECENG 335","Electronics II","Electrical Engineering (ELECENG)","CMOS Logic Gates, Differential and multistage amplifiers, IC techniques, frequency response. Prerequisites:ELECENG 330(P) andELECENG 310(C). Course Rules:Counts as repeat of ELECENG 332. Last Taught:Fall 2024, Spring 2024, Fall 2023, Spring 2023. ","4"," Undergraduate"
"ELECENG 340","Embedded Systems I: C and C++ Programming for Embedded Applications","Electrical Engineering (ELECENG)","Realizing embedded applications with specific hardware requirements, including digital I/O, analog I/O, precision timing, serial and wireless communications; project design and execution; C and C++ programming. Prerequisites:ELECENG 240(P). Last Taught:Fall 2024, Fall 2023. ","3"," Undergraduate"
"ELECENG 354","Digital Logic","Electrical Engineering (ELECENG)","Number systems and binary codes; Boolean Algebra and basic results; switching functions; minimization techniques; analysis and design of combinational and sequential logic circuits. Prerequisites:COMPSCI 240(P) orCOMPSCI 250(P). Last Taught:Fall 2022, Spring 2022, Fall 2021, Spring 2021. ","3"," Undergraduate"
"ELECENG 361","Electromagnetic Fields","Electrical Engineering (ELECENG)","Principles of electrostatics and electromagnetics; laws of fields; resistance, inductance, and capacitance; dielectrics; energy storage; Maxwell's field equation. Prerequisites:PHYSICS 210(P) andPHYSICS 215(P) orPHYSICS 220(P);ELECENG 234(P), andMATH 233(P). Last Taught:Fall 2024, Spring 2024, Fall 2023, Spring 2023. ","3"," Undergraduate"
"ELECENG 362","Electromechanical Energy Conversion","Electrical Engineering (ELECENG)","Principles of electrical and electromechanical energy conversion; transformers, polyphase induction and synchronous machines, d.c. machines, single phase motors, including design parameters and testing. Prerequisites:ELECENG 234(P) andELECENG 301(P); or graduate standing. Special students must satisfy course prerequisites. Course Rules:3 hr lec recitation and 2 hr lab per week. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","4"," Undergraduate"
"ELECENG 367","Introduction to Microprocessors","Electrical Engineering (ELECENG)","Fundamentals of microprocessors, including assembly language programming, hardware design, interfacing peripherals and programmable I/O devices, and social/ethical issues in engineering design and practice. Lab. Prerequisites:COMPSCI 240(P) orCOMPSCI 250(P); and a grade of C or better inELECENG 354(P). Last Taught:Spring 2023, Fall 2022, Spring 2022, Fall 2021. ","4"," Undergraduate"
"ELECENG 410","Digital Signal Processing","Electrical Engineering (ELECENG)","Spectral computation including DFT and FFT, sampling of continuous signals, digital filter design including FIR and IIR filters. Prerequisites:junior standing andELECENG 310(P). Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 410G","Digital Signal Processing","Electrical Engineering (ELECENG)","Spectral computation including DFT and FFT, sampling of continuous signals, digital filter design including FIR and IIR filters. Prerequisites:junior standing andELECENG 310(P). Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 411","Machine Learning and Applications","Electrical Engineering (ELECENG)","Important topics and application in machine learning, including deep learning. Provides hands-on experience with machine learning software and libraries. Prerequisites:completion of one of the following:COMPSCI 202(P),COMPSCI 241(P), orCOMPSCI 250(P); or consent of instructor. Course Rules:COMPSCI 411andELECENG 411are jointly offered and count as repeats of one another. Last Taught:Spring 2024. ","3"," Undergraduate/Graduate"
"ELECENG 411G","Machine Learning and Applications","Electrical Engineering (ELECENG)","Important topics and application in machine learning, including deep learning. Provides hands-on experience with machine learning software and libraries. Prerequisites:completion of one of the following:COMPSCI 202(P),COMPSCI 241(P), orCOMPSCI 250(P); or consent of instructor. Course Rules:COMPSCI 411andELECENG 411are jointly offered and count as repeats of one another. Last Taught:Spring 2024. ","3"," Undergraduate/Graduate"
"ELECENG 420","Random Signals and Systems","Electrical Engineering (ELECENG)","Fundamental probability and random process theory, power spectral density. Linear systems and random signals, auto- and cross-correlation, optimum MSE filter design. Prerequisites:junior standing andELECENG 310(P); or graduate standing. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 420G","Random Signals and Systems","Electrical Engineering (ELECENG)","Fundamental probability and random process theory, power spectral density. Linear systems and random signals, auto- and cross-correlation, optimum MSE filter design. Prerequisites:junior standing andELECENG 310(P); or graduate standing. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 421","Communication Systems","Electrical Engineering (ELECENG)","Basic concepts of information; modulation, transmission and demodulation; presentation of information; practical communication systems. Prerequisites:junior standing andELECENG 335(C). Last Taught:Spring 2025, Spring 2024. ","3"," Undergraduate/Graduate"
"ELECENG 421G","Communication Systems","Electrical Engineering (ELECENG)","Basic concepts of information; modulation, transmission and demodulation; presentation of information; practical communication systems. Prerequisites:junior standing andELECENG 335(C). Last Taught:Spring 2025, Spring 2024. ","3"," Undergraduate/Graduate"
"ELECENG 430","Energy Modeling","Electrical Engineering (ELECENG)","Electrical/thermal energy modeling through lectures and hands-on classroom work along with use of energy modeling software. Prerequisites:junior standing or consent of instructor. Course Rules:ELECENG 430andMECHENG 430are jointly offered and count as repeats of one another. ","3"," Undergraduate/Graduate"
"ELECENG 430G","Energy Modeling","Electrical Engineering (ELECENG)","Electrical/thermal energy modeling through lectures and hands-on classroom work along with use of energy modeling software. Prerequisites:junior standing or consent of instructor. Course Rules:ELECENG 430andMECHENG 430are jointly offered and count as repeats of one another. ","3"," Undergraduate/Graduate"
"ELECENG 436","Introduction to Medical Instrumentation","Electrical Engineering (ELECENG)","Biopotential signals and electrodes; Biopotential Amplifiers and Signal Processing; Sensors, Detectors, and Sources; Electrical Safety; Specifications; Error Analysis; Device Approval Process. Prerequisites:junior standing andELECENG 305(P) or equivalent. Last Taught:Spring 2024, Fall 2018. ","3"," Undergraduate/Graduate"
"ELECENG 436G","Introduction to Medical Instrumentation","Electrical Engineering (ELECENG)","Biopotential signals and electrodes; Biopotential Amplifiers and Signal Processing; Sensors, Detectors, and Sources; Electrical Safety; Specifications; Error Analysis; Device Approval Process. Prerequisites:junior standing andELECENG 305(P) or equivalent. Last Taught:Spring 2024, Fall 2018. ","3"," Undergraduate/Graduate"
"ELECENG 437","Introduction to Biomedical Imaging","Electrical Engineering (ELECENG)","Biomedical imaging modalities and underlying principles: X-radiography, computerized tomography, Radon transforms; image reconstruction techniques; ultrasonic imaging; nuclear medicine; magnetic resonance imaging; experimental techniques. Prerequisites:senior standing; completion ofBME 310(P) orELECENG 310(P). Course Rules:BME 437/ELECENG 437are jointly offered and count as repeats of one another. Last Taught:Fall 2019. ","3"," Undergraduate/Graduate"
"ELECENG 437G","Introduction to Biomedical Imaging","Electrical Engineering (ELECENG)","Biomedical imaging modalities and underlying principles: X-radiography, computerized tomography, Radon transforms; image reconstruction techniques; ultrasonic imaging; nuclear medicine; magnetic resonance imaging; experimental techniques. Prerequisites:senior standing; completion ofBME 310(P) orELECENG 310(P). Course Rules:BME 437/ELECENG 437are jointly offered and count as repeats of one another. Last Taught:Fall 2019. ","3"," Undergraduate/Graduate"
