course_code,course_name
IMNY-UT 270,Topics in Design: Typography and Technology
IMNY-UT 271,Topics in Design: Anatomy of Truth
IMNY-UT 272,Useless Machines
IMNY-UT 273,Communications and Technology
IMNY-UT 281,Topics in Media Art: AI for Creatives
IMNY-UT 281,Topics in Media Art: New Portraits
IMNY-UT 281,Topics in Media Art: Three.js for Makers
IMNY-UT 281,Topics in Media Art: eTextiles & Physical Computing
IMNY-UT 282,Immersive Experiences
IMNY-UT 285,Real-Time Media
IMNY-UT 286,Collective Narrative
IMNY-UT 288,Animation: Methods of Motion
IMNY-UT 290,Playful Experiences
IMNY-UT 400,Capstone
IMNY-UT 9001,Augmenting the Gallery
IMNY-UT 901,Internship
IMNY-UT 9260,Topics in Media Art: Alter Egos: Costume and Performance
IMNY-UT 9260,Topics in Media Art: Performing Emerging Forms
IMNY-UT 9281,Topics in Media Art: Future Thinking in Design
IMNY-UT 9281,Topics in Media Art: Transmedia Storytelling
IMNY-UT 99,IMA Cohort: Community is a Practice
IND-UF 301,Independent Study
INDIV-UG 1701,Private Lesson
INDIV-UG 1801,Internship
INDIV-UG 1901,Independent Study
INDIV-UG 1903,Independent Study-Colloquium Preparation
INDIV-UG 1905,Senior Project
INDIV-UG 1925,Tutorial:
INDIV-UG 9050,ACCRA: Experiential Learning Seminar
INDIV-UG 9100,BERLIN: Experiential Learning Seminar
INDIV-UG 9150,BUENOS AIRES: Experiential Learning Seminar
INDIV-UG 9151,BUENOS AIRES: Great World Texts
INDIV-UG 9250,LONDON: Experiential Learning Seminar
INDIV-UG 9300,MADRID: Experiential Learning Seminar
INDIV-UG 9350,PARIS: Experiential Learning Seminar
INDIV-UG 9400,PRAGUE: Experiential Learning Seminar
INDIV-UG 9550,TEL AVIV: Experiential Learning Seminar
INDIV-UG 9600,"WASHINGTON, DC: Experiential Learning Seminar"
INDIV-UG 9700,Experiential Learning Seminar
INGC-UF 101,Indigenous Cultures
INST1-UC 2000,Introduction to International Studies
INTE-UE 10,Introduction to Global Education
INTE-UE 1010,International Human Rights Activism/Education
INTE-UE 1013,Introduction to Peace and Conflict Studies Course
INTM-SHU 101,Interaction Lab
INTM-SHU 103,Creative Coding Lab
INTM-SHU 120,Communications Lab
INTM-SHU 124,Emerging Technologies & Computational Arts
INTM-SHU 185,Interactive Fashion
INTM-SHU 200,Topics in IMA:: Baby by Design
INTM-SHU 200,Topics in IMA:: Design for Digital Fabrication
INTM-SHU 200,Topics in IMA:: Integrated Approaches to Live Coding
INTM-SHU 200,Topics in IMA:: Live Simulations and Agents
INTM-SHU 201,Expanded Web
INTM-SHU 205,What is New Media?
INTM-SHU 228,Digital + Sculpture
INTM-SHU 247,Creative Game Design and Development
INTM-SHU 253,Creating Assistive Technology
INTM-SHU 280C,VR / AR Fundamentals
INTM-SHU 287,NIME: New Interfaces for Musical Expression
INTM-SHU 301,Advanced Lab: Open Project
INTM-SHU 307,Advanced Lab: ABC Browser Circus on Tour (Mobile)
INTM-SHU 352,Advanced Media Theory
INTM-SHU 400,Capstone Studio I
INTM-SHU 401,Capstone Studio II
INTRL-UA 990,Ir Senior Seminar
IPHTI-UT 1,Photography & Imaging Digital
IPHTI-UT 1200,Photojournalism
IPHTI-UT 1210,City Photography and Architecture: Discovering Urban Treasures
IRISH-UA 100,Modern Irish Language Elementary I
IRISH-UA 102,Modern Irish Language Intermediate I
IRISH-UA 182,History of Modern Ireland I (1485-1800)
IRISH-UA 183,History of Modern Ireland II (1800-present)
IRISH-UA 185,Seminar in Irish History
IRISH-UA 187,The Irish in America
IRISH-UA 307,Myths and Cultures of The Ancient Celts
IRISH-UA 514,British and Irish Politics
IRISH-UA 624,Irish Poetry after Yeats
IRISH-UA 701,Irish Dramatists
IRISH-UA 991,Interdisciplinary Sem:
IRISH-UA 998,Independent Study
IS-UY GLOP,Global Opportunities
ISMM1-UC 702,Database Design
ISMM1-UC 723,Networking Security & Privacy Issues
ISMM1-UC 731,Introduction to Cloud Computing
ISMM1-UC 742,Business Intelligence
ISMM1-UC 746,Fundamentals of Computing
ISMM1-UC 771,Management Info Systems
ISMM1-UC 7990,Spec Top in Information Systems Management: Artificial Intelligence
ISMM1-UC 7991,Senior Project: Seminar Information Systems Management
ISPEC-UT 1301,The Arts in London:
ITAL-UA 1,Elementary Italian I
ITAL-UA 10,Intensive Elementary Italian
ITAL-UA 101,Conversations in Italian
ITAL-UA 11,Intermediate Italian I
ITAL-UA 115,Readings in Medieval and Renaissance Literature
ITAL-UA 12,Intermediate Italian II
ITAL-UA 148,Giordano Bruno and the Art of Memory
ITAL-UA 155,Francesco Petrarca Rime
ITAL-UA 171,Topics in Italian Culture: A Night at the Opera
ITAL-UA 176,Italian Colonial Legacies: Perspectives in Literature and Film
ITAL-UA 2,Elementary Italian II
ITAL-UA 20,Intensive Intermediate Italian
ITAL-UA 265,Violence and Memory in Contemporary Italy
ITAL-UA 270,Dante'S Divine Comedy
ITAL-UA 30,Advanced Review of Modern Italian
ITAL-UA 303,"I, the Author: Autofiction, Autobiography, and Fiction in Contemporary Literature"
ITAL-UA 410,La Bella Figura: Self and National Identity in Italian Fashion
ITAL-UA 9001,Elementary Italian I
ITAL-UA 9002,Elementary Italian II
ITAL-UA 9010,Intensive Elem Italian
ITAL-UA 9011,Intermediate Italian I
ITAL-UA 9012,Intermediate Italian II
ITAL-UA 9020,Intensive Interm Italian
ITAL-UA 9030,Advanced Review of Modern Italian
ITAL-UA 9103,Creative Writing in Italian
ITAL-UA 9107,Italian Through Cinema
ITAL-UA 9403,Culture of the City: Italian Urban Life
ITAL-UA 9404,Florentine Villas: An Interpretation Based on Historical and Social Factors
ITAL-UA 9406,The Etruscans
ITAL-UA 9500,Academic Discourse in Italian
ITAL-UA 9512,Italian Politics
ITAL-UA 9513,Global Media Seminar: Media Activism and Democracy
ITAL-UA 9868,Modern Italy
ITAL-UA 999,Senior Honors Seminar
ITHEA-UT 481,RADA Shakespeare in Performance
ITHEA-UT 607,Latinx Theatre and Performance
ITHEA-UT 662,Theatre in London
ITHEA-UT 700,Studies in Shakespeare
ITHEA-UT 743,African Women Playwrights
JAPN-SHU 10,Elementary Japanese II
JAPN-SHU 5,Elementary Japanese I
JAPNL-UH 1101,Beginning Japanese 1
JAPNL-UH 1102,Beginning Japanese 2
JIRS-UF 301,Junior Independent Research Seminar
JIRS-UF 9301,Junior Independent Research Seminar
JOUR-SHU 9202,Methods and Practice: Journalism
JOUR-UA 101,Journalistic Inquiry: The Written Word
JOUR-UA 102,Journalistic Inquiry: Multimedia
JOUR-UA 201,The Beat:: Activism & Politics
JOUR-UA 201,The Beat:: Covering Generation Z
JOUR-UA 201,The Beat:: Covering Race
JOUR-UA 201,The Beat:: Neighborhood News
JOUR-UA 201,The Beat:: TV Neighborhoods
JOUR-UA 202,Methods and Practice:: Film and TV Reporting & Criticism
JOUR-UA 203,Methods & Practice:: Opinion and Advocacy Video
JOUR-UA 203,Methods & Practice:: Photojournalism
JOUR-UA 204,Elective Reporting Tpcs:: Data Journalism
JOUR-UA 204,Elective Reporting Tpcs:: Investigative Reporting
JOUR-UA 204,Elective Reporting Tpcs:: Sports Reporting
JOUR-UA 301,Adv Reporting:: Advanced TV
JOUR-UA 301,Adv Reporting:: Unhoused in New York City
JOUR-UA 301,Adv Reporting:: Writing Social Justice
JOUR-UA 302,Production and Publication:: TV Newscast
JOUR-UA 351,Honors: Adv Reporting
JOUR-UA 50,Investigating Journalism
JOUR-UA 502,Journalism Ethics & First Amendment Law
JOUR-UA 503,Journalism and Society:: Queens: Portrait of the Browning of America
JOUR-UA 503,Journalism and Society:: Women and The Media
JOUR-UA 504,Journalism as Lit:: Storied New York
JOUR-UA 9202,Methods & Practice:: Reporting Accra An incomparable African metropolis
JOUR-UA 9202,Methods & Practice:: Reporting the Arts
JOUR-UA 9204,Elective Reporting Tpcs:: Madrid Stories: Engaging w the City thru Doc Film
JOUR-UA 9204,Elective Reporting Tpcs:: Reporting Armed conflict
JOUR-UA 9502,Journalism Ethics & First Amendment Law
JOUR-UA 9503,Journalism & Society:: Leaks and Whistleblowers
JOUR-UA 9503,Journalism & Society:: Power and Politics in Britain
JOUR-UA 9503,"Journalism & Society:: Science, Politics, and the Environment"
JOUR-UA 9505,Issues & Ideas:
JOUR-UA 980,Internship
JOUR-UA 997,Advanced Individualized Studies
KORE-SHU 10,Elementary Korean II
KORE-SHU 15,Intermediate Korean I
KORE-SHU 5,Elementary Korean I
LAGC-UF 101,Latin American Cultures
LAGC-UF 9101,Latin American Cultures
LATC-UA 101,Elementary Quechua I
LATC-UA 103,Intermediate Quechua I
LATC-UA 121,Elementary Haitian Creole I
LATC-UA 123,Intermediate Haitian Creole I
LATC-UA 141,Elementary Mixteco I
LATC-UA 161,Elementary Nahuatl I
LATC-UA 362,Indigenous Languages of the Americas
LATC-UA 455,Topics:
LATC-UA 600,Topics:: Sex Work and the City in the Americas.
LATC-UA 605,Approaches to Latin American and Caribbean Studies
LATC-UA 747,Introduction to Native American and Indigenous Studies
LAW-UH 1010,What is Law? Comparative Global Jurisprudence
LAW-UH 1012,Legal System and Method
LAW-UH 1013,Business Law
LAW-UH 1014G,Commercial Law
LAW-UH 2011,Constitutional and Administrative Law
LAW-UH 2114,Climate Change Law and Policy
LAW-UH 2123,Public International Law
LAW-UH 2124,Human Rights Law
LAW-UH 2126X,International Commercial Arbitration: From Ancient Arabia to Contemporary Singapore
LAW-UH 2132,Vis Moot Topics
LAW-UH 2136,Refugee Protection in International Law
LAW-UH 2500,Criminal Law
LAW-UH 3500G,Property - Land Law
LAW-UH 3501G,Equity and Trusts
LAW-UH 4000,Legal Studies Capstone Seminar
LAW-UH 4001,Legal Studies Capstone Project
LING-UA 1,Language
LING-UA 102,Research Seminar
LING-UA 11,Sound and Language
LING-UA 13,Grammatical Analysis
LING-UA 16,Grammatical Analysis II
LING-UA 18,Bilingualism
LING-UA 2,The Linguistics of Names
LING-UA 23,African American Vernacular English
LING-UA 3,Language and Mind
LING-UA 4,Intro to Semantics
LING-UA 43,Neural Bases of Language
LING-UA 44,Field Methods
LING-UA 6,Patterns in Language
LING-UA 9,Indigenous Languages of the Americas
LING-UA 9102,Seminar:: Languages of Paris
LING-UA 980,Internship
LING-UA 997,Independent Study
LISCI-UF 101,Life Science
LITC-UE 1175,Language and Literacy for Young Children
LITC-UE 1176,Foundations of Literacy Development
LITC-UE 1177,Literacy for Learning
LITCW-UH 1000,Literary Interpretation
LITCW-UH 1003,Introduction to Creative Writing
LITCW-UH 1503,Letters From Afar: Travel Writing Abroad
LITCW-UH 1503G,Letters From Afar: Travel Writing Abroad
LITCW-UH 1508,Shame and Shamelessness: The Craft of Confessional Writing
LITCW-UH 1509,The City and the Writer: New York City and Abu Dhabi
LITCW-UH 2312X,Masterpieces of Pre-Modern Arabic Literature in Translation
LITCW-UH 2315X,Postcolonial Turn
LITCW-UH 2340,Inventions of Love: East and West
LITCW-UH 2341,Asian and Arab Diaspora in the Arts
LITCW-UH 2504,Poetry Workshop: Intermediary Creative Writing
LITCW-UH 3000,Problems and Methods of Literary Studies
LITCW-UH 3502,Advanced Creative Writing: A Novel in Fourteen Weeks: A Novel in Fourteen Weeks
LITCW-UH 4000,Capstone Seminar
LITR1-UC 6241,Introduction to Literature
LITR1-UC 6252,Contemporary Genres:
LITR1-UC 6282,Major Authors:
LRMS1-UC 548,Human Resources Management Principles
LRMS1-UC 573,Business Ethics
LRMS1-UC 578,Strategic Planning and Operational Analysis
LRMS1-UC 579,Comparative Management & Leadership
LRMS1-UC 584,Comparative Political Economy
LRMS1-UC 585,International Entrepreneurship
LRMS1-UC 7991,Senior Project: Seminar
LRMS1-UC 920,Consumer Behavior
LRMS1-UC 923,Product Innovation and Management
LRMS1-UC 927,Strategic International Marketing
LRMS1-UC 948,Integrated Marketing Campaigns
LWSOC-UA 9251,Tpcs in Law & Society:: Comparative U.S. and European Human Rights
LWSOC-UA 9251,Tpcs in Law & Society:: International Perspectives on Human Rights
LWSOC-UA 951,Tpcs in Law & Society:: Miscarriages of Justice
MA-UY 1000,Math Recitation: MA-UY 1024 Cal I for Eng Recitation
MA-UY 1000,Math Recitation: MA-UY 1124 Cal II for Eng Recitation
MA-UY 1000,Math Recitation: MA-UY 914 Precal for Eng Recitation
MA-UY 1024,Calculus I for Engineers
MA-UY 1044,Linear Algebra
MA-UY 1124,Calculus II for Engineers
MA-UY 1414,Basic Practice of Statistics for Social Science
MA-UY 2034,Linear Algebra and Differential Equations
MA-UY 2034G,Linear Algebra and Differential Equations
MA-UY 2114,Calculus III: Multi-Dimensional Calculus
MA-UY 2224,Probability and Statistics for Engineers
MA-UY 2314,Discrete Mathematics
MA-UY 2514,Honors Calculus III
MA-UY 3014,Applied Probability
MA-UY 3054,Honors Linear Algebra
MA-UY 3113,Advanced Linear Algebra and Complex Variables
MA-UY 3204,Linear and Nonlinear Optimization
MA-UY 3514,Honors Probability
MA-UY 3604,Mathematical Methods for Physics and Engineering
MA-UY 4044,Algebra
MA-UY 4054,Honors Algebra I
MA-UY 4114,Applied Statistics
MA-UY 4204,Ordinary Diff Equations
MA-UY 4254,Honors Ordinary Differential Equations
MA-UY 4314,Combinatorics
MA-UY 4324,Mathematics of Finance
MA-UY 4414,Applied Partial Differential Equations
MA-UY 4424,Intro Numerical Analysis
MA-UY 4444,Intro to Math Modeling
MA-UY 4474,Chaos and Dynamical Systems
MA-UY 4614,Applied Analysis
MA-UY 4644,Honors Analysis I
MA-UY 4834,Honors III
MA-UY 492X,Independent Study
MA-UY 914,Precalculus for Engineers
MATH-SHU 10,Quantitative Reasoning: Great Ideas in Mathematics
MATH-SHU 131,Calculus
MATH-SHU 140,Linear Algebra
MATH-SHU 141,Honors Linear Algebra I
MATH-SHU 151,Multivariable Calculus
MATH-SHU 201,Honors Calculus
MATH-SHU 234,Mathematical Statistics
MATH-SHU 235,Probability and Statistics
MATH-SHU 239,Scientific Machine Learning: Mathematical Foundations and Applications
MATH-SHU 251,Introduction to Math Modeling
MATH-SHU 329,Honors Analysis  II
MATH-SHU 345,Introduction to Stochastic Processes
MATH-SHU 348,Honors Algebra I
MATH-SHU 350,Probability Limit Theorems
MATH-SHU 362,Honors Ordinary Differential Equations
MATH-SHU 395,Special Topics in Math: Introduction to Fluid Dynamics
MATH-SHU 9,Precalculus
MATH-SHU 997,Independent Study: Mathematics
MATH-UA 120,Discrete Mathematics
MATH-UA 121,Calculus I
MATH-UA 122,Calculus II
MATH-UA 123,Calculus III
MATH-UA 126,Introduction to Statistics and Data Analysis
MATH-UA 129,Honors Calculus III
MATH-UA 131,Mathematics for Economics I
MATH-UA 132,Mathematics for Economics II
MATH-UA 133,Mathematics for Economics III
MATH-UA 140,Linear Algebra
MATH-UA 148,Honors Linear Algebra
MATH-UA 185,Probability & Statistics
MATH-UA 228,Fundamental Dynamics of Earth's Atmosphere and Climate
MATH-UA 231,Computability and Incompleteness
MATH-UA 240,Combinatorics
MATH-UA 250,Mathematics of Finance
MATH-UA 251,Intro to Math Modeling
MATH-UA 262,Ordinary Diff Equations
MATH-UA 263,Partial Diff Equations
MATH-UA 264,Chaos & Dynamical Systems
MATH-UA 268,Honors Ordinary Differential Equations
MATH-UA 325,Analysis
MATH-UA 328,Honors Analysis I
MATH-UA 333,Theory of Probability
MATH-UA 334,Mathematical Statistics
MATH-UA 338,Honors Theory of Probability
MATH-UA 343,Algebra
MATH-UA 348,Honors Algebra I
MATH-UA 352,Numerical Analysis
MATH-UA 353,Linear and Nonlinear Optimization
MATH-UA 897,Internship in Mathematics
MATH-UA 9,"Algebra, Trigonometry, and Functions"
MATH-UA 9009,"Algebra, Trigonometry, and Functions"
MATH-UA 9121,Calculus I
MATH-UA 9131,Mathematics for Economics I
MATH-UA 9140,Linear Algebra
MATH-UA 9233,Theory of Probability
MATH-UA 9235,Probability & Statistics
MATH-UA 9252,Numerical Analysis
MATH-UA 9253,Linear and Nonlinear Optimization
MATH-UA 997,Independent Study
MATH-UH 1000AQ,Mathematics for Statistics and Calculus Part I
MATH-UH 1000BQ,Mathematics for Statistics and Calculus Part II
MATH-UH 1010Q,Foundations of Mathematics
MATH-UH 1012Q,Calculus with Applications to Science and Engineering
MATH-UH 1013Q,Calculus with Applications to Economics
MATH-UH 1020Q,Multivariable Calculus with Applications to Science and Engineering
MATH-UH 1021Q,Multivariable Calculus with Applications to Economics
MATH-UH 1022Q,Linear Algebra
MATH-UH 2010Q,Ordinary Differential Equations
MATH-UH 2011Q,Probability and Statistics
MATH-UH 2012Q,Abstract Algebra 1
MATH-UH 2013Q,Analysis 1
MATH-UH 3213,Advanced Probability
MATH-UH 3411,Dynamical Systems
MATH-UH 4001,Capstone Project in Mathematics 1
MATH1-UC 1101,Math I
MATH1-UC 1105,Mathematical Reasoning
MATH1-UC 1141,Math II
MATH1-UC 1171,Precalculus
MATH1-UC 1172,Statistical Methods
MATH1-UC 1174,Calculus W/Applications to Business & Economics
MCC-UE 1,Introduction to Media Studies
MCC-UE 1000,Ind Study
MCC-UE 1002,Space and Place in Human Communication
MCC-UE 1005,The Culture Industries
MCC-UE 1006,Television:History/Form
MCC-UE 1007,Film:History and Form
MCC-UE 1008,Video Game Economies
MCC-UE 1009,Psychoanalysis: Desire and Culture
MCC-UE 1011,Media and Migration
MCC-UE 1013,Political Communication
MCC-UE 1015,Advertising and Consumer Society
MCC-UE 1016,Media Audiences
MCC-UE 1019,Media & Identity
MCC-UE 1020,Business of Media
MCC-UE 1029,New Media Research Studio
MCC-UE 1030,Architecture as Media:
MCC-UE 1031,Digital Media: Context and Practice
MCC-UE 1033,Critical Making
MCC-UE 1035,Forensic Media
MCC-UE 1037,Media and Music
MCC-UE 1043,Queer and Trans Game Studies
MCC-UE 1045,Queer Film and TV
MCC-UE 1065,Media Events and Spectacles
MCC-UE 1100,Internship
MCC-UE 1140,Screening History:
MCC-UE 1142,Critical Video: Theory & Practice
MCC-UE 1199,Digital and Computational Media Workshop
MCC-UE 1200,Inquiry Seminar
MCC-UE 1210,Senior Honors in Media Culture/Communication
MCC-UE 1220,Global Media Capstone
MCC-UE 1300,Media and Globalization
MCC-UE 1304,Global Media and International Law
MCC-UE 1306,Global Media Flows
MCC-UE 1339,Theory of the Digital
MCC-UE 1341,Middle East Media
MCC-UE 1345,Fashion and Power
MCC-UE 1346,Fame
MCC-UE 1349,Data and Society
MCC-UE 1352,Revolution and Media
MCC-UE 14,Methods in Media Studies
MCC-UE 1402,Marxism and Culture
MCC-UE 1404,Media  and Culture of Money
MCC-UE 1408,Queer and Trans Identity
MCC-UE 1409,"Consumption, Culture and Identity"
MCC-UE 1413,Cultural Memory
MCC-UE 1417,Media Industry Alumni Masterclass
MCC-UE 1423,AI & Society
MCC-UE 1508,"Print, Typography and Form"
MCC-UE 1517,Photography and The Visual Archive
MCC-UE 1585,Creative Coding
MCC-UE 1700,Communicating Gender and Identity
MCC-UE 1717,"Listening: Noise, Sound and Music"
MCC-UE 1740,Interviewing Strategies
MCC-UE 1750,Rethinking Public Relations
MCC-UE 1755,Public Relations: Principles and Practices
MCC-UE 1760,Innovations in Marketing
MCC-UE 1775,Advertising & Marketing
MCC-UE 1805,Public Speaking
MCC-UE 3,History of Media & Comm
MCC-UE 5,Language and Culture
MCC-UE 9006,Television: History and Form
MCC-UE 9008,Video Game Economies
MCC-UE 9013,Political Communication
MCC-UE 9015,Advertising and Consumer Society
MCC-UE 9016,Media Audiences
MCC-UE 9032,Social Media Practicum
MCC-UE 9111,Journalism and Society: Leaks and Whistleblowers
MCC-UE 9121,Tango and Mass Culture
MCC-UE 9403,Postcolonial Visual Culture
MCC-UE 9452,Global Media Seminar: Media Activism and Democracy
MCC-UE 9453,Global Media Seminar: East-Central Europe
MCC-UE 9454,Global Media Seminar: Media & Cultural Globalization in France
MCC-UE 9455,Global Media Seminar: Latin America
MCC-UE 9456,"Global Media Seminar: Sydney, Australia"
MCC-UE 9457,Global Media Seminar: Britain and Europe
MD-UY 2314,Interactive Narrative
ME-UY 1012,Introduction to Mechanical Engineering
ME-UY 2123,Engineering Design Methods
ME-UY 2213,Statics
ME-UY 2223,Dynamics
ME-UY 2813,Introduction to Materials Science
ME-UY 3123,Advanced CAD
ME-UY 3213,Mechanics of Materials
ME-UY 3231,Structures Practicum
ME-UY 3233,Machine Design
ME-UY 3313,Fluid Mechanics
ME-UY 3333,Thermodynamics
ME-UY 3411,Automatic Control Laboratory
ME-UY 3413,Automatic Control
ME-UY 3511,Measurement Systems Laboratory
ME-UY 3513,Measurement Systems
ME-UY 3811,Materials Science Laboratory
ME-UY 4103,Senior Design I
ME-UY 4214,"Finite Element Modeling, Design and Analysis"
ME-UY 4312,Thermo-Fluids Practicum
ME-UY 4313,Heat Transfer
ME-UY 4983,Special Topics in Mech Engr: Intellectual Property Issues and Policies for Engi
MEDI-UA 147,Machiavelli
MEDI-UA 271,Dante'S Divine Comedy
MEDI-UA 700,Topics:: Jews and Muslims: Perceptions and Polemics
MEDI-UA 700,Topics:: Renaissance Art
MEDI-UA 700,Topics:: Women and/in Medieval Art
MEDI-UA 761,Myths and Culture of The Ancient Celts
MEDI-UA 901,Workshop in Medieval and Renaissance Studies I
MEDI-UA 9017,Mediev Church: Religious Hist of Crisis & Creativ
MEDI-UA 9123,Italy During The Renaissance: Florence
MEDI-UA 997,Independent Study
MEDI-UA 998,Independent Study
MEDI-UA 999,Senior Honors Seminar
MEGC-UF 101,Middle Eastern Cultures
MEIS-UA 101,Elementary Arabic I
MEIS-UA 102,Elementary Arabic II
MEIS-UA 103,Intermediate Arabic I
MEIS-UA 104,Intermediate Arabic II
MEIS-UA 301,Elementary Urdu I
MEIS-UA 303,Intermediate Urdu I
MEIS-UA 401,Elementary Persian I
MEIS-UA 403,Intermediate Persian I
MEIS-UA 405,Elementary Hindi
MEIS-UA 407,Intermediate Hindi I
MEIS-UA 409,Advanced Hindi I
MEIS-UA 501,Elementary Turkish I
MEIS-UA 503,Intermediate Turkish I
MEIS-UA 518,Topics in Middle Eastern History:
MEIS-UA 660,Mediterranean Worlds
MEIS-UA 688,Topics in Modern Middle Eastern History: Empire and the Making of Modern Iraq
MEIS-UA 718,Introduction to Ancient Indian Literature
MEIS-UA 720,Middle Eastern Literature: Middle Eastern Anglophone Lite
MEIS-UA 798,Topics in Modern Middle Eastern Culture: Partition: Mapping the Modern Mediterranean
MEIS-UA 798,Topics in Modern Middle Eastern Culture: Representing Islam in the West
MEIS-UA 9101,Elementary Arabic I
MEIS-UA 9103,Intermediate Arabic I
MEIS-UA 9150,Languages of Israel
MEIS-UA 9691,What is Islam?
MEIS-UA 9707,Islam & Spain
MEIS-UA 9751,Topics in Middle East Politics:: Palestinan-Israeli Conflict
MEIS-UA 997,Independent Study
MEST1-UC 6006,Cultural Identities in The Media
MEST1-UC 6012,Social Media
MEST1-UC 6020,World Cinema
MEST1-UC 6028,Understanding Media
MEST1-UC 6032,Reality TV
MEST1-UC 6033,The Language of Contemporary Images
MEST1-UC 6050,Digital Storytelling
MG-UY 1002,FOUNDATIONS OF TECHNOLOGY MANAGEMENT
MG-UY 2014,Operations Management
MG-UY 2024,Management of Business Information Systems and Data Technology
MG-UY 2104,Organizational Behavior
MG-UY 2204,Financial Accounting
MG-UY 2304,Marketing
MG-UY 2624,Business Economics
MG-UY 2701,Fundamentals in Design Thinking
MG-UY 2704,DESIGN THINKING FOR CREATIVE PROBLEM SOLVING
MG-UY 3002,Project Management
MG-UY 3204,Introduction to Finance
MG-UY 3214,Advanced Corporate Finance
MG-UY 3224,Management Science
MG-UY 3304,Introduction to Supply Chain Management
MG-UY 3404,Innovation Management
MG-UY 3724,HUMAN-CENTERED PRODUCT DESIGN STUDIO
MG-UY 3734,SERVICE DESIGN INNOVATION
MG-UY 4004,Management Strategy in Technology Sectors
MG-UY 4214,Financial Strategy
MG-UY 4404,ENTREPRENEURSHIP
MG-UY 444X,GUIDED STUDIES IN BUSINESS AND TECHNOLOGY MANAGEMENT
MG-UY 4504,Global Perspectives on Technology Management: A Capstone Project Course
MG-UY 4603,Technology Management—Internship and Service
MGMT-SHU 18,Strategic Analysis
MGMT-SHU 301,Management and Organizations
MGMT-UB 9001,Management & Organizations
MGMT-UB 9087,Innovation and Entrepreneurship in Israel
MHUM-UA 101,Introduction to the Medical Humanities
MKAN1-UC 5100,Cultural and Legal Implications of Digital Technology
MKAN1-UC 5102,Web Analytics
MKAN1-UC 5103,Marketing Analytics
MKTG-SHU 1,Introduction to Marketing
MKTG-SHU 2,Consumer Behavior
MKTG-SHU 53,Pricing
MKTG-SHU 57,Digital Marketing
MKTG-SHU 9,Research for Customer Insights
MKTG-UB 9001,Intro to Marketing
MKTG-UB 9022,Movie Marketing
MKTG-UB 9045,Social Media Strategy
MKTG-UB 9056,Digital Business Strategy
MLK-UZ 2,"Martin Luther King, Jr. Scholars Seminar"
MPABR-UE 1111,Brass Instruments (Private Lessons)
MPABR-UE 1121,Brass Choir
MPABR-UE 1131,NYU Chamber Ensembles
MPABR-UE 1141,Brass and Piano Repertoire
MPABR-UE 1211,Brass Instruments (Pvt Lessons)Non-Majors
MPABR-UE 1212,Brass Instruments (Prvt Lesson) for Non-Majors II
MPABR-UE 9111,Brass Instruments (Private Lessons)
MPADE-UE 1006,Yoga and Pilates: Dynamic Alignment Princples
MPADE-UE 1013,Tap Dance
MPADE-UE 1015,Hip Hop Dance Culture
MPADE-UE 1029,Jazz Dance Technique
MPADE-UE 12,Intro to Modern Dance
MPADE-UE 1278,Dance as an Art Form
MPADE-UE 14,Beginning Ballet
MPADE-UE 1701,West African Dance
MPADE-UE 1702,Afro-Caribbean Dance
MPAET-UE 1000,Ind Study
MPAET-UE 1005,Intro to Theatre for Young Audiences I
MPAET-UE 1021,Introduction to Theatre History
MPAET-UE 1029,Dramatic Activities in The Elementary Classroom
MPAET-UE 1050,Acting: Fundamentals
MPAET-UE 1081,Directing
MPAET-UE 1105,Beginning Playwriting
MPAET-UE 1113,Physical Theatre Improvisation
MPAET-UE 1117,Verbatim Performance Lab Internship
MPAET-UE 50,Intro to Educ Theatre I
MPAET-UE 60,Theatre as Art Form
MPAET-UE 9,Stagecraft
MPAGC-UE 1087,NYU Orchestra
MPAGC-UE 1229,Creating a Career as a Musician
MPAJZ-UE 1039,Jazz Theory & Ear Training I
MPAJZ-UE 1070,Instrumental Jazz (Private Lessons)
MPAJZ-UE 1089,Jazz Ensemble
MPAJZ-UE 1119,Jazz Arranging & Composition I
MPAJZ-UE 1121,Jazz History
MPAJZ-UE 1604,Afro-Cuban Music
MPAJZ-UE 1607,New Orleans & the Jazz Experience
MPAJZ-UE 1608,Miles Davis Aesthetic
MPAJZ-UE 1610,Brazilian Music
MPAJZ-UE 41,Guitar (Group) for Non-Majors
MPAJZ-UE 70,Pop/Jazz Guitar (Private Lessons) for Non-Majors
MPAJZ-UE 71,Pop/Jazz Piano (Prvt Lessons) for Non-Majors
MPAJZ-UE 72,Pop/Jazz Bass (Prvt Lessons) for Non-Majors
MPAJZ-UE 73,Pop/Jazz Saxophone (Prvt Lessons) for Non-Majors
MPAJZ-UE 74,Pop/Jazz Trumpet (Prvt Lessons) for Non Majors
MPAJZ-UE 9089,NYU Jazz Ensembles
MPAMB-UE 100,Business Structure of The Music Industry
MPAMB-UE 1000,Independent Study
MPAMB-UE 101,Data Analysis in the Music Industry: Introduction & Applications
MPAMB-UE 105,Strategic Music and Branding
MPAMB-UE 1305,The Economics and Law of Music Copyright Regulation
MPAMB-UE 1306,"Interactive, Internet and Mobile Music"
MPAMB-UE 1307,Stress-free Living & Working in the Music Industry
MPAMB-UE 1310,Village Records:Pract Recorded Music Industry
MPAMB-UE 1312,Writing in the Music Industry
MPAMB-UE 1313,The Business of Podcasting
