"course_code","course_title","department","description","credits"
"HDFS 5223Resilience","in Individuals and Families","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS GPIDEA Graduate Program. Description:Exploration of resilience approaches to the study of families and human development across the life cycle. Web-based instruction. Previously offered as 5223. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5233Infant","Mental Health","Human Development & Family Sci (HDFS)","Description:Foundations of infant mental health theory, research, and practice. Includes the familial context of children's early development and the importance of infant-caregiver relationships, early intervention, assessment, and reflective practice. Emphasis is placed on the application of infant mental health principles across settings and disciplines focused on early childhood and families. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5243Infant","and Early Childhood Development and Attachment","Human Development & Family Sci (HDFS)","Description:Survey of research and theory pertaining to infant and early development and attachment. Content includes cognition and learning, social and emotional development, and assessment. An emphasis is placed on attachment and implications for practitioners working with young children and their families. Previously offered as FRCD 5243. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5253Theory","and Research: Social and Emotional Development","Human Development & Family Sci (HDFS)","Description:Research and theory pertaining to social and emotional development, including attachment and family context, social interaction, friendships and temperament. Incorporates applications to policy and practice. Previously offered as HDFS 6253. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5263Theory","and Research: Cognitive and Language Development","Human Development & Family Sci (HDFS)","Description:Research and theory pertaining to cognitive and language development including environmental influences and family influences, attention and memory, problem solving, and social cognition. Incorporates applications to policy and practice. Previously offered as HDFS 6243. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5273Parent","Education","Human Development & Family Sci (HDFS)","Prerequisites:Consent of instructor. Description:Parent-child relations, parenting strategies, and other major components of empirically validated parent education programs that lead to certification. Supervised practice. Previously offered as FRCD 5273. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5283Developmental","Disabilities","Human Development & Family Sci (HDFS)","Description:Overview of contemporary research, theory, practice, and policy in the field of developmental disabilities with a primary focus on individuals with intellectual disability and their family members. Previously offered as HDFS 6373. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5293Human","Development Theory","Human Development & Family Sci (HDFS)","Description:Examines theories and models of human development in a family context using a lifespan perspective. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5313Creativity","and Aging","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Gerontology program. Description:Developmental and pathological changes in the brain that can lead to changes in creative output over time. Hands-on experience and direct association with older adults to grow an appreciation for creativity produced and inspired by older people. Provides experiences for development of art programs for older adults. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5323Issues","in Early Childhood","Human Development & Family Sci (HDFS)","Description:Systematic examination and in-depth reflection on selected issues and trends in early childhood education. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5333Early","Childhood Education History and Theory","Human Development & Family Sci (HDFS)","Description:The history of early childhood education and theoretical approaches for planning educational programs and learning experiences for young children. Previously offered as FRCD 5333. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5343Developmental","Assessment and Interventions","Human Development & Family Sci (HDFS)","Description:Applications of qualitative and quantitative approaches to observation and developmental assessment and intervention strategies for students preparing to become specialists or practitioners working with children and families, including early childhood educators, child and parenting practitioners, and human service practitioners. Previously offered as FRCD 5343. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5353Diversity","in Early Childhood","Human Development & Family Sci (HDFS)","Description:Exploration and critical review of the state of early childhood programming with emphasis on research, theory, and policy making that bear on current diversity and multicultural issues in practice. Previously offered as FRCD 5353. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5363Early","Childhood Development and Education","Human Development & Family Sci (HDFS)","Description:The interaction of biology, family, culture, and extended environment on children's emotional, social, and cognitive development during the early childhood years. The implications of regularities and diversity in development for teaching and learning and on principles of educational practice to enhance development. Previously offered as FRCD 5363. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5373Early","Childhood Administration","Human Development & Family Sci (HDFS)","Description:Examination of the administration, management, and supervision of programs for young children. Legal, social, and economic conditions affecting programs. Previously offered as FRCD 5373. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5400Professional","Seminar in Gerontology","Human Development & Family Sci (HDFS)","Description:An integrative experience for gerontology students designed to be taken near the end of the degree program. By applying knowledge gained in earlier course work, students strengthen skills in ethical decision-making and behavior, applying these skills in gerontology-related areas such as advocacy, professionalism, family and workplace issues. Students from a variety of professions bring their unique perspectives to bear on topics of common interest. Web-based instruction.



Offered for fixed credit, 3 credit hours, maximum of 3 credit hours. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5403Foundations","in Integrative Aging Studies","Human Development & Family Sci (HDFS)","Description:This course introduces foundational concepts to the interdisciplinary field of gerontology and aging studies, including: core theories of adult development and aging, how to be critical consumers of aging research, developing writing and other professional skills, and exploring career options in aging. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5411Ethics","and Aging","Human Development & Family Sci (HDFS)","Description:Analysis of ethical issues for the aging population. Critical examination of various ethical issues from legal, psychological, social, and financial perspectives. Enrollment requires attendance of the one-day, Oklahoma Ethics and Aging Conference. Contact hours:Lecture: 1 Contact: 1 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","1"
"HDFS 5413Aging","in Human Development","Human Development & Family Sci (HDFS)","Description:Biopsychosocial dimensions of human aging from a lifespan development perspective with an integrative perspective that (a) considers the impact of early development and socio-historical influences on late life development; (b) emphasizes aging processes across diverse groups and contexts, and (c) identifies pathways to optimal functioning. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5423Research","Perspectives in Gerontology","Human Development & Family Sci (HDFS)","Description:Critical review of gerontological literature. Special emphasis on current knowledge related to research methodologies, measurement applications, and clinical interventions used to study age-related processes and outcomes. Previously offered as FRCD 5423. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5433Theories","of Aging","Human Development & Family Sci (HDFS)","Description:Addresses the historical, contemporary and interdisciplinary basis of aging theory. Biological, psychological, sociological and human developmental conceptualizations of aging are critically assessed. Emphasis is placed on conceptual models, as well as theoretical development and application within gerontological research and the field of aging. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5443Interpersonal","Relationships","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS GPIDEA Graduate Program. Description:An examination of interpersonal relationships in context, including theoretical perspectives, research methods, relationship forms, and relationship processes. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5453Aging","in the Medical Context","Human Development & Family Sci (HDFS)","Description:Orients students to the unique issues related to health and the health system for individuals in later life. A particular focus is placed on health programs, the role of medical personnel and tasks of family members as older persons face health issues and decisions. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5463Biological","Principles of Aging","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Gerontology Program. Description:Introduction of basic biological principles that govern aging. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5470Developments","and Innovations in Human Development, Family Science, and Early Childhood Education","Human Development & Family Sci (HDFS)","Description:Analysis of current developments and innovative practices in one or more of the specified areas. Emphasis upon evolving concepts with implications for programs serving societal needs in these areas. Previously offered as FRCD 5470.



Offered for variable credit, 1-3 credit hours, maximum of 3 credit hours. Contact hours:Contact: 1-3 Other: 1-3 Levels:Graduate Schedule types:Independent Study Department/School:Human Dev & Family Sci ","1-3"
"HDFS 5473Seminar","in Long-Term Care","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Gerontology Program. Description:Topics of interest for those in leadership roles in long-term care facilities, or senior living organizations. Draws on expertise of leaders in the field. Case studies are used to understand application of the material. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5483Aging","Network Seminar","Human Development & Family Sci (HDFS)","Description:Orientation to community-based aging services and programs for older adults with consideration of professional ethics, state and federal legislation, and long-term care advocacy. Additional emphasis on career networking with aging service practitioners and providers. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5493Aging","and Diverse Families","Human Development & Family Sci (HDFS)","Description:Examination of contemporary family theories, contexts, behaviors, and policies impacting older adults. Special emphasis on family inclusion, diversity, and equity as it relates to family dynamics and transitions, intergenerational relationships from mid-life into old age, and governmental policies, professional ethics, and caregiving practices concerning older adults and their families. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5503Family","Diversity","Human Development & Family Sci (HDFS)","Description:Examination of theory and research on diversity in families such as race, ethnicity, age, sexual orientation, gender, socioeconomic status, disability, or religion. Emphasis on effectively addressing family diversity in systemic assessment, practice, and policy. May not be used for degree credit withCPSY 5503orPSYC 6133. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5513Issues","in Family Science","Human Development & Family Sci (HDFS)","Description:Current and classic literature in family studies. Consideration of philosophical bases and current research issues relevant to the family as a field of study. Previously offered as FRCD 5513. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5523Family","Theory","Human Development & Family Sci (HDFS)","Description:Foundation of theoretical frameworks and processes in family science. Overview of the interface between theory, research, and application in family science. Previously offered as FRCD 5523. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5533Perinatal","and Reproductive Health","Human Development & Family Sci (HDFS)","Description:Examination of perinatal, family planning, and reproductive health issues, programs, services, and policies. Emphasis on empirically-based interventions. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5543Family","Crisis and Trauma","Human Development & Family Sci (HDFS)","Description:Strategies for helping families deal with trauma and various family crises including illness, death and divorce. Focus on dealing with these from a family systems approach. Previously offered as FRCD 5543. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5553Perspectives","on Parenting and Parent Education","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS GPIDEA Graduate Program. Description:An examination of theories, models, methods, research, and skills related to parenting and parent education. Web-based instruction. Previously offered as FRCD 5553. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5563Community","and Family","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Graduate Program. Description:Examination of current research and theory in the interactions of families and communities. Emphasis on empirical strategies for intervention to address community and family-based problems. Previously offered as HDFS 5743. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5573Adolescent","in Family Context","Human Development & Family Sci (HDFS)","Description:Physical, social, emotional and intellectual development of adolescents within the context of family relationships. Exploration of research and theory as it relates to adolescent development and parent-adolescent relationships. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5583Intimate","Relationships and Sexuality across the Lifespan","Human Development & Family Sci (HDFS)","Description:A lifespan perspective on the formation, development, and trajectory of intimate relationships (e.g., marriage) and sexuality. Previously offered as FRCD 5583. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5593Sexuality","& Aging","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Gerontology Program. Description:Understanding of issues regarding sexuality and aging. Normative aspects of sexuality in later life and issues that arise that impact sexuality such as chronic illness, cognitive decline, and functional limits. Perspectives of aging persons who are active and independent in the community, to those who live in a variety of care settings. An interdisciplinary perspective on the interactions of the biological, psychological, social influences that shape our understanding of sexuality in later life. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5603Pre-Practicum","in Marriage and Family Therapy: Counseling Skills","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the marriage and family therapy specialization and consent of instructor. Description:Pre-clinical experience for students in the marriage and family therapy (MFT) specialization, emphasizing counseling skills and structured observations. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5612Pre-Practicum","in Marriage and Family Therapy: Group Processes","Human Development & Family Sci (HDFS)","Prerequisites:Admission to marriage and family therapy specialization and consent of instructor. Description:Pre-clinical experience for students in the marriage and family therapy specialization emphasizing group processes, designing and running therapy groups. Previously offered as FRCD 5612. Contact hours:Lecture: 2 Contact: 2 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","2"
"HDFS 5613Theoretical","Models of Marriage and Family Therapy","Human Development & Family Sci (HDFS)","Description:An introduction to the historical context of marriage and family therapy. An overview of the major schools of marriage and family therapy and emerging models. Previously offered as FRCD 5613. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5623Systems","Theory and Applications to the Family","Human Development & Family Sci (HDFS)","Description:Examination of the cybernetic roots and terminology used with general systems theory providing an understanding, appreciation and integration of the role of ""systems"" approaches to family theory and clinical practice. Previously offered as FRCD 5623. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5633Couples","Treatment in Marriage and Family Therapy","Human Development & Family Sci (HDFS)","Prerequisites:Graduate standing or consent of instructor. Description:Focus on assessment of couples and the systemic interventions available to address common couple issues. Pre-marriage, divorce and remarriage, sexuality, domestic violence, infidelity, and gender. Previously offered as FRCD 5633. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5643Child","and Adolescent Treatment in Marriage and Family Therapy","Human Development & Family Sci (HDFS)","Prerequisites:Graduate standing or consent of instructor. Description:An overview of the issues surrounding children and adolescents in marriage and family therapy including child abuse and neglect, drug abuse, oppositional behaviors, ADHD, and family structures and hierarchies. Assessment and treatment methods. Strategies for engaging families. Previously offered as FRCD 5643. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5653Systemic","Approaches to Psychopathology and Psychopharmacology","Human Development & Family Sci (HDFS)","Prerequisites:Graduate standing or consent of instructor. Description:Overview of major mental disorders and other conditions that maybe the focus of clinical mental health treatment. Treatment issues and an introduction to psychopharmacology. Previously offered as FRCD 5653. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5663Professionalism","and Ethics in Marriage and Family Therapy","Human Development & Family Sci (HDFS)","Prerequisites:Graduate standing and consent of instructor. Description:The development of the professional attitude and identity of a marriage and family therapist. The AAMFT Code of Ethics, family law, ethnicity, and gender issues, as related to the practice and profession of marriage and family therapy. Previously offered as FRCD 5663. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5673Family","Dynamics of Addiction","Human Development & Family Sci (HDFS)","Prerequisites:Graduate standing and consent of instructor. Description:An examination of the theory and research related to addictive behaviors within couple and family relationships. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5683Spirituality","and Aging","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Gerontology Program. Description:Spirituality in later life from developmental, ethical, multicultural, and applied perspectives. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5690Marriage","and Family Therapy Practicum","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the marriage and family therapy program and consent of instructor. Description:Supervised clinical experience for students in the marriage and family therapy specialization. Previously offered as FRCD 5690.



Offered for variable credit, 1-3 credit hours, maximum of 18 credit hours. Contact hours:Contact: 1-3 Other: 1-3 Levels:Graduate Schedule types:Independent Study Department/School:Human Dev & Family Sci ","1-3"
"HDFS 5693Child","Treatment Practicum in Marriage and Family Therapy","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the marriage and family therapy program and consent of instructor. Description:Supervised clinical experience focusing on the treatment of children within a family context. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5713Individual","and Family Resource Management","Human Development & Family Sci (HDFS)","Description:Survey course of personal finance and family resource management literature to provide an overview of how individuals and family members develop and exercise their capacity to obtain and manage resources to meet life needs. Resources include the self, other people, time, money, energy, material assets, space, and environment. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5723Socioemotional","and Cognitive Well-being Throughout Adulthood","Human Development & Family Sci (HDFS)","Description:This course addresses cognitive, social, and emotional health in adulthood and later life including typical and atypical changes such as wisdom, dementia, coping, and depression. Contrasting theoretical frameworks and considering positions of access and resilience, students will examine personality, mental health, and cognitive and brain functioning during adulthood and review methods to enhance psychological health. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5733Implementation","of Community Programs for Older Adults","Human Development & Family Sci (HDFS)","Description:This course addresses theoretical and practical aspects of community-based efforts to influence the well-being of older adults. Examines literature from gerontological, prevention science, human sciences, and community health approaches. Provides an overview of the program development, implementation, evaluation, and management of aging-related programs. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5750Seminar","in Human Development and Family Science","Human Development & Family Sci (HDFS)","Description:Current research in human development and family science. Critical study of classic and current research. Previously offered as FRCD 5750.



Offered for variable credit, 1-9 credit hours, maximum of 9 credit hours. Contact hours:Contact: 1-9 Other: 1-9 Levels:Graduate Schedule types:Independent Study Department/School:Human Dev & Family Sci ","1-9"
"HDFS 5753Leadership","and Management of Community Service Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS GPIDEA Graduate Program. Description:An examination of leadership and management concepts related to the effective administration of community-based agencies. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5763Adult","Learners in Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Family and Consumer Sciences Education program. Description:Development, administration, and evaluation of Family and Consumer Sciences programs focused on adult learners. Applications for Cooperative Extension are highlighted. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5773Family","Dynamics and Addiction Treatment","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 5673. Description:Research, theory, and working with families with addiction across social contexts such as culture. Addresses techniques of prevention, intervention, family treatment, and recovery in individuals and family systems. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5783Methods","of Statistical Analysis in HDFS 1","Human Development & Family Sci (HDFS)","Description:An overview and application of basic statistical concepts, models, and methods for the quantitative analysis of development and change. Course topics to include descriptive statistics, hypothesis testing, analysis of variance, chi-square, t-test, and bivariate correlations. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5793Methods","of Statistical Analysis in HDFS 2","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 5783. Description:Quantitative models of development and change derived from empirical research utilizing multivariate research design and procedures. Course topics to include multivariate regression techniques for experimental and non-experimental research in human sciences research. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5810Current","Issues in Family and Consumer Sciences Education","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Family and Consumer Sciences Education program. Description:Analysis of current issues specific to Family and Consumer Sciences Education. Web-based instruction.

Offered for variable credit, 1-9 credit hours, maximum of 9 credit hours. Contact hours:Lecture: 1-9 Contact: 1-9 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","1-9"
"HDFS 5813Practicum","in Human Development and Family Science","Human Development & Family Sci (HDFS)","Prerequisites:Admission to graduate study in HDFS, 9 hours of graduate credit in HDFS, and consent of instructor. Description:Supervised experiences in child development, and family services or health-related settings. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5823History","and Philosophy of Family and Consumer Sciences Education","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Historical, philosophical, and legislative bases of Family and Consumer Sciences Education in Cooperative Extension Service, public schools, and higher education. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5833Occupational","Programs in Family and Consumer Sciences","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Planning and implementing occupational Family and Consumer Sciences programs and courses. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5843Reading","in the Content Areas of Family and Consumer Sciences Education","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Incorporating reading skills in Family and Consumer Sciences Cooperative Extension Service, public school, and higher education settings. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5853Adolescent","Learners in Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Exploration of adolescent cognitive, physical, social and emotional characteristics, with application to providing group and individual learning experiences in Cooperative Extension Service and public school settings. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5863Exceptional","Learners in Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Strategies for working with youth, adolescent, and adult exceptional learners in Cooperative Extension Service, public school, and higher education Family and Consumer Sciences programs. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5873Technology","in Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Incorporation of technology applications in Family and Consumer Sciences Cooperative Extension Service, public school, and higher education settings. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5883Family","and Consumer Sciences in a Pluralistic Society: Foundations and Issues","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Discussion of contemporary issues within the context of multicultural influences and cultural diversity in Cooperative Extension Service, public school, and higher education Family and Consumer Sciences settings. Critique of instructional materials and resources for Family and Consumer Sciences programs. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5893Addressing","Family Issues and Public Policy Through Family and Consumer Sciences Education","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Family and Consumer Sciences Education program. Description:Assessment of how Family and Consumer Sciences Education professionals can impact family and community issues. The role of the educator in critically examining these issues through FCS programs. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5903Instructional","Methods in Family and Consumer Sciences","Human Development & Family Sci (HDFS)","Description:Development of Family and Consumer Sciences Education instructional materials for both Cooperative Extension Service and public school settings. Observation hours required. May not be used for degree credit withHDFS 4913. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5913Foundations","and Principles of Family and Community Services","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:An introduction to the field of family science and related professions that involve working with individuals and families in communities. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5923Dynamics","of Family Interaction","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the Great Plains IDEA Graduate Program. Description:An examination of theories of family function and dysfunction, techniques of assessment, and models of family intervention. Web-based instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5943Development","of Instructional Materials for Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Development of individual and group materials for youth, adolescent, and adult Family and Consumer Sciences programs in Cooperative Extension Service, public school, and higher education settings. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5953Research","Experience in Family and Consumer Sciences","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Development of a research project related to Family and Consumer Sciences in a Cooperative Extension Service, public school, or higher education setting. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
