"department","code","title","description","credits"
"MATH - Mathematics","MATH 627","Algebraic Number Theory","Credits 3. 
3 Lecture Hours.Algebraic number fields and rings of algebraic integers; arithmetic in algebraic number fields; ideals; unique factorization of ideals; ideal classes and the class group; finiteness of the class number; Minkowski's theorem; Dirichlet's unit theorem; quadratic and cyclotomic number fields; splitting of primes in extension fields.Prerequisite:MATH 653or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 628","Mathematical Tools in Finance","Credits 3. 
3 Lecture Hours.Advanced linear algebra, orthogonality and projections, eigenvalue and SV decomposition, pseudoinverse, least squares and minimum norm solutions, hyperplane separation theorem; applications to Mean-Variance portfolio analysis and capital asset pricing model, arbitrage and fundamental theorem of asset pricing, 1-period asset replication in incomplete markets; optimization and calculus of variations; Lagrange multipliers, dynamical programming, numerical methods; applications to utility theory, multi-period asset replication in incomplete markets; application of probability topics including conditional expectations, Markov chains and Martingales, extreme value theory; applications in optional stopping theorem and trading strategies, Markov Chains in credit risk modeling.Prerequisite:MATH 251andMATH 411, or equivalent, or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 629","History of Mathematics","Credits 3. 
3 Lecture Hours.Major events in the evolution of mathematical thought from ancient times to the present, the development of various important branches of mathematics, including numeration, geometry, algebra, analysis, number theory, probability, and applied mathematics.Prerequisite:MATH 304or equivalent.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 630","Combinatorics","Credits 3. 
3 Lecture Hours.This is an introduction at the graduate level to the fundamental ideas and results of combinatorics, including enumerative techniques, sieve methods, partially ordered sets and generating functions.Prerequisite:MATH 302,MATH 431, or equivalent; or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 632","A Transition to Graduate Level Mathematics","Credits 3. 
3 Lecture Hours.Important concepts and techniques in Linear Algebra, Real Analysis, and Differential Equations with an emphasis on problem solving and proofs.Prerequisites:MATH 171,MATH 172,MATH 221, andMATH 323, or equivalent; or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 634","Stochastic Calculus","Credits 3. 
3 Lecture Hours.Topics include Brownian motion, Ito integrals, Ito formula, Martingale Theorem, stochastic differential equations, random time change, Girsanov theorem, and application to mathematical finance.Prerequisites:MATH 221or equivalent,MATH 308,MATH 411, or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 635","Algebraic Geometry II","Credits 3. 
3 Lecture Hours.Continuation of algebraic geometry I; introduction to the basic tools of algebraic geometry in preparation for more specialized topics; topics include review of divisors and line bundles, the Riemann-Roch Theorem, Intersection Numbers, the smooth cubic surface, sheaves and sheaf cohomology; advanced topics include schemes and the Hilbert scheme, Hodge theory and complex geometry, moduli spaces, or Invariant Theory.Prerequisites:MATH 620or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 636","Topology I","Credits 3. 
3 Lecture Hours.Set theory, topological spaces, generalized convergence, compactness, metrization, connectedness, uniform spaces, function spaces.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 637","Topology II","Credits 3. 
3 Lecture Hours.Continuation ofMATH 636.Prerequisite:MATH 636or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 638","Hyperbolic Conservation Laws","Credits 3. 
3 Lecture Hours.Introduction to basic theory and numerical methods for first order nonlinear partial differential equations; basic existence-uniqueness theory for scalar conservation laws; special equations and systems of interest in various applications and Riemann problem solutions for such systems; design of numerical methods for general hyperbolic systems; stability and convergence properties of numerical methods.Prerequisite:MATH 610orMATH 612or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 639","Iterative Techniques","Credits 4. 
3 Lecture Hours. 
3 Lab Hours.Numerical methods for solving linear and nonlinear equations and systems of equations; eigenvalue problems.Prerequisites:Elementary linear algebra and knowledge of computer programming (C or FORTRAN).","Credits 4. 
3 Lecture Hours. 
3 Lab Hours."
"MATH - Mathematics","MATH 640","Linear Algebra for Applications","Credits 3. 
3 Lecture Hours.Review of linear algebra; spectral theory in inner product spaces; decomposition theorems; duality theory and multilinear algebra; tensor products; applications. May be taken concurrently withMATH 641.Prerequisite:MATH 304or equivalent.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 641","Analysis for Applications I","Credits 3. 
3 Lecture Hours.Review of preliminary concepts; sequence and function spaces; normed linear spaces, inner product spaces; spectral theory for compact operators; fixed point theorems; applications to integral equations and the calculus of variations.Prerequisites:MATH 447andMATH 640or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 642","Analysis for Applications II","Credits 3. 
3 Lecture Hours.Distributions and differential operators; transform theory; spectral theory for unbounded self-adjoint operators; applications to partial differential equations; asymptotics and perturbation theory.Prerequisite:MATH 641.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 643","Algebraic Topology I","Credits 3. 
3 Lecture Hours.Fundamental ideas of algebraic topology, homotopy and fundamental group, covering spaces, polyhedra.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 644","Algebraic Topology II","Credits 3. 
3 Lecture Hours.Homology and cohomology theory.Prerequisite:MATH 643.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 645","A Survey of Mathematical Problems","Credits 3. 
3 Lecture Hours.A survey of problems in various branches of mathematics, such as logic, number theory, algebra, geometry, real analysis, and complex analysis.Prerequisites:MATH 409,MATH 415, andMATH 423, or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 646","A Survey of Mathematical Problems II","Credits 3. 
3 Lecture Hours.A survey of problems in various branches of mathematics such as algebra, geometry, differential equations, real analysis, complex analysis, calculus of variations.Prerequisite:MATH 645or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 647","Mathematical Modeling","Credits 3. 
3 Lecture Hours.The process and techniques of mathematical modeling; covers a variety of application areas and models such as ordinary and partical differential equations, stochastic models, discrete models and problems involving optimization.Prerequisite:MATH 304,MATH 309,MATH 311, orMATH 323;MATH 308; or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 648","Computational Algebraic Geometry","Credits 3. 
3 Lecture Hours.Broad introduction to algorithmic algebraic geometry, including numerical and complexity theoretic aspects; theory behind the most efficient modern algorithms for polynomial system solving and the best current quantitative/geometric estimates on algebraic sets over various rings is derived.Prerequisite:MATH 653or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 649","Principles of Deep Learning","Credits 3. 
3 Lecture Hours.Theory and practice of deep learning, including topics concerning approximation, generalization and optimization; study of the theory of universal approximation, stochastic gradient-based optimizers and statistical learning bounds, but also computational aspects including backpropagation and batch normalization.Prerequisite:MATH 304,MATH 251,MATH 411, andMATH 679or equivalent; or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 650","Several Complex Variables","Credits 3. 
3 Lecture Hours.Introduction to function theory in several complex variables with an emphasis on the analytic and partial differential equations aspects of the subject.Prerequisites:MATH 608andMATH 618or equivalents.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 651","Optimization I","Credits 3. 
3 Lecture Hours.Fundamentals of mathematical analysis underlying theory of constrained optimizations for a finite number of variables, necessary and sufficient conditions for constrained extrema of equality constraint problems, sufficient conditions for fulfillment of constraint qualification, computational methods for concave programming problems and applications.Prerequisite:MATH 410or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 652","Optimization II","Credits 3. 
3 Lecture Hours.Necessary conditions of calculus of variations, elementary theory of games, formulation of basic control problem, Hestenes' necessary conditions for optimal control, transformations, methods of computation and applications.Prerequisite:MATH 651.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 653","Algebra I","Credits 3. 
3 Lecture Hours.Survey of groups, rings, ideals.Prerequisite:MATH 415or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 654","Algebra II","Credits 3. 
3 Lecture Hours.Survey of modules, field extensions, Galois theory.Prerequisite:MATH 653or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 655","Functional Analysis I","Credits 3. 
3 Lecture Hours.Normed linear spaces, duality theory, reflexivity, operator theory. Banach algebras, spectral theory, representation theory.Prerequisite:MATH 608.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 656","Functional Analysis II","Credits 3. 
3 Lecture Hours.Topological linear spaces, locally convex spaces, duality in locally convex spaces, ordered topological vector spaces, distribution theory, applications to analysis.Prerequisite:MATH 655.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 658","Applied Harmonic Analysis","Credits 3. 
3 Lecture Hours.Fourier series and Fourier Transform; discrete (fast) Fourier transform; discrete cosine transform; local cosine transform; Radon transform; filters; harmonic analysis on the sphere; radial, periodic and spherical basis functions; applications.Prerequisites:MATH 304;MATH 308or equivalent.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 659","Math Finance Bootcamp","Credits 3. 
3 Lecture Hours.Deep study of multiple integrals, directional derivatives, systems of differential equations, Bayes Rule, the laws of large numbers, and central limit theorems on random variables.Prerequisites:Master of Science in Quantitative Finance.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 660/CSCE 660","Computational Linear Algebra","Credits 3. 
3 Lecture Hours.Techniques in matrix computation including elimination methods, matrix decomposition, generalized inverses, orthogonalization and least-squares, eigenvalue problems and singular value decomposition, iterative methods and error analysis.Prerequisite:MATH 417or equivalent orCSCE 442or equivalent.Cross Listing:CSCE 660/MATH 660.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 661","Mathematical Theory of Finite Element Methods","Credits 3. 
3 Lecture Hours.Will develop basic mathematical theory of finite element method; construction of finite element spaces and piece-wise polynomial approximation; Ritz-Galerkin methods and variational crimes; energy and maximum norm estimates; mixed finite element method; applications to diffusion-reaction problems.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 662","Seminar in Algebra","Credits 3. 
3 Lecture Hours.Problems, methods and recent developments in algebra. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 663","Seminar in Analysis","Credits 3. 
3 Lecture Hours.Problems, methods and recent developments in analysis. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 664","Seminar in Applied Mathematics","Credits 3. 
3 Lecture Hours.Problems, methods and recent developments in applied mathematics. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 666","Seminar in Geometry","Credits 3. 
3 Lecture Hours.Problems, methods and recent developments in geometry. May be repeated for credit.Prerequisite:Undergraduate linear algebra and multivariable calculus or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 667","Foundations and Methods of Approximation","Credits 3. 
3 Lecture Hours.Existence, uniqueness and characterization of best approximations; polynomial and rational approximants; Bernstein polynomials; Bernstein and Markov inequalities; ridge functions; approximation from shift-invariant subspaces; orthogonal polynomials; neural networks, radial basis functions, scattered-data surface fitting; subdivision analysis.Prerequisites:MATH 407andMATH 409.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 669","Seminar in Mathematical Biology","Credits 3. 
3 Lecture Hours.Problems, methods and recent developments in Mathematical Biology. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 672","Hydrodynamic Stability","Credits 3. 
3 Lecture Hours.Instability mechanisms; instability of interfacial and free surface flows; thermal instability, centrifugal instability, instability of inviscid and viscous parallel shear flows; fundamental concepts and applications of nonlinear instability; the onset of turbulence; various transitions to turbulence.Prerequisites:MATH 601or equivalent;MATH 605or equivalent.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 673","Mathematical Foundations of Cryptography","Credits 3. 
3 Lecture Hours.Overview of modern cryptography from a mathematical perspective including public key cryptosystems, digital signatures, identification, and secret sharing schemes; mathematical underpinnings include the quadratic sieve, elliptic curves over finite fields, and short vector problems in lattices.Prerequisites:Graduate classification, andMATH 409andMATH 416or equivalent; or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 676","Finite Element Methods in Scientific Computing","Credits 3. 
3 Lecture Hours.Basic finite element methods; structure of finite element codes; assembling linear systems of equations and algorithmic aspects; linear iterative solvers; adaptive mesh refinement; vector-valued and mixed problems; nonlinear problems; visualization; parallelization aspects. Additional topics may be chosen by instructor.Prerequisites:MATH 610; ENGR finite element class onMATH 419orMATH 609; approval of instructor. Knowledge of C++.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 677","Mathematical Foundations for Data Science","Credits 3. 
3 Lecture Hours.Linear systems; least squares problems; eigenvalue decomposition; singular value decomposition; Perron–Frobenius theory; dynamic programming; convex optimization; gradient descent; linear programming; semidefinite programming; compressive sensing.Prerequisites:MATH 304,MATH 309,MATH 311,MATH 323, or equivalent; enrolled in MS in Data Science, MS in Quantitative Finance, or MS in Mathematics.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 678","Introduction to Topological Data Analysis","Credits 3. 
3 Lecture Hours.Topological Data Analysis with a view toward persistent homology of point clouds for applications to data analysis; homology of simplicial complexes over a field; functorial clustering methods; persistent homology; real-world applications to data analysis.Prerequisites:MATH 304,MATH 309,MATH 311,MATH 323, or equivalent; admission to master of science in data science.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 679","Mathematical Algorithms and their Implementations","Credits 3. 
3 Lecture Hours.Mathematical theory and implementation with Python of modern algorithms; project based.Prerequisite:MATH 323andMATH 409, or equivalent, or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 680","Topics in Mathematical Data Science","Credits 3. 
3 Lecture Hours.Rigorous introduction to several subfields of data science; machine learning; optimal recovery; compressive sensing; optimization; neural networks.Prerequisite:MATH 323,MATH 409, andMATH 411, or equivalent; approval of instructor.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 684","Professional Internship","Credits 1 to 6. 


1 to 6 Other Hours.Directed internship in an organization to provide students with professional experience in organization settings appropriate to the student's career objectives.Prerequisite:Approval of department head.","Credits 1 to 6. 


1 to 6 Other Hours."
"MATH - Mathematics","MATH 685","Directed Studies","Credits 1 to 6. 


1 to 6 Other Hours.Offered to enable students to undertake and complete, with credit, limited investigations not within their thesis research and not covered by any other courses in the curriculum.Prerequisite:Approval of instructor.","Credits 1 to 6. 


1 to 6 Other Hours."
"MATH - Mathematics","MATH 689","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours.Selected topics in an identified area of mathematics. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 1 to 4. 
1 to 4 Lecture Hours."
"MATH - Mathematics","MATH 691","Research","Credits 1 to 23. 


1 to 23 Other Hours.Research for thesis or dissertation.","Credits 1 to 23. 


1 to 23 Other Hours."
"MATH - Mathematics","MATH 695","Frontiers in Mathematical Research","Credits 3. 
3 Lecture Hours.This course is designed to acquaint the graduate student with the present status of investigative work in a variety of mathematical fields. Content will depend on the availability of visiting lecturers who will be selected because of distinguished international recognition in their fields of research. May be taken two times for credit.Prerequisite:Graduate classification.","Credits 3. 
3 Lecture Hours."
"MATH - Mathematics","MATH 696","Mathematical Communication and Technology","Credits 3. 
3 Lecture Hours.Techniques of effective oral, written and electronic communication of mathematics; introduction to contemporary computing tools.Prerequisite:Approval of instructor.","Credits 3. 
3 Lecture Hours."
"MCMD - Molecular Cell Medicine","MCMD 625","Nucleic Acid-Protein Interactions","Credit 1. 
1 Lecture Hour.Mechanisms of nucleic acid-protein interactions involved in fundamental biochemical processes such as DNA replication and rearrangement, transposition, transcription, RNA splicing and translation; original research articles presented focusing on experimental approaches, interpretation of results and overall significance.Prerequisite:Approval of the department head.","Credit 1. 
1 Lecture Hour."
"MCMD - Molecular Cell Medicine","MCMD 671/BICH 671","Macromolecular Folding and Design","Credit 1. 
1 Lecture Hour.The Macromolecular Folding and Design Journal Club is to serve as a mechanism for oral dissemination of current knowledge regarding the structure and function of biological macromolecules.Prerequisite:Graduate classification.Cross Listing:BICH 671/MCMD 671.","Credit 1. 
1 Lecture Hour."
"MCMD - Molecular Cell Medicine","MCMD 672/BICH 672","Biological Membranes","Credit 1. 
1 Lecture Hour.Seminar-based course examining recent discoveries in the structure, function and assembly of biological membranes; students give an oral presentation on current literature in molecular biology, biochemistry and/or biophysics.Prerequisite:Approval of the department head.Cross Listing:BICH 672/MCMD 672.","Credit 1. 
1 Lecture Hour."
"MCMD - Molecular Cell Medicine","MCMD 674/BICH 674","Protein Folding and Stability","Credit 1. 
1 Lecture Hour.Selected topics from recent literature in the general areas of protein folding, structure and stability.Prerequisite:Approval of the department head.Cross Listing:BICH 674/MCMD 674.","Credit 1. 
1 Lecture Hour."
"MCMD - Molecular Cell Medicine","MCMD 677/GENE 677","Genes and Diseases","Credits 3. 
3 Lecture Hours.Molecular and genetic basis for human disease; structure, function and evolution of chromosomes; epigenetics; gene mapping; complex genetic traits; cancer genetics; neurodegenerative disorders, animal models (yeast, mouse, worms, fruitflies); ethics.Cross Listing:GENE 677/MCMD 677.","Credits 3. 
3 Lecture Hours."
"MCMD - Molecular Cell Medicine","MCMD 685","Directed Studies","Credits 1 to 6. 
1 to 6 Lecture Hours.Limited investigation in fields other than those chosen for thesis or dissertation.Prerequisite:Approval of instructor.","Credits 1 to 6. 
1 to 6 Lecture Hours."
"MCMD - Molecular Cell Medicine","MCMD 689","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours.Selected topics in an identified area of biochemistry and genetics.  May be repeated for credit when topics vary.","Credits 1 to 4. 
1 to 4 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 601","Advanced Product Design","Credits 3. 
3 Lecture Hours.Design methodology, functional design, innovation, parameter analysis, design for reliability, manufacturability and strength; design project.Prerequisite:MEEN 402or equivalent.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 602","Modeling and Analysis of Mechanical Systems","Credits 3. 
3 Lecture Hours.State spaces and vector algebra with applications to static, dynamic and controls systems, state evolution, trajectories, ordinary differential equations; global and local balance laws and vector calculus to describe flowing/deforming systems; steady state and transient PDEs, statics and vibrations of strings and membranes, and the heat equation; numerical methods.Prerequisite:Graduate classification.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 603","Theory of Elasticity","Credits 3. 
3 Lecture Hours.Analysis of stress and strain in two and three dimensions, equilibrium and compatibility equations, strain energy methods; torsion of noncircular sections; flexure; axially symmetric problems.Prerequisite:Mechanics of Materials, Advanced Calc Different Equations.Cross Listing:AERO 605andMEMA 601.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 605","Gas Dynamics","Credits 3. 
3 Lecture Hours.Overview of gas flows at Mach numbers wherein the fluid can no longer be assumed incompressible; aerospace and mechanical engineering applications ranging from external aerodynamics to internal flows for applications such as propulsion and airframe designs for jets, rockets, missiles and other devices; includes supersonic flows, shock waves, expansion waves, shock tubes, supersonic wind tunnels, gas flows with friction and gas flows with heat transfer.Prerequisite:MEEN 344or equivalent.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 607/MSEN 607","Polymer Physical Properties","Credits 3. 
3 Lecture Hours.Macromolecular concepts; molecular weight characterization; solubility parameters; phase diagrams; viscoelasticity; rheology; thermal behavior; damage phenomena, morphology; crystallization; liquid crystallinity; nanocomposites.Prerequisite:MEEN 222/MSEN 222or equivalent.Cross Listing:MSEN 607/MEEN 607.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 608","Continuum Mechanics","Credits 3. 
3 Lecture Hours.Development of field equations for analysis of continua (solids as well as fluids); conservation laws; kinematics, constitutive behavior of solids and fluids; applications to aerospace engineering problems involving solids and fluids.Prerequisite:Graduate classification.Cross Listing:AERO 603andMEMA 602.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 611","Advanced Internal Combustion Engines","Credits 3. 
3 Lecture Hours.Advanced thermodynamics of cycles for internal combustion engines, including fuels and combustion; performance characteristics of various types of engines.Prerequisite:MEEN 344or equivalent, or graduate classification.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 612","Mechanics of Robot Manipulators","Credits 3. 
3 Lecture Hours.Forward and inverse kinematics and differential kinematics of robot manipulators, path planning, motion planning, dynamics of robot manipulators, control algorithms; PD/PID control, computed torque algorithm, robust and adaptive control algorithms, feedback linearization.Prerequisites:MEEN 364and MEEN 411 or approval of instructor.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 613","Engineering Dynamics","Credits 3. 
3 Lecture Hours.Three dimensional study of dynamics of particles and rigid bodies and application to engineering problems; introduction to Lagrange equations of motion and Hamilton's principle.Prerequisites:MEEN 363;MATH 308.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 615","Advanced Engineering Thermodynamics","Credits 3. 
3 Lecture Hours.Theories of thermodynamics and their application to more involved problems in engineering practice and design; equilibrium, Gibbs' function, nonideal gases and various equations of state; second law analysis and statistical theory.Prerequisite:MEEN 421or equivalent.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 616/MSEN 616","Surface Science","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Properties of surfaces, principles of classic and contemporary surface characterization techniques, recent development and roles of surface science in advanced technology.Prerequisite:Graduate classification.Cross Listing:MSEN 616/MEEN 616.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"MEEN - Mechanical Engineering","MEEN 617","Mechanical Vibrations","Credits 3. 
3 Lecture Hours.Theory of linear vibrations of finite and infinite number of degree of freedom systems via Lagrange, Newtonian and Energy approaches; engineering applications.Prerequisites:MEEN 364;MATH 308.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 618","Energy Principles and Variational Methods in Applied Mechanics","Credits 3. 
3 Lecture Hours.Principles of virtual work, minimum total potential energy and extremum mixed variational principles; energy theorems of structural mechanics; Hamilton's principle for dynamical systems; Rayleigh-Ritz Galerkin and weighted-residual methods; applications to linear and nonlinear problems in mechanics (bars, beams, frames, plates and general boundary value problems).Prerequisites:MATH 601or concurrent enrollment.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 621","Fluid Mechanics","Credits 3. 
3 Lecture Hours.Dynamics of two-dimensional incompressible and compressible fluids; viscous flow in laminar and turbulent layers, the Navier-Stokes equations and boundary layer theory.Prerequisite:MEEN 344or equivalent.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 624","Two-Phase Flow and Heat Transfer","Credits 3. 
3 Lecture Hours.Current status of two-phase flow and heat transfer for application to design; basic one dimensional treatment of two-phase flows and the current state of the art in liquid-vapor phase change heat transfer.Prerequisite:Undergraduate courses in fluid mechanics and heat transfer.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 626","Lubrication Theory","Credits 3. 
3 Lecture Hours.Development of Reynolds equation from Navier-Stokes equation for study of hydrodynamic lubrication theory as basis for bearing design; application to simple thrust and journal bearings and pads of various geometries; hydrostatic lubrication, floating ring bearing, compressible fluid (gas) lubrication, grease lubrication, dynamically loaded bearings, half speed whirl and stability.Prerequisites:MEEN 344or equivalent;MATH 308.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 628","Heat Transfer-Convection","Credits 3. 
3 Lecture Hours.Mathematical theory of convection energy transport; applications to the design of heat-transfer apparatus.Prerequisites:Graduate classification.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 630","Intermediate Heat Transfer","Credits 3. 
3 Lecture Hours.Application of basic laws to the analysis of heat and mass transfer; exact and approximate solutions to conduction, convection and radiation problems; current status of single and two-phase heat transfer for application to design.Prerequisites:Graduate classification.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 631","Microscale Thermodynamics","Credits 3. 
3 Lecture Hours.An understanding of thermodynamics and transport properties from a microscopic viewpoint; principles of quantum mechanics; atomic and molecular contribution to thermodynamic properties; kinetic theory and transport properties.Prerequisite:Graduate classification.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 632","Advanced Computer-Aided Engineering","Credits 3. 
3 Lecture Hours.An integrated learning environment that is responsive to industrial need for mechanical engineers with multi-disciplinary design skills; three essentials emphasized in strong teamwork environment; design concept development, design optimization and effective communication via engineering drawings.Prerequisite:Graduate classification in mechanical engineering.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 633","Combustion Science and Engineering","Credits 3. 
3 Lecture Hours.Fuels and combustion, mass transfer, transport properties, conservation laws, droplet, particle and slurry combustion, sprays, combustion in flow systems flammability, ignition, extinction, flame stability, laminar and detonation waves, premixed flames, application to burners--residential, utility and transportation, fluidized bed combustors, and fire and flame spread of modern building materials.Prerequisites:MEEN 421,MEEN 344,MEEN 461or equivalents.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 634","Dynamics and Modeling of Mechatronic Systems","Credits 3. 
3 Lecture Hours.Mechatronic interactions in lumped-parameter and continuum systems; review of integral and differential electromagnetic laws, including motions; lumped elements and dynamic equations of motion; linear and non-linear actuators and transducers; field transformation and moving media; electromagnetic force densities and stress tensors.Prerequisites:MEEN 364,MATH 308,MEEN 357.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 639","Dynamics of Rotating Machinery","Credits 3. 
3 Lecture Hours.Dynamic stability, critical speeds and unbalanced response of rotor-bearing systems; special problems encountered in modern applications operating through and above critical speeds.Prerequisites:MEEN 363or equivalent and graduate classification or approval of the instructor.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 643","Experimental Methods in Heat Transfer and Fluid Mechanics","Credits 3. 
3 Lecture Hours.Experimental methods including experiment planning and design, mechanics of measurements, error and uncertainty analysis, standards and calibration, temperature measurement, interferometry, flow rate measurement, hot wire anemometry, subsonic and supersonic flow visualization and data analysis; selected experiments conducted.Prerequisite:Graduate classification.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 644/NUEN 644","Finite Volume Techniques for Heat Transfer and Fluid Flow","Credits 3. 
3 Lecture Hours.Introduction to finite volume techniques, iterative techniques and grid convergence index, advection-diffusion, two-node and three-node formulations, staggered and non-staggered grid concept, SIMPLE family of algorithms and periodically fully developed flow and heat transfer.Prerequisite:MEEN 357andMEEN 461;NUEN 430or equivalent.Cross Listing:NUEN 644/MEEN 644.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 645","Mechanics of Compliant Materials","Credits 3. 
3 Lecture Hours.Introduction to mechanics; three-dimensional analysis tools and techniques needed to model the linear behavior of fluids and solids in their response to imposed loads and deformations.Prerequisites:Grade of C or better inCVEN 305,MEEN 368, or equivalent.","Credits 3. 
3 Lecture Hours."
"MEEN - Mechanical Engineering","MEEN 649","Nonlinear Dynamical Systems","Credits 3. 
3 Lecture Hours.Exact and approximate solutions to nonlinear differential equations; multiple time scales, Lindstedt Poincare, KB, Harmonic balance and other approximate solution techniques; limit cycles, Lyapunov stability theorems, stability of parametrically excited systems, coexisting harmonic solutions, bifurcation theory, shooting approaches for harmonic solutions, chaos, Lyapunov exponents, paths to chaos, synchronization, fractals, practical applications.Prerequisites:Course in differential equations; graduate classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
