course_code,course_name,credits,description
ELM-200҂,Child and Early Adolescent,4 credits,"Development and Psychology Teacher candidates survey how children and early adolescents grow and develop, recognizing that patterns of learning and development vary individually within and across the cognitive, linguistic, social, emotional, and physical areas while understanding the implications for designing and implementing developmentally appropriate and challenging learning experiences. This survey of the seminal concepts, principles, theories, and research related to development of children and young adolescents allows teacher candidates to build foundational knowledge for constructing learning opportunities that support individual student's development, acquisition of knowledge, and motivation. Practicum/field experience hours: None. Fingerprint clearance not required. ELM- Child and Early Adolescent 4 credits 200HN҂: Development and Psychology Teacher candidates survey how children and early adolescents grow and develop, recognizing that patterns of learning and development vary individually within and across the cognitive, linguistic, social, emotional, and physical areas while understanding the implications for designing and implementing developmentally appropriate and challenging learning experiences. This survey of the seminal concepts, principles, theories, and research related to development of children and young adolescents allows teacher candidates to build foundational knowledge for constructing learning opportunities that support individual student's development, acquisition of knowledge, and motivation. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-201҂,Child and Early Adolescent,4 credits,"Development and Psychology Teacher candidates survey how children and early adolescents grow and develop, recognizing that patterns of learning and development vary individually within and across the cognitive, linguistic, social, emotional, and physical areas. Teacher candidates explore the implications of growth and development for designing and implementing appropriate and challenging learning experiences. This survey of the theories and research related to how children and young adolescents grow and learn allows teacher candidates to build foundational knowledge for constructing learning experiences that take into consideration students' developmental levels, prior experiences, interests, and culture. Upon completion of this course, teacher candidates will have reflected on personal values and biases and established professional learning goals that reflect codes of ethics, professional standards practices, and relevant laws and policies related to the field of education. Practicum/field experience hours: None. Fingerprint clearance not required. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 385"
ELM-210,Instructional Planning and,4 credits,"Assessments for Elementary Teacher Candidates Teacher candidates build foundational knowledge on planning instruction and formal and informal assessment strategies. Teacher candidates will examine instructional planning based on knowledge of students, learning theory, connection across the curriculum, curricular goals, and community. Formal and informal assessment strategies for planning, evaluating, and strengthening instruction for elementary students are also examined. Practicum/field experience hours: 5. Fingerprint clearance required."
ELM-211,Instructional Planning and,4 credits,"Assessments for Elementary Teachers Teacher candidates build foundational knowledge on learning theories to identify and design culturally responsive lessons and a variety of assessments that effectively engage and assess diverse learners. Teacher candidates will apply the major concepts, principles, theories, and research related to the cognitive, linguistic, social, emotional, and physical development of children and young adolescents to design and modify instruction and a variety of assessments. Focus is placed on strategies that support learners in self-reflection, goal setting, and identifying quality work. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-250∆҂,Creating and Managing Engaging,4 credits,"Learning Environments In this writing intensive course, teacher candidates examine how to create environments that support individual and collaborative learning, and encourage students' positive social interaction, active engagement in learning, and self-motivation. Teacher candidates build foundational knowledge regarding the importance of establishing and maintaining positive collaborative relationships with families, school colleagues, and agencies in the larger community to promote the intellectual, social, emotional, physical growth, and well-being of children. Practicum/field experience hours: 5. Fingerprint clearance required. ELM- Creating and Managing Engaging 4 credits 250HN∆҂: Learning Environments In this writing intensive course, teacher candidates examine how to create environments that support individual and collaborative learning, encourage positive social interaction, active engagement in learning, and self-motivation. Teacher candidates build foundational knowledge regarding the importance of establishing and maintaining positive collaborative relationships with families, school colleagues, and agencies in the larger community to promote the intellectual, social, emotional, physical growth, and well-being of children. Practicum/field experience hours: 5. Fingerprint clearance required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ELM-251∆҂,Creating and Managing Equitable,4 credits,"and Engaging Learning Environments In this writing intensive course, teacher candidates examine how to establish and maintain inclusive and collaborative learning environments that promote positive and safe relationships, active engagement, high expectations, and equity for all students. Teacher candidates focus on expanding students' ability to collaborate and communicate through multiple modes and forms of communication. Practicum/field experience hours: 20. Fingerprint clearance required."
ELM-315,Foundational Literacy Skills:,4 credits,"Phonics and the Science of Reading Teacher candidates examine how to teach foundational skills to develop proficient readers with the capacity to comprehend texts across a range of texts and disciplines. Teacher candidates build additional knowledge regarding print concepts, phonological awareness, phonics and word recognition, and fluency to promote early literacy and independent readers. The science surrounding reading instruction is explored and put into practice with this foundational knowledge. Practicum/field experience hours: 20. Fingerprint clearance required. Prerequisite: ELM-210 or ECS- 125."
ELM-316,Foundational Literacy Skills:,4 credits,"Phonics and the Science of Reading Teacher candidates examine how to teach foundational skills to develop proficient readers with the capacity to comprehend texts across a range of texts and disciplines. Teacher candidates build additional knowledge regarding print concepts, phonological awareness, phonics and word recognition, and fluency to promote early literacy and independent readers. Collaboration with all stakeholders when designing literacy instruction to meet the needs of specific learners is examined. The science surrounding reading instruction is explored and put into practice with this foundational knowledge. Additionally, teacher candidates use a variety of data to reflect on teaching practices, inform instruction, and improve student learning. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ELM-211."
ELM-351,Methods and Strategies for,4 credits,"Integrating Social Studies and the Arts Teacher candidates will examine a variety of instructional strategies to encourage students to develop deep understanding of the major concepts and modes of inquiry from the integrated study of social studies and other related areas. Teacher candidates will build foundational knowledge on promoting elementary students' abilities to make informed decisions as citizens of a culturally diverse democratic society and interdependent world. Teacher candidates will integrate the content, functions and achievements of the performing and visual arts as primary media for communication, inquiry and engagement among elementary students. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ELM-210. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 386"
ELM-361,Instructional Methods and,4 credits,"Strategies for Integrating Science and Health Teacher candidates will examine fundamental concepts of physical, life, earth and space sciences, and health education. Teacher candidates will build foundational knowledge on a variety of age-appropriate inquiry-based instructional strategies to teach science, to build student understanding of personal and social applications, to convey the nature of science, and student development for the practice of skills that contribute to good health. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ELM-210."
ELM-451,Three-Dimensional Teaching in,4 credits,"STEM Classrooms In this course, teacher candidates will examine the fundamentals of three-dimensional teaching and learning and how to integrate these concepts into the planning and implementation of curricula that motivate students to innovate and nurture their creativity. Teacher candidates evaluate the elements of three-dimensional learning: practices, crosscutting concepts, and disciplinary core ideas. Focus is placed on creating instruction with appropriate scaffolding that encourages students to fully engage in STEM activities. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-455,Instructional Methods and,4 credits,"Strategies for Integrating Science and Health Teacher candidates will build an evidence-based foundation for teaching science standards including research on the ways students learn science effectively through creating real-world connections that motivate students, promote cross-curricular skills and inquiry, and extend learning locally and globally. Teacher candidates will examine and implement inquiry-based instructional strategies for teaching science lessons about physical science, earth and space science, life science, and health that integrate the science standards and practices. Emphasis is placed on collaboration and digital literacy to promote learner development, achievement, and well-being. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ELM-211."
ELM-457,Instructional Methods for STEM,4 credits,"Teacher candidates will learn how to utilize instructional methods for science, technology, engineering, and math to actively engage students with challenges that are real-world and relevant. In this course, teacher candidates will explore how students learn by utilizing authentic problem-solving and participating in projects, with an emphasis on STEM education. Focus is placed on providing alternative ways for students to demonstrate learning along with feedback that builds students’ growth mindset, including reflecting on their own learning using technology. Practicum/field experience hours: 20. Fingerprint clearance required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ELM-461,Instructional Methods for Science,4 credits,"and Engineering Teacher candidates will learn how to utilize instructional methods for science and engineering to actively engage students with challenges that are real-world and relevant. In this course, teacher candidates will explore how students learn utilizing authentic problems and participating in projects, with an emphasis on STEM education. Practicum/field experience hours: 10. Fingerprint clearance required."
ELM-462,Interdisciplinary Teaching and,4 credits,"Learning in STEM Teacher candidates will explore the importance and methodologies for developing innovative science, technology, engineering, and mathematics (STEM) curricula that integrates all academic areas in a relevant and cohesive manner. In this course, teacher candidates will examine the various aspects of STEM that can be integrated across content areas and disciplines. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-463,STEM Tools in the Modern,4 credits,"Classroom Teacher candidates, particularly those who intend to teach courses focused on science, technology, engineering, and mathematics (STEM), need to be equipped with technological skills in order to meet the demands and expectations of the changing educational environment. In this course, teacher candidates will research current and emerging technologies, examine their use in enhancing teaching and learning, and explore approaches to equip students with the necessary knowledge and skills to utilize them appropriately. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-464,Three Dimensional Teaching in,4 credits,"STEM Classrooms In this course, teacher candidates will examine the fundamentals of three dimensional teaching and learning and how to integrate these concepts into the planning and implementation of curricula. Teacher candidates evaluate the elements of three-dimensional learning: practices, crosscutting concepts, and disciplinary core ideas. Practicum/field experience hours: 5. Fingerprint clearance required. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 387"
ELM-465,Methods and Strategies for,4 credits,"Teaching Mathematics Teacher candidates examine a variety of instructional strategies to encourage students to develop a conceptual understanding of the mathematics standards and procedures that define elementary and middle school mathematics including: number sense, place value, basic operations, fractions and decimals, algebra concepts, measurement, and proportions. From this foundational knowledge, candidates select, adapt, and implement research- based methods, instructional strategies, and interventions to purposefully engage learners in using creative and critical- thinking skills and to ensure all students have an equitable learning experience in mathematics. Teacher candidates explore collaboration to promote a mathematical mindset that establishes a positive and supportive learning environment and nurtures learner growth and development. Practicum/field experience hours: 20. Fingerprint clearance required. Prerequisite: ELM-211."
ELM-466,Project-Based Learning and Design,4 credits,"Thinking in STEM Education Teacher candidates will explore project-based learning and design thinking within a STEM classroom. Focus will be placed on managing a project-based learning environment, facilitating student-led instruction, and fostering a classroom culture where students take ownership of their learning goals and outcomes in both independent and group settings. In this course, teacher candidates will develop cross-disciplinary, developmentally appropriate STEM instruction that promotes inquiry using technology. Additionally, advocacy for equitable access to education technology, digital content, and learning opportunities will be addressed. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-470,Methods and Strategies for,4 credits,"Teaching Mathematics Teacher candidates examine a variety of instructional strategies to encourage students to develop a deep understanding of the major concepts and procedures that define number and operations, algebra, geometry, measurement and data, and probability. From this foundational knowledge, candidates select, adapt and use research-based methods, instructional strategies, and interventions to advance the mathematical abilities of students and have them apply their knowledge and abilities in meaningful ways. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ELM-210. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ELM-475,Methods and Strategies for,4 credits,"Teaching English Language Arts Teacher candidates will build foundational knowledge on how to use concepts from reading, language, and child development to teach and assess reading, writing, speaking, viewing, listening, and thinking skills using differentiated and standards-based instruction. From this foundational knowledge, teacher candidates will create opportunities for students to practice academic language and literacy across subject areas. Teacher candidates select, adapt, and implement research-based methods, instructional strategies, culturally responsive teaching, and inclusive practices to individualize meaningful and challenging learning for students, with an emphasis on literacy. Emphasis is placed on using a variety of data to monitor learner needs, reflect on student learning, and guide future instruction. Practicum/field experience hours: 25. Fingerprint clearance required. Prerequisite: ELM-316."
ELM-480҂,Methods and Strategies for,4 credits,"Teaching English Language Arts Teacher candidates will build foundational knowledge on how to use concepts from reading, language, and child development to teach reading, writing, speaking, viewing, listening, and thinking skills. Teacher candidates select, adapt and use research-based methods, instructional strategies, and interventions to individualize meaningful and challenging learning for students, with an emphasis on literacy. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisites: ELM-210 and (ELM-305 or ELM-315)."
ELM-485,Methods and Strategies for,4 credits,"Integrating Social Studies and the Arts Teacher candidates will examine a variety of instructional strategies to encourage students to independently and collaboratively develop a deep understanding of the major concepts and modes of inquiry from the study of social studies. Teacher candidates will build foundational knowledge on promoting elementary students' abilities to critically analyze and make informed decisions that consider multiple perspectives as citizens of a culturally diverse local and global society. Teacher candidates will integrate the performing and visual arts as primary media for communication, creativity, and engagement among elementary students. Additionally, advocacy for students, families, schools, and the community to strengthen the learning environment, promote student success, and demonstrate leadership is explored. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ELM-211. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 388"
ELM-490Ω,Student Teaching for Elementary,8 credits,"Education Teacher Candidates Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to support the creation of a Student Teaching Performance of Evaluation (STEP).Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Fingerprint clearance required. Prerequisites: Successful completion of all courses in POS and content area; a 2.8 GPA; successful completion of NES or your state’s mandated content area exams; and approval and placement by the College of Education Office of Clinical Practice. All paperwork for student teaching must be submitted by the due date the semester prior to student teaching."
ELM-490A,Student Teaching for Elementary,6 credits,"Education: Session A Session A is the first of two 8-week sessions of the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Practicum/field experience hours: None. Fingerprint clearance required."
ELM-500,Child and Early Adolescent,3 credits,"Development and Psychology Teacher candidates survey how children and early adolescents grow and develop, recognizing that patterns of learning and development vary individually within and across the cognitive, linguistic, social, emotional, and physical areas while understanding the implications for designing and implementing developmentally appropriate and challenging learning experiences. This survey of the seminal concepts, principles, theories, and research related to development of children and young adolescents will allow teacher candidates to build foundational knowledge for constructing learning opportunities that support individual students’ development, acquisition of knowledge, and motivation. Practicum/field experience hours: None. Fingerprint clearance not required."
ELM-510,Creating and Managing Engaging,3 credits,"Learning Environments Teacher candidates examine how to create environments that support individual and collaborative learning, encourage positive social interaction, active engagement in learning, and self- motivation. Teacher candidates build foundational knowledge regarding the importance of establishing and maintaining positive collaborative relationships with families, school colleagues, and agencies in the larger community to promote the intellectual, social, emotional, physical growth, and well-being of children. Practicum/field experience hours: 6. Fingerprint clearance required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ELM-515,Creating and Managing Equitable,3 credits,"and Engaging Learning Environments Teacher candidates examine how to create and manage safe environments that encourage and support individual and collaborative learning, positive social interaction, active engagement in learning, self-motivation, and high expectations for all learners. Teacher candidates build foundational knowledge regarding the importance of establishing and maintaining equitable and positive collaborative relationships with families, school colleagues, and agencies in the larger community to advocate for and promote the intellectual, social, emotional, physical growth, and well-being of children. Practicum/field experience hours: 15. Fingerprint clearance required."
ELM-526,Literacy Intervention and,3 credits,"Remediation Teacher candidates develop strategies for literacy intervention and remediation to foster and support student autonomy in the classroom. Teacher candidates build knowledge and skills to plan literacy supports in all content areas, promote self-directed learning, and empower students to take control and set goals for their own learning outcomes. Teacher candidates design and plan a learning environment that allows active participation from students in their own learning, collaborative goal setting with students and other stakeholders, self-assessment of progress, reflective thinking, questioning with intention, and purposeful feedback. Practicum/field experience hours: 8. Fingerprint clearance required. Prerequisite: ELM-545."
ELM-540,Foundational Literacy Skills,3 credits,"Teacher candidates examine how to teach foundational skills to develop proficient readers with the capacity to comprehend texts across a range of texts and disciplines. Teacher candidates build additional knowledge regarding print concepts, phonological awareness, phonics and word recognition, and fluency to promote early literacy and independent readers. Practicum/field experience hours: 6. Fingerprint clearance required. Prerequisite: ELM-530 or ECS-501 or ELM-555."
ELM-545,Phonics and the Science of Reading,3 credits,"Teacher candidates examine how to teach foundational skills to develop proficient readers with the capacity to comprehend texts across a range of texts and disciplines. Teacher candidates build additional knowledge regarding print concepts, phonological awareness, phonics and word recognition, and fluency to promote early literacy and independent readers. With this foundational knowledge, the science surrounding reading instruction is explored and put into practice. Practicum/field experience hours: 8. Fingerprint clearance required. Prerequisite: ECS-501 or ELM- 555 or approved enrollment in the Graduate Certificate of Completion Canyon L.E.A.P. to Teach, Elementary Education. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 389"
ELM-550,Methods & Strategies of Teaching,3 credits,"& Integrating Social Studies & the Arts Teacher candidates examine a variety of instructional strategies to encourage learners to develop deep understanding of the major concepts and modes of inquiry from the integrated study of history, geography, the social sciences, and other related areas. Teacher candidates build foundational knowledge on promoting elementary students abilities to make informed decisions as citizens of a culturally diverse democratic society and interdependent world. Teacher candidates integrate the content, functions, and achievements of the performing and visual arts as primary media for communication, inquiry, and engagement among elementary students. Practicum/field experience hours: 12. Fingerprint clearance required. Prerequisite: ELM-555."
ELM-555,Instructional Planning and,3 credits,"Assessment for Elementary Teacher Candidates Teacher candidates examine how instructional planning supports every student in meeting rigorous learning goals by drawing upon knowledge of content areas, curriculum, cross-disciplinary skills, and pedagogy, as well as knowledge of students and the community context. Teacher candidates analyze and integrate multiple methods of assessment that support student engagement, monitor student progress, and guide decision-making. Assessment and instruction will support foundational knowledge regarding the importance of planning instruction based on knowledge of students, learning theory, connection across the curriculum, curricular goals, and community, with focused attention on formative and summative assessments. Practicum/field experience hours: 10. Fingerprint clearance required. Prerequisite: ELM-500."
ELM-560,Methods and Strategies of Teaching,3 credits,"Mathematics Teacher candidates examine a variety of instructional strategies to encourage learners to develop conceptual understanding of the major concepts and procedures that define counting and cardinality, number and operations in base 10, fractions, algebra, geometry, measurement, ratios and proportional relationships, and probability and to build skills to apply mathematics in meaningful ways. Teacher candidates build foundational knowledge on engaging problem solving, mathematical modeling and discourse, and opportunities to identify patterns and structures that repeat to help students successfully apply their developing skills to different situations, content, and ideas. Practicum/field experience hours: 12. Fingerprint clearance required. Prerequisite: ELM-555."
ELM-570,Methods and Strategies of Teaching,3 credits,"and Integrating Science and Health Teacher candidates examine fundamental concepts of physical, life, earth/space sciences, and health education. Teacher candidates build foundational knowledge on a variety of age- appropriate inquiry-based instructional strategies to teach science, to build student understanding of personal and social applications, to convey the nature of science, and student development for the practice of skills that contribute to good health. Practicum/field experience hours: 12. Fingerprint clearance required. Prerequisite: ELM-555. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ELM-580,Methods and Strategies of Teaching,3 credits,"English Language Arts Teacher candidates examine a variety of instructional strategies to encourage learners to develop deep understanding of reading, writing, oral language, and their connections to build skills and apply knowledge in meaningful ways. Teacher candidates build foundational knowledge on how to use the concepts from reading, language, and child development to teach reading, writing, speaking, viewing, listening, and thinking skills, and to help students successfully apply their developing skills to many different situations, content, and ideas. Practicum/field experience hours: 12. Fingerprint clearance required. Prerequisite: ELM-555."
ELM-590Ω,Student Teaching for Elementary,8 credits,"Teacher Candidates Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Fingerprint clearance required."
ELM-593A,Student Teaching for Elementary,6 credits,"Teacher Candidates: Session A Session A is one of two 8-week sessions of the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Practicum/field experience hours: None. Fingerprint clearance required. Emergency Management (EMM)"
EMM-301,Introduction to Homeland Security,4 credits,"and Emergency Management This course provides an overview of the Department of Homeland Security and the national preparedness goal, including its mission areas and core capabilities. Students learn the key principles, participants, functions, structures, and challenges within the discipline with a focus on a systematic, community- based, all-hazard approach to emergency management. This course also includes concepts related to accreditation of emergency management programs and professional associations, credentials, and certifications."
EMM-306∆,Protection and Security,4 credits,"This writing-intensive course focuses on the mission area of protection, with an emphasis on the capabilities necessary to protect the country from acts of terrorism and manmade and natural disasters. Students integrate knowledge of risk and vulnerability assessment and operational structures, resources, and processes to develop comprehensive measures to secure the nation and its interests against varied threats. Prerequisite: EMM- 301. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 390"
EMM-311,Hazard Mitigation Planning,4 credits,This course examines the processes and principles of mitigation planning for emergency management. Students examine the benefits of mitigation and the development and implementation of appropriate mitigation measures to reduce the impact of disasters on people and the environment. Prerequisite: EMM-301.
EMM-400,Terrorism Prevention,4 credits,"This course explores the dimensions of domestic and international terrorism and focuses on the core capabilities necessary for preventing terrorist acts. Students examine the role of intelligence and information sharing, security measures, and methods of disruption used for impeding and/or responding terrorism. Prerequisite: EMM-301."
EMM-412,Emergency Response Operations,4 credits,"and Techniques The knowledge and practice gained in this course provide the emergency manager with management and supervision skills and techniques critical to success in the emergency services environment. Focus is on practices necessary for saving lives, protecting the built and natural environment, and providing for the populace following a disaster. Prerequisite: EMM-301."
EMM-450,Disaster Recovery,4 credits,"This course addresses disaster recovery and the core capabilities required to promote comprehensive recovery within communities impacted by disaster. Students examine issues related to restoring infrastructure, businesses and the economy, and human and environmental health. Prerequisite: EMM-301."
EMM-485∆Ω,Emergency Management Capstone,4 credits,"In this writing-intensive course, students demonstrate competence in emergency management through the development of an individual project. Students select an aspect of emergency management and complete a continuity of operations plan (COOP) using critical thinking to demonstrate knowledge of core capabilities and account for the complexities of dealing with emergencies and disasters. Prerequisites: EMM-306, EMM-311, EMM-400, EMM-412, EMM-450, and MGT-440."
EMM-600,Emergency Planning and,4 credits,Management This course is designed to teach students the planning and management processes and the issues involved in large-scale emergencies. The nature of natural and technological risk and emergency are explored via case studies. Public sector roles in contingency planning and response are also discussed and assessed.
EMM-605,Economics and Human Issues,4 credits,"This course provides an overview of the strategic, political, economic, and human issues encountered in the management of disasters or major traumatic public events. This knowledge gives the emergency manager a realistic view of the issues to expect in a disaster, how to plan accordingly, and how to manage resources and people more effectively in emergency situations. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
EMM-610,Law and Legal Issues,4 credits,"This course analyzes the federal, state, and local legislation related to emergency management in various types of disasters. Guaranteed rights under the U.S. Constitution and the legal and ethical application of measures within the parameters of these rights in emergency situations are also discussed."
EMM-641,Understanding Terrorism's Threat,4 credits,"This course explores modern terrorism and terrorist behavior, including cyberterrorism, the role of the media, the private sector, and implications in a global society."
EMM-685,Leadership in Emergency,4 credits,"Management Capstone This capstone course provides students the opportunity to synthesize their advanced knowledge and experiences in the field of emergency management through the development of a research or applied project focused on improving practice. Projects require students to demonstrate the critical thinking skills, professional acumen, and knowledge base that characterize successful leadership in the field. Prerequisites: EMM-600, EMM-605, and EMM-610. English (ENG)"
ENG-001,WritingArch,0 credits,WritingArch is a remote learning opportunity for incoming Grand Canyon University students to move ahead by practicing and preparing for the placement exam. This course gives students the opportunity to work with GCU English faculty for 4 weeks in an online environment to refresh their previous writing and grammar knowledge as well as meet fellow incoming GCU students. This is a great way to move on to ENG-105 in a stress-free environment!.
ENG-009,Writing Profiency Alias,0 credits,No description supplied.
ENG-105∆,English Composition I,4 credits,"This is a writing-intensive course in writing academic prose, including various types of essays, arguments, and constructions."
ENG-106∆,English Composition II,4 credits,"This writing-intensive course explores various types of research writing, with a focus on constructing essays, arguments, and research reports based on primary and secondary sources. Prerequisite: ENG-105. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 391"
ENG-107,Introduction to Writing for the,4 credits,"Sciences This course is an introduction to technical and scientific writing in fields such as engineering, biology, computer science, and other STEM disciplines, and provides students with a background in logic and communication. In accordance with the Council of Writing Program Administrators Outcomes Statement and the Elon Statement on Learning Transfer, this course provides practice with a variety of scientific genres of communication, including their expected writing styles and structures. This course supports students in the ability to transfer knowledge of writing across technical and scientific disciplines and adapt to new and different writing tasks throughout their careers in the sciences."
ENG-130,Introduction to Young Adult,4 credits,"Literature This course delves into critical approaches to literature that are of interest to young adult readers. Themes such as identity, culture, ethnicity, race, values, gender, and censorship are among those explored through close readings and textual analysis of popular and historical fiction, nonfiction, graphic novels, and dystopian literature."
ENG-135∆,Lifelong Learning Assessment,4 credits,"This writing intensive course enables qualifying adult learners to translate their real-life learning experiences into credits that can be applied toward general education and elective course requirements. Students who pass this course earn four credits and can earn up to eight additional credits by writing full-length Lifelong Learning Assessment (LLA) papers that are assessed by LLA evaluators. ENG- The Power of Media: Social and 4 credits 206HN∆҂: Critical Approaches This writing intensive honors course continues the themes of knowledge, argument, and logic from previous honors courses. Students cover effective communication and making sound arguments based on logic and research. Parallel events from history are used as a vehicle to show how communication affects society. Prerequisite: Acceptance into the honors program."
ENG-240∆҂,Writing for the 21st Century,4 credits,"Workplace This writing intensive introductory course provides students with experience in typical workplace genres and written communication practices. Emphasizing the roles genres play in organizational communication, this course also provides students with practical, procedural knowledge that will help them adapt their writing to new contexts and audiences. Prerequisite: ENG- 105. ENG- Writing for the 21st Century 4 credits 240HN∆҂: Workplace This writing intensive introductory course provides students with experience in typical workplace genres and written communication practices. Emphasizing the roles genres play in organizational communication, this course also provides students with practical, procedural knowledge that will help them adapt their writing to new contexts and audiences. Prerequisite: ENG- 105. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ENG-245∆,Introduction to Basic Grant,4 credits,"Writing This course examines the processes, purposes, and practicalities of grant writing with an emphasis on communication between funding sources and grant seekers. Students learn about funding sponsors and their concerns, the parts of grant proposals, and techniques for successful grant research and writing. The course culminates in the students’ completion of a grant proposal."
ENG-250,Analysis of World Literature,4 credits,This writing intensive course is a study of some diverse works in world literature. It introduces all advanced English course offerings. Students will also be introduced to methods of literary criticism and analysis. All students who plan to major in English should earn a 3.00 or above in this course before taking any upper division English courses. Prerequisites: ENG-105 and ENG-106.
ENG-355҂,Multicultural Literature,4 credits,This course explores multicultural texts from a variety of genres. Students in this course focus on awareness of diversity in culture and in written expressions by analyzing textual features and cultural/historical context. Prerequisite: ENG-105. ENG- Multicultural Literature 4 credits 355HN҂: This course explores multicultural texts from a variety of genres. Students in this course focus on awareness of diversity in culture and in written expressions by analyzing textual features and cultural/historical context. Prerequisite: ENG-105.
ENG-357,Foundational Texts of British,4 credits,"Literature This course interprets and analyzes important texts of the British tradition from approximately A.D. 500 to 1800. Special attention is paid to the importance of cultural context, close textual analysis, and literary terms and concepts, especially concepts of poetic meter and rhyme. Prerequisite: ENG-105."
ENG-359,Transatlantic Literature,4 credits,"This course explores the literatures and cultural exchange of America and Britain from the Romantic Era to the present day. Students develop an understanding of themes, genres, and literary techniques that inform present-day literary and communicative strategies. Prerequisite: ENG-105."
ENG-360,American Encounter Narratives,4 credits,"This course explores the earliest American literatures to American Romanticism with an emphasis on narratives of cultural encounter. Students examine representative poetry and prose with attention to themes, rhetoric, and narrative form. Prerequisite: ENG-105. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 392"
ENG-361,The Art and Craft of Creative,4 credits,"Writing In this course, students explore creative writing through an examination of craft and strategies, readings and discussion, writing across the major genres (poetry, fiction, and creative nonfiction), and the editorial process, which includes critiquing and revision. In addition, students consider the application of creative writing techniques to arenas in the professional writing world. Prerequisite: ENG-105."
ENG-365,Multi-Media Journalism in the 21st,4 credits,"Century In this course, students learn to identify news, develop story ideas, conduct research on stories, write in a journalistic style, and report information in a variety of media. Prerequisite: PRW- 301 or ENG-105."
ENG-381,Writing for Advertising and PR,4 credits,"This course exposes students to the various types of writing tasks utilized by PR and advertising professionals. In addition to enabling students to write with clarity and skill for various media and contexts, this course encourages students to use strategy, creativity, and critical thinking in composing advertising and public relations material. Prerequisite: ENG-105."
ENG-424∆,Literary Movement,4 credits,"This writing-intensive course surveys the major works and figures of a literary movement, including examining that movement’s historical and cultural contexts."
ENG-425,Major Author,4 credits,"This course focuses upon the study of the works of a major author, with emphasis on the author’s seminal works and with suitable reference to the author’s biography and other works of merit."
ENG-450҂,Shakespeare,4 credits,"This course is a study of Shakespeare's major plays and his development as a dramatist, including some consideration of Shakespeare's cross-cultural reception. ENG- Shakespeare 4 credits 450HN҂: This course is a study of Shakespeare's major plays and his development as a dramatist, including some consideration of Shakespeare's cross-cultural reception."
