"course_code","course_name","description","department","credits"
"HSPM 6040","Professional Writing","Development of professional written communication with emphasis on abstracts, proposals, and manuscripts.
		
		 (Typically Offered:Spring, Summer)","Hospitality Management (HSPM)","Credits:2"
"HSPM 6080","Administrative Problems","Advanced administrative problems; case studies in foodservice and lodging organizations.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-4"
"HSPM 6330","Advanced Hospitality Financial Management","Theories and research in financial management with emphasis on financial performance and financing decisions.
		
		 (Typically Offered:Fall, Summer)","Hospitality Management (HSPM)","Credits:3"
"HSPM 6380","Advanced Human Resources Management in Hospitality Organizations","Research in human resources management with an emphasis on organization or unit administration.
		
		 (Typically Offered:Fall, Summer)","Hospitality Management (HSPM)","Credits:3"
"HSPM 6400","Seminar on Marketing Thoughts","Conceptual and theoretical development of marketing strategies. Analytical and critical review of marketing research and industry practices.
		
		 (Typically Offered:Fall, Summer)","Hospitality Management (HSPM)","Credits:3"
"HSPM 6520","Advanced Lodging Operations","Analysis and applications of concepts and theories of operations research for lodging operations.
		
		 (Typically Offered:Spring, Summer)","Hospitality Management (HSPM)","Credits:3"
"HSPM 6600","Research Seminar in Tourism Management","Advanced graduate course on tourism and destination theories and research. Analysis and application of theories, research findings, and research methods in tourism and destination management. Offered odd-numbered years.
		
		 (Typically Offered:Spring)","Hospitality Management (HSPM)","Credits:3"
"HSPM 6800","Analysis of Research in Foodservice Operations","Analysis and application of theories, research, and research methods in foodservice operations. Offered even-numbered years.
		
		 (Typically Offered:Spring)","Hospitality Management (HSPM)","Credits:3"
"HSPM 6900B","Advanced Topics: Hospitality Management","Prereq: Instructor Permission for CourseAdvanced study of current topics in hospitality management.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HSPM 6900C","Advanced Topics: Tourism","Prereq: Instructor Permission for CourseAdvanced study of current topics in hospitality management.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HSPM 6900D","Advanced Topics: Lodging Operations","Prereq: Instructor Permission for CourseAdvanced study of current topics in hospitality management.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HSPM 6900E","Advanced Topics: Commercial/Retail Foodservice Operations","Advanced study of current topics in hospitality management.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HSPM 6900F","Advanced Topics: Onsite Foodservice Operations","Advanced study of current topics in hospitality management.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HSPM 6900G","Advanced Topics: Event Management","Advanced study of current topics in event management and hospitality management.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HSPM 6990","Research","Prereq: Instructor Permission for CourseResearch.
		
		 (Typically Offered:Fall, Spring, Summer)","Hospitality Management (HSPM)","Credits:1-30"
"HCI 4250","Optimization Methods for Complex Designs","Prereq:MATH 2650;ME 1600Optimization involves finding the 'best' according to specified criteria. Review of a range of optimization methods from traditional nonlinear to modern evolutionary methods such as Genetic algorithms. Examination of how these methods can be used to solve a wide variety of design problems across disciplines, including mechanical systems design, biomedical device design, biomedical imaging, and interaction with digital medical data. Students will gain knowledge of numerical optimization algorithms and sufficient understanding of the strengths and weaknesses of these algorithms to apply them appropriately in engineering design. Experience includes code writing and off-the-shelf routines. Numerous case-studies of real-world situations in which problems were modeled and solved using advanced optimization techniques.
		
		 (Typically Offered:Fall)","Human Computer Interaction (HCI)","(Dual-listed withME 5250/HCI 5250)"
"HCI 5040","Evaluating Technology-based Learning Environments","Prereq: Graduate Standing or Permission of InstructorPrinciples and procedures to plan, design, and conduct effective evaluation studies (formative, summative, usability) in different settings are studied. Opportunities to engage in real or simulated evaluation projects of substantial scope are provided. Course activities include: create evaluation instruments, develop methods with which to evaluate a product or program, conduct try-outs or usability sessions, analyze the data, report the findings, and recommendations.","Human Computer Interaction (HCI)","(Cross-listed withEDUC 5040)"
"HCI 5100","Foundations of Game-based Learning","Prereq: 12 graduate creditsTheories, principles and best practices of utilizing games in educational environments. Topics include the theoretical foundations of learning games and game play, identity development in online environments, and assessment of learning in and out of games.","Human Computer Interaction (HCI)","(Cross-listed withEDUC 5100)"
"HCI 5150","Statistical Natural Language Processing","Prereq: Graduate Standing or Permission of InstructorIntroduction to computational techniques involving human language and speech in applications such as information retrieval and extraction, automatic text categorization, word prediction, intelligent Web searching, spelling and grammar checking, speech recognition and synthesis, statistical machine translation, n-grams, POS-tagging, word-sense disambiguation, on-line lexicons and thesauri, markup languages, corpus analysis, and Python programming language.","Human Computer Interaction (HCI)","(Cross-listed withENGL 5150/LING 5150)"
"HCI 5200","Computational Analysis of English","Prereq: Graduate Standing or Permission of InstructorConcepts and practices for analysis of English by computer with emphasis on the applications of computational analysis to problems in applied linguistics such as corpus analysis and recognition of learner language in computer-assisted learning and language assessment.","Human Computer Interaction (HCI)","(Cross-listed withENGL 5200/LING 5200)"
"HCI 5210","Cognitive Psychology of Human Computer Interaction","Prereq: Graduate classificationBiological, behavioral, perceptual, cognitive and social issues relevant to human computer interactions.","Human Computer Interaction (HCI)","(Cross-listed withPSYCH 5210)"
"HCI 5220","Scientific Methods in Human Computer Interaction","Prereq: Graduate classificationBasics of hypothesis testing, experimental design, analysis and interpretation of data, and the ethical principles of human research as they apply to research in human computer interaction. Offered odd-numbered years.
		
		 (Typically Offered:Spring)","Human Computer Interaction (HCI)","(Cross-listed withPSYCH 5220)"
"HCI 5250","Optimization Methods for Complex Designs","Prereq: Junior, Senior, or Graduate StandingOptimization involves finding the 'best' according to specified criteria. Review of a range of optimization methods from traditional nonlinear to modern evolutionary methods such as Genetic algorithms. Examination of how these methods can be used to solve a wide variety of design problems across disciplines, including mechanical systems design, biomedical device design, biomedical imaging, and interaction with digital medical data. Students will gain knowledge of numerical optimization algorithms and sufficient understanding of the strengths and weaknesses of these algorithms to apply them appropriately in engineering design. Experience includes code writing and off-the-shelf routines. Numerous case-studies of real-world situations in which problems were modeled and solved using advanced optimization techniques.
		
		 (Typically Offered:Fall)","Human Computer Interaction (HCI)","(Dual-listed withME 4250)"
"HCI 5260","Design Ethnography","Prereq: Graduate Standing or Permission of InstructorA hands-on introduction to ethnographic methods with a focus on their application in design, human computer interaction, user research, and other applied domains. Assumes no background in cross-cultural study or social science. Trains students to use ethnographic methods to conceptualize, design, build, and evaluate interactive systems and other design-oriented projects (e.g., architecture). .
		
		 (Typically Offered:Fall)","Human Computer Interaction (HCI)","(Cross-listed withANTHR 5260)"
"HCI 5300X","Perspectives in HCI","Prereq: Graduate Standing or Permission of InstructorAn exploration of different perspectives in HCI that covers: inclusive and humane design; the intersection of technology and race, gender, age, and class; technology around the world; the impact of technology on democracy; social engineering and cybersecurity; and other relevant topics students would like to explore.
		
		 (Typically Offered:Summer)","Human Computer Interaction (HCI)","Credits:3"
"HCI 5400X","Internet-Based Methods, Extended Reality, and Machine Learning for use in Engineering Design and Data Analysis","Prereq: Completion of ME Foundations or Graduate StandingExtensive overview of developing and deploying internet-based computational resources for engineering applications. Relational databases, server and client-side web programming and their use with traditional engineering software (i.e. computer-aided design and finiteelement modeling). Extended reality (XR) technologies and machine learning / artificial intelligence for use in internet-based solutions.
		
		 (Typically Offered:Fall)","Human Computer Interaction (HCI)","(Cross-listed withME 5400X)"
"HCI 5710","Augmented Reality","Prereq: Graduate Standing or Permission of InstructorFundamental technologies enabling augmented reality (AR) application development. Assessment and integration of the hardware and software systems necessary for AR including, tracking, image processing and rendering. Programming skills in C++ and GPU-based optimization are developed to enable evaluation of interaction devices and modalities afforded by AR.","Human Computer Interaction (HCI)","Credits:3"
"HCI 5740","Computational Implementation and Prototyping in HCI","Prereq: Graduate Standing or Permission of InstructorFundamental concepts of software programming and the practical use of the Python programming language. Assignments include user interaction and interface design, information visualization, as well as other computational HCI tools. Intended for graduate students without prior background in software development. Requires programming during class lectures.
		
		 (Typically Offered:Spring)","Human Computer Interaction (HCI)","Credits:3"
"HCI 5750","Computational Perception","Prereq: Graduate Standing or Permission of InstructorThis class covers statistical and algorithmic methods for sensing, recognizing, and interpreting the activities of people by a computer. This semester we will focus on machine perception techniques that facilitate and augment human-computer interaction. The main goal of the class is to introduce computational perception on both theoretical and practical levels. Participation in small groups to design, implement, and evaluate a prototype of a human-computer interaction system that uses one or more of the techniques covered in the lectures.
		
		 (Typically Offered:Spring)","Human Computer Interaction (HCI)","(Cross-listed withCOMS 5750/CPRE 5750)"
"HCI 5790X","Methods for Interdisciplinary Research","Prereq: Graduate Standing or Permission of InstructorIntroduction to qualitative, quantitative, and experimental methods for interdisciplinary research. Themes drawn from architectural history, design fields, human computer interaction, and applied social sciences; guest speakers attend to present their research methodologies. Students develop a research paper on a topic of their choice.","Human Computer Interaction (HCI)","(Cross-listed withARCH 5790X)"
"HCI 5800","Virtual Environments, Virtual Worlds, and Application","Prereq: Graduate Standing or Permission of InstructorA systematic introduction to the underpinnings of Virtual Environments (VE), Virtual Worlds, advanced displays and immersive technologies; and an overview of some of the applications areas particularly virtual engineering. Offered even-numbered years.
		
		 (Typically Offered:Spring)","Human Computer Interaction (HCI)","(Cross-listed withME 5800)"
"HCI 5840","Python Application Development in HCI","Prereq: Department Permission for CourseImplement Python code and write design documents (""specs"") and complement their code with sufficiently detailed documentation in development of a large Python project of the student's choosing. Typical development process: idea, specification, prototyping and implementation (including debugging, testing, refactoring) and documentation and result in a demo-able final product. Fulfills the implementation requirement of the HCI program. Offered even-numbered years.
		
		 (Typically Offered:Fall, Summer)","Human Computer Interaction (HCI)","Credits:3"
"HCI 5850","Developmental Robotics","Prereq: Graduate Standing or Permission of InstructorAn introduction to the emerging interdisciplinary field of Developmental Robotics, which crosses the boundaries between robotics, artificial intelligence, developmental psychology, and philosophy. The main goal of this field is to create autonomous robots that are more intelligent, more adaptable, and more useful than the robots of today, which can only function in very limited domains and situations. Offered odd-numbered years.
		
		 (Typically Offered:Spring)","Human Computer Interaction (HCI)","(Cross-listed withCPRE 5850)"
"HCI 5870","Models and Theories in Human Computer Interaction","Prereq: Graduate Standing or Permission of InstructorSurvey of the multidisciplinary models and theories that form the foundation of the science of Human Computer Interaction. Application of the scientific method to solve practical problems by using analyses or approaches from the behavioral and social sciences, and information and computer technology.","Human Computer Interaction (HCI)","Credits:3"
"HCI 5890","Design and Ethics","Prereq: Graduate Standing or Permission of InstructorIssues in ethics and decision-making as they relate to technology, design, design research, HCI, and the design industry.
		
		 (Typically Offered:Fall, Spring)","Human Computer Interaction (HCI)","(Cross-listed withARTGR 5890)"
"HCI 5900","Special Topics","Prereq: Department Permission for CourseInvestigation of problems of special interest in human computer interaction.","Human Computer Interaction (HCI)","Credits:1-30"
"HCI 5910","Seminar in Human Computer Interaction","Prereq: Graduate Standing or Permission of Instructor","Human Computer Interaction (HCI)","Credits:1-3"
"HCI 5950","Visual Design of HCI","Prereq: Graduate Standing or Permission of InstructorHuman interaction design as it applies to HCI. Aspects of audience analysis, design methodologies for creating concepts and solutions, techniques of concept prototyping, and the fundamentals of visual design such as color, type, symbolism, and grid structure. Class discussions, tutorials, and hands-on projects.
		
		 (Typically Offered:Summer)","Human Computer Interaction (HCI)","Credits:3"
"HCI 5960","Emerging Practices in Human-Computer Interaction","Prereq: Graduate Standing or Permission of InstructorInnovative or newly emerging ideas within the HCI research field or applied industry practice, e.g., based on changing cultures or attitudes, new technologies, and new economic forces.
		
		 (Typically Offered:Summer)","Human Computer Interaction (HCI)","Credits:3"
"HCI 5990","Creative Component","Prereq: Department Permission for CourseCreative component for nonthesis option of Master of Science degree.","Human Computer Interaction (HCI)","Credits:3"
"HCI 6030","Advanced Learning Environments Design","Exploration of advanced aspects of the learning environments design process. Application of analysis, design, development and production, evaluation, implementation, and project management principles. Theory and research in educational technology provides the foundation for design decisions. Focus on current trends in learning environment design and the production and use of educational technology.","Human Computer Interaction (HCI)","(Cross-listed withEDUC 6030)"
"HCI 6080","Social Media and Education","Increase understanding of how social media is changing traditional concepts of identity, literacy, citizenship and more. Develop an online social presence through active social media participation.","Human Computer Interaction (HCI)","(Cross-listed withEDUC 6080)"
"HCI 6550","Organizational and Social Implications of Human Computer Interaction","Examine opportunities and implications of information technologies and human computer interaction on social and organizational systems. Explore ethical and social issues appurtenant to human computer interaction, both from a proscriptive and prescriptive perspective. Develop informed perspective on human computer interaction. Implications on research and development programs.","Human Computer Interaction (HCI)","(Cross-listed withMIS 6550)"
"HCI 6810","Cognitive Engineering","Provides an overview of human cognitive capabilities and limitations in the design of products, workplaces, and large systems. Contexts vary broadly and could range from simple use of mobile devices to an air-traffic control or nuclear plant command center. Course focuses on what we can infer about users' thoughts and feelings based on what we can measure about their performance and physiological state. Covers the challenge of designing automated systems.","Human Computer Interaction (HCI)","(Cross-listed withIE 6810)"
"HCI 6970","HCI Internship","Prereq: Instructor Permission for CourseOffered on a satisfactory-fail basis only.","Human Computer Interaction (HCI)","Credits:Required"
"HCI 6990","Research","Prereq: Instructor Permission for Course","Human Computer Interaction (HCI)","Credits:1-30"
"HDFS 1020","Human Development","Overview of life-span developmental tasks (physical, cognitive, language, social, emotional) examined from various theoretical perspectives. Discussion of topics related to family diversity, individual/family health and well-being and reciprocal relationships as affected by external factors.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 1100","Freshman Learning Community Orientation","Introduction to the Department of Human Development and Family Studies including academic requirements and opportunities, strategies for transitioning to college, learning and study strategies, reading and reflection, and career awareness.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:1"
"HDFS 1110","New Transfer Student Seminar","Prereq: HDFS, ECE, FCEDS, or FCP majorIntroduction to HDFS curricula and faculty for students in HDFS, FCEDS, ECE, or FCP. Department and University policies and procedures, degree audits, and registration. Exploration of campus resources and strategies for student success. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:1"
"HDFS 1830","Financial Literacy for Life","Introduction to basic concepts and budgeting practices for management of resources and prevention of financial problems commonly associated with college, including credit and student loans. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:1"
"HDFS 2080","Foundations of Early Childhood Professions","Prereq: Early Childhood Education Major or Instructor PermissionIntroduction to historical foundations, delivery systems, ethical responsibilities, and professional practices. Focus on developmentally appropriate, equitable, and inclusive learning contexts as career preparation.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:Required"
"HDFS 2200","Introduction to Professional Practice","Prereq: Sophomore classificationIntroduction to the human service field's historical context, delivery systems, ethics, and professional practices. Development of foundational career preparation.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2230","Child Development and Health","Typical and atypical development of children prenatal through middle childhood. Examination of healthy development and potential impact of health issues in children. Discussion of influence of the family and society on development. Graduation Restriction: EitherHDFS 2230orHDFS 2240, but not both, may be applied toward graduation.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2240","Child Development","Prereq:PSYCH 2300orHDFS 1020Focus on child development from prenatal through age eight considering developmental stages, milestones and individual differences. Includes theories of child development with attention to physical, communication, cognitive, and social-emotional domains. Exploration of the impact of the family and society on development.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2240L","Child Development Practicum","Prereq:HDFS 1020ORPSYCH 2300; concurrent enrollment inHDFS 2240or permission of instructorStrategies for observing, recording, and interpreting children’s development. Interactions within multiple learning environments for young children.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:1"
"HDFS 2260","Development and Guidance in Middle Childhood","Prereq:PSYCH 2300orHDFS 1020Physical, cognitive, socioemotional, and identity development from 5 to 12 years of age. Development within the contexts of family, school, peers, and society. Guidance of children in family and group settings.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2270","Middle Childhood and Adolescence","Prereq:PSYCH 2300orHDFS 1020Physical, cognitive, socioemotional, and psychosocial development in the contexts of family, schools, peers, relationships, and culture from 8 to 18 years of age. .
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2340","Young Adulthood Through Later Life","Prereq:PSYCH 2300orHDFS 1020Exploration of the health, individual and social factors associated with adult development including emerging, younger, middle, and older adulthood. Information is presented from a biopsychosocial lens of change across the lifespan. .
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","(Cross-listed withGERON 2340)"
"HDFS 2350X","Exploring Disability","Prereq:PSYCH 2300orHDFS 1020This course explores disability through social, cultural, and educational lenses, focusing on its impact on individuals and families, disability rights and laws, and inclusive practices. Perspectives from individuals with lived experiences are included to illustrate the multifaceted nature of disability throughout the lifespan.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2390","Consumer Issues","Introduction to factors affecting consumer decisions of individuals and families, including housing, healthcare, and personal finances. Emphasis on accessibility and affordability, community contexts for families; and consumer protection, legislation and regulation, and consumer fraud. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2400","Children’s Literature","Evaluation of literature for children with emphasis on diversity and inclusion.  Role of literature in the development of children across contexts. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2490","Family Studies","Overview of family life, including the diversity of family structures and characteristics. Strengths-based approaches to supporting healthy family relationships including parenting and caregiving/partnering.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2700","Family Communications and Relationships","Family communication and its function to develop, maintain, enrich and limit family relationships. Family theories related to communication and ethical considerations when working with families. Typically Offered: Fall (annually), Spring (annually), Summer (odd-numbered years). Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2760","Human Sexuality","Behavioral, biological, and psychological aspects of human sexuality within the social context of family, culture, and society. Role of sexuality in human development. Critical analysis of media and research. Communication and decision-making skills relating to sexuality issues and relationships. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2830","Personal Finance","Introduction to basic principles of personal and family finance. Budgeting, record keeping, checking and savings accounts, consumer credit, insurance, investments, and taxes. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 2830H","Personal Finance: Honors","Prereq: Membership in the University Honors ProgramIntroduction to basic principles of personal and family finance. Budgeting, record keeping, checking and savings accounts, consumer credit, insurance, investments, and taxes. Additional work required to meet Honors requirements. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3170B","Field Experiences: Human Development and Family Studies","Prereq: Instructor Permission for CourseConsult department office for procedure. Supervised field experience in human development and family studies programs. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:1-6"
"HDFS 3170G","Field Experiences: Financial Counseling and Planning","Prereq: Department Permission for CourseConsult department office for procedure. Supervised field experience in human development and family studies programs. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:1-6"
"HDFS 3170H","Field Experiences: Honors","Prereq: 9 credits in HDFS; Department Permission; Membership in the University Honors ProgramConsult department office for procedure. Supervised field experience in human development and family studies programs. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:1-6"
"HDFS 3210","Happiness Across the Lifespan","Interdisciplinary and relational approach to happiness and well-being at every stage of life. Application of scientifically validated strategies for learning how to live a satisfying and fulfilling life, including how to respond to stress and adapt to life challenges. Emphasis on habit change and implementation for individual and career development.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3400","Infant-Toddler Curriculum and Assessment","Focus on curriculum, assessment, learning environments, teaching strategies, and routines for infant-toddler care and education. Using assessment information to plan, implement, and evaluate activities to promote child development and learning. Practicum.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:4"
"HDFS 3410","Income Tax Planning","Practice and planning to minimize tax liability and maximize after-tax returns for individuals and families. Addresses components of the US personal income tax system including tax forms, filing status, income, exemptions, exclusions, deductions, adjustments, credits, penalties, and tax rates. The case-problem approach prepares students to plan for themselves and to advise others.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3420","Social-Emotional Development and Guidance","Prereq:HDFS 2240Working knowledge of social and emotional development of young children. Examines the influence of relationships, trauma, and positive guidance on children’s development and learning across contexts.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3430","Preschool Curriculum and Assessment","Prereq:HDFS 2240;HDFS 2400; admission to Educator Preparation programApplication of curriculum, teaching, and assessment strategies for inclusive preschool settings. Plan, implement, and evaluate learning activities to promote holistic development. Practicum.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:4"
"HDFS 3440","Programming for Children in Early Care and Education","Prereq:HDFS 2240Programming in inclusive child care centers and family child care homes, including those with special needs, aged birth through 8 years. Developing, implementing, and evaluating learning environments; activities and materials; behavioral guidance and classroom management practices; health and nutritional practices; and schedules to ensure developmental, individual, and cultural appropriateness. Monitoring children's development and behavior to promote physical, motor, cognitive, communication, and social emotional development. Learning to collaborate effectively with parents and staff. Practicum.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:4"
"HDFS 3450","Inclusive Teaching and Interaction Strategies","Prereq: (HDFS 2240;SPED 2500) or Permission of InstructorStrategies to use with young children with special needs. Focus on meeting the needs of all learners ages birth through 8 years old through Individualized Education Plans.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3600","Housing and Services for Families and Children","Prereq: 6 credits from the following courses:AESHM 4210;AFAM 3300;FDM 1650, 3620, 4670;AMIN 3100, 2150, 3220; ANTHR (except 2020); CJ (except 2200, 3320); ECON;FSHN 3420;INTST 2350;LING 2190, 2750, 4710; POLS; PSYCH (except 1310); SOC;WGS 2010, 2030, 3010, 3200, 3270, 3280, 3460, 3500, 3850Approaches to and assessment of housing and services that assist those with special needs including those with disabilities, low-income, children at risk, single-parents, and the homeless. Emphasis on community settings; e.g., residential facilities, group housing, shelters and transitional housing. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3670","Family Stress, Abuse, and Resilience","Prereq: 3 credits from the following courses:AESHM 4210;AFAM 3300;FDM 1650, 3620, 4670;AMIN 3100, 2150, 3220; ANTHR (except 2020); CJ (except 2200, 3320); ECON;FSHN 3420;INTST 2350;LING 2190, 2750, 4710; POLS; PSYCH (except 1310); SOC;WGS 2010, 2030, 3010, 3200, 3270, 3280, 3460, 3500, 3850Causes and consequences of family stressors across the lifespan including physical, psychological, and sexual abuse; substance abuse; intergenerational transmission of violence; and resilience to family stress. Community and legal response to family violence. .
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3690","Research Methods in Human Development and Family Studies","Prereq: (HDFS 1020orPSYCH 2300); Junior or Senior classificationUnderstanding and evaluating research. Use of primary and secondary data to identify and study problems related to human development and family issues. An introduction to statistical concepts and data analysis. Computer laboratory experience.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3730","Death as a Part of Living","Prereq:PSYCH 2300orHDFS 1020Consideration of death in the life span of the individual and the family with opportunity for exploration of personal and societal attitudes.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","(Cross-listed withGERON 3730)"
"HDFS 3770","Aging and the Family","Interchanges of older adults and their families. Emphasis on role changes, social interaction, and independence as influenced by health, finances, lifestyles, and community support.
		
		 (Typically Offered:Fall, Summer)","Human Development and Family Studies (HDFS)","(Cross-listed withGERON 3770)"
"HDFS 3780","Retirement Planning and Employee Benefits","Financial needs analysis for retirement, characteristics of employer-sponsored and individual retirement plans, tax implications of retirement plans, Social Security funding and benefits, strategies for meeting varying retirement needs in a diverse society, financial counseling and planning practice, and overview of employee benefits.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","(Cross-listed withGERON 3780)"
"HDFS 3830","Fundamentals of Financial Planning","Fundamental principles of the financial planning process, client/planner interactions, time value of money applications as well as analyses of ethics review, financial statements, cash flow and debt management, education planning, retirement planning, tax planning, and estate planning needs of families.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3840","Insurance Planning","Prereq:HDFS 2830Strategies for managing family financial risk with insurance. Emphasis on communication and planning process and the use of risk mitigation and insurance within families. Risk analysis and management within the comprehensive family financial planning process.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3860","Human Services Management I","Prereq: Junior or Senior ClassificationFoundational understanding of administration and leadership within human services organizations, with a focus on operations, policies, staffing, and program design and evaluation. Key leadership and financial management principles for effective service delivery will be introduced.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3870","Trauma-Informed Practice","Prereq: Junior or Senior ClassificationThe application of strengths-based and resiliency-focused approaches for individuals and families. Practice skills such as relationship building and motivational interviewing through role plays and experiential activities. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 3950","Children, Families, and Public Policy","Prereq:HDFS 3690orPSYCH 3010or Permission of InstructorPublic policy and public service programs as they affect children and families. Examination of how individuals and groups influence policy. Investigation of current issues and programs influencing the well-being and welfare of children and families.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4110X","Family Communication Dynamics","Prereq:COMST 1010orHDFS 2700Examine theory and research on communication dynamics across a variety of family relationships and structures. Topics include storytelling, affection, conflict, privacy, socialization, stress, and resilience. Students will gain an understanding of the communication behaviors that improve (or detract from) family functioning.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","(Dual-listed withCOMST 5110X)"
"HDFS 4160","Human Development and Family Studies Seminar","Prereq: 8 credits in HDFSIntensive study of a selected topic in human development and family studies.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:1-30"
"HDFS 4170","Supervised Student Teaching: Early Childhood Special Education","Teaching experience in inclusive settings, ages 0-5 4170-1Inside Central Iowa, first 8 weeks4170-2 Outside Central Iowa, first 8 weeks4170-3 Inside Central Iowa, second 8 weeks4170-4 Outside Central Iowa, second 8 weeks.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:8"
"HDFS 4180","Reflective Supervision","Prereq: Concurrent enrollment inHDFS 4170Reflective supervision and feedback of student teaching field experience. Offered on a satisfactory-fail basis only..5 Credit 4180-1 first 8 weeks4180-2  second 8 weeks. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:0"
