course_name,department,college,subject,description
Tutorial - Microeconomics Theory Review,ECON 975A,FAS,Economics,A thorough review of intermediate microeconomics. This is a junior tutorial.
Tutorial - Macroeconomics Theory Review,ECON 975B,FAS,Economics,A thorough review of intermediate macroeconomics.  This is a junior tutorial.
Field Experiments,ECON 980MM,FAS,Economics,"Field experiments (experiments that take place in real-world settings) are increasingly being used to analyze public policies, make business decisions, and test theories. This class will dive into how to design a field experiment and will use experiments to learn about the research process more generally. We will discuss some of the most exciting recent experimental research as well as how to frame a question so that the research informs policy, when to trust research discussed in the popular pr"
Economic Aspects of Health Policy,ECON 980W,FAS,Economics,"Description: The seminar will focus on policy issues in health economics. We will read papers on an assortment of policy options and formulate frameworks for analyzing their likely impacts on outcomes of interest. Examples  include the analysis of mergers in hospital and insurance markets, the choice of capitation vs fee for service contracts and its impact on cost and quality of care, policy options for health insurance, and the re-structuring of health service providers. Where possible we"
Econ 985: Senior Thesis Research,ECON 985B,FAS,Economics,"Workshop for seniors writing economics theses, taught in classes of approximately 12 students each. Emphasis on choice of research topics, methodology, and writing. Students are required to complete written and oral presentations of their work in progress. Part one of a two-part series; students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit. This seminar is required for economics concentrators writing senior theses. Thesis writer"
Tutorial - Senior Year,ECON 990A,FAS,Economics,For students writing a senior thesis out of sequence. Part one of a two part series.
Economic Growth and the Social Issues of Our Time,ECON 1005,FAS,Economics,"Economic improvement is more than just a matter of economics.  The course explores where economic growth comes from, how it matters in material ways and what indirect consequences – some positive, others negative – it brings for citizens individually and for society.  The course also examines the role of education, both in enhancing an economy’s growth potential and in either mitigating or exacerbating social inequalities.  Approaches taken are mostly economic bu"
Intermediate Microeconomics,ECON 1010A,FAS,Economics,"The course introduces core microeconomic models of consumers, firms, and markets, and develops their application to a broad range of economic and social issues in the real world."
Intermediate Macroeconomics,ECON 1010B,FAS,Economics,"Theories and evidence on economic growth and fluctuations. Determination of gross domestic product, investment, consumption, employment, and unemployment. Analysis of interest rates, wage rates, and inflation. Roles of fiscal and monetary policies."
Intermediate Macroeconomics: Advanced,ECON 1011B,FAS,Economics,"The same topics as in 1010b, but with a more mathematical approach. Prerequisites for this class include Economics 1011a or 1010a and Mathematics 21a, or permission of the instructor."
Black Genius,ECON 1015,FAS,Economics,"Examines the life and work of African-American geniuses – both historic and contemporary – in social justice, academics, the arts, and education with a particular focus on how their life and work affects economic thought and our understanding of human behavior. Profiles include: W.E.B. Dubois, Ida B. Wells, David Blackwell, Martin Luther King, Geoffrey Canada, Mary McCleod Bethune, and more. The economic topics that are highlighted include the economics of slavery, identity and socia"
Using Markets to Solve Social Problems,ECON 1021,FAS,Economics,"This course will demonstrate how one can use the power of the free market to address some of the most vexing social and economic problems of our time, with a particular emphasis on issues that plague minority communities and women. The course will give students an introduction to social finance and impact investing in a manner that does not require prior coursework in Economics. It is intended not only for those interested in finance or social justice, but also for students with a disruptor"
Sports Economics,ECON 1042,FAS,Economics,"This course will apply economic principles from game theory, labor economics, and econometrics to analyze a wide range of issues primarily in the realm of professional sports and collegiate athletics rigorously with a focus on causality. Topics include: the hot hand; expansion and rival leagues; franchise relocation and venue construction; revenues from merchandising, broadcast rights and their distribution; free agency, arbitration, and salary caps; player development through amateur drafts and"
"Strategy, Conflict, and Cooperation",ECON 1050,FAS,Economics,"Game theory is the study of interdependent decision-making.  In the early days of the cold war, game theory was used to analyze an emerging nuclear arms race; today, it has applications in economics, psychology, politics, the law and other fields.  In this course, we will explore the “strategic way of thinking” as developed by game theorists over the past sixty years.  Special attention will be paid to the move from zero-sum to nonzero-sum game theory.  Students w"
Introduction to Econometrics,ECON 1123,FAS,Economics,"An introduction to multiple regression techniques with focus on economic applications. Discusses extensions to discrete response, panel data, and time series models, as well as issues such as omitted variables, missing data, sample selection, randomized and quasi-experiments, and instrumental variables. Also develops the ability to apply econometric and statistical methods using computer packages."
Quantitative Methods in Economics,ECON 1126,FAS,Economics,Topics include conditional expectations and its linear approximation; best linear predictors; omitted variable bias; panel data methods and the role of unobserved heterogeneity; instrumental variables and the role of randomization; various approaches to inference on causal relations.
Authoritarian Superpower: The Political Economy of Modern China,ECON 1133,FAS,Economics,"The rise of China is undoubtedly one of the great dramas of the 21st century. This course provides an overview of China’s economy and its politics, as well as China’s relationship with the world. We aim to understand modern China with an appreciation of China’s past and its connection to other parts of the globe. The course offers insights on a number of puzzles of a rising authoritarian superpower, and overturns several co"
Economics of Mental Health and Homelessness,ECON 1333,FAS,Economics,"How does society influence mental health? How does mental health influence the economy? How do economic theory and econometrics illuminate, and obfuscate, the challenges of mental illness? Mental health has quickly become one of the most important topics in global policymaking. Yet the links between influential fields of social science – especially economics – and behavioral medicine remain underdeveloped.  This course will first explore the frontier of concepts in psychopathology, includin"
The History of Economic Growth,ECON 1342,FAS,Economics,"This course examines the history of economic growth, beginning with the divergence between human ancestors and other primates and continuing through the end of the 20th century. Topics covered include the Neolithic Revolution; economic growth in ancient societies; the origins of modern economic growth; theories and evidence about the institutional, geographic, and cultural determinants of growth; the East Asian Miracle; the middle income trap; the political economy of growth; growth and inequali"
Political Economics,ECON 1425,FAS,Economics,"Discusses several research areas in political economy, including the origins of the state, comparative political systems, culture, mobility, democracy, ethnicity, corruption, rule of law, and regulation.The main purpose of this course is for each student to write a serious empirical paper, preferably with new data, in the field of political economics. The course relies on frequent (approximately 5 times over the semester) office hour meetings with the instructor, as well as meetings with the TF."
Market Power in the New Economy,ECON 1644,FAS,Economics,"This course studies firms, markets and competition, in the context of today's (globalized) world. Nowadays, in the majority of markets, a handful of firms interact strategically and compete in numerous dimensions, including prices, products offered, advertising and investment. We will use formal models in order to address questions like: Why are markets organized the way they are? How does market organization affect firm behavior, such as firm production or pricing? How does the behavior of"
Economics of Climate Change and Environmental Policy,ECON 1661,FAS,Economics,"Provides a survey, from the perspective of economics, of global climate change and public policies to address it, including international, regional, national, and sub-national policies. The political economy and politics of alternative policies are also covered. Methodological topics that are broadly relevant for other resource and environmental issues are featured."
Capital Markets,ECON 1723,FAS,Economics,"An introduction to finance. Concepts include time discounting, risk and return, market efficiency, and arbitrage. These concepts are applied to bonds, stocks, and derivatives. We cover financial crises and the role of finance in the economy."
Financial and Economic Crises of the 21st Century,ECON 1746,FAS,Economics,"This course will explore key financial and economic developments that have challenged the United States over the past two decades. We will begin with the 2007-2009 global financial crisis. We will study the role of the mortgage boom and bust, the mechanisms through which the problems spread to the broader financial system, and why the crisis was so devastating for the economy. We will discuss the policies put in place to stabilize the financial system and post-crisis financial reform. The course"
"Progenitors, adipogenesis, and obesity",DRB 329,FAS,Medical Sciences,
"Experimental Approaches to Stem Cell, Developmental, and Regenerative Biology",DRB 330QC,FAS,Medical Sciences,"This laboratory and lecture-based course is designed to provide a survey of model systems and technical approaches utilized in developmental, stem cell, and regenerative biology, as well as integrate students with the DRB community at Harvard. Students will complete a series of in-person mini-rotations with laboratories of DRB faculty across the Harvard campuses and affiliated hospitals. Students engage with faculty and trainees to gain experience wit"
Developing and Delivering Purposeful Learning Experiences,DRPH 215,HSPH,Doctor of Public Health,"The importance of public health is more evident now than ever before. Recognizing that public health is conducted by people in all professions, not just those with public health titles, it's crucial that public health education and training be accessible and applicable to a diverse array of people. This course provides a dynamic introduction to the intersection of education and public health. Our mission is to equip you with the introductory skills to develop and deliver purposeful learning"
Leadership in Public Health: Transforming Self & Systems I,DRPH 240C,HSPH,Doctor of Public Health,"The landscape of public health is deeply complex and rapidly changing. Public health leaders understand systemic problems, set new directions, lead change and learn quickly from mistakes. Public health leaders connect with and inspire others to join them in addressing the most intractable population health challenges. The transformational public health leader develops this capacity through an ongoing cycle of study, introspection and application.Leadership development often requires the expansio"
Case Development Immersion: Dynamics of Teams in Systems,DRPH 255B,HSPH,Doctor of Public Health,"Public Health and the healthcare industry are in an era of increasingly rapid change. The complexity of public health and healthcare issues, healthcare financing and operations, and intractable public health challenges call for dynamic, thoughtful, and inclusive leadership. We as public health practitioners must develop leadership and analytic skills that enable working across programmatic and systemic “silos” while engaging and working with multiple communities, topic experts, and other stakeho"
Case Development Immersion: Dynamics of Teams in Systems,DRPH 255C,HSPH,Doctor of Public Health,"Public Health and the healthcare industry are in an era of increasingly rapid change. The complexity of public health and healthcare issues, healthcare financing and operations, and intractable public health challenges call for dynamic, thoughtful, and inclusive leadership. We as public health practitioners must develop leadership and analytic skills that enable working across programmatic and systemic “silos” while engaging and working with multiple communities, topic experts, and other stakeho"
Strategic Management in Global Settings,DRPH 270,HSPH,Doctor of Public Health,"""Strategic Management in Global Settings"" will provide an overview of some of the key concepts and tools in strategic management that students will be able to draw upon throughout their careers as public health leaders. Topics will include competitive analysis, formulation and implementation of strategy, and strategic measurement and management of organizational performance. This is a case-based course and student preparation and active participation is required. Cases will represent a"
DrPH Doctoral Seminar,DRPH 290B,HSPH,Doctor of Public Health,"The DrPH Doctoral Project Seminar is required for all DrPH second year students. Its objective is to guide DrPH students through a structured and collaborative approach in support of development of the Doctoral Project. The seminar will run in two phases: DRPH 290A in Fall 2 and DPH 290B in Spring. In Fall 2, students will commence preparations for their Doctoral Project. Students will begin to articulate their own project ideas, research potential host organizations, and engage with the DrPH al"
Independent Study,DRPH 301,HSPH,Doctor of Public Health,An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.
Independent Study,DRPH 301,HSPH,Doctor of Public Health,An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.
Independent Study,DRPH 301,HSPH,Doctor of Public Health,An opportunity for independent study is offered for interested and qualified students or small groups of students. Arrangements must be made with individual faculty members and are limited by the amount of faculty time available. These programs are open to all students who wish to go beyond the content of regular courses.
Doctoral Project (Residence),DRPH 350 1,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Residence),DRPH 350 4,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Residence),DRPH 350 5,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Residence),DRPH 350 6,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Residence),DRPH 350 9,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Non-Resident),DRPH 400 1,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Non-Resident),DRPH 400 4,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Non-Resident),DRPH 400 5,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Non-Resident),DRPH 400 6,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
Doctoral Project (Non-Resident),DRPH 400 9,HSPH,Doctor of Public Health,"These two credit bearing courses, are the primary vehicle for which DRPH students will earn credits for completing their Doctoral Projects. Students will be expected to register for 15 credits of DRPH 350 OR DRPH 400 during the summer and 20 credits during the Fall and Spring to maintain their full-time student status at the School. Students will be expected to register for a section of DRPH 350 OR DRPH 400 that corresponds to their resident status (resident versus non-resident) and their c"
"The Fluid Earth: Oceans, Atmosphere, Climate, and Environment",E-PSCI 50,FAS,Earth & Planetary Sciences,"This course introduces students to the fluid Earth, emphasizing Earth's weather and climate, the carbon cycle, and global environmental change. The physical concepts necessary for understanding the structure, motion and energy balance of the atmosphere, ocean, and cryosphere are covered first, and then these concepts are applied in exploring major earth processes. Examples from Earth's past history, on-going changes in the climate, and implications for the future are highlighted."
Minerals and Rocks of the Earth and Planets,E-PSCI 54,FAS,Earth & Planetary Sciences,"Minerals and rocks are the building blocks of the Earth and other planets, and understanding their properties and occurrences has applications to many diverse areas of Earth and planetary sciences. This course provides a comprehensive foundation of mineralogy and introductory petrology for students of Earth and planetary sciences, materials science, chemistry, or related fields. Topics include: bonding; symmetry; crystallography; deep Earth mineralogy; planetary mineralogy; petrology; and the bo"
The History and Evolution of Life on Earth,E-PSCI 56,FAS,Earth & Planetary Sciences,"Within our solar system, Earth is distinguished as the planet with life. Living organisms are complex entities that originated from planetary processes, have been sustained by the same processes for approximately four billion years, and have fundamentally affected the functioning and composition of the Earth's surface and atmosphere. In this course we will investigate the ways that Earth and life interact with each other, focusing on the biogeochemical cycles of major elements, and the"
Supervised Reading and Research,E-PSCI 91,FAS,Earth & Planetary Sciences,Supervised reading and research on topics not covered by regular courses of instruction. Taught by faculty members of the department.
Tutorial - Senior Year,E-PSCI 99A,FAS,Earth & Planetary Sciences,Research and writing of the senior thesis under faculty direction.
Tutorial - Senior Year,E-PSCI 99B,FAS,Earth & Planetary Sciences,Research and writing of the senior thesis under faculty direction.
Global Warming Science 101,E-PSCI 101,FAS,Earth & Planetary Sciences,"An introduction to the science of global warming/climate change meant to assist students in understanding issues that often appear in the news and public debates. The course is meant for any STEM student with basic math preparation, not assuming prior science courses. Topics include the greenhouse effect and consequences of the rise of greenhouse gasses, including sea level rise, ocean acidification, heat waves, droughts, glacier melting, forest fires, expected changes to hurricanes, and more. A"
Thermodynamics,E-PSCI 112,FAS,Earth & Planetary Sciences,"Fundamental concepts and formalisms of conservation of energy and increase of entropy as applied to natural and engineered environmental and biological systems. In addition to lectures, pedagogical approach includes real-world observations and applications through student presentations and projects."
Introduction to Planetary Sciences,E-PSCI 120,FAS,Earth & Planetary Sciences,An overview of the key physical and chemical processes that occur on planetary bodies of the solar system and a survey of current topics of research.
Introduction to Physical Oceanography and Climate,E-PSCI 131,FAS,Earth & Planetary Sciences,"Observations and fundamentals of ocean dynamics, from the role of the oceans in climate change to beach waves. Topics include the greenhouse effect and the role of the oceans in global warming; El Niño events in the equatorial Pacific Ocean; the wind-driven ocean circulation and the Gulf Stream; coastal upwelling and fisheries; temperature, salinity, the overturning ocean circulation and its effect on global climate stability and variability; wave motions: surface ocean waves, internal wa"
Atmospheric Chemistry,E-PSCI 133,FAS,Earth & Planetary Sciences,"Chemical and physical processes determining the composition of the atmosphere and its implications for air pollution, climate, and life on Earth. Emphasis is on the construction of engineering models and the application of chemical principles to understand and address current environmental issues. Nitrogen, oxygen, and carbon cycles. Climate forcing by greenhouse gases and aerosols. Stratospheric ozone. Oxidizing power of the atmosphere. Methane. Surface air pollution: aerosols and ozone. Deposi"
Isotope and Trace Element Geochemistry and Geochronology,E-PSCI 141,FAS,Earth & Planetary Sciences,"The origin of the element and isotope distribution in the Earth and the Solar System. Closed system radioactive decay, isotope fractionation, mass balance and mixing. Application of Rb-Sr, Sm-Nd, U-Th-Pb, Lu-Hf, Re-Os and K-Ar isotope systems for geochronology and as tracers for geological processes. Noble gas geochemistry. Extinct nuclides. Cosmogenic nuclides. U-Th-series nuclides. Planetary isotopic evolution. Stable isotope geochemistry. Application of H, C, N, O, and S isotop"
Ocean Ridges and the Earth System,E-PSCI 146,FAS,Earth & Planetary Sciences,"Course will present our current knowledge of the ocean ridge system where two thirds of Earth's crust is continually being created. We will examine the progressive understanding of ocean ridges from a historical perspective, emphasizing the process of scientific discovery. Topics include melt generation in the mantle, magmatic processes in the crust, formation of ocean ridge topography, faulting and tectonics, hydrothermal systems, manifestations in the overlying water column, and the unique eco"
Space Science and Engineering: Theory and Applications,E-PSCI 160,FAS,Earth & Planetary Sciences,"This course is an introduction to the challenges involved in designing spacecraft for observation of Earth and exploration of other planets. Topics covered include basic atmospheric and planetary science, key principles of remote sensing, telemetry, orbital transfer theory, propulsion and launch system design, and thermal and power management."
State-of-the-Art Harvard Climate Observatory and Associated Instrumentation,E-PSCI 166,FAS,Earth & Planetary Sciences,"ESE/EPS 166 engages the new Harvard Climate Observatory that will fundamentally herald a new era in both climate research and the development of strategic approaches to advancing the climate impact on public policy. The central objective of the New Climate Observatory is to address this problem by introducing, for the first time, the development of a new generation of innovative technology that takes explicit advantage of recent major advances in Harvard-based instruments and optical designs in"
Structural Geology and Tectonics,E-PSCI 171,FAS,Earth & Planetary Sciences,"An introduction to the deformation of Earth materials, including the processes of mountain building and plate tectonics, faulting and earthquakes, folding, and ductile deformation of rocks at high temperatures. Structures are examined using geologic maps, cross sections, geophysical data, satellite imagery, microscopic analysis, analog experiments, and numerical methods. Labs emphasize the applications of structural geology in the energy and environmental industries, and for assessing natural ha"
Field Experiences in Earth and Planetary Sciences,E-PSCI 174,FAS,Earth & Planetary Sciences,"Attend a domestic or overseas geological field program of 3-6 weeks duration to learn methods of obtaining, synthesizing, and interpreting field observations."
Biogeochemistry,E-PSCI 187,FAS,Earth & Planetary Sciences,"Introduction to biological and organic chemistry of the Earth's environment. Primary focus on formation, processing, and preservation of organic carbon, with emphasis on paleoenvironmental applications and on processes occurring at the molecular level."
A Survey of Planetary Sciences,E-PSCI 220,FAS,Earth & Planetary Sciences,An overview of the key physical and chemical processes that occur on planetary bodies of the solar system and a survey of current topics of research.
Environmental Modeling and Data Analysis,E-PSCI 236,FAS,Earth & Planetary Sciences,"Graduate-level introduction to environmental modeling and data analysis: data visualization, statistical inference, Bayes Theorem, optimal estimation, adjoint methods, Monte Carlo methods, time series analysis, denoising; principles and numerical methods for chemical transport and inverse models."
Isotope and Trace Element Geochemistry and Geochronology,E-PSCI 240,FAS,Earth & Planetary Sciences,"The origin of the element and isotope distribution in the Earth and the Solar System. Closed system radioactive decay, isotope fractionation, mass balance and mixing. Application of Rb-Sr, Sm-Nd, U-Th-Pb, Lu-Hf, Re-Os and K-Ar isotope systems for geochronology and as tracers for geological processes. Noble gas geochemistry. Extinct nuclides. Cosmogenic nuclides. U-Th-series nuclides. Planetary isotopic evolution. Stable isotope geochemistry. Application of H, C, N, O, and S isotop"
Ocean Ridges and the Earth System,E-PSCI 247,FAS,Earth & Planetary Sciences,"Course will present our current knowledge of the ocean ridge system where two thirds of Earth's crust is continually being created. We will examine the progressive understanding of ocean ridges from a historical perspective, emphasizing the process of scientific discovery. Topics include melt generation in the mantle, magmatic processes in the crust, formation of ocean ridge topography, faulting and tectonics, hydrothermal systems, manifestations in the overlying water column, and the unique eco"
Solid Earth Dynamics & Paleoclimate,E-PSCI 260,FAS,Earth & Planetary Sciences,"This course will cover a wide range of topics related to applications of solid Earth geophysical theory and modeling to problems in paleoclimate research. The course will be run as a seminar course that deals with a different topic each week. Students will present a seminar on the topic, lead a discussion with other students and an invited expert who will join for the last 30 minutes of the class (virtually or in-person, depending on their location). Topics to be covered include: the i"
Theoretical Seismology,E-PSCI 262,FAS,Earth & Planetary Sciences,This course builds upon material in parts 1 through 3 of this course and covers theoretical surface-wave seismology.
Field Geology,E-PSCI 274,FAS,Earth & Planetary Sciences,"Attend an advanced domestic or overseas geological field program of 3-6 weeks duration to learn methods of obtaining, synthesizing, and interpreting field observations."
Communication Skills of Academia,E-PSCI 299,FAS,Earth & Planetary Sciences,"This course will provide formal mentorship in a variety of skills essential for an academic career in geosciences. Students will be guided through modules that provide practical tools to improve strategies for reading, paper writing, proposal writing, teaching, giving research seminars, informal networking, and peer review. Peer-to-peer feedback and group exercises will be used in addition to typical formats such as written assignments and oral presentations. The units are designed to complement"
Teaching-Related Work,E-PSCI 301,FAS,Earth & Planetary Sciences,Enrollment is open to any EPS Ph.D. student who holds a Teaching Fellow (TF) appointment and is engaged in teaching a course.
Reading and Research,E-PSCI 302,FAS,Earth & Planetary Sciences,Individual work in preparation for the General Examination for the PhD degree.
Directional Dissertation,E-PSCI 303,FAS,Earth & Planetary Sciences,Individual work in preparation for the Dissertation for the PhD degree.
Chinese Buddhist Texts - Readings in Medieval Buddho-Daoist Documents: Seminar,EABS 256R,FAS,East Asian Langs & Civ,This seminar focuses on the careful textual study and translation of a variety of Chinese Buddho-Daoist texts through the medieval period.
Reading and Research,EABS 300,FAS,East Asian Langs & Civ,
Korean Stars,EAFM 123,FAS,East Asian Langs & Civ,"What makes stars “shine?” In other words, what are the conditions for stardom? In this course, we will explore how stars embody the intersection of constantly changing media infrastructures; media aesthetics; social norms concerning gender, race, age, and economic status; and geopolitics surrounding Korea. From the 1910s-1930s stardom of silent-film narrators (pyŏnsa) in colonial Korea, to the global success of Korean stars in the fields of film, music, drama, fashion, and gaming tod"
Theorizing Korean Cinema,EAFM 124,FAS,East Asian Langs & Civ,"How has the pairing of “Korean” and “cinema” mutually affected their conceptualizations? What are/were the epistemological and material vectors that constitute each word, and how do these vectors bridge the two terms, or conversely, bring them into them conflict? What specific modes of mapping the world have arisen from this combination? This undergraduate seminar sketches a trajectory of cinema as an art of formulating subjectivity in Korea, from the colonial period to the present. Bringin"
Media Mix: Representations and Meaning Between Media in Japan: Seminar,EAFM 201,FAS,East Asian Langs & Civ,"This course introduces ways of understanding the complex media systems we live in. Drawing on a wide range of media theories it maps different histories of the interconnection of media in Japan, from “old” to “new” media. The course will explore the early ties between theater, literature and cinema, fascist media strategies, the popularization of the media mix by anime and publishing companies, current routes between manga, anime, light novels, films and games, or the eme"
Reading and Research,EAFM 300,FAS,East Asian Langs & Civ,
East Asian Language Tutorials,EASTD 90R,FAS,East Asian Langs & Civ,Independent reading and research in an East Asian language.
Supervised Reading and Research,EASTD 91R,FAS,East Asian Langs & Civ,Independent reading and research in East Asian Studies.
Introduction to the Study of East Asia: Issues and Methods,EASTD 97AB,FAS,East Asian Langs & Civ,"This interdisciplinary and team-taught course provides an introduction to several of the approaches and methods through which the societies and cultures of East Asia can be studied at Harvard, including history, philosophy, literary studies, political science, film studies, anthropology and gender studies. We consider both commonalities and differences across the region, and explore how larger processes of imperialism, modernization, and globalization have shaped contemporary East Asian societie"
Economic Governance in East Asia,EASTD 98K,FAS,East Asian Langs & Civ,"East Asia has given rise to models of development with distinct visions for the relationship between the state and the market. Hallmarks of the designs are powerful ministries, gigantic conglomerates, state-supervised labor unions, and spectacular corruption. The first part of the tutorial revisits four decades of “miraculous” growth in Japan and the Asian Tiger economies (South Korea, Taiwan, Hong Kong, and Singapore), in order to illuminate underlying development strategies from a"
Tutorial - Senior Year,EASTD 99B,FAS,East Asian Langs & Civ,Thesis guidance under faculty direction. Part two of a two part series.
Buddhism and the Senses [aka “Buddhist stuff”],EASTD 112,FAS,East Asian Langs & Civ,"How does Buddhism smell, taste, sound, look, and feel to touch? In this course, we will consider how bodies experience the divine presence, religious norms and regulations, spaces, and religious imaginaries. Through the lens of Buddhism, we will engage with the sensory and embodied dimensions of religious practices, both through the experiences of practitioners and our own. From spirit possession, to carving religious statues, cooking Buddhist feasts, and making and smelling incense, we will unc"
East Asian Religions: Traditions and Transformations,EASTD 141,FAS,East Asian Langs & Civ,"This course provides an introduction to the study of East Asian religions. It covers the development of Buddhism, Daoism, Confucianism and Shinto. It is not a comprehensive survey, but is designed around major conceptual themes, such as ritual, image veneration, mysticism, meditation, death, and category formation in the study of religion. The emphasis throughout the course is on the hermeneutic difficulties attendant upon the study of religion in general, and East Asian religions in particular."
Digital Tools and Methods in East Asian Humanities: Coding Approach,EASTD 143B,FAS,East Asian Langs & Civ,"This course is designed for students in East Asian Humanities who are interested in adopting digital methods in their research with basic Python coding. It will introduce fundamental programming concepts, SQL and relational databases, popular Python libraries in data cleaning, text analysis, and supervised and unsupervised machine learning. Students completing the course will be able to integrate and apply the Python libraries taught in class into their research and to explore the rapidly growin"
China and the African Continent,EASTD 199,FAS,East Asian Langs & Civ,"As Africa faces daunting challenges, the “Beijing model” invites intriguing alternative visions to the poorly performing designs by traditional foreign actors in the region. Moving from Chinese farm households in Mozambique to state-owned copper mines in Zambia, military bases in East Africa and the United Nations headquarters, this seminar critically assesses the potential for China’s presence to transform Sub-Saharan Africa. After identifying the intellectual stakes (week 1),"
Crisis in Japanese Religions,EASTD 214,FAS,East Asian Langs & Civ,"Crisis? What crisis? This course examines the cultural, social, economic, and political transformations shaping religion and society in Japan. Rather than serving as a comprehensive survey, the course is divided into four thematic sections explored through ethnographic case studies and major conceptual themes. These include (1)the practices and processes of knowledge production (emic and etic perspectives, religion and modernity, colonial and postcolonial legacies), (2) religious landscapes (rur"
"Language, Script, and Power in East Asia",EASTD 271,FAS,East Asian Langs & Civ,"In this graduate seminar, students will explore the ways in which debates and negotiations about languages, writing systems, and linguistic and script diversity in East Asia matter in the formation and dispersal of imagined communities, establishment of and challenge to political power, social reproduction, and more. The course’s wide-ranging readings are culled from diverse fields and disciplines including the history of writing, reading, and the book in East Asia (China, Japan, Korea, an"
Reading and Research,EASTD 300,FAS,East Asian Langs & Civ,
Independent Teaching Fellow-related Work,EASTD 301,FAS,East Asian Langs & Civ,Independent Teaching Fellow-related work.
Independent Course-related Work,EASTD 302,FAS,East Asian Langs & Civ,Independent Course-related Work
Independent Research Work,EASTD 303,FAS,East Asian Langs & Civ,Independent research work.
Principles of Economics (Microeconomics),ECON 10A,FAS,Economics,"Economists study human behavior using a combination of models and data. Ec10a introduces students to economic models using intuitive discussions, graphical analysis, and, in some cases, basic algebra. The models study individual decision-making and markets, and range from classical approaches like supply and demand to more recent approaches that consider informational limitations and behavioral mistakes. We will also use data to understand the strengths and weaknesses of these models. The course"
