"code","title","subject"
"BTE4410","Course Construction in Business Education","BTE - Business Teacher Education"
"BUL3130","Legal and Ethical Environment of Business","BUL - Business Law"
"BUL3130H","Honors Legal & Ethical Environment of Business:","BUL - Business Law"
"CAI4823","Artificial Intelligence for  Industrial Engineers","CAI - Computing: Artificial Intelligence"
"CAP3104","Foundations of HCI","CAP - Computer Applications"
"CAP4053","AI for Game Programming","CAP - Computer Applications"
"CAP4102","Web and User Experience (UX)","CAP - Computer Applications"
"CAP4145","Introduction to Malware Analysis","CAP - Computer Applications"
"CAP4314","Social Network Analysis","CAP - Computer Applications"
"CAP4453","Robot Vision","CAP - Computer Applications"
"CAP4543","Introduction to Bioinformatics Algorithms","CAP - Computer Applications"
"CAP4611","Algorithms for Machine Learning","CAP - Computer Applications"
"CAP4630","Artificial Intelligence","CAP - Computer Applications"
"CAP4641","Natural Language Processing","CAP - Computer Applications"
"CAP4720","Computer Graphics","CAP - Computer Applications"
"CAP4932","Introduction to Bioinformatics Algorithms","CAP - Computer Applications"
"CCE4003","Introduction to the Construction Industry","CCE - Civil Construction Engineering"
"CCE4004","Construction Methods","CCE - Civil Construction Engineering"
"CCE4034","Construction Estimating and Scheduling","CCE - Civil Construction Engineering"
"CCE4402","Construction Equipment and Productivity","CCE - Civil Construction Engineering"
"CCE4810C","Construction Design Project","CCE - Civil Construction Engineering"
"CCE4813","Mechanical and Electrical Systems for Buildings:","CCE - Civil Construction Engineering"
"CCJ3007","Origins of Criminal Justice","CCJ - Criminal Justice"
"CCJ3014","Crime in America","CCJ - Criminal Justice"
"CCJ3024","Criminal Justice System","CCJ - Criminal Justice"
"CCJ3450","Criminal Justice Management and Liability Issues","CCJ - Criminal Justice"
"CCJ3604","Mental Illness, Crime and Criminal Justice","CCJ - Criminal Justice"
"CCJ3667","Victims and the CJ System","CCJ - Criminal Justice"
"CCJ3930","Origins of Criminal Justice Practices and Policies","CCJ - Criminal Justice"
"CCJ4035","Crime and the Media","CCJ - Criminal Justice"
"CCJ4054","Capstone: Criminal Justice Ethics","CCJ - Criminal Justice"
"CCJ4062","Hate Crimes and Criminal Justice Responses","CCJ - Criminal Justice"
"CCJ4064","Criminal Justice Dimensions of Genocide","CCJ - Criminal Justice"
"CCJ4076","Crime Intelligence and Investigative Support Analysis","CCJ - Criminal Justice"
"CCJ4129","Cultural Diversity in Criminal Justice","CCJ - Criminal Justice"
"CCJ4195","Interviews & Interrogations in CJ","CCJ - Criminal Justice"
"CCJ4296","Famous Crimes & Trials","CCJ - Criminal Justice"
"CCJ4334","Punishment and Torture","CCJ - Criminal Justice"
"CCJ4361","Death Penalty","CCJ - Criminal Justice"
"CCJ4611","Ritualistic Crime and Investigations","CCJ - Criminal Justice"
"CCJ4632","Older Adults and the Criminal Justice System","CCJ - Criminal Justice"
"CCJ4633","Guns, Crime, and American Culture","CCJ - Criminal Justice"
"CCJ4641","Organized Crime","CCJ - Criminal Justice"
"CCJ4644","White Collar Crime","CCJ - Criminal Justice"
"CCJ4651","Drugs and Crime","CCJ - Criminal Justice"
"CCJ4670","Women and Crime","CCJ - Criminal Justice"
"CCJ4678","Race, Ethnicity, Equity, and (In)justice","CCJ - Criminal Justice"
"CCJ4681","Domestic Violence and the Justice System","CCJ - Criminal Justice"
"CCJ4690","Sex Offenders and the Criminal Justice System","CCJ - Criminal Justice"
"CCJ4694","Human Trafficking and Criminal Justice","CCJ - Criminal Justice"
"CCJ4701","Research Methods in Criminal Justice","CCJ - Criminal Justice"
"CCJ4746","Data Analysis for Criminal Justice","CCJ - Criminal Justice"
"CCJ4934","Emergent Criminal Justice Issues","CCJ - Criminal Justice"
"CDA3103C","Computer Logic and Organization","CDA - Computer Design/Architecture"
"CEG4011C","Geotechnical Engineering I","CEG - Civil Geotechnical Structures"
"CEG4012","Geotechnical Engineering II","CEG - Civil Geotechnical Structures"
"CEG4203","Geotechnical Methods and Case Histories","CEG - Civil Geotechnical Structures"
"CEG4801C","Geotechnical Engineering Design","CEG - Civil Geotechnical Structures"
"CEN4360","Mobile Device Software Development","CEN - Computer Programming"
"CES4100C","Structural Analysis I and Lab","CES - Civil Engineering Structure"
"CES4205","Structural Mechanics","CES - Civil Engineering Structure"
"CES4605","Steel Structures","CES - Civil Engineering Structure"
"CES4702","Reinforced Concrete Structures","CES - Civil Engineering Structure"
"CES4743C","Structural Design","CES - Civil Engineering Structure"
"CGN3090","Engineering Reports & Liability","CGN - Civil Engineering"
"CGN3405","Applied Numerical Methods for Civil Engineering","CGN - Civil Engineering"
"CGN3501C","Civil Engineering Materials","CGN - Civil Engineering"
"CGN3700C","Civil Engineering Measurements","CGN - Civil Engineering"
"CGN4309","Introduction to Smart Cities","CGN - Civil Engineering"
"CGN4808C","CECE Capstone Design","CGN - Civil Engineering"
"CGS1060C","Introduction to Computers","CGS - Computer General"
"CGS2100C","Computer Fundamentals for Business","CGS - Computer General"
"CGS2545C","Database Concepts","CGS - Computer General"
"CGS3175","Internet Applications","CGS - Computer General"
"CGS3269","Computer Architecture Concepts","CGS - Computer General"
"CGS3763","Operating System Concepts","CGS - Computer General"
"CHI1120C","Elementary Chinese Language and Civilization I","CHI - Chinese"
"CHI1121C","Elementary Chinese Language and Civilization II","CHI - Chinese"
"CHI2200","Intermediate Chinese I","CHI - Chinese"
"CHI2201","Intermediate Chinese II","CHI - Chinese"
"CHM1020","Concepts in Chemistry","CHM - Chemistry"
"CHM1025","Introduction to Chemistry","CHM - Chemistry"
"CHM1032","General Chemistry","CHM - Chemistry"
"CHM1032L","General Chemistry Laboratory","CHM - Chemistry"
"CHM2040","Chemistry Fundamentals IA","CHM - Chemistry"
"CHM2041","Chemistry Fundamentals IB","CHM - Chemistry"
"CHM2045C","Chemistry Fundamentals I","CHM - Chemistry"
"CHM2045K","Honors Chemistry Fundamentals I","CHM - Chemistry"
"CHM2046","Chemistry Fundamentals II","CHM - Chemistry"
"CHM2046H","Honors Chemistry Fundamentals II","CHM - Chemistry"
"CHM2046L","Chemistry Fundamentals Laboratory","CHM - Chemistry"
"CHM2205","Introduction to Organic and Biochemistry","CHM - Chemistry"
"CHM2210","Organic Chemistry I","CHM - Chemistry"
"CHM2210H","Honors Organic Chemistry I","CHM - Chemistry"
"CHM2211","Organic Chemistry II","CHM - Chemistry"
"CHM2211H","Honors Organic Chemistry II","CHM - Chemistry"
"CHM2211L","Organic Laboratory Techniques I","CHM - Chemistry"
"CHM3120","Analytical Chemistry","CHM - Chemistry"
"CHM3120L","Analytical Chemistry Laboratory","CHM - Chemistry"
"CHM3215L","Organic Laboratory Techniques II","CHM - Chemistry"
"CHM3410","Physical Chemistry I","CHM - Chemistry"
"CHM3411","Physical Chemistry II","CHM - Chemistry"
"CHM3411L","Physical Chemistry Laboratory","CHM - Chemistry"
"CHM3422","Applied Physical Chemistry","CHM - Chemistry"
"CHM4130","Advanced Analytical Laboratory Technique","CHM - Chemistry"
"CHM4130L","Advanced Analytical Chemistry Laboratory","CHM - Chemistry"
"CHM4220","Organic Chemistry III","CHM - Chemistry"
"CHM4223","Advanced Organic Chemistry","CHM - Chemistry"
"CHM4230","Applied Molecular Spectroscopy","CHM - Chemistry"
"CHM4309","Bioconjugate Chemistry","CHM - Chemistry"
"CHM4427","Electrochemistry","CHM - Chemistry"
"CHM4455","Polymer Chemistry","CHM - Chemistry"
"CHM4610","Inorganic Chemistry","CHM - Chemistry"
"CHM4610L","Inorganic Chemistry Laboratory","CHM - Chemistry"
"CHM4671","Bioinorganic Chemistry","CHM - Chemistry"
"CHM4780","Green and Sustainable Chemistry","CHM - Chemistry"
"CHM4906","Directed Independent Study","CHM - Chemistry"
"CHM4912","Directed Independent Research","CHM - Chemistry"
"CHM4930","Chemistry Seminar","CHM - Chemistry"
"CHM4942","Instructional Experiences in Undergraduate Chemistry","CHM - Chemistry"
"CHS1440C","Principles of Chemistry","CHS - Chemistry Specialized"
"CHS3501","Introduction to Forensic Science","CHS - Chemistry Specialized"
"CHS3505C","Forensic Microscopy","CHS - Chemistry Specialized"
"CHS3511C","Trace Evidence","CHS - Chemistry Specialized"
"CHS3530C","Forensic Analysis of Controlled Substances","CHS - Chemistry Specialized"
"CHS3533","Forensic Biochemistry I","CHS - Chemistry Specialized"
"CHS3533L","Forensic Biochemistry I Laboratory","CHS - Chemistry Specialized"
"CHS3595","Forensic Science in the Courtroom","CHS - Chemistry Specialized"
"CHS4100","Radiochemistry","CHS - Chemistry Specialized"
"CHS4506C","Forensic Investigation Technology","CHS - Chemistry Specialized"
"CHS4515C","Forensic Crime Scene Investigation","CHS - Chemistry Specialized"
"CHS4534C","Forensic Biochemistry II","CHS - Chemistry Specialized"
"CHS4537","Forensic Laboratory Quality Assurance and Professional Practice","CHS - Chemistry Specialized"
"CHS4591","Forensic Science Internship","CHS - Chemistry Specialized"
"CHS4615","Environmental Chemistry","CHS - Chemistry Specialized"
"CIS3003","Fundamentals of Information Technology","CIS - Computer and Information Systems"
"CIS3360","Security in Computing","CIS - Computer and Information Systems"
"CIS3362","Cryptography and Information Security","CIS - Computer and Information Systems"
"CIS3921","Careers in IT","CIS - Computer and Information Systems"
"CIS3990","IT Career and Academic Advising I","CIS - Computer and Information Systems"
"CIS4004","Web-Based Information Technology","CIS - Computer and Information Systems"
"CIS4203C","Digital Forensics","CIS - Computer and Information Systems"
"CIS4340","Data Management Technology","CIS - Computer and Information Systems"
"CIS4361","Secure Operating Systems and Administration","CIS - Computer and Information Systems"
"CIS4364","Cyber Defense Analysis","CIS - Computer and Information Systems"
"CIS4524","Managing IT Integration","CIS - Computer and Information Systems"
"CIS4615","Secure Software Development and Assurance","CIS - Computer and Information Systems"
"CIS4940C","Topics in Cybersecurity","CIS - Computer and Information Systems"
"CIS4991","IT Career and Academic Advising II","CIS - Computer and Information Systems"
"CJC3010","Corrections and Penology","CJC - Criminal Justice Corrections"
"CJC3134","Prisons and jails","CJC - Criminal Justice Corrections"
"CJC3164","Community-Based Corrections","CJC - Criminal Justice Corrections"
"CJE3001","Careers in Criminal Justice","CJE - Criminal Justice Law Enforcement"
"CJE3444","Crime, Place, and Prevention","CJE - Criminal Justice Law Enforcement"
"CJE3662","CJ Information Technology and Data Management","CJE - Criminal Justice Law Enforcement"
"CJE4012","Criminal Profiling in Criminal Justice","CJE - Criminal Justice Law Enforcement"
"CJE4014","Police and Society","CJE - Criminal Justice Law Enforcement"
"CJE4174","Comparative Justice Systems","CJE - Criminal Justice Law Enforcement"
"CJE4352","Policy Development in Law Enforcement","CJE - Criminal Justice Law Enforcement"
"CJE4410","Community Policing","CJE - Criminal Justice Law Enforcement"
"CJE4572","Justice Agency Operations","CJE - Criminal Justice Law Enforcement"
"CJE4610","Criminal Investigation","CJE - Criminal Justice Law Enforcement"
"CJE4630","Serial Murder and Criminal Justice","CJE - Criminal Justice Law Enforcement"
"CJE4654","Crime and Place","CJE - Criminal Justice Law Enforcement"
"CJE4663","Crime Mapping and Pattern Analysis","CJE - Criminal Justice Law Enforcement"
"CJE4694","Cybercrime and the Criminal Justice System","CJE - Criminal Justice Law Enforcement"
"CJJ4564","Juvenile Justice System","CJJ - Criminal Justice Juvenile Justice"
"CJL3510","Prosecution and Adjudication","CJL - Criminal Justice Law and Process"
"CJL4514","Criminal Sentencing","CJL - Criminal Justice Law and Process"
"CJT3803","Security Management","CJT - Criminal Justice Technology"
"CJT4843","Risk Management in Criminal Justice/Private Security","CJT - Criminal Justice Technology"
"CLP3004","Behavioral Self Control","CLP - Clinical Psychology"
"CLP3143","Psychopathology","CLP - Clinical Psychology"
"CLP3143H","Honors Psychopathology","CLP - Clinical Psychology"
"CLP3184","Women's Mental Health","CLP - Clinical Psychology"
"CLP3302","Clinical Psychology","CLP - Clinical Psychology"
"CLP3413","Contemporary Behavior Therapy","CLP - Clinical Psychology"
"CLP3467","Interpersonal Effectiveness and Group Psychotherapy","CLP - Clinical Psychology"
"CLP4114","Feeding and Eating Disorders","CLP - Clinical Psychology"
"CLP4134","Childhood Psychopathology","CLP - Clinical Psychology"
"CLP4314","Health Psychology","CLP - Clinical Psychology"
"CLP4390","Forensic Psychology","CLP - Clinical Psychology"
"CLT3370","Classical Mythology","CLT - Classical Culture Translation"
"CLT3378","Comparative Mythology","CLT - Classical Culture Translation"
"CNT3004","Computer Network Concepts","CNT - Computer Networks"
"CNT4403","Network Security and Privacy","CNT - Computer Networks"
"CNT4425C","Cloud Computing Management","CNT - Computer Networks"
"CNT4603","System Administration and Maintenance","CNT - Computer Networks"
"CNT4703C","Design and Implementation of Computer Communication Networks","CNT - Computer Networks"
"CNT4704","Analysis of Computer Communication Networks","CNT - Computer Networks"
"CNT4714","Enterprise Computing","CNT - Computer Networks"
"CNT4932","Wireless Communication and Networking","CNT - Computer Networks"
"COM1000","Introduction to Communication","COM - Communications"
"COM3003","Exploring Human Communication","COM - Communications"
"COM3311","Communication Research Methods","COM - Communications"
"COM3330","Computer Mediated Communication","COM - Communications"
"COM3402","Communication Theory","COM - Communications"
"COM3800","Conflict Communication Research Methods","COM - Communications"
"COM3801","Relational Conflict Communication","COM - Communications"
"COM3802","Principles of Communication & Conflict","COM - Communications"
"COM3912","Collaborative Experiential Research Practicum","COM - Communications"
"COM4013","Communication and the Family","COM - Communications"
"COM4014","Gender Issues in Communication","COM - Communications"
"COM4022","Principles of Health Communication","COM - Communications"
