"course_code","course_name","description","department","credits"
"HN 411","Food Analysis","Principles and application of the chemical, physical and instrumental methods used to determine the constituents of foods. Course Information: Prerequisite(s):CHEM 222andHN 300; and approval of the department. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Human Nutrition (HN)","4 hours"
"HN 412","Sensory Evaluation for Foods and Beverages","Teaches the physiological and psychological basis of human subjects, chemistry of aroma and taste, basic sensory methodologies in food evaluation and analysis and interpretation of sensory data. Course Information: Prerequisite(s): Approval of the Department.","Human Nutrition (HN)","2 hours"
"HN 413","Food Product Development","Principles of food product development: target market evaluation, concept development and presentation, formulation, manufacturing, packaging, product costs, pricing, safety and marketing. Course Information: Prerequisite(s):HN 300; and approval of the department.","Human Nutrition (HN)","3 hours"
"HN 414","Fermented Foods and Beverages","Covers the health benefits and the chemistry and microbiology in making fermented foods and beverages. Course Information: Prerequisite(s): Approval of the Department.","Human Nutrition (HN)","2 hours"
"HN 420","Clinical Nutrition II","Principles of nutrition, biochemistry, physiology, pathology, education, and psychology related to management of selected diseases (diabetes, cancer, HIV/AIDS, renal diseases, and metabolic stress). Course Information: Prerequisite(s):HN 308; or approval of the department.","Human Nutrition (HN)","3 hours"
"HN 422","Clinical Nutrition III","Principles of nutrition, biochemistry, physiology, and pathology related to the management of critically ill patients. Course Information: Prerequisite(s):HN 309andHN 420; or consent of the instructor.","Human Nutrition (HN)","2 hours"
"HN 423","Nutrition Counseling","Teaches theory and skill development for effective nutrition interviewing and counseling. Experiential opportunities to practice various counseling approaches are provided. Prerequisite(s):HN 302orHN 201; or approval of the department.","Human Nutrition (HN)","3 hours"
"HN 425","Sports Nutrition","Designed to teach the foundations and application of sports nutrition, including how to assess, counsel and address the nutritional needs of athletes and active individuals. Course Information: Prerequisite(s):HN 302; and approval of the department.","Human Nutrition (HN)","3 hours"
"HN 440","The Research Process in Nutrition","Covers methods for reading and critiquing current scientific literature, overview of study designs used to address different types of research questions, basic overview of study design, data analysis and interpretation of results. Course Information: Prerequisite(s):HN 196; and approval of the department.","Human Nutrition (HN)","3 hours"
"HN 455","Supervised Practice II","An advanced supervised practicum in a professional setting to prepare for entry-level dietetics practice. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated to a maximum of 15 hours. Prerequisite(s): Grade of C or better inHN 420and senior standing or above; and approval of the department.","Human Nutrition (HN)","1-11 hours"
"HN 480","Field Study","Provides practical experience to develop/strengthen the student's knowledge and skills in an area of nutrition practice. Course Information: Prerequisite(s):HN 410; or consent of the instructor. Class Schedule Information:  To be properly registered, students must enroll in one Clinical Practice and one Conference.","Human Nutrition (HN)","2 hours"
"HN 494","Special Topics in Human Nutrition","Selected nutrition topics. Topics vary from year to year and may include nutrition and physical activity, nutrition assessment, nutrition and behavior, nutrition education, food sustainability, or community engagement. Course Information: May be repeated. Students may register in more than one section per term.","Human Nutrition (HN)","1-4 hours"
"HN 502","Cells to Community: Research in the Department of Kinesiology and Nutrition","Familiarize graduate students with the type and variety of research and scholarship performed by faculty affiliated with the Department of Kinesiology and Nutrition. Course Information: Prerequisite(s): approval of the department.","Human Nutrition (HN)","1 hour"
"HN 503","Advanced Pathophysiology of Chronic Diseases","Focuses on an in-depth evaluation of the most important mechanisms of pathogenesis, with an emphasis on chronic conditions with a nutritional component. Course Information: Prerequisite(s): KN 251 and KN 252. Recommended background:HN 318.","Human Nutrition (HN)","3 hours"
"HN 505","Advanced Topics in Diabetes Management","Designed to use current research in diabetes to learn how to effectively provide nutrition education and counseling to people with diabetes in different stages of life or with other chronic diseases. Course Information: Prerequisite(s): Grade of C or better inHN 320; and approval of the department.","Human Nutrition (HN)","3 hours"
"HN 506","Advanced Topics in Pediatric Nutrition","Students will learn the current clinical practices and guidelines of pediatric nutrition in critical care. Course Information: May be repeated. Meets in Summer Session 1 for 4 weeks. Prerequisite(s): Credit or concurrent registration inHN 311and Credit or concurrent registration inHN 320andHN 420; or consent of the instructor.","Human Nutrition (HN)","1 hour"
"HN 510","Nutrition - Physiological Aspects","Emphasizes the application of biochemistry and cellular/molecular physiology to understand advanced human metabolism and nutrition. Course Information: Prerequisite(s): May be repeated.HN 308andHN 309; and graduate standing; or consent of the instructor.","Human Nutrition (HN)","3 hours"
"HN 511","Intervention Design and Evaluation in Kinesiology and Nutrition","Applying the scientific process to change physical activity and nutrition behavior. Best practices for design and evaluation of theory-, community-, and evidence-based physical activity and nutrition interventions are explored. Course Information: Same asKN 511. Prerequisite(s): Graduate standing; or consent of the instructor or BS in Kinesiology or related field. Recommended background:KN 237; andKN 438.","Human Nutrition (HN)","3 hours"
"HN 516","Advanced Vitamins and Minerals","A critical analysis of current research in the areas of vitamin and mineral requirements in human nutrition; nutrient interactions; and interrelationships of vitamins and minerals within various disease states. Course Information: Prerequisite(s):HN 309; andHN 440; or consent of the instructor.","Human Nutrition (HN)","3 hours"
"HN 525","Sports Nutrition and Athlete Consulting","Designed to teach both arms of nutritional counseling - current research on sports nutrition principles and athlete counseling/motivational interviewing techniques. Students will consult with athletes to apply the information learned. Course Information: Field work required. Prerequisite(s): Grade of C or better inHN 306and Grade of C or better in KN 436; and consent of the instructor. Recommended background:
Grade of C or better in KN 437. Restricted to students in the Master’s in Nutrition program in dietetic track and registered and licensed dietitians. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Clinical Practice.","Human Nutrition (HN)","4 hours"
"HN 532","Evaluation of Nutritional Status","Community and clinical considerations in nutrition status surveillance and monitoring systems; characterization in the collection, standards and reference population development. Course Information: Prerequisite(s):HN 410; or consent of the instructor.","Human Nutrition (HN)","3 hours"
"HN 541","Research on Clinical Nutrition Problems","Development and conduct of research on clinical nutrition problems, patient outcomes, or nutrition or food service delivery systems within a hospital or ambulatory care setting. Course Information: Prerequisite(s): Consent of the instructor.","Human Nutrition (HN)","2 hours"
"HN 555","Obesity","Examines the multifactorial aspects of obesity, maintenance of healthy weight, and the relationship of weight status and chronic disease risk. Popular diet and exercise trends to treat obesity will also be discussed. Course Information: Prerequisite(s): Grade of C or better inHN 309and Grade of C or better inHN 440. Restricted to students in the MS in Nutrition program in dietetic track or already registered and licensed dietitians.","Human Nutrition (HN)","3 hours"
"HN 560","Advanced Topics in Public Health Nutrition: Development and Evaluation of Community-Based Nutrition","Focuses on understanding the role and application of both theory and empirical data in the development and evaluation of community-based nutrition interventions. Course Information: Field work required. Prerequisite(s):HN 413or consent of the instructor.","Human Nutrition (HN)","3 hours"
"HN 570","Advances in Clinical Nutrition I","Selected topics in clinical nutrition, emphasizing current theory, research and practice in such areas as cardiovascular disease, obesity, diabetes and iatrogenic malnutrition. Course Information: Prerequisite(s):HN 422; or consent of the instructor.","Human Nutrition (HN)","2 hours"
"HN 580","Advanced Field Practicum","Advanced practical experience in a specialized area of human nutrition and dietetics. The practicum may be carried out in a clinical setting, business, industry or government agency. Course Information: Prerequisite(s):HN 410; or consent of the instructor.","Human Nutrition (HN)","2 hours"
"HN 581","Dietetics/Nutrition Instructional Practicum","Teaching practicum in clinical dietetics and/or nutrition. Course Information: Extensive computer use required. Meets eight weeks of the semester. Prerequisite(s): Grade of C or better or concurrent registration inHN 320and Grade of C or better or concurrent registration inHN 420or the equivalent, or consent of the instructor.","Human Nutrition (HN)","1 hour"
"HN 594","Special Topics in Human Nutrition","Advanced course dealing with selected topics. Topics vary from year to year and may include nutrigenomics, advanced critical care nutrition, bioenergetics of food, advanced nutrient metabolism, nutrition and behavior, nutrition and exercise. Course Information: May be repeated. Prerequisite(s): Consent of the instructor.","Human Nutrition (HN)","1-4 hours"
"HN 595","Seminar in Human Nutrition","Topics of current interest in human nutrition. Includes discussions of current journal articles and important new developments in the specific disciplines. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated with approval. Approval to repeat course granted by the department. Prerequisite(s):HN 410; or consent of the instructor.","Human Nutrition (HN)","1 hour"
"HN 596","Independent Study in Human Nutrition","Study in selected areas of human nutrition is carried out under the direction of a faculty member. Modes of investigation are determined by the nature of the problem selected. Course Information: May be repeated. Students may register in more than one section per term. Prerequisite(s): Admission to the human nutrition graduate program and consent of the instructor.","Human Nutrition (HN)","1-4 hours"
"HN 597","Master's Project Research","For nutrition graduate students who wish to pursue a project other than thesis research. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Students may register in more than one section per term. Prerequisite(s): Consent of the instructor.","Human Nutrition (HN)","0-8 hours"
"HN 598","Research in Human Nutrition","Independent research in one area of human nutrition. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Consent of the instructor.","Human Nutrition (HN)","0-16 hours"
"HN 599","Ph","Independent dissertation research by the student, under the guidance of the advisor. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Consent of the faculty adviser.","Human Nutrition (HN)","D"
"HUM 110","Introduction to the Humanities I: Critical Thinking, Writing, and Literature","An exploration of modes of thought and self-expression through literature and philosophy. Topics will vary. Course Information: This course is open only to students in the Odyssey Project.","Humanities (HUM)","4 hours"
"HUM 111","Introduction to the Humanities II: U","How humans experience, investigate, make, and represent the world. Course Information: Open only to students in the Odyssey Project.","Humanities (HUM)","S"
"HUM 120","Engaged Humanities: Understanding the Individual and Society","An exploration of the complex relationship between the individual and society, with special attention given to the Chicago context and activities designed to develop student research and writing skills. Topics will vary. Course Information: Credit is not given forHUM 120if student has credit inENGL 161.This is a writing-intensive course with extensive practice in expository writing and revision. A grade of B or better inHUM 120will satisfy theENGL 161requirement. Prerequisite(s): Grade of B or better inENGL 160or placement intoENGL 161. Open only to freshmen. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Discussion.Individual and Society course.","Humanities (HUM)","4 hours"
"HUM 201","Topics in the Humanities","Introduction to key concepts and ideas in the humanities. Students in this course may join the Engaged Humanities Initiative and receive funding for humanities research. Course Information: May be repeated to a maximum of 9 hours if topics vary. Prerequisite(s):ENGL 161; orHUM 120; or consent of the Engaged Humanities Initiative (https://ehi.uic.edu/).","Humanities (HUM)","3 hours"
"HUM 210","Seminar in the Humanities","Focuses on in-depth discussion of topics in the humanities and builds on methods introduced inHUM 110andHUM 111. Course Information: Open only to students in the Odyssey Project. Prerequisite(s):HUM 110andHUM 111; or consent of the instructor.","Humanities (HUM)","3 hours"
"IE 118","Energy for Sustainable Society","Focuses on how energy systems work today and how they can work in a decarbonized sustainable future, while still meeting the critical energy needs of global developed and developing societies. Course Information: Same asME 118.Individual and Society course.","Industrial Engineering (IE)","3 hours"
"IE 198","Special Topics in Engineering Graphics","Specific topics are announced each term. Course Information: May be repeated. Students may register in more than one section per term. Prerequisite(s): Prerequisite may vary by section according to topic.","Industrial Engineering (IE)","1-4 hours"
"IE 201","Financial Engineering","Principles and techniques of economic analysis in engineering; Financial decision making; Single and multi project selection techniques. Course Information: Prerequisite(s):MATH 181.","Industrial Engineering (IE)","3 hours"
"IE 312","Dynamic Systems and Control","Dynamics of linear systems. Modeling of mechanical, electrical, fluid, and thermal systems. Analysis and design of feedback control systems. Analytical, computer and experimental solution methods. Time and frequency domain techniques. Course Information: Same asME 312. Prerequisite(s):CS 109andECE 210andMATH 220; and sophomore standing or above; or approval of the department.","Industrial Engineering (IE)","3 hours"
"IE 342","Probability and Statistics for Engineers","Probability, random variables, mathematical expectation, discrete and continuous distributions, sampling distributions, estimation theory, and test of hypothesis. Course Information: Prerequisite(s):MATH 181.","Industrial Engineering (IE)","3 hours"
"IE 345","Regression Applications and Forecasting in Engineering","Single and multiple regression analysis of variance, examination of residuals, introduction to time series analysis, and analytical forecasting techniques; application to engineering system. Course Information: Prerequisite(s):IE 342.","Industrial Engineering (IE)","3 hours"
"IE 348","Artificial Intelligence and Data Mining for Engineering Applications","Provides a comprehensive understanding of artificial intelligence (AI), data analytics, and ethics in AI in the context of Operations and Industrial Engineering Applications. Course Information: Same asME 348. Extensive computer use required. Prerequisite(s):IE 342.","Industrial Engineering (IE)","3 hours"
"IE 365","Work Productivity Analysis","Operations analysis; man-machine relationship; motion study; micromotion study, time study; predetermined time systems; performance rating; standard data techniques; work sampling; wage payment plans. Course Information: Prerequisite(s):IE 342. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory-Discussion and one Lecture-Discussion.","Industrial Engineering (IE)","4 hours"
"IE 380","Manufacturing Process Principles","Introduction to basic manufacturing processes such as casting, bulk deformation, sheet metal forming, metal cutting. Interaction between materials, design and manufacturing method. Economics of manufacturing. Course Information: Same asME 380. Prerequisite(s):CME 203.","Industrial Engineering (IE)","3 hours"
"IE 391","Industrial Engineering Practicum","Provides students with the opportunity to apply the skills and knowledge gained in previous engineering courses within a professional, working environment. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. A maximum of 1 hour awarded toward degree requirements. Prerequisite(s): Approval of the Department.","Industrial Engineering (IE)","1 hour"
"IE 392","Undergraduate Research","Research under close supervision of a faculty member. Course Information: May be repeated to a maximum of 6 hours. Prerequisite(s): Consent of the head of the department.","Industrial Engineering (IE)","1-3 hours"
"IE 394","Senior Capstone Design","Systematic approach to the design process. Creative problem solving. Design methodology and engineering principles applied to open-ended design problems with inherent breadth and innovation. Course Information: Same asME 394. Credit is not given forIE 394if the student has credit forME 396orIE 396. Prerequisite(s): Senior standing or above; or approval of the department.","Industrial Engineering (IE)","4 hours"
"IE 396","Senior Design I","Systematic approach to the design process. Creative problem solving. Design methodology and engineering principles applied to open-ended design problems with inherent breadth and innovation. Course Information: Same asME 396. Credit is not given forIE 396if the student has credit inIE 444orME 444orIE 445orME 445. Prerequisite(s):ME 347andIE 201; orIE 201and Credit or concurrent registration inIE 345. Open only to seniors. Open only to seniors. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Industrial Engineering (IE)","3 hours"
"IE 397","Senior Design Il","The systematic approach to the design process; creative problem solving; design methodology and engineering principles learned inME 396are applied to complete the Senior Design project. Course Information: Same asME 397. Credit is not given forIE 397if the student has credit forIE 444orME 444orIE 445orME 445. Prerequisite(s):ME 396; orIE 396; and senior standing or above. Requires concurrent registration inME 499orIE 499.","Industrial Engineering (IE)","2 or 3 hours"
"IE 411","Mechatronics I","Elements of mechatronic systems, sensors, actuators, microcontrollers, modeling, hardware in the loop simulations, real time software, Electromechanical systems laboratory experiments.  Course Information:  Same asME 411.  3 undergraduate hours.  4 graduate hours.  Extensive computer use required.  Prerequisite(s):  Senior standing or above or approval of the department.  Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Industrial Engineering (IE)","0-4 hours"
"IE 412","Dynamic Systems Analysis I","Classical control theory, concept of feedback, laplace transform, transfer functions, control system characteristics, root locus, frequency response, compensator design. Course Information: Same asME 412. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):ME 308.","Industrial Engineering (IE)","3 or 4 hours"
"IE 441","Ergonomics and Human Factors","The study of principles and techniques associated with ergonomic problems. Topics include human information input and processing, human output and control, and ergonomic considerations in safety. Course Information: Same asEOHS 441. Previously listed as IE 341. 3 undergraduate hours; 4 graduate hours. Prerequisite(s): Credit or concurrent registration inIE 342or consent of the instructor.","Industrial Engineering (IE)","3 or 4 hours"
"IE 442","Design and Analysis of Experiments in Engineering","Covers different methods for statistical design of engineering experiments, executing them and analyzing their results. Course Information: Prerequisite(s):IE 342. Class Schedule Information: To be properly registered, student must enroll in one Lecture-Discussion and one Laboratory-Discussion.","Industrial Engineering (IE)","0-4 hours"
"IE 444","Interdisciplinary Product Development I","Systematic approach to the design process. Creative problem solving. Cross-functional teams (w/students from other departments/colleges) research and apply new product concepts to open-ended design problems. Course Information: Same asME 444. 3 undergraduate hours. 4 graduate hours. Credit forIE 444is not given if the student has credit inME 396orME 397orIE 396orIE 397. Year-long (with IE/ME 445) project course. Prerequisite(s):ME 347andIE 201; orIE 345andIE 201; and senior standing or above; and consent of the instructor.","Industrial Engineering (IE)","3 or 4 hours"
"IE 445","Interdisciplinary Product Development 2","Cross-functional teams (w/students from AD 420 andMKTG 594) research and develop new product concepts.  Focus on solutions to the opportunities identified in IE/ME 444to functional prototypes.  Serves as a replacement for IE/ME 396. Course Information:  Same asME 445. Year-long (with IE/ME 444) project course.  Prerequisite(s):IE 444orME 444; and senior standing or above; and consent of the instructor.
Systematic approach to the design process. Creative problem solving. Cross-functional teams (w/students from other departments/colleges) research and apply new product concepts to open-ended design problems. Focus on solutions to the opportunities. Course Information: Same asME 445. Credit is not given forIE 445if the student has credit inME 396orME 397orIE 396orIE 397. Year-long (with IE/ME 444) project course. Prerequisite(s):IE 444orME 444; and senior standing or above; and consent of the instructor.","Industrial Engineering (IE)","4 hours"
"IE 446","Advanced Quality Control and Reliability","Principles of statistical quality control including control by variable and by attribute, construction and use of control charts for variables, fraction defectives and number of defects and use of standard plans, reliability and life cycle testing. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IE 342.","Industrial Engineering (IE)","3 or 4 hours"
"IE 461","Safety Engineering","Human protection systems; accident and emergency handling; manufacturing and service hazard systems. Course Information: Same asEOHS 460. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IE 342andIE 365; or consent of the instructor.","Industrial Engineering (IE)","3 or 4 hours"
"IE 463","Manufacturing Facilities Design and Material Handling","Facilities design functions, computer-aided plant layout, facility location, warehouse layout Minimax location, deterministic and probabilistic conveyor models. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s): Credit or concurrent registration inIE 201and Credit or concurrent registration inIE 345and Credit or concurrent registration inIE 365and Credit or concurrent registration inIE 472.","Industrial Engineering (IE)","3 or 4 hours"
"IE 464","Virtual Automation","Fundamentals of manufacturing and automation modeling using CAD/CAM and computer-integrated manufacturing methods; concepts of virtual manufacturing; industrial robots and automated factory models within virtual environments. Course Information: Same asME 464. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):CS 107or CS 108. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion, and one Laboratory.","Industrial Engineering (IE)","0-4 hours"
"IE 465","Manufacturing Information Systems","Design and implementation of supervisory control and data acquisition systems; manufacturing systems controller and communication networks. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s): Senior or graduate standing, or consent of the instructor; and familiarity with computer programming. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory-Discussion and one Lecture-Discussion.","Industrial Engineering (IE)","0-4 hours"
"IE 466","Production Operation Analytics and Inventory Control","Principles of production planning, master scheduling, job sequencing, design and control of deterministic and stochastic inventory systems, material requirement planning, and supply chain management. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IE 345and Credit or concurrent registration inIE 472.","Industrial Engineering (IE)","3 or 4 hours"
"IE 467","Discrete Event Computer Simulation Application","The solution of industrial application problems by means of discrete event computer simulation. Simulation model building. Input analysis. Output analysis. In depth study of some specific simulation programming languages, with projects. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IE 342.","Industrial Engineering (IE)","3 or 4 hours"
"IE 468","Virtual Manufacturing","Virtual reality applications in manufacturing systems design, manufacturing applications of networked virtual reality, virtual reality modeling of occupational safety engineering. Course Information: Same asME 468. 3 undergraduate hours. 4 graduate hours. Prerequisite(s):CS 107or CS 108.","Industrial Engineering (IE)","3 or 4 hours"
"IE 471","Operations Research I","Introduction to operations research, formulation of linear programming problems, simplex methods, duality theory, sensitivity analysis, network models, and integer linear programming. Course Information: 3 undergraduate hours. 4 graduate hours. No graduate credit for industrial engineering majors. Prerequisite(s):MATH 310.","Industrial Engineering (IE)","3 or 4 hours"
"IE 472","Operations Research II","Nonlinear programming problems, unconstrained optimization search  techniques. Kuhn-Tucker theorems, quadratic programming, separable programming, meta heuristics, goal programming, and dynamic programming. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):CS 107orCS 109, andIE 471or graduate standing.","Industrial Engineering (IE)","3 or 4 hours"
"IE 473","Stochastic Processes and Queuing Models","Stochastic dynamic systems, queuing networks, probabilistic state transition models and nondeterministic decision making models. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IE 342and Credit or concurrent registration inIE 471andMATH 210.","Industrial Engineering (IE)","3 or 4 hours"
"IE 481","Additive Manufacturing Process","Covers aspects of additive manufacturing. The types that are covered are generic process, design, vat photopolymerization, extrusion based, jetting, direct writing, 3D bio-printing, powder bed fusion, slicing, and data representation. Course Information: Same asME 481. 3 undergraduate hours. 4 graduate hours. Recommended background: Manufacturing Processes.","Industrial Engineering (IE)","3 or 4 hours"
"IE 494","Special Topics in Industrial Engineering","Particular topics vary from term to term depending on the interests of the students and the specialties of the instructor. Course Information: 3 undergraduate hours. 4 graduate hours. May be repeated. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","3 or 4 hours"
"IE 496","Undergraduate Senior Design Thesis I","Introduction to the principles and practice of product design: specifications, evaluation of design alternatives, technical reports, and oral presentations, through independent  design projects. Course Information: Same asME 496. Credit only given to nondegree students. No graduation credit given to students enrolled in Engineering. Extensive computer use required. Field trips required at a nominal fee. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","0-8 hours"
"IE 497","Undergraduate Senior Design Thesis II","ntroduction to engineering design and research methods: design tools, product conception and development, simulation, prototyping, technical reports and presentations, literature survey and undergraduate thesis. Course Information: Same asME 497. Credit only given to nondegree students. No graduation credit given to students enrolled in Engineering. Extensive computer use required. Field trips required at a nominal fee. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","0-8 hours"
"IE 499","Professional Development Seminar","Students are provided general information about their role as UIC MIE alumni in society and the role of the University in their future careers.  Students provide evaluations of their educational experience in the MIE department. Course Information: Same asME 499. Satisfactory/Unsatisfactory grading only. Prerequisite(s): Open only to seniors; and approval of the department. Must be taken in the student's last semester of study.","Industrial Engineering (IE)","0 hours"
"IE 511","Mechatronics II","Microcontrollers used in electro-mechanical systems for measurement and control purposes, interface hardware, real time software and development tools, applications in robotic motion control and factory automation.  Course Information:  Same asME 511.  Prerequisite(s):ME 411and consent of the instructor.  Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Industrial Engineering (IE)","4 hours"
"IE 525","Technology to Promote Physical Activitiy Among Persons with Disabilities","Applications of new and emerging technologies to promote participation in and adherence to healthful physical activity by people with disabilities. Considers ways of redesigning physical, social and attitudinal environments to achieve these outcomes.  Course Information:  Same as DHD 525. Recommended background:DHD 515or an equivalent course on interpreting research findings.","Industrial Engineering (IE)","3 hours"
"IE 542","Advanced Computational Methods for Product and Process Design","Deterministic and statistical methods for modeling and optimizing engineering systems, in the broad context of product design, manufacturing process development, and designing for life cycle issues. Course Information: Same asME 542. Prerequisite(s): Programming language experience.","Industrial Engineering (IE)","4 hours"
"IE 545","Wearable Robots for Assistance and Rehabilitation","Introduces wearable robots to help humans with disabilities and control methods of electromechanical devices that interact with humans such as robotic prostheses and exoskeletons. Model-free intervention methods and human adaptation. Course Information: Same asME 545. Extensive computer use required. Recommended background: Basic understanding of dynamic systems and control, mechatronics, and programming skills (matlab or python). Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Industrial Engineering (IE)","4 hours"
"IE 552","Applied Stochastic Processes","Stationary point processes; Markov renewal theory; semi-Markov processes; regenerative processes; computational methods and applications to queues, inventories, dams, and reliability. Course Information: Prerequisite(s):IE 342.","Industrial Engineering (IE)","4 hours"
"IE 562","Supervisory Control of Discrete Event Systems","Discrete event systems; languages and automata, supervisory control, timed models, supervisory control applications. Course Information: Extensive computer use required.","Industrial Engineering (IE)","4 hours"
"IE 565","Expert Systems in Manufacturing","Industrial uses of expert systems; applicability to industrial processes; availability of commercial expert systems; design and implementation of expert systems; knowledge engineering, research uses of expert systems. Course Information: Prerequisite(s): CS 102 orCS 107or the equivalent.","Industrial Engineering (IE)","4 hours"
"IE 567","Industrial AI and Applications to Machine Health Diagnosis and Prognosis","Industrial AI techniques including deep learning, transfer learning, generative AI, large language model (LLM), IoT-integrated analytics, and related ethics/society/human factors for modern machine health diagnostics and prognosis.","Industrial Engineering (IE)","4 hours"
"IE 569","Virtual and Augmented Reality for Industrial Applications","Principles and practices of virtual and augmented reality for industrial applications such as manufacturing, construction, transportation, worker training, and human-machine teaming; projects for the design and evaluation of VR/AR applications. Course Information: Same asME 569. Extensive computer use required.","Industrial Engineering (IE)","4 hours"
"IE 571","Statistical Quality Control and Assurance","The importance of quality in products and services, quality surveillance, Deming's management method, Ishikawa's seven tools, control charts, acceptance sampling, quality improvement using directed experiments. Course Information: Same asIDS 571. Prerequisite(s): At least one term of statistics.","Industrial Engineering (IE)","4 hours"
"IE 575","Integer and Combinatorial Optimization","Modeling, computational complexity, polyhedral theory, valid inequalities, duality and relaxation, branch-and-bound algorithms, cutting plane algorithms, heuristic algorithms, and real-world application. Course Information: Prerequisite(s):IE 471.","Industrial Engineering (IE)","4 hours"
"IE 576","Nonlinear Optimization","Convex analysis, line search techniques, unconstrained and constrained optimization, optimality conditions, duality, convex and nonconvex optimization, large-scale optimization, and real-world applications. Course Information: Prerequisite(s):IE 471or the equivalent.","Industrial Engineering (IE)","4 hours"
"IE 591","Industrial Engineering Internship","Provides students with the opportunity to apply the skills and knowledge gained in previous engineering courses within a professional, working environment. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. A maximum of 4 hours awarded toward degree requirements. Prerequisite(s): Approval of the Department.","Industrial Engineering (IE)","1 hour"
"IE 594","Current Topics in Industrial Engineering","Particular topics vary from term to term depending on the interests of the students and the specialties of the instructor. Course Information: May be repeated. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","4 hours"
"IE 595","Industrial Engineering Seminar","Advances in Industrial Engineering research will be discussed in a seminar setting. Course Information: Satisfactory/Unsatisfactory grading only. Must be taken every semester by all registered MS and PhD students in Industrial Engineering. Students taking the course for one credit hour submit reflective summaries of the presentations. Prerequisite(s): Graduate standing in industrial engineering.","Industrial Engineering (IE)","0-1 hours"
"IE 596","Independent Study","Individual study under close supervision of a faculty member. Course Information: May be repeated to a maximum of 4 hours. Students may register in more than one section per term. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","1-4 hours"
"IE 598","M","Individual research in specialized problems under close faculty supervision. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","S"
"IE 599","Ph","Individual research on specialized problems under close faculty supervision. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Consent of the instructor.","Industrial Engineering (IE)","D"
"IDS 200","Intro to Management Information Systems","Introduction to concepts and application of information technology for solving business problems and supporting organizational functions. Includes hands-on instruction on use of computer-based productivity tools. Course Information: Previously listed as IDS 100. Class Schedule Information:  During the fall and spring terms, combined section final exam will be held on Thursday of finals week from 3:30 to 5:30 p.m. To be properly registered, students must enroll in one Laboratory-Discussion and one Lecture.","Information and Decision Sciences (IDS)","4 hours"
"IDS 201","Introduction to Business Programming","Disciplined computer-assisted problem solving. Structured programming, data types and data structures, modularization. Program design for business information- and decision-support. Course Information: Credit is not given forIDS 201if the student has credit for MCS 260. Prerequisite(s):IDS 200andMATH 160or the equivalent courses. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Information and Decision Sciences (IDS)","3 hours"
"IDS 270","Business Statistics I","Working with business data. Data summarization, visualization, business insights. Probability, sampling distributions, confidence intervals, hypothesis testing and introduction to linear regression. Use of software for data visualization and analysis. Course Information: Prerequisite(s):MATH 160or an upper-level MATH course. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion.","Information and Decision Sciences (IDS)","4 hours"
"IDS 312","Business Project Management","An integrative approach to learning how projects contribute to the strategic goals of the organization.  Major issues:  selecting projects,  project management techniques and tools, budgeting, monitoring, risk mitigation, and interpersonal skills.","Information and Decision Sciences (IDS)","3 hours"
