department,course_code,course_title,course_description,course_credits
ENVR - Environmental Sciences,Environmental Sciences Internship,ENVR 4304,This course provides students with on-site training and experience in environmental science while completing an internship or co-operative education placement. The placement chosen will be mutually agreed upon by the student and the faculty member.,3
ENVR - Environmental Sciences,Environmental Economics,ENVR 4306,"This course explores the interdependencies between the environment and the economy. It applies basic and essential economic theories and analytical tools to address issues involving the joint interaction of economic activity, the environment, and the use of natural resources. The focus includes market failure, externalities from diverse pollutants, property rights for environmental goods, inter-temporal allocation of exhaustible resources, sustainable development, environmental polarization, various policy solutions to address environmental challenges, and environmental valuation.",3
ENVR - Environmental Sciences,Fundamentals of Soil Science,ENVR 4320,"This course is designed to provide an overview of the fundamental concepts in soil science: Genesis, Classification and Morphology, Physics, Chemistry, Fertility, Biology, and Land Use. This course will provide the students with a formalized way to build their fundamental knowledge and skills within the different areas of soil science. This course is divided into seven modules: i) Fundamentals of Soil Genesis, ii) Classification, and Morphology, iii) Fundamentals in Soil Chemistry and Mineralogy, iv) Fundamentals in Soil Fertility and Nutrient Management, v) Soil Biology and Soil Ecology, vi) influences and Management of Soil Physical Properties and vii) Soil and Land Use Management.",3
ENVR - Environmental Sciences,Soil Ecology,ENVR 4321,"Soil Ecology will discuss the influence of abiotic conditions on organisms and organisms' impact on their surroundings. As nutrient cycles are driven by the biochemical activities, biogeochemical cycles will be an important topic. Decomposition of organic substrates and the synthesis of and properties impacted by soil organic matter are important topics in this section. We will finish with brief coverage of practical functional applications driven by soil organisms and ecology such as composting, degradation and remediation of pollutants.",3
ENVR - Environmental Sciences,Soil Chemistry,ENVR 4322,"This course is designed for students who are interested in soil science, environmental remediation, and agricultural and natural resource conservation in chemistry context. This course will provide students with necessary theoretical and practical knowledge in understanding and solving agricultural and environmental problems in soil science. Topics include soil minerals, natural organic matter, surface charge, soil solution chemistry, redox reactions in soil, and sorption of inorganic and organic contaminants.",3
ENVR - Environmental Sciences,Soil Physics & Hydrology,ENVR 4323,"The course soil physics and hydrology is concerned with the application of physical principles to characterization of soil properties and to understanding the variety of dynamic processes occurring in soils. These include: (i) the study of physical properties of soils and other porous media, including but not limited to particle and pore size distributions, water retention and hydraulic conductivity, thermal capacity and conductivity, and soil strength; (ii) the measurement, prediction, and control of physical processes taking place in and through the soul, such as water infiltration and redistribution, solute and contaminant transport, and heat flow; and (iii) the study and control of physical conditions and processes affecting plant growth with respect to the zone comprising atmospheric influences (i.e., radiation, rainfall, evapotranspiration) at the top boundary, and the groundwater at the lower boundary.",3
ENVR - Environmental Sciences,Urban Sustainability,ENVR 4357,"What are the challenges and constraints faced by scientists and city leaders in embracing sustainability in the urban milieu? How can the diverse elements of the urban mosaic fit together to make our cities more resilient? In this course we explore the strategies used by governments and a diversity of stakeholders to develop and implement urban sustainability. Themes discussed include urban agriculture, distributed energy, green space and biodiversity, sanitation and pollution prevention, building design, public transportation, and urban politics and sociology. The objective is to familiarize students with the issues encompassed by urban sustainability and the process through which it is implemented.",3
ENVR - Environmental Sciences,Topics in Environmental Sciences,ENVR 4370,"Topics will cover specialized areas of study in the environmental sciences that tend to not be part of regular course offerings. Subjects may vary from semester to semester, depending on the faculty member teaching the course. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.",3
EPSY - Educational Psychology,Human Development and Student Learning,EPSY 3331,This course focuses on applications of human from birth to preadolescence in children from culturally and linguistically-diverse populations including students with exceptionalities. Topics include major learning and motivational theories as they apply to the teaching and learning process in learner-centered environments. This course integrates educational technology and may require field experiences.,3
EPSY - Educational Psychology,Working with Families,EPSY 3332,This course focuses on working with families and agencies,3
EXAR - Expressive Arts,Foundations of Expressive Arts,EXAR 2300,"This course explores the basic principles of expressive arts and the therapeutic use of expressive arts. Students will review expressive arts philosophy, history theory, and practices using creative writing, visual arts, and performance arts in processes of personal growth, healing, and change. Parallels between creative and therapeutic processes as well as the role of creativity in healing generally are covered. The class includes lectures, demonstrations, and experiential activities. Students do not need an art or mental health background or aptitude to attend.",3
EXAR - Expressive Arts,Expressive Arts Modalities in Counseling,EXAR 3300,"This course is an introduction to selected therapeutic approaches used in behavioral health settings, including evidence-based and alternative practices. Students will gain familiarity with motivational interviewing as well as theories of individual and family services using a range of expressive arts modalities. The class includes lectures and experiential activities. Students do not need an art or mental health background or aptitude to attend.",3
EXAR - Expressive Arts,Expressive Arts Theories,EXAR 3325,"In this course, students will prepare for community-based collaborations with various physical and mental health practitioners and other caregivers and their patients/clients. Through guided experimentation and thorough review of theories and techniques from current literature, students will practice and evaluate the use of creative expression as a catalyst for therapeutic change and self- development. Students will develop a comprehensive written plan for creating, administering, and managing healing experiences. Students do not need an art or mental health background or aptitude to attend.",3
EXAR - Expressive Arts,Expressive Arts Practice,EXAR 3350,"In this course, students will study the integrative use of a wide variety of visual, musical, written, theatrical, and other performing and creative arts to identify possibilities for creative therapeutic care not typical in traditional approaches to physical and mental healthcare. Art processes and their relationships to healing potentiality and practical applications are covered. The class includes case studies, observations, and experiential practice of expressive arts modalities. Students do not need an art or mental health background or aptitude to attend.",3
EXAR - Expressive Arts,Expressive Arts Applications,EXAR 4300,"This course explores the use of expressive arts across varied practice settings such as hospitals, community clinics, assisted living facilities, education institutions, correctional institutions, and child care facilities and across various consumers including individuals, families, and other groups. The course also covers approaches for identifying specific expressive arts modalities for use with diverse populations including persons with disabilities. The class includes lectures and supervised observation of the therapeutic use of expressive arts techniques in the field.",3
EXAR - Expressive Arts,Expressive Arts Capstone Experience,EXAR 4350,"In this capstone course, students will continue to develop their  professional expressive art skills  through a choice of experiential activities that may include clinical placements, other community-based experiences, independent projects, collaborative research, and other activities approved by the capstone supervisor/instructor. The experience is intended to support the student's ability to connect the foundational philosophies, theories, modalities, and the therapeutic practices of expressive arts to the mind-body connection, self-reflection, and the change processes of individuals and communities. Students will be required to develop a portfolio of their capstone activities and experiences.",3
FILM - Film Studies,History of Film as a Visual Art,FILM 2312,"FILM 2312focuses on a historical analysis of film as a creative artifact and a product of the human imagination as it introduces the basic tools for appreciating and discussing the visual landscape of film. Through its historical approach, it encourages the investigation of cinema as a response to human experience across a variety of cultural and historical contexts.",3
FILM - Film Studies,Introduction to Film Studies,FILM 3307,"An introduction to the study of film as a particular literary genre with special emphasis on fictional film, technical film analysis, and cinematic interpretation. Crosslisted as ENG 3307.",3
FILM - Film Studies,Literature and Film Adaptation,FILM 3308,"A study of film adaptation of literary works with a special focus on the different types of adaptations, the level of fidelity, and the historical and technical differences between the two artistic mediums. Crosslisted as ENG 3308.",3
FILM - Film Studies,History and Significance of Motion Picture,FILM 3325,"Historical survey of motion pictures from 1890s to the present. Students will view, study and review major motion pictures from various periods, noting important periods, styles, genres and movements in the dramatic film (including foreign films and TV).",3
FILM - Film Studies,Topics in Film Theory,FILM 4307,"A study of film critics' and theorists' responses to film and the various theories that have been developed, including formalism, realism, auteurism, ideology critique, feminism, psychoanalysis, and cultural studies. Crosslisted withENGL 4307. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.",3
FILM - Film Studies,Topics in International Film,FILM 4308,"Investigates the cultural, political, aesthetic, ideological, historical and theoretical issues of international cinema. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.Crosslisted withENGL 4308.",3
FILM - Film Studies,Special Topics in Film,FILM 4309,"Advanced study of the film associated with a particular movement, genre, director, theme, or stylistic technique. May be repeated for additional credit as topic varies. A total of 6 credits can be earned. Crosslisted withENGL 4309.",3
FILM - Film Studies,Independent Study in Film,FILM 4399,Course is designed for students who wish to independently pursue in-depth study of a specified Film Studies topic with the direction of a faculty member. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.,3
FINA - Finance,Internship in Finance,FINA 3300,This internship is designed to provide students with an opportunity to gain real-world finance experience by working with a participating employing firm or organization. The students will be supervised by a faculty member who will serve as a liaison between the employing organization and the academic department to ensure compliance with specific learning and experience requirements. The employment can be either paid or unpaid and must include at least 10 hours of work each week for the duration of one academic term.,3
FINA - Finance,Introduction to Finance,FINA 3380,"Analyzes the finance function in the firm and the specific responsibilities of the firm's corporate manager. Emphasis is placed on financial decisions using managerial information systems as an integrating force to deliver planned results. This study includes, but is not limited to, decisions affecting the internal management of the firm and the acquisition of new assets and funds.",3
FINA - Finance,Investment Principles,FINA 3382,Provides an overview of the valuation of investment securities of corporations and governmental agencies. The purchase and sale of securities through brokerage houses and investment banking firms are also studied.,3
FINA - Finance,Fundamentals of Real Estate,FINA 3384,"Studies the physical and economic characteristics of real estate, particularly as they relate to law, taxation, appraisal, marketing and finance.",3
FINA - Finance,Principles of Insurance,FINA 3385,"Studies the identification and control of risks facing the individual and the business firm, as well as the use of insurance and other mechanisms in dealing with them, are studied. Other topics include risk analysis, loss prevention, personal and property insurance, insurance programs, and estate plans.",3
FINA - Finance,Financial Institutions and Markets,FINA 3386,"Studies of the dynamics of financial markets and their interaction with the suppliers of funds, particularly financial intermediaries, are studied in this course.",3
FINA - Finance,Real Estate Finance,FINA 3387,"Provides an analysis of the nature and problems of developing the financing of real estate. Also, it covers a study of financial markets and instruments that are used to solve the financial needs of various real estate activities.",3
FINA - Finance,Fundamentals of Financial Planning,FINA 3388,"Analyzes the multifaceted task of financial planning. Financial planning is a life-long process that assists families in taking control of their financial future. Topics include four broad areas: basics, borrowing, investing, and protection. In addition, the course provides learning activities that will facilitate student growth and development in written and oral communication skills.",3
FINA - Finance,Retirement Planning,FINA 3389,"Designed to examine the topics of retirement planning and retirement plans from both the employer/employee and individual client settings. A case study approach will be used to apply and integrate the material, and evaluation of financial alternatives will be emphasized. In addition, the course will provide learning activities that will facilitate student growth and development in written and oral communication skills.",3
FINA - Finance,Entrepreneurial Finance,FINA 3393,Provides an in-depth analysis of venture financing and techniques to manage entrepreneurial risk.,3
FINA - Finance,"Bitcoin, Blockchain, and Cryptoassets",FINA 3399,"This course is an introduction to cryptocurrencies and blockchain technology. The course offers a nontechnical discussion of monetary theory, enabling the students to understand how cryptocurrencies are a radical departure from existing monetary instruments and provides an overview of blockchain technology and the Bitcoin system. In addition, this course covers the technical aspects of Bitcoin in more detail, covering such topics as the Bitcoin network, its communications protocol, the mathematics underpinning decentralized validation, transaction types, the data structure of blocks, the proof-of-work consensus mechanism, and game theory. Additionally, the course discusses specific issues and applications, including price volatility, regulatory uncertainty, and central bank cryptocurrencies, as well as such alternative applications as decentralized verification and attestation, tokens, and smart contracts.",3
FINA - Finance,Topics in Finance,FINA 4300,Analyzes a special finance topic and will be selected by the instructor. Total course content and requirements will be established on an individual basis by the instructor.,3
FINA - Finance,Introduction to Risk Management,FINA 4350,"This course will examine the way business and society make an assessment of control and transfer of risk. It is designed for the student with no previous knowledge of risk management. The goal of the course is to engage the active discovery of risk management principles. Students will be prepared to function in a business environment developing an awareness of the challenges, tools, and the process of designing and implementing of a risk management program. This course focuses on the ways business and society access, control, and transfer risk. This process known as the risk management process, is becoming an increasingly important tool in the management of business and personal financial health. An effective and efficient corporate risk management program leads to the knowledge and control of cost for an improved bottom line. The risk management process involves identification of risks and associated potential costs, analysis of causes of financial loss, determination of strategies to reduce risk, selection of strategies appropriate the goals and objectives of the business, implementation of selected strategies, management, and monitoring results. This course will cover risk management tools, analysis, and strategies for banking, corporations, and insurance.",3
FINA - Finance,Financial Modeling in Excel,FINA 4360,The focus of the course is on the implementation of financial topics in Excel. Students will be introduced to both simulation and optimization models as well as various forecasting techniques.,3
FINA - Finance,Fixed-Income Securities,FINA 4371,"Fixed-income securities are tradable financial instruments issued to raise capital. Fixed-income securities pay a periodic fixed income to investors. Students learn the terms and conditions of fixed-income markets, the valuation of fixed-income securities, and the use of fixed-income securities in portfolio investments.",3
FINA - Finance,Financial Derivatives,FINA 4372,"The purpose for attending this course is to learn the valuation theory and the trading practice of financial derivatives such as forwards, futures, and options. Students learn about derivative security or contingent claim that represents financial instruments, which are contracts whose value depends on the value of another asset such as agricultural commodities, equity stock, equity index, bond, barrel of oil, foreign currencies, etc. Students learn to utilize these instruments as investment tools to tailor the amount and type of risk taken such as risk associated with changes in interest rates, exchange rates, stock prices, commodity prices, inflation, weather, etc. Students are introduced to how financial derivatives are utilized by large institutions and small investors to hedge unwanted risks or to take on additional risk motivated by future market movements.",3
FINA - Finance,International Finance,FINA 4381,"Discusses the application of finance principles in the international environment, including the nature of the balance of payment mechanism, the factors affecting the foreign exchange market, defensive techniques to protect the business against foreign exchange risk and the investing, financing and working capital management within a multinational firm.",3
FINA - Finance,Advanced Investments,FINA 4382,"Provides the theoretical framework, techniques and applications of investment management. It also develops models for performance evaluation emphasizing optimum combination of risk and return.",3
FINA - Finance,Corporate Finance,FINA 4383,"This finance major capstone course focuses on the major decision areas of corporate finance. This course builds on the theoretical concepts and empirical evidence presented in introductory courses of corporate finance, investments, and financial markets.",3
FINA - Finance,Commercial Banking,FINA 4389,"Analyzes the principles and policies affecting the services, organization and management of funds in the commercial bank. Policy formulation is emphasized. Coordination with general economic and money market conditions are covered.",3
FORL - Foreign Language,Elementary Studies in Foreign Languages I,FORL 1311,A beginning study of foreign languages of importance to the region. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.,3
FORL - Foreign Language,Elementary Studies in Foreign Languages II,FORL 1312,A continuation of study of foreign languages of importance to the region. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.,3
FORL - Foreign Language,Special Topics in Foreign Language Studies,FORL 3311,"This course covers selected topics in foreign language studies not taught in any other foreign language courses. Special topics may include but not limited to foreign language acquisition, cultural and language immersions, or comparative analysis of foreign languages.",3
FREN - French,Beginning French I,FREN 1311,"A study of the essentials of French grammar, pronunciation, elementary conversation and prose reading.",3
FREN - French,Beginning French II,FREN 1312,A continuation ofFREN 1311.,3
FREN - French,Intermediate French I,FREN 2311,"Grammar review, conversation and writing practice based on selected literary and cultural readings. An emphasis on usage of different modes and tenses, as well as complex syntax.",3
FREN - French,Intermediate French II,FREN 2312,"Grammar review, conversation and writing practice based on selected literary and cultural readings. An emphasis on usage of different modes and tenses, as well as complex syntax.",3
FREN - French,Introduction to French Cinema in English,FREN 2323,This course (taught in English) focuses on the technological and artistic roots of cinema and traces the evolution of the art from silent and surrealist movies to the New Wave and the Post-New Wave. The course also revolves around the fundamental question of what renders French films different from Hollywood film.,3
FREN - French,Introduction to French Literature (in English),FREN 2382,"FREN 2382is a course on the cross-cultural tradition of Intimate French and Francophone Literature (from the Renaissance to the present) designed to focus on how beliefs, values, and other dimensions of culture explore and inevitably alter human experience. These diverse literary expressions are designed to provoke an exploration of ideas that foster in turn intellectual and aesthetic creation, thus provoking a more nuanced and profound understanding of the universal quest to make sense of the human condition.",3
FREN - French,Advanced French Grammar I,FREN 3321,"Practice in writing expository, narrative and descriptive prose.",3
FREN - French,Advanced French Grammar II,FREN 3322,Practice in writing critical appreciations of selected literary works.,3
FREN - French,French-English Translation,FREN 3330,"This course is a basic orientation in the theory and practice of translating a text from French into English (direct translation), including consideration of both cultural and morpho-syntactical problems.",3
FREN - French,French/Francophone Literature,FREN 4321,"This course introduces literature through literary genres (drama, poetry, novels or essays). Students will have the opportunity to study in depth the evolution of a genre as well as the literary devices used by writers in the production of that genre. This course can be repeated according to the genre for study. Course taught in French. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.",3
FREN - French,Introduction to French Culture and Civilization II in French,FREN 4325,A study of French Culture and Civilization from the French Revolution of 1789 to the present.,3
FREN - French,Survey of French Literature II,FREN 4326,"This course offers an overview of French Literature. It introduces students to masterpieces of the 19th, 20th and 21st centuries. Course taught in French. Cannot be repeated.",3
FREN - French,Special Topics in French,FREN 4339,This course can cover a wide range of topics associated with French and Francophone Cultures. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.,3
GEOG - Geography,World Regional Geography,GEOG 1303,"This course includes the study of the major world regions with emphasis on prevailing conditions and developments, including emerging conditions and trends, and the awareness of diversity of ideas and practices to be found in those regions.",3
GEOG - Geography,Principles of Geography Physics Elementary,GEOG 2313,"An introduction to physical geography with emphasis on weather, ocean currents and climates. Soils and vegetation types and distributions are also studied. Can be counted in the supporting areas of elementary education curriculum.",3
GEOG - Geography,Cultural Geography for Educators I,GEOG 3320,The Cultural geography is the study of the interaction between humans and the natural environment. The course will examine the relationship from the historical past to the present time with major emphasis human cultural diversity.,3
GEOG - Geography,Latin American Geography,GEOG 3333,"A regional study of geography of Mexico, the Caribbean, Central and South America. Includes an investigation of the physical, cultural, and economic factors of various regions and how these affect present day conditions.",3
GEOL - Geology,Introduction to Oceanography,GEOL 1345,"Explores Earth's dynamic oceans. Discusses the disciplines of oceanography including marine geology, chemistry, biology and physical oceanography with emphasis on global change. Topics include: Earth history, tectonics, currents, biogeochemical cycles, ecology and global warming. Design for non-science majors.",3
GEOL - Geology,Physical Geology,GEOL 1403,"The classification and analysis of geologic agents responsible for the origin, structure, and sculpturing of the Earth's crust, including a comprehensive description of materials comprising the Earth.",4
GEOL - Geology,Historical Geology,GEOL 1404,The geologic history of the Earth and its inhabitants as revealed by fossil record with emphasis on North America.,4
GEOL - Geology,Lab Exp Teaching Geology,GEOL 3288,"Student will act as undergraduate teaching assistants in lower level and some upper level geology laboratory sections under direction of the course instructor. Students have responsibility for preparing and presenting lab materials, assisting students in lab work and on field trips, holding office hours, and evaluating student lab papers. Normally students will TA in two lab sections, 8-10 hours per week.",2
GEOL - Geology,Geomorphology,GEOL 3401,"Geomorphology is the study of landforms. This class will emphasize the physical, chemical, and biological processes that create and modify landforms. This course covers the history of landform evolution and the climatic and tectonic conditions that influence landform development.",4
GEOL - Geology,Hydrologic Systems,GEOL 3402,"This course will explore the circulation of water in earth systems. Surface water processes studied will include runoff, routing, evapotranspiration, infiltration, and flooding. Groundwater process will include the basics of ground water flow, aquifer characteristics, and others. Global, national, and regional aspects of water resources management will also be introduced.",4
GEOL - Geology,Oceanography,GEOL 3405,"An introduction to the nature and origin of the world's oceans. Topics will cover geological, chemical, physical, and biological processes throughout the oceans. Credit may be received only in one of ENVR 3405 orGEOL 3405.",4
GEOL - Geology,Mineralogy,GEOL 3411,"Physical, chemical and crystallographic properties, and occurrence of minerals. Examination and description of hand specimens and crystal models. Theory and practice in optical mineralogy and X-ray diffraction.",4
GEOL - Geology,Topics in Geology Lab,GEOL 4170,Specialized lab content not available in other courses. May be repeated for additional credit as topic varies. A total of 2 credits can be earned.,1
GEOL - Geology,Environmental Geology,GEOL 4302,"This course explores the human-planet relationship - how Earth processes influence human lives, and how human actions, in turn, alter the interactions of Earth systems. Hazardous geologic processes, use and care of energy resources, and the human impacts on the environment are the focus of this course.",3
GEOL - Geology,Undergraduate Research Geoscience,GEOL 4309,Independent work in geosciences and/or environmental geosciences under the direction of a faculty member.,3
GEOL - Geology,Topics in Geology,GEOL 4370,Specialized lecture content not available in other courses. May be repeated for additional credit as topic varies. A total of 6 credits can be earned.,3
GEOL - Geology,Sedimentology and Stratigraphy,GEOL 4403,This course will explore the formation of sediments and sedimentary rocks. Students will learn to interpret depositional environments and sequences of stratigraphic beds using multiple tools.,4
GEOL - Geology,Introduction to Geographic Information Systems,GEOL 4411,"This course covers fundamental concepts and techniques of Geographic Information Systems (GIS). Concepts include: the basics of maps including projections, datums, coordinate systems, map interpretation, design and field mapping techniques. Additional concepts include: GPS theory and application within a GIS framework as well as an introduction to ArcGIS software to include geospatial data acquisition, processing, and mapping.",4
GEOL - Geology,Advanced Geographic Information Systems,GEOL 4412,"This course covers more advanced concepts and techniques of Geographic Information Systems (GIS). Concepts include: spatial analysis techniques for both vector and raster-based data models; examination of relational databases and database management systems; and hands-on use of ArcGIS software with an emphasis on the following extensions: Spatial Analyst, Network Analyst, 3-D Analyst, Geostatistical Analyst and Business Analyst in a laboratory setting, and course project.",4
GERM - German,Beginning German I,GERM 1311,"A study of the essentials of German grammar, pronunciation, elementary conversation, and prose editing.",3
GERM - German,Beginning German II,GERM 1312,"A continuation ofGERM 1311, focusing on German grammar, pronunciation, elementary conversation, and prose editing.",3
GSCM - Global Supply Chain Management,Import/Export Theory,GSCM 3310,"This course is designed to expose the student to the fundamental of import and export operations in a global environment. Topics include history of import and export, the global legal environment and practical considerations of importing and exporting.",3
GSCM - Global Supply Chain Management,Forecasting,GSCM 4310,This course is concerning the various business forecasting techniques. This is a quantitative course designed to provide instruction in common techniques used in forecasting as well as the ability to understand the limitations and short comings of various models as well as the ability to interrupt the data.,3
GSCM - Global Supply Chain Management,Materials Management and ERP,GSCM 4320,"This course focuses on management of the supply chain and is developed around the use of an ERP program. The course provides the student with a fundamental understanding of the tools, processes and objectives associated with the analysis and decision-making for successful management of a supply chain.",3
GSCM - Global Supply Chain Management,Import/Export Operations,GSCM 4330,"This course is designed to expose the student to the fundaments of import and export operations in a global environment. Topics include document preparation, valuation, security considerations and shipping via various modes of transportation.",3
GSCM - Global Supply Chain Management,Topics in Global Supply Chain Management,GSCM 4340,"Course will cover contemporary topics related to logistics, supply chain and materials management.",3
GSCM - Global Supply Chain Management,Internship in Global Supply Chain Management,GSCM 4351,Course will be supervised internships with local firms involved in logistics supply chain and materials management,3
GSST - Global Security Studies,Global Security,GSST 4300,"Provides a comprehensive introduction to the evolving field of global security, which requires the advancement of research and analytical skills. Explored are the evolution and politics of security worldwide. Addressed are a wide range of major international issues and global implications. The most severe threats include security threats from state actors, non-state actors, military threats, environmental insecurity, health insecurity, natural threats, identity threats, and criminal threats. Students identify and debate possible measures to address and prevent these problems.",3
GSST - Global Security Studies,Open Source Research,GSST 4305,"This course provides students with the knowledge and skills needed to conduct research using publicly available information appearing in print and/or electronic form. This information includes the Internet, radio, television, newspapers, journals, commercial databases, videos, graphics, specialized publications, citizenâs media, and social media. Students who conduct research investigations learn advanced Internet research strategies, methods, and approaches for using open-source research. Students develop fluency in using available resources for open-source research, including networks, commercial and government databases, academic resources, translation services, and analytical software and research tools. This course provides the essential information, research skills, and techniques needed for open-source research.",3
GSST - Global Security Studies,Interdisciplinary Research and Analysis,GSST 4310,"This course provides the key knowledge and skills needed to undertake research-based problem-solving. It is an introduction to empirical research and analysis as used in behavioral sciences, intelligence, and security settings. Upon the completion of this course, students will understand and discuss the concept and language of research (e.g., hypotheses, variables, types of data, and analysis), will develop the ability to settle on a research topic area, to formulate a research question, to apply a theoretical framework, to identify and use valid and reliable measures, and to gather data, emphasizing the preliminary process of research design. Additionally, students will discuss the role of ethical dilemmas and conflicts of interest in research.",3
GSST - Global Security Studies,Special Topics,GSST 4315,"This course focuses on the new issues that appear in the field of global security studies and aims to provide students with a deeper contextual understanding of those current topics. Bearing in mind that students may require additional courses to complete a concentration, or other circumstances that warrant a full course on a specific topic, flexibility requires the program to offer timely courses that are related to topics as they emerge in the field or as needed. These types of courses often cannot be accommodated in the regular curriculum in a timely manner. On these occasions, courses will be offered under this title. The special topics course may also be used to phase-in new courses to further develop the concentrations. This course may be repeated for credit when the topic changes.",3
GSST - Global Security Studies,Practicum in Global Security,GSST 4320,"In this course, students integrate the broad and specialty knowledge covered in the interdisciplinary courses and the preceding core courses. The course covers various areas, such as threats and defenses to the theft of information,humanitarian crisis, transnational terrorism, health insecurity,natural threats, criminal threats, identity threats,chemical and unconventional weapons,and policies and strategies to keepinformation safe. Students work in teams to prepare an applied case problem involving a current security issue in a commercial, industrial, academic, or government setting to help solve the issue. The course encourages self-reflection through analysis of simulation activities and culminates with each group presenting outcomes from a case to peers and faculty.This course facilitates students building critical thinking, teamwork, and negotiation skills.",3
"GWSP - Gender, Women's and Sexuality Studies","Introduction to Gender, Women's, and Sexuality Studies",GWSP 1301,"This course introduces students to the fields of gender, women's, and sexuality studies. It covers topics such as feminist theories; LGBTQ+ studies; gender performance and identity; and intersectional categories of difference. This interdisciplinary course incorporates historical, political, cultural, social, environmental, and economic perspectives. Specific foci and subjects may vary depending on the instructor's area of expertise.",3
"GWSP - Gender, Women's and Sexuality Studies",Concepts in Gender and Sexuality,GWSP 2301,"Using an intersectional and interdisciplinary approach, this course focuses on foundational concepts informing gender, sexuality, and LGBTIA+ Studies. This course investigates the ways that constructions of gender and sexuality in relation to other intersectional categories of analysis, such as race, class, or citizenship, structure our social worlds and intimate lives. Further, this course explores not only what it means for gender and sexuality to be socially constructed, but also the mechanisms and institutions of power through which they are produced and reproduced. Topics of study may include, but are not limited to, the construction of gender; gender as performance; constructions of sex and sexuality; queer studies and queer theory; transgender studies; masculinity studies; identity, knowledge production, and culture; activism, and social justice.",3
HDOS - Human Dimensions of Organizations,Introduction to the Human Dimensions of Organizations,HDOS 2301,"Students are introduced to what organizations are and how the liberal arts can examine, analyze, and change them. The course will define an organization from a liberal arts standpoint, survey various approaches to understanding organizations, and explore career opportunities related to the human dimensions of organizations.",3
HDOS - Human Dimensions of Organizations,Multidisciplinary Methods for Exploring Organizations,HDOS 3320,"Students will learn how to analyze and synthesize organizational studies from a liberal arts viewpoint. They will examine types of organizations, explore problems these organizations face, and consider the ways distinct methodologies might address these problems.",3
HDOS - Human Dimensions of Organizations,Applying the Human Dimensions of Organizations,HDOS 3379,Students will engage in a connecting experience that allows them to apply the multidisciplinary methods of the Human Dimensions of Organizations with an external entity. These individual projects enable students to broaden their understanding of the role of the liberal arts viewpoint in practical settings.,3
HIST - History,U.S. History I,HIST 1301,"An integration of social, political, and economic history of the United States with attention directed to geography and its influences. The approach is by problems that move chronologically from the earliest colonial period through the Civil War. Open to freshmen who enter with a credit in American history from high school.",3
HIST - History,U.S. History II,HIST 1302,"An integration of social, economic, and political history of the United States with attention to geographical influences. The approach is by problems that move chronologically from Reconstruction to the present. Open to freshmen who enter with a credit in American history from high school.",3
HIST - History,World History I,HIST 2321,"To better understand and live in a global environment, this survey of world history traces the increasingly complex development and interaction of human societies from the hunter-gatherers of the Paleolithic Age to the first globalization in the 16th century. Readings, discussion, lectures, and visual material will emphasize the human experience in a comparative analysis of economic, social, political, and cultural systems around the globe.",3
HIST - History,World History II,HIST 2322,"To better understand and live in a global environment, this survey of world history investigates the development and interaction of human societies from c. 1500 to the present. The course emphasizes a comparative analysis of how different societies developed political, social, economic, and cultural systems around the globe and how those societies have influenced each other and become interconnected.",3
HIST - History,Mexican American History I,HIST 2327,"HIST 2327focuses on Mexican American history from pre-Columbian America to 1865. Content includes the rise of indigenous civilizations, the Spanish conquest and emergence of colonial society, the development of the northern Mexican frontier, and the wars of independence. The course continues with coverage of the emergence of the U.S.-Mexican borderlands, the U.S.-Mexico War, Civil War, resistance to conquest, and the impact that these struggles had on Mexican American communities. Can be taken to replaceHIST 1301.",3
HIST - History,Mexican American History II,HIST 2328,"HIST 2328Explores the experience of Mexican Americans in the United States with an emphasis on the U.S. Southwest after 1848. The content of this course will be presented within the context of U.S. and Mexican history. Through assigned readings, lectures, films and class discussions students will examine the role of Mexican Americans have had in the making of the United States. Students will apply historical methods in the investigation of social, economic, and political conditions that have shaped the diverse experiences and identities of Mexican-origin people. Some topics of discussion include the U.S.-Mexico war, citizenship, immigration, labor relations, education, political participation, Civil Rights activism, and their participation in world events. Can be taken to replaceHIST 1302.",3
HIST - History,Historiography and Methods,HIST 3300,"This course will acquaint students with the various schools of history, famous scholars and common debates in the field of history. The class will also provide instruction in the various tools and research methods that are utilized by historians. This class includes substantial historiographical writing assignment.",3
HIST - History,World History Studies,HIST 3301,"A comprehensive survey of social, economic, political, cultural and geographical factors influencing the course of world history. Emphasis will be on thematic and content material.",3
HIST - History,World Environmental History,HIST 3302,"This class examines the effects of the environment and geography on history. The course will focus on how humanity has reacted to the environment and influenced ecosystems, and how different cultures have interacted with similar environments. The course will also examine trade routes, the effects of disease, the connections between resources, and the rise of civilizations and empires.",3
HIST - History,Great Discoveries in Archaeology and History,HIST 3306,"This course examines many of the most famous archaeological discoveries of the past century that have shed light on humans and their culture, human origins, world history, and the development of human behavior. Popular assumptions about these finds will be evaluated in light of current anthropological theories and within the historical context of the era in which they were found in order to discern a more accurate knowledge of the past.",3
