course_code,course_name
FRE-GY 7871,Topics in Financial Information Services and Technology: News Analytics: Machine Learning
FRE-GY 9073,Stochastic Systems and Modern Machine Learning Theory
FRE-GY 9713,Special Topcs in Asset Pricing: Financial Statements: Modeling and Analytics
FRE-GY 9733,Spec Topcs in Fin Engr: Big Data in Financial Engineering
FRE-GY 9733,Spec Topcs in Fin Engr: Interest Rate Models
FRE-GY 9733,Spec Topcs in Fin Engr: Optimal Control and Risk Management
FRE-GY 9973,MS Thesis in Finance & Risk Engineering
FREN-GA 1001,Studies in Genres & Modes:
FREN-GA 1012,Teaching French as a World Language
FREN-GA 1063,History of Frech Civilz
FREN-GA 1101,Proseminar /  Textual Analysis
FREN-GA 1500,Tpcs French Cult Hist:
FREN-GA 2690,Studies in 19th C Lit
FREN-GA 2890,Studies in Lit Theory:
FREN-GA 2892,Guided Individual Readng
FREN-GA 3799,Sem in Comtmp Literature
GA-GY 9101,Special Topics for Graduate Interdisciplinary Academics: WRITING YOUR WAY INTO YOUR NEXT ACADEMIC POSITION
GA-GY 9993,Writing and Communication for Engineers and Scientists
GAMES-GT 1001,Thesis I
GAMES-GT 101,Games 101
GAMES-GT 104,American Computer Games
GAMES-GT 120,Game Studio I
GAMES-GT 122,Prototype Studio
GAMES-GT 123,Narrative Game Studio
GAMES-GT 128,Physics Game Studio
GAMES-GT 129,Project Studio
GAMES-GT 141,UI/UX for Games
GAMES-GT 150,Game Design I
GAMES-GT 200,Visual Lab 0
GAMES-GT 204,Intro to 2D Animation for Games
GAMES-GT 206,3D Modeling for Games
GAMES-GT 212,Audio for Digital Games
GAMES-GT 233,Beyond the Joystick
GAMES-GT 234,Big Games & Playful Systems
GAMES-GT 245,Spreadsheets for Game Designers
GAMES-GT 300,Code Lab 0
GAMES-GT 315,Multiplayer Game Development
GAMES-GT 402,Divergent Experiments: Roleplaying Games on the Margins from Dungeons to Do
GAMES-GT 500,Survival Skills
GAMES-GT 900,Internship
GERM-GA 1115,Origins German Critical Thought I: The Form of Freedom
GERM-GA 1900,Skepticism & Mod Lit
GERM-GA 2222,Topics in 20th Century German Culture: Con games: Playing w/ Truth in Lit & Cinema
GERM-GA 2224,Topics in Cultural Analysis & German Thought: Plasticity and Form
GERM-GA 2610,Special Topcs in Theory:: G.W.F. Hegel on the Philosophy of Religion
GERM-GA 3000,Independent Research
GERM-GA 3100,Sem in Polit Theory:: Origins of 'Origins of Totalitarianism'
GFMTV-GT 2000,First Year Colloquium
GFMTV-GT 2001,Editing I
GFMTV-GT 2004,Essential Viewing
GFMTV-GT 2007,Introduction to Producing
GFMTV-GT 2010,Aesthetics/Silent
GFMTV-GT 2012,Mot Pic Cam Tech Beg I
GFMTV-GT 2034,Directing Wkshp Beg I
GFMTV-GT 2038,Location Sound
GFMTV-GT 2043,Actors Craft
GFMTV-GT 2085,Fundamentals of Screen Writing
GFMTV-GT 2101,Narrative Editing
GFMTV-GT 2103,Producing the Short Fiction Film
GFMTV-GT 2113,Directing The Actor I
GFMTV-GT 2116,Intermediate Cinematography I
GFMTV-GT 2117,Writing The Short Screenplay
GFMTV-GT 2121,Guest Filmmakers Series
GFMTV-GT 2125,Aesthetics: Narrative Film Style
GFMTV-GT 2134,Directing III
GFMTV-GT 2169,Tech Workshop
GFMTV-GT 2202,Independent Study
GFMTV-GT 2204,Advanced Cinematography: Techniques
GFMTV-GT 2208,Advanced Editing Techniques
GFMTV-GT 2211,Writing the Short Form
GFMTV-GT 2213,Writing The Feature I
GFMTV-GT 2241,Directing The Actor III
GFMTV-GT 2243,Master Series: Directing Strategies
GFMTV-GT 2244,Career Strategies
GFMTV-GT 2246,Advanced Directing
GFMTV-GT 2247,Directing Projects:  Collaborations: Commercials
GFMTV-GT 2248,Documentary Project
GFMTV-GT 2256,Television Writing & Series Development
GFMTV-GT 2265,Post Production Finishing
GFMTV-GT 2286,Movie Marketing and Creative Advertising
GFMTV-GT 2287,Advanced Producing: Independent Feature Film from Development to Production
GFMTV-GT 2296,Advanced Cinematography:  Practicum I
GFMTV-GT 2337,Internship
GLOB1-GC 1000,International Relations in The Post-Cold War Era
GLOB1-GC 1010,Peacemaking & Peacebuilding
GLOB1-GC 1030,International Political Economy
GLOB1-GC 1040,International Law
GLOB1-GC 1110,"African Politics, Economics, and Security"
GLOB1-GC 1115,Asia in Global Affairs
GLOB1-GC 2000,Transnational Security
GLOB1-GC 2005,Conflict Assessment:  Theory and Practice
GLOB1-GC 2040,The Role of The U.S. in World Affairs
GLOB1-GC 2051,Disinformation and Narrative Warfare
GLOB1-GC 2055,"Arms Control, Non-Proliferation, and Disarmament of Weapons of Mass Destruction"
GLOB1-GC 2070,Intelligence and Counterintelligence
GLOB1-GC 2125,"Clean Technology:  Developments, Trends, and Opportunities"
GLOB1-GC 2130,"The Integration of Profit & Purpose: Corporate Social Responsibility, Sustainability"
GLOB1-GC 2151,"Monitoring, Evaluation and Learning for Global Affairs"
GLOB1-GC 2205,International Justice
GLOB1-GC 2226,Corruption and Anti-Corruption
GLOB1-GC 2281,Hunger and Development: The Politics of Global Food Security
GLOB1-GC 2330,Issues in Humanitarian Assistance and Intervention
GLOB1-GC 2345,Introduction to the United Nations
GLOB1-GC 2360,Women and Human Rights: International Law and Policy
GLOB1-GC 2386,Gender & Migration
GLOB1-GC 2390,"Gender, Politics and the State in Development"
GLOB1-GC 2405,"Energy, Environment, and Resource Security"
GLOB1-GC 2420,The Economics and Finance of Energy
GLOB1-GC 2516,Advanced Data Analysis for Global Affairs
GLOB1-GC 2518,Geographic Information Systems for Global Affairs
GLOB1-GC 2540,Climate Change and Human Rights
GLOB1-GC 2590,Mobilizing for Social Change: Organizing Effectively
GLOB1-GC 2600,Espionage and Economic Power
GLOB1-GC 2620,Beyond the Brand: Harnessing Emerging Tech in Ethical Sourcing
GLOB1-GC 2650,Global Risk
GLOB1-GC 2670,Maintaining the Peace: The Work of the United Nations
GLOB1-GC 3035,Analytic Skills for Global Affairs
GLOB1-GC 3045,"Children and Youth in Conflict, Peacebuilding, and Development"
GLOB1-GC 3060,Political Risk:  A Multi-Dimensional Analysis
GLOB1-GC 3065,Fundamentals of ESG and Impact Investing: Understanding and Measuring Social and Environmental Impct
GLOB1-GC 3900,Graduate Thesis or Capstone Project
GLOB1-GC 3905,Internship
GLOB1-GC 3915,Independent Study
GLOB1-GC 3920,Consulting Practicum: International Protection of Common Heritage -WJC
GLOB1-GC 3920,Consulting Practicum: Manhattan's District Attorney's Office
GLOB1-GC 3920,Consulting Practicum: Microsoft: Ethical Tech CoLab
GLOB1-GC 3920,Consulting Practicum: UN Counter Terrorism Executive Directorate
GLOB1-GC 3920,Consulting Practicum: Ventures Beyond Borders
GLSP1-GC 1000,Foundations of Global Sport Management
GLSP1-GC 1005,The Science of Fandom
GMTW-GT 1001,Writing Workshop I - Part I
GMTW-GT 1003,Theatre/Music Theatre I
GMTW-GT 1004,Crafts of Musical Theatre I:
GMTW-GT 1004,Crafts of Musical Theatre I:: Bookwriting
GMTW-GT 1004,Crafts of Musical Theatre I:: Lyric Writing
GMTW-GT 1004,Crafts of Musical Theatre I:: Music
GMTW-GT 1004,Crafts of Musical Theatre I:: Playwriting
GMTW-GT 1004,Crafts of Musical Theatre I:: Songwriting
GMTW-GT 1004,Crafts of Musical Theatre I:: Structures
GMTW-GT 1005,Independent Study
GMTW-GT 1006,Internship
GMTW-GT 1013,Writing Workshop III
GMTW-GT 1014,The American Musical III
GMTW-GT 1015,Theatre/Musical Theatre
GMTW-GT 1016,Crafts of Musical Theatre III:: Bookwriting
GMTW-GT 1016,Crafts of Musical Theatre III:: Lyric Writing
GMTW-GT 1016,Crafts of Musical Theatre III:: Music
GMTW-GT 1016,Crafts of Musical Theatre III:: Songwriting
GMTW-GT 1016,Crafts of Musical Theatre III:: Structures - Scene to Song
GMTW-GT 1017,Independent Study III
GMTW-GT 1018,Internship III
GMTW-GT 1020,The American Musical IV
GMTW-GT 1025,The American Musical I
GMTW-GT 1026,Writing Workshop I - Part II
GMTW-GT 2002,American Musical
GPH-GU 1005,Advanced Introduction to Bioethics
GPH-GU 1165,Research Ethics
GPH-GU 1210,Justice in Health & Healthcare
GPH-GU 2000,Independent Study
GPH-GU 2022,SAS for Beginners: Data Management and Exploration
GPH-GU 2024,R Programming for Beginners
GPH-GU 2025,Reproductive Ethics
GPH-GU 2028,Nonconsequentialism
GPH-GU 2030,Introduction to Global Health
GPH-GU 2105,Thinking Critically and Ethically in Public Health
GPH-GU 2106,Epidemiology
GPH-GU 2110,Health Care Policy
GPH-GU 2112,Public Health Management and Leadership
GPH-GU 2115,Introduction to Principles of Nutrition in Public Health
GPH-GU 2128,Writing and Communications for Public Health Policy and Management
GPH-GU 2130,Global Health Diplomacy
GPH-GU 2137,Topics in Dynamic Modeling
GPH-GU 2140,Global Issues in Social & Behavioral Health
GPH-GU 2152,Introduction to Agent-Based Modeling
GPH-GU 2153,Global Environmental Health
GPH-GU 2158,"Pandemics: History, Ethics, Politics, and Policy"
GPH-GU 2160,Qualitative & Field Methods
GPH-GU 2182,Statistical Programming in R
GPH-GU 2218,Assessing Community Health Needs
GPH-GU 2225,Psychometric Measurement and Analysis in Public Health Research and Practice
GPH-GU 2227,Psychiatric Epidemiology
GPH-GU 2233,"Data, A I, and the People's Health"
GPH-GU 2236,Criminalization and Public Health in the U.S.
GPH-GU 2246,Decision Science for Global Public Health
GPH-GU 2248,Strategy Management in Public Health
GPH-GU 2250,Health and Human Rights
GPH-GU 2255,Substance Use and Public Health
GPH-GU 2265,Climate Change and Global Public Health
GPH-GU 2285,Global Women's Health Programs - Analyzing/Evidence to Improve  Women's Lives
GPH-GU 2286,Introduction to Data Management and Statistical Computing
GPH-GU 2300,Professional Writing for Public Health
GPH-GU 2324,Infectious Disease Epidemiology
GPH-GU 2349,Program Planning and Evaluation
GPH-GU 2353,Regression I: Linear Regression and Modeling
GPH-GU 2354,Regression II: Categorical Data Analysis
GPH-GU 2359,Applied Practice Experience Seminar
GPH-GU 2360,Integrative Learning Experience Seminar
GPH-GU 2361,Research Methods in Public Health
GPH-GU 2363,Causal Inference: Design and Analysis
GPH-GU 2368,Applied Survival Analysis
GPH-GU 2372,Applied Bayesian Analysis in Public Health
GPH-GU 2380,Data-Driven Decision Making in Global Public Health
GPH-GU 2387,"Survey Design, Analysis, and Reporting"
GPH-GU 2480,Longitudinal Analysis of Public Health Data
GPH-GU 2500,Topics in Public Health:: Artificial Intelligence for Public Health Manageme
GPH-GU 2686,Thesis I: Practice ​and Integrative Learning Experiences
GPH-GU 2930,Epidemiological Methods and Design
GPH-GU 2960,"Theories in Public Health, Practice, Policy & Research"
GPH-GU 2995,Biostatistics for Public Health
GPH-GU 3000,Perspectives in PublicHealth: Doctoral Seminar I
GPH-GU 3015,Doctoral Research
GPH-GU 3020,Evidence-Based Public Health & Systematic Review Best Practices
GPH-GU 3030,DrPH Leadership Seminar I
GPH-GU 3031,Introduction to Global Health
GPH-GU 3050,Methods in Community Health Research
GPH-GU 3100,Doctoral Advisement
GPH-GU 3165,Research Ethics
GPH-GU 3185,Health Services and Policy Research
GPH-GU 3225,Statistical Inference
GPH-GU 3234,Designing Innovative Behavioral Interventions for Public Health Impact
GPH-GU 3240,Organizational Theory and Behavior in Health Care
GPH-GU 3275,Practical Applications in Epidemiology
GPH-GU 3353,Regression I: Linear Regression and Modeling
GPH-GU 3354,Regression II: Categorical Data Analysis
GPH-GU 3368,Applied Survival Analysis
GPH-GU 3372,Applied Bayesian Analysis in Public Health
GPH-GU 3378,Statistical Methods in Genomics and Bioinformatics
GPH-GU 3480,Longitudinal Analysis of Public Health Data
GPH-GU 3555,Bioethics Practicum
GPH-GU 3960,Theories in Public Health Practice & Research
GPH-GU 5010,Foundations for Epidemiology and Biostatics
GPH-GU 5030,Introduction to Global Health
GPH-GU 5106,Epidemiology
GPH-GU 5110,Health Care Policy
GPH-GU 5112,Public Health Management and Leadership
GPH-GU 5115,Introduction to Principles of Nutrition in Public Health
GPH-GU 5140,Global Issues in Social and Behavioral Health
GPH-GU 5153,Global Environmental Health
GPH-GU 5170,Introduction to Public Health
GPH-GU 5171,Global Public Health Informatics
GPH-GU 5190,Essentials of Public Health Biology
GPH-GU 5218,Assessing Community Health Needs & Resources
GPH-GU 5270,Management of Public Health Disasters
GPH-GU 5288,Perspectives in Migrant Health & Human Rights
GPH-GU 5320,Data Utilization in Public Health Practice
GPH-GU 5349,Program Planning & Evaluation
GPH-GU 5359,Applied Practice Experience
GPH-GU 5360,Integrative Learning Experience
GPH-GU 5361,Research Methods in Public Health
GPH-GU 5380,Data-Driven Decision-Making in Global Public Health
GPH-GU 5410,Results-Focused Strengthening of Health Systems in LMIC Countries
GPH-GU 5995,Biostatistics for Public Health
GSAS-GA 2000,Consortia Courses
GSCC1-GC 1005,Cyber Law
GSCC1-GC 1010,National & International Cyber Organizations
GSCC1-GC 1015,Cyberpower & Global Security
GSCC1-GC 1020,Infrastructure Security & Resilience
GSCC1-GC 2010,Connected Communities
GSCC1-GC 2035,Cyber Ethics
GSCC1-GC 2500,Special Topics: Cyber Resilience
GSCC1-GC 2500,Special Topics: Domestic Legal Aspects of Cyber
GSCC1-GC 2510,"Cyber: Technical, Operational & Strategic Perspectives"
GSCC1-GC 3000,Cyber Practicum
GSCC1-GC 3900,Graduate Thesis or Capstone Project
HBRJD-GA 1005,Prob & Meth in Hebrew & Judaic Studies
HBRJD-GA 1103,Akkadian III
HBRJD-GA 1117,Aramaic I
HBRJD-GA 1216,Academic Yiddish I
HBRJD-GA 1318,Academic Hebrew I
HBRJD-GA 1319,Academic Hebrew II
HBRJD-GA 2119,Qualitative Research Methods
HBRJD-GA 2380,Amoraic Midrash
HBRJD-GA 2443,Maimonides Mishneh Torah Jewish Law & Legal Theory
HBRJD-GA 2520,Mother Tongue: Theories of Language and Maternality
HBRJD-GA 2651,"Jewish Bible, Text and Artifact: From Ancient to Modern Times"
HBRJD-GA 2690,Major Issues & Problems:: Jewish Languages Past and Present
HBRJD-GA 3311,Topics in The Bible:: Book of Judges
HBRJD-GA 3460,"Tpcs in Jewish Philosphy: Spinoza's Ethics, Part I"
HBRJD-GA 3530,Tpcs in Holocaust Stdies
HBRJD-GA 3791,Independent Study
HCAT1-GC 1000,People and Organization Management
HCAT1-GC 1005,Workforce Planning
HCAT1-GC 1010,Human Resources Information Systems
HCAT1-GC 1015,Business Communications
HCAT1-GC 1020,Managing Complex Projects
HCAT1-GC 2010,Digital Workplace Design
HCAT1-GC 2020,Algorithmic Responsibility
HCAT1-GC 2025,Designing Agile Organizations
HCAT1-GC 3000,Capstone Project
HIST-GA 1002,Topics Seminar: Immigration in the the Modern World
HIST-GA 1010,Introduction to Archives
HIST-GA 1156,What is Europe?
HIST-GA 1209,19th Century France
HIST-GA 1527,Topics in History: Theories of Race
HIST-GA 1562,Literature of the Field: African History
HIST-GA 1600,Literature of The Field:: 20th Century US
HIST-GA 1643,Literature of The Field: Modern Mideast History
HIST-GA 1750,Introduction to Public History
HIST-GA 1752,Local & Community Hist
HIST-GA 1764,Topics in Women & Gender:
HIST-GA 1784,Topics in African Hist: Environmental History of Africa
HIST-GA 1800,Topics in Latin America:: Historical Consciousness in Latin America and the
HIST-GA 1801,Lit of Field:: African Diaspora
HIST-GA 2001,Lit of Field:: Early America
HIST-GA 2020,Topics in History:
HIST-GA 2031,Advanced Archival Description
HIST-GA 2033,Creating Digital History
HIST-GA 2163,Topics in European History: Capitalism and Religion in Western Europe
HIST-GA 2168,Methods & Approaches to History
HIST-GA 2901,Topics:
HIST-GA 3013,Research in Public History and Archives
HIST-GA 3019,History MA Thesis
HIST-GA 3020,Independent Reading in History
HIST-GA 3021,Independent Readings and Research in History
HIST-GA 3023,Independent Readings in Public History and Archives
HIST-GA 3213,Topics:: Eastern Europe Workshop
HIST-GA 3603,Approaches to Historical Research and Writing I
HIST-GA 3803,Atlantic History Workshop
HPAM-GP 1830,Introduction to Health Policy and Management
HPAM-GP 2244,Global Health Governance and Management
HPAM-GP 2839,Strategic Agility in Healthcare Delivery
HPAM-GP 4820,Digital Revolution of Healthcare
HPAM-GP 4822,Healthcare Information Technology:  Public Policy and Management
HPAM-GP 4840,Financial Management of Health Care Orgs: Principles
HPAM-GP 4841,Financial Management of Health Care Orgs: Advanced Issues
HPAM-GP 4849,Current Issues in Reproductive Healthcare Management and Policy
HPSE-GE 2045,Internationalism and Study Abroad
HPSE-GE 2067,Campus Community and Student Subcultures
HPSE-GE 2068,The Impact of College On Student Success
HPSE-GE 2088,Research Approaches & Techniques
HPSE-GE 2090,Foundations of Higher Education
HPSE-GE 2097,Leadership in Higher Education
HPSE-GE 2115,Higher Education and the Law
HPSE-GE 2121,"Higher Education Studies, Administrative Work and Field Experiences"
HPSE-GE 2141,Internship in Higher Education
HPSE-GE 2161,Diversity in Higher Education
HPSE-GE 2300,Independent Study
HPSE-GE 2310,Higher Education and Students Affairs Capstone Workshop
HPSE-GE 3009,Doctoral Seminar in Higher Education
HPSE-GE 3090,Foundational Readings in Higher Education
HRCM1-GC 1210,Quantitative Methods and Metrics for Decision Making
HRCM1-GC 1220,Financial Management
HRCM1-GC 1240,Human Resources Information Systems
HRCM1-GC 1300,Foundations of Human Capital Management Immersion
HRCM1-GC 1310,Organizational Behavior
HRCM1-GC 1320,Business Strategy and Ethics
HRCM1-GC 1330,Business Communication
HRCM1-GC 2015,Managing Organizational Access and Engagement
HRCM1-GC 2025,Human Resource Analytics
HRCM1-GC 2200,International Human Resource Management
HRCM1-GC 2210,Dispute Resolution and Conflict Management
HRCM1-GC 2220,Total Rewards Strategy and Design
HRCM1-GC 2230,"Employment Recruitment, Selection, and Retention"
HRCM1-GC 2240,Foundations in Labor Relations and Employment Law
HRCM1-GC 2310,Managing Complex Initiatives
HRCM1-GC 2400,Coaching Theory and Practice
HRCM1-GC 3021,Principles of Organization Design and Performance
HRCM1-GC 3550,Consulting Skills and Practice
HRCM1-GC 3900,Independent Study
HRCM1-GC 4000,Spec Proj: Applied Human Resource Strategies
IE-GY 6113,Quality and Reliability Engineering
IE-GY 6213,Systems Planning and Design
IE-GY 6283,OPERATIONS RESEARCH: STOCHASTIC MODELS
IE-GY 6823,Discrete Events Simulation
IE-GY 7873,Lean Transformation
IE-GY 7893,Operations Research - Decision Science and Quantitative Methods
IE-GY 7993,SUPPLY CHAIN ENGINEERING
IE-GY 9113,Selected Topics in IE: STRATEGIC CHANGE MANAGEMENT
IFST-GA 1214,Workshop in French Studies
IFST-GA 1430,Religion in French Society
IFST-GA 1500,Tpcs French Cult Hist:: Building Better Societies: Social Policies In Euro
IFST-GA 1610,19th Century France
IFST-GA 2313,Education in France:: Education in France: Apprendre à Lire à Paris et à
IFST-GA 2530,Cultural Hist of France:: Histoire et Sociolinguistique de la Langue Françai
IFST-GA 2991,Guided Reading
IFST-GA 3720,Research Seminar: French Studies
IMALR-GT 201,Connections Lab
IMALR-GT 202,Critical Experiences
INDIV-GG 2701,Private Lesson
INDIV-GG 2801,Internship
INDIV-GG 2901,Independent Study
INDIV-GG 2925,Tutorial:
INTE-GE 2028,Politics in Education: Conflict and Peacebuilding
INTE-GE 2300,Independent Study
INTE-GE 2546,Inside the Global Network: Study Abroad and Exchange at NYU
INTE-GE 2802,Professional Development in International Education
INTE-GE 2803,Foundations In International Education
INTE-GE 2806,The Practice of International Education
INTE-GE 2809,International Human Rights Activism and Education
INTE-GE 3098,Content Sem in Int'L Ed II
INTG1-GC 1000,Integrated Marketing
INTG1-GC 1005,Campaign I: Strategy & Execution
INTG1-GC 1011,Competitive Strategy
INTG1-GC 1015,Campaign II: Planning & Management
INTG1-GC 1025,Database Management & Modeling
INTG1-GC 1030,Finance for Marketing Decisions
INTG1-GC 1035,Digital Marketing
INTG1-GC 1055,"Statistical Measurements, Analysis & Research"
INTG1-GC 1060,The C-Suite Perspective: Leadership & Integrated Marketing
INTG1-GC 2015,Internship
INTG1-GC 2100,Social Media & The Brand
INTG1-GC 2105,Search Marketing
INTG1-GC 2115,Operations Strategy
INTG1-GC 2120,E-Commerce Marketing
INTG1-GC 2200,Brand Strategy
INTG1-GC 2205,Managing Products & Brands
INTG1-GC 2210,Consumer Behavior
INTG1-GC 2300,Business Analytics and Data Visualization
INTG1-GC 2305,"Web Analytics: SEO/SEM, PPC, Email & Clickstream"
INTG1-GC 2310,"Advanced Test, Analysis, & Experimental Design"
INTG1-GC 2315,CRM: Managing Customer Experience
INTG1-GC 3100,Special Topics:: Marketing Technology (Martech)
INTG1-GC 3100,Special Topics:: Strategic Communication of Technology Innovation
INTG1-GC 4000,Capstone
INTRL-GA 1120,Quantitative Analysis I
INTRL-GA 1220,Qualitative Analysis I
INTRL-GA 1600,Global & Intnl History
INTRL-GA 1700,International Relations
INTRL-GA 1707,East Asian Political Economy
INTRL-GA 1708,Democracy & its Discontents: Southeast Asia & the World
INTRL-GA 1710,"Global Environmental Governance: Approaches, Structures & Diplomacy"
INTRL-GA 1731,Topics in International Relations
INTRL-GA 1731,"Topics in International Relations: Gender, Race and International Relations"
INTRL-GA 1731,Topics in International Relations: International Human Rights Law
INTRL-GA 1731,Topics in International Relations: Introduction to Security Studies
INTRL-GA 1731,"Topics in International Relations: Refugees, Forced Migration, and Displacement"
INTRL-GA 1731,Topics in International Relations: Sovereignty and Its Discontents
INTRL-GA 1731,Topics in International Relations: What is Europe?
INTRL-GA 1732,Topics in International Relations: IR Research Methods
INTRL-GA 1743,National Security Strategies of Countries in Middle East
INTRL-GA 1750,Natural Resource Conflicts
INTRL-GA 1751,The US in the World
INTRL-GA 1756,Middle East Politics
INTRL-GA 1759,Asia-Pacific International Relations
INTRL-GA 1784,Multinational Corporations
INTRL-GA 1788,"Conflict, Justice, & Human Rights"
INTRL-GA 1794,Nationalism and Ethnicity
INTRL-GA 1796,The European Union: Order and Tension
INTRL-GA 1798,Political Risk and Prediction
INTRL-GA 1800,International Development
INTRL-GA 3991,Reading and Research
INTRL-GA 3992,Writing for International Affairs
INTRL-GA 4000,Master's Thesis Seminar
IRISH-GA 1001,Irish Studies Seminar I
IRISH-GA 1010,Elementary Irish I
IRISH-GA 1020,Intermediate Irish I
IRISH-GA 1083,Literature of Modern Ireland I
IRISH-GA 1097,Independent Study
IRISH-GA 1099,Guided Research
IRISH-GA 1441,Topics:
ISAW-GA 1000,Intro to Ancient Egyptian I
ISAW-GA 3003,"Directed Study of The Ancient World: Arabic Legal Documents, Eurasia"
ISAW-GA 3003,Directed Study of The Ancient World: Theory in Roman Archaeology
ISAW-GA 3012,Special Topics:: Western Asian Studies
ISAW-GA 3013,"Special Topics:: Cities & Hinterlands, China"
ISAW-GA 3013,"Special Topics:: Women's Health, Mediterranean"
ISAW-GA 3018,"Spec Tpcs: Ancient Near East: Conceptualizing the Divine, ANE"
ISAW-GA 3030,Seminar on the Interconnected Ancient World: Themes: Materiality of Writing
ITAL-GA 1981,Studies in Italian Cult:: Ordinary Horror: Aesthetics and Phenomenology
ITAL-GA 1981,Studies in Italian Cult:: The Modern Mediterranean
ITAL-GA 2192,"Topics in Italian Lit:: Renaissance Echologies: Time, Space, Voice, Textua"
ITAL-GA 2310,Dante’s Inferno
ITAL-GA 3030,Research Preparation in Italian Studies
ITAL-GA 3080,Research Methods and Academic Writing
ITPG-GT 2000,Applications
ITPG-GT 2004,CL: Hypercinema
ITPG-GT 2005,CL: Visual Language
ITPG-GT 2030,Textile Interfaces
ITPG-GT 2040,Time
ITPG-GT 2048,Intro to Comp Media: Media
ITPG-GT 2071,Visual Journalism
ITPG-GT 2072,Experiential Comics: Interactive Comic Books for the Fourth
ITPG-GT 2098,Thesis Part 1: Research and Development
ITPG-GT 2100,Internship
ITPG-GT 2156,Socially Engaged Art and Digital Practice
ITPG-GT 2227,New Interfaces for Musical Expression
ITPG-GT 2233,Intro to Comp Media
ITPG-GT 2297,Future of Media and Technology
ITPG-GT 2301,Intro to Physical Comp
ITPG-GT 2375,Multisensory Design
ITPG-GT 2378,Topics in ITP: Creative Image Generation
ITPG-GT 2379,Topics in ITP: Bioprinting & Biofabrication for Artists & Design
ITPG-GT 2379,Topics in ITP: Disrupting (with) Technology: Computational Pol
ITPG-GT 2379,Topics in ITP: Innovation at Speed
ITPG-GT 2379,Topics in ITP: Outside The Box: Site-Specific + Immersive Explora
ITPG-GT 2379,Topics in ITP: Synthetic Identity: Building Expressible Individu
ITPG-GT 2379,Topics in ITP: The Art of Project Mapping
ITPG-GT 2380,Topics in ITP: Immersive Music & Haptics: Creating Music for the
ITPG-GT 2380,Topics in ITP: The Body Everywhere and Here
ITPG-GT 2446,Developing Assistive Technology
ITPG-GT 2496,Critical Objects
ITPG-GT 2536,Computational Text from A to Z
ITPG-GT 2564,Project Development Studio
ITPG-GT 2577,Dynamic Web Development
ITPG-GT 2637,Intro to Fabrication
ITPG-GT 2653,The Code of Music
ITPG-GT 2808,Understanding Networks
ITPG-GT 2845,Prototyping Electronic Devices
ITPG-GT 2890,Designing for Digital Fabrication
ITPG-GT 2997,Design Research
ITPG-GT 3000,Designing for Well-Being
ITPG-GT 3016,Canvas for Coders
ITPG-GT 3017,User Experience Design
ITPG-GT 3019,The Medium of Memory
ITPG-GT 3021,MoCap for the Archive
ITPG-GT 3022,Performing Online
ITPG-GT 3023,On Becoming: Finding Your Artist Voice
ITPG-GT 3024,Alter Egos: Assuming New Identities Through Costume and Performance
ITPG-GT 3025,Hedonomic VR Design: Principles & Practices
ITPG-GT 3026,Multisensory Storytelling in Virtual Reality and Original Flavor Reality
ITPG-GT 3028,Game Design & the Psychology of Choice
ITPG-GT 3033,Shared Minds
ITPG-GT 3034,Fabricating Mechanical Automatons (Batteries Not Included)
IUCD-GE 3000,Inter-University Doctoral Consortium
JOUR-GA 1019,"Current Problems in Journalism: Past, Present and Future of the New York Times"
JOUR-GA 1021,Writing/Report Wkshp I: Business and Economic Report
JOUR-GA 1021,Writing/Report Wkshp I: Cultural Reporting and Critic
JOUR-GA 1021,Writing/Report Wkshp I: Global and Joint Program
JOUR-GA 1021,Writing/Report Wkshp I: Literary Reporting
JOUR-GA 1021,Writing/Report Wkshp I: Magazine
JOUR-GA 1021,Writing/Report Wkshp I: News and Documentary
JOUR-GA 1021,Writing/Report Wkshp I: Podcasting & Audio Reportage
JOUR-GA 1021,Writing/Report Wkshp I: Reporting the Nation/Reporting New York
JOUR-GA 1021,"Writing/Report Wkshp I: Science, Health and Environmental Reporting"
JOUR-GA 1040,Television Reporting I
JOUR-GA 1080,Multimedia Storytelling
JOUR-GA 1090,Digital Magazine
JOUR-GA 11,First Amendment Law
JOUR-GA 1149,The Art of Video Editing: Long Form
JOUR-GA 1175,Advanced T.V. Reporting
JOUR-GA 1180,Science Writing
JOUR-GA 1181,Cultural Conversation
JOUR-GA 1182,Specialized Reporting:: Advanced Audiocraft
JOUR-GA 1182,Specialized Reporting:: Advanced Multimedia
JOUR-GA 1182,Specialized Reporting:: Art of Argument and Polemic
JOUR-GA 1182,Specialized Reporting:: Audio Reportage
JOUR-GA 1182,Specialized Reporting:: Personal Essay
JOUR-GA 1182,Specialized Reporting:: Photojournalism
JOUR-GA 1182,Specialized Reporting:: Reported Essay
JOUR-GA 1182,Specialized Reporting:: Reporting on Racial Justice
JOUR-GA 1182,Specialized Reporting:: Reporting the Zeitgeist
JOUR-GA 1182,Specialized Reporting:: Sports Reporting
JOUR-GA 1182,Specialized Reporting:: Writing Place
JOUR-GA 1184,Critical Survey
JOUR-GA 1187,Medical Reporting
JOUR-GA 1189,Investigative Science Journalism
JOUR-GA 1193,Introduction to Audio Reportage
JOUR-GA 12,Press Ethics
JOUR-GA 1210,Law and Ethics in American Journalism
JOUR-GA 1220,Reporting the News
