subject,level,course_code,course_title,credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,221A-221B,Seminars: Medieval History,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,225,"Colloquium for Entering Graduate Students in Seminar, three hours. Course 244A is requisite to tality; and emergence and content of Black radical tra-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,258A-258B,Seminars: Working Class History,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,258B,In Progress,258
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M259A-M259B,History of Women,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,260A-260B,"Seminars: Native American History. (4– tury, Japan expanded its empire into East and South- 597. Directed Studies for Graduate Examinations. (1",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,260B,In Progress,260
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M260C,Native American Revitalization Movements. occupied areas in this hardly explored area of study of 599. PhD Research and Writing,1 to 8
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,261A-261B,Seminars: Afro-American History,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,261B,Social and political history of the Afro-Amer- Progress,288
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,262A-262B,Seminars: Chicano History,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,263A-263B,Seminars: History of American West,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,263B,In Progress,263
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M264,History of American Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,266A-266B,Seminars: Colonial Latin American His- economic change. S/U or letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M266C,Analyzing Historical Texts,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M299,Interdisciplinary American Studies,6
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,267A-267B,"Seminars: Latin American History, 19th as English M299.) Discussion, four hours. Readings, Oceanic Sciences; Earth, Planetary, and",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M268A-M268B,Seminars: Recent Latin American May be repeated for credit with consent of instructors. Overview,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,275A-275B,Colloquia: African History,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M280,"China Studies: Discipline, Methods, Debates. 495. Teaching History",4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M281,China—Seminar: Classical Historiography a seminar. Students receive unit credit toward full-time and Science. Counselors are available in the,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,1,Plague Culture,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,2,Comparative Genocide,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,3,Personal Brain Management,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,4,"Welcome to Dark Side: Human Pathology in truth claims while encouraging us to embrace diverse Monkey by Maxine Kingston, and Ignorance by Milan",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,5,"Representing Cleopatra: History, Drama, and torization, and modular arithmetic. P/NP or letter graphic novel, blaxploitation films, hip-hop concept",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,6,Energy Issues: Before and Now,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,7,"Saint and Heretic: Joan of Arc and Gilles de Rais,",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,8,"Life, Death, and Everything in Between",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,29,Imagining Human Rights,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,49,"Evidence in Law, Science, History, and Journal-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,30,Vietnam War and American Culture,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,50,Creating Your Roadmap,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,31,Poets and Prophets: Back to Future with Ray forced requisite: English Composition 3 or 3H or En- Introduction to selected signature approaches to,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,51,Music and Society,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,35,Scientific Method: Critical Inquiry into Question relation to mass incarceration. Examination of con-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,55,Culture and History of Utopias,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,36,Global Geographies and Idea of Home,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,37W,Sampling and Remix: Aesthetics and Politics municate science to and influence large groups of and WPA/FSA photography; and in Southern rhetoric,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,65W,Body-Mind Literacy,6
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,70AL,Gene Discovery Laboratory,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,71,Cross-Cultural Approaches to Media History 84. Conflicts between Languages,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,73,Elementary Particles in the Universe,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,77,Greeks and Persians: Ancient Encounters from,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,78,"Science and Religion from Copernicus to Dar- Media, and Fantasy Fiction",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,79,Personal Financial Health: Theory and Practice,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,80,Cossacks and Narratives about Them,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M106,Imaginary Women,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,107,"Literature and Political Order: Homer, Shake- historical context. Students research widely on range (Formerly numbered M123.) (Same as Community En-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,108,Ancient Rome and the Monuments of Washing- M116. Art Alive: Art and Improvisation in Museums. tives on History of Childbirth,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,109,Living Consciously: Philosophy in Everyday into links that gay men in London had with theatrical grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,110,Marxist and Post-Marxist Approaches to Cul- students. Hollywood filmmakers often produce nected these distant and diverse areas and peoples,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,111,Stress and Coping,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,113,Hyperconnected World: Society and Internet. M120. Art and Performance: Interdisciplinary Ap- nomenon of human laughter and humor. While Aris-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,114,"Architecture from Los Angeles: Work of Frank oped conceptions of themselves through history from Coach John Wooden, with particular attention to his",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,131,"Global Dimensions of Education and Inequality 138. Empire, Border Crossing, and Multiethnic Sto- 146. Imagining Global Climate Change",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,132,New Women and Activism from America to grading. have affected conditions on Earth during past two,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,134,Democracy and Utopias,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,136,"Art, Entertainment, and Social Change",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M152,(When) Do Leaders Make Differences?,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,153,Comedy in Literature,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,154,Hollywood and Divided America,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,155,Disease and Human Condition,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,156,Political Opposition in Early Modern Europe. and assimilation in Caucasus region and eastern Ana- liberal democracy and capitalism. P/NP or letter,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M157,International Relations of Middle East,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,176A,Context of Arab World: Cairo and Alexandria,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,158,Justice and Moral Responsibility in Literature. crisis. P/NP or letter grading,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,159,"Feminism, Art, and Metaphors of Trauma",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,177,Biotechnology and Art,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,160,Asceticism,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,178,"Secret Coups, Imperial Wars, and American",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M179,"Critical Vision: History of Art as Social and dividual study with lecture course instructor to explore Jingyi Jessica Li, PhD",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M180,"Structure, Patterns, and Polyhedra",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,182,"From Scientific Revolution to Industrial Revolu- student research reports and presentations by human- Karen Reue, PhD",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M183,Being Human: Identity and Mental Illness,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,184,"Indian and Pakistan: Historic Roots of Conflict David Geffen School of Medicine Nandita R. Garud, PhD",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SA,Individual Studies for USIE Facilitators,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SB,Individual Studies for USIE Facilitators,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SA,"Enforced corequisite: Honors Collegium 101E. Manish J. Butte, PhD next generation of leaders in human genetics",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SC,Individual Studies for USIE Facilitators,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,188SB,"Limited to junior/senior USIE facilitators. Indi- proaches such as genomics, transcriptomics,",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,189,Advanced Honors Seminars,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,99,Student Research Program,1 to 2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M203,Stochastic Models in Biology,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,188SA,Individual Studies for USIE Facilitators,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,188SB,Individual Studies for USIE Facilitators,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,188SA,"Enforced corequisite: Honors Collegium 101E. gies for obtaining genetic information, and genetic se-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,M226,Machine Learning in Bioinformatics,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,M229S,"Seminar: Current Topics in Bioinformatics. 131A, Mathematics 170A, Mathematics 170E, or Sta- ical settings. Topics include history of profession, the-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,M265,Computational Methods in Genomics,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,236A,Advanced Human Genetics A: Molecular As- search in genetics and genomics. Topics include ge- 402. Reproductive Genetics in Practice,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,282,Topics on Scientific Careers,2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,400A,Principles and Practices in Medical Genetics,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,C236C,"Societal and Medical Issues in Human Ge- diagnosis and screening. Addresses application of seling, differential diagnosis development, diagnostic",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,405,"Professional Development in Genetic Counsel- management, genetic counseling, and genetics labo- clinical supervision experiences, understand dy-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,406,Foundations of Genomic Medicine,2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,599,PhD Dissertation Research and Writing. (2 to,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,410,Translational Genomics,3
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,411,"Foundations in Genetic Counseling Research. cases along with relevant psychosocial, ethical, and",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,412,Research Applications in Genetic Counseling. tivities include follow-up activities on genetic test or- Overview,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Unknown,C413,"Ethical, Legal, and Societal Topics in Genetic 431E. Fieldwork",5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,131,"European Archaeology, Neolithic to Bronze",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,132,European Archaeology: Bronze Age,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,215,Indo-European Syntax,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,19,Fiat Lux Freshman Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M222A-M222B,Vedic,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M20,Visible Language: Study of Writing,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M70,Language and Evolution,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,89,Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,189,Advanced Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,89HC,Honors Contracts,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,189HC,Honors Contracts,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,99,Student Research Program,1 to 2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,281A-281B,"Seminars: Indo-European Linguistics. Noopur Raval, PhD Upper-Division Elective Courses",12-15
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,375,Teaching Apprentice Practicum,1 to 4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,596,Directed Individual Studies,2 to 8
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,597,Preparation for PhD Qualifying Examinations,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,599,Research for PhD Dissertation,2 to 8
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,19,Fiat Lux Freshman Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,20,Digital Cultures and Societies,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,30,Internet and Society,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,89,Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,97,Variable Topics in Information Studies,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,99,Student Research Program,1 to 2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,139,Letterpress Laboratory,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,C115,Introduction to Information Literacies,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,118,Data and Ethics in Society,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,211,Artifacts and Cultures,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,M229C,Introduction to Slavic Bibliography,2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,213,Current Issues in Librarianship,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,234,Contemporary Children’s Literature,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,214,Informatics: Principles and Practices,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,C215,Introduction to Information Literacies,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,226,Indigenous Librarianship,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,256,Information Resources for Business,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,260,Description and Access,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,262A,Data Management and Practice,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,262B,Data Curation and Policy,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,270,Systems and Infrastructures,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,271,"Introduction to Computer Systems and Pro- tion of design as methods for discovery, exploration, exploration of issues related to professional develop-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,289,"Seminar: Special Issues in Information Studies. 422. College, University, and Research Libraries",4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,272,Human/Computer Interaction,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,274,Database Management Systems,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,424,Storytelling,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,425,Library Services and Programs for Children,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,426,Young Adult Literature,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,427,Young Adult Services,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,430,Library Collection Development,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,431,"Archives, Records, and Memory",4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,432,Issues and Problems in Preservation of Heri- 480. Introduction to Media Archiving and Preserva- E-mail contact,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,433,Community-Based Archiving,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,434,Archival Use and Users,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,438A,Seminar: Advanced Issues in Archival Sci- 498. Internship,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,3,Introduction to Human Physiology,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,5,Issues in Human Physiology: Diet and Exercise. analysis from genetics to neural circuits to behavior,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,6,The Human Machine: Physiological Processes. course in series. Systems anatomy focused primarily,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,7,"Science and Food: Physical and Molecular Ori- to first meeting, students must complete Bloodborne",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,13,Introduction to Human Anatomy,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,19,Fiat Lux Freshman Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,89,Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,89HC,Honors Contracts,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,111A-111B,Foundations in Physiological Science,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,90,Introduction to Physiological Science,2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,99,Student Research Program,1 to 2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,C226,Letter grading. Requisite: course 111A or M180A or Neuroscience rary scientific research articles used as basis for mate-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,C127,Neuroendocrinology of Reproduction,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,148,Physiological Regulation of Metabolism and,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,C130,Sex Differences in Physiology and Disease. Nutrient Sensing,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M135,"Dynamical Systems Modeling of Physiologi- covered in lectures. Letter grading. 14BL, or 20B and 30AL, 153A, Life Sciences 7A, 7B,",Unknown Credits
