"course_code","course_name","course_level","course_hours","course_description"
"JRL 240S","Immersive Storytelling: AR/VR","Undergraduate","1 Hour","Open to all College of Media majors, this one-credit-hour production-oriented course allows students to explore new forms of storytelling through immersive, interactive technologies such as virtual and augmented reality. Students use design thinking and emerging tools and platforms to create 360-degree video, 3d models, volumetric video and interactive augmented reality."
"JRL 293","Special Topics","Undergraduate","1-6 Hours","PR: Consent.   Investigation of topics not covered in regularly scheduled courses."
"JRL 298","Honors","Undergraduate","1-3 Hours","PR: Students in Honors Program and consent by the honors director.   Independent reading, study or research."
"JRL 318S","Beat Reporting","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. Essentials of developing and covering a news beat. Students generate stories, cultivate sources, and discover their community."
"JRL 319S","Editing and Curation","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. Students develop the skills necessary to edit and design content for online and print media outlets."
"JRL 320S","Advanced Photojournalism","Undergraduate","3 Hours","PR: (JRL 220 orJRL 220S) with a minimum grade of C-. Introduction to advanced techniques and concepts in visual journalism for print and electronic media. Color, lighting, studio and digital camera techniques."
"JRL 321S","Media Design","Undergraduate","3 Hours","PR: JRL 215 orMDIA 215Swith a minimum grade of C-. An introduction to the design of newspapers, magazines and internet publications."
"JRL 325S","Podcast Reporting & Producing","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) and (JRL 225 or MDIA 225 orMDIA 225S) with a minimum grade of C- in all. Podcasting is a growing aspect of the media industry. In this course, students will learn how to report and produce a professional-level podcast through a class podcast series as well as through listening to and critiquing class assignments and professional podcasts."
"JRL 328","Media Law and Ethics","Undergraduate","3 Hours","PR: JRL 215 of MDIA 215 with a minimum grade of C-. This course is an in-depth exploration of the complex ethical and legal media landscape, with an emphasis on key historical precedents, new cases and challenges related to emerging technology, digital disinformation, artificial intelligence, new problems in social media and other current issues in journalism, public relations and advertising."
"JRL 330S","Sports and Adventure Media Writing","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) and (JRL 225 or MDIA 225 orMDIA 225S) with a minimum grade of C- in all. Focuses on writing media content about sports and adventure activities for journalism and strategic communications purposes. Attention is given to writing styles used for different mediums as well as strategies to incorporate audience insight and engagement."
"JRL 335S","Video and Audio News Writing","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. Gathering, researching, and evaluating facts; reporting and writing news for radio and television; editorial decision making and responsibility; broadcast news ethics."
"JRL 340S","Advanced Video Storytelling","Undergraduate","3 Hours","PR:JRL 220SorMDIA 225Swith a minimum grade of C-. Students in this course will learn advanced video shooting and editing techniques and gain video storytelling experience. Specifically, students will learn about video composition, lighting and shot sequencing. They also will learn about video editing and production, including: digital project organization and management, and editing using various types of video software programs."
"JRL 341S","Data and Design","Undergraduate","3 Hours","PR: MDIA 215 orMDIA 215Sor MDIA 225 orMDIA 225Swith a minimum grade of C-. This course introduces students to the journalistic collection, analysis, and presentation of data."
"JRL 380S","Sports and Adventure Media Video Storytelling","Undergraduate","3 Hours","PR: (JRL 330 orJRL 330Sor JRL 335 orJRL 335S) and PR or CONC: (JRL 235Sor JRL 488) with a minimum grade of C- in each. Focuses on creating sports and adventure media video stories for journalism and strategic communications purposes. Attention is given to video storytelling techniques. Involves direct practice covering sporting events, producing video content and applying audience insight and engagement techniques."
"JRL 385S","Audio Reporting","Undergraduate","3 Hours","PR: JRL 335 orJRL 335Sor TVJ 319 with a minimum grade of C-. Writing and reporting news for radio and other digital audio sources."
"JRL 386S","Beginning Video Reporting","Undergraduate","3 Hours","PR: (JRL 330 orJRL 330Sor JRL 335 orJRL 335S) and (JRL 235Sor JRL 488) with a minimum grade of C- in each. Reporting, writing and producing sports stories for television using digital video technology; emphasis on sports writing, visual storytelling, editorial decision making, and ethical and legal considerations."
"JRL 393","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"JRL 408","The Community Newspaper","Undergraduate","2 Hours","(Open to all University students.)   Fundamental problems and techniques in operation of community newspapers."
"JRL 411","Experimental Journalism","Undergraduate","3 Hours","PR: JRL 215 or MDIA 215 with a minimum grade of C- and senior status or departmental permission. A project-based, immersion course in experimental journalism using new technology such as virtual reality, augmented reality, sensors, drones and other experimental storytelling methods."
"JRL 412","Sport Journalism","Undergraduate","3 Hours","PR:ADV 201orADPR 215orADV 215or JRL 215 or MDIA 215 orMDIA 215SorPR 215or STCM 215 with a minimum grade of C-. Develops critical thinking skills in reporting and writing stories. Students examine the value of sport journalism; the way sport functions in society, and gain an understanding of ethics in sport journalism."
"JRL 419","Entertainment Reporting","Undergraduate","3 Hours","PR: (JRL 101 orMDIA 101) and (ADPR 215orPR 215or STCM 215) with a minimum grade of C-. This course is an examination of the issues facing the field of entertainment reporting. Students will cover beats, produce reporting and examine the entertainment industry."
"JRL 420S","Feature Writing","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. Developing writing, and editing news features, personality profiles, color pieces, issue oriented articles and human impact stories for news, public relations, and film."
"JRL 424S","Adventure Travel Writing & Photography","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) and (JRL 225 or MDIA 225 orMDIA 225S) with a minimum grade of C-. Best practices and ethical considerations of travel and adventure journalism, including photography and point-of-view videography, and appropriate use of digital platforms, blogging and social media for journalistic purposes. Includes a travel component."
"JRL 426S","Investigative Reporting","Undergraduate","3 Hours","PR: (JRL 318 orJRL 318Sor JRL 386 orJRL 386Sor TVJ 386) with a minimum grade of C-. Reporting on the agencies, structures, and programs that make society work, including circuit court and police."
"JRL 429","Opinion Writing","Undergraduate","3 Hours","PR: JRL 215 or MDIA 215 with a minimum grade of C-. Students will analyze news issues and write opinion-based pieces."
"JRL 430S","Social Media and Journalism","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. This lab course identifies and applies the principles behind social media applications such as blogs and networking sites."
"JRL 431S","Multimedia Storytelling","Undergraduate","3 Hours","PR: (JRL 225 orMDIA 225S) and (JRL 318SorJRL 320S) with a minimum grade of C- in each. This capstone course explores digital narrative storytelling, employing the wide variety of media and interactive applications that online publishing makes possible. However, emphasis is on visual media. Students will learn to facilitate audience comprehension and engagement while educating and informing about contemporary societal issues."
"JRL 432","Social Media Strategy","Undergraduate","3 Hours","This course examines how social media channels can be utilized to meet the goals of corporate, non-profit, political and issue based outreach messaging."
"JRL 433","Social Media Applications","Undergraduate","3 Hours","This course examines how messages can be crafted for maximum success and reach in the social media landscape. Students will explore different methods for monitoring and measurement, explore current trends in social media and examine case studies of successful social media integration across multiple platforms."
"JRL 434","Social Media Campaigns","Undergraduate","3 Hours","This course examines case studies where social media was used successfully in instances of promotion, outreach and crisis communication."
"JRL 435S","Live Sports Video Production","Undergraduate","3 Hours","Production and coverage of live sporting events, including television terminology, camera operation, live directing, live technical directing, digital signage execution, instant replay, work ethic, and promptness. Involves direct practice with over ten of WVU's Division 1 sports."
"JRL 440S","Documentary Storytelling","Undergraduate","3 Hours","PR:JRL 220Swith a minimum grade of C- or consent. Development of practical and analytical skills in documentary production, including research, story development, scripting and editing."
"JRL 441","Internship","Undergraduate","1-3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. Full-time employment for a minimum of 10 weeks under a signed contract detailing the terms of the experience. (Graded pass/fail.)."
"JRL 442","Practicum","Undergraduate","1-2 Hours","PR: (JRL 215 orMDIA 215S) with a minimum grade of C- and consent. Students must have a signed contract detailing terms of the learning experience. 8 to 20 hours per week for a minimum of 10 weeks while taking other courses. (Graded on a pass/fail basis.)."
"JRL 445S","International Media 1","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) with a minimum grade of C-. A combination of classroom theory and practical application of the function of media in an international setting."
"JRL 446","International Media 2","Undergraduate","1-6 Hours","PR: Consent. Centers around a trip that involves the study of media in the country students are visiting. Usually a continuation of International Media 1."
"JRL 448S","Digital Publication: Social Video","Undergraduate","3 Hours","PR: (JRL 215 or MDIA 215 orMDIA 215S) and (JRL 225 or MDIA 225 orMDIA 225S) with a minimum grade of C- in each. This course teaches students how to engage an audience by curating content and video and producing and packaging this information in explainer and short social videos for a professional digital publication called 100 Days. In addition, students obtain first-hand experience producing mobile-first content."
"JRL 450","Writing for Health Promotion","Undergraduate","3 Hours","PR: (JRL 101 orMDIA 101) and (PR 215orADV 215) with a minimum grade of C-. A writing-intensive course that examines the evolving field of health communication. Students write health messages for distinct audiences. Some topics include: provider-patient communication and persuasive messages for social networks, social influence, and social support."
"JRL 452","Applied Health Promotion","Undergraduate","3 Hours","PR: (JRL 101 orMDIA 101) and (ADV 215orPR 215) with a minimum grade of C-. Primarily examines in-depth case studies of health communication messages with an emphasis on understanding how audiences are targeted and influenced by these messages."
"JRL 454","Health Promotion Campaigns","Undergraduate","3 Hours","PR: (JRL 101 orMDIA 101) and (ADV 215orPR 215) with a minimum grade of C-. Applies IMC principles, theories, and techniques to multifaceted health promotion and disease prevention campaigns. Examines non-profit and public organizations that utilize IMC strategies to promote issues such as HIV/AIDS awareness, cancer screening, and child vaccinations."
"JRL 457S","Advanced Adventure Media Production","Undergraduate","3 Hours","PR:JRL 380Swith a minimum grade of C-. Focuses on advanced video production for journalism or strategic communications purposes. Attention is given to in-depth story development and audience insight and engagement techniques associated with the story production. Involves direct practice of adventure sports or travel location-based video storytelling and audience building."
"JRL 458","Interactive Media and Audience Building","Undergraduate","3 Hours","This course introduces students to the latest and evolving attributes of media entrepreneurship, new economic models for media, and audience building across emergent platforms."
"JRL 459S","Multimedia News Publication","Undergraduate","3 Hours","PR: (JRL 225 or MDIA 225 orMDIA 225S) and (JRL 318 orJRL 318Sor JRL 320 orJRL 320S) with a minimum grade of C- in all. In this lab/workshop-style capstone class for journalism majors, students will produce stories and multimedia packages for publication and broadcast."
"JRL 467S","Public Affairs Show-Morgantown Today","Undergraduate","3 Hours","PR: (JRL 380 orJRL 380S) or (JRL 386 orJRL 386S) with a minimum grade of C-. This course is run as an actual public affairs television show. This course will address matters of public policy and interest including topics on education, culture and politics. Students will learn how to produce, gather and report on public affairs issues. Students serve as the reporters, hosts and/or technical crew during show tapings at the Waterfront TV Studio."
"JRL 484S","Advanced Sports and Adventure Video Production","Undergraduate","3 Hours","PR: (JRL 380 orJRL 380S) with a minimum grade of C-. Focuses on sports and adventure sports video reporting and production for a magazine show. Production of the show includes in-the-field reporting, studio operations and producing. Attention is given to sports and adventure media industry standards."
"JRL 487S","Advanced Video Reporting and Producing","Undergraduate","3 Hours","PR: JRL 380 orJRL 380Sor JRL 386 orJRL 386Swith a minimum grade of C-. This course is run as an actual newsroom to teach students how to produce, gather and report news. Students are assigned “beats,” and work individually and in teams to produce news for local broadcast. Students serve as the talent and/or technical crew during newscast tapings and learn how to promote their work and engage audiences via professional social media use."
"JRL 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent.  Teaching practice as a tutor or assistant. (Graded on a pass/fail basis.)."
"JRL 491","Professional Field Experience","Undergraduate","1-18 Hours","PR: Consent. (May be repeated up to a maximum of 18 hours). Prearranged experiential learning program, to be planned; supervised, and evaluated for credit by faculty and field supervisors. Involves temporary placement with public or private enterprise for professional competence development. (Graded on a pass/fail basis.)."
"JRL 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"JRL 494","Seminar","Undergraduate","1-3 Hours","PR: Consent. Presentation and discussion of topics of mutual concern to students and faculty."
"JRL 495","Independent Study","Undergraduate","1-3 Hours","Faculty supervised study of topics not available through regular course offerings."
"JRL 496","Senior Thesis","Undergraduate","1-3 Hours","PR: Consent."
"JRL 498","Honors","Undergraduate","1-3 Hours","PR: Students in Honors Program and consent by the honors director.  Independent reading, study, or research."
"JRL 499","Global Service Learning","Undergraduate","1-3 Hours","PR: Consent.   Theory and practice of global service-learning. The main objective will be to pair the experiential aspects of meaningful and sustained service in the host community with work from the student's anchor course by offering a methodological framework for cultural immersion and community service as well as adding to the content of the anchor course."
"LANG 191","First-Year Seminar","Undergraduate","1-3 Hours","Engages students in active learning strategies that enable effective transition to college life at WVU. Students will explore school, college and university programs, policies and services relevant to academic success. Provides active learning activities that enable effective transition to the academic environment. Students examine school, college and university programs, policies and services."
"LANG 293","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LANG 321","Language Matters","Undergraduate","3 Hours","Focuses on issues regarding language, culture, and “myths,” including facts about language learning, cultural dynamics in relation to the use of language, and current cross-cultural issues in the aspect of language as a medium."
"LANG 322","Second Language Acquisition","Undergraduate","3 Hours","Study of linguistic concepts, development patterns, and contributing factors relevant to second language acquisition."
"LANG 393","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LANG 421","The Teaching of Foreign Languages","Undergraduate","3 Hours","PR: Consent.  Required of all students who are prospective foreign language teachers on the secondary level."
"LANG 422","Second Language Reading","Undergraduate","3 Hours","PR: LING 101 orLING 311or equivalent.  Study of the second language reading process, relevant research findings, curricular issues, and classroom instructional practices."
"LANG 423","Teaching English Overseas","Undergraduate","3 Hours","Teaching English Overseas is an introductory course focusing on principles and practices of teaching English as an international language, with emphasis on how these experiences are shaped by cultural, economic, educational, institutional, and social contexts."
"LANG 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent.  Teaching practice as a tutor or assistant."
"LANG 491","Professional Field Experience","Undergraduate","1-18 Hours","PR: Consent. (May be repeated up to a maximum of 18 hours.) Prearranged experiential learning program, to be planned, supervised, and evaluated for credit by faculty and field supervisors. Involves temporary placement with public or private enterprise for professional competence development."
"LANG 492","Directed Study","Undergraduate","1-3 Hours","Directed study, reading, and/or research."
"LANG 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LANG 494","Seminar","Undergraduate","1-3 Hours","PR: Consent. Presentation and discussion of topics of mutual concern to students and faculty."
"LANG 495","Independent Study","Undergraduate","1-6 Hours","Faculty supervised study of topics not available through regular course offerings."
"LANG 496","Senior Thesis","Undergraduate","1-3 Hours","PR: Consent."
"LANG 498","Honors","Undergraduate","1-3 Hours","PR: Students in Honors Program and consent by the honors director.  Independent reading, study, or research."
"LARC 105","Introduction to Landscape Architecture, Environmental Design and Planning","Undergraduate","3 Hours","A general overview of the field of landscape architecture, environmental design and planning. The course reviews the practices of design and planning professionals and their connections to society. An emphasis is placed on past development traditions and current sustainable development methods, strategies, and impacts of planning and design through the review of past and current projects."
"LARC 120S","Landscape Architectural Drawing Studio","Undergraduate","3 Hours","PR: Landscape Architecture majors only. Introduction to elements of visual techniques in drafting, basic design, and environmental systems."
"LARC 121S","Landscape Architectural Graphics Studio","Undergraduate","3 Hours","Introduction to design and graphic methodology with applications to current standards. Development of principles of communication in two- and three-dimensional visual thinking applicable to environmental design professions. (Two 3-hr. studios.)."
"LARC 191","First-Year Seminar","Undergraduate","1-3 Hours","Engages students in active learning strategies that enable effective transition to college life at WVU. Students will explore school, college and university programs, policies and services relevant to academic success. Provides active learning activities that enable effective transition to the academic environment. Students examine school, college and university programs, policies and services."
"LARC 212","History of Landscape Architecture","Undergraduate","3 Hours","A broad survey of the history of the designed human environment with emphasis on the development of landscape architecture. (Does not fulfill Cluster A for landscape architecture students.)."
"LARC 220","Landscape Field Drawing","Undergraduate","3 Hours","PR: LARC 121 with a minimum grade of C- or consent. Outdoor sketching and drawing as a tool for field observation and to communicate landscape design ideas. Students sample a range of media and techniques, then focus and develop their individual drawing style. Offered in Fall. (1.5-hr lecture, 3-hr studio)."
"LARC 223","Computer Graphics in Landscape Architecture","Undergraduate","3 Hours","PR: LARC 121.  Application of basic computer graphics to include drafting, rendering, and visualization software used in developing landscape architectural plans and environment analysis. (Two 3-hr. studios.)."
"LARC 224","Digital Design Graphics for Landscape Architecture","Undergraduate","2 Hours","This course is designed to provide students with a working knowledge of how to generate and manipulate graphic images digitally. Over the course of the semester, we will cover the basics of the three most common Adobe Creative Cloud programs used by landscape architects: Photoshop, Illustrator, InDesign and Acrobat."
"LARC 229","Landscape Architecture","Undergraduate","3 Hours","PR: For non- landscape architecture majors only.  An appreciation of the basic principles of planting design and information pertaining to the use of ornamental plants around the home. (2 hr. lec., one 2-hr. studio.)."
"LARC 231","Landscape Construction Materials and Methods","Undergraduate","3 Hours","PR: LARC 250.  A study of materials used in landscape architectural construction with emphasis on methods of construction and the preparation of construction drawings for design implementation. (2 hr. lec., one 2-hr. studio.)."
"LARC 250S","Theory of Landscape Architectural Design Studio","Undergraduate","3 Hours","PR: LARC 121 orLARC 121S. Application of elements and principles of art and design to landscape architecture."
"LARC 251","Landscape Architectural Design","Undergraduate","1 Hour","PR: LARC 250 or equivalent and PR or CONC:LARC 251S. Investigation and application of various factors which play a role in the design of natural and man-made environment."
"LARC 251S","Landscape Architectural Design Studio","Undergraduate","2 Hours","PR or CONC:LARC 251. Landscape Architectural Design Studio."
"LARC 260","Ornamental Woody Plants and Groundcovers","Undergraduate","3 Hours","PR:BIOL 101and BIOL 103 or equiv.  Design uses, ornamental qualities, cultural requirements and identification of woody plants and groundcovers in West Virginia. Field course. (One day field trip required at student's expense). (Two 3-hr. studios.)."
"LARC 261","Planting Design","Undergraduate","1 Hour","PR: LARC 250 andLARC 260and PR or CONC:LARC 261S. Study of planting design theory and practice, including uses of plants in site and environmental design, planting design techniques and preparation of planting plans, construction details, and technical specifications."
"LARC 261S","Planting Design Studio","Undergraduate","2 Hours","PR or CONC:LARC 261. Planting Design Studio."
"LARC 271","Portfolio Design","Undergraduate","1 Hour","PR: LARC 121 and LARC 250 andLARC 260.  Introduction to graphic design and presentation formals and their application for the preparation of the second year portfolio. (One 2-hr. studio.)."
"LARC 293","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LARC 330S","Landscape Architectural Construction 1 Studio","Undergraduate","4 Hours","PR:LARC 231andLARC 251SandMATH 124or higher. The study of the technical principles of grading design, their application to site planning, and preparation of land form grading plans."
"LARC 331","Advanced Grading & Stormwater","Undergraduate","1 Hour","PR: LARC 330 with a minimum grade of C- and PR or CONC:LARC 331S. Study and preparation of parkway plans (road alignment), surface and sub-surface drainage plans, advanced grading plans, and cost estimates."
"LARC 331S","Advanced Grading & Stormwater Studio","Undergraduate","3 Hours","PR or CONC:LARC 331. Advanced Grading & Stormwater Studio."
"LARC 332","Recreation, Trails, and Community Development","Undergraduate","3 Hours","Using outdoor recreation as a facilitator of community development, this course will provide a preview of comprehensive trail planning strategies guiding sustainable trail development, including the benefits of trails (economic, health, and social), strategies for stakeholder engagement, funding, activation and programming, and evaluation. Online, 3-credit undergraduate course, cross listed withLARC 532(for graduate students)."
"LARC 334","Sustainable Trails: Design Concepts","Undergraduate","3 Hours","Plan trail networks according to current best practices, responding to site topography and aesthetics while incorporating skills progression and accessibility for trail users of all skill levels. Online, 3-credit undergraduate course, cross listed withLARC 534(for graduate students)."
"LARC 350","Landscape Architectural Design 2","Undergraduate","1 Hour","PR or CONC:LARC 350S. Study of medium scale site design with emphasis on site analysis, design methodology and presentation."
"LARC 350S","Landscape Architectural Design 2 Studio","Undergraduate","3 Hours","PR or CONC:LARC 350. Landscape Architectural Design 2 Studio."
"LARC 351","Landscape Architectural Design 3","Undergraduate","1 Hour","PR or CONC:LARC 351S. Site-design problems dealing with complex environmental systems emphasizing rural and urban design. Projects are integrated with landscape architectural construction."
"LARC 351S","Landscape Architectural Design 3 Studio","Undergraduate","3 Hours","PR or CONC:LARC 351. Landscape Architectural Design 3 Studio."
"LARC 360","Natural Systems Design","Undergraduate","1 Hour","PR or CONC:LARC 360S. Study of native and naturalized plants of this region and their ecological tolerances, importance to site analysis, and use in planting design. (2-day field trip required at student's expense.)."
"LARC 360S","Natural Systems Design Studio","Undergraduate","3 Hours","PR or CONC:LARC 360. Natural Systems Design Studio."
"LARC 361","Interior Plantscaping","Undergraduate","2 Hours","PR:BIOL 101and BIOL 103 orPLSC 206.  The study of plants appropriate to interior plantscaping and their special needs and uses in design situations. (One day field trip required at student's expense.) (1 hr. lec., one 3 hr. studio.)."
"LARC 423","Advanced CAD","Undergraduate","2 Hours","PR:LARC 223or equivalent. Study and application of advanced computer techniques including Land Development Desktop and AutoCAD. (Two 2 hr. studios.)."
"LARC 435","Sustainable Trails: Design Detailing & Drainage","Undergraduate","3 Hours","PR:LARC 334or (LARC 231andLARC 331andLARC 360) with a minimum grade of C- in all. Refine trail masterplans for costing, bidding and construction documentation with site-specific detailing and specifications, while incorporating stormwater management best practices and ecological restoration principles. Online, 3-credit undergraduate course, cross listed withLARC 535(for graduate students)."
"LARC 437","Sustainable Trails: Practicum Experience","Undergraduate","1-3 Hours","PR: (LARC 435andRPTR 436) with a minimum grade of C-. Engage directly in a trail project’s design, construction, maintenance and/or monitoring, through a service-learning capstone project in sustainable trails development. Work with stakeholders and community representatives directly to support recreation economy development. Can be repeated for credit: students can enroll for 1, 2, or 3 credits at once. Online, undergraduate course, cross listed withLARC 537(for graduate students)."
"LARC 444","Western European Gardens, Landscapes and Architecture: Field Study","Undergraduate","6 Hours","This is a travel course that includes visits to Belgium, France, Netherlands and Germany and focuses on a variety of environments- urban, agricultural/rural, and natural. Major cities in the travel experience may include Brussels, Paris, and Amsterdam. The core work of the course consists of a journal/sketchbook. (Also listed asPLSC 444.)."
"LARC 448","Design Analysis","Undergraduate","2 Hours","PR: Consent. Analysis of planning and design projects to offer solutions to a given problem."
"LARC 450","Advanced Landscape Architectural Design 1","Undergraduate","1 Hour","PR:LARC 331andLARC 351andLARC 360and PR or CONC:LARC 450S. Comprehensive design problems integrating all aspects of site design, planting design and construction. Includes advanced projects for urban and rural sites."
"LARC 450S","Advanced Landscape Architectural Design 1 Studio","Undergraduate","4 Hours","PR or CONC:LARC 450. Advanced Landscape Architectural Design 1 Studio."
"LARC 451","Advanced Landscape Architectural Design 2","Undergraduate","1 Hour","PR:LARC 450and PR or CONC:LARC 451S. A comprehensive problem in landscape architecture in which the student demonstrates proficiency acquired from their program of study."
"LARC 451S","Advanced Landscape Architectural Design 2 Studio","Undergraduate","4 Hours","PR or CONC:LARC 451. Advanced Landscape Architectural Design 2 Studio."
"LARC 452","Contemporary Issues in Landscape Architecture","Undergraduate","3 Hours","PR: LARC 250 and PR or CONC:LARC 251. A series of seminar discussions exploring current and future trends in the practice of landscape architectural design, planning, and management."
"LARC 464","Designing Healthy Places","Undergraduate","3 Hours","Examination and analysis of environmental design solutions that have positive impacts for individual and community health outcomes."
"LARC 465","Regional Design","Undergraduate","3 Hours","PR: Consent. Consideration of regional landscapes in order to effectively relate design to the ecology and development of a region."
"LARC 466","Introduction to Urban Design Issues","Undergraduate","3 Hours","PR: Consent.  Community analysis methods, city and small town planning and management of community growth. The course focus is on understanding community and urban design issues and growth management. (Offered in fall of odd years.)."
"LARC 484","Professional Practice","Undergraduate","3 Hours","PR: Consent. Procedures in preparation of contract documents, fees, estimates, operation of an office, and relationship to clients and contractors. (3 hr. lec.)."
"LARC 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent. Teaching practice as a tutor or assistant."
"LARC 491","Professional Field Experience","Undergraduate","1-18 Hours","PR: Consent. (May be repeated up to a maximum of 18 hours.) Prearranged experiential learning program, to be planned, supervised, and evaluated for credit by faculty and field supervisors. Involves temporary placement with public or private enterprise for professional competence development."
"LARC 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LARC 494","Seminar","Undergraduate","1-3 Hours","PR: Consent.  Presentation and discussion of mutual concern to students and faculty."
"LARC 495","Independent Study","Undergraduate","1-6 Hours","Faculty supervised study of topics not available through regular course offerings."
"LARC 496","Senior Thesis","Undergraduate","1-3 Hours","PR: Consent."
"LARC 498","Honors","Undergraduate","1-3 Hours","PR: Students in Honors Program and consent by the honors director.  Independent reading, study or research."
"LAW 493","Special Topics","Undergraduate","1-9 Hours",""
"LDR 201","Principles of Leadership","Undergraduate","3 Hours","This course serves as an introduction to leadership theory and practice. The course will examine various aspects of the literature on leadership; provide practice for developing leadership skills; and offer personal experiences for self-reflection."
"LDR 293","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LDR 301","Problems in Leadership","Undergraduate","3 Hours","PR:LDR 201. Students will survey a series of case studies, both historical and imagined, in which leadership either succeeds or fails."
"LDR 330","Leadership and Athletics","Undergraduate","3 Hours","PR:LDR 201.   Examines leadership in the context of sport with historical and contemporary examples. Different levels of sport will be discussed. Issues related to followership and organizational culture, relevance of motivational theory, and team relationships are explored."
"LDR 393","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LDR 401","Leadership in Action","Undergraduate","3 Hours","PR:LDR 201andLDR 301.  This course serves to demonstrate that students have learned how strong, innovative leadership leads to organizational change. Students will tailor this capstone- level/service-learning course to suit their own major and interests."
"LDR 435","Women and Leadership","Undergraduate","3 Hours","Uses academic literature related to leadership, women, and some feminist theory to analyze differences in female and male leadership characteristics, behaviors, and effectiveness."
"LDR 445","Intersections in Leadership","Undergraduate","3 Hours","The objective of this course is to examine and evaluate leadership in and among people and their environment. Topics include intersectionality, multi-cultural leadership theories, and environmental sustainability. This course serves as an elective for both the Minor in Leadership Studies and Graduate Certificate in Leadership."
"LDR 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent. Teaching practice such as a tutor or assistant."
"LDR 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LDR 495","Independent Study","Undergraduate","1-6 Hours","Faculty supervised study of topics not available through regular course offerings."
"LDR 498","Honors","Undergraduate","1-3 Hours","PR: Students in the Honors program and consent by the honors director.  Independent reading, study or research."
"LDR 499","Global Service Learning","Undergraduate","1-3 Hours","PR: Consent. Theory and practice of global service-learning. The main objective will be to pair the experiential aspects of meaningful and sustained service in the host community with work from the student's anchor course by offering a methodological framework for cultural immersion and community service as well as adding to the content of the anchor course."
"LING 202","Global Englishes","Undergraduate","3 Hours","Examination of historical, linguistic, and sociopolitical developments leading to the internalization of English and the subsequent emergence of new global Englishes. Exploration of debates around the role and status of English and how its spread has affected local languages. Perspectives from linguistics, sociolinguistics, postcolonial studies, and English language teaching will be adopted in the analysis of global Englishes."
"LING 293","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LING 298","Honors","Undergraduate","1-3 Hours","PR: Students in Honors Program and consent by the honors director.  Independent reading, study, or research."
"LING 311","Introduction to Structural Linguistics","Undergraduate","3 Hours","PR:ARBC 203orCHIN 203or CLAS 203 orFRCH 203or GER 203 or ITAL 203 or JAPN 203 or PORT 203 or RUSS 203 orSPAN 203or equivalent. Required of foreign language majors.  A detailed examination of language structure (phonology, morphology, and syntax) and its relation to language use (sociolinguistics)."
"LING 393","Special Topics","Undergraduate","1-6 Hours","PR: Consent.   Investigation of topics not covered in regularly scheduled courses."
"LING 402","Structure of Modern French","Undergraduate","3 Hours","PR:LING 311and 18 hours of French or consent.  Study of phonology, morphology, and syntax of modern French together with a contrastive analysis of French and English."
"LING 411","Phonology","Undergraduate","3 Hours","PR: LING 101 orLING 311. Description of sounds and sound systems in language. Articulatory phonetics. Structuralist and generative approaches to phonemics."
"LING 412","Syntax","Undergraduate","3 Hours","Emphasis on generative syntax in English, German, Romance and Slavic languages."
"LING 490","Teaching Practicum","Undergraduate","1-3 Hours","PR: Consent. Teaching practice as a tutor or assistant."
