"code","title","credits","department","campus","description"
"HUMAH2319","Honors Minority Cultures in the United States","3","HUMAH - Honors Humanities","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This interdisciplinary survey examines the diverse cultural, artistic, economic, historical, political, and social aspects of US-American minority communities. Topics may include race/ethnicity, gender, socioeconomic class, sexual orientation, national origin, age, disability, and religion."
"HYDR1345","Hydraulics and Pneumatics","3","HYDR - Hydraulics Technology/Technician","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","Discussion of the fundamentals of hydraulics and pneumatics, components of each system and the operations, maintenance, and analysis of each system."
"HYDR1391","Special Topics in Hydraulics Technology/Technician","3","HYDR - Hydraulics Technology/Technician","Kingwood, ","Topics address recently identified current events, skills, knowledge, and/or attitudes and behaviors pertinent to the technology or occupation and relevant to the professional development of the student. This course was designed to be repeated multiple times to improve student proficiency. Lone Star College allows students to take the course twice for a total of two (2) times."
"IBUS1305","Intro to International Business","3","IBUS - International Business","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","The techniques for entering the international marketplace. Emphasis on the impact and dynamics of sociocultural, demographic, economic, technological, and political-legal factors in the foreign trade environment. Topics include patterns of world trade, internationalization of the firm, and operating procedures of the multinational enterprise.  International Studies Area of Concentration course."
"IBUS2341","Intercultural Management","3","IBUS - International Business","CyFair, Kingwood, Montgomery, North Harris, Tomball, ","Cross-cultural comparisons of management and communications processes. Emphasizes cultural, ethnic, geographic distinctions, and antecedents that affect individual, group, and organizational behavior. May include sociocultural demographics, economics, technology, legal issues, negotiations, and processes of decision making in the international cultural environment."
"IEIR1310","Motor Controls","3","IEIR - Industrial Electronic Installer and Repairer","CyFair, North Harris, University Park, ","General principles and fundamentals of electrical controls and control components including starters, troubleshooting techniques, various protective devices, schematics, and diagrams. Student will develop hands-on skills using transformers, motors, magnetic control devices, relays, time delay circuits, reversing circuits and other control input devices."
"IEIR1312","Distribution Systems","3","IEIR - Industrial Electronic Installer and Repairer","North Harris, Tomball, ","Fundamentals of distribution systems including single phase and three phase systems, grounding, ground fault protection, and the National Electrical Safety Code."
"IMED1301","Introduction to Digital Media","3","IMED - Educational/Instructional Media Design","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Theories, elements, and hardware/software components of digital media. Emphasis on conceptualizing and producing digital media presentations."
"IMED1316","Web Design I","3","IMED - Educational/Instructional Media Design","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Instruction in web design and related graphic design including mark-up languages, and browser issues.
"
"IMED1341","Interface Design","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Interface design process relative to a project's content and delivery system. Emphasis on aesthetic usability."
"IMED1345","Interactive Digital Media I","3","IMED - Educational/Instructional Media Design","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Exploration of the use of graphics and sound to create interactive multimedia applications and/or animations using industry standard authoring software."
"IMED2309","Internet Commerce","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","An overview of the Internet as a marketing and sales tool with emphasis on developing a framework for electronic commerce."
"IMED2311","Portfolio Development","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Preparation and enhancement of portfolio to meet professional standards, development of presentation skills, and job-seeking techniques."
"IMED2313","Project Analysis and Design","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Application of the planning and production processes for digital media projects. Emphasis on copyright and other legal issues, content design and production management."
"IMED2315","Web Design II","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Mark-up language and advanced layout techniques for creating web pages. Emphasis on identifying the target audience and producing web sites, according to World Wide Web Consortium (W3C) standards and legal issues."
"IMED2345","Interactive Digital Media II","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Instruction in the use of scripting languages to create interactive digital media applications."
"IMED2349","Internet Server Management","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Web server software installation, configuration, and maintenance. Includes scripting and website optimization."
"IMED2380","Cooperative Ed - Interactive Media","3","IMED - Educational/Instructional Media Design","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Career-related activities encountered in the student's area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component."
"INEW2332","Comprehensive Software Project: Coding, Testing, and Implementation","3","INEW - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A comprehensive application of skills learned in previous semesters in a simulated workplace. Includes coding, testing, maintenance, and documentation of a complete software and/or hardware solution. This course may be used as a capstone course for a certificate or degree."
"INEW2338","Advanced JAVA Programming","3","INEW - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A continuation of Java programming techniques such as servlets, and advanced graphical functions."
"INMT1311","Computer Integrated Manufacturing","3","INMT - Engineering Design Graphics Technology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","A study of the principles and application of computer integrated manufacturing including integration of material handling, manufacturing, and computer hardware and programming."
"INMT1417","Industrial Automation","4","INMT - Engineering Design Graphics Technology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","Applications of industrial automation systems including identification of system requirements, equipment integration, motors, controllers, and sensors. Coverage of set-up, maintenance, and testing of the automated system."
"INMT2303","Pumps, Compressors & Mechanical Drives","3","INMT - Engineering Design Graphics Technology","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","A study of the theory and operations of various types of pumps and compressors.  Topics include mechanical power transmission systems including gears, v-belts, and chain drives."
"INTC1312","Instrumentation and Safety","3","INTC - Instrumentation Technology/Technician","Kingwood, ","An overview of industries employing instrument technicians. Includes instrument safety techniques and practices as applied to the instrumentation field."
"INTC1341","Principles of Automatic Control","3","INTC - Instrumentation Technology/Technician","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","Basic measurements, automatic control systems and design, closed loop systems, controllers, feedback, control modes, and control configurations."
"INTC1425","Instrument Hardware Installation I","4","INTC - Instrumentation Technology/Technician","Kingwood, ","Installation of instrumentation equipment into a process environment using industry standards.
Specific emphasis will be on use of hand tools."
"INTC1443","Application of Industrial Automatic Controls","4","INTC - Instrumentation Technology/Technician","Kingwood, ","Automatic process control including measuring devices, analog and digital instrumentation, signal transmitters, recorders, alarms, controllers, control valves, and process and instrument diagrams. Includes connection and troubleshooting of loops."
"INTC1456","Instrumentation Calibration","4","INTC - Instrumentation Technology/Technician","Kingwood, ","Techniques for configuring and calibrating transmitters, controllers, recorders, valves, and valve positioners."
"INTC2330","Instrumentation Systems Troubleshooting","3","INTC - Instrumentation Technology/Technician","Kingwood, ","Techniques for troubleshooting instrumentation systems in a process environment. Includes troubleshooting upsets in processes."
"INTC2336","Distributed Control and Programmable Logic","3","INTC - Instrumentation Technology/Technician","Kingwood, ","An overview of distributed control systems including configuration of programmable logic controllers, smart transmitters, and field communicators. Functions of digital systems in a process control environment."
"INTC2450","Fieldbus Process Control Systems","4","INTC - Instrumentation Technology/Technician","Kingwood, ","A comprehensive view of fieldbus systems using theory, applications, and hands-on experiences."
"INTC2487","Internship - Instrumentation Technology/Technician","4","INTC - Instrumentation Technology/Technician","Kingwood, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills and concepts. A learning plan is developed by the college and the employer.
The internship will be completed on-campus.
"
"INTC2488","Internship - Instrumentation Technology/Technician","4","INTC - Instrumentation Technology/Technician","Kingwood, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills and concepts. A learning plan is developed by the college and the employer.
The off-campus internship will be arranged by the student and approved by the program director.
"
"ITAI1370","Artificial Intelligence History, Theory and Platforms","3","ITAI - Information Technology Artificial Intelligence","University Park, ","An overview of the history, theories and platforms of Artificial Intelligence.

"
"ITAI1371","Introduction to Machine Learning (ML)","3","ITAI - Information Technology Artificial Intelligence","University Park, ","Introduction to machine learning concepts and Python applications, including data acquisition, supervised and unsupervised learning, and data modeling."
"ITAI1372","Artificial Intelligence in Cybersecurity","3","ITAI - Information Technology Artificial Intelligence","University Park, ","Overview of the two different types of concepts for A. I. in cybersecurity. The first is how to use A. I. and Machine Learning to understand intrusion detection. Students will survey the current uses of how A. I. is being used to make cybersecurity systems and processes more rigorous. Survey the most effective neural networks that have learned defensive strategies from famous hacks. The second the A. I. in cybersecurity is the use of cybersecurity to protect A. I. infrastructures. A. I. utilizes some of the most sophisticated equipment, software, and networks and acts as a magnet for sophisticated hacking."
"ITAI1378","Artificial Intelligence for Computer Vision","3","ITAI - Information Technology Artificial Intelligence","University Park, ","Fundamental concepts in Computer Vision, mathematical concepts used for various computer vision application, image annotation, preprocessing image shape and size, methods of handling imbalanced data, image and color segmentation, different CNN, GAN architectures.  Computer Hands-On projects using OpenCV, YOLO, TensorFlow and Keras Library. Focus on knowledge and skills necessary to create a computer vision application."
"ITAI2372","Artificial Intelligence Applications and Case Histories","3","ITAI - Information Technology Artificial Intelligence","University Park, ","This is an intermediate course on the implications of intelligent technologies, A.I., and their impact on society and culture. This course will allow students to investigate Blockchain, essentially the A.I. of Trust for Business and industry, comprehend why philosophy is essential to understanding A.I., and the course focus will be on the New Moon to Mars National Initiative and the need for talent in areas of Artificial Intelligence."
"ITAI2373","Natural Language Processing","3","ITAI - Information Technology Artificial Intelligence","University Park, ","Fundamental concepts in Natural Language Processing (NLP) and text processing. Focus on knowledge and skills necessary to create a language recognition application."
"ITAI2374","Robot Operating System & Platforms in Artificial Intelligence","3","ITAI - Information Technology Artificial Intelligence","University Park, ","This course gives an overview of many concepts, techniques, and algorithms in modern robotics, with emphasis on new hardware and software tools.  The course gives the student the basic ideas and intuition behind modern robotics methods as well as a bit more formal understanding of how, why, and when they work.

"
"ITAI2376","Deep Learning in Artificial Intelligence","3","ITAI - Information Technology Artificial Intelligence","University Park, ","This is an intermediate course on the different deep learning methods with specific emphasis on control systems and autonomous driving and deeper learning applications. The course will allow students to use a variety of neural network devices that speed the use of Deep Learning on smaller practice platforms."
"ITAI2377","Data Science in Artificial Intelligence","3","ITAI - Information Technology Artificial Intelligence","University Park, ","An advanced course on the progression from data to information from the 50’s up to the present with different types of databases, planning for data capture/curation, Machine Learning as a catalyst to a massively changing paradigm, dynamic data, highly distributed information, and storage systems. The course will give the student the intuition behind data integrity and how to establish viable checkpoints within the data system to troubleshoot performance and errors. Additionally, students will learn to take disparate data types and fit them into newer structures and take average data and create great information in an era of high precision data and sheer insight performance using specialized hardware and software."
"ITAI2378","Artificial Intelligence Resources and References","3","ITAI - Information Technology Artificial Intelligence","University Park, ","This is an advanced course that provides students with a culminating experience to create a final GitHub that features all Jupyter Notebooks, including different aspects of work, incremental work in progress, and a final product where appropriate. The goal of the course is to help students create a portfolio of a complete bibliography of all resources used (online tutorials, YouTube video, best of the best instructional PDF’s and relevant reading material.) Evaluate materials, practices, and submit resources that utilize the outside materials, simulation work, video lab reports, and final presentations."
"ITAI2379","Special Topics in Artificial Intelligence","3","ITAI - Information Technology Artificial Intelligence","University Park, ","Topics address recently identified current events, skills, knowledge, and/or attitudes and behaviors pertinent to the technology or occupation and relevant to the professional development of the student. "
"ITAL1411","Beginning Italian I","4","ITAL - Italian Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","This course includes beginner's pronunciation, oral practice, conversation, use of recordings for ear training, basic principles of grammar, simple exercises in composition, easy reading which includes cultural material."
"ITAL1412","Beginning Italian II","4","ITAL - Italian Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","This course is a continuation of 1411 with increased emphasis on comprehension, speaking, reading, and writing. Intensive skills to increase vocabulary and knowledge of structure."
"ITAL2311","Intermediate Italian I","3","ITAL - Italian Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","This course stresses both oral and written exercises to increase vocabulary expansion of grammatical principles and short themes written on a variety of topics."
"ITAL2312","Intermediate Italian II","3","ITAL - Italian Language","CyFair, Kingwood, Montgomery, North Harris, Tomball, Houston North, Online, University Park, ","This course is a continuation of ITAL 2311 with emphasis on literary works by Italian authors. Students will read one major novel in Italian. Continued reinforcement of grammatical principles and development of writing and oral skills are stressed."
"ITCA1370","Cybersecurity Fundamentals","3","ITCA - Information Technology Cybersecurity Apps.","CyFair, Kingwood, North Harris, Tomball, Online, ","This course is designed to expose the students to the fundamentals of Cybersecurity Operations with knowledge/skills specific to (but not limited to): security concepts, security monitoring, host-based analysis, network intrusion analysis, and security policies and procedures."
"ITCA1374","Fundamentals of Disaster Recovery and Business Continuity","3","ITCA - Information Technology Cybersecurity Apps.","CyFair, North Harris, Online, Kingwood, ","This course is designed to expose students to fundamentals of disaster recovery and business continuity with knowledge/skills specific to (but not limited to): understanding the need for record retention, understanding the need for data backups, describe business continuity allowing business to remain operational."
"ITCC1314","CCNA 1: Introduction to Networks","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Houston North, Kingwood, North Harris, Tomball, Online, ","This course covers networking architecture, structure, security, and functions; introduces the principles and structure of IP addressing and the fundamentals of Ethernet concepts, media, and operations to provide a foundation for the curriculum."
"ITCC1330","DEVNET Associate","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Houston North, Kingwood, North Harris, Tomball, Online, ","Software development and design using APIs, Cisco platforms and development, application development and security, and infrastructure and automation."
"ITCC1344","CCNA 2: Switching, Routing and Wireless Essentials","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Houston North, Kingwood, North Harris, Tomball, Online, ","Describes the architecture, components, and basic operation of routers and explains the basic principles of routing and routing protocols. It also provides an in-depth understanding of how switches operate and are implemented in the LAN environment for small and large networks. Additionally, wireless technologies are covered along with best practices for implementing wireless within and network environment."
"ITCC2320","CCNA 3: Enterprise Networking, Security and Automation","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Houston North, Kingwood, North Harris, Tomball, Online, ","Describes the architecture, components, operations, and security to scale for large, complex networks, including wide area network (WAN) technologies. Emphasizes network security concepts and introduces network virtualization and automation."
"ITCC2330","CCNP Enterprise: Core Networking (ENCOR)","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Kingwood, North Harris, Tomball, Online, ","Provides students with a broad scope of architectural understanding and implementation skills required by enterprise networks. The course covers switching, routing, wireless, and related security topics along with the technologies that support software-defined, programmable networks."
"ITCC2335","CCNP Enterprise: Advanced Routing (ENARSI)","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Tomball, Online, ","Supports the implementation and troubleshooting of advanced routing technologies and services including layer 3 VPN services, infrastructure security and infrastructure services used in enterprise networks."
"ITCC2343","Network Security","3","ITCC - System, Networking, and LAN/WAN Management/Manager","CyFair, Houston North, Kingwood, North Harris, Tomball, Online, ","Overall security processes with particular emphasis on hands-on skills in the following areas: security policy design and management; security technologies, products, and solutions; and secure router design, installation, configuration, and maintenance; AAA and VPN implementation using routers and firewalls."
"ITCS3301","Data Structures & Algorithms","3","ITCS - Cybersecurity","CyFair, ","Analysis of algorithms including time complexity and Big-O notation. Analysis of stacks, queues, and trees, including B-trees. Heaps, hashing, and advanced sorting techniques. Disjoint sets and graphs. Course emphasizes design and implementation."
"ITCS3310","Mathematics Application for Cybersecurity","3","ITCS - Cybersecurity","CyFair, ","This course introduces the inner workings of cryptographic primitives and how to correctly use them. Specifically, the course covers cryptographic algorithms, protocols and techniques. The algorithms illustrate the art of encryption and secure hashing. The cryptographic protocols will expose the students to the world of building trust in an untrusted environment. Cryptographic techniques used in key management and algorithm choice will be explored."
"ITCS3320","Security of Data & Applications","3","ITCS - Cybersecurity","CyFair, ","This course provides theoretical and applied foundations for information security and assurance."
"ITCS3325","Advanced Hacking","3","ITCS - Cybersecurity","CyFair, ","This course covers advanced attack mitigation, threat analysis and threat detection for both whitehat and blackhat hacking."
"ITCS3330","Applied Database Management","3","ITCS - Cybersecurity","CyFair, ","This course will build on database concepts such as query optimization, concurrency, data warehouses, object-oriented extensions, and XML."
"ITCS3350","Project Management for Cybersecurity","3","ITCS - Cybersecurity","CyFair, ","Utilize project management software for developing a cybersecurity project plan including timelines, milestones, scheduling, life cycle phases, management frameworks, skills, processes, and tools."
"ITCS3360","Cyber Policy Analysis & Implementation","3","ITCS - Cybersecurity","CyFair, ","Introduces students to the necessary skills for developing, reviewing and implementing information security policies. Students will learn the fundamentals of effective policy writing, awareness and training along with information security frameworks important to building a successful information security policy."
"ITCS4315","Cybersecurity Incident Response Team","3","ITCS - Cybersecurity","CyFair, ","This course provides students with the background and skills to manage information security incidents to minimize impact on business operations. Topics include detection, investigation, and response to different types of security incidents. Students explore these topics by developing incidence response plans; utilizing industry-standard processes and tools for investigating information security incidents; and recommending processes for incidence response that adhere to legal, regulatory, and organizational compliance. Students who have completed the course have a comprehensive view of cybersecurity incident detection and response."
"ITCS4320","Cybersecurity and Digital Ethics","3","ITCS - Cybersecurity","CyFair, ","Introduction to cybersecurity analysis of threats and risks from the environment; development of appropriate strategies to mitigate impact; ethics of extraordinary administrative access; ethics of digital forensics and implications to society."
"ITCS4340","Intrusion Analysis and Response","3","ITCS - Cybersecurity","CyFair, ","The objective of this course is to provide an in-depth introduction to the science and art of intrusion detection. The course covers methodologies, techniques and tools for monitoring events in computer systems or networks, with the objective of preventing and detecting unwanted process activity and recovering from malicious behavior."
"ITCS4360","Emerging Threats and Defenses","3","ITCS - Cybersecurity","CyFair, ","Leading issues and challenges in information security, and consideration of global perspectives related to current technology trends."
"ITMT1371","Azure Fundamentals","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on cloud concepts; core Azure services; core solutions and management tools on Azure; general security and network security features; identity, governance, privacy, and compliance features; and Azure cost management and Service Level Agreements."
"ITMT1372","Azure Administrator ","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on cloud concepts; core Azure services; core solutions and management tools; general security and network security features; identity, governance, privacy, and compliance features; cost management and Service Level Agreements; implementing and managing storage; deploying and managing compute resources; configuring and managing virtual networking; and monitoring and backing up Azure resources."
"ITMT1373","Azure Data Fundamentals","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on core data concepts; how to work with relational data on Azure; how to work with non-relational data on Azure; and an analytics workload on Azure."
"ITMT1378","Windows Configuration","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","The course is designed to provide students with the knowledge and hands-on skills required to install and configure Windows, devices and data, configure connectivity, and maintain Windows."
"ITMT2370","Develop Cloud Solutions","3","ITMT - Information Technology Microsoft Technology","CyFair, North Harris, Kingwood, Online, ","This course focuses on developing cloud compute solutions; developing for cloud storage; implementing cloud security; monitoring, troubleshooting, and optimizing cloud solutions; and connecting to and consuming cloud services and third-party services."
"ITMT2376","Azure Architect Technologies","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on implementing and monitoring an Azure infrastructure; implementing management and security solutions; implementing solutions for apps; and implementing and managing data platforms."
"ITMT2377","Administering Databases on Azure","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on planning and implementing data platform resources; implementing a secure environment; monitoring and optimizing operational resources; optimizing query performance; performing automation of tasks; planning and implementing a High Availability and Disaster Recovery (HADR) environment; and performing administration by using T-SQL."
"ITMT2378","Managing Modern Desktops","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on developing, configuring, securing, managing and monitoring devices and client applications in an enterprise environment."
"ITMT2379","Azure Security Technologies","3","ITMT - Information Technology Microsoft Technology","CyFair, Kingwood, North Harris, Tomball, Online, ","This course focuses on managing identity and access; implementing platform protection; managing security operations; and securing data and applications."
"ITNW1309","Fundamentals of Cloud Computing","3","ITNW - Computer Systems Networking and Telecommunications","CyFair, Kingwood, Online, ","Introduction to cloud computing from a business and technical perspective, including cloud concepts, services, architecture, system integration, connectivity, data center migration, administration, security, compliance and technical support. Coverage includes preparation for industry certifications. Topics may adapt to changes in industry practices."
"ITNW1313","Computer Virtualization","3","ITNW - Computer Systems Networking and Telecommunications","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Implement and support virtualization of clients of servers in a networked computing environment. This course explores installation, configuration, and management of computer virtualization workstation and servers."
"ITNW1325","Fundamentals of Networking Technologies","3","ITNW - Computer Systems Networking and Telecommunications","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Instruction in networking technologies and their implementation. Topics include the OSI reference model, network protocols, transmission media, and networking hardware and software."
"ITNW1336","Cloud Deployment & Infrastructure Management","3","ITNW - Computer Systems Networking and Telecommunications","CyFair, Kingwood, Online, ","Focus on Cloud infrastructure, deployment, security models, and key considerations in migrating to Cloud computing. Includes the technologies and processes required to build on-premise and Cloud environments, including computation, storage, networking, virtualization, business continuity, security, and management."
"ITNW1391","Backup Recovery Systems and Architecture","3","ITNW - Computer Systems Networking and Telecommunications","University Park, Online, ","This course will provide the student with an introduction to the technologies used to support traditional, virtualized, and cloud data center environments. Cloud deployment and service models, cloud infrastructure, and the key considerations in migrating to a cloud environment, are covered in this course. Backup/recovery, business continuity, security, and management of cloud environments are topics also covered in this course."
"ITNW1392","Cloud Infrastructure & Services","3","ITNW - Computer Systems Networking and Telecommunications","University Park, Online, ","This course will provide the student with an introduction to the technologies used to support traditional, virtualized, and cloud data center environments. Cloud deployment and service models, cloud infrastructure, and the key considerations in migrating to a cloud environment, are covered in this course. Backup/recovery, business continuity, security, and management of cloud environments are topics also covered in this course."
"ITNW2327","Advanced Cloud Concepts","3","ITNW - Computer Systems Networking and Telecommunications","CyFair, Kingwood, Online, ","Focus on enterprise Cloud architecture, with advanced topics including multi-Cloud platforms inclusive of computing, networking, storage, monitoring and database.
"
"ITSC1301","Introduction to Computers","3","ITSC - Information Technology Information Sciences","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Overview of computer information systems. Introduces computer hardware, software, procedures, and human resources. Explores integration and application in business and other segments in society. Fundamentals of computer problem-solving and programming may be discussed and applied. Examines applications and software relating to a specific curricular area. This course is equivalent to COSC 1301."
"ITSC1315","IT Project Management ","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Use of project management tools for developing a project plan including timelines, milestones, scheduling, life cycle phases, management frameworks, skills, and processes."
"ITSC1316","Linux Installation and Configuration","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Introduction to Linux operating system. Includes Linux installation, basic administration, utilities and commands, upgrading, networking, security, and application installation. Emphasizes hands-on setup, administration, and management of Linux."
"ITSC1371","IT Essentials","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","IT Essentials curriculum provides an introduction to the computer hardware and software skills needed to help meet the growing demand for entry-level Information and Communications Technology(ICT) professionals. The curriculum covers the fundamentals of computer hardware and software as well as advanced concepts such as security, networking, and the responsibilities of an ICT professional."
"ITSC1372","IT Foundations","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course is designed to expose students to fundamentals of Information Technology(IT) Service Management with knowledge/skills specific to (but not limited to): IT Service Management best practices, Process Management, Project Management, Customer Service, Understanding roles of Stakeholders, Owners, Champions, System Operators, Systems Administrators, Users and Service Desk."
"ITSC1391","Information Storage and Management","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, Tomball, University Park, Online, ","The Information Storage Management course teaches the skills required in designing Storage Systems using Storage Networking Technologies and Virtualization concepts, Business Continuity approaches, and Storage Security and Management strategies."
"ITSC2325","Advanced Linux","3","ITSC - Information Technology Information Sciences","CyFair, University Park, Online, ","Provides instruction in advance open-source Linux operating system. Develops directory services for clients, support users remotely, and install and configure network services."
"ITSC2331","Integrated Software Applications III","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Advanced use of business productivity software including complex assignments that require advanced formatting and functionality."
"ITSC2372","Technical Skills Portfolio","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course is designed to prepare students to enter the IT workforce. It will incorporate career related activities designed to support the student as they complete their degree. This course includes both a lecture and a lab component."
"ITSC2380","Co-op Computer and Info Sciences","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, Online, ","Career-related activities encountered in the student's area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. This course may be used as the capstone course in the Computer Information Technology programs."
"ITSC2381","Co-op II - Computer & Info Sciences","3","ITSC - Information Technology Information Sciences","CyFair, Kingwood, Montgomery, North Harris, Tomball, Online, ","Career-related activities encountered in the student's area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes a lecture component. This course may be used as the capstone course in the Computer Information Technology programs."
"ITSC2386","Internship - Computer and Information Sciences, General","3","ITSC - Information Technology Information Sciences","University Park, Online, ","A work-based learning experience that enables the student to apply specialized occupational theory, skills and concepts. A learning plan is developed by the college and the employer. Departmental approval required."
"ITSE1302","Computer Programming","3","ITSE - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Introduction to computer programming including design, development, testing, implementation, and documentation."
"ITSE1303","Introduction to MySQL","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Introduction to fundamentals of SQL and relational databases. Topics covered include database terminology and concepts; planning, defining, and designing a database; designing and generating tables; devising and processing queries; installing MySQL and troubleshooting syntax."
"ITSE1307","Introduction to C++ Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Introduction to computer programming using C++. Emphasis on the fundamentals of object-oriented design with development, testing, implementation, and documentation. Includes language syntax, data and file structures, input/output devices, and files."
"ITSE1311","Beginning Web Programming","3","ITSE - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Skills development in web programming including mark-up and scripting languages."
"ITSE1330","Introduction to C# Programming","3","ITSE - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","A study of C# syntax including data types, control structures, functions, syntax, and semantics of the language, classes, class relationships, and exception handling."
"ITSE1332","Introduction to Visual Basic.Net Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, "," Introduction to Visual Basic.NET (VB.NET) including data types, control structures, functions, syntax, and semantics of the language, classes, class relationships, and exception handling.
"
"ITSE1333","Mobile Applications Development","3","ITSE - Computer Programming","CyFair, Houston North, Online, ","An overview of different mobile platforms and their development environments."
"ITSE1350","System Analysis and Design","3","ITSE - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Introduction to the planning, design, and construction of computer information systems using the systems development life cycle and other appropriate design tools."
"ITSE1371","Intermediate Python Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Houston North, Online, ","Introduction to object-oriented Python programming including the fundamental syntax and semantics for Python applications."
