"course_code","course_name","credits","college_name","department","description"
"HIST 6305","Exploring Urban Cultures","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6305   The study of the European cities of Berlin, Paris, and London from the mid-nineteenth through the early twentieth centuries. (3-0) T"
"HIST 6306","Artist and Writer in Society","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6306   Inquiries into the role and activities of creative artists and writers in a historical and cultural context. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R"
"HIST 6310","Early American History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6310   The study of specific themes and/or periods in American history through the American Revolution. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6320","America in the Nineteenth Century","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6320   The study of specific themes and/or periods in American history in the nineteenth century. Topics may include the Civil War and Reconstruction. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6321","Thought, Culture, and Society in the United States","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6321   Themes in the intellectual, cultural, and philosophical history of the United States. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6322","Nineteenth-Century American Cultural History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6322   Introduction to the cultural history and historiography of nineteenth-century America. Central themes include the cultural history of capitalism; race, slavery, and representation; memory and cultural reproduction; and the development of a modern bureaucratic set of values. (3-0) T"
"HIST 6323","Readings in American Culture","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6323   An examination of historically significant works of American culture within their historical context. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R"
"HIST 6324","Gilded Age and Progressive Era","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6324   The study of social, political, and economic life in the period between 1877 and 1919. Special attention to the relationship between government and society. (3-0) R"
"HIST 6325","America in the Twentieth Century","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6325   The study of specific themes and/or periods of American history in the twentieth century. Topics may include World War I, World War II, and the Civil Rights Era. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6327","U.S. Since 1945","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6327   The study of the political, economic, social, and cultural development of the United States since the end of World War II. (3-0) R"
"HIST 6328","The 1960s","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6328   The study of the ""Long Decade"" of the 1960s, from Elvis to the fall of Richard Nixon. The course will analyze political, economic, social, and cultural developments. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) T"
"HIST 6330","Regional and Area History in the United States","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6330   The study of themes related to the history of specific regions of the United States, for example the South, the Southwest, and Texas. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R"
"HIST 6332","Slavery in America","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6332   The study of the origins, evolution, growth, and destruction of racial slavery in America from 1619-1865. (3-0) R"
"HIST 6333","Rise of the Jim Crow South","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6333   The study of the origins of segregation and disfranchisement in the New South. Explores historiographical debates about the nature and meaning of Jim Crow. (3-0) R"
"HIST 6334","New Directions in Southern Studies","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6334   The study of how scholarship on the U.S. South has begun to push the conventional boundaries of the discipline through its focus on the categories of race, gender, sexuality, and transnationalism. (3-0) R"
"HIST 6335","U.S. Women","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6335   The study of recent historiography, current methods, and major themes in U.S. women's and gender history. (3-0) T"
"HIST 6336","The Idea of the American South","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6336   This course is designed to explore the history and literature of the idea of the American South as it has developed since the Civil War. Drawing on a range of works, including primary and secondary sources, this class will explore such themes as regionalism, nationalism, race, class, culture, and identity. We will pay special attention to the field of southern history and what has been called the ""new southern studies."" (3-0) R"
"HIST 6337","American Political Cultures","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6337   An inquiry into the development of political cultures in the United States. Topics may include the apparatus of the state, the development, and influence of political parties and ideologies, and grass-roots political movements. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6339","North American History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6339   The study of specific themes and/or periods in the history of North America. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6340","European and World History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6340   The study of specific themes and/or periods in the history of Europe and the world. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6341","Thought, Culture, and Society in Europe","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6341   Themes in the intellectual, cultural, and philosophical history of Europe. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6342","The Holocaust","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6342   An examination of the event, its background, and its consequences, with emphasis on the political, psychological, theological, and artistic responses it has engendered. May be repeated for credit (6 semester credit hours maximum). (3-0) Y"
"HIST 6343","Modernity, Culture, and the Jews","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6343   The study of the role of Jews in the creation of modern culture, with emphasis on Jewish participation as an area of interaction, exchange, and encounter. (3-0) T"
"HIST 6344","Historical Contexts of the Holocaust","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6344   Examination of specific historical contexts relevant to the Holocaust, such as studies of modern Jewish history and culture, modern German history and culture, and the history of Antisemitism. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"HIST 6350","Asian History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6350   The study of specific themes and/or periods in the history of Asia. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6351","Thought, Culture, and Society in Asia","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6351   Themes in the intellectual, cultural, and philosophical history of Asia. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6360","Latin American History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6360   The study of specific themes and/or periods in the history of Latin America. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6361","Thought, Culture, and Society in Latin America","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6361   Themes in the intellectual, cultural, and philosophical history of Latin America. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6365","Mexican History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6365   The study of specific themes and/or periods in the history of Mexico. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6368","Genocide and Human Rights in Latin America","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6368   Examination of genocides and human rights struggles in Latin America. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) T"
"HIST 6370","Middle Eastern History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6370   The study of specific themes and/or periods in the history of the Middle East. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6371","Thought, Culture, and Society in the Middle East","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6371   Themes in the intellectual, cultural, and philosophical history of the Middle East. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6380","History of Early Modern Thought","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6380   Introduction to and examination of the authors and texts influential in shaping Western culture through the eighteenth century. The course will treat philosophy as well as social, political, and religious thought during particular periods. May be repeated for credit as topics vary (6 semester credit hours). (3-0) T"
"HIST 6381","History of Modern Thought","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6381   Introduction to and examination of the authors and texts influential in shaping modern Western culture since 1800. The course will treat philosophy as well as social, political, and religious thought during particular periods. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) T"
"HIST 6382","Magic, Science, and Religion","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6382 PHIL 6355   A study of the relationships between magic, science, and religion during the period of the Scientific Revolution, and how these relationships interacted with the development of early modern European culture and society. (3-0) T"
"HIST 6383","Space, Time, and Culture","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6383 PHIL 6356   The study of the relationship between changing philosophic and scientific concepts of space and time and forms of cultural expression such as art, literature, and music. (3-0) T"
"HIST 6384","Movements in Thought and Culture","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6384   The study of movements in thought and culture through a variety of perspectives, but emphasizing their intellectual bases: e.g., the Enlightenment, Romanticism, etc. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6385","Modern Jewish Thought","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6385   Study of modern and contemporary Jewish thought, with an emphasis on the relationship between Judaism and philosophy. (3-0) R"
"HIST 6386","","PHIL6351","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6386  History and Philosophy of Science and Technology (3 semester credit hours) The study of one or more topics in history and philosophy of science, technology, or medicine. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6387","Philosophy of History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6387 PHIL 6362   This course examines philosophical thought about history in Europe and America from the nineteenth century to the present. Issues examined may include: The speculative philosophy of history; the epistemology of history; the ethics of historical research; historical interpretation and causal explanation; the question of historical objectivity; the linguistic turn and narrative representation; revisionism; history and theory; post-colonialism. (3-0) R"
"HIST 6388","Perceptions of the Past","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6388   Approaches to perceiving, reconstructing, appreciating, and analyzing the past. Formal historiographical methods, the fictionalization of the past, or the understanding of memory and nostalgia may be emphasized. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 6389","Ideas in Historical Contexts","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6389   The study of an idea or ideas in specific cultural, historical, or disciplinary circumstances. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"HIST 6390","Topics in History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6390   The study of specific themes and/or periods in history. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"HIST 6391","Topics in the History of Ideas","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6391   Topics in intellectual and/or cultural history. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"HIST 6392","Topics in the History of the Holocaust, Genocide, and Human Rights","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6392   Examination of specific topics within the history of the Holocaust, genocides, and struggles for human rights. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"HIST 6394","Independent Study in History of Ideas","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6394   Independent study that may count toward minimum course requirements of the MA in History of Ideas. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R"
"HIST 6395","Special Topics in History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6395   If taken as an independent study, course may count toward minimum course requirements for the MA degree. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R"
"HIST 6396","Historical Inquiry","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6396   A leveling course for graduate students with little background in the field as an advanced introduction to historical study and the history of ideas. Department consent required. (3-0) R"
"HIST 6397","Independent Study in History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6397   Independent study that may count toward minimum course requirements of the MA in History. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R"
"HIST 6398","Independent Research in History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6398   Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. (3-0) R"
"HIST 6399","Master's Thesis","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 6399   Pass/Fail only. May be repeated for credit (12 semester credit hours maximum). Only 6 semester credit hours will be counted toward MA. Instructor consent required. (3-0) R"
"HIST 7301","Research Methods","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7301   Practical training in historical research using primary sources. May include archival research training. (3-0) R"
"HIST 7305","Advanced Topics in Thought, Culture, and Society","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7305   Advanced topics in intellectual and cultural history. The course may focus on different themes, periods, and geographical areas. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 7306","Advanced Topics in Women, Gender, and Sexuality","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7306   A historical examination of the varied experiences of women, of ideas and cultural expressions of gender and sexuality. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R"
"HIST 7320","Advanced Topics in U.S. Thought, Culture, and Society","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7320   Advanced topics in the intellectual and cultural history of the United States. The course will focus on key thinkers, ideas, schools of thought, or cultural beliefs chosen from different periods and understood within their intellectual and social contexts. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 7321","American Intellectual History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7321   The study of American thought from the seventeenth century to the present, with a focus on philosophy, political thought, and social thought. (3-0) T"
"HIST 7340","Advanced Topics in European Thought, Culture, and Society","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7340   Advanced topics in the intellectual and cultural life of European societies. May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) T"
"HIST 7387","Advanced Topics in the History and Philosophy of Science and Technology","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 7387 PHIL 7387   Topics will vary but may include consideration of the philosophical or historical basis for the evolution of scientific thought; the problem of conceptual change in the study of the fundamental character of technology and its impact on culture. May be repeated for credit as topics vary (6 semester credit hours maximum). (3-0) R"
"HIST 8305","Field Exam Preperation in History","3 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 8305   Supervised preparation for field exams. Pass/Fail only. May be repeated for credit (18 semester credit hours maximum). Instructor consent required. (3-0) R"
"HIST 8V01","Dissertation Proposal","3-9 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 8V01   Dissertation Proposal (3-9 semester credit hours) Independent study course for the preparation of the dissertation proposal. Pass/Fail only. May be repeated for credit (18 semester credit hours maximum). Instructor consent required. (3-0) R"
"HIST 8V99","Dissertation in History","1-9 semester credit hours","Harry W. Bass Jr. School of Arts, Humanities, and Technology","History","HIST 8V99   Pass/Fail only. May be repeated for credit. Instructor consent required. (3-0) R"
"HMGT 6009","Healthcare Internship","0 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6009   Student gains experience and improves skills through appropriate developmental work assignments in a real business environment. Student must identify and submit specific business learning objectives at the beginning of the semester. The student must demonstrate exposure to the managerial perspective via involvement or observation. At semester end, student prepares an oral or poster presentation, or a written paper reflecting on the work experience. Student performance is evaluated by the work supervisor. Pass/Fail only. Prerequisites: (MAS 6102 or MBA major) and department consent required. (0-0) S"
"HMGT 6310","Healthcare Informatics Leadership for Physicians","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6310   This course will prepare physician leaders to lead the ever-changing element of informatics, data, information, and technology in the United States healthcare system. The course will go further to evaluate the policies, healthcare potential, and disruptions that emerging technologies will introduce to healthcare. Additionally, the topics of healthcare data, artificial intelligence, wearables, and patient expectations will be discussed as they influence physician practice and leadership expectations. This course is only available to physicians enrolled in the Executive Education APL Program. (3-0) Y"
"HMGT 6311","Healthcare Financial and Operations Accounting","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6311   This course helps students critically evaluate financial decisions that reduce risk and create economic value. Using hospital and physician group practice data, participants learn how to analyze and interpret healthcare financial statements, evaluate investment decisions that create economic value, financially evaluate a proposed healthcare acquisition, partnership or joint venture, ascertain the worth of a medical practice or healthcare organization, and review internal controls. (3-0) Y"
"HMGT 6320","The American Healthcare System","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6320   Examines the structure, financing and operation of the US healthcare industry. It analyzes how priorities are established, how services are organized and delivered, factors that influence the cost, quality and availability of healthcare, and opposing positions on the future of healthcare reform. (3-0) T"
"HMGT 6321","Strategic Leadership of Healthcare Organizations","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6321   Explores how healthcare organizations can create sustainable competitive advantage in a volatile, reimbursement driven industry. Topics include external and internal environmental analysis, strategy formulation, organizational design and control, and the impact of mergers and alliances on industry performance. Healthcare case studies are used to illustrate key concepts. Prerequisite: HMGT 6320 or program director consent required. (3-0) S"
"HMGT 6322","Healthcare Cost Management and Control","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6322   Examines how healthcare organizations allocate and report costs and use that information for managerial decision-making. Additional topics include how activity based costing can be used to more accurately determine the true cost of medical services and the use of the balanced scorecard to manage the conflicting imperatives of controlling costs and improving care. (3-0) T"
"HMGT 6323","Healthcare Informatics","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6323 MIS 6317   Examines the unique challenges of clinical and patient care delivery in the healthcare industry, including the role of data management, emerging data standards and information technology in improving the quality and cost associated with healthcare. The focus of the course will be on healthcare IT including issues related to governance, data integration, and selection and management of healthcare IT. Credit cannot be received for both courses, HMGT 6323 and MIS 6317. (3-0) T"
"HMGT 6324","Healthcare Negotiation and Dispute Resolution","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6324 MECO 6352OB 6332SYSM 6313   This course explores the theories, processes, and practical techniques of negotiation so that students can successfully negotiate and resolve disputes in a variety of situations including interpersonal, group, and international settings. Emphasis is placed on understanding influence and conflict resolution strategies; identifying interests, issues, and positions of the parties involved; analyzing co-negotiators, their negotiation styles, and the negotiation situations; and managing the dynamics associated with most negotiations. Practical skills are developed through the use of simulations and exercises. (3-0) Y"
"HMGT 6325","Healthcare Operations Management","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6325 OPRE 6325   This course explores the Healthcare Supply Chain, in terms of its strategic management, operations, challenges, and overall costs. Topics include importance of delivery of care, Healthcare supply chain management processes, sourcing relationships, inventory, delivery, and cost management. Relevant case studies will be used throughout the course providing additional insights. (3-0) Y"
"HMGT 6327","Electronic Health Records Applications","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6327 MIS 6381   An interactive, experiential course in which students will utilize hands-on, practice-oriented opportunities to learn the core components of clinical information systems used by major healthcare systems in the United States. The course will include a lab-based component in which students will follow guided exercises and assignments using a leading EMR software as well as case analyses. Prerequisite or Corequisite: HMGT 6323. (3-0) S"
"HMGT 6329","Seminar in Healthcare Management","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6329   This course features guest lecturers from the healthcare community giving students insight into many diverse career fields. Speakers will offer advice about career preparation, job interviewing, and important skills needed for success. Interaction with the speakers offers a valuable networking experience and an opportunity for mentoring advice. Employment opportunities discussed have included hospital administration, home health agencies, medical group practice, dental practices, governmental agencies, and consulting firms. Prerequisite: HMGT 6320. (3-0) Y"
"HMGT 6330","Healthcare Law, Policy and Regulation","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6330   This course examines how healthcare laws and regulations are enacted, and their impact on providers, payers, and patients. Topics include: Stark prohibitions on provider self-referral, federal regulation of fraud and abuse, the Emergency Treatment and Active Labor Act (EMTALA), and the Health Insurance Portability and Accountability Act (HIPAA). It also examines the process by which Congressional legislation is transformed into day-to-day industry regulation. Prerequisite: HMGT 6320 or program director consent required. (3-0) Y"
"HMGT 6331","Healthcare Economics","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6331   This course applies the tools of economic analysis to the challenges and opportunities faced by managers and policy makers in the health sector. Topics covered include: measuring the benefits of healthcare, the role of insurance in spreading risk and altering incentives, the production of healthcare, price and non-price competition among providers, international comparisons of healthcare systems, and proposed policies that are intended to expand access and contain cost. (3-0) Y"
"HMGT 6332","Quality Improvement in Healthcare: Six Sigma and Beyond","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6332 OPRE 6354   The course will explore applications of quality improvement measures to the healthcare environment. Applications including the Demming method, QI, and CQI will be studied. Application of other industrial quality improvement methodology including Six Sigma and Toyota Lean will be covered. (3-0) Y"
"HMGT 6333","Ethics in Healthcare Management","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6333   This course explores ethical issues specific to the healthcare industry including: fraud and abuse, rationing, uninsured treatment, the role of government, and end of life decisions. (3-0) Y"
"HMGT 6334","Healthcare Analytics","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6334 MIS 6305   The healthcare industry is yet to find ways to make the best use of existing data to improve care, reduce costs, and provide more accessible care. This course introduces the use of business intelligence and decision sciences in the healthcare industry. Students will develop a conceptual understanding of data mining techniques and decision analysis and hands-on experience with several analytics software which may include coding in R, Rattle, and WEKA (as needed and depending on availability). Prerequisite or Corequisite: OPRE 6301 or SYSM 6303 or BUAN 6359 or OPRE 6359. (3-0) Y"
"HMGT 6335","Spreadsheet Modeling and Analytics","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6335 OPRE 6332   This course explains the concepts of effective spreadsheet design and model building utilizing the electronic spreadsheet as the principal device. The course helps students to take an analytic view and acquire knowledge about specific decision making techniques for business, such as optimization and simulation, building spreadsheet models to identify choices, formalize trade-offs, specify constraints, perform sensitivity analyses, and analyze the impact of uncertainty. The course also examines the applications in finance, economics, marketing, and operations. (3-0) S"
"HMGT 6336","Information Technology Audit and Risk Management","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6336 ACCT 6336MIS 6337   Management's role in designing and controlling information technology used to process data is studied. Topics include the role of internal and external auditors in systems development, information security, business continuity, information technology, internet, change management, and operations. Focus is placed on the assurance of controls over information technology risks and covers topics directly related to the Certified Information Systems Auditor (CISA) exam. (3-0) Y"
"HMGT 6340","Principles of Hospital Administration","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6340   This course explores the organization and management of modern US hospitals, hospital systems, and integrated healthcare systems. Case studies of leading healthcare organizations will be employed and students will address managerial challenges of future healthcare reform. Prerequisite: HMGT 6320. (3-0) S"
"HMGT 6355","Capstone in Healthcare Organization Leadership","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6355   Executive Education Course. The capstone course is the culmination of the program. Students are required through research to integrate the major theories and principles of the entire curriculum. Students further develop their knowledge and application of healthcare leadership and qualitative and quantitative management concepts and methodologies through application of field experiences. The projects for this course will be specific to the sponsoring organization. Department consent required. (3-0) S"
"HMGT 6374","Internet of Things","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6374 MIS 6374OPRE 6324   The Internet of Things (IoT) is the key to digital transformation. By 2025, more than 25 billion devices in homes, factories, oil wells, hospitals, cities, and cars will be connected to the Internet. Companies are looking for students who are skilled in developing IoT solutions that connect devices, collect, store, and analyze device data. This course provides students with knowledge of IoT components and management of IoT ecosystems. First, students will gain an understanding of digital transformation and Industry 4.0. Next, students will learn about the components of IoT (Sensors, Communication Technology, Networks, Security, Cloud, and Data Analytics). Students will also be exposed to how companies implement solutions on an IoT platform (such as AWS, Azure, or Google). Finally, students will learn about the management of IoT ecosystems in the context of a few use cases (e.g., predictive maintenance, smart transportation, healthcare, or other). (3-0) Y"
"HMGT 6380","Internal Audit","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6380 ACCT 6380MIS 6394   The course covers internal audit from a broad perspective that includes information technology, business processes, and accounting systems. Topics include internal auditing standards, risk assessment, governance, ethics, audit techniques, consulting and emerging internal audit issues. This is the first course leading to Internal Auditing Education Partnership (IAEP) Certificate and prepares students for the Certified Internal Auditor Exam. Students work on internal audits as part of class along with learning the latest internal audit techniques. (3-0) Y"
"HMGT 6390","Healthcare Capstone Practicum","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6390   This capstone course allows students to demonstrate the technical and leadership competencies required by the degree program. Students will participate in various leadership roles, teams, and critical assignments. The course enables students to participate in a semester-long simulation, analyze cases, evaluate alternatives, make recommendations, and present those recommendations to faculty and healthcare executives. The course will cover key components of each of the nine required core classes: The American Healthcare system, Strategic Leadership, Informatics and data analysis, Negotiation and dispute resolution, Law and Policy, Operations, Quality, Healthcare Economics, and Finances. The course will also consist of peer and group evaluations. Prerequisites: (HMGT 6311 and HMGT 6325 and HMGT 6331 and HMGT 6332) or department consent required. (3-0) S"
"HMGT 6393","Advanced Auditing","3 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6393 ACCT 6392   This course provides an in-depth study of issues related to auditing including audits of financial statements, internal audits, internal controls, operations, reporting, and compliance. The course covers current and emerging issues such as enterprise risk management, regulatory compliance, advanced communication techniques, audit management, best practices, sourcing, and quality assessment. Case studies, class discussion, and engagement with audit practitioners supplement class instruction. Prerequisite: ACCT 6334, or an undergraduate degree in Accounting and adequate foundation/academic performance in a corresponding area, or ACCT 6380 or HMGT 6380. (3-0) S"
"HMGT 6401","Negotiation and Conflict Management in Healthcare","4 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6401   Executive Education Course. Develops the critical negotiating skills needed to increase personal influence and effectiveness. Topics include recognizing and leveraging sources of power in a negotiation, identifying the opposing party's interests as distinct from their position, and negotiating effectively against a stronger opponent. (4-0) T"
"HMGT 6402","Financial Management of Healthcare Organizations","4 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6402   Executive Education Course. Develops the critical ability to make financial decisions that reduce risk and create economic value. Topics include how to analyze and interpret healthcare financial statements, using discounted cash flow analysis to financially evaluate major spending and investment decisions, and how to financially evaluate a proposed healthcare acquisition, partnership or joint venture. (4-0) T"
"HMGT 6403","Medical Cost and Performance Management","4 semester credit hours","Naveen Jindal School of Management","Healthcare Administration","HMGT 6403   Executive Education Course. Develops powerful tools to measure and control healthcare costs and improve operating performance. Topics include identifying and controlling key cost drivers in a medical practice, determining the true cost of individual medical services, and using flexible budgeting and cost variance analysis to effectively control spending. (4-0) T"
