"course_code","course_title","credits","department","level","description"
"EGR 6293","Professional Development in Engineering Education","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","This course provides students with an opportunity to acquire an awareness of the
Standards for Professional Development for Teachers of Engineering. Students will have an opportunity to practice strategies for designing and delivering professional development experiences for teachers and instructors of engineering. Students will be made aware of future careers and professional advancement opportunities at institutions of higher education, K-12 settings, corporate training, and formal and informal educational environments. This course has Differential Tuition."
"EGR 6313","Teaching Engineering through Spatial Visualization","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","This course provides students the opportunity to explore research and pedagogical approaches to integrating spatial visualization as a skill to support students and professionals within the science, technology, engineering, and math (STEM) curricula. Instruction and exercises will be provided to allow students the opportunity to practice some spatial visualization skills. The course will also allow for the exploration of some technologies that can support various forms of visual representation of data. Examples include medical imaging, communication technology, transportation technology, and energy and power technology. This course has Differential Tuition."
"EGR 6453","Engineering for Social Justice","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","This course examines the role of engineers in society, the complexity of sociotechnical challenges, the importance of diversity and inclusion in spaces where engineering is practiced, and the ways in which engineering can be used as a vehicle to rectify injustices created by engineered designs and artifacts. The course also provides an opportunity to acquire the tools to critically analyze engineering systems, challenge dominant engineering discourses, and reshape the practice of engineering. This course has Differential Tuition."
"EGR 6463","Engineering Social Responsibility and Ethics","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","This course provides students with an opportunity to acquire foundational perspectives on engineering ethics and social responsibility in relationship to individuals, industry, and the public welfare in both education and practice. The course places emphasis on the unified nature of ethics, philosophy, morality, legal responsibility, and social issues. This course has Differential Tuition."
"EGR 6513","Human Centered Design and the Impact of Modern Technologies","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","This course explores the issues faced by society as technology becomes an integral part of human life. The course provides students with opportunities to think critically, practically, creatively, and responsively about technological and social challenges; and encourages them to examine potential solutions to challenges of their own. The course also explores and discusses the socio-technological and user interplay in engineering design. This course has Differential Tuition."
"EGR 6653","Foundations of Engineering Education Research Methodologies","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","This course provides students with an introduction to the field of engineering education research. The course offers students the opportunity to critically explore, analyze, and apply theoretical and conceptual frameworks to guide and conduct engineering education research. The course also allows students opportunities to examine the processes to engage in ethical research practices in engineering spaces. This course has Differential Tuition."
"EGR 6853","Advanced Engineering Education Research Methodologies","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","Prerequisite:EGR 6653or instructor approval.  This course offers an in-depth examination of research study designs and methodologies in engineering education research. An exploration of current and emerging research methods in engineering education research are analyzed, critiqued, and evaluated throughout the course. The course also provides students with theoretical literature on quantitative, qualitative, and mixed-methods research approaches from different fields such as psychology, sociology, anthropology, and STEM education to explore their relation to engineering education. Course may be repeated for credit when topics vary. This course has Differential Tuition."
"EGR 6913","Advanced Topics in Interdisciplinary STEM Education","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","Topics and critical issues in interdisciplinary STEM education. Topics include a focus on (1) research and development of innovative STEM learning and emerging STEM learning environments both in and out of school settings and (2) research that advances the field of formal and informal STEM Education. Course may be repeated for credit when topics vary. This course has Differential Tuition."
"EGR 6932","Engineering Education Practicum","(2-0) 2 Credit Hours.","Engineering (EGR)","Graduate","The purpose of this course is to expose students to challenge-based instructional pedagogies under the supervision of the faculty advisor. This course is a practical introduction to engineering education that considers technical and social justice challenges in the community. The course allows for the development of transforming leadership competencies, connects students to their surrounding community through an engineering lens, and provides an experiential and collaborative learning experience that integrates knowledge. This course has Differential Tuition."
"EGR 6943","Graduate Project","(0-0) 3 Credit Hours.","Engineering (EGR)","Graduate","Students will have the opportunity to demonstrate acquired skills in engineering education by carrying out a major culminating engineering education project using the engineering design process. This semester-long project must have the prior approval of a supervising faculty member. Credit will be awarded upon successful submission of a written report. May be repeated once for elective credit, but not more than 6 hours will apply to the master’s degree. Enrollment is required each term in which the project is in progress. This course has Differential Tuition. Course fee: DL01 $75."
"EGR 6973","Special Problems: Becoming an Engineering Educator","(3-0) 3 Credit Hours.","Engineering (EGR)","Graduate","An organized course offering the opportunity for specialized study in engineering education for instructors in either a college/university setting or a K‐12 educational classroom. This course covers the theoretical foundations of engineering curriculum design, a culturally responsive teaching framework for teaching engineering content, and using engineering design as the impetus for student learning of STEM content. Students will be provided the opportunity to enhance other valuable skills for engineering educators, such as writing grant proposals, managing active learning classrooms, and developing teaching methods to enable diverse student learning. This course may be repeated for credit when topics vary. This course has Differential Tuition."
"EGR 6981","Master's Thesis Research","(0-0) 1 Credit Hour.","Engineering (EGR)","Graduate","Prerequisite: Master’s student standing and consent of the instructor and the Graduate Advisor of Record. Students pursuing the thesis option will receive guidance through this course and the opportunity to propose, execute, summarize, and defend a research project. This course has Differential Tuition."
"EGR 6982","Master's Thesis Research","(0-0) 2 Credit Hours.","Engineering (EGR)","Graduate","Prerequisite: Master’s student standing and consent of the instructor and the Graduate Advisor of Record. Students pursuing the thesis option will receive guidance through this course and the opportunity to propose, execute, summarize, and defend a research project. This course has Differential Tuition."
"EGR 6983","Master's Thesis Research","(0-0) 3 Credit Hours.","Engineering (EGR)","Graduate","Prerequisite: Master’s student standing and consent of the instructor and the Graduate Advisor of Record. Students pursuing the thesis option will receive guidance through this course and the opportunity to propose, execute, summarize, and defend a research project. This course has Differential Tuition."
"EGR 6991","Research Seminar","(1-0) 1 Credit Hour.","Engineering (EGR)","Graduate","Organized research lectures and seminar presentations related to innovative topics in Engineering Education will be offered. The grade report for this course is either “CR” (satisfactory participation in the seminar) or “NC” (unsatisfactory participation in the seminar). This course may include a written component. Course may be repeated for credit, but not more than 1 hour will apply to the master’s degree, regardless of the discipline in which the project is in progress. This course has Differential Tuition."
"ESL 5003","Linguistics for Second Language and Bilingual Specialists","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Concepts in linguistics directed toward a broad understanding of human language, with particular attention to teaching in second-language and bilingual contexts. Course Fees: GH01 $90; LRH1 $20; STSH $30."
"ESL 5013","Introduction to Second Language Acquisition","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Study of principles, theories, and issues in second language acquisition and bilingualism, with implications for language teaching. Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5033","Reading and Writing in English as an Additional Language","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Current approaches to the teaching and learning of reading and writing in English as a Second Language. The relationship of second language reading and writing to language learning including oral development. A critical evaluation of existing literacy materials available for second language learners. Particular focus on second language learners with emergent and beginning levels of proficiency. Course Fees: DL01 $75; GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5043","Listening and Speaking in English as an Additional Language","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Development, presentation, and evaluation of materials and strategies for teaching listening, speaking, and pronunciation to second language learners. Emphasizes current theories and development of oral proficiency. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5053","Approaches to Second Language Instruction","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Study of instructional strategies for teaching English as a Second/Foreign language to students from beginning to more advanced stages of English proficiency. Survey of approaches and methods used in the field with a particular focus on communicative language teaching. Critical evaluation of existing curricular materials. Emphasis on the planning and delivery of effective ESL/EFL lessons. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5063","Language and Content-Area Instruction","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Theoretical and practical approaches to the integration of language teaching with content-area instruction. Emphasis on research-based methods for developing oral language and literacy for academic purposes in school settings, and on the planning and delivery of effective sheltered content-area instruction. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5073","Technology in Language Teaching and Learning","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: Basic computer skills and consent of instructor.
Overview of the rationale, value, and management of technology in the second language classroom; the creation of technology-enhanced lessons, effective use of internet-based resources, and critical evaluation of language learning software applications. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5083","Pedagogical Grammar","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Study of English grammar from descriptive and discourse perspectives, with consideration of cross-linguistic contrasts and of applications for teaching English as a Second Language. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 5093","Foundations of Teaching English Language Learners","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Serves as an introduction to the field of English as a Second Language (ESL).  It addresses historical, theoretical, political, and legal/legislative aspects of ESL education, program models,cultural and societal factors, assessment, advocacy, and family/community engagement.  Course Fee: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 6013","Second Language Acquisition Research","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisite: 15 semester credit hours completed in degree program includingESL 5013, or consent of instructor.
Investigation of second language acquisition from multiple perspectives through data-based studies. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 6053","Program and Syllabus Design","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Theoretical and practical concerns in developing instructional programs to meet the objectives of second language learners, including English for Specific Purposes. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 6063","Advanced Second Language Literacy","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Current approaches and theories of second language literacy, with a focus on the integration of reading and writing at advanced levels of English proficiency. Review of research on second language reading and second language writing. Theory-based practice in literacy development in a second language. Particular focus on second language learners in a secondary or higher education setting. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 6173","Language Instruction and Program Development for Newcomers","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","A survey of issues relevant to newcomer populations learning English and developing literacy in second language contexts. Emphasis will be placed on program development, policy considerations, family, community, and individual identity topics, and teaching/learning strategies for English learners at the pre-emergent and emergent proficiency levels. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 6941","Internship in English as a Second Language","(0-0) 1 Credit Hour.","English as a Second Language (ESL)","Graduate","Prerequisites: 12 semester credit hours of coursework in ESL and recommendation by advisor.
Supervised experience in teaching English as a Second Language. Required for students with little to no teaching experience in ESL. Taken on a credit/no-credit basis, and no more than 3 hours will apply to a Master’s degree. Course Fees: GH01 $30; INT1 $50; STSH $10.27."
"ESL 6943","Instructional Internship in English as a Second Language Teaching","(0-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: 12 semester credit hours of coursework in ESL and recommendation by advisor.
Supervised experience in teaching English as a Second Language. Required for students with little to no teaching experience in ESL. Taken on a credit/no-credit basis. No more than 3 hours will apply to a Master’s degree. Course Fees: GH01 $90; INT1 $150; STSH $30.81; STF1 $75."
"ESL 6946","Instructional Internship in English as a Second Language Teaching","(0-0) 6 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: 12 semester credit hours of coursework in ESL and recommendation by advisor.
Supervised experience in teaching English as a Second Language. Required for students with little to no teaching experience in ESL. Taken on a credit/no-credit basis. No more than 6 hours will apply to a Master’s degree. Course Fees: GH01 $180; INT1 $300; STSH $61.62; STF1 $75."
"ESL 6951","Independent Study","(0-0) 1 Credit Hour.","English as a Second Language (ESL)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the department’s Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but no more than 6 hours, regardless of discipline, will apply to the Master’s degree. Course Fees: GH01 $30; STSH $10.27."
"ESL 6952","Independent Study","(0-0) 2 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the department’s Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but no more than 6 hours, regardless of discipline, will apply to the Master’s degree. Course Fees: GH01 $60; STSH $20.54."
"ESL 6953","Independent Study","(0-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the department’s Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but no more than 6 hours, regardless of discipline, will apply to the Master’s degree. Course Fees: GH01 $90; STSH $30."
"ESL 6963","English as a Second Language Teaching Practicum","(0-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: 12 semester credit hours of coursework in ESL and recommendation by advisor. Supervised experience in teaching English as a Second Language. Required for students with little to no teaching experience in ESL. Taken on a credit/no-credit basis, and no more than 3 hours will apply to a Master’s degree. Course Fees: GH01 $90; STSH $30.81."
"ESL 6973","Special Problems","(3-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisite: Consent of instructor.
An organized course offering the opportunity for specialized study not normally or not often available as part of the regular course offerings. Special Problems courses may be repeated for credit when topics vary, but no more than 6 hours, regardless of discipline, will apply to the Master’s degree. Course Fees: GH01 $90; LRH1 $20.54; STSH $30.81."
"ESL 6983","Master's Thesis","(0-0) 3 Credit Hours.","English as a Second Language (ESL)","Graduate","Prerequisites: Permission of the Graduate Advisor of Record and thesis director.
Thesis research and preparation. May be repeated for credit, but no more than 6 hours will apply to the Master’s degree. Credit will be awarded upon completion of the thesis. Enrollment is required each term in which the thesis is in progress. Course Fees: GH01 $90; STSH $30."
"ENG 5013","Introduction to the Graduate Study of Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Introduction to the premises, concepts, and methods of literary study, including literary history, terminology, bibliography, and various critical and theoretical approaches to literature. Normally must be taken in the student’s first semester of graduate study. Course Fee: GL01 $90; STLF $18.48."
"ENG 5053","Topics in Literary Genres","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Consideration of texts selected to illustrate the structural, conceptual, and contextual properties of a specific genre, e.g., poetry, fiction, drama, or film. May be repeated for credit when topics vary. Course Fee: GL01 $90; STLF $18.48."
"ENG 5133","Development of Rhetoric and Composition","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Survey of the development of rhetorical theory, with emphasis on how present composition theory and practice reflect earlier traditions. Course Fee: GL01 $90; STLF $18.48."
"ENG 5183","Theory and Practice of Teaching Composition","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Introduction to current scholarship in composition and applications to the teaching of writing. Course Fee: GL01 $90."
"ENG 5223","Medieval Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of works from the Anglo-Saxon period through the fifteenth century, excluding Chaucer. Some readings are in modern translation, and some are in Middle English. Course Fee: GL01 $90."
"ENG 5313","Renaissance Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of the sixteenth and seventeenth centuries, excluding Shakespeare and Milton. Course Fee: GL01 $90."
"ENG 5413","Restoration and Eighteenth-Century Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of the Restoration and the eighteenth century. Course Fee: GL01 $90."
"ENG 5513","Nineteenth-Century British Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry and prose of nineteenth-century British writers. Course Fee: GL01 $90."
"ENG 5613","Nineteenth-Century American Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry and prose of nineteenth-century American writers. Course Fee: GL01 $90; STLF $18.48."
"ENG 5633","Topics in the Study of Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Exploration of the ways that important texts, theories, and cultural or intellectual movements have shaped the study of literature and literary forms. May be repeated for credit when topics vary. Course Fee: GL01 $90."
"ENG 5733","British and American Literature, 1900-1950","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of British and American writers from 1900 to 1950. Course Fee: GL01 $90; STLF $18.48."
"ENG 5743","British and American Literature, 1950-The Present","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of British and American writers from 1950 to the present. Course Fee: GL01 $90."
"ENG 5753","World Literatures in English","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of world literatures in English, such as literature of the Indian subcontinent, Latin America, Africa, or the Caribbean. Course Fee: GL01 $90."
"ENG 5763","Latina/o Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of Latina/o writers. Course Fee: GL01 $90."
"ENG 5773","Women and Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama written by women and/or representing female identity. Course Fee: GL01 $90."
"ENG 5783","African American Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of poetry, prose, and drama of African American writers. Course Fee: GL01 $90; STLF $18.48."
"ENG 5933","Topics in American Literature","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of selected American authors, themes, or cultural, historical, or aesthetic issues. May be repeated for credit when topics vary. Course Fee: GL01 $90."
"ENG 5943","Topics in Major English Authors","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Critical study of the major works of one of the following authors: Chaucer, Shakespeare, Milton. May be repeated for credit when topics vary. Course Fee: GL01 $90; STLF $18.48."
"ENG 6013","Theoretical and Research Methods","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Introduction to the theories and methods of professional literary research, including research in cross-cultural studies. (Formerly titled ""Bibliography and Research."") Course Fee: GL01 $90."
"ENG 6023","Rhetoric and Composition: Text and Context","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Advanced study and research of topics and movements in rhetoric and composition. May be repeated for credit when topics vary, but not more than 6 hours may be applied to the Master’s or Doctoral degrees in English without the approval of the Graduate Program Committee. Course Fee: GL01 $90."
"ENG 6033","Language and Linguistics","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Advanced study and research of topics and movements in language and/or linguistics. May be repeated for credit when topics vary, but not more than 6 hours may be applied to the Master’s or Doctoral degrees in English without the approval of the Graduate Program Committee. Course Fee: GL01 $90; STLF $18.48."
"ENG 6043","Creative Writing","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisites: Approval of instructor and Graduate Advisor of Record.
Intensive workshop in creative writing. May be repeated for credit when topics vary. Course Fee: GL01 $90; STLF $18.48; DL01 $75."
"ENG 6053","Latina/o Studies: Text and Context","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Advanced study and research of Latina/o texts. May include some literature in translation. May be repeated once for credit when topics vary. Course Fee: GL01 $90; STLF $18.48."
"ENG 6063","Cross Cultural Issues: Text and Context","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Advanced study and research of primary literary texts in the context of key cultural and/or cross-cultural issues. May be repeated once for credit when topics vary. Course Fee: GL01 $90; STLF $18.48."
"ENG 6073","Theory and Criticism: Text and Context","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Advanced study and research of topics and movements in literary theory and criticism. May be repeated once for credit when topics vary. Course Fee: GL01 $90."
"ENG 6083","Cultural Rhetorics","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Study and research of rhetorical, social, and pedagogical dimensions of
cultural communities, including texts, practices, and ideas. May be repeated for credit when topics vary.Course Fee: GL01 $90."
"ENG 6951","Independent Study","(0-0) 1 Credit Hour.","English (ENG)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master of Arts degree in English. Course Fee: GL01 $30."
"ENG 6953","Independent Study","(0-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisites: Graduate standing and permission in writing (form available) from the instructor and the Graduate Advisor of Record.
Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master of Arts degree in English. Course Fee: GL01 $90."
"ENG 6961","Comprehensive Examination","(0-0) 1 Credit Hour.","English (ENG)","Graduate","Prerequisite: Approval of the Graduate Advisor of Record.
Independent study course for the purpose of taking the Comprehensive Examination. May be repeated once. Enrollment is required each term in which the Comprehensive Examination is taken if no other courses are being taken that term. The grade report for the course is either “CR” (satisfactory performance on the Comprehensive Examination) or “NC” (unsatisfactory performance on the Comprehensive Examination). Credit earned inENG 6961cannot be counted in the 36 hours required for the Master’s degree or for the 39 hours required for the Doctoral degree in English. Course Fee: GL01 $30; STLF $6.16."
"ENG 6973","Special Topics","(3-0) 3 Credit Hours.","English (ENG)","Graduate","An organized course offering the opportunity for specialized study not normally or not often available as part of the regular course offerings. May be repeated for credit when topics vary, but not more than 6 hours, regardless of discipline, will apply to the Master’s or Doctoral degrees in English. Course Fee: GL01 $90."
"ENG 6983","Master's Thesis","(0-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisites: Permission of the thesis advisor and the Graduate Advisor of Record.
Supervised thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master’s degree. Credit will be awarded upon completion of the thesis. Enrollment is required each term in which the thesis is in progress. Course Fee: GL01 $90."
"ENG 6986","Master's Thesis","(0-0) 6 Credit Hours.","English (ENG)","Graduate","Prerequisites: Permission of the thesis advisor and the Graduate Advisor of Record.
Supervised thesis research and preparation. May be repeated for credit, but not more than 6 hours will apply to the Master’s degree. Credit will be awarded upon completion of the thesis. Enrollment is required each term in which the thesis is in progress. Course Fee: GL01 $180; STLF $36.96."
"ENG 7053","Seminar: Latina/o Studies","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisite:ENG 6013.
Advanced and intensive research on key issues in Latina/o Studies. May be repeated once for credit when topics vary. Course Fee: GL01 $90."
"ENG 7063","Seminar: Issues in Culture","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisite:ENG 6013.
Advanced and intensive research on key issues in cultural and/or cross-cultural studies. May be repeated once for credit when topics vary. Course Fee: GL01 $90."
"ENG 7073","Seminar: Theory and Criticism","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisite:ENG 6013.
Advanced and intensive research on key issues in theory and criticism. May be repeated for credit when topics vary. Course Fee: GL01 $90."
"ENG 7083","Seminar: New Texts/New Contexts","(3-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisite:ENG 6013.
Advanced and intensive research on recent writings or movements influencing literary and cultural studies. May be repeated once for credit when topics vary. Course Fee: GL01 $90; STLF $18.48."
"ENG 7211","Directed Readings","(0-0) 1 Credit Hour.","English (ENG)","Graduate","Prerequisites:ENG 6013and completion of at least 12 additional hours of 6000-level and/or 7000-level ENG coursework, and permission from the Graduate Program Committee.
Reading, research, discussion, and writing under the direction of a member of the graduate faculty. Enables students to prepare one of their fields of specialization when other appropriate classes are unavailable. May be repeated for credit, but not more than 12 hours may be applied to the Doctoral degree. Course Fee: GL01 $30."
"ENG 7213","Directed Readings","(0-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisites:ENG 6013and completion of at least 12 additional hours of 6000-level and/or 7000-level ENG coursework, and permission from the Graduate Program Committee.
Reading, research, discussion, and writing under the direction of a member of the graduate faculty. Enables students to prepare one of their fields of specialization when other appropriate classes are unavailable. May be repeated for credit, but not more than 12 hours may be applied to the Doctoral degree. Course Fee: GL01 $90."
"ENG 7311","Doctoral Dissertation","(0-0) 1 Credit Hour.","English (ENG)","Graduate","Prerequisites: Admission to candidacy for the Doctoral degree, completion of 33 hours of coursework approved by the Graduate Advisor and the Graduate Program Committee, and fulfillment of the Language Requirement.
May be repeated for credit but not more than 18 hours may be applied to the Doctoral degree. Course Fee: GL01 $30."
"ENG 7313","Doctoral Dissertation","(0-0) 3 Credit Hours.","English (ENG)","Graduate","Prerequisites: Admission to candidacy for the Doctoral degree, completion of 33 hours of coursework approved by the Graduate Advisor and the Graduate Program Committee, and fulfillment of the Language Requirement.
May be repeated for credit but not more than 18 hours may be applied to the Doctoral degree. Course Fee: GL01 $90."
"ENG 7961","Qualifying Examination","(0-0) 1 Credit Hour.","English (ENG)","Graduate","Prerequisite: Approval of the Graduate Program Committee to take the Qualifying Examination.
Independent study course for the purpose of taking the Qualifying Examination. May be repeated for credit as many times as approved by the Graduate Program Committee. Enrollment is required each term in which the Qualifying Examination is taken if no other courses are being taken that term. The grade report for the course is either “CR” (satisfactory performance on the Qualifying Examination) or “NC” (unsatisfactory performance on the Qualifying Examination). Course Fee: GL01 $30."
"ENT 5113","Entrepreneurship","(3-0) 3 Credit Hours.","Entrepreneurship (ENT)","Graduate","Prerequisite: Consent of instructor. An introduction to entrepreneurship, with an emphasis on identifying, evaluating and developing new venture opportunities. Topics may include opportunity identification and evaluation, startup strategies, business valuation, business model and business plan development, financing the venture, and exit strategies. Case studies and guest lectures by entrepreneurs and venture capital partners provide a real-world perspective. The major deliverable of this course is usually an early stage business model of a venture of the student’s choosing. This course has Differential Tuition."
"ENT 5313","Global Entrepreneurship","(3-0) 3 Credit Hours.","Entrepreneurship (ENT)","Graduate","Prerequisite: Consent of instructor. Addresses various aspects of entrepreneurship in the global environment. Explores the opportunities that entrepreneurs create, the challenges they encounter, and the ways in which they conduct business across national borders and cultures. All topics are covered from an international perspective and may include: entrepreneurial opportunity identification and evaluation; market analysis and intelligence; joint ventures and partnerships; agents, value added resellers and representatives; regulations, laws and customs; regional and cultural issues; financing foreign ventures; and choice of domestic and international legal entities. This course has Differential Tuition."
"ENT 6953","Independent Study","(0-0) 3 Credit Hours.","Entrepreneurship (ENT)","Graduate","Prerequisite: Graduate standing and permission in writing (form available) from the instructor and the student’s Graduate Advisor of Record. Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the Master’s degree. This course has Differential Tuition."
"ES 5011","Graduate Studies in Environmental Science","(1-0) 1 Credit Hour.","Environmental Sciences (ES)","Graduate","This course offers an orientation to graduate study, introducing students to the professional standards and practices of our discipline. The course also offers a survey of environmental science. Development of a tentative program of studies and other relevant requirements will be discussed.
This course has Differential Tuition.  Course Fee: GS01 $30."
"ES 5013","Survey Topics in Environmental Science","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate standing. Analysis of the basic concepts and new scientific developments in environmental science. Case studies will cover a range of relevant topics to promote a thorough understanding of the emergent issues in environmental science. Emphasis will be placed on developing both written and verbal scientific presentation skills. (Formerly EES 5013. Same asBIO 5013. Credit can be earned for only one of the following:BIO 5013, EES 5013, orES 5013.) This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5023","Environmental Statistics","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite:ES 1314andMAT 1133or their equivalents, or consent of instructor. Emphasis on methods and applications of statistics for environmental science. Measure of location, variability, and association. Interpretation of categorical data, hypothesis testing, and use of statistical software programs and applications. (Formerly EES 5023. Same asGEO 5023,BIO 5853, andCE 5043. Credit can be earned for only one of the following:BIO 5853, EES 5023,ES 5023,GEO 5023, orCE 5043.)  This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5043","Global Change","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate standing in the program or consent of instructor. Changes in the global distribution of plants and animals and the causes of the changes will be examined. Factors that are apparently coupled to changes in the atmosphere and environmental temperature will be examined. (Formerly EES 5043 and CE 6113. Same asBIO 5043andCE 6383. Credit can be earned for only one of the following:BIO 5043, CE 6113,CE 6383, EES 5043, orES 5043.) This course has Differential Tuition.  Course Fee: GS01 $90."
