"course_code","course_name","description","department","credits"
"MEA 467","Marine Meteorology","Basic equation and concepts.  Review of ocean and atmospheric circulations.  Ocean mixed layer, air-sea interaction and coastal ocean and meteorological processes, marine boundary layer and cloud processes.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 468/MEA 568","Aquatic Microbiology","Aquatic microbes are key drivers of biogeochemistry on Earth. They also influence the 'health' of valuable ecosystems, e.g. estuaries, coasts, lakes, as well as, larger organisms (e.g. shellfish, humans). In this course, multiple facets of aquatic microbiology will be covered, including (not limited to): population diversity, spatial and temporal dynamics, sampling methodologies, metabolisms, and their environmental and societal importance.  A primary goal for this course is for students to be exposed to key paradigms and current challenges within the field of aquatic microbiology, but also a general perspective on how aquatic microbes thrive in nature. Although largely a classroom-based course, select class periods will be devoted to hands-on activities and/or measurements providing students with methodological experience or in-depth exposure to key topics.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 469","Ecology of Coastal Resources","Anthropogenic impacts on estuarine and coastal marine ecosystems.  Survey of basic biological, physical, chemical and geological mechanisms underlying habitat-specific functioning, followed by discussion, in-class presentation, and critique of real and hypothetical case studies involving anthropogenic impacts.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 470","Introduction to Geophysics","Structure of the earth, a dynamic and evolving entity, as inferred from seismology, gravity, magnetism and heat flow. Geodynamic processes responsible for continental drift; plate tectonic theory; regional geophysics of selected areas.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 471","Exploration and Engineering Geophysics","Geophysical methods  applied to exploring the earth's shallow sub-surface.  Principles of gravity, magnetic, electrical, and seismic exploration surveys.  Planning, conducting, and interpreting geophysical surveys.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 473/MEA 573","Principles of Chemical Oceanography","Chemical processes controlling the composition of oceans, including discussions of chemical equilibria, biological cycling of nutrients and use of chemical tracers in marine environment; consideration of origin and chemical history of oceans. Creditis not allowed for bothMEA 473andMEA 573","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 476","Worldwide River and Delta Systems: Their Evolution and Human Impacts","Survey of major world rivers and deltas, such as the Amazon, Mississippi, Yello, Yangtze, Mekong, Ganges-Brahmaputra, Indus, Nile, etc. Descriptions of their initiation, development, and evolution processes. Definitions of the impacts caused by climate changes and human activities. Examination of the river-ocean interactions and sedimentary and geochemical processes in terms of sea-level change, monsoon, and sediment dispersal and deposition.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 479/CE 479","Air Quality","Introduction to: risk assessment, health effects, and regulation of air pollutants; air pollution statistics; estimation of emissions; air quality meteorology; dispersion modeling for non-reactive pollutants; chemistry and models for tropospheric ozone formation; aqueous-phase chemistry, including the ""acid rain: problem; integrated assessment of air quality problems; and the fundamentals and practical aspects of commonly used air quality models. Credit is allowed only for one of CE/MEA 479or CE/MEA 579.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 481","Geomorphology: Earth's Dynamic Surface","Landforms and the processes responsible for their origin. Emphasis on the geologic principles involved in interpreting the origin and evolution of various landforms, and discussion of North American geomorphic process.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 485","Introduction to Hydrogeology","Basic science of groundwater flow in geological media. Saturated and unsaturated flow, Darcy's equation, heterogeneity and anisotrophy, flownets, storage properties of geological materials, effective stress, equations for steady and unsteady flow, recharge, groundwater exchange with surface water, groundwater flow to pumping wells, estimation of hydraulic properties of aquifers, contaminant plumes and chemical transport in groundwater.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 488","Meteorology for Media","Communication of weather and climate information with the public, including examination of communication theory, public communication of science, and geoscience communication research. Production techniques for television and digital graphics, presentation to camera, and audio recordings.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 493","Special Topics in MEAS","Directed individual study or experimental course offering.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 495","Junior Seminar in the Marine, Earth, and Atmospheric Sciences","Emphasis on student professional development. Discussions of professional opportunities, resources, and ethics. Professionals from the public and private sectors introduce students to career options in marine, earth and atmospheric sciences. Strategies for finding jobs and graduate programs. Students reflect on future career goals and plans. For MEAS majors only.","Marine, Earth, and Atmospheric Sciences (MEA)","(1 credit hours)"
"MEA 498","Internship in MEAS","Awards academic credit for learning that occurs during internships.  Requires daily journal and written summary report.  Successful completion of the course based on review of summary report by an MEAS faculty, who shall be identified by the studentprior to the internship.  Transportation expenses may be incurred.  MEAS majors only. Individualized/Independent Study and Research courses require a Course Agreement for Students Enrolled in Non-Standard Courses be completed by the student and faculty member prior to registration by the department.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 507","Discipline-based Education Research in the Geosciences","This course will prepare students to explain the conditions necessary for learning to occur in college geoscience classes; plan lessons that address geoscience literacy standards and incorporate activities that feature multiple levels of Bloom's taxonomy; describe how they would determine if student work meets defined learning goals; create effective geoscience learning environments for lecture and lab settings; analyze the teaching of others using validated instruments; and design a geoscience teaching and learning research project.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 510","Air Pollution Meteorology","Wind structure in atmospheric surface layer and planetary boundary layer; temperature structure and stability; mixed layer and inversions; turbulence intensity and scale; meteorological factors affecting dispersion of pollutants; diffusion theories and models; diffusion and transport experiments; plume rise, fumigation and trapping; removal processes; effects of buildings and hills; effects of local winds.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 511","Introduction to Meteorological Remote Sensing","Meteorological remote sensing data sets used in operational forecast and research applications. Sensor physical principles. Emphasis is on understanding the strengths and weaknesses of the different types of observational data so that the student can judge adequacy of purpose for their applications.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 514","Advanced Physical Meteorology","Fundamental laws and concepts of thermodynamics and electromagnetic radiative transfer considered in an atmospheric context. Application of these principles to a number of meteorological problems, including radiative climate models, the global energy balance, atmospheric aerosols, lidar/radar backscatter and remotely sensed temperature fields.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 515/MEA 415","Climate Dynamics","A comprehensive look at climate integrated across terrestrial, marine, and atmospheric perspectives. Topics include an in-depth look at climate proxies, drivers of future, current and past climate change, climate monitoring approaches, and climate model projections. Students will be exposed to the quantitative aspects (chemistry, physics, theory, observations, models) scientists use to place constraints on climate conditions over broad spatial and temporal scales.MEA 415is open to upper-level undergraduate science majors interested in learning more about Earth's climate systems and the dynamics within.MEA 515is open to all graduate students with the expectation of an additional climate assessment course project relevant to the student's own research discipline. Students cannot receive credit for bothMEA 415andMEA 515.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 516","Climate Risk Analysis","Prepares students to analyze climate data for decision making under uncertainties in climate conditions and projections. Diverse observational and model generated climate data sets are considered. For observed data, the assumptions and statistical methods used to assess trends are explored and critically analyzed. Subsequent course work focuses on spatial analyses of climate-related anomalies and trends and on ensemble predictions, including their application to climate sensitive systems. Students become proficient in the visualization of climate information. This course requires permission from the instructor to join.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 517","Fundamentals of Climate Change Science","This course will present the basic science of climate change, including chemical and physical systems and processes. The students will be introduced to how the climate system works and the role of greenhouse gases in the climate system. Students will learn about climatological data, climate models and how predictions/projections are made. Emphasis will be placed upon relating predicted/projected changes to manifestations such as sea level rise and changes in the distribution and character of precipitation. Topics include the primary climate components, ocean-atmospheric teleconnections, decadal and multi-decadal climate indices, natural and anthropogenic climate variability, and climate model projections.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 518","Adaptation to Climate Change","Climate Adaptation investigates the technological, economic, communication, scientific and legal challenges inherent to adaptation to climate change. This course provides practical hands-on experience for professionals in developing adaptation strategies in climate sensitive sectors. Content draws heavily on case studies in international development, infrastructure, health, energy, and transportation sectors.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 519","Barriers to Climate Change Literacy","Investigates the discipline-based geoscience education lenses of the cognitive, affective, and behavioral barriers to climate literacy and the practical interventions for addressing them. Critically analyzes key aspects of climate science, common misconceptions, mental models, cultural influences, and risk perceptions about climate change. Students engage with the public and design projects for overcoming barriers to climate change literacy. The course features relevant readings, classroom discussions, student peer-review, and summative and formative course feedback though course assignments and exams. Minimum of 50% seats reserved for Climate Change and Society Certificate program students.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 520","Climate Predictability","Practical application and science underpinning of climate models and current climate forecast systems. Sources of predictability for climate forecasts on subseasonal, seasonal, and longer timescales. Modes of climate variability and related impacts, with emphasis on El Nino-Southern Oscillation and Northern Hemisphere patterns. The climate science behind Hurricane season and seasonal climate outlooks. This course is open to graduate students and upper-level undergraduate majors who receive a C- or higher inMEA 421orMEA 460.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 525/MEA 425","Introduction to Atmospheric Chemistry","The course covers history, regulations, sources, physics, and chemistry of major air pollutants and factors affecting their transport and fate.  Emphasis is placed on atmospheric chemistry and physics underlying five major air pollutant problems including urban outdoor air pollution, indoor air pollution, acid deposition, stratospheric ozone reduction, and global climate change.  Credit will not be allowed forMEA 425andMEA 525.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 540","Principles of Physical Oceanography","Introduction to principles and practice of physical oceanography. The equation of state of seawater; energy transfer to the ocean by thermal, radiative and mechanical processes; the heat budget; oceanic boundary conditions; geographical distributionof oceanic properties; observational methods; conservation equations; simple waves and tides; physical oceanography of North Carolina coastal zone. Application of Fourier analysis techniques to interpretation of low-frequency motions in ocean and atmosphere. Review of Fourier method. Filtering of tidal signals. Spectral estimates and calculation of current ellipses. Identification of coherent motions and their empirical orthogonal modes. Data from field experiments used in lectures and homeworkassignments. Credit is not allowed for bothMEA 460andMEA 540","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 549/MEA 449","Principles of Biological Oceanography","Environmental dependencies, biological productivity, and trophic relationships in plankton, nekton and benthos; Sampling methods and experimental design; Human impacts on marine systems.Credit is not allowed for bothMEA 449and MEA(ZO)549.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 553","Estuarine Biogeochemistry","Biogeochemical cycles of carbon, nitrogen, and phosphorus in coastal rivers and estuaries with selected topics on the origin, physics, and chemistry of estuarine waters and sediments. Emphasis is placed on organic matter and nutrient cycling in estuaries within the context of anthropogenic effects and climate change.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 554/MEA 454","Marine Physical-Biological Interactions","Space-time relationships between physics and biology; influence of Reynolds Number on aquatic life style; aspects of physical and biological mathematical modeling; influence of biology on physical phenomena; influence of static physical/chemical properties on biology; influence of dynamic physical phenomena (turbulence, waves and advection) on biology within the water column and its boundaries. Credit is not allowed for both MEA454 and 554","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 562","Marine Sediment Transport","Quantitative study of sediment transportation in the marine environment including introduction to fluid mechanics and sediment transportation theory. Processes and products of sediment transportation in specific marine environments from estuaries todeep sea and the interpretation of sediment transport processes from sedimentary structures. Credit not allowed for bothMEA 411andMEA 562","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 568/MEA 468","Aquatic Microbiology","Aquatic microbes are key drivers of biogeochemistry on Earth. They also influence the 'health' of valuable ecosystems, e.g. estuaries, coasts, lakes, as well as, larger organisms (e.g. shellfish, humans). In this course, multiple facets of aquatic microbiology will be covered, including (not limited to): population diversity, spatial and temporal dynamics, sampling methodologies, metabolisms, and their environmental and societal importance.  A primary goal for this course is for students to be exposed to key paradigms and current challenges within the field of aquatic microbiology, but also a general perspective on how aquatic microbes thrive in nature. Although largely a classroom-based course, select class periods will be devoted to hands-on activities and/or measurements providing students with methodological experience or in-depth exposure to key topics.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 570","Geological Oceanography","A comprehensive overview of the geological aspects of oceanography.  Topics include: a) marine geophysics and the evolution of ocean basins, b) sedimentological processes and the formation of marine deposits, c) marine geochemistry and authigenic sedimentation, d) paleoceanography and the interpretation of marine stratigraphy.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 573/MEA 473","Principles of Chemical Oceanography","Chemical processes controlling the composition of oceans, including discussions of chemical equilibria, biological cycling of nutrients and use of chemical tracers in marine environment; consideration of origin and chemical history of oceans. Creditis not allowed for bothMEA 473andMEA 573","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 574","Advanced Igneous Petrology","Physicochemical principles related to igneous petrogenesis. General principles and specific problems including origin, differentiation and emplacement of magmas and the possible relationships of igneous processes to global tectonics.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 577","Electron Microprobe Analysis of Geologic Material","Theory of quantitative analysis of geologic material by electron beam application; laboratory operation of electron microprobe to acquire chemical composition and x-ray images of geologic material.","Marine, Earth, and Atmospheric Sciences (MEA)","(2 credit hours)"
"MEA 579","Principles of Air Quality Engineering","Introduction to: risk assessment, health effects, and regulation of air pollutants; air pollution statistics; estimation of emissions; air quality meteorology; dispersion modeling for non-reactive pollutants; chemistry and models for tropospheric ozone formation; aqueous-phase chemistry, including the ""acid rain"" problem; integrated assessment of air quality problems; and the fundamentals and practical aspects of commonly used air quality models. Credit is allowed only for one of CE/MEA 479or CE/MEA 579","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 580","Air Quality Modeling and Forecasting","Topics include numerical solutions to ODEs/PDEs, atmospheric chemistry, cloud and aerosol microphysics, emission modeling, meteorological modeling, and model design, applications, and evaluation. It is targeted for students who would like to learn about air quality modeling and who are prospective air quality model users.","Marine, Earth, and Atmospheric Sciences (MEA)","(4 credit hours)"
"MEA 581/CE 581","Fluid Mechanics in Natural Environments","Free surface flows of water and air occurring in natural fluid systems and influencing environmental transport and mixing. Review of fundamental principles of fluids, covering the scales relevant to both engineering and geo-physical applications. Topics and examples include waves, instability, stratification, turbulent boundary layers, jets and plumes, and open channel flows. Cannot receive credit for bothCE 581andMEA 581.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 582/GIS 582","Geospatial Modeling","The course provides foundations in methods for GIS-based surface analysis and modeling. The topics include proximity analysis with cost surfaces and least cost paths, multivariate spatial interpolation and 3D surface visualization. Special focus is on terrain modeling, geomorphometry, solar irradiation, visibility, and watershed analysis. Students are also introduced to the basic concepts of landscape process modeling with GIS and to the principles of open source GIS. Introductory level knowledge of GIS or surveying/ geomatics principles is required.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 584/GIS 584","Mapping and Analysis Using UAS","The course provides an overview of UAS mapping technology and its rules and regulations. The principles of UAS data collection are explained along with optional hands-on practice with in flight planning and execution. The main focus is on processing imagery collected from UAS using structure from motion techniques and deriving orthophoto mosaics and ultra-high resolution digital elevation models of land surface, vegetation and structures. More advanced topics include multi-temporal 3D data analysis, fusion with lidar data and 3D visualization.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 585","Physical Hydrogeology","Physical aspects of groundwater flow in geological media.  Saturated and unsaturated flow, Darcy's equation, heterogeneity and anisotropy, storage properties of geological materials, effective stress, governing equations for steady and unsteady flow, recharge, groundwater exchange with surface water, groundwater flow to well,s estimation of hydraulic properties of aquifers.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 591","Special Topics in Marine Science","Opportunity for advanced undergraduate and graduate students to study timely special problem areas in Marine Science and Engineering","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 592","Special Topics in Earth Sciences","Special topics in earth sciences, provided to groups or to individuals.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 593","Special Topics in Atmospheric Science","Special topics in atmospheric science, provided to groups or to individuals.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 599","Regional Geology of North America","Field study of classic geologic localities and geomorphic processes not indigenous to North Carolina. Typical areas: New England and adjacent Canada, northern Mexico and southwestern United States and Pacific Northwest. Representative subjects include Canadian Shield, Precambrian mineral deposits, San Andreas fault, desert geomorphology, Grand Canyon stratigraphy, modern and ancient reefs and glaciated volcanoes. Mineral, rock and fossil collecting. Required student reports.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 601","Seminar","Presentation by each student of one seminar on his/her current research.","Marine, Earth, and Atmospheric Sciences (MEA)","(1 credit hours)"
"MEA 611","Special Topics in Marine Sciences","Special topics in earth sciences, provided to groups or to individuals.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 612","Special Topics in Earth Sciences","Special topics in atmospheric science, provided to groups or to individuals.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 613","Special Topics Atmospheric Sciences","Typically offered in Fall and Spring","Marine, Earth, and Atmospheric Sciences (MEA)","(1-6 credit hours)"
"MEA 630","Independent Study","Capstone project for the Climate Change and Society program. Students will carry out research in collaboration with an on-campus or off-campus partner in a climate-related sector. Students will address a real-world climate adaptation problem or issue and will prepare a written report describing the outcome of their research.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 685","Master's Supervised Teaching","Teaching experience under the mentorship of faculty who assist the student in planning for the teaching assignment, observe and provide feedback to the student during the teaching assignment, and evaluate the student upon completion of the assignment.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-3 credit hours)"
"MEA 690","Master's Examination","For students in non thesis master's programs who have completed all other requirements of the degree except preparing for and taking the final master's exam.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-9 credit hours)"
"MEA 693","Master's Supervised Research","Instruction in research and research under the mentorship of a member of the Graduate Faculty.","Marine, Earth, and Atmospheric Sciences (MEA)","(1-9 credit hours)"
"MEA 695","Master's Thesis Research","Thesis Research","Marine, Earth, and Atmospheric Sciences (MEA)","(1-9 credit hours)"
"MEA 696","Summer Thesis Research","For graduate students whose programs of work specify no formal course work during a summer session and who will be devoting full time to thesis research.","Marine, Earth, and Atmospheric Sciences (MEA)","(1 credit hours)"
"MEA 699","Master's Thesis Preparation","For students who have completed all credit hour requirements and full-time enrollment for the master's degree and are writing and defending their thesis. Credits Arranged","Marine, Earth, and Atmospheric Sciences (MEA)","(1-9 credit hours)"
"MEA 700","Environmental Fluid Mechanics","Basic concepts and laws governing motion of atmosphere and oceans developed from first principles, including approximations valid for environmental flows, kinematics, dynamics and thermodynamics of fluid flows as well as introduction to environmental turbulence. Credit is not allowed for bothMEA 463andMEA 700","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 703","Atmospheric Aerosols","An understanding of aerosols as primary air pollutants, indoor versus outdoor pollution, transformation processes, prediction of atmospheric concentrations, scavenging of aerosols, transport of air pollutants on a regional scale, discussion of national experiments to characterize and study impact of urban-industrial pollution, tropospheric aerosol and weather, stratospheric aerosol, effect of aerosols on atmospheric warming and cooling and air-quality models.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 705","Dynamic Meteorology","Brief review of classical and physical hydrodynamics; scale analysis of dynamic equations; atmospheric instabilities; dynamics of tropical convections; perturbation theory and approximations for atmospheric wave motions.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 707","Planetary Boundary Layer","Review of basic equations and concepts of planetary boundary layers. The closure problem and semi-empirical theories of turbulence, buoyancy effects on mean flow and turbulence, instrumentation and observational platforms for PBL experiments, observed characteristics of atmospheric boundary layers, numerical and physical modeling of PBL and its parameterization in large-scale atmospheric circulation models.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 708","Atmospheric Turbulence","Statistical description of turbulence, including probability, correlation and spectrum functions. Statistical theory of homogeneous turbulence, spectral dynamics and Kolmogorov's local similarity hypotheses. Effects of shear, thermal stratification and earth's rotation. Observed structure and scales of turbulence in PBL and free atmosphere. Higher-order closure models and large eddy simulations of atmospheric turbulence.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 710","Atmospheric Dispersion","Lagrangian vs. Eulerian descriptions of turbulence and diffusion. Statistical theories of absolute and relative diffusion from continuous and instantaneous releases. Effects of shear, thermal stratification and earth's rotation on atmospheric dispersion. Lagrangian similarity theories of diffusion in the surface layer and mixed layer. Random walk, Monte Carlo and large eddy simulations of atmospheric dispersion. Urban and regional dispersion models.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 712","Mesoscale Modeling","Modeling mesoscale weather phenomena including midlatitude cyclones, mesoscale convective complexes and squall lines. Application of finite difference, spectral and implicit methods and coordinate transforms to these problems. Utilization of explicit representations of moist processes. Development of parameterizations of convective clouds, planetary boundary layer and moist processes.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 713","Mesoscale Dynamics","Inertia-gravity waves. Mechanical and thermally forced waves. Generation, circulation and maintenance of mesoscale convective storms and systems. Symmetric instability. Wave-CISK, quasi-geostrophic and semi-geostrophic fronts and fronto-genesis. Meso-B/Y frontogenesis. Lee and coastal cyclogenesis.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 714","Atmospheric Convection","Structure, physics and dynamics of convective clouds and cloud systems; fundamental equations for modeling convection; microphysical parameterization schemes; influence of instabilities on convective cloud systems; severe thunderstorms dynamics; tornadogenesis theories; mesoscale convective systems; upscale feedback effects of convection; cumulus parameterization schemes.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 715","Dynamics of Mesoscale Precipitation System","Frontogenesis theory; inertial and conditional symmetric instability; mesoscale gravity waves and wave-CISK; conveyor belts; seeder-feeder processes and precipitation generating cells; classification and dynamics of precipitation band types.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 716","Numerical Weather Prediction","Parameterization of physical processes in atmospheric modeling, including numerous hands-on experiments to allow evaluation and analysis of process representation in models. Emphasis on experimental design: Using numerical models as a tool with which to test scientific hypotheses. Investigation of data assimilation and ensemble prediction techniques. Journal discussion and student presentations are featured prominently. A semester project allows students to apply knowledge to thesis projects, and synthesize class concepts. Some comfort level with Linux computing environment, shell scripting, and programming languages such as FORTRAN required.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 717","Advanced Weather Analysis","Evolution of physical and dynamic structure of synoptic and sesoscale storm systems occurring in middle and high latitudes. Recent advances in understanding these storm systems through intensive field experiments and computer modeling. Introduction to contemporary analysis techniques through laboratory exercises shedding light on storm structure, dynamics and scale interaction.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 719","Climate Modeling","Climate system. Fundamental equations and time scales. Atmosphere, ocean, biosphere, cryosphere, lithosphere and hydrosphere subsystems. Computational numerical methods. Physical processes; atmosphere-ocean coupling, role of radiation, clouds and land surface processes. Climate anomalies due to changes in atmospheric composition, boundary conditions and extra-terrestrial forcing. Model validation, climate change detection, past climates and future climate scenarios.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 721","Air-Sea Interaction","Review of basic equations and concepts of turbulent transfer in geophysical flows, air-sea interaction processes and their importance to man's activities, theory and observation of wind-generated ocean surface waves, turbulent transfers in planetaryboundary layer of marine atmosphere, oceanic mixed layer, development of thermocline and inversion.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 735","Fourier Analysis of Geophysical Data","Application of Fourier analysis to interpretation of low-frequency motions in ocean and atmosphere.  Review of Fourier method.  Filtering of tidal signals.  Spectral estimates and calculation of current ellipses.  Identification of coherent motions and their empirical orthogonal modes.  Data from field experiments used in lectures and homework assignments.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 741","Synpotic Physical Oceanography","Basic discussion of the techniques and terminology of synoptic physical oceanography; focus on water characteristics and their relationship to currents in the individual oceans; a systematic quantitative description of the character of ocean waters and their movements.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 743","Ocean Circulation","Basic study of mechanics of ocean circulation with emphasis on various simple models of circulation systems.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 744","Dynamics of Shelf Circulation","Description and models of dynamic processes on the shelf, including seiches and tides in gulfs, propagation of tides and storm surges, wind-induced coastal upwelling, continental shelf waves and coastally trapped waves. Steady circulation driven by winds, river plumes and density forcing, formation of shelf-break fronts; and influence from deep-ocean currents.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 752","Marine Plankton Ecology","Examination of worldwide relationships between physical-chemical environment and planktonic organisms.  Organism descriptions; effects of light, temperature, salinity, density, water motion and chemical constituents on organisms; interactions among different organisms emphasizing competition and predation; community structure, distribution and succession; and mathematics models of distribution, production and interaction.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 759","Organic Geochemistry","Sources and fates of organic material in the geochemical environment.  Microbial transformations of organic compounds.  The use of biomarkers to study depositional environments.  Petroleum, natural gas and coal formation.  Extraterrestrial organic geochemistry.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 760","Biogeochemistry","Processes involved in the biogeochemical cycling of C, N, S and related biogenic elements.  Stable isotopic and other geochemical signatures of biological processes.  Introduction to modeling chemical distributions in sediments.  The impact of biogeochemical processes on atmospheric chemistry.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 762","Marine Geochemistry","Detailed examination of chemical processes occurring in marine environment.  Chemical evolution of the oceans, continental and submarine weathering, particle scavenging of reactive elements from water, column, formation of biogenic and metaliiferousdeposits, sediment diagenesis and marine geochronology.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 763","Isotope Geochemistry","This class offers an interdisciplinary introduction to the principles of isotope chemistry and its application to geological, atmospheric, and biological systems. Key topics include: isotope systematics; isotope measurements and analyses; common radiogenic (U, Ar, Pb, Sr, C, Be) and stable (H, O, C, N, S) isotope systems; applications to geochronology, paleobiology, paleoclimatology, environmental tracking, archeology, and more. This course is aimed at graduate students interested in using isotopes as a tool for examining the natural world.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 779","Advanced Air Quality","Local, regional and global scale chemical interactions, transport and behavior of trace gases (sulfur carbon, nitrogen, hydrocarbon, and photo-chemical oxidants) in the atmosphere.  covers three primary elements of air quality: anthropogenic and natural emissions of trace gases; interactions of the pollutants in the atmosphere; and monitoring and sampling of gaseous and particulate pollutants.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 785","Chemical Hydrogeology","Quantitative analysis of hydrological, geological, and geochemical factors controlling the transport and fate of organic and inorganic chemicals in groundwater.  Acid-base, precipitation-dissolution, weathering, redox, complexation, sorption, and gas exchange reactions.  Advection, diffusion, and dispersion in porous media, analytical solutions to the advection-dispersion equation.  Non-aqueous-phase (organic) liquids.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
"MEA 788","Advanced Structural Geology","Principles of rock mechanics and their application in solving geologic problems; finite strain analysis of deformed rocks; advanced techniques of structural analysis; petrofabrics; development of various geologic structures. Emphasis upon application of principles and techniques in the field.","Marine, Earth, and Atmospheric Sciences (MEA)","(3 credit hours)"
